"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","class","imagecode","fieldNumber","individualCount","identifiedBy","county","decimalLongitude","decimalLatitude","maximumElevationInMeters","typeStatus","sex"
"11","2020-02-08 10:13:57-03","NBC","NL-BOTANY","L.3780816","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","Cleef AM",NA,"1972","01","22","Southern America","Colombia",NA,"Flora Colombiana. Meta: Páramo de Sumapaz, Hoya El Nevado, Laguna La Guitarra y alrededores.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3780816 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3780816","Magnoliopsidae","NL-L3780816",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:13:57-03","NBC","NL-BOTANY","L.3781118","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","Cleef AM",NA,"1972","06","14","Southern America","Colombia",NA,"Boyaca: Páramo de Pisva, carretera Sochala Punta km 61,5; 6 km al E de Los Pinos.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3781118 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3781118","Magnoliopsidae","NL-L3781118",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 10:13:57-03","NBC","NL-BOTANY","L.3781119","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","Cleef AM",NA,"1972","12","09","Southern America","Colombia",NA,"Boyaca: Páramo de La Rusia, NW-N de Duitam Aislada.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3781119 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3781119","Magnoliopsidae","NL-L3781119",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:13:57-03","NBC","NL-BOTANY","L.3781134","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","Cleef AM",NA,"1973","01","24","Southern America","Colombia",NA,"Meta: Páramo de Sumapaz, Hoya El Nevado, Laguna La Guitarra y alrededores.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3781134 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3781134","Magnoliopsidae","NL-L3781134",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:13:57-03","NBC","NL-BOTANY","L.3781141","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","Cleef AM",NA,"1972","12","15","Southern America","Colombia",NA,"Boyaca: Páramo de La Rusia, NW-N de Duitama Páramo abierto al SSE de la Laguna Negra.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3781141 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3781141","Magnoliopsidae","NL-L3781141",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:13:57-03","NBC","NL-BOTANY","U.1238746","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","Cleef AM",NA,"1972","12","10","Southern America","Colombia",NA,"Colombiana, Boyaca: Paramo de La Rusia, NW - N de Duitama Serrania Pena Negra. Lagunita 1 km al SSE de la Laguna Agua Clara. Plantas sumergidas muy comunes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238746 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238746","Magnoliopsidae","NL-U1238746",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:13:57-03","NBC","NL-BOTANY","U.1238752","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","Cuatrecasas J",NA,"1938","09","11","Southern America","Colombia",NA,"Colombia, cordillera oriental, Prado turbera. Dept. boyaca: Nevado del Cocuy: Quebrada de San Paulino, El Morron.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238752 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238752","Magnoliopsidae","NL-U1238752",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:13:57-03","NBC","NL-BOTANY","U.1238754","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","Cleef AM",NA,"1972","12","08","Southern America","Colombia",NA,"Flora Colombiana. Boyaca: Paramo de La Rusia, NW-N de Duitama Aislada: pozo en valle Pantonoso. Hierba sumergida, abundante.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238754 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238754","Magnoliopsidae","NL-U1238754",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:13:57-03","NBC","NL-BOTANY","U.1238755","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","Cleef AM",NA,"1972","12","08","Southern America","Colombia",NA,"Colombiana, Boyaca: Paramo de La Rusia, NW - N de Duitama. Aislada: pozo en valle pantanoso.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238755 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238755","Magnoliopsidae","NL-U1238755",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:13:57-03","NBC","NL-BOTANY","U.1238756","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","Cleef AM; Florschütz PA",NA,"1972","10","07","Southern America","Colombia",NA,"Flora Colombiana. Boyaca: Sierra Nevada del Cocuy, Alto Valle Lagunillas. Fondo pantanoso del valle, 2750m al NNE de la Laguna Pintada con Cotula.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238756 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238756","Magnoliopsidae","NL-U1238756",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2015-09-04 05:15:06-03","MNHN","RECOLNAT_MNHN_P","P00231855","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","Cuatrecasas, J.",NA,"1938","9","11",NA,"Colombie",NA,"Dept. Boyaca : Nevado del Cocuy, Quebrada de San Paulino, El Marron","3800","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00231855' target='other'> <mi>dwc_moreinfo</mi></a>","P00231855",NA,"P00231855_01","1389",NA,NA,NA,NA,NA,NA,NA,NA
"22","2010-10-29 12:58:00-02","MO","MOBOT","100317750","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","J.R.I. Wood|H. Huaylla","Wood 20284",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"23","2019-05-24 09:37:00-03","MO","MOBOT","100679714","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","Michael H. Nee|Ivan Linneo","Nee 56821","2009","11","15","South America","Bolivia","Santa Cruz","Prov. Vallegrande, along gravel road from Guadalupe to khasa Monte, 19 km (by road) and 13 km (by air) SE of Guadalupe road junction, 6,6 km (by road) S of junction with road to Piraymiri and Masicurí.","2470.00000000",NA,NA,NA,NA,NA,NA,"1","G.A. Parada (USZ), 2013","Vallegrande","-64.0341666","-18.6497222",NA,NA,NA
"24","2015-10-08 13:51:00-03","MO","MOBOT","100866995","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","Reina Gonto|Ángel Fernández","Gonto 01826","2007","5","13","South America","Venezuela","Lara","Parque Nacional Dinira. Entrando por Buenos Aires, vía al páramo. 6-7 km al SW del sector Buenos Aires, 9-10 km al W de Humocaro Alto.","1500.00000000",NA,NA,NA,NA,NA,NA,"1","R. Gonto","Morán","-70.0727778","9.6016667","1870.00000000",NA,NA
"25","2019-04-10 11:58:00-03","MO","MOBOT","101124546","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","Egleé Zent","Zent 1202","2015","10","12","South America","Venezuela","Mérida","Sierra de La Culata. Páramo de Los Conejos. Laguna La Cruz. 0963081 N 0253044 E.","3800.00000000",NA,NA,NA,NA,NA,NA,"1","Reina Gonto","Campo Elías",NA,NA,NA,NA,NA
"26","2015-04-21 13:03:00-03","MO","MOBOT","1310278","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","Ronald L. Liesner|Ángel C. González|Basil Stergios|Gerardo Aymard","Liesner 13006","1982","3","15","South America","Venezuela","Trujillo","12 km ESE of Bocono; 1 km N to 4 km NNE of Guaramecal.","1600.00000000",NA,NA,NA,NA,NA,"25","1","G.Davidse",NA,"-70.15","9.2","1900.00000000",NA,NA
"27","2008-05-27 22:02:00-03","MO","MOBOT","1517548","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","Getulio Agostini","Agostini 2564","1978","5","17","South America","Venezuela","Mérida","Carretera Jají-La Azulita, 5 km NO de Jají. Emergiendo 15 cm del nivel del agua, al lado del camino.",NA,NA,NA,NA,NA,NA,NA,NA,"F. Mereles, 2001 (FCQ)",NA,"-71.36666","8.63333",NA,NA,NA
"28","2015-06-18 21:46:00-03","MO","MOBOT","2870847","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","Lyn Loveless","Loveless 1703","1972","7","19","South America","Venezuela","Mérida","E. moraine above L. Mucubají. W edge of large bog. In scattered clusters in very wet moss or shallow pools on a moss mat. With Rhizocephalum and Grass 4.","3650.00000000",NA,NA,NA,NA,NA,NA,"1","Irene Fedon",NA,NA,NA,NA,NA,NA
"29","2009-08-24 12:16:00-03","MO","MOBOT","3067973","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","Antoine M. Cleef","Cleef 6980","1972","12","10","South America","Colombia","Boyacá","Páramo de La Rusia, NW-N de Duitama. Serrania Peña Negra. Lagunita 1 km al SSE de la Laguna Agua Clara.","3845.00000000",NA,NA,NA,NA,NA,NA,NA,"M.T. Strong",NA,NA,NA,NA,NA,NA
"30","2009-06-25 17:09:00-03","MO","MOBOT","3067975","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","Henri Pittier","Pittier 12881","1928","2","7","South America","Venezuela",NA,"In swampy places, Between Tabay & Mucuruba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-09-12 05:00:02-03","US","US","3737120","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","D. Canelon & S. Niño","33","2017","12","16","South America - Neotropics","Venezuela","Trujillo","Parque Nacional Guaramacal, Laguna Negra","1856",NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,"Boconó",NA,NA,"1856",NA,NA
"32","2020-09-12 05:00:02-03","US","US","3701897","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","W. Meier & N. Gutierrez","13105","2006","2","14","South America - Neotropics","Venezuela","Mérida","Estado: Merida: Municipio Libertador. noreste de Merida: valle del Rio Mucujun: via al paramo de la Culata, Finca San Javier del Valle, escuela Fe y Alegria.","1900",NA,NA,"US01920990","Monocotyledonae","US01920990_01",NA,"1","Fedon, I. C.","Libertador","-71.1217","8.6675","2400",NA,NA
"33","2020-09-12 05:00:02-03","US","US","1856622","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","E. P. Killip & F. Lehmann v.","38555","1944","5","26","South America - Neotropics","Colombia","Cauca","Cauca: Paramo de Purace: Central Cordillera","3500",NA,NA,"US02097135","Monocotyledonae",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"34","2020-09-12 05:00:02-03","US","US","1470768","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","E. Pérez Arbeláez","267",NA,NA,NA,"South America - Neotropics","Colombia","Bogota D.C.","Sabana de Bogota","2000",NA,NA,"US02097127","Monocotyledonae",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","2143136","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","M. L. Grant","9102","1944","4","21","South America - Neotropics","Colombia","Cundinamarca","Cordillera Oriental, Dep.: Cundinamarca, Sueva Valley, 9 kilometers west of Junin, 45 km. northeast of Bogota","2600",NA,NA,"US02097132","Monocotyledonae",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"36","2020-09-12 05:00:02-03","US","US","2105154","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","E. L. Core","235","1944","1","20","South America - Neotropics","Colombia","Cauca","Department of Cauca, 5 km. east of Purace","3000",NA,NA,"US02097134","Monocotyledonae",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","1773823","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","J. Cuatrecasas","1389","1938","9","11","South America - Neotropics","Colombia","Boyacá","Cordillera Oriental, Dept. Boyaca: Nevado del Cocuy; Quebrada de San Paulino, El Morron","3800",NA,NA,"US02097128","Monocotyledonae","US02097128_01",NA,"1",NA,NA,NA,NA,NA,NA,NA
"38","2020-09-12 05:00:02-03","US","US","3708029","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","W. Meier, N. Gutierrez & H. Gutierrez","11522","2005","2","7","South America - Neotropics","Venezuela","Mérida","Estado: Merida: Distrito Sucre. La Trampa: parroquia La Trampa: sector Sabana, cuenca del rio Quebradon: aproximadamente 9 km al noroeste de Lagunillas (distancia aerea): potreros de ganado.","2000",NA,NA,"US01920958","Monocotyledonae",NA,NA,"1",NA,"Sucre","-71.45","8.57","2200",NA,NA
"39","2020-09-12 05:00:02-03","US","US","3154463","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","A. Usteri & F. C. Hoehne","9174/8b","1905","10","17","South America - Neotropics","Brazil","São Paulo","Barra Funda",NA,NA,NA,"US02097125","Monocotyledonae","US02097125_01",NA,"1",NA,NA,NA,NA,NA,NA,NA
"40","2020-09-12 05:00:02-03","US","US","1770873","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","E. P. Killip","34007","1939","3","8","South America - Neotropics","Colombia","Cundinamarca","Dept. Cundinamarca: Salto de Tequendama","2500",NA,NA,"US02097130","Monocotyledonae",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"41","2020-09-12 05:00:02-03","US","US","1352416","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","E. P. Killip & A. C. Smith","16708","1927","1","5","South America - Neotropics","Colombia","Santander","Eastern Cordillera, Rio Surata Valley, above Surata.","2000",NA,NA,"US00086902","Monocotyledonae",NA,NA,"1",NA,NA,NA,NA,"2300","Isotype",NA
"42","2020-09-12 05:00:02-03","US","US","3445389","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","W. Meier","838","1991","11","30","South America - Neotropics","Venezuela","Trujillo","Estado Trujillo: Parque Nacional Guaramacal, pantano en planicie cerca de la carretera Bocono-Guaramacal, arriba del puesto de guardaparques","1850",NA,NA,"US02097146","Monocotyledonae",NA,NA,"1",NA,NA,"70.22","9.25",NA,NA,NA
"43","2020-09-12 05:00:02-03","US","US","1440606","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","H. F. Pittier","13218","1929","1","19","South America - Neotropics","Venezuela","Merida","Chachopito near S. Rafael",NA,NA,NA,"US02097143","Monocotyledonae","US02097143_01",NA,"1",NA,NA,NA,NA,NA,NA,NA
"44","2020-09-12 05:00:02-03","US","US","1353921","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","E. P. Killip & A. C. Smith","18520","1927","1","29","South America - Neotropics","Colombia","Santander","Eastern Cordillera, Dept. Santander: Paramo; de Romeral","3800",NA,NA,"US02097140","Monocotyledonae",NA,NA,"1",NA,NA,NA,NA,"4100",NA,NA
"45","2020-09-12 05:00:02-03","US","US","1877062","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","J. Cuatrecasas","14653","1943","7","23","South America - Neotropics","Colombia","Cauca","Colombia, Department del Cauca, Cordillera Central; paramo del Purace al sur del Volcan en el filo de la Cordillera: San Francisco","3400",NA,NA,"US02097136","Monocotyledonae",NA,NA,"1",NA,NA,NA,NA,"3450",NA,NA
"46","2020-09-12 05:00:02-03","US","US","1850206","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","J. Cuatrecasas & H. García Barriga","9893","1940","7","19","South America - Neotropics","Colombia","Santander","Cordillera Oriental: Departamento de Santander: Paramo del Almorazadero, extremo sur, Peralonso","3200",NA,NA,"US02097129","Monocotyledonae",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"47","2020-09-12 05:00:02-03","US","US","1832598","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","T. Lasser","482","1942","9","26","South America - Neotropics","Venezuela","Merida","Merida: Paramo de Los Conejos","3000",NA,NA,"US02097142","Monocotyledonae",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"48","2020-09-12 05:00:02-03","US","US","3464387","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","B. G. Stergios, A. Licata, R. Caracas & R. González","17275","1998","4","28","South America - Neotropics","Venezuela","Trujillo","Parque Nacional Guaramacal, vertiente norte, entre casa guardaparques (P.N. 6) y campamento 1.","1977",NA,NA,"US00773145","Monocotyledonae",NA,NA,"1","Strong, M. T., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","Mpio Boconó",NA,NA,"2350",NA,NA
"49","2020-09-12 05:00:02-03","US","US","1773820","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","J. Cuatrecasas","1382","1938","9","11","South America - Neotropics","Colombia","Boyacá","Cordillera Oriental, Dept. Boyaca: Nevado del Cocuy: Quebrada de San Paulino, El Morron","3800",NA,NA,"US02097138","Monocotyledonae","US02097138_01",NA,"1",NA,NA,NA,NA,NA,NA,NA
"50","2020-09-12 05:00:02-03","US","US","1856182","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Eleocharis","stenocarpa","Eleocharis stenocarpa","Svenson","E. P. Killip & F. Lehmann v.","38552","1944","5","26","South America - Neotropics","Colombia","Cauca","Cauca: Paramo and Purace: Central Cordillera","3500",NA,NA,"US02097137","Monocotyledonae","US02097137_01",NA,"1",NA,NA,NA,NA,NA,NA,NA
