"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","decimalLongitude","decimalLatitude","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-30 12:52:18-03","EAO","IAN","70397","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.","Schneider, L",NA,"Black, GA","12581","1951","08","Southern America","Brasil","Rio Branco","Boa Vista, Campo de aviação.",NA,NA,"IAN070397",NA,"16",NA,NA,NA,NA,NA,"2018","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:52:18-03","EAO","IAN","70571","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.","Schneider, L",NA,"Black, GA","12763","1951","08","Southern America","Brasil","Rio Branco","Igarapé Canaã, campo a 6km. de Boa Vista.",NA,NA,"IAN070571",NA,"20",NA,NA,NA,NA,NA,"2018","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:52:18-03","EAO","IAN","71012","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.","Schneider, L",NA,"Black, GA","13270","1951","09","Southern America","Brasil","Rio Branco","SÃo Marcos, Posto dos indios, entre os Rios Tacutú e Uiraricuera.",NA,NA,"IAN071012",NA,"03",NA,NA,NA,NA,NA,"2018","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:52:18-03","EAO","IAN","71856","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.","Schneider, L",NA,"Black, GA","13473","1951","09","Southern America","Brasil","Rio Branco","Rio Mucajaí; ao longo da estrada Boa Vista - Caracaraí; campinarana que entra para palmal.",NA,NA,"IAN071856",NA,"12",NA,NA,NA,NA,NA,"2018","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:52:18-03","EAO","IAN","71857","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.","Schneider, L",NA,"Black, GA","13474","1951","09","Southern America","Brasil","Rio Branco",NA,NA,"Perene; inflorescencia peluda.","IAN071857",NA,"12",NA,NA,NA,NA,NA,"2018","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:52:18-03","EAO","IAN","79548","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.","Schneider, L",NA,"Fróes, RL","30118","1953","07","Southern America","Brasil","Goiás","Couto de Magalhães; Campos Gerais terreno; Rio araguia.",NA,NA,"IAN079548",NA,"05",NA,NA,NA,NA,NA,"2018","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:52:18-03","EAO","IAN","95866","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.","Schneider, L",NA,"Black, GA; Cavalcante, PB","19758","1957","05","Southern America","Brasil","Pará",NA,NA,NA,"IAN095866",NA,"30",NA,NA,NA,NA,NA,"2018","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:52:18-03","EAO","IAN","96637","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.","Schneider, L",NA,"Ule, EHG","8065","1909","07","Southern America","Brasil","Rio Branco","Rio Surumu, Campos da Serra do Mel.",NA,NA,"IAN096637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:52:18-03","EAO","IAN","54829","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","reticularis","Scleria reticularis pubescens","Britt.","Schneider, L",NA,"Black, GA","9989","1950","07","Southern America","Brasil","Pará","Rio Camará; Pau Grande; Fazenda Sta. Rita. Campina.",NA,NA,"IAN054829",NA,"08",NA,NA,NA,NA,NA,"2018","09",NA,NA,NA,"pubescens",NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:52:18-03","EAO","IAN","75510","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","reticularis","Scleria reticularis pubescens","Britt.","Schneider, L",NA,"Black, GA; Cordeiro, E","14848","1952","06","Southern America","Brasil","Guaporé","Fazenda Santa Rosa, Campo.",NA,"Capim Isolado.","IAN075510",NA,"11",NA,NA,NA,NA,NA,"2018","09",NA,NA,NA,"pubescens",NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:52:18-03","EAO","IAN","75683","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","reticularis","Scleria reticularis pubescens","Britt.","Schneider, L",NA,"Black, GA; Cordeiro, E","15075","1952","06","Southern America","Brasil","Guaporé","Rio Guaporé, Pau d'Olho, campo.",NA,NA,"IAN075683",NA,"18",NA,NA,NA,NA,NA,"2018","09",NA,NA,NA,"pubescens",NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:52:18-03","EAO","IAN","77217","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","reticularis","Scleria reticularis pubescens","Britt.","Schneider, L",NA,"Black, GA; Cordeiro, E","15248","1952","06","Southern America","Brasil","Guaporé","Campo de São Miguel.",NA,"Capim isolado no campo.","IAN077217",NA,"22",NA,NA,NA,NA,NA,"2018","09",NA,NA,NA,"pubescens",NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:52:18-03","EAO","IAN","85028","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","reticularis","Scleria reticularis pubescens","Britt.","Schneider, L",NA,"Black, GA; Klein, RM","17127","1954","10","Southern America","Suriname","Guiana Francesa","Periacabo , Prufsammulung.",NA,NA,"IAN085028",NA,"22",NA,NA,NA,NA,NA,"2018","09",NA,NA,NA,"pubescens",NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:52:18-03","EAO","IAN","184495","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.","Rodrigues, LKM",NA,"Rodrigues, LKM","26","2008","05","Southern America","Brasil","Pará","Ilha de Algodoal. Encontrada em solo arenoso, próximo a curso d'água. Restinga.",NA,"Planta herbácea com 30cm de alt.","IAN184495",NA,"22","-47.581901550293","-0.595000028610229","Maracanã",NA,NA,"2009","09",NA,NA,NA,NA,"48335","auto",NA,NA,NA,NA
"25","2021-03-30 12:52:18-03","EAO","IAN","158665","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","reticularis","Scleria reticularis pubescens","Britt.","Schneider, L",NA,"Dantas, M; Nivaldo, S","980","1982","04","Southern America","Brasil","Pará","Rio Afuá.",NA,NA,"IAN158665",NA,"20","-49.2167015075684","-1.52832996845245","Muaná",NA,NA,"2018","09",NA,NA,NA,"pubescens","72451","auto",NA,NA,NA,NA
"26","2021-03-30 12:52:18-03","EAO","IAN","54829","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","reticularis","Scleria reticularis pubescens","Britt.","Schneider, L",NA,"Black, GA","9989","1950","07","Southern America","Brasil","Pará","Rio Camará; Pau Grande; Fazenda Sta. Rita. Campina.",NA,NA,"IAN054829",NA,"08",NA,NA,NA,NA,NA,"2018","09",NA,NA,NA,"pubescens",NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:52:18-03","EAO","IAN","75510","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","reticularis","Scleria reticularis pubescens","Britt.","Schneider, L",NA,"Black, GA; Cordeiro, E","14848","1952","06","Southern America","Brasil","Guaporé","Fazenda Santa Rosa, Campo.",NA,"Capim Isolado.","IAN075510",NA,"11",NA,NA,NA,NA,NA,"2018","09",NA,NA,NA,"pubescens",NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:52:18-03","EAO","IAN","75683","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","reticularis","Scleria reticularis pubescens","Britt.","Schneider, L",NA,"Black, GA; Cordeiro, E","15075","1952","06","Southern America","Brasil","Guaporé","Rio Guaporé, Pau d'Olho, campo.",NA,NA,"IAN075683",NA,"18",NA,NA,NA,NA,NA,"2018","09",NA,NA,NA,"pubescens",NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:52:18-03","EAO","IAN","77217","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","reticularis","Scleria reticularis pubescens","Britt.","Schneider, L",NA,"Black, GA; Cordeiro, E","15248","1952","06","Southern America","Brasil","Guaporé","Campo de São Miguel.",NA,"Capim isolado no campo.","IAN077217",NA,"22",NA,NA,NA,NA,NA,"2018","09",NA,NA,NA,"pubescens",NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:52:18-03","EAO","IAN","85028","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","reticularis","Scleria reticularis pubescens","Britt.","Schneider, L",NA,"Black, GA; Klein, RM","17127","1954","10","Southern America","Suriname","Guiana Francesa","Periacabo , Prufsammulung.",NA,NA,"IAN085028",NA,"22",NA,NA,NA,NA,NA,"2018","09",NA,NA,NA,"pubescens",NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:52:18-03","EAO","IAN","158665","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","reticularis","Scleria reticularis pubescens","Britt.","Schneider, L",NA,"Dantas, M; Nivaldo, S","980","1982","04","Southern America","Brasil","Pará","Rio Afuá.",NA,NA,"IAN158665",NA,"20","-49.2167015075684","-1.52832996845245","Muaná",NA,NA,"2018","09",NA,NA,NA,"pubescens","72451","auto",NA,NA,NA,NA
"32","2021-02-24 18:14:23-03","UFBA","ALCB","039838","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.","Alves, M",NA,"Mattos Silva, LA; Araújo, M; Martini, A; Muller, S","3809","1998","06","Southern America","Brasil","Bahia","Litoral Sul,  rea de Campo Nativo, conhecida como 'campo cheiroso', situada na Fazenda Campo Cheiroso. µrea de vegetação diferenciada, com aprox. 80 ha (atualmente com cultivo de coco-da-bahia), Km 49 da rodovia Ilhéus-Itacaré, ramal com entrada & es",NA,"inflorescência creme. Frequente.; solo arenoso.","ALCB012235","ALCB012235","25","-39.066667","-14.366667","Itacaré",NA,NA,"2000","02","-39.066667","-14.366667","10",NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 10:14:57-03","NBC","NL-BOTANY","L 0819884","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","latilacunosa","Scleria latilacunosa","Kük.","Henrard JT","type","Ule EHG",NA,"1909","07","Southern America","Brazil","Amazonas","Campo der Serra do Mel, Rio Branco, Surumu.",NA,"Auf nassem Campo der Serra do Mel.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200819884 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0819884","NL-L0819884","01",NA,NA,NA,NA,NA,"1921","08",NA,NA,"01",NA,NA,NA,"Magnoliopsidae","91510829",NA,NA
"34","2020-02-08 10:15:03-03","NBC","NL-BOTANY","U.1286443","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.",NA,NA,"Donselaar J van",NA,"1966","08","Southern America","Surinam",NA,"Sipaliwini Savanna.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286443 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286443","NL-U1286443","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"35","2020-02-08 10:15:03-03","NBC","NL-BOTANY","L.4311618","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.","Araújo AC",NA,"Anderson WR",NA,"1973","04","Southern America","Brazil","Goiás","10 km by road N of Cristalina.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4311618 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4311618","NL-L4311618","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"36","2020-02-08 10:15:03-03","NBC","NL-BOTANY","U.1286434","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.",NA,NA,"Donselaar J van",NA,"1966","08","Southern America","Surinam",NA,"Sipaliwini Savanna.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286434 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286434","NL-U1286434","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"37","2020-02-08 10:15:03-03","NBC","NL-BOTANY","U.1286435","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.",NA,NA,"Donselaar J van; Donselaar- Bokkel Huinink WAE van",NA,"1958","10","Southern America","Surinam",NA,"Lobin-savanna inter Zanderij l et hannover. opn. 136, in Maurisiekreekdal.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286435 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286435","NL-U1286435","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"38","2020-02-08 10:15:03-03","NBC","NL-BOTANY","U.1286436","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.",NA,NA,"Lindeman JC",NA,"1953","07","Southern America","Surinam",NA,"near Kopie, cassipora Creek, distr. Commewijne.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286436 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286436","NL-U1286436","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"39","2020-02-08 10:15:03-03","NBC","NL-BOTANY","U.1286437","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.",NA,NA,"Lindeman JC",NA,"1954","09","Southern America","Surinam",NA,"swamp along Para R., W of Hannover.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286437 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286437","NL-U1286437","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"40","2020-02-08 10:15:03-03","NBC","NL-BOTANY","U.1286438","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.",NA,NA,"Schulz JP",NA,"1956","09","Southern America","Surinam",NA,"Upper Coppename R., granite flat near foot of Voltzberg.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286438 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286438","NL-U1286438","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"41","2020-02-08 10:15:03-03","NBC","NL-BOTANY","U.1286439","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.",NA,NA,"Maas PJM; Westra LYT",NA,"1979","10","Southern America","Guyana",NA,"Rupununi Distr., Chaakoitou, near Mountain Point, just S of Kanuku Mts.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286439 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286439","NL-U1286439","25","-59.666667","2.933333",NA,NA,NA,NA,NA,"-59.666667","2.933333",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"42","2020-02-08 10:15:03-03","NBC","NL-BOTANY","U.1286440","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.",NA,NA,"Cooper A",NA,"1974","02","Southern America","Guyana",NA,"Rupsuni swamp.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286440 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286440","NL-U1286440","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"43","2020-02-08 10:15:03-03","NBC","NL-BOTANY","U.1286441","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.",NA,NA,"Unknown",NA,"1957","05","Southern America","French Guiana",NA,"route d'Organabo sanome des Rches Blanches.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286441 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286441","NL-U1286441","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"44","2020-02-08 10:15:03-03","NBC","NL-BOTANY","U.1286442","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.",NA,NA,"Unknown",NA,NA,NA,"Southern America","French Guiana",NA,"route de Simonmay 16 ene from.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286442 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286442","NL-U1286442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"45","2020-02-08 10:15:03-03","NBC","NL-BOTANY","U.1286444","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.",NA,NA,"Donselaar J van",NA,"1966","09","Southern America","Surinam",NA,"in the Upper Sipaliwini area.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286444 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286444","NL-U1286444","04","-56.15","2",NA,NA,NA,NA,NA,"-56.15","2.0",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"46","2020-02-08 10:15:03-03","NBC","NL-BOTANY","U.1286445","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.",NA,NA,"Unreadable",NA,"1962","06","Southern America","French Guiana",NA,"route de Semonweg 16 ene lam.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286445 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286445","NL-U1286445","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"47","2020-02-08 10:15:03-03","NBC","NL-BOTANY","U.1286446","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.",NA,NA,"Cooper A",NA,"1974","02","Southern America","Guyana",NA,"Lettean, Rupununi sav.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286446 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286446","NL-U1286446","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"48","2020-02-08 10:15:03-03","NBC","NL-BOTANY","U.1286447","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.",NA,NA,"Lanjouw J; Donselaar J van; Donselaar- Bokkel Huinink WAE van",NA,"1959","02","Southern America","Guyana",NA,"Rupununi savanna, in directionem borealem de montibus Kanuku, even ten n.w. van Manari in lage kom.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286447 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286447","NL-U1286447","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"49","2020-02-08 10:15:03-03","NBC","NL-BOTANY","U.1286448","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","reticularis","Scleria reticularis","Michx.",NA,NA,"Lanjouw J; Donselaar J van; Donselaar- Bokkel Huinink WAE van",NA,"1959","02","Southern America","Guyana",NA,"Rupununi savanna, in directionem borealem de montibus kanuku. Z.O van Letham.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286448 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286448","NL-U1286448","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
