"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","imagecode","typeStatus","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","class","individualCount"
"31","2019-11-13 11:25:20-03","USP","SPF","168480","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","Pirani, JR","5211","2004","01","21",NA,"Brasil","Minas Gerais","Datas",NA,"-43.659167","-18.438056","1227","1227",NA,NA,"SPF00168480",NA,NA,NA,NA,NA,NA,NA,NA,"-43.659167","-18.438056",NA,NA,NA
"32","2019-11-13 11:25:20-03","USP","SPF","216306","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","Rando, JG","770","2009","02","06",NA,"Brasil","Minas Gerais","Diamantina","km 685 da BR 367 na direção de Couto de Magalhães, lado esquerdo da rodovia, elevação ca. 300 m N do Caminho dos Escravos. Afloramentos rochosos, campo rupestre e brejo estacional.","-43.593333","-18.217778","1200","1200",NA,NA,"SPF00216306",NA,NA,NA,NA,NA,NA,NA,NA,"-43.593333","-18.217778",NA,NA,NA
"33","2019-11-13 11:25:20-03","USP","SPF","217698","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","Mello-Silva, R","3673","2014","01","13",NA,"Brasil","Minas Gerais","Diamantina","Estrada Diamantina-Milho Verde, 2,1 km além da ponte sobre o Ribeirão do Inferno.","-43.553167","-18.312806","1107","1107",NA,NA,"SPF00217698","Pacífico, RB",NA,NA,"2018",NA,NA,"06",NA,"-43.553167","-18.312806",NA,NA,NA
"34","2021-03-15 18:28:42-03","USP","SPF","231833","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","Pacífico, RB","345","2017","02","06",NA,"Brasil","Minas Gerais","Diamantina","Estrada para o povoado de Ribeirão da Areia.","-43.694083","-18.154528","1091","1091",NA,"Arbusto a arvoreta, 0,5-2,5 m alt., pétalas rosa-intenso, anteras bicoloridas, flores 8-meras.; Campo rupestre.","SPF00231833","Pacífico, RB",NA,NA,"2017",NA,NA,"04","13","-43.694083","-18.154528",NA,NA,NA
"35","2021-03-15 18:28:42-03","USP","SPF","231837","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","Pacífico, RB","331","2017","02","02",NA,"Brasil","Minas Gerais","Diamantina","Estrada Sopa - São João da Chapada.","-43.713528","-18.1645","1146","1146",NA,"Arbusto 0,5-1,5 m, ereto, pétalas púrpuras, flores (7-)8-(9-)meras, estames avermelhados com os conectivos amarelos.; Campo rupestre.","SPF00231837","Pacífico, RB",NA,NA,"2017",NA,NA,"04","13","-43.713528","-18.1645",NA,NA,NA
"36","2021-03-15 18:28:42-03","USP","SPF","231841","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","Pacífico, RB","327","2017","02","02",NA,"Brasil","Minas Gerais","Diamantina","Estrada Sopa - São João da Chapada.","-43.710556","-18.172778","1124","1124",NA,"Arbusto 0,5-1,5 m, ereto, pétalas púrpuras, flores (7-)8-(9-)meras, estames avermelhados com os conectivos amarelos.; Campo rupestre.","SPF00231841","Pacífico, RB",NA,NA,"2017",NA,NA,"04","13","-43.710556","-18.172778",NA,NA,NA
"37","2021-03-15 18:28:42-03","USP","SPF","231842","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","Pacífico, RB","326","2017","02","02",NA,"Brasil","Minas Gerais","Diamantina","Estrada Sopa - São João da Chapada.","-43.710556","-18.172778","1124","1124",NA,"Arbusto 0,5-1,5 m, ereto, pétalas púrpuras, flores (7-)8-(9-)meras, estames avermelhados com os conectivos amarelos.; Campo rupestre.","SPF00231842","Pacífico, RB",NA,NA,"2017",NA,NA,"04","13","-43.710556","-18.172778",NA,NA,NA
"38","2021-03-15 18:28:42-03","USP","SPF","231853","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","Pacífico, RB","343","2017","02","06",NA,"Brasil","Minas Gerais","Diamantina","Estrada para o povoado de Ribeirão da Areia.","-43.694083","-18.154528","1091","1091",NA,"Arbusto a arvoreta, 0,5-2,5 m alt., frutos imaturos amarelos, e maturos castanhos, deiscência através de rupturas na base e na lateral do hipanto.; Campo rupestre.","SPF00231853","Pacífico, RB",NA,NA,"2017",NA,NA,"04","13","-43.694083","-18.154528",NA,NA,NA
"39","2019-11-13 11:25:20-03","USP","SPF","78206","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","Arbo, MM","5093","1991","02","14",NA,"Brasil","Minas Gerais",NA,NA,"-43.583333","-18.216667","1100","1100",NA,NA,"SPF00078206",NA,NA,NA,NA,NA,NA,NA,NA,"-43.583333","-18.216667",NA,NA,NA
"40","2019-11-13 11:25:20-03","USP","SPF","128154","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","Sano, PT","722","1997","12","09",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"SPF00128154","Pacífico, RB",NA,NA,"2018","101169","auto","06",NA,NA,NA,NA,NA,NA
"41","2019-10-07 09:34:16-03","UEFS","HUEFS","68012","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","Queiroz, L.P.de","7567","2003","01","08",NA,"Brasil","Minas Gerais","Diamantina","Ca. 7 km E de Diamantina na estrada para Canto de Magalhães de Minas.","-43.5625","-18.181667","1294","1294",NA,"Campo rupestre.","HUEFS0068012","A.B.Martins","HUEFS0068012",NA,"2004",NA,NA,"09",NA,"43W33'45''","18S10'54''",NA,"Rosanae",NA
"42","2019-09-04 19:06:25-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida",NA,"L. Riedel","1209","1824","12",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"43","2019-07-02 15:55:54-03","UEM","HUEM","33046","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","R.Pacifico","326","2017","02","02",NA,"Brasil","Minas Gerais","Diamantina","Estrada Sopa - São João da Chapada. Campo rupestre com afloramentos rochosos.","-44.184878","-18.286883","1124","1124",NA,"Arbusto ereto, 0,5-1,5m de altura. Pétalas de coloração púrpura, flores (7-)8-(9-)meras, estames avermelhados com os conectivos amarelos.","HUEM000015485","R.Pacifico","HUEM000015485",NA,"2017",NA,NA,"02",NA,"-44.184878","-18.286883",NA,NA,NA
"44","2019-07-02 15:55:54-03","UEM","HUEM","33051","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","R.Pacifico","331","2017","02","02",NA,"Brasil","Minas Gerais","Diamantina","Estrada Sopa - São João da Chapada. Campo rupestre com afloramentos rochosos.","-44.193133","-18.279167","1146","1146",NA,"Arbusto ereto, 0,5-1,5m de altura. Pétalas de coloração púrpura, flores (7-)8-(9-)meras, estames avermelhados com os conectivos amarelos.","HUEM000015513","R.Pacifico","HUEM000015513",NA,"2017",NA,NA,"02",NA,"-44.193133","-18.279167",NA,NA,NA
"45","2019-07-02 15:55:54-03","UEM","HUEM","33063","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","R.Pacifico","343","2017","02","06",NA,"Brasil","Minas Gerais","Diamantina","Estrada que leva ao povoado de Ribeirão da Areia, campo rupestre.","-44.161342","-18.262578","1091","1091",NA,"Arbusto a arvoreta, 0,5-2,5m de altura. Frutos imaturos amarelos e maturos castanhos, deiscência através de rupturas na base e na lateral do hipanto.","HUEM000015561","R.Pacifico","HUEM000015561",NA,"2017",NA,NA,"02",NA,"-44.161342","-18.262578",NA,NA,NA
"46","2019-07-02 15:55:54-03","UEM","HUEM","33065","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rigida","Lavoisiera rigida","Cogn.","R.Pacifico","345","2017","02","06",NA,"Brasil","Minas Gerais","Diamantina","Estrada que leva ao povoado de Ribeirão da Areia, campo rupestre com afloramentos rochosos.","-44.161342","-18.262578","1091","1091",NA,"Arbusto a arvoreta, 0,5-2,5m de altura. Flores 8-meras, pétalas coloração rosa intenso, anteras bicoloridas.","HUEM000015559","R.Pacifico","HUEM000015559",NA,"2017",NA,NA,"02",NA,"-44.161342","-18.262578",NA,NA,NA
