"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","fieldNumber","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","individualCount"
"11","2020-12-11 11:37:21-03","UFMG","BHCB","190178","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig",NA,"Quaresma, AS; Oliveira, CT","595","2017","05","18","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.4249992370605","-19.0372009277344",NA,NA,NA,"Campo ruprestre ferruginoso.","BHCB190178",NA,NA,"60318","auto","2017",NA,"06","29",NA,NA,NA,NA
"12","2020-12-11 11:37:21-03","UFMG","BHCB","10799","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig",NA,"Cavalcanti, TB; et al.","220","1989","02","16","Southern America","Brasil","Minas Gerais","Diamantina","Conselheiro Mata.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"subarbusto cespitoso, rochososo, flor rosa-claro,","BHCB007748",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-11 11:37:21-03","UFMG","BHCB","181188","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig",NA,"Hatschbach, G; Hatschbach, M; Cervi, AC; Cordeiro, J","51067","1987","03","18","Southern America","Brasil","Minas Gerais","Datas","Ligação Rodovia BR-259 a Costa Sena","-43.6557998657227","-18.4456005096436","1150","1150",NA,"Arbusto ramoso, 1m, flores rosadas; Campo rupestre, afloramentos rochosos","BHCB035341","BHCB035341","Isotypus","23532","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2011-02-28 13:41:00-03","MO","MOBOT","1923745","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig",NA,"Gert G. Hatschbach|Maria M. Hatschbach","Hatschbach 51067","1987","3","18","South America","Brazil","Minas Gerais",NA,NA,NA,NA,"1150.00000000",NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2008-05-27 22:02:00-03","MO","MOBOT","3268432","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig","T.B. Cavalcanti","Howard S. Irwin","Irwin 27908","1970","3","19","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaco. Rocky summits with soil-filled crevices and small areas of white sand, ca 18 km E of Diamantina.",NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-09-12 05:00:02-03","US","US","3317057","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig",NA,"Splett & -. Groger","656","1994","9","23","South America - Neotropics","Brazil","Minas Gerais",NA,"Estrada Diamantina-Conselheiro Mata, 20,3 km depois do asfalto.","43.88","-18.33","1200",NA,NA,NA,"US03040866","US03040866_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"17","2020-09-12 05:00:02-03","US","US","3232866","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig",NA,"G. Hatschbach & M. M. Hatschbach","51067","1987","3","18","South America - Neotropics","Brazil","Minas Gerais","Datas","Ligacao Rod. BR-259 a Costasena.","-43.6557998657227","-18.4456005096436","1150","1150",NA,NA,"US00345295","US00345295_01","Isotype","23532","auto",NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"18","2020-09-02 16:31:38-03","Cenargen","CEN","18526","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig","T. B. Cavalcanti","Taciana Barbosa Cavalcanti","220","1989","02","16",NA,"Brasil","MG","DIAMANTINA","BR - 367 - Conselheiro Mata, 21 km.","43.8833333","-18.3","1130","1130","Exsicatas","Apêndices deflexos.","CEN00018526","CEN00018526",NA,NA,NA,"1993",NA,NA,NA,"43.8833333","-18.3",NA,"5"
"19","2020-09-02 16:31:38-03","Cenargen","CEN","101928","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig",NA,"Rosana Romero","6014","2001","03","28",NA,"Brasil","MG","SERRO","Distrito de Mato Grosso, Pedra do Cruzeiro.","-43.458333","-18.693611",NA,NA,"Exsicatas","Cálice esverdeado, corola púrpura, anteras amarelas. Doação Universidade Fedral de Uberlândia. Herbário HUFU nº 25.106.","CEN00101928","CEN00101928",NA,NA,NA,NA,NA,NA,NA,"-43.458333","-18.693611",NA,"1"
"20","2020-09-02 16:31:38-03","Cenargen","CEN","51436","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig","T. B. Cavalcanti","Renato de Mello-Silva","2382","2004","01","19",NA,"Brasil","MG","CONGONHAS DO NORTE","Serra do Cipó. Serra Talhada. Fazenda Vereda do Cambota, alto da Sera do João Camilo, 6,8 Km Sudoeste da estrada Congonha do Norte - Gouveia, entrada a 3,7 Km Noroeste de Cong. do Norte.","-43.7525","-18.810833","1333","1333","Exsicatas","Grandes afloramentos rochosos com lajeados planos. Entre rochas. Folhas discolores, verde-claras na face abaxial. Pétalas cor-de-rosa. Anteras amarelo-claras. Seis estames. Doação da Universidade de São Paulo - Herbário SPF.","CEN00051436","CEN00051436",NA,NA,NA,"2007",NA,"03",NA,"-43.7525","-18.810833",NA,"1"
"21","2020-09-02 16:31:38-03","Cenargen","CEN","96684","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig","T. B. Cavalcanti","Jair Eustáquio Quintino de Faria Jr.","5376","2016","02","27",NA,"Brasil","MG","DIAMANTINA","Parque Estadual do Biribiri, Alto da Jacuba.","-43.587222","-18.196111",NA,NA,"Exsicatas","Frutos secos no pé. Doação do Herbário HDJF-3360.","CEN00096684","CEN00096684",NA,NA,NA,"2017",NA,"03",NA,"-43.587222","-18.196111",NA,"1"
"22","2020-09-02 16:31:38-03","Cenargen","CEN","96687","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig","T. B. Cavalcanti","Jair Eustáquio Quintino de Faria Jr.","5410","2016","03","04",NA,"Brasil","MG","GOUVEIA","Estrada paralela aos moinhos de vento, entrando à direita sentido Gouveia/Curvelo. Sìtio do Mulato, área de extração da empresa mineradora Tracomal.","-43.913611","-18.523333",NA,NA,"Exsicatas","Frutos secos no pé. Doação do Herbário HDJF-3394.","CEN00096687","CEN00096687",NA,NA,NA,"2017",NA,"03",NA,"-43.913611","-18.523333",NA,"1"
"23","2020-09-02 16:31:38-03","Cenargen","CEN","96692","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig","T. B. Cavalcanti","Jair Eustáquio Quintino de Faria Jr.","5510","2016","03","20",NA,"Brasil","MG","GOUVEIA","Sítio do Mulato, entrando na estrada paralela aos moinhos de vento, área da mineradora Tracomal.","-43.913611","-18.523333",NA,NA,"Exsicatas","Doação do Herbário HDJF-3462.","CEN00096692","CEN00096692",NA,NA,NA,"2017",NA,"03",NA,"-43.913611","-18.523333",NA,"1"
"24","2020-09-02 16:31:38-03","Cenargen","CEN","96723","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig","T. B. Cavalcanti","Jair Eustáquio Quintino de Faria Jr.","6204","2016","07","05",NA,"Brasil","MG","MONJOLOS","Mina do Geraldinho.","-43.908055","-18.5","1259","1259","Exsicatas","Doação do Herbário HDJF-4167.","CEN00096723","CEN00096723",NA,NA,NA,"2017",NA,"03",NA,"-43.908055","-18.5",NA,"1"
"25","2020-09-02 16:31:38-03","Cenargen","CEN","71907","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig","T. B. Cavalcanti","L. Menini Neto","714","2009","05","24",NA,"Brasil","MG","ALVORADA DE MINAS","Estrada para Cachoeira Campina, a 3 Km de Itapanhoacanga.","-43.3652992248535","-18.7360992431641","838","838","Exsicatas","Folhas discolores, estames amarelos. Doação do Jardim Botânico do Rio de Janeiro. RB 483523.","CEN00071907","CEN00071907",NA,"18475","auto","2012",NA,"10",NA,"-43443333.0","-18798333.0",NA,"1"
"26","2019-11-13 11:24:03-03","USP","SPF","164642","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig","Cavalcanti, TB","Mello-Silva, R","2382","2004","01","19",NA,"Brasil","Minas Gerais","Congonhas do Norte","Serra Talhada","-43.7525","-18.810833","1333","1333",NA,NA,"SPF00164642",NA,NA,NA,NA,"2007",NA,"03",NA,"-43.7525","-18.810833",NA,NA
"27","2019-11-13 11:24:03-03","USP","SPF","167024","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig","Cavalcanti, TB","Lovo, J","19","2004","01","19",NA,"Brasil","Minas Gerais","Congonhas do Norte","Serra Talhada","-43.7525","-18.810833","1333","1333",NA,NA,"SPF00167024",NA,NA,NA,NA,"2015",NA,"09",NA,"-43.7525","-18.810833",NA,NA
"28","2019-11-13 11:24:03-03","USP","SPF","194696","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig","Cavalcanti, TB","Menini Neto, L","714","2009","05","24",NA,"Brasil","Minas Gerais","Alvorada de Minas","Itapanhoacanga","-43.443333","-18.798333","838","838",NA,NA,"SPF00194696",NA,NA,NA,NA,"2015",NA,"09",NA,"-43.443333","-18.798333",NA,NA
"29","2021-03-15 18:28:08-03","USP","SPF","210511","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig","Cavalcanti, TB","Zappi, DC","2733","2010","03","06",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Capela de São José. Subida da Senhorinha","-43.758658","-18.953765",NA,NA,NA,"Subarbusto ramificado na base, pétalas rosa-fortes, anteras amarelas.; Campo rupestre com solo de cascalho branco.","SPF00210511",NA,NA,NA,NA,"2011",NA,"02",NA,"-43.758658","-18.953765",NA,NA
"30","2021-03-15 18:28:08-03","USP","SPF","210517","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig","Cavalcanti, TB","Zappi, DC","1913","2009","03","09",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Trilha da Senhorinha, primeiro platô.","-43.758325","-18.959861",NA,NA,NA,"Subarbustos 20 cm alt., hipanto avermelhado, pétalas magenta.; Campo com solo de cascalho quartzítico.","SPF00210517",NA,NA,NA,NA,"2011",NA,"02",NA,"-43.758325","-18.959861",NA,NA
"31","2021-03-15 18:28:08-03","USP","SPF","232847","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig","Pacífico, RB","Pacífico, RB","235","2016","09","03",NA,"Brasil","Minas Gerais","Diamantina","Guinda. Próximo à BR 367.","-43.675889","-18.259417","1379","1379",NA,"Arbusto ereto, ca. 40 cm alt.; Campo rupestre.","SPF00232847",NA,NA,NA,NA,"2017",NA,"04","13","-43.675889","-18.259417",NA,NA
"32","2019-11-13 11:24:03-03","USP","SPF","62974","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig","Cavalcanti, TB","Cavalcanti, TB","220","1989","02","16",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807","1130","1130",NA,NA,"SPF00062974",NA,NA,"101169","auto","1994",NA,NA,NA,NA,NA,NA,NA
"33","2019-11-13 11:24:03-03","USP","SPF","47363","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig","Cavalcanti, TB","Menezes, NL","CFCR10617","1987","04","14",NA,"Brasil","Minas Gerais","Gouveia",NA,"-43.7407989501953","-18.4543991088867",NA,NA,NA,NA,"SPF00047363",NA,NA,"37970","auto","1993",NA,"11",NA,NA,NA,NA,NA
"34","2019-10-07 09:34:03-03","UEFS","HUEFS","250440","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig",NA,"Mello-Silva, R.","2382","2004","01","19",NA,"Brasil","Minas Gerais","Congonhas do Norte","Serra do Cipó. Serra Talhada. Fazenda Vereda do Cambota, alto da Serra do João Camilo, 6,38 km sudoeste da estrada Congonhas do Norte-Gouveia, entrada a 3,7 Km noroeste de Congonhas do Norte.","-43.7525","-18.810833","1333","1333",NA,"Grandes afloramentos rochosos com lajeados planos.","HUEFS0250440","HUEFS0250440",NA,NA,NA,NA,NA,NA,NA,"43W45'9''","18S48'39''","Rosanae",NA
"35","2019-12-09 10:45:55-03","UFSJ","HUFSJ","8286","S","Plantae",NA,NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig",NA,"Hatschbach, G; et al.","51067","1987","03","17",NA,"Brasil","Minas Gerais","Datas","Ligação rodovia BR-259 a Costa Sena. Campo rupestre, afloramentos rochosos.","-43.6557998657227","-18.4456005096436","115","115",NA,"Arbusto ramoso, 1m, flores rosadas.","HUFSJ008286","HUFSJ008286","isotype","23532","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-07-02 15:55:48-03","UEM","HUEM","32959","S","Plantae",NA,NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig","R.Pacifico","R.Pacifico; C.A.Rossi; D.L.Estevam","235","2016","09","03",NA,"Brasil","Minas Gerais","Diamantina","Distrito de Guinda., Próximo à BR-367. Campo rupestre, ponto 229.","-43.675889","-18.259417","1379","1379",NA,"Arbusto, cerca de 0,4m de altura.","HUEM000016189","HUEM000016189",NA,NA,NA,"2016",NA,"09",NA,"-43.675889","-18.259417",NA,NA
"37","2019-11-01 15:02:29-03","UnB","UB","33613","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig","Cavalcanti, TB","Splett, S; Gröger","656","1994","09","23","Southern America","Brasil","Minas Gerais",NA,"Estrada Diamantina-Conselheiro. 20, 3km depois do asfalto","-43.883333","-18.333333","1200","1200",NA,"Margens das folhas enroladas. Plantas com frutos (cápsulas), sem flores.; Arbusto 1,5m; Mata. Solo: Crescendo acima de rochas quartzíticas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.883333","-18.333333",NA,NA
"38","2019-05-06 11:58:35-03","UFU","HUFU","25106","S","Plantae",NA,NA,"Lythraceae","Diplusodon","minasensis","Diplusodon minasensis","Lourteig","Cavalcanti, T.B.","Romero, R.; Nakajima, J.N.","6014","2001","03","28",NA,"Brasil","Mato Grosso","Serro","Pedra do Cruzeiro","-43.458333","-18.693611","1132","1132",NA,"Subarbusto, ca. 1,5 m. Cálice esverdeado, corola púrpura e anteras amarelas.; Campo rupestre.","HUFU00013091","HUFU00013091",NA,NA,NA,"2017",NA,"06","27","-43.458333","-18.693611",NA,NA
