"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","class","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-30 12:52:18-03","EAO","IAN","112933","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","tenella","Scleria tenella","(Nees) Kunth","Oliveira, E","1991","1962","05","21","Southern America","Brasil","Pará","Rio Tirios, lado esquerdo, parte norte ocidental do Estado do Pará.",NA,NA,NA,NA,NA,"Sementes miúdas, campo alagado arenoso.","IAN112933",NA,"Schneider, L",NA,NA,NA,NA,"2018",NA,NA,"10",NA,NA,NA,NA,NA
"12","2021-03-30 12:52:18-03","EAO","IAN","153628","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","tenella","Scleria tenella","(Nees) Kunth","Bouças, PRP; Pinheiro, NAA","154","1976","09","19","Southern America","Brasil","Pará",NA,NA,NA,NA,NA,NA,NA,"IAN153628",NA,"Schneider, L",NA,NA,NA,NA,"2018",NA,NA,"10",NA,NA,NA,NA,NA
"13","2021-03-30 12:52:18-03","EAO","IAN","71015","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","tenella","Scleria tenella","(Nees) Kunth","Black, GA","13274","1951","09","03","Southern America","Brasil","Rio Branco","São Marcos, campo do posto dos Índios entre os Rios Tacutú e Uiraricuera.",NA,NA,NA,NA,NA,NA,"IAN071015",NA,"Schneider, L",NA,NA,NA,NA,"2018",NA,NA,"10",NA,NA,NA,NA,NA
"14","2021-03-30 12:52:18-03","EAO","IAN","91732","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","tenella","Scleria tenella","(Nees) Kunth","Pires, JM","6329","1956","12","16","Southern America","Brasil","Pará","Serra do Cachimbo.",NA,NA,"425","425",NA,NA,"IAN091732",NA,"Schneider, L",NA,NA,NA,NA,"2018",NA,NA,"10",NA,NA,NA,NA,NA
"15","2021-03-30 12:52:18-03","EAO","IAN","96622","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","tenella","Scleria tenella","(Nees) Kunth","Miranda, CV de","3092","1906","09",NA,"Southern America","Brasil","Pará","Marajó. Rio Carará, Jutuba.",NA,NA,NA,NA,NA,NA,"IAN096622",NA,"Schneider, L",NA,NA,NA,NA,"2018",NA,NA,"10",NA,NA,NA,NA,NA
"16","2021-03-30 12:52:18-03","EAO","IAN","170482","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","tenella","Scleria tenella","(Nees) Kunth","Bastos, MNC; Cordeiro, MR","2111","1995","06","15","Southern America","Brasil","Pará","Campo cerrado, morro 3.","-48.5550003051758","-6.40055990219116",NA,NA,NA,"Erva de 30cm de altura; fruto marrom.","IAN170482",NA,"Schneider, L","São Geraldo do Araguaia",NA,NA,NA,"2018","72333","auto","10",NA,NA,NA,NA,NA
"17","2021-03-30 12:52:18-03","EAO","IAN","170482","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Scleria","tenella","Scleria tenella","(Nees) Kunth","Bastos, MNC; Cordeiro, MR","2111","1995","06","15","Southern America","Brasil","Pará","Campo cerrado, morro 3.","-48.5550003051758","-6.40055990219116",NA,NA,NA,"Erva de 30cm de altura; fruto marrom.","IAN170482",NA,"Schneider, L","São Geraldo do Araguaia",NA,NA,NA,"2018","72333","auto","10",NA,NA,NA,NA,NA
"18","2020-02-08 10:15:02-03","NBC","NL-BOTANY","L.1403810","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","micrococca","Scleria micrococca","Steud.","Smith HH",NA,"1898","09","01","Southern America","Colombia",NA,"Santa Marta.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1403810 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1403810","NL-L1403810",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"19","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286348","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","micrococca","Scleria micrococca","Steud.","Smith HH",NA,"1898","09","01","Southern America","Colombia",NA,"Santa Marta.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286348 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286348","NL-U1286348",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"20","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286574","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","micrococca","Scleria micrococca","Steud.","Cremers GA",NA,"1991","04","21","Southern America","French Guiana",NA,"Savane Roche du Qatorze Juillet - bassin du Bas-Oyapock.","-51.866667","3.966667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286574 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286574","NL-U1286574",NA,NA,NA,"-51.866667","3.966667",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"21","2020-02-08 10:15:02-03","NBC","NL-BOTANY","U.1286575","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","micrococca","Scleria micrococca","Steud.","Cremers GA",NA,"1991","04","21","Southern America","French Guiana",NA,"Savane Roche du Qatorze Juillet - bassin du Bas-Oyapock.","-51.866667","3.966667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1286575 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1286575","NL-U1286575",NA,NA,NA,"-51.866667","3.966667",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"22","2020-02-08 10:15:09-03","NBC","NL-BOTANY","L 0042799","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","valdemuricata","Scleria valdemuricata","Kük.","Ule EHG",NA,"1909","07","01","Southern America","Brazil","Amazonas","Auf Sumpfcampo bei der Serra do Mel.Rio Branco, Surumu.",NA,NA,NA,NA,NA,"Auf Sumpfcampo.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200042799 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0042799","NL-L0042799","Kern JH",NA,"isotype",NA,NA,"1959",NA,NA,"04","Magnoliopsidae","01","9151084",NA,NA
"23","2020-11-04 11:05:57-03","ESALQ","ESA","37816","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Scleria","tenella","Scleria tenella","Kunth","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.","18103.0","1997","06","14",NA,"Brasil","Mato Grosso","Fazenda Cachoeira de Pau. Savana Arborizada (cerrado) sobre afloramento rochoso","-56.32","-13.52",NA,NA,NA,"Erva; espiguetas castanhas.","ESA037816","ESA037816","Souza, V.C.","São José do Rio Claro",NA,"-56.32","-13.52",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:05:57-03","ESALQ","ESA","37818","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Scleria","tenella","Scleria tenella",NA,"Souza, V.C.; Souza, J.P.; Astorino, A.; Rezende, M.M.","15105.0","1997","04","19",NA,"Brasil","Mato Grosso","Fazenda Pontal, ca. 90 Km S (em linha reta) de Alta Floresta. Transição Savana Florestada - Floresta Ombrófila Aberta.","-561.554","-103.319",NA,NA,NA,"Erva, até 30 cm alt.; raízes com aroma semelhante ao de Melissa. Espiguetas castanho-esverdeadas.","ESA037818","ESA037818",NA,"Alta Floresta",NA,"-561,554","-103,319",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:05:57-03","ESALQ","ESA","36207","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Scleria","tenella","Scleria tenella",NA,"Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14970.0","1997","03","23",NA,"Brasil","Mato Grosso","Estrada Água Boa -Nova Xavantina, Ca. 40 km após a entrada de Canarana. Savana arborizada (cerrado)","-520.439","-135.429",NA,NA,NA,"Erva; espiguetas creme-esverdeadas","ESA036207","ESA036207",NA,"Canarana",NA,"-520,439","-135,429",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:05:57-03","ESALQ","ESA","37814","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Scleria","tenella","Scleria tenella",NA,"Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","17072.0","1997","05","24",NA,"Brasil","Mato Grosso","Arredores da Fazenda Quebó. Cerca de 37 Km ENE (em linha reta) de Nobres. Savana arborizada (cerrado) mais densa em topo de morro com solo férrico (canga).","-56","-14.37",NA,NA,NA,"Erva; espiguetas castanhas.","ESA037814","ESA037814",NA,"Nobres",NA,"-56","-14.37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:05:57-03","ESALQ","ESA","37820","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Scleria","tenella","Scleria tenella",NA,"Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14765.0","1997","03","21",NA,"Brasil","Mato Grosso","Estrada entre a Vila de Pontinópolis e a Serra dos Magalhães. Savana Parque. Área arborizada densa (cerrado).","-51.13","-113.339",NA,NA,NA,"Erva; espiguetas verdes.","ESA037820","ESA037820",NA,"São Félix do Araguaia",NA,"-51.13","-113,339",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:05:57-03","ESALQ","ESA","37813","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Scleria","tenella","Scleria tenella",NA,"Souza, V.C.; Souza, J.P.; Astorino, A.; Rezende, M.M.","15301.0","1997","04","21",NA,"Brasil","Mato Grosso","Ca. 50 Km N (em linha reta) de Tabaporã. Savana Arborizada (cerrado aberto), intercalada com trechos alagados e matas ciliares. Solo arenoso.","-56.8138999938965","-11.2278003692627",NA,NA,NA,"Erva; espiguetas castanhas.","ESA037813","ESA037813",NA,"Tabaporã",NA,NA,NA,NA,"111554","auto",NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:05:57-03","ESALQ","ESA","37822","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Scleria","tenella","Scleria tenella",NA,"Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14028.0","1997","03","14",NA,"Brasil","Mato Grosso","Estrada São Félix do Araguaia. - Alto Boa Vista, ca. 41 Km de São Félix do Araguaia. Savana arborizada (campo cerrado), com árvores e arbustos concentrados sobre murunduns.","-505.901","-113.425","180","180",NA,"Erva; espiguetas castanhas.","ESA037822","ESA037822",NA,"São Félix do Araguaia",NA,"-505,901","-113,425",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:05:57-03","ESALQ","ESA","37817","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Scleria","tenella","Scleria tenella","Kunth","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16505.0","1997","05","19",NA,"Brasil","Mato Grosso","Cerca de 62 Km NE (em linha reta) de Nobres. BR-242. Savana arborizada (cerrado).","-56.53","-14.23",NA,NA,NA,"Erva; espiguetas castanhas.","ESA037817","ESA037817","Souza, V.C.","Nobres",NA,"-56.53","-14.23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:05:57-03","ESALQ","ESA","37815","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Scleria","tenella","Scleria tenella","Kunth","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.","17549.0","1997","06","09",NA,"Brasil","Mato Grosso","Beira da MT-010. Cerca de 24 km ENE de Tapurah. Savana arborizada alagável com predominância de buritirama","-56.5416984558105","-12.7849998474121",NA,NA,NA,"Erva, até 30 cm alt.; espiguetas castanhas.","ESA037815","ESA037815","Souza, V.C.","Tapurah",NA,NA,NA,NA,"190293","auto",NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:05:57-03","ESALQ","ESA","37821","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Scleria","tenella","Scleria tenella",NA,"Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14929.0","1997","03","22",NA,"Brasil","Mato Grosso","Cerca de 10 Km WSW de Alto Boa Vista. Fazenda Suiá-Miçu. Savana Parque. Área florestada sobre solo pedregoso férrico (canga).",NA,"-116.975",NA,NA,NA,"Erva; espiguetas castanhas.","ESA037821","ESA037821",NA,"Alto Boa Vista",NA,NA,"-116,975",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:05:57-03","ESALQ","ESA","37819","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Scleria","tenella","Scleria tenella",NA,"Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14692.0","1997","03","20",NA,"Brasil","Mato Grosso","Ca. 31 km WNW (em linha reta) de São Félix do Araguaia. Estrada para Luciara. Fazenda Buritizal. Savana Parque. Área arborizada com palmeiras (buritizal).","-50.6693992614746","-11.6171998977661",NA,NA,NA,"Erva; espiguetas verdes.","ESA037819","ESA037819",NA,"São Félix do Araguaia",NA,"-50,942,222","-11,501,389",NA,"290331","auto",NA,NA,NA,NA,NA,NA
"34","2014-09-26 12:03:54-03","FEMACT","MIRR","1509","S","Plantae",NA,NA,"Cyperaceae","Scleria","valdemuricata","Scleria valdemuricata",NA,"Sette, E.S.","110","1985","06","29",NA,"Brasil","Roraima","Campo à margem direita do Rio Cauamé, solo areno-argiloso","-60.650089","2.869489",NA,NA,NA,NA,NA,NA,NA,"Boa Vista",NA,"-60.650089","2.869489",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-02-15 11:38:54-02","IPA","IPA","57125","S","Plantae","Plantae",NA,"Cyperaceae","Scleria","valdemuricata","Scleria valdemuricata","Kük.","Carvalho, J.H. de; Bona Nascimento, N.S.; Bona Nascimento, N.S.","s.n.","1994","03","23","Southern America","Brasil","Maranhão","Fazenda Brejo Comprido","-46.035556","-7.5325","247","247",NA,"Planta com cheiro agradável (limãozinho), de pouca ocorrência na área. O uso atual da área de coleta é pastagem natural.; Erva ereta. Folhas simples.; Cerrado. Solo areno-argiloso, apresentando boa drenagem.","IPA0057125",NA,"Luceño, M.","Balsa",NA,"-46.035556","-7.5325",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-01 15:28:12-03","PUC-RIO","FCAB","1175","PreservedSpecimen","Plantae",NA,"Angiospermae","Cyperaceae","Scleria","tenella","Scleria tenella","Kunth","P. Capell S.J.","s.n.","1951","12","13",NA,"Brasil","São Paulo",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"001175",NA,NA,"Campos do Jordão",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"37","2015-09-03 22:08:28-03","MNHN","RECOLNAT_MNHN_P","P00169752","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Scleria","micrococca","Scleria micrococca","(Liebm.) Steud.","Burchell, W.J.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00169752' target='other'> <mi>dwc_moreinfo</mi></a>","P00169752","P00169752_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6831",NA
"38","2015-09-03 22:06:36-03","MNHN","RECOLNAT_MNHN_P","P00293121","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Scleria","micrococca","Scleria micrococca","(Liebm.) Steud.","Grosourdy, R. de",NA,"1864",NA,NA,NA,"Vénézuela",NA,"Guyana villa de Cypata",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00293121' target='other'> <mi>dwc_moreinfo</mi></a>","P00293121","P00293121_01","Raynal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-09-03 22:06:36-03","MNHN","RECOLNAT_MNHN_P","P00293122","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Scleria","micrococca","Scleria micrococca","(Liebm.) Steud.","Chaffanjon, J.",NA,NA,NA,NA,NA,"Vénézuela",NA,"Cerro Nogote, Orénoque",NA,NA,NA,NA,"hb","reçu le 3 avril 1887 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00293122' target='other'> <mi>dwc_moreinfo</mi></a>","P00293122","P00293122_01","Raynal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"283",NA
"40","2015-09-03 22:18:55-03","MNHN","RECOLNAT_MNHN_P","P01708414","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Scleria","tenella","Scleria tenella","Kunth","Hostmann",NA,NA,NA,NA,NA,"Suriname",NA,". Suriname",NA,NA,NA,NA,"hb",". s.d. Ed. R.F. Hohenacker 1846 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01708414' target='other'> <mi>dwc_moreinfo</mi></a>","P01708414","P01708414_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"437 a",NA
"41","2012-04-13 16:05:00-03","MO","MOBOT","274295","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","micrococca","Scleria micrococca","(Liebm.) Steud.","Julian A. Steyermark","Steyermark 58490","1944","9","8","South America","Venezuela","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"42","2008-05-27 22:02:00-03","MO","MOBOT","274305","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","micrococca","Scleria micrococca","(Liebm.) Steud.","Julian A. Steyermark","Steyermark 59297",NA,NA,NA,"South America","Venezuela","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","274325","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","micrococca","Scleria micrococca","(Liebm.) Steud.","G.H. Tate","Tate 1198",NA,NA,NA,"South America","Venezuela","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","274335","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","micrococca","Scleria micrococca","(Liebm.) Steud.","Francisco Tamayo","Tamayo 2972",NA,NA,NA,"South America","Venezuela","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2016-09-14 05:18:00-03","MO","MOBOT","2959945","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","micrococca","Scleria micrococca","(Liebm.) Steud.","Paul J. M. Maas|J. Koek-Noorman|Harry Lall|Ben J.H. ter Welle|L. Y. T. Westra","Maas 7211","1988","9","3","South America","Guyana",NA,"Road from Karanambo to Yupukari. Open savanna on light brown sand.","-59.3333333","3.75",NA,NA,NA,NA,NA,NA,"P. Goetghebeur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"46","2020-09-04 04:40:00-03","MO","MOBOT","3136067","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","micrococca","Scleria micrococca","(Liebm.) Steud.","Herbert H. Smith","Smith 234","1898",NA,NA,"South America","Colombia",NA,"Plants of Santa Marta.",NA,NA,"609.60000000",NA,NA,NA,NA,NA,"E.L. Core",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2012-01-20 05:01:00-02","MO","MOBOT","3136075","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","micrococca","Scleria micrococca","(Liebm.) Steud.","S. Galen Smith","Smith 1289","1950","7","28","South America","Colombia","Tolima","Dissected plateau with rich herbaceous and scattered scrub growth, heavily wooded along stream-bottoms. West of Chaparral ca. 2 km; Cordillera Central. Open, formerly cultivated field.",NA,NA,"880.00000000",NA,NA,NA,NA,NA,"J.M. Idrobo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2009-08-04 16:54:00-03","MO","MOBOT","3136076","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","micrococca","Scleria micrococca","(Liebm.) Steud.","Francis W. Pennell","Pennell 1718","1917","9","5","South America","Colombia","Cundinamarca","Pipiral to Susumuco, southeast of Quetame. Grassy mountain slop.",NA,NA,"1200.00000000","1400.00000000",NA,NA,NA,NA,"E.L. Core",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2014-03-13 11:50:00-03","MO","MOBOT","3136077","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","micrococca","Scleria micrococca","(Liebm.) Steud.","Roberto Jaramillo M.|Jorge Hernández Camacho|Thomas van der Hammen","Jaramillo Mejía 1254","1958","9","16","South America","Colombia","Meta","Llanos Orientales; Mun. de Puerto López, al SE de Cabuyaro, alrededores de la Laguna de Yurimena. En sabana seca.","-72.68333","4.26666","175.00000000","200.00000000",NA,NA,NA,NA,"R. Wingfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
