"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","barcode","imagecode","relatedCatalogItem","dayIdentified","fieldNumber","infraspecificEpithet","typeStatus","sex"
"18","2021-03-15 16:37:00-03","NY","NYBG","01073769","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp.","M. T. Madison",NA,NA,"B. A. Krukoff","5891","1933","06",NA,"Brazil","Amazonas",NA,"near mouth of Rio Embira (tributary of Rio Tarauaca)","-70.25","-7.5",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1484664' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY01073769",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","495324","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp.","M. T. Madison",NA,NA,"O. L. Haught","1302","1934","07","08","Colombia","Santander",NA,"Vicinity of Barranca Bermeja, Magdalena Valley, between Sogamoso and Colorado Rivers",NA,NA,NA,NA,NA,"100","500",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690806' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00495324",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3776855","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp.",NA,NA,NA,"E. P. Killip","27466","1929","08","03","Peru","Loreto","Maynas","Iquitos.","-73.287607","-3.762169",NA,NA,NA,"100",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4057879' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY03776855",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","192085","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp.","T. B. Croat",NA,NA,"L. Anananch","104","1985","08","22","Ecuador","Morona-Santiago",NA,"Los alrededores del Centro Tuutin Entsa; cerca Taisha.",NA,NA,NA,NA,NA,"330","330",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690802' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00192085",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","03776850","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp.",NA,NA,NA,"K. M. Redden","4929","2006","11","03","Guyana","Cuyuni-Mazaruni",NA,"Isseneru Creek","-60.34153","6.43547",NA,NA,NA,"99",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4057874' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY03776850",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","3776859","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp.",NA,NA,NA,"G. S. Bunting","4243","1969","12","30","Venezuela","Amazonas",NA,"Alto río Orinoco: entre Sanariapo y un punto 3 horas río arriba (por motor Evinrude de 33 h.p.), sin llegar a San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4057883' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY03776859",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3776853","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp.",NA,NA,NA,"M. T. Madison","3763","1977","03","18","Ecuador","Napo",NA,"Dureno. Collected by Timothy Plowman, s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4057877' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY03776853",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","330860","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp.","T. B. Croat",NA,NA,"D. C. Daly","8609","1995","11","19","Brazil","Acre","Tarauacá","Basin of Rio Juruá, Rio Tarauacá, right bank, Seringal Sumaré.","-71.4639","-8.5139",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690801' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00330860","NY00330860_01",NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","3776866","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp.",NA,NA,NA,"G. S. Bunting","7758","1979","07","31","Venezuela","Zulia","Colón","Alrededores de Casigua El Cubo, sector Los Manueles, al lado de un pozo petrolero cerca-na a Querrequerre",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4057890' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY03776866",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","3776854","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp.",NA,NA,NA,"J. Salick","7110","1984","05","29","Peru","Pasco","Oxapampa","Central Selva, Palcazu Valley:Iscozacin. Bosque Reserva, above PEPP Project Camp","-75.150255","-10.184513",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4057878' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY03776854",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3776867","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp.",NA,NA,NA,"G. S. Bunting","4440","1971","06","02","Venezuela","Amazonas",NA,"Cultivada en el umbráculo del Instituto, Maracay, de un propágulo de Bunting 3675, recogido en Síquita, río Orinoco, al norte de San Fernando de Atabapo",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4057891' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY03776867",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3776863","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp.",NA,NA,NA,"E. P. Killip","29558","1929","09","20","Peru","Loreto",NA,"Soledad, on Río Itaya",NA,NA,NA,NA,NA,"110",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4057887' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY03776863",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3776869","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp.",NA,NA,NA,"G. S. Bunting","3675","1969","07","06","Venezuela","Amazonas","Atures","Río Orinoco: alrededores de Síquita, sitio en la orilla derecha del río entre la Isla Castillito y San Fernando de Atabapo","-67.737368","4.152444",NA,NA,NA,"100","140",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4057893' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY03776869",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","495326","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp.","T. B. Croat",NA,NA,"L. C. M. Croizat","517","1951","08","18","Venezuela",NA,NA,"Salto Salas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=690803' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00495326",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1747324","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp.","M. T. Madison",NA,NA,"G. T. Prance","12050","1971","04","18","Brazil","Acre","Mâncio Lima","Rio Moa, between Igarape Ipiranga and Aquidaba","-72.8956","-7.6144",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1954596' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY01747324",NA,NA,NA,NA,NA,NA,NA
"33","2020-11-13 09:18:54-03","UFRJ","RFA","8357","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp.","G.M. Barroso","1964",NA,"G.G. Hatschbach","9338","1962","10","16","Brasil","Paraná","Guaíra","Parque Nacional de Sete Quedas","-54.2557983398438","-24.0799999237061",NA,NA,"33984",NA,NA,NA,"Epífita","auto",NA,NA,"RFA52284",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:51:15-03","EAO","IAN","60002","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp. & Endl.","Croat, TB","1986",NA,"Fróes, RL","s.n.","1950","09","01","Brasil","Amazonas",NA,"Rio Capitari, floresta alta, central.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"IAN060002",NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 08:42:48-03","NBC","NL-BOTANY","L.1409951","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Alismatales","Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp. & Endl.","Croat TB",NA,NA,"Vásquez Chávez R; Jaramillo Azanza J",NA,"1990","03","23","Peru","Loreto",NA,"Explorama Reserve.","-72.833333","-3.466667","-72.833333","-3.466667",NA,NA,NA,NA,"Bosque primario.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1409951 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,"NL-L1409951","NL-L1409951","L 0595554",NA,NA,NA,NA,NA
"36","2020-02-08 08:42:48-03","NBC","NL-BOTANY","L.1409952","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Alismatales","Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp. & Endl.",NA,NA,NA,"Ule EHG",NA,"1902","09","01","Peru",NA,NA,"1 pongo de Cainarachi. * Departamento Loreto.",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1409952 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,"NL-L1409952","NL-L1409952",NA,NA,NA,NA,NA,NA
"37","2020-02-08 08:42:48-03","NBC","NL-BOTANY","U.1103828","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Alismatales","Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp. & Endl.","Nicholson D",NA,NA,"Prance GT; Maas PJM; Woolcott DB; Monteiro OP; Ramos JF",NA,"1971","11","11","Brazil","Amazonas",NA,"Rio Negro between Rio Branco & Moura.",NA,NA,NA,NA,NA,NA,NA,NA,"White water flooded varzea forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1103828 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,"NL-U1103828","NL-U1103828","U 0033987",NA,NA,NA,NA,NA
"38","2020-02-08 08:42:48-03","NBC","NL-BOTANY","U.1103829","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Alismatales","Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp. & Endl.",NA,NA,NA,"Prance GT; Maas PJM; Kubitzki K; et al.",NA,"1971","04","18","Brazil","Amazonas",NA,"Rio Moa between Igarapé & Aquidabã.",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1103829 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,"NL-U1103829","NL-U1103829","U 0033988",NA,NA,NA,NA,NA
"39","2015-07-02 14:41:56-03","JBP","HPL","847","S","Plantae",NA,NA,NA,"Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp. & Endl.","H. Lorenzi","2001","08","H. Lorenzi","2856","2001","08","23","Brasil","AM","Guajara","Em mata inundavel.","-72.5634","-7.541944","72° 33' 804 W","7° 32' 31 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA
"40","2020-12-21 16:13:14-03","MBM","MBM","27373","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp. & Endl.","Barroso, G.M.",NA,NA,"Hatschbach, G.","9338","1962","10","16","Brazil","Paraná","Guaíra","Parque Nacional, Sete Quedas","-54.2557983398438","-24.0799999237061",NA,NA,"33984",NA,NA,NA,NA,"auto","Southern America",NA,"MBM027373",NA,NA,NA,NA,NA,NA,NA
"41","2015-09-03 19:13:06-03","MNHN","RECOLNAT_MNHN_P","P02136756","PreservedSpecimen",NA,NA,NA,NA,"Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp.",NA,NA,NA,"Sastre, C.|Pinto, P.",NA,"1971","3","8","Colômbia",NA,NA,"Dept. Meta, Mun. Villavicencio, carretera a Monffort, margen izquierda del rio Guatiquia.",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02136756' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P02136756","P02136756_01",NA,NA,"1039",NA,NA,NA
"42","2015-09-03 19:13:06-03","MNHN","RECOLNAT_MNHN_P","P02136757","PreservedSpecimen",NA,NA,NA,NA,"Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp.",NA,NA,NA,"Schunke, J.",NA,"1970","9","22","Peru",NA,NA,"Dpto. San Martin: Prov. Mariscal Caceres. Dtto. Tocache Nuevo.",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02136757' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P02136757","P02136757_01",NA,NA,"4437",NA,NA,NA
"43","2020-12-11 11:43:21-03","UFMG","BHCB","157655","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp.",NA,NA,NA,"Arruda, AJ; Viana, PL; Marino, F; Meyer, PB; Jorge, TB; Arruda, LJ","731","2012","03","20","Brasil","Pará","Canaã dos Carajás","Floresta Nacional de Carajás, S11B.","-50.390556","-6.355833","-50.390556","-6.355833",NA,"700","700",NA,"Interior de floresta de encosta sobre rocha ferrosa.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2010-01-04 14:23:00-02","MO","MOBOT","100238651","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Anthurium","kunthii","Anthurium kunthii","Poepp.","M. Madison",NA,NA,"James L. Luteyn|Kent P. Dumont|Pablo Buriticá","Luteyn 4768","1976","1","9","Colombia","Meta",NA,"Llanos; isolated patches of forest in savanahs, 25 km S from Granada towards San Juan.","-73.875805","3.364277",NA,NA,NA,"730.00000000",NA,"1",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
