"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","county","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"15","2021-03-15 16:37:00-03","NY","NYBG","386875","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","T. S. dos Santos","2073","1971","10","07","South America","Brazil","Bahia","BR 101. Vale do Rio Mucuri. Plantaçao de cacau","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=103114' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386875","NY00386875_01","-39.8934603","-18.0984986","Mucuri","A. Krapovickas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","386873","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","S. A. Mori","10551","1978","09","15","South America","Brazil","Bahia","Próx. à ponte sobre o Rio Mucuri na Rod. BR 101. Cacaual decadente sombreado com árvores nativas, terreno baldio próximo à plantaçao e na mata perturbada. Folha SE - 24 (18-40d).","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=103115' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386873","NY00386873_01","-39.8934603","-18.0984986","Mucuri","A. Krapovickas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","2099599","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","B. A. Krukoff","1265","1931","09",NA,"South America","Brazil","Pará","On varzia land near Cassipa, Tapajos River Region","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238943' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099599","NY02099599_01 NY02099599_02","-56.6558075","-4.7009877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2099598","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","G. T. Prance","5313","1968","06","29","South America","Brazil","Rondônia","Road. Jaciparaná to Porto Velho, 1-3 km. east of rio Jaciparaná. Capoeira by road.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238942' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099598","NY02099598_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2099589","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","C. R. Sperling","6087","1982","06","11","South America","Brazil","Pará","Serra dos Carajas. Ca. 2km northwest of Rio Itacaiunas from ferry crossing on the road to AMZA camp Saloro-2. Along abandoned road","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238901' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099589","NY02099589_01","-50.5","-5.88",NA,NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","2099581","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","S. R. Hill","13095","1983","07","15","South America","Brazil","Amazonas","Rio Parauari, tributary of the Rio Maués-Açu, at Agua Mineral.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238882' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099581","NY02099581_01","-57.93","-4.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","386872","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","G. F. J. Pabst","9042","1967","12","23","South America","Brazil","Rio de Janeiro","Entre Silva Jardim e Araruama","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=103113' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386872","NY00386872_01",NA,NA,NA,"A. Krapovickas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","2099588","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","M. J. P. Pires-O'Brien","759","1985","12","18","South America","Brazil","Pará","Mte. Dourado, próximo ao matadouro.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238900' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099588","NY02099588_01","-52.539719","-0.8678545","Almeirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","2099580","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","A. Krapovickas","37121","1981","01","11","South America","Brazil","Amazonas","Hotel Tropical, playa.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238881' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099580","NY02099580_01","-60.0250015258789","-3.10193991661072","Manaus",NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","2099585","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","M. G. da Silva","3522","1978","05","12","South America","Brazil","Pará","Rio Tocantins, arredores da Vila do Breu Branco.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238897' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099585","NY02099585_01","-49.6725006103516","-3.76610994338989","Tucuruí",NA,NA,NA,"59618","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","2099587","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","N. T. da Silva","2140","1969","06","09","South America","Brazil","Pará","Jari, estrada do Munguba.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238899' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099587","NY02099587_01","-52.4926543","-0.8920989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","2099586","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","G. T. Prance","11080","1971","03","18","South America","Brazil","Roraima","Margin of Rio Mucajaí.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238898' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099586","NY02099586_01","-62.1706009","2.7471596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2099578","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","I. L. do Amaral","1210","1983","05","11","South America","Brazil","Pará","Estrada Santarém-Cuiabá, BR-163, km 1011 com uma penetração de 3 km dentro da mata, margem direita do rio Jamaxim, sul do Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238879' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099578","NY02099578_01","-55.25","-7.666667","Itaituba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02099573","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","J. J. Strudwick","3360","1981","07","21","South America","Brazil","Pará","Airstrip on Rio Maicuru. Riverbank near airstrip","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238874' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099573","NY02099573_01","-54.43","-0.916667","Lageira",NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00942207","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","F. Sellow","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029269' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942207","NY00942207_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","386871","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","L. C. d. S. Giordano","21","1986","01","01","South America","Brazil","Rio de Janeiro","Mauá","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=103117' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386871","NY00386871_01","-43.0406","-22.6531","Magé","L. C. d. S. Giordano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","2099584","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","G. T. Prance","4173","1967","01","30","South America","Brazil","Roraima","Rio Apiaú, km 5-15 from mouth","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238896' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099584","NY02099584_01","-61.3527203","2.6891605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2099574","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","P. J. M. Maas","P13224","1971","05","22","South America","Brazil","Acre","Cruzeiro do Sul, Rio Jurua & Rio Moa. Vicinity of Porangaba, Rio Jurúa-Mirim.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238875' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099574","NY02099574_01","-72.7439","-8.26861","Porto Walter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00942208","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","C. E. O. Kuntze","s.n.","1892",NA,NA,"South America","Brazil","Mato Grosso",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1029270' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942208","NY00942208_01",NA,NA,NA,"R. L. A. M. Gürke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","386869","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","R. P. Belém","3859","1968","07","13","South America","Brazil","Bahia","Ao lado da Rodovia BR 101. Vale do Rio Mucurí; Plantaçao de cacau","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=103112' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386869","NY00386869_01","-39.8934603","-18.0984986","Mucuri","A. Krapovickas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","2099597","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","G. Gardner","5370","1841",NA,NA,"South America","Brazil",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238941' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099597","NY02099597_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","2099593","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","G. T. Prance","14295","1971","07","17","South America","Brazil","Amazonas","Rio Curuquetê, vicinity of Cachoeira Santo Antonio","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238937' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099593","NY02099593_01","-65.67","-8.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","386870","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","G. G. Hatschbach","68493","1998","10","13","South America","Brazil","Bahia","Guaobim","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=103116' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386870","NY00386870_01","-39.0731","-13.3706","Valença","A. Krapovickas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","2099591","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","J. J. Strudwick","3505","1981","07","24","South America","Brazil","Pará","Macau airstrip, 1½ hours upstream from Lageira airstrip, on Rio Maicuru","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2238903' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099591","NY02099591_01","-54.433333","-0.916667",NA,NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:31:15-03","UFRJ","RFA","43019","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","K. Tanazaki",NA,"1990","07","18",NA,"Brasil","São Paulo","Jardim São Francisco.",NA,NA,"RFA41463",NA,"-46.6300010681152","-23.5400009155273","São Paulo","M. G. Bovini",NA,NA,"53584","auto","1996","01","11",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-09-10 21:43:25-03","UNEMAT","TANG","4990","S","Plantae",NA,NA,"Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Cav.","Engels, ME; Freitas, JAO","5751","2017","07","03",NA,"Brasil","Mato Grosso","Resgate de flora da UHE Colíder., Floresta do Planalto dos Parecis, região de ecótono entre a Floresta Amazônica e Cerrado.",NA,NA,"TANG000004990",NA,"-55.782544","-11.008392","Itaúba","Engels, ME","257","257",NA,NA,"2017","07","03","-55.782544","-11.008392",NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:43:52-03","EAO","IAN","113950","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Roxb.","Pires, JM; Rodrigues, WA","51350","1961","09","30","Southern America","Brasil","Amapá","Floatin island margin, vicinity Camp 12.",NA,"Liana, aculeate stem; calyx green, petals pink, stamens and pistil dark purple, bracts green.","IAN113950",NA,"-52.133333","1.183333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.133333","1.183333",NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:43:52-03","EAO","IAN","106617","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Roxb.","Magalhães, MG","12001",NA,NA,NA,"Southern America","Brasil",NA,"Margem de pantano com gramineas e elemento florestais da mata costeira sempre verde.",NA,"Sub-arbusto, ramos decumbente; flor rosea, frequente. Vistosa.","IAN106617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:43:52-03","EAO","IAN","134002","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Roxb.","Silva, NT da","2140","1969","06","09","Southern America","Brasil","Pará","Estrada de Munguba; capóeira, terra firme.",NA,"Arbusto de 2m; flor rosea.","IAN134002",NA,NA,NA,NA,"Silva, NT da",NA,NA,NA,NA,"1971","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:43:52-03","EAO","IAN","112904","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Roxb.","Oliveira, E","1962","1962","05","19","Southern America","Brasil","Pará","Rio Tiriós.",NA,"Árvore de 1 1/2m. Flores lilás-clara.","IAN112904",NA,NA,NA,NA,"Conde, MLG",NA,NA,NA,NA,"2017","12","11",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:43:52-03","EAO","IAN","132977","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Hibiscus","bifurcatus","Hibiscus bifurcatus","Roxb.","Oliveira, E","4876","1969","05","11","Southern America","Brasil","Pará","Rio Jarí, Munguba. Terreno baixo, várzea.",NA,"Arbusto; flores lilás; frutos.","IAN132977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
