"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00829385","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","M. H. Nee",NA,NA,NA,"H. O. Pengel","24","1998","02","05","Brazil","Bahia","Jussari","Km 8 na estrada Jussari/Palmira. Faz. Teimoso. Reserva Natural da Serra do Teimoso.","-39.58","-15.17",NA,NA,"300","450","NY00829385",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=965965' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","669808","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","M. H. Nee",NA,NA,NA,"K. Claro","9","1993","09","09","Brazil","São Paulo","Jundiaí","Descida do Paraíso III, Serra do Japi.","-46.88","-23.1803",NA,NA,"1000","1100","NY00669808",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504431' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00697250","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","M. H. Nee",NA,NA,NA,"G. G. Hatschbach","47675","1984","04","06","Brazil","Minas Gerais",NA,"Rod. BR-262; 5 km L de Realeza",NA,NA,NA,NA,NA,NA,"NY00697250",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=832394' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","669816","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","M. H. Nee",NA,NA,NA,"G. G. Hatschbach","63996","1995","12","02","Brazil","Paraná","Sao José dos Pinhais","Rio Pequeno.","-49.2064","-25.5347",NA,NA,NA,NA,"NY00669816",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504421' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00697252","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","M. H. Nee",NA,NA,NA,"A. H. Gentry","49697","1985","01","18","Brazil","Minas Gerais",NA,"Outskirts of Realeza, junction of BR-116 and BR-262","-42.17","-20.17",NA,NA,"780","780","NY00697252","NY00697252_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=832408' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00853887","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","L. L. Giacomin",NA,NA,NA,"O. T. Aguiar","s.n.","1978","02","16","Brazil","São Paulo",NA,"Serra da Cantareira, Pinheirinho.",NA,NA,NA,NA,NA,NA,"NY00853887",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093208' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","669815","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","M. H. Nee",NA,NA,NA,"G. G. Hatschbach","50815","1986","10","26","Brazil","Paraná","Bocaiúva do Sul","Col. Joao XXIII.","-49.115","-25.2061",NA,NA,NA,NA,"NY00669815","NY00669815_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504417' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","669806","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","J. P. Mul",NA,NA,NA,"J. C. Lindeman","3693","1966","12","27","Brazil","Paraná",NA,"57km SW of Curitiba, BR 2.",NA,NA,NA,NA,NA,NA,"NY00669806",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504423' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","669809","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","M. H. Nee",NA,NA,NA,"G. L. Farias","124","1986","04","23","Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD. Est. Peroba Amarela, ant. 143, km 2.100, lado esquerdo.","-40.0719","-19.3911",NA,NA,NA,NA,"NY00669809",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504422' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","55398","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","M. H. Nee",NA,NA,NA,"J. A. Kallunki","702","1995","04","21","Brazil","Espírito Santo","Rio Bananal","Fazenda Santa Angelica, gated dirt road to right at 9 km from church in Bananal on paved road from Bananal to Novo Brasil.","-40.3333015441895","-19.2649993896484",NA,NA,NA,NA,"NY00055398","NY00055398_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504418' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales","22148","auto",NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","720428","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","S. D. Knapp",NA,NA,NA,"S. J. da Silva Neto","702","1996","05","14","Brazil","Rio de Janeiro","Rio de Janeiro","Parque Nacional do Itatiaia. Trilha para a Cachoeira Poranga.","-44.65833","-22.35833",NA,NA,NA,NA,"NY00720428","NY00720428_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2501318' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","669807","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","M. H. Nee",NA,NA,NA,"G. Eiten","7884","1966","11","22","Brazil","Rio de Janeiro","Rio Claro","5.4km along road south of village of Lidice.","-44.25","-22.87",NA,NA,"850","850","NY00669807","NY00669807_01","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504416' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00724384","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","M. H. Nee",NA,NA,NA,"G. G. Hatschbach","64018","1995","12","06","Brazil","Paraná","Cerro Azul","Estrela","-49.2608","-24.8236",NA,NA,NA,NA,"NY00724384",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=864462' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00853843","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","L. L. Giacomin",NA,NA,NA,"J. R. Guillaumon","s.n.","1981","12","08","Brazil","São Paulo",NA,"Parque Estadual da Capital, Instituto Florestal.",NA,NA,NA,NA,NA,NA,"NY00853843",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093297' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00697251","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","M. H. Nee",NA,NA,NA,"H. S. Irwin","30505","1971","01","16","Brazil","Minas Gerais",NA,"Middle slopes of Serra da Piedade, ca. 40km. E. of Belo Horizonte, near BR-31",NA,NA,NA,NA,"1800","1800","NY00697251",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=832396' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00722959","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","L. de F. de Carvalho",NA,NA,NA,"S. A. C. Chiea","724","1991","11","22","Brazil","São Paulo",NA,"Serra Negra","-46.700581","-22.588987",NA,NA,NA,NA,"NY00722959",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=858380' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","669819","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","L. B. Smith",NA,NA,NA,"R. Reitz","4545","1951","12","30","Brazil","Santa Catarina","Anitápolis","Serrinha.","-49.1283","-27.9019",NA,NA,NA,NA,"NY00669819",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504425' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","669812","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","J. R. Stehmann",NA,NA,NA,"E. H. Camargo","20","1999","10","17","Brazil","Paraná","Ortigueira","Sítio Santo Antônio.","-50.9492","-24.2083",NA,NA,NA,NA,"NY00669812",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504424' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","669814","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","M. H. Nee",NA,NA,NA,"G. G. Hatschbach","60054","1993","11","08","Brazil","Espírito Santo","Domingos Martins","Melgaço.","-40.6592","-20.3633",NA,NA,NA,NA,"NY00669814",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=504420' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:30:46-03","UNESP-IBB","BOTU","26693","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.",NA,NA,NA,NA,"Camargo, E.H.","20","1999","10","17","Brasil","Paraná","Ortigueira",NA,NA,NA,"9999","9999",NA,NA,"BOTU026693",NA,NA,NA,NA,"árvore de 8m; corola branca, Floresta ombrófila mista",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:30:46-03","UNESP-IBB","BOTU","31535","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Gonçalves, H.R.","2007","11",NA,"Torres, R.B.","1806","2006","11","06","Brasil","São Paulo","Santo Antônio do Pinhal","Sítio Matão",NA,NA,"9999","9999",NA,NA,"BOTU031535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-24 17:11:06-03","UTFPR","DVPR","295","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Estevan, DA","2004",NA,NA,"Estevan, DA; et al.","408","2004","07","02","Brasil","Paraná","Ventania","Fazenda Califórnia - Henrique Sato","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,"DVPR000295","DVPR000295",NA,NA,NA,"Árvore 5 m, pétalas brancas.","Magnoliophyta",NA,"32424","auto",NA,NA,NA,NA,NA
"33","2021-03-30 12:49:56-03","EAO","IAN","186898","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Estevan, DA","2004",NA,NA,"Estevan, DA","224","2002","10","31","Brasil","Paraná","Ventania","Sítio Pinheiro-Floresta ,ombrófila mista de Araucária.","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,"IAN186898",NA,"Southern America",NA,NA,"Árvore 12,0 m ,corola branca , beira da mata.","Dicotiledônea",NA,"32424","auto",NA,NA,NA,NA,NA
"34","2015-02-10 11:46:01-02","BM","SOLANACEAE_SOURCE_BR","34506","O","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Knapp, S.","2008","01","01","Irwin, H.S.; Harley, R.M.; Onishi, E.","30505","1971","01","16","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Serra da Piedade. Ca. 40 km E of Belo Horizonte, near Br-31.",NA,NA,NA,NA,"1800","1800",NA,NA,"Southern America",NA,"2273727","tree ca. 7 m x 12 cm. Corolla white; stamens yellow.; wooden middle slopes.","Magnoliophyta","Solanales",NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"35","2015-02-10 11:46:01-02","BM","SOLANACEAE_SOURCE_BR","34498","O","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Knapp, S.","2008","01","01","Eiten, G.; Eiten, L.T.","7884","1966","11","22","Brazil","Rio de Janeiro","Rio Claro","5.4 km along south of village of Lidice.","-44.25","-22.866667","-44.25","-22.866667","850","850",NA,NA,"Southern America",NA,"2577659","tree 4 m tall, trunk 9 cm d.b.h. Petals white, anthers golden yellow. Diameter of flowers face 2.5 cm.; in roadside shrubbery in pastured region.","Magnoliophyta","Solanales",NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"36","2015-02-10 11:46:01-02","BM","SOLANACEAE_SOURCE_BR","73393","O","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Knapp, S.","2013","01","01","Knapp, S.","IM-10685","2013","11","19","Brazil","São Paulo","São Paulo","Instituto de Botânica de São Paulo, próximo a entrada de veículos de funcionários","-46.622889","-23.660444","-46.622889","-23.660444","757","757",NA,NA,"Southern America",NA,NA,"treelt to 5 m; flwoers white; fruit green and purple striped; pubescence silvery grey-beige; along road in botanical garden","Magnoliophyta","Solanales",NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"37","2019-12-04 15:25:53-03","PUCPR","HUCP","18554","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Selusniaki, M",NA,NA,NA,"Selusniaki, M; Beltrami, L","1040","2007","04",NA,"Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"27346","auto",NA,NA,NA,NA,NA
"38","2019-12-04 15:25:53-03","PUCPR","HUCP","15845","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Marques, L",NA,NA,NA,"Petik, P","001","2003","10","11","Brasil","Paraná","Curitiba","Parque Tinguí","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00018760","HUCP00018760",NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA
"39","2019-12-04 15:25:53-03","PUCPR","HUCP","17846","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Oliveira, EH","2004","04","07","Gruber, JS","006","2000","05","27","Brasil","Paraná","Tijucas do Sul",NA,"-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"HUCP00018770","HUCP00018770",NA,NA,NA,NA,"Eudicotiledonea",NA,"25228","auto",NA,NA,NA,NA,NA
"40","2019-12-04 15:25:53-03","PUCPR","HUCP","15479","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Oliveira, EHA",NA,NA,NA,"Walewski, A","068","2001","07","20","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"HUCP00018831","HUCP00018831",NA,NA,NA,NA,"Eudicotiledonea",NA,"12577","auto",NA,NA,NA,NA,NA
"41","2019-12-04 15:25:53-03","PUCPR","HUCP","20175","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","1353","2007","11","10","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"HUCP00018727","HUCP00018727",NA,NA,NA,NA,"Eudicotiledonea",NA,"27346","auto",NA,NA,NA,NA,NA
"42","2019-12-04 15:25:53-03","PUCPR","HUCP","21424","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Giacomin, LL",NA,NA,NA,"Silva, JM; Ribas, OS; Cunha, EM","4032","2004","05","01","Brasil","Paraná","Bocaiúva do Sul","Fazenda Capivari","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"HUCP00018876","HUCP00018876",NA,NA,NA,NA,"Eudicotiledonea",NA,"61623","auto",NA,NA,NA,NA,NA
"43","2019-12-04 15:25:53-03","PUCPR","HUCP","15559","S","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Oliveira, EHA",NA,NA,NA,"Moura, DZ","278","2001","12","04","Brasil","Paraná","Tijucas do Sul","Proação PUC","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"HUCP00018792","HUCP00018792",NA,NA,NA,NA,"Eudicotiledonea",NA,"25228","auto",NA,NA,NA,NA,NA
"44","2019-10-09 11:25:11-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Stehmann, JR",NA,NA,NA,"Cavalcanti, DC","181","1996","01","23","Brasil","São Paulo","Guaratinguetá","Reserva Florestal de Especialistas de Aeronautica - EEAR","-45.183333","-22.8","-45.183333","-22.8",NA,NA,NA,NA,"Southern America",NA,NA,"ca. 12 m. Frutos verdes imaturos.","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-02-08 10:36:00-03","NBC","NL-BOTANY","L 0704872","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.",NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,"Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"NL-L0704872",NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200704872 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"46","2020-02-08 10:36:00-03","NBC","NL-BOTANY","L.2885683","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1958","10","24","Brazil",NA,NA,"Santa Catarina, Novo Horizonto, Lauro Muller.",NA,NA,NA,NA,NA,NA,"NL-L2885683","NL-L2885683","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2885683 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"47","2020-02-08 10:36:00-03","NBC","NL-BOTANY","L.2885684","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.",NA,NA,NA,NA,"Reitz R",NA,"1951","12","30","Brazil",NA,NA,"Santa Catarina, Serrinha, Anitapolis.",NA,NA,NA,NA,NA,NA,"NL-L2885684","NL-L2885684","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2885684 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"48","2020-02-08 10:36:00-03","NBC","NL-BOTANY","U.1750460","PreservedSpecimen","Plantae","Solanaceae","Solanum","bullatum","Solanum bullatum","Vell.","Carvalho LAF de","1981","05","01","Gomes JC",NA,"1965","02","25","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1750460","NL-U1750460","Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1750460 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales",NA,NA,"Magnoliopsidae","U 0115623",NA,NA,NA
