"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"12","2019-10-09 11:14:29-03","UFBA","ALCB","038089","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","O. Kuntze","Costa, CB","Costa, CB","312","1998","09","02","Southern America","Brasil","Bahia","Lauro de Freitas","Região Metropolitana Salvador, Aeroporto Internacional de Salvador Deputado Luis Eduardo Magalhães,  rea de ampliação do aeroporto","-38.316667","-12.883333",NA,"látex esbranquiçado. Ciátios alvos.","ALCB053262",NA,NA,NA,NA,"-38.316667","-12.883333",NA,NA,"1998","09",NA,NA,NA,NA,NA
"13","2019-10-09 11:14:29-03","UFBA","ALCB","106895","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","O. Kuntze","Guedes, ML","Guedes, ML; Alunos da Disciplina BIO 043/2012","20270","2012","11","30","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, UNIDUNAS","-38.5","-12.966667",NA,"com látex leitoso. Inflorescência em ciátio.","ALCB053267",NA,NA,NA,NA,"-38.5","-12.966667",NA,NA,"2012","11",NA,NA,NA,NA,NA
"14","2019-10-09 11:14:28-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","O. Kuntze","Carneiro-Torres, D S","Guedes, ML; Stannard, B; Atkins, S; Saar, E; Passos Júnior, LA; Santos, TRM dos","PCD5739","1997","02","16","Southern America","Brasil","Bahia","Barra da Estiva","Chapada Diamantina, Torre da Telebahia","-41","-13",NA,"0,25 m, látex alvo.","ALCB053266",NA,"1130","1130",NA,"-41","-13",NA,NA,"2000","01",NA,NA,NA,NA,NA
"15","2019-10-09 11:14:29-03","UFBA","ALCB","10233","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","O. Kuntze","Queiroz, LP de","Queiroz, LP de","502","1983","02","27","Southern America","Brasil","Bahia","Salvador","Dunas de Itapoã","-38.510799407959","-12.9710998535156",NA,"Erva suculenta, ereta de +/- 0,20 m, latescentes, áfila e articulada, verde com nós avermelhados. Flres em ciátios branco-esverdeados.","ALCB053255",NA,NA,NA,NA,NA,NA,"26018","auto","1985","10","09",NA,NA,NA,NA
"16","2019-10-09 11:14:29-03","UFBA","ALCB","09781","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","O. Kuntze","Carneiro-Torres, D S","Guedes, ML; Queiroz, LP de","331","1982","05","22","Southern America","Brasil","Bahia","Salvador","Dunas próximo ao aeroporto","-38.510799407959","-12.9710998535156",NA,"Erva suculenta com xilopódio, áfila e de flores alvas.","ALCB053268",NA,NA,NA,NA,NA,NA,"26018","auto","2000","01",NA,NA,NA,NA,NA
"17","2021-02-08 21:32:06-03","UFBA","ALCB","109757a","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","O. Kuntze","Guedes, ML","Oliveira, D; Guedes, ML","s/n","2013","10",NA,"Southern America","Brasil","Bahia","Salvador","Região Metropolitana de Salvad, Dunas de Itapuã.","-38.510799407959","-12.9710998535156",NA,"látex leitoso, ramos, prostrados.","ALCB053251",NA,NA,NA,NA,NA,NA,"26018","auto","2014","07",NA,NA,NA,NA,NA
"18","2019-10-09 11:14:28-03","UFBA","ALCB","02210","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","O. Kuntze","Noblick, LR","Valeriana, A","s/n","1973","01","17",NA,NA,NA,NA,"Dunas de Itapoã, Estella Maris, BA.",NA,NA,NA,NA,"ALCB053258",NA,NA,NA,NA,NA,NA,NA,NA,"1980","12",NA,NA,NA,NA,NA
"19","2019-10-09 11:14:28-03","UFBA","ALCB","02208","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","O. Kuntze","Noblick, LR","Leal, JCS","977","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALCB053254",NA,NA,NA,NA,NA,NA,NA,NA,"1980","12",NA,NA,NA,NA,NA
"20","2019-10-09 11:14:29-03","UFBA","ALCB","109757","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","O. Kuntze","Oliveira, DSC de","Oliveira, DSC de; Mattos Andrade, PE de; Duplat, VS; Guedes, ML","131","2012","11","06","Southern America","Brasil","Bahia","Salvador",NA,"-38.5","-12.983333",NA,NA,NA,NA,NA,NA,NA,"-38.5","-12.983333",NA,NA,"2013","03",NA,NA,NA,NA,NA
"21","2019-10-09 11:14:29-03","UFBA","ALCB","111932","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","O. Kuntze","Guedes, ML","Guedes, ML; Gomes, FS; Costa, TF","21104","2013","12","17","Southern America","Brasil","Bahia","Salvador","Região Metropolitana de Salvad","-38.336111","-12.936111",NA,"com látex leitoso. Áfila. Inflorescência em ciátio.","ALCB053261",NA,NA,NA,NA,"-38.336111","-12.936111",NA,NA,"2013","12",NA,NA,NA,NA,NA
"22","2019-10-09 11:14:29-03","UFBA","ALCB","49829","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","O. Kuntze","Guedes, ML","Rodarte, ATA; Guedes, ML; Neves, EL das; et al.","35","1999","09","12","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas do Abaeté","-38.5","-12.966667",NA,"com látex alvo, áfila. Flores em ciátio.; vegetação arbórea de ca. 2,5 m. de altura.","ALCB053270",NA,NA,NA,NA,"-38.5","-12.966667",NA,NA,"2001","02",NA,NA,NA,NA,NA
"23","2019-11-25 16:50:43-03","UFBA","ALCB","51843","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","O. Kuntze","Guedes, ML","Guedes, ML; Alunos de Botânica III","8200","2001","02","03","Southern America","Brasil","Bahia","Mata de São João","Litoral Norte","-38.283333","-12.516667",NA,"procumbente, com látex alvo. Flores alvas.Frutos imaturos verdes.","ALCB053269",NA,NA,NA,NA,"-38.283333","-12.516667",NA,NA,"2001","03",NA,NA,NA,NA,NA
"24","2019-10-09 11:14:29-03","UFBA","ALCB","99574","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","O. Kuntze","Guedes, ML; Costa, MA","Guedes, ML; Costa, MA; Alunos do PARFOR","18219","2011","06","11","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Parque das Dunas, Praia do Flamengo","-38.5","-12.966667",NA,"de ca 30 cm. Látex branco. Ciátio com glândulas brancas.","ALCB053252",NA,NA,NA,NA,"-38.5","-12.966667",NA,NA,"2011","07",NA,NA,NA,NA,NA
"25","2019-10-09 11:14:29-03","UFBA","ALCB","126357","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","O. Kuntze","Guedes, ML","Guedes, ML; Barbosa, MCF; Sales, EF; Teixeira, Lde J","25069","2016","10","20","Southern America","Brasil","Bahia","Lauro de Freitas","UNIDUNAS, parcela nº3.","-38.318333","-12.92",NA,"Látex leitoso. Inflorescência com flores em ciátio com mais de uma glândula e com apêndices petalóides..","ALCB033551",NA,NA,NA,NA,"-38.318333","-12.92",NA,NA,"2017","01",NA,NA,NA,NA,NA
"26","2019-10-09 11:14:29-03","UFBA","ALCB","20779","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","O. Kuntze","Guedes, ML","Guedes, ML","s/n","1987","10","24","Southern America","Brasil","Bahia","Camacan","Dunas de Interlagos","-39.4958000183105","-15.4191999435425",NA,"Planta herbácea latescente, áfila.","ALCB053264",NA,NA,NA,NA,NA,NA,"22686","auto","1987","10","24",NA,NA,NA,NA
"27","2019-10-09 11:14:29-03","UFBA","ALCB","15257","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","O. Kuntze","Guedes, ML","Alunos do 2º semestre UCSAL","s/n","1985","10","13","Southern America","Brasil","Bahia","Salvador","Alamedas da Praia - Itapoã","-38.510799407959","-12.9710998535156",NA,NA,"ALCB053256",NA,NA,NA,NA,NA,NA,"26018","auto","1985","12","20",NA,NA,NA,NA
"28","2019-10-09 11:14:28-03","UFBA","ALCB","02195","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","O. Kuntze","Noblick, LR","Noblick, LR","1302","1979","05","06","Southern America","Brasil","Bahia","Salvador","Dunas de Itapoã","-38.510799407959","-12.9710998535156",NA,NA,"ALCB053271",NA,NA,NA,NA,NA,NA,"26018","auto","1984","09",NA,NA,NA,NA,NA
"29","2019-10-09 11:14:29-03","UFBA","ALCB","20300","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","O. Kuntze","Guedes, ML","Guedes, ML","1221","1986","12","18","Southern America","Brasil","Bahia","Salvador","Dunas de Itapoã","-38.510799407959","-12.9710998535156",NA,"Planta bastante laticífera. Flores alvas. Batante frequente.","ALCB053253",NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:14:28-03","UFBA","ALCB","02209","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","O. Kuntze","Noblick, LR","Costa, AL","839","1961",NA,NA,"Southern America","Brasil","Bahia","Salvador","Dunas de Itapoã","-38.510799407959","-12.9710998535156",NA,NA,"ALCB053260",NA,NA,NA,NA,NA,NA,"26018","auto","1980","12",NA,NA,NA,NA,NA
"31","2019-10-09 11:14:29-03","UFBA","ALCB","08449","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","O. Kuntze","Noblick, LR","Guedes, ML","217","1981","05","24","Southern America","Brasil","Bahia","Salvador","Dunas de Itapoã.","-38.510799407959","-12.9710998535156",NA,"Planta bastante lactífera. Flores alvas.","ALCB053259",NA,NA,NA,NA,NA,NA,"26018","auto","1984","09",NA,NA,NA,NA,NA
"32","2019-10-09 11:14:29-03","UFBA","ALCB","02211","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","O. Kuntze","San't Anna, W","Costa, AL","s/n","1974","10","20","Southern America","Brasil","Bahia","Salvador","Dunas de Itapoã, enre o Aeroporto e Stella Maris","-38.510799407959","-12.9710998535156",NA,NA,"ALCB053257",NA,NA,NA,NA,NA,NA,"26018","auto","1980","12",NA,NA,NA,NA,NA
"33","2019-10-09 11:14:28-03","UFBA","ALCB","02207","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","O. Kuntze","Noblick, LR","Costa, AL","s/n","1961","05","14","Southern America","Brasil","Bahia","Salvador","Dunas de Itapoã(Entre o aeroporto e a costa, ao norte do Hotel S. Claris)","-38.510799407959","-12.9710998535156",NA,NA,"ALCB053272",NA,NA,NA,NA,NA,NA,"26018","auto","1980","12",NA,NA,NA,NA,NA
"34","2020-02-08 09:48:28-03","NBC","NL-BOTANY","U.1256992","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","Punt W","Hatschbach GG; Spichiger R-E; Cervi AC; Barbosa E",NA,"1999","10","22","Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1256992 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1256992","NL-U1256992",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,"2003","01","01","U 0156470",NA,NA,NA
"35","2020-02-08 09:48:28-03","NBC","NL-BOTANY","U.1256993","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","Punt W","Hatschbach GG",NA,"1997","03","16","Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1256993 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1256993","NL-U1256993",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,"2000","03","01","U 0131695",NA,NA,NA
"36","2020-02-08 09:48:28-03","NBC","NL-BOTANY","U.1256994","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","Christenhusz MJM","Harley RM",NA,"1974","01","30","Southern America","Brazil","Bahia",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1256994 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1256994","NL-U1256994",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,"U 0037741",NA,NA,NA
"37","2020-02-08 09:48:28-03","NBC","NL-BOTANY","U.1256995","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.",NA,"Harley RM; et al.",NA,"1980","03","24","Southern America","Brazil",NA,NA,"BRAZIL: ESTADO DA BAHIA. Serra do Sincorá. NW. face of Serra de Ouro, to the Eeast of the Barra da Estiva - Ituaçú road, about 9 km S. of Barra da Estiva. Sandstone massif, with grassy middle slopes wtih wet flushes below summit & montane woodland on steep rocky North face. F6. On lower grassy slopes.","-41.266667","-13.7",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1256995 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1256995","NL-U1256995",NA,NA,"Magnoliopsidae","-41.266667","-13.7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:48:28-03","NBC","NL-BOTANY","U.1256996","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.",NA,"Morawetz W; Morawetz M",NA,"1981","02","19","Southern America","Brazil",NA,NA,"BRAZIL. State of Bahia. Municipio de Salvador, ca. 35km NE of the city of Salavador, 3 km NE of Itapoá. Dunes of white sand, in a distance of 1-2km from the shore. Open tree&scrub woodland.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1256996 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1256996","NL-U1256996",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-02-15 11:39:44-02","IPA","IPA","30283","S","Plantae","Plantae",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","Mori, S.A.","Carvalho, A.M. de","708","1981","05","23","Southern America","Brasil","Bahia","Salvador","Ca. 30 km a N do centro da cidade. Estrada para o aeroporto. Arredores de Itapuã.","-38.510799407959","-12.9710998535156",NA,"Erva crescendo no campo arenoso. Flores albo esverdeadas. Frutos imaturos verde-avermelhados. Látex branco.","IPA0030283",NA,NA,NA,NA,NA,NA,"26018","auto","1982","01",NA,NA,NA,NA,NA
"40","2019-02-15 11:39:44-02","IPA","IPA","22981","S","Plantae","Plantae",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","Radcliffe-Smith, A.","Harley, R.M.","15684","1974","01","30","Southern America","Brasil","Bahia",NA,"Serra do Sincorá. N. face of Serra de Ouro. 7 km S. of Barra da Estiva on the Ituaçú road. Sandstone hills, dry grassland among rocks and woodland along small stream.","-40","-10.666667",NA,"Brittle subshrub to 30 cm white latex. Flowers wit","IPA0022981",NA,"1150","1150",NA,"-40","-10.666667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-02-15 11:39:44-02","IPA","IPA","64402","S","Plantae","Plantae",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","Cordeiro, I.","Cordeiro, I.; França, F.; Carneiro-Torres, D.S.; Steinmann; França, F.; Carneiro-Torres, D.S.; Steinmann","2251","2000","04","11","Southern America","Brasil","Bahia","Salvador","Lagoa do Abaeté, Dunas.","-38.351667","-12.940833",NA,"Erva carnosa, latescente, caule verde, região dos nós e folhas escaniformis avermelhados, nectaris verdes, apendices creme, frutos verdes ramos jovens avermelhados.","IPA0064402",NA,"30","30",NA,"-38.351667","-12.940833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-08-20 10:11:25-03","UNICAMP","UEC","198603","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.",NA,"Shepherd, GJ; Kirszenzaft, SL","9437","1979","02","04",NA,"Brazil","Bahia","Salvador","dunas de Itapoã. Em dunas de areia branc","-38.510799407959","-12.9710998535156",NA,"ori, Subarbusto suculento; mais ou menos decumbente. Flores creme","UEC153525","UEC153525",NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA
"43","2019-11-19 14:06:53-03","UFRPE","PEUFR","32683","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","I. Cordeiro","M. Alves; M. Costa e Silva; M. Loiola; E. Rocha; V. Gomes; F. Gonçalves; J. Jupiassú; F. Lins; D. Oliveira; J. Queiróz","936","1997","10","15",NA,"Brasil","Bahia","Salvador","Lagoa próxima a Itapoã","-38.3525","-12.930556",NA,"Herbácea; áfila; ciátios alvos; frutos imaturos esverdeados","PEUFR032683",NA,"20","20",NA,"38°21'09''W","12°55'50''S",NA,NA,"2002","08",NA,NA,NA,NA,NA
"44","2020-03-12 10:29:12-03","UFOP","OUPR","6690","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","Badini, J.","Badini, J.","s.n.","1983","12","05",NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,"Arbusto. Cultivado.",NA,NA,NA,NA,NA,NA,NA,"44599","auto","1983","12","05",NA,NA,NA,NA
"45","2020-12-21 16:24:30-03","MBM","MBM","207423","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","Punt, W.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","66343","1997","03","16","Southern America","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral, Armazém da Laje","-44.1721992492676","-17.7574996948242",NA,NA,"MBM207423","MBM207423",NA,NA,NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:24:30-03","MBM","MBM","242106","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","gymnoclada","Euphorbia gymnoclada","Boiss.","Carneiro-Torres, D.S.","Miranda, E.B.; et al.; et al.","4","1997","09","13","Southern America","Brazil","Bahia","Teresinha?","Morro do Cruzeiro",NA,NA,NA,NA,"MBM242106","MBM242106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
