"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","class","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"17","2021-04-08 17:40:04-03","EAO","IAN","104704","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Mimosa","exalbescens","Mimosa exalbescens","Barneby",NA,"Magalhães, MG","4696","1951","01","10","Southern America","Brasil","Minas Gerais","Januária","Alto Grande; exclusivo de vasante.","-44.3616981506348","-15.4881000518799",NA,"Desde arbusto de 3,00m a árvores 8,00m, Flor; frutos secos.","IAN104704",NA,NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA
"18","2021-04-08 17:40:04-03","EAO","IAN","104686","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Mimosa","exalbescens","Mimosa exalbescens","Barneby",NA,"Magalhães, MG","4660","1951","09","10","Southern America","Brasil","Minas Gerais","Januária","Vasante do rio Sao Francisco.","-44.3616981506348","-15.4881000518799",NA,"Arbusto ate arvore 3-8,00 m alto.","IAN104686",NA,NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA
"19","2020-02-08 09:10:18-03","NBC","NL-BOTANY","U.1309431","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Mimosa","exalbescens","Mimosa exalbescens","Barneby",NA,"Harley RM; et al.",NA,"1980","04","17","Southern America","Brazil",NA,NA,"Estado da Bahia, Basin of the Upper Sao Francisco River. ca. 26 km N.E. of Bom Jesus da Lapa on the road to Calderao.","-43.216667","-13.15",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1309431 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1309431","NL-U1309431",NA,NA,NA,"Magnoliopsidae","-43.216667","-13.15",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-02-22 11:45:39-03","IPA","IPA","83454","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Mimosa","exalbescens","Mimosa exalbescens","Barneby","Gomes-Silva, A.","Oliveira, M.; Cavalcanti, A.; Pessoa, L.; Cavalcanti, A.; Pessoa, L.","2733","2007","03","30","Southern America","Brasil","Bahia","Glória","Reserva Legal de Rodelas, Reserva Legal de Rodelas.","-38.2546997070312","-9.33806037902832",NA,"Árvore retorcida e espinescente ca. 4m de altura; flores alvas; frutos enegrecidos. Frequente.; Caatinga arbustivo-arbórea densa. Solo argilo-arenoso. Dentro de uma lagoa temporária.","IPA0083454",NA,"338","338",NA,NA,NA,NA,"2009","51769","auto","10","15",NA,NA,NA
"21","2019-02-22 11:45:39-03","IPA","IPA","43814","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Mimosa","exalbescens","Mimosa exalbescens","Barneby",NA,"Fotius, G.","3395","1983","04","06","Southern America","Brasil","Pernambuco",NA,"5Km Norte de Petrolina. Beira da estrada.",NA,NA,NA,"Arbusto 2-2,5m altura. Casca castanho com faixas longitudinais claras (lenticelas) Flor alva, mais centro do glomérulo verde amarelo. Espécie pouco numerosa em pequenos bosques.","IPA0043814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-21 19:35:37-03","UFC","EAC","7424","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby","Barneby, R.","Nunes, E.; Martins, P.","EAC7424","1979","11","14","Southern America","Brasil","Maranhão","Carolina","BR 230, entre Carolina e Riachão","-47.4693984985352","-7.33277988433838",NA,"Árvore de 3 a 5m., flor branca; Capoeira","EAC0007424","EAC0007424",NA,NA,NA,NA,NA,NA,"1987","99438","auto","08",NA,NA,NA,NA
"23","2020-12-21 16:27:17-03","MBM","MBM","109034","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby",NA,"Harley, R.M.; Bromley, G.L.R.; Carvalho, A.M. de; Hage, J.L.; Brito, H.S.; Bromley, G.L.R.; Carvalho, A.M. de; Hage, J.L.; Brito, H.S.","21450","1980","04","17","Southern America","Brazil","Bahia",NA,"Basin of the Upper São Francisco River. Ca. 26 km NE of Bom Jesus da Lapa on the road to Calderão.",NA,NA,NA,"Spiny shrub to 3m. Laeves rigid, rather bright green, glossy above, dull below. Corolla creamy white with red tipped lobes outside. Stamens off-white, with very faint pinkish tinge (flowers in small heads). Young fruit green, heavily","MBM109034","MBM109034","500","500","PARATYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-08-15 09:03:03-03","UESC","UESC","4313","S","Plantae",NA,NA,"Fabaceae (Mimosoideae)","Mimosa","exalbescens","Mimosa exalbescens","Barneby",NA,"Queiroz, L.P.de","6129","2000","02","17",NA,"Brasil","Bahia","Ibotirama",NA,"-43.443333","-13.21",NA,"Árvore de ca. 3,5 m alt., copa aberta.","UESC0004313",NA,"380","380",NA,NA,"43W26'36''","13S12'36''",NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-11-18 15:40:49-02","MNHN","RECOLNAT_MNHN_P","P01167659","PreservedSpecimen",NA,NA,NA,"Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby","Queiroz","França, F.|Melo, E.",NA,"2004","1","11",NA,"Brésil","Bahia",NA,"Bahia, Bom Jesus da Lapa","-43.45444","-13.25556","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167659' target='other'> <mi>dwc_moreinfo</mi></a>","P01167659","P01167659_01","400","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4826",NA,NA
"26","2020-10-01 14:20:20-03","JBB","HEPH","16173","S","Plantae","Dicotyledon","Fabales","Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby","Simon, MF","Ratter, J; Ribeiro, JF; Borges, J","s.n.","1997","07","26","Southern America","Brasil","Maranhão","Loreto","Fazenda Morro, 53km from Loreto","-45.066667","-7.333333",NA,NA,NA,NA,"330","330",NA,NA,"-45.066667","-7.333333","2001",NA,NA,NA,NA,NA,NA,NA
"27","2020-10-01 14:20:20-03","JBB","HEPH","17707","S","Plantae","Dicotyledon","Fabales","Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby","Simon, MF","Eiten, G; Eiten, LT","10470","1970","02","03","Southern America","Brasil","Maranhão","Loreto","'Ilha de Balsas' region between the Balsas & Parnaíba Rivers. 35km south of Loreto. Next to main house of Fazenda Morros, in secondary forest scrub of low trees and shrubs covered with vines","-45.666667","-7.383333",NA,NA,NA,NA,"300","300",NA,NA,"-45.666667","-7.383333","2000",NA,NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:36:14-03","UFMG","BHCB","33753","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby",NA,"Tameirão Neto, E","2277","1996","12","18","Southern America","Brasil","Minas Gerais","Jaíba",NA,"-43.6744003295898","-15.3382997512817",NA,"arbóreo; Caatinga","BHCB004960",NA,NA,NA,NA,NA,NA,NA,NA,"47016","auto",NA,NA,NA,NA,NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","2917180","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby","R. Barneby","George E. Schatz","Schatz 765","1983","2","24","South America","Brazil","Maranhão",NA,"Mun. Presidente Dutra, 2 km. of Presidente Dutra on Fazenda São Paulo.","-44.46666","-5.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-03-27 11:17:00-03","MO","MOBOT","101188745","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby",NA,"George Eiten|Liene T. Eiten","Eiten 3751","1962","3","23","South America","Brazil","Maranhão","Loreto","Ilha de Balsas region, between the Rios Balsas and Parnaiba. 1/2 km - West of main house of Fazenda Morros, about 35 km S of Loreto.","-45.0666667","-7.3833333",NA,NA,NA,NA,"300.00000000",NA,"Holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"31","2009-07-31 07:05:00-03","MO","MOBOT","2917538","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby","R. Barneby","George Eiten|Liene T. Eiten","Eiten 5406","1963","8","24","South America","Brazil","Maranhão",NA,"Mun. Lorêto: Ilha de Balsas region, between Balsas & Parnaíba Rivers. 100 m. south of main house of Fazenda Morros ca. 35 km. south of Lorêto. Habitat: Edge of trail in low secondary forest growth.","-45.06666","-7.38333",NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-06-10 10:10:46-03","FZB-BH","BHZB","7269","S","Plantae",NA,NA,"Fabaceae - Mimosoideae","Mimosa","exalbescens","Mimosa exalbescens",NA,"L.S.B., Jordão","Santos, S.A.",NA,"2008","12","15",NA,"Brasil","MG","Belo Horizonte","FZBBH/ Produção de Mudas","-43.937801361084","-19.9207992553711",NA,"Originalmente coletada no Norte de Minas Gerais durante o Projeto Caatinga. .Cultivado.Duplicata doada para Herbário JPB em março 2014.",NA,NA,NA,NA,NA,NA,NA,NA,"2016","17082","auto","02","26",NA,NA,NA
"33","2021-02-04 10:28:41-03","UFRPE","HST","18347","PreservedSpecimen","Plantae",NA,NA,"Leguminosae Mimosoideae","Mimosa","exalbescens","Mimosa exalbescens","Barneby","L.P. de Queiroz","G.Fotius","3564","1983","08","19",NA,"Brasil","Pernambuco","Petrolina","5 Km ao Norte do CPATSA. Setor de Sementes","-40.472167","-9.111167",NA,"Arb., Fl 2., Fr 2., Alt.: 2,5 a 3,5 m. Casca castanha com faixas alaranjadas. Galho jovem castanho alaranjado. Flor branca. Fruto não pegajoso.","HST018347",NA,NA,NA,NA,NA,"40°28.33'W","9°6.67'S","2010",NA,NA,"06","21",NA,NA,NA
"34","2019-08-02 10:21:28-03","CPATSA","HTSA","437","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby",NA,"Fotius, G.","3564","1983","08","19",NA,"Brasil","Pernambuco","Petrolina","5 Km ao Norte do CPATSA. Setor de Sementes.","-40.475833","-9.118611",NA,"Arb., Fl 2., Fr 2., Alt.: 2,5 a 3,5 m. Casca castanha com faixas alaranjadas. Galho jovem castanho alaranjado. Flor branca. Fruto não pegajoso.&nf;; Leito seco do rio São Francisco.",NA,NA,NA,NA,NA,NA,"-40.475833","-9.118611",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","2700209","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby",NA,"G. Eiten & L. T. Eiten","10470","1970","2","3","South America - Neotropics","Brazil","Maranhão",NA,"Municipio de Lorote: Ilha de Balsas region, between thre Balsas & Parnaibe Rivers. 35 km south of Loreto. Next to main house","-45.07","-7.38",NA,NA,"US02205920","US02205920_01","300",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"36","2020-09-12 05:00:02-03","US","US","2741158","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby",NA,"J. P. P. Carauta","1060/7554","1970","2","3","South America - Neotropics","Brazil","Minas Gerais",NA,"Brasil, municipio de Januaria, a beira de um charco oriundo das cheias do Rio Pandeiro, afluenta do Rio Sao Francisco, pr. estr. para Pedras de Maria da Cruz",NA,NA,NA,NA,"US02205921","US02205921_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"37","2020-09-12 05:00:02-03","US","US","2570774","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby",NA,"G. Eiten & L. T. Eiten","3751","1962","3","23","South America - Neotropics","Brazil","Maranhão",NA,"Municipio de Loreto: Ilha de Balsasregion, between the Rio Balsas and Parnaiba. 1/2 km. west of main house of Fazenda Morros, about 35 km. south of Loreto","-45.07","-70.38",NA,NA,"US02205927","US02205927_01","300",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"38","2020-09-12 05:00:02-03","US","US","2965603","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby",NA,"R. M. Harley, G. L. Bromley, A. M. Carvalho, J. Hage & H. S. Brito","21450","1980","4","17","South America - Neotropics","Brazil","Bahia",NA,"Basin of the upper Sao Francisco River. ca. 26 km. N.E. of Bom Jesus da Lapa on the road to Calderao.","-43.22","-13.15",NA,NA,"US02205923","US02205923_01","500",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"39","2020-09-12 05:00:02-03","US","US","3026178","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby",NA,"G. E. Schatz, J. U. Santos, E. Taylor, N. A. Rosa & et al.","765","1983","2","24","South America - Neotropics","Brazil","Maranhão",NA,"Municipio de Presidente Dutra, 2 km N of Presidente Dutra on Fazenda Sao Paulo.","-44.47","-5.25",NA,NA,"US02205924","US02205924_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"40","2020-09-12 05:00:02-03","US","US","2977709","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby",NA,"C. Devereux","3","1963","8",NA,"South America - Neotropics","Brazil","Maranhão",NA,"Municipio de Loreto : Fazenda Morros, ca. 35 km south of Loreto.",NA,NA,NA,NA,"US02205925","US02205925_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"41","2020-09-12 05:00:02-03","US","US","2993228","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby",NA,"G. Eiten & L. T. Eiten","5409","1963","8","25","South America - Neotropics","Brazil","Maranhão",NA,"Municipio de Lorote: Ilha de Balsas region, between thre Balsas & Parnaiba Rivers. Ca. 150. west pf main house of Fazenda Morros, ca. 35 km south of Loreto","-45.07","-7.38",NA,NA,"US02205919","US02205919_01","300",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"42","2020-09-12 05:00:02-03","US","US","2993232","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby",NA,"G. Eiten & L. T. Eiten","5406","1963","8","24","South America - Neotropics","Brazil","Maranhão",NA,"Municipio de Loreto: Ilha de Belsas region, between the Balsas & Parnaiba Rivers. 100m, south of main house of Fazenda Morros, ca. 35 km south of Loreto.","-45.07","-7.38",NA,NA,"US02205917","US02205917_01","300",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"43","2020-09-12 05:00:02-03","US","US","2785206","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby",NA,"G. Eiten & L. T. Eiten","10329","1970","1","16","South America - Neotropics","Brazil","Maranhão",NA,"Municipio de Presidente Dutra: about 5 km west of city of Presidente Dutra.",NA,NA,NA,NA,"US02205918","US02205918_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"44","2020-09-12 05:00:02-03","US","US","2993229","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby",NA,"-- Eiten","5409",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"US02205916","US02205916_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"45","2020-09-12 05:00:02-03","US","US","2700173","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","exalbescens","Mimosa exalbescens","Barneby",NA,"G. Eiten & L. T. Eiten","10798","1970","2","27","South America - Neotropics","Brazil","Maranhão",NA,"Municipio de Loreto: Ilha de Balsasregion between the Balsas & Parnaiba Rivers. 35 Km s. of Loreto, by main house of Fazenda Morros.","-45.07","-7.38",NA,NA,"US02205922","US02205922_01","300",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
