"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount"
"11","2017-11-08 11:54:00-02","NY","NYBG","01100926","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides",NA,"F. A. Michelangeli","759","2001","12","14","South America","Venezuela","Sucre",NA,"Península de Paria. Sendero Las Melenas-Cerro Humo.","-62.62","10.68","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1239889' target='other'> <mi>dwc_moreinfo</mi></a>","NY01100926","NY01100926_01","F. A. Michelangeli","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3784834","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","R. D. Rojas Gonzales","7790","2011","08","05","South America","Peru","Pasco","Oxapampa","Dist. Palcazu. Parque Nacional Yanachaga-Chemillen - Naciente del Río Santa Clara y Lagarto.","-75.4363889","-10.1288889","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4143625' target='other'> <mi>dwc_moreinfo</mi></a>","NY03784834","NY03784834_01","R. Goldenberg","1388","1388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01874739","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","J. de C. A. Lopes","480","2014","01","25","South America","Brazil","Bahia","Camacan","Reserva Particular do Patrimônio Natural Serra Bonita. Estrada Camacan - Jussari (BA 622), 14,7 km de Camacan e 10,9 km da ponte sobre o rio Panelão em direção à torre de televisão. Sede do Instituto Uiraçu. Trilha das Bromélias.","-39.56644","-15.39014","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704354' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874739","NY01874739_01","M. Reginato; F. A. Michelangeli","892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","03315110","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","R. Goldenberg","2265","2017","04","28","South America","Brazil","Bahia",NA,"Presidente Tancredo Neves, Estrada de Acesso ao Sitio do Burjáo, 5,7 km da BR 101 em estrada náo pavimentada (39°28'08W)",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3620684' target='other'> <mi>dwc_moreinfo</mi></a>","NY03315110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01874417","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides ecuadorensis","(Wurdack) Wurdack","E. F. Rodríguez Rodríguez","964","1996","06","12","South America","Peru","Amazonas","Bagua","Distrito Imaza, Comunidad Aguaruna de Putuim. Arriba (oeste) Pueblo de Putuim.","-78.32","-4.92","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2526438' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874417","NY01874417_01","R. Vásquez Martínez; R. Rojas","680",NA,"ecuadorensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-27 05:06:00-03","NY","NYBG","01855836","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides",NA,"W. Quizhpe","1198","2005","06","06","South America","Ecuador","Zamora-Chinchipe","Nangaritza","Región de la Cordillera del Cóndor. Cuenca alta del Río Nangaritza. Río Tzenganga. Destacamento Militar Yawi. Bosque secundario; suelos arcillos, roca caliza.","-78.66","-4.46083","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2145157' target='other'> <mi>dwc_moreinfo</mi></a>","NY01855836","NY01855836_01","R. Goldenberg","970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02104672","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","R. Goldenberg","2070","2014","10","13","South America","Brazil","Bahia","Wenceslau Guimarães","Estação Ecológica Estadual Wenceslau Guimarães; trilha da Água Vermelha","-39.71033","-13.57911","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2495787' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104672","NY02104672_01",NA,"495","495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","522816","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","S. A. Mori","11720","1979","04","14","South America","Brazil","Bahia","Una","Km 17 da estrada que liga a Rid. BR-101 (Sao José) à Rod. BA-215. Regiao de Mata Higrófila Sul Baiana. Folha SE-24 (15-39c)","-39.2540887","-15.1469363","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672778' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522816","NY00522816_01","F. A. Michelangeli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00682900","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","C. P. G. Feuillet","10010","1988","06","12","South America","French Guiana",NA,"Regina","Eastern plateau of Montagne Tortue, 11 km WNW of Approuague river","-52.37","4.3","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=820537' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682900","NY00682900_01","J. J. Wurdack","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00750063","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","P. Fiaschi","2051","2004","03","18","South America","Brazil","Bahia","Uruçuca","Estrada de Serra Grande para Uruçuca. Area do inventário do plano de manejo","-39.115","-14.4997","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=911815' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750063","NY00750063_01","R. Goldenberg","380","380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","522810","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","R. A. A. Oldeman","3280","1973","05","10","South America","French Guiana",NA,NA,"Sommet le plus bas, à l'Est de Saül, des Monts Galbao",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522810",NA,"F. A. Michelangeli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","478289","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","C. P. G. Feuillet","10104","1988","06","12","South America","French Guiana",NA,NA,"Regina Region: Mt. Tortue: 11 km WNW of Approvague river; Crique Feuillet upstream from camp","-52.37","4.3","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=590733' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478289",NA,"J. J. Wurdack","200","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2017-11-08 11:53:00-02","NY","NYBG","00682893","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides",NA,"W. E. Broadway","7304","1927","04","04","South America","Trinidad and Tobago",NA,NA,"Blanchisseuse road",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=820584' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682893","NY00682893_01","F. A. Michelangeli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-27 14:42:00-03","NY","NYBG","00682894","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides",NA,"N. Y. Sandwith","1930","1937","10","25","South America","Trinidad and Tobago",NA,NA,"Roxborough-Parlatuvier road, forest reserve of Main Ridge",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=820582' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682894","NY00682894_01","F. A. Michelangeli","427","427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00682896","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","P. C. D. Cazalet","7693","1962","02","06","South America","Ecuador",NA,NA,"Santiago-Zamora. Taisha",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=820570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682896","NY00682896_01","F. A. Michelangeli","457","457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00478291","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","A. M. V. de Carvalho","6119","1995","09","13","South America","Brazil","Bahia","Una","Reserva Biologica do Mico-leao (IBAMA). ENtrada no km 46 da Rod BA-001 Ilhéus/Una. Regiao da Mata Higrófila Sul Baiana","-39.08","-15.15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=590735' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478291","NY00478291_01","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00682899","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","C. P. G. Feuillet","10104","1988","06","12","South America","French Guiana",NA,"Regina","Eastern plateau of Montagne Tortue, 11 km WNW of Approuague river","-52.37","4.3","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=820543' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682899","NY00682899_01","J. J. Wurdack","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3908074","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","J. Farfán","1075","2006","10","18","South America","Peru","Cusco","La Convención","Dist. Vilcabamba, Chuanquiri camino a Esmeralda","-73.14777","-12.82361","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4143359' target='other'> <mi>dwc_moreinfo</mi></a>","NY03908074","NY03908074_01","F. A. Michelangeli","1282","1282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","522818","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","R. M. Harley","17896","1977","01","13","South America","Brazil","Bahia","Porto Seguro","Parque Nacional de Monte Pascoal. On NW side of Monte Pascoal at low altitude, between IBDF field hut and gates of the Parque Nacional","-39.42","-16.88","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672779' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522818","NY00522818_01","F. A. Michelangeli","100","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","02064139","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","M. K. Caddah","799","2010","06","12","South America","Brazil","Bahia","Una","Reserva Biológica de Una.","-39.0672","-15.1856","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2419603' target='other'> <mi>dwc_moreinfo</mi></a>","NY02064139","NY02064139_01","M. K. Caddah","78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02104198","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","R. Goldenberg","1741","2014","02","20","South America","Brazil","Bahia","Wenceslau Guimarães","Nova Esperança, Patioba; floresta úmida","-39.69556","-13.57903","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2299288' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104198","NY02104198_01","R. Goldenberg","520","520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","522813","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","S. A. Mori","10794","1978","08","18","South America","Brazil","Bahia","Santa Cruz Cabrália","Arredores da Est. Ecológica do Pau-brasil (Ca. 17 km a W de Porto Seguro), estrada velha de Santa Cruz de Cabrália, 4-6 km a E da sede da Estaçao. Folha SE-24(16-39c)","-39.1441852","-16.3681257","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672781' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522813","NY00522813_01","F. A. Michelangeli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","3785860","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","R. D. Rojas Gonzales","9203","2013","05","30","South America","Peru","Pasco","Oxapampa","Distrito Oxapampa. Comunidad Nativa Alto Lagarto-Convento (Reserva Comunal Yanesha).","-75.3683334","-10.1344444","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4143678' target='other'> <mi>dwc_moreinfo</mi></a>","NY03785860","NY03785860_01","R. Goldenberg","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2017-11-08 11:53:00-02","NY","NYBG","00682895","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides",NA,"R. O. Williams","11882","1927","11","15","South America","Trinidad and Tobago",NA,NA,"Morne bleu, caur Valley Rd",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=820578' target='other'> <mi>dwc_moreinfo</mi></a>","NY00682895","NY00682895_01","F. A. Michelangeli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","522812","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","O. Buchtien","997","1927","01","10","South America","Bolivia",NA,NA,"Región de Mapiri: San Carlos, bei Sarampiuni","-68.11671","-15.420875","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208525' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522812","NY00522812_01","F. A. Michelangeli","600","600",NA,"paratype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","522811","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","R. M. King","6228","1965","08","06","South America","Colombia","Putumayo",NA,"15 kms northwest of Puerto Asís","-76.3591837","0.5514468","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672776' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522811","NY00522811_01","F. A. Michelangeli","304.8","304.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","522814","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","S. A. Mori","10179","1978","06","17","South America","Brazil","Bahia","Una","Estrada que liga a Rod. BR 101 (Sao José) com BA 215, a 17 km da entrada. Folha SE-24 (15-39c)","-39.2540887","-15.1469363","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672783' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522814","NY00522814_01","F. A. Michelangeli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","2480370","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","A. P. Fontana","5139","2008","05","04","South America","Brazil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas. Localidade de Alegre, trilha do Pau Oco. Floresta Ombrófila Densa Montana.","-40.5167","-20.2667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2705573' target='other'> <mi>dwc_moreinfo</mi></a>","NY02480370","NY02480370_01",NA,"590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","478293","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","M. H. Nee","30677","1985","01","31","South America","Venezuela","Amazonas","Mun. Río Negro","Cerro de la Neblina, Camp VII, 5 km NE of Pico Phelps (=Neblina)","-65.9694","0.8458","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=590732' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478293","NY00478293_01","J. J. Wurdack","1730","1850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1519493","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","clidemioides","Leandra clidemioides","(Naudin) Wurdack","A. M. Amorim","6100","2006","06","15","South America","Brazil","Bahia","Arataca","RPPN Caminho das Pedras, em trilha de acesso ao Peito-de-Moça. Coletas efetuadas na trilha para a residência do Sr. Mormaço.","-39.3417","-15.1736","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1746493' target='other'> <mi>dwc_moreinfo</mi></a>","NY01519493","NY01519493_01","R. Goldenberg","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
