"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","occurrenceRemarks","phylum","order","typeStatus","recordNumber","continentOcean","preparationType","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01873532","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata","(Sw.) DC.","J. G. Jardim","W. W. Thomas","2004","09","21","Brazil","Bahia","Camacan","-39.5653","-15.3914",NA,NA,"NY01873532","NY01873532_01",NA,NA,NA,"RPPN Serra Bonita. 9.6 km NNW of Camacan on road to Jacareci and Jussari; then 6 km up road to Serra Bonita.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=828326' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"14237","South America","sheet",NA,"820","820",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","502528","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata","(Sw.) DC.","J. A. Steyermark",NA,"1917","04","04","Suriname",NA,NA,NA,NA,NA,NA,"NY00502528",NA,NA,NA,NA,"Watramiri","Utrech (Nederland), 1935 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641667' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","502530","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata","(Sw.) DC.","P. G. Delprete","J. C. Betancur","1995","02","02","Colombia","Chocó","Nuquí","-77.3272","5.6375",NA,NA,"NY00502530",NA,NA,NA,NA,"Corregimiento Coqui, sitio Boca Vieja, Cabo Corrientes. Estribaciones de la Serrania de Baudó. Golfo de Tribuga","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641677' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"6083","South America","sheet",NA,"5","100",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","502523","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata","(Sw.) DC.","S. F. Smith","A. M. Heckler","1991","09","26","Brazil","Rio Grande do Sul","Feliz","-51.3064","-29.4508",NA,NA,"NY00502523","NY00502523_01",NA,NA,NA,"Feliz. Arroio do Ouro","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641669' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"7973","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-11-01 11:23:00-02","NY","NYBG","502526","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata",NA,"L. B. Smith","L. B. Smith","1964","10","20","Brazil","Santa Catarina","Sao Miguel do Oeste","-53.57","-26.67",NA,NA,"NY00502526","NY00502526_01",NA,NA,NA,"Woods, Canela Gaucha, 8 km northwest of Sao Miguel d'Oeste","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641674' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"12765","South America","sheet",NA,"700","750",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1043631","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata","(Sw.) DC.","J. D. Dwyer","R. Vásquez","1981","01","31","Peru","Loreto","Maynas","-72.97","-3.5",NA,NA,"NY01043631","NY01043631_01 NY01043631_02",NA,NA,NA,"Indiana; trocha a Mazán.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1226380' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"1324","South America","sheet",NA,"115","115",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","416389","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata","(Sw.) DC.","P. G. Delprete","W. W. Thomas","1993","05","02","Brazil","Bahia","Itacaré","-39.27","-14.4",NA,NA,"NY00416389","NY00416389_01",NA,NA,NA,"11.6 km south of junction with BA 654 at Loteamento Marambaia on rd to Serra Grande, the junction 6 km west of Itacaré","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641679' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"9762","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01282043","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata","(Sw.) DC.","A. M. Amorim","W. W. Thomas","1994","02","06","Brazil","Bahia","Una","-39.0611","-15.1806",NA,NA,"NY01282043","NY01282043_01",NA,NA,NA,"Reserva Biologica de Una (Reserva de Mico Leão), 4.1 km west of road from Ilhéus to Una, 5.6 km west of reserve gate.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=411774' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"10326","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","196388","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata","(Sw.) DC.","M. N. Alexiades","M. N. Alexiades","1995","12","04","Peru","Madre de Dios","Tambopata","-69.28","-12.83",NA,NA,"NY00196388","NY00196388_01 NY00196388_02",NA,NA,NA,"Rio Tambopata, Comunidad Nativa Infierno, Hermosa Chica, Centro Ñape, Plot 1","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641671' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"1275","South America","sheet",NA,"260","260",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1043636","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata","(Sw.) DC.","C. M. Taylor","J. G. Graham","1998","07","24","Peru","Ucayali","Purús","-71.142583","-10.068683",NA,NA,"NY01043636","NY01043636_01",NA,NA,NA,"Distrito Purús, Río Curanja, cerca del pozo grande entre las comunidades de Balta y Colombiana","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1226843' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"658","South America","sheet",NA,"325","325",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-30 01:58:00-03","NY","NYBG","1108873","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata",NA,NA,"S. A. da M. Souza",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,"NY01108873","NY01108873_01",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1361615' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"1067","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","501854","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata","(Sw.) DC.","P. G. Delprete","E. B. dos Santos","1991","05","21","Brazil","Bahia","Rio de Contas","-41.8114","-13.5792",NA,NA,"NY00501854","NY00501854_01",NA,NA,NA,"Estrada de Rio de Contas para Livramento de Brumado, km 6","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641678' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"259","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-30 01:58:00-03","NY","NYBG","1108872","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata",NA,"J. H. Kirkbride Jr.","S. B. Barbosa","1989","09","21","Brazil","Acre","Rio Branco","-67.81","-9.97472",NA,NA,"NY01108872","NY01108872_01",NA,NA,NA,"Est. do Antimari, colocação Mapinguari, margem direita.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1361614' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"78","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 16:33:00-03","NY","NYBG","475186","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata",NA,NA,"Collector unspecified","1982","06","30","Ecuador","Napo",NA,"-76.4","-0.52",NA,NA,"NY00475186",NA,NA,NA,NA,"Añangu. Near the outlet of Río Añangu into Río Napo, in the Parque Nacional Yasuní.","Collected as part of the Study of Ecuadorean Forests <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641707' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"SEF10125","South America","fluid-preserved",NA,"0.0","250",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-29 16:33:00-03","NY","NYBG","502531","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata",NA,"J. D. Dwyer","M. Saldías Paz","1989","01","07","Bolivia","El Beni",NA,"-64.97","-14.87",NA,NA,"NY00502531",NA,NA,NA,NA,"Cercado Laguna Suárez. Puerto Almacén; 8 km al SW del centro de la Ciudad de Trinidad. Ribera del río Mamoré","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641675' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"575","South America","sheet",NA,"230","230",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-11-01 11:55:00-02","NY","NYBG","686875","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata",NA,"M. L. S. Guedes","L. Passos","2000","02","01","Brazil","Bahia","Riachao das Neves","-44.91","-11.9405556",NA,NA,"NY00686875","NY00686875_01",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=845403' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"350","South America","sheet",NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-30 01:58:00-03","NY","NYBG","1108874","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata",NA,NA,"S. A. da M. Souza",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,"NY01108874","NY01108874_01",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1361616' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"862","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-29 22:57:00-03","NY","NYBG","1005683","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata",NA,"B. M. Boom","E. L. Taylor","1983","04","06","Brazil","Maranhão","Santa Luzia","-46.5","-4.5",NA,NA,"NY01005683","NY01005683_01",NA,NA,NA,"Fazenda Mapisa, entrance at intersection BR222 and left bank of Rio Buriticupu. Collections made on steep slopes below airstrip which is 2 km. from main fazenda road.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095695' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"E1152","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01873563","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata","(Sw.) DC.","J. G. Jardim","W. W. Thomas","1995","05","22","Brazil","Bahia","Ilhéus","-39.0911111","-14.7772222",NA,NA,"NY01873563","NY01873563_01",NA,NA,NA,"2.2 km north of Banco da Vitória on road leading to west edge of Mata da Esperança","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=411938' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"10981","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-11-08 14:12:00-02","NY","NYBG","1738011","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata",NA,"L.A. Gomes","L.A. Gomes","2011","04","11","Brazil","Sergipe",NA,NA,NA,NA,NA,"NY01738011","NY01738011_01",NA,NA,NA,"Capela. RVS Mata do Junco.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1963534' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"251","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1043629","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata pubescens","(Kunth) Standl.",NA,"S. F. Smith","1989","01","21","Peru","Madre de Dios",NA,"-69.33","-12.83",NA,NA,"NY01043629","NY01043629_01",NA,NA,NA,"Explorer's Inn, near the confluence of Río Tambopata and Río La Torre, 39 km. SW of Puerto Moldonado [Maldonado?]. Shore of Laguna Katichocha at the end of the swamp and the Katicocha Trails.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1226374' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"1472","South America","sheet","pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","501900","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata","(Sw.) DC.","P. G. Delprete","A. M. Amorim","1998","11","21","Brazil","Bahia","Jussari","-39.5286","-15.1581",NA,NA,"NY00501900","NY00501900_01",NA,NA,NA,"Rod. Jussari-Palmira. Entrada ca. 7,5 km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso","Flores em álcool 70% <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641681' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"2698","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-30 01:58:00-03","NY","NYBG","1108871","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata",NA,NA,"W. Milliken",NA,NA,NA,"Brazil","Roraima",NA,NA,NA,NA,NA,"NY01108871","NY01108871_01",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1361613' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"194","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","502525","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata","(Sw.) DC.","W. W. Thomas","W. W. Thomas","1991","07","01","Brazil","Bahia","Uruçuca","-39.0617","-14.4231",NA,NA,"NY00502525","NY00502525_01",NA,NA,NA,"7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641668' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"6982","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","501885","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata","(Sw.) DC.","P. G. Delprete","J. G. Jardim","1999","01","01","Brazil","Bahia","Jussari","-39.58","-15.17",NA,NA,"NY00501885","NY00501885_01",NA,NA,NA,"Rod. Jussari - Palmira, entrada ca. 7,5 km Faz. Teimoso a 1,5 km E da entrada. Reserva do Patrimonio Natural (RPPN), Serra do Teimoso","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641680' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"1867","South America","sheet",NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1043630","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata","(Sw.) DC.","J. D. Dwyer","S. D. Knapp","1986","05","25","Peru","San Martín","San Martín","-76.5","-6.65",NA,NA,"NY01043630","NY01043630_01",NA,NA,NA,"Quebrada Manonaquihua to junction with Río Mayo, 9.6 km. W of carretera marginal on road Flores and Mamonaquihua (turnoff ison Km. 24 of carretera marginal from Tarapoto).","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1226376' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"7404","South America","sheet",NA,"250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-11-07 11:49:00-02","NY","NYBG","01132217","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata",NA,NA,"E. de Melo","2006","04","13","Brazil","Bahia",NA,"-40.4331","-10.5089",NA,NA,"NY01132217","NY01132217_01",NA,NA,NA,"Campo Formoso.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1293801' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"244","South America","sheet",NA,"739","739",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1005680","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata","(Sw.) DC.",NA,"S. G. da Fonsêca","1967","10","27","Brazil","Tocantins","Lagoa da Confusão","-49.6233","-10.7936",NA,NA,"NY01005680","NY01005680_01",NA,NA,NA,"Ilha do Bananal","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095678' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"330","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2017-02-01 11:42:00-02","NY","NYBG","1043632","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata",NA,"J. D. Dwyer","R. Vásquez","1988","05","13","Peru","Loreto",NA,"-72.83","-3.7",NA,NA,"NY01043632","NY01043632_01",NA,NA,NA,"Maniti. Recreo.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1226381' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"10611","South America","sheet",NA,"115","115",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02692199","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata","(Sw.) DC.","D. Cárdenas-López","D. Cárdenas-López","2011","06","22","Colombia","Caquetá","Belén de Los Andaquíes","-75.86861111","1.589166667",NA,NA,"NY02692199","NY02692199_01",NA,NA,NA,"camino entre Los Ángeles-vereda Las Verdes","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2352693' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"41425","South America","sheet",NA,"588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1043634","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata","(Sw.) DC.","C. M. Taylor","M. Aguilar","1996","05","22","Peru","Madre de Dios","Tambopata","-68.7369","-12.6564",NA,NA,"NY01043634","NY01043634_01",NA,NA,NA,"Santiario Nacional Pampas del Heath, Río Heath","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1226841' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"751","South America","sheet",NA,"210","210",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","502527","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata","(Sw.) DC.","G. G. Hatschbach","N. R. Marquesini","1992","10","13","Brazil","Santa Catarina","Chapecó","-52.6181","-27.0967",NA,NA,"NY00502527","NY00502527_01",NA,NA,NA,"Posto Indígena Toldo Chimbangue","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641676' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-10-28 16:51:00-02","NY","NYBG","1005684","PreservedSpecimen","Plantae","Rubiaceae","Randia","armata","Randia armata",NA,NA,"E. L. M. Catharino","1992","11","25","Brazil","Mato Grosso do Sul","Brasilândia","-52.0367","-21.2558",NA,NA,"NY01005684","NY01005684_01",NA,NA,NA,"Brasilândia, arredores da cidade, terenos mais elevados na várzea do rio Paraná.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095698' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,"1754","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
