"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","locality","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"12","2021-03-15 16:37:00-03","NY","NYBG","794572","PreservedSpecimen","Plantae","Melastomataceae","Tococa","discolor","Tococa discolor",NA,"E. Lleras","P16952","1973","07","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=526679' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794572","Amazonas","Rio Javari, behind Palmeiras Army post","Magnoliophyta","Myrtales","Pilg.","NY00794572_01","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00941972","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"R. Kral","75056","1988","09","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022599' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941972","Mato Grosso","Chapada dos Guimaraes, Salgadeira.","Magnoliophyta","Myrtales","Mart. ex DC.","NY00941972_01",NA,"Cuiabá","-56.0967","-15.5961","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00748810","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"S. Romaniuc Neto","609","1987","02","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=884279' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748810","Goiás","Parque Nacional da Chapada dos Veadeiros, estrada para Cavalcanti","Magnoliophyta","Myrtales","Mart. ex DC.","NY00748810_01","S. A. C. Chiea","Alto Paraíso de Goiás","-47.5097","-14.1325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","794544","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"H. S. Irwin","34420","1972","01","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515767' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794544","Goiás","Rio Corumba, at great falls, 12 km N of Corumba de Goias","Magnoliophyta","Myrtales","Mart. ex DC.","NY00794544_01","J. J. Wurdack","Corumbá de Goiás","-48.8","-15.92","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","794571","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"J. C. Solomon","7691","1982","05","19","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515770' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794571","El Beni","3 km E of Riberalta on rd to Guayamerin","Magnoliophyta","Myrtales","Mart. ex DC.","NY00794571_01","J. J. Wurdack","Vaca Díez","-66.08","-11","230","230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","794570","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"S. L. M. Moore","120","1891","07",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515778' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794570","Mato Grosso","Chapada Plateau","Magnoliophyta","Myrtales","Mart. ex DC.","NY00794570_01",NA,NA,NA,NA,"600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","794550","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria didymophysca",NA,"J. A. Ratter","1349","1968","05","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=314514' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794550","Mato Grosso","Lagoa de Leo, 270 km N of xavantina","Magnoliophyta","Myrtales","(Naudin) Cogn.","NY00794550_01","J. J. Wurdack",NA,"-51.87","-12.9",NA,NA,"didymophysca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","794538","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria didymophysca",NA,"J. B. E. Pohl","1298",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=314508' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794538","Goiás","Rio Tocantin, Congo do Padre","Magnoliophyta","Myrtales","(Naudin) Cogn.","NY00794538_01","C. A. Cogniaux",NA,NA,NA,NA,NA,"didymophysca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","84013","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria gardneri","isotype","G. Gardner","3741","1836",NA,NA,"South America","Brazil","sheet",NA,"This specimen has a label generated at NY and not an original Gardner label. See NY 84014 for an original Gardner label. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547973' target='other'> <mi>dwc_moreinfo</mi></a>","NY00084013",NA,"Brasilia","Magnoliophyta","Myrtales","Cogn.","NY00084013_01",NA,NA,NA,NA,NA,NA,"gardneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","794522","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"G. G. Hatschbach","28034","1971","11","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515766' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794522","Minas Gerais","Rio Jequitinonha","Magnoliophyta","Myrtales","Mart. ex DC.","NY00794522_01","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","794529","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"H. S. Irwin","16772","1966","06","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515754' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794529","Mato Grosso","Rio Araguaia, Xavantina","Magnoliophyta","Myrtales","Mart. ex DC.","NY00794529_01","J. J. Wurdack",NA,NA,NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","794568","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria didymophysca",NA,"W. W. Thomas","3926","1985","08","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=314511' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794568","Mato Grosso","Sinope, 24 km E of BR 163 a Rio Celeste on Rd to Vera","Magnoliophyta","Myrtales","(Naudin) Cogn.","NY00794568_01","J. J. Wurdack",NA,"-55.38","-12.3",NA,NA,"didymophysca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","794589","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria gardneri",NA,"J. A. Ratter","1722","1968","06","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547972' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794589","Mato Grosso","Xavantina-Sao Felix Rd","Magnoliophyta","Myrtales","Cogn.","NY00794589_01","J. J. Wurdack",NA,"-51.87","-12.9",NA,NA,"gardneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","794525","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"M. G. da Silva","4937","1979","06","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794525","Mato Grosso","Km 65 via Cuiaba-Santarem","Magnoliophyta","Myrtales","Mart. ex DC.","NY00794525_01",NA,NA,"-56.4361802","-15.3031288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","794526","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"B. Maguire","56849","1963","09","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515753' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794526","Mato Grosso","370 km W of Cuiaba","Magnoliophyta","Myrtales","Mart. ex DC.","NY00794526_01","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2017-01-12 13:07:00-02","NY","NYBG","794551","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"O. Buchtien","190","1907","09",NA,"South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515745' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794551",NA,"San Carlos de Mapiri","Magnoliophyta","Myrtales",NA,"NY00794551_01","C. A. Cogniaux",NA,"-68.183381","-15.400373","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","84015","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria gardneri","isotype","G. Gardner","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"Some one added in pencil 3741 as the collection number. See NY 84014 for an original gardner label with the collection number. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547975' target='other'> <mi>dwc_moreinfo</mi></a>","NY00084015","Goiás",NA,"Magnoliophyta","Myrtales","Cogn.","NY00084015_01",NA,NA,NA,NA,NA,NA,"gardneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","794532","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria didymophysca",NA,"R. M. Harley","10061","1968","09","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=314515' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794532","Mato Grosso",NA,"Magnoliophyta","Myrtales","(Naudin) Cogn.","NY00794532_01",NA,NA,"-51.77","-12.82",NA,NA,"didymophysca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","794590","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"R. R. de Santos","1239","1968","05","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515775' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794590","Mato Grosso","Xavantina-Sao Felix Rd","Magnoliophyta","Myrtales","Mart. ex DC.","NY00794590_01","J. J. Wurdack",NA,"-51.87","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","794530","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria didymophysca",NA,"G. C. G. Argent","6572","1967","09","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=314513' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794530","Mato Grosso",NA,"Magnoliophyta","Myrtales","(Naudin) Cogn.","NY00794530_01","J. J. Wurdack",NA,"-51.77","-12.82",NA,NA,"didymophysca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","794554","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"H. S. Irwin","18711","1968","01","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515763' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794554","Goiás","Rio Corumba Valley, 15 km N of Corumba de Goias on rd to Niquelandia","Magnoliophyta","Myrtales","Mart. ex DC.","NY00794554_01","J. J. Wurdack","Cocalzinho de Goiás","-48.77","-15.8","1150","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00941973","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"R. Kral","75090","1988","09","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022605' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941973","Mato Grosso","Serra de São Vicente, vic. Cascata do Rio das Mortes.","Magnoliophyta","Myrtales","Mart. ex DC.","NY00941973_01",NA,"Santo Antônio do Leverger","-56.0767","-15.8658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","794531","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria gardneri",NA,"J. A. Ratter","1722","1968","06","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547971' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794531","Mato Grosso","Xavantina-Sao Felix Rd","Magnoliophyta","Myrtales","Cogn.","NY00794531_01","J. J. Wurdack",NA,"-51.87","-12.9",NA,NA,"gardneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","84014","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria gardneri","isotype","G. Gardner","3741","1841",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547974' target='other'> <mi>dwc_moreinfo</mi></a>","NY00084014","Goiás","Prov. Goyas, Brasilia tropica","Magnoliophyta","Myrtales","Cogn.","NY00084014_01",NA,NA,NA,NA,NA,NA,"gardneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","794595","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"G. T. Prance","59077","1964","09","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515750' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794595","Distrito Federal","Vicinity of Sobredinho","Magnoliophyta","Myrtales","Mart. ex DC.","NY00794595_01","J. J. Wurdack","Brasília","-47.7922222","-15.65025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","794523","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"B. Maguire","56415","1963","08","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515751' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794523","Mato Grosso","50 km W of Diamantino, Brasilia-Acre rd","Magnoliophyta","Myrtales","Mart. ex DC.","NY00794523_01","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00941974","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"G. G. Hatschbach","67041","1997","08","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022608' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941974","Mato Grosso","Rio Amaral, Cachoeira da Fumaça.","Magnoliophyta","Myrtales","Mart. ex DC.","NY00941974_01","G. G. Hatschbach","Jaciara","-54.9681","-15.9656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","794547","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"H. S. Irwin","8557","1965","09","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515756' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794547","Distrito Federal","15 km E of Brasilia, on rd to Paranoa","Magnoliophyta","Myrtales","Mart. ex DC.","NY00794547_01","J. J. Wurdack","Brasília","-47.9296989440918","-15.7797002792358","1000","1000",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","794565","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"H. S. Irwin","8748","1965","09","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515758' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794565","Distrito Federal","Planaltina","Magnoliophyta","Myrtales","Mart. ex DC.","NY00794565_01","J. J. Wurdack","Brasília","-47.9296989440918","-15.7797002792358","950","950",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","794569","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"H. S. Irwin","8932","1965","10","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515761' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794569","Distrito Federal","Planaltina, 15 km E of Brasilia","Magnoliophyta","Myrtales","Mart. ex DC.","NY00794569_01","J. J. Wurdack","Brasília","-47.9296989440918","-15.7797002792358","1200","1200",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","794621","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"E. P. Heringer","12905","1973","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515769' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794621","Distrito Federal","Planaltina, Reserva das Aguas Emendadas","Magnoliophyta","Myrtales","Mart. ex DC.","NY00794621_01","J. J. Wurdack","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","794594","PreservedSpecimen","Plantae","Melastomataceae","Tococa","formicaria","Tococa formicaria",NA,"H. S. Irwin","5929","1964","09","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=515749' target='other'> <mi>dwc_moreinfo</mi></a>","NY00794594","Distrito Federal","P. M. do Gama, 20 km S of Brasilia","Magnoliophyta","Myrtales","Mart. ex DC.","NY00794594_01","J. J. Wurdack","Brasília","-47.9296989440918","-15.7797002792358","700","1000",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
