"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","502585","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","L. B. Smith","14295","1965","01","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529254' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502585","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Steud.","L. B. Smith","Santa Catarina","Sao Joaquim","10 km south of Sao Joaquim","-49.93","-28.35","1200","1300","NY00502585_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","501349","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","P. G. Delprete","7000","1998","12","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=527448' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501349","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Steud.","P. G. Delprete","Santa Catarina","Lauro Muller","Serra do Rio do Rastro, Estrada Lauro Müller-Bom Jardim, 9 km antes de Bom Jardim","-49.55","-28.38","1300","1300","NY00501349_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","502580","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","M. Herter","282d","1926","11",NA,"South America","Uruguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529256' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502580","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Steud.","J. C. Semple","Montevideo",NA,"Punta Yeguas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:24:00-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Barbosa, E; Silva, JM; Cordeiro, J","652","2001","03","31","Southern America","Brasil",NA,NA,"prostrada. Flor alva.",NA,"Dicotyledon",NA,"(Cham. & Schltdl.) Steud.","Delprete, P","Paraná","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,NA,"2005","61623","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:27:53-03","NBC","NL-BOTANY","L.2955667","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Hatschbach GG",NA,"1959","11","08","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2955667 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2955667",NA,"Gentianales","(Cham. & Schltdl.) Steud.",NA,NA,NA,"Est: Parana (BRASIL), Mun: Lapa, Col. Mariental.",NA,NA,NA,NA,"NL-L2955667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:27:53-03","NBC","NL-BOTANY","L.2955668","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Reitz R; Klein RM",NA,"1962","01","03","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2955668 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2955668",NA,"Gentianales","(Cham. & Schltdl.) Steud.",NA,NA,NA,"Santa Catarina. Campo do Areão, Santa Cecilia, Beira de estrada.",NA,NA,NA,NA,"NL-L2955668",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:27:53-03","NBC","NL-BOTANY","L.2955669","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Reitz R; Klein RM",NA,"1958","12","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2955669 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2955669",NA,"Gentianales","(Cham. & Schltdl.) Steud.",NA,NA,NA,"Santa Catarina, Fazenda da Laranja, Bom Jardim, S. Joaquim, Campo.",NA,NA,NA,NA,"NL-L2955669",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:27:53-03","NBC","NL-BOTANY","L.4174242","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Pedersen TM",NA,"1995","01","24","Southern America","Uruguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4174242 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4174242",NA,"Gentianales","(Cham. & Schltdl.) Steud.",NA,NA,NA,"Cuchilla de Arerangua, along ROU-31, between km 160 from Salto and Los Orientales. Dep. Salto.",NA,NA,NA,NA,"NL-L4174242",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:27:53-03","NBC","NL-BOTANY","U.1581799","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Herter WG",NA,"1924","08","01","Southern America","Uruguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1581799 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1581799",NA,"Gentianales","(Cham. & Schltdl.) Steud.",NA,NA,NA,"Plantae Uruguayenses,Dep. de Montevideo, Loc. Dict. Carrasco.",NA,NA,NA,NA,"NL-U1581799",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:27:53-03","NBC","NL-BOTANY","U.1581902","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Lindeman JC",NA,"1980","12","16","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1581902 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1581902",NA,"Gentianales","(Cham. & Schltdl.) Steud.",NA,NA,NA,"Flora Brasiliensis, Rio Grande do Sul, Embrapa-UEPAE former Faz. 5 Cruzes, 10 km SE of Bagé.",NA,NA,NA,NA,"NL-U1581902",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:27:53-03","NBC","NL-BOTANY","U.1581903","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Lindeman JC; Irgang BE; Valls JFM",NA,"1971","10","15","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1581903 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1581903",NA,"Gentianales","(Cham. & Schltdl.) Steud.",NA,NA,NA,"Cerro palomas, 18 km Ede Livramento, morro de arenito com chapada de basalto.",NA,NA,NA,NA,"NL-U1581903",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 09:27:53-03","NBC","NL-BOTANY","U.1581904","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Lindeman JC; Norman AM",NA,"1973","02","04","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1581904 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1581904",NA,"Gentianales","(Cham. & Schltdl.) Steud.","Delprete PG","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"NL-U1581904",NA,NA,NA,"Magnoliopsidae","U 0106792",NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:27:53-03","NBC","NL-BOTANY","U.1581905","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Vianna EC; et al.",NA,"1968","11","08","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1581905 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1581905",NA,"Gentianales","(Cham. & Schltdl.) Steud.",NA,NA,NA,"Merre des Cenventes-SC.",NA,NA,NA,NA,"NL-U1581905",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"24","2019-08-27 13:32:31-03","IAP","PACA-AGP","94697","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","C. Mondin et al.","1608","1998","12","08",NA,"Brasil",NA,NA,"HASU 7043 Habitat: no campo Hábito: erva freqüente","PACA094697","Magnoliophyta","Rubiales","(Cham. & Schltdl.) Steud.","C. Mondin","RS","Caçapava","Arroio São João",NA,NA,NA,NA,NA,"1998",NA,NA,"Magnoliatae",NA,"12","21",NA,NA,NA,NA
"25","2019-08-27 13:32:31-03","IAP","PACA-AGP","99420","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Bottega kerber, K.T.","14","2004","12","20",NA,"Brasil",NA,NA,"Habitat: sobre pedras","PACA099420","Magnoliophyta","Rubiales","(Cham. & Schltdl.) Steud.",NA,"RS","Cambará do Sul","Parque Nacional dos Aparados da Serra","-50.033333","-29.033333",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,"50°02'W","29°02'S",NA,NA
"26","2019-08-27 13:32:31-03","IAP","PACA-AGP","94696","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","L. G. Serra","14","2003","04","19",NA,"Brasil",NA,NA,"HASU 16464 Fenofase: flores brancas Hábito: erva semiprostrada","PACA094696","Magnoliophyta","Rubiales","(Cham. & Schltdl.) Steud.","L. G. Serra","RS","São Leopoldo","Unisinos, no estacionamento do C5","-51.1472015380859","-29.7602996826172",NA,NA,NA,"2003","10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"27","2019-10-18 16:50:13-03","IAP","PACA-AGP","11379.1","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","E. Schmitt SJ",NA,"1942","01",NA,NA,"Brasil",NA,NA,"fl. fr. Habitat: ad viam in tritis graminosis Fenofase: flor","PACA011379-1","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","Kappesberg",NA,NA,NA,NA,NA,NA,"1954",NA,NA,"Magnoliatae",NA,"09","15",NA,NA,NA,NA
"28","2019-08-27 13:32:31-03","IAP","PACA-AGP","1212","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1932","11","05",NA,"Brasil",NA,NA,"fl. Habitat: in campestribus graminosis Fenofase: flor","PACA001212","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","Vila Manresa",NA,NA,NA,NA,NA,NA,"1954",NA,NA,"Magnoliatae",NA,"09","15",NA,NA,NA,NA
"29","2019-08-27 13:32:31-03","IAP","PACA-AGP","25748","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1944","01",NA,NA,"Brasil",NA,NA,"fl. Habitat: in campestribus graminosis Fenofase: flor","PACA025748","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","Faz. Sta. Cecilia",NA,NA,NA,NA,NA,NA,"1954",NA,NA,"Magnoliatae",NA,"09","15",NA,NA,NA,NA
"30","2019-08-27 13:32:31-03","IAP","PACA-AGP","26170","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1945","01",NA,NA,"Brasil",NA,NA,"fl. fr Habitat: in campestribus graminosis Fenofase: flor","PACA026170","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","Faz. do Jarau",NA,NA,NA,NA,NA,NA,"1954",NA,NA,"Magnoliatae",NA,"09","15",NA,NA,NA,NA
"31","2019-10-18 16:50:13-03","IAP","PACA-AGP","29213","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1945","10","03",NA,"Brasil",NA,NA,"fl.fr Habitat: in campestribus graminosis Fenofase: flor","PACA029213","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","Vila Manresa",NA,NA,NA,NA,NA,NA,"1954",NA,NA,"Magnoliatae",NA,"09","15",NA,NA,NA,NA
"32","2019-08-27 13:32:31-03","IAP","PACA-AGP","30937.1","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1946","01","02",NA,"Brasil",NA,NA,"fl. fr. Habitat: in campestribus graminosis Fenofase: flor","PACA030937-1","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","Vila Oliva",NA,NA,NA,NA,NA,NA,"1954",NA,NA,"Magnoliatae",NA,"09","14",NA,NA,NA,NA
"33","2019-08-27 13:32:31-03","IAP","PACA-AGP","32761.1","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"PACA032761-1","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS",NA,"sine loo, sine die",NA,NA,NA,NA,NA,"1954",NA,NA,"Magnoliatae",NA,"09","15",NA,NA,NA,NA
"34","2019-08-27 13:32:31-03","IAP","PACA-AGP","34835.1","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1947","01","05",NA,"Brasil",NA,NA,"fl. Habitat: in rupestribus graminosis Fenofase: flor","PACA034835-1","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","Faz. da Ronda",NA,NA,NA,NA,NA,NA,"1954",NA,NA,"Magnoliatae",NA,"09","15",NA,NA,NA,NA
"35","2019-08-27 13:32:31-03","IAP","PACA-AGP","34996","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1947","01","05",NA,"Brasil",NA,NA,"fl. fr. Habitat: in campestribus saxosis Fenofase: flor","PACA034996","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","Faz. da Ronda",NA,NA,NA,NA,NA,NA,"1954",NA,NA,"Magnoliatae",NA,"09","15",NA,NA,NA,NA
"36","2019-08-27 13:32:31-03","IAP","PACA-AGP","3760","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1941","01","04",NA,"Brasil",NA,NA,"fl. fr. Habitat: in graminosis tritis Fenofase: flor","PACA003760","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","Beckersberg",NA,NA,NA,NA,NA,NA,"1954",NA,NA,"Magnoliatae",NA,"09","15",NA,NA,NA,NA
"37","2019-10-18 16:50:13-03","IAP","PACA-AGP","37851","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1948","11","04",NA,"Brasil",NA,NA,"fl. fr. Habitat: in campestribus dumetosis Fenofase: flor","PACA037851","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","Vila Manresa",NA,NA,NA,NA,NA,NA,"1954",NA,NA,"Magnoliatae",NA,"09","15",NA,NA,NA,NA
"38","2019-08-27 13:32:31-03","IAP","PACA-AGP","39850","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1949","01","12",NA,"Brasil",NA,NA,"fl. fr Habitat: in tritis ad viam Fenofase: flor","PACA039850","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","ad montem Ferrabras p. NH",NA,NA,NA,NA,NA,NA,"1954",NA,NA,"Magnoliatae",NA,"09","15",NA,NA,NA,NA
"39","2019-08-27 13:32:31-03","IAP","PACA-AGP","40319","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1949","01","29",NA,"Brasil",NA,NA,"fl. fr. Habitat: in tritis ad viam Fenofase: flor","PACA040319","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","Santa Rita",NA,NA,NA,NA,NA,NA,"1954",NA,NA,"Magnoliatae",NA,"09","15",NA,NA,NA,NA
"40","2019-08-27 13:32:31-03","IAP","PACA-AGP","44382","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1949","11","14",NA,"Brasil",NA,NA,"fl. fr. Habitat: in campestribus dumetosis Fenofase: flor","PACA044382","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","Fião",NA,NA,NA,NA,NA,NA,"1954",NA,NA,"Magnoliatae",NA,"09","15",NA,NA,NA,NA
"41","2019-08-27 13:32:31-03","IAP","PACA-AGP","4477","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1941","02","08",NA,"Brasil",NA,NA,"fl. Habitat: in campestribus graminosis Fenofase: flor","PACA004477","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","Faz. Englert",NA,NA,NA,NA,NA,NA,"1954",NA,NA,"Magnoliatae",NA,"09","15",NA,NA,NA,NA
"42","2019-08-27 13:32:31-03","IAP","PACA-AGP","46950","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1950","04","24",NA,"Brasil",NA,NA,"fl. fr. Habitat: in arenosis siccis ad vian Fenofase: flor","PACA046950","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","Palmares","ad fl. Capivari",NA,NA,NA,NA,NA,"1954",NA,NA,"Magnoliatae",NA,"09","15",NA,NA,NA,NA
"43","2019-08-27 13:32:31-03","IAP","PACA-AGP","53763","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1953","02","03",NA,"Brasil",NA,NA,"fl. fr. Habitat: in rupestribus parce humosis Fenofase: flor","PACA053763","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","Serra da Rocinha",NA,NA,NA,NA,NA,NA,"1954",NA,NA,"Magnoliatae",NA,"09","15",NA,NA,NA,NA
"44","2019-08-27 13:32:31-03","IAP","PACA-AGP","54035","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1953","02","20",NA,"Brasil",NA,NA,"fl. fr. Habitat: in rupestribus parce humosis Fenofase: flor","PACA054035","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","Taimbezinho",NA,NA,NA,NA,NA,NA,"1954",NA,NA,"Magnoliatae",NA,"09","15",NA,NA,NA,NA
"45","2019-08-27 13:32:31-03","IAP","PACA-AGP","54725","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1954","01","01",NA,"Brasil",NA,NA,"fl. fr. Habitat: in campestribus graminosis Fenofase: flor","PACA054725","Magnoliophyta","Rubiales","Cham. & Schltdl.","B. Rambo SJ","RS","Faz. Englert",NA,NA,NA,NA,NA,NA,"1954",NA,NA,"Magnoliatae",NA,"09","15",NA,NA,NA,NA
"46","2019-08-27 13:32:31-03","IAP","PACA-AGP","56283","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1955","01","02",NA,"Brasil",NA,NA,"fl. fr. Habitat: in campestribus graminosis Fenofase: flor","PACA056283","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","Faz. Englert",NA,NA,NA,NA,NA,NA,"1955",NA,NA,"Magnoliatae",NA,"04","09",NA,NA,NA,NA
"47","2019-08-27 13:32:31-03","IAP","PACA-AGP","56971","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1955","11","04",NA,"Brasil",NA,NA,"fl. fr. Habitat: in graminosis Fenofase: flor","PACA056971","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","Vila Manresa",NA,NA,NA,NA,NA,NA,"1957",NA,NA,"Magnoliatae",NA,"05","14",NA,NA,NA,NA
