"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00919010","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","D. Philcox","1968","01","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995173' target='other'> <mi>dwc_moreinfo</mi></a>","NY00919010","4078","Magnoliophyta","Poales","Boeckeler","G. C. Tucker","Mato Grosso","Água Boa","Km 56 N. of Xavantina on Cachimbo road, Xavantina.","-52.1583","-14.0503","NY00919010_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00919008","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","H. S. Irwin","1972","01","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995169' target='other'> <mi>dwc_moreinfo</mi></a>","NY00919008","34905","Magnoliophyta","Poales","Boeckeler","G. C. Tucker","Goiás","Niquelândia","ca. 17 km S. of Niquelândia","-48.45","-14.60365","NY00919008_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00919006","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","H. S. Irwin","1970","01","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995164' target='other'> <mi>dwc_moreinfo</mi></a>","NY00919006","25129","Magnoliophyta","Poales","Boeckeler","E. R. Guaglianone","Goiás","Catalão","Contraforte Central, ca. 22 km N.E. of Catalão","-47.80297","-18.02615","NY00919006_01","875","875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","622632","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","G. G. Hatschbach","1969","12","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756458' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622632","23154","Magnoliophyta","Poales","Boeckeler","G. C. Tucker","Paraná","Foz do Iguaçu","Rio Ocui.","-54.5881","-25.5481","NY00622632_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2017-08-07 09:06:00-03","NY","NYBG","02618644","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","J. Evangelista de Oliveira","1949","05","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2926542' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618644","1347","Magnoliophyta","Poales",NA,NA,"Minas Gerais","Campos Altos","Uruburetama. Margem do ribeirão da Perdição.","-46.1713981628418","-19.6961002349854","NY02618644_01",NA,NA,"31611","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-10-19 10:00:00-02","NY","NYBG","668437","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","N. B. Deginani","1999","05","13","South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756456' target='other'> <mi>dwc_moreinfo</mi></a>","NY00668437","1328","Magnoliophyta","Poales",NA,"E. R. Guaglianone","Misiones","San Pedro","Reserva Esmeralda. Cerca del arroyo Florida.","-53.9","-26.88",NA,"480","480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02447322","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","S. A. Mori","1979","10","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2363398' target='other'> <mi>dwc_moreinfo</mi></a>","NY02447322","12904","Magnoliophyta","Poales","Boeckeler","M. Alves","Bahia","Palmeiras","Pai Inácio. BR 242, km 232, a cerca de 15 km ao NE de Palmeiras","-41.5589","-12.5292","NY02447322_01","1000","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","668438","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","R. Seidel","1988","03","03","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756457' target='other'> <mi>dwc_moreinfo</mi></a>","NY00668438","2365","Magnoliophyta","Poales","Boeckeler","G. C. Tucker","La Paz",NA,"Alto Beni, Popoy antes de llegar a la Concesión de la Coperativa San José.",NA,NA,NA,"550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","802516","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","M. H. Nee","1998","03","21","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200559' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802516","48734","Magnoliophyta","Poales","Boeckeler","M. H. Nee","Santa Cruz","Andrés Ibáñez","Along Brecha 5, 2.2 km E of highway from Santa Cruz to Abapó, leaving from km 38.","-63.18","-18.07",NA,"480","480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","622634","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","G. Eiten","1965","02","06","South America","Brazil","sheet",NA,"(from plant 3) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622634","5847","Magnoliophyta","Poales","Boeckeler","L. T. Eiten","São Paulo","Paraguaçú Paulista","6 km north of city of Paraguaçu Paulista, at forest station.","-50.57","-22.28","NY00622634_01","500","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00919222","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","martianus","Cyperus martianus","Y. E. J. Mexia","1930","05","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996782' target='other'> <mi>dwc_moreinfo</mi></a>","NY00919222","4757","Magnoliophyta","Poales","Roem. & Schult.","H. K. Svenson","Minas Gerais","Viçosa","Agricultural College lands. Disused road Chácha Valley Hill.","-42.860644","-20.766686","NY00919222_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","622455","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","virens","Cyperus virens montanus","L. B. Smith","1957","02","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568798' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622455","11022","Magnoliophyta","Poales","(Boeckeler) Denton","M. F. Denton","Santa Catarina",NA,"Mun. Caçador-Curitibanos: 11 km southeast of Caçador on the road to Lebon Regis (47 km).",NA,NA,"NY00622455_01","700","900",NA,NA,"montanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-29 15:17:00-03","NY","NYBG","668639","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","virens","Cyperus virens montanus","E. R. Guaglianone","1995","11","21","South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=568797' target='other'> <mi>dwc_moreinfo</mi></a>","NY00668639","3001","Magnoliophyta","Poales","(Boeckeler) Denton","E. R. Guaglianone","Misiones","General Manuel Belgrano","Ruta Nac. 101, 12 km al N de San Antonio, Arroyo Toro.","-53.77","-26.03",NA,"480","480",NA,NA,"montanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:51:55-03","EAO","IAN","63684","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","Pires, JM; Black, GA","1951","01","10","Southern America","Brasil",NA,NA,NA,"IAN063684","3238","Monocotiledônea",NA,"Boeck.","Eiten, LT","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541","IAN063684 IAN063684_e",NA,NA,"13937","auto",NA,"1961",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-02 16:28:45-03","CPAN-UFMS","COR","12024","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","Damasceno-Júnior, G. A.; Milliken, W.; Urquiza, M. V. S. & Alves, F. M.","2005","02","23",NA,"Brasil",NA,NA,"Erva ereta Habito: Erva",NA,"3474",NA,NA,"Boeckeler","Silva, L. P.","Mato Grosso do Sul","Corumbá","Mineração Corumbaense; próximo ao refeitório","-57.581111","-19.204167",NA,"850","850",NA,NA,NA,"2018","11","23","57º34'52''W","19º12'15''S",NA,NA,NA,NA,NA
"26","2019-10-09 11:27:49-03","UFBA","ALCB","122376","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","Miranda, AM","2014","08","21","Southern America","Brasil",NA,NA,"Segmentos vegetativos e reprodutivos verdes.","ALCB007501","6776","Monocotyledon",NA,"Boeckeler","Miranda, AM","Bahia","Salvador","Ilha dos Frades","-38.510799407959","-12.9710998535156","ALCB007501",NA,NA,"26018","auto",NA,"2014","09",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:13:44-03","NBC","NL-BOTANY","L.1383488","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","virens","Cyperus virens montanus","Smith LB; Klein RM","1956","12","07","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1383488 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1383488",NA,NA,"Poales",NA,NA,NA,NA,"Santa Catarina, km 151 Erf, Mun. Papanduva: Bog north of Papanduva on the Estrada de Rodagem Federal.",NA,NA,"NL-L1383488",NA,NA,NA,NA,"montanus",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-02-08 10:13:44-03","NBC","NL-BOTANY","L.1383489","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","virens","Cyperus virens montanus","Reitz R; Klein RM","1962","12","17","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1383489 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1383489",NA,NA,"Poales",NA,NA,NA,NA,"Santa Catarina, Morro Pinheiro Sêco, Lajes, Campo úmido.",NA,NA,"NL-L1383489",NA,NA,NA,NA,"montanus",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-11-19 10:23:18-03","CPAP","CPAP","10154","PreserverdSpecimen","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","Cervi, A. C.","1991","10","19",NA,"Brasil",NA,NA,"Terrestre. FLOR: inflorescência verde. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: .",NA,"3432",NA,NA,"Boeckeler","L.Pereira-Silva","PR","Foz do Iguaçu&nf;ag","Trilha do Macuco, Parque do Iguaçu",NA,NA,NA,NA,NA,NA,NA,NA,"2018","11","23",NA,NA,NA,NA,NA,NA,NA
"30","2016-02-02 14:38:00-02","BGBM","B","B 10 0146614","S","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","F. Sellow",NA,NA,NA,"Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100146614 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100146614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100146614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-02-02 14:38:00-02","BGBM","B","B 10 0146616","S","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","Mendonça",NA,NA,NA,"Middle and South America","Brazil",NA,NA,"II; Cyperus martianus Schrad. <a href=http://herbarium.bgbm.org/object/B100146616 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100146616","909",NA,NA,NA,"M. Alves",NA,NA,"Brasilia: Friburgo.",NA,NA,"B100146616 B100146616_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type ?",NA,NA,NA
"32","2016-02-02 14:38:00-02","BGBM","B","B 10 0146612","S","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","Mendonça",NA,NA,NA,"Middle and South America","Brazil",NA,NA,"I; Cyperus martianus Schrad. <a href=http://herbarium.bgbm.org/object/B100146612 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100146612","909",NA,NA,NA,NA,NA,NA,"Friburgo.",NA,NA,"B100146612 B100146612_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type ?",NA,NA,NA
"33","2016-02-02 14:38:00-02","BGBM","B","B 10 0146615","S","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","F. Sellow",NA,NA,NA,"Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100146615 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100146615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100146615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-02-02 14:38:00-02","BGBM","B","B 10 0244285","S","Plantae","Cyperaceae","Cyperus","virens","Cyperus virens var. montanus","E. H. G. Ule","1885","11",NA,"Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100244285 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100244285","556",NA,NA,"Dent.",NA,NA,NA,"In Gräben am kleinen Fluss bei Itajahy.",NA,NA,"B100244285",NA,NA,NA,NA,"var. montanus",NA,NA,NA,NA,NA,NA,"holotype",NA,NA,NA
"35","2019-07-26 11:39:51-03","IPA","IPA","63042","S","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","Ferreira, C.; et al.; et al.","2003","04","24","Southern America","Brasil",NA,NA,NA,"IPA0063042","FRC-43","Plantae",NA,"Boeck.","Costa e Silva, M.B.; Maciel, J.R.","Pernambuco","Moreno","Reserva Ecológica de Carnijó.","-35.0922012329102","-8.11861038208008",NA,NA,NA,"15458","auto",NA,"2006","06",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-02-15 11:37:25-02","IPA","IPA","82806","S","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","Costa e Silva, M.B.; Pereira, R.; Santos, E.A.; VIana, A.; Silva, J.S.; Rosselin; Pereira, R.; Santos, E.A.; VIana, A.; Silva, J.S.; Rosselini, R.","2008","06",NA,"Southern America","Brasil",NA,NA,NA,"IPA0082806","3694","Plantae",NA,"Boeck.",NA,"Pernambuco","Arcoverde",NA,"-36.839444","-8.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-36.839444","-8.4",NA,NA,NA,NA,NA
"37","2019-02-15 11:37:25-02","IPA","IPA","87399","S","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","Josinaldo Alves; Oliveira, M.; et al.; Oliveira, M.; et al.","2011","09","09","Southern America","Brasil",NA,NA,"Erva ca. 60cm de altura.","IPA0087399","643","Plantae",NA,"Boeck.","Josinaldo Alves","Pernambuco","Moreno","Engenho Pereira, As margens da estrada de barro.","-35.15","-8.133333",NA,NA,NA,NA,NA,NA,"2011","09","15","-35.15","-8.133333",NA,NA,NA,NA,NA
"38","2019-02-15 11:37:25-02","IPA","IPA","78610","S","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","Albuquerque, N.A.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.","2007","11","28","Southern America","Brasil",NA,NA,"Erva ca. de 1 m. Inflorescência verde-marrom.","IPA0078610","516","Plantae",NA,"Boeck.","Albuquerque, N.A.","Pernambuco","Igarassu","Mata de Piedade, Usina São José. Borda com canavial, local úmido.","-34.9063987731934","-7.83416986465454",NA,NA,NA,"24709","auto",NA,"2007","12","03",NA,NA,NA,NA,NA,NA,NA
"39","2019-02-15 11:37:25-02","IPA","IPA","78611","S","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","Albuquerque, N.A.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.","2007","11","28","Southern America","Brasil",NA,NA,"Erva ca. de 1 m. Inflorescência verde.","IPA0078611","517","Plantae",NA,"Boeck.","Albuquerque, N.A.","Pernambuco","Igarassu","Mata de Piedade, Usina São José. Interior perto do riacho.","-34.9063987731934","-7.83416986465454",NA,NA,NA,"24709","auto",NA,"2007","12","03",NA,NA,NA,NA,NA,NA,NA
"40","2020-12-20 21:16:46-03","UFV","VIC","000149","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","Mexia, Y.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"VIC000149","4757",NA,NA,"Boeckeler",NA,"Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541","VIC000149",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2018-06-28 16:02:42-03","ASU","ASU-PLANTS","ASU0006439","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","L. R. Landrum; A. Trauth-Nare, E. Gilbert","2003","6","16",NA,"Ecuador",NA,NA,"Perennial herb on bluff.",NA,"10677","Magnoliophyta","Poales","Boeck.","Gordon Tucker","Napo",NA,"Cotococha; about 1 km west of Venecia and 25 km east of Tena; on the south side of the Napo River.","-77.714209","-1.043822",NA,"450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 14:33:56-03","UFJF","CESJ","62235","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","E.M.Francisco","2009","03","05","América do Sul","Brasil",NA,NA,"Herbácea, inflorescências claras.","CESJ062235","195","Angiosperma",NA,"Boeck.","M.Alves","Paraná","Londrina","Fazenda Santa Helena, Lat.: 23º24'S; Lon.: 51º14'W","-51.1627998352051","-23.3103008270264",NA,NA,NA,"63728","auto",NA,"2010","06","09",NA,NA,NA,NA,NA,NA,NA
"43","2021-04-07 11:42:36-03","UFMS","CGMS","32588","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","G.S.V. Duarte","2010","08","16",NA,"Brasil",NA,NA,NA,"CGMS1062012","89",NA,NA,"Boeckeler","G.S.V. Duarte; V.J. Pott","Mato Grosso do Sul","Dourados","Jaguapiru I. Microbacia Laranja Doce.","-54.8166667","-22.1863889",NA,"424","424",NA,NA,NA,"2011","03","02","-54,8166667","-22,1863889",NA,NA,NA,NA,NA
"44","2021-04-07 11:42:36-03","UFMS","CGMS","70235","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","friburgensis","Cyperus friburgensis","V.J. Pott; A. Pott; G.A. Damasceno-Junior; J.A. Ratter; J. Yesilyurt; W. Milliken","2005","02","15",NA,"Brasil",NA,NA,NA,"CGMS1069619","7501",NA,NA,"Boeckeler","S.M. Hefler","Mato Grosso do Sul","Corumbá","MCR (Mineração Corumbaense Reunidas), Rio Tinto, Maciço do Urucum.","-57.55","-19.2",NA,"850","850",NA,NA,NA,"2005","11","07","-57,55","-19,2",NA,NA,NA,NA,NA
