"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","year","month","day","stateProvince","minimumElevationInMeters","maximumElevationInMeters","county","decimalLongitude","decimalLatitude","imagecode","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","4007545","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","E. P. Killip","20690","South America","Colombia","Páramo del Hatico, en route from Toldo to Pamplona.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315116' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007545","1927","03","12","Norte de Santander","2900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","4007573","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","Y. E. J. Mexia","7636","South America","Ecuador","Canton Tulcan; road Pun to Tulcan; above La Invidia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315144' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007573","1935","08","15","Carchi","3170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","4007554","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","R. Jaramillo Mejía","3707","South America","Colombia","Arriba de la carretera Tunja a Arcabuco; quebrada afluente del río Pómeca.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315125' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007554","1967","10","17","Boyacá","3100","3150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","4007517","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","R. L. Liesner","23276","South America",NA,"GUYANA-VENEZUELA Border Area. Dist. MAZARUNI-POTARO: Roraima, summit. La Proa Campr East of border. Near Lake Gladys.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315088' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007517","1988","04","14",NA,"2800",NA,NA,"-61.22","5.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","4007526","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","J. A. Steyermark","126047","South America","Venezuela","Departamento Atabapo: CERRO MARAHUACA - FHUIF. Cumbre, zona boscosa en la falda este del riachuelo.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315097' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007526","1982","02","01","Amazonas","2480","2500",NA,"-65.33","3.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","678667","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","R. C. Moran","5905","South America","Bolivia","Cantón Mairana, Parque Nacional Amboro, 7km NNE by air from Mairana.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=810466' target='other'> <mi>dwc_moreinfo</mi></a>","NY00678667","1994","07","22","Santa Cruz","2300","2300","Florida","-65.92","-18.05",NA,"R. C. Moran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","4007567","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","M. Lehnert","488","South America","Bolivia","camino viejo a Unduavi, ca. 500 m de Chuspipata","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315138' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007567","2002","11","09","La Paz","3000",NA,"Nor Yungas","-67.8","-16.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","4007553","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","R. Romero-Castañeda","9345","South America","Colombia","Alrededores de Corozal: Palmito.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315124' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007553","1962","12","20","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","4007564","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","J. L. Luteyn","7692","South America","Colombia","Bogotá-Fusagasuga road, km 32-34.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315135' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007564","1979","05","15","Cundinamarca","2450","2620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4007514","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","R. L. Liesner","23169","South America","Venezuela","Kukenan Tepuí summit.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315085' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007514","1988","04","12","Bolívar","2550",NA,NA,"-61.3","5.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","4007576","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","J. L. Luteyn","6673","South America","Ecuador","Páramos de Saraguro, Páramo ca. 7 kms S of Saraguro.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315147' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007576","1979","01","02","Loja","3000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","4007537","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","W. D. Rodríguez-Duque","5405","South America","Colombia","Mpio Caramanta. Sector Cuchilla Potrerito, límites con Valparaíso","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315108' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007537","2005","04","15","Antioquia","2540",NA,NA,"-75.66033","5.578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","4007552","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","M. L. Grant","9607Station 33","South America","Colombia","Cordillera Oriental. Muchindote Valley, west side of Quebrada Seca, 13 kilometers northeast of Gachetá.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315123' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007552","1944","07","05","Cundinamarca","2700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","4007519","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","J. A. Steyermark","888","South America","Venezuela","Chimantá Massif. Central Section. Swampy savanna along west branch of headwaters of Rio Tirica above Upper Falls.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315090' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007519","1955","02","17","Bolívar","2090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","4007571","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","P. C. Hutchison","5687","South America","Peru","Cerros Calla Calla","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315142' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007571","1964","06","16","Amazonas","3100",NA,"Chachapoyas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","4007570","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","J. L. Luteyn","6673","South America","Ecuador","Páramos de Saraguro, Páramo ca. 7 kms S of Saraguro.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315141' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007570","1979","01","02","Loja","3000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01405235","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","B. Maguire","65656","South America","Venezuela","Cerro Marahuaca, cumbre, sección suroriental, vecindades del zanjón","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2300011' target='other'> <mi>dwc_moreinfo</mi></a>","NY01405235","1981","01","15","Amazonas","2685","2685","Mun. Atabapo","-65.35","3.62","NY01405235_01","J. T. Mickel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","4007568","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","B.R. Chambi","209","South America","Peru","Cusco, Waiquichas.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315139' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007568","2006","04","03","Cusco","2600",NA,"Paucartambo","-71.59","-13.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","4007520","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","R. Duno de Stefano","1472","South America","Venezuela","Parque Nacional Dinira; Quebrada Las Lajitas (sistema de tres quebradas sobre lajas), en la vertiente larense del Pico de Cendé.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315091' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007520","2001","01","11","Lara","2600",NA,NA,"-70.095","9.5517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","4007549","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","F. W. Pennell","9249","South America","Colombia","Pinares, above Salento. Cordillera Central.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315120' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007549","1922","08","02","Caldas","2700","2900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","4007557","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","R. M. Tryon","5944","South America","Colombia","Páramo de Guasca. 7 km. east of Guasca (40 km. northeast of Bogotá).","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315128' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007557","1961","09","28","Cundinamarca","3000","3100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","4007515","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","R. L. Liesner","23169","South America","Venezuela","Kukenan Tepuí summit.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315086' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007515","1988","04","12","Bolívar","2550",NA,NA,"-61.3","5.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","4007577","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","A. D. A. Fay","4335","South America","Ecuador","Within 3 km of pueblo of Colonia Huaqueña.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315148' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007577","1994","06","30","Carchi","3500",NA,"Montúfar","-77.7","0.5847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","4007550","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","F. W. Pennell","2204","South America","Colombia","Cerro de Focha, near Bogota.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315121' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007550","1917","09","26","Cundinamarca","3100","3200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","4007512","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","B. Maguire","65656","South America","Venezuela","Cerro Marahuaca. Departamento Atabapo: Cerro Marahuaca, cumbre, Sección suroriental, vecindades del zanjón. At base of cañon.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315083' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007512","1981","01","15","Amazonas","2685",NA,NA,"-65.35","3.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","4007556","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","R. Jaramillo Mejía","4572","South America","Colombia","Al N de Bogotá; bosques arriba de la hacienda La Francia (Torquita).","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315127' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007556","1967","12","13","Cundinamarca","3030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","4007547","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","E. P. Killip","19938","South America","Colombia","Road from Pamplona to Toledo, crossing the divide between Río La Teja (Maracaibo drainage) and Río Mesme (Orinoco drainage).","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315118' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007547","1927","02","27","Norte de Santander","2800","3000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","4007516","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","R. L. Liesner","23276","South America",NA,"GUYANA-VENEZUELA Border Area. Dist. MAZARUNI-POTARO: Roraima, summit. La Proa Campr East of border. Near Lake Gladys.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315087' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007516","1988","04","14",NA,"2800",NA,NA,"-61.22","5.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","4007522","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","L. J. Dorr","5028","South America","Venezuela","Páramo de Guaramacal.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315093' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007522","1988","04","29","Trujillo","2800",NA,"Bocono","-70.18","9.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","4007513","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","R. L. Liesner","23169","South America","Venezuela","Kukenan Tepuí summit.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315084' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007513","1988","04","12","Bolívar","2550",NA,NA,"-61.3","5.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","04007507","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","J. A. Steyermark","126041","South America","Venezuela","Departamento Atabapo: CERRO MARAHUACA - FHUIF. Cumbre, zona pantanosa no arbolada en la altiplanicie, río arriba.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315075' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007507","1982","02","02","Amazonas","2480","2500",NA,"-65.33","3.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","4007525","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","B. Maguire","65656","South America","Venezuela","Cerro Marahuaca. Departamento Atabapo: Cerro Marahuaca, cumbre, Sección suroriental, vecindades del zanjón. At base of cañon.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315096' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007525","1981","01","15","Amazonas","2685",NA,NA,"-65.35","3.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","4007555","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","R. Jaramillo Mejía","4346","South America","Colombia","Páramo de Guantiva; carretera a Onzaga.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315126' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007555","1967","11","27","Santander","3250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","4007574","PreservedSpecimen","Plantae","Pteridophyta","Cyatheales","Culcitaceae","Culcita","coniifolia","Culcita coniifolia","(Hook.) Maxon","A. D. A. Fay","2963","South America","Bolivia","Off the La Paz- Yolosa Road, along road, about 1 km east of Cotapata gas station, and on a trail on left (from La Paz), roughly north","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4315145' target='other'> <mi>dwc_moreinfo</mi></a>","NY04007574","1990","08","08","La Paz","3200",NA,"Nor Yungas","-67.83","-16.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
