"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","class","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"11","2019-10-09 11:11:02-03","UFBA","ALCB","033726","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Gasson, P; Harley, RM; Soffiatti, P; França, F; Nic Lughadha, E","PCD5905","1997","02","28","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai Inácio","-41","-12",NA,NA,NA,"1,50 m. Folhas coriáceas, discolores, face abaxial branca, pubescente, adaxial brilhosa, glabra quando adulta e pilosidade ferrugínea quando jovem. tubo da corola branco-rosado; anteras amarronzadas, estiletes rosa. Ocasional.",NA,NA,"Bautista, HP; Hind, DJN",NA,NA,NA,"-41","-12","2000","09",NA,NA,NA,NA,NA
"12","2019-10-09 11:11:02-03","UFBA","ALCB","033613","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Harley, RM; Hind, DJN; Smith, S; Bautista, HP; Giulietti, AM","PCD&nf;3518","1996","07","08","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41","-12",NA,NA,NA,"2,50 m. Folhas novas com pilosidade castanha, ambas as faces; maduras de face adaxial verde-escuro-brilhante, abaxial verde-acinzentada. Inflorescência com filários verde-pálido; flores lilás; estilete e anteras lilases passando a alvos. Visitada por",NA,NA,"Loeuille, B",NA,NA,NA,"-41","-12","2007","09",NA,NA,NA,NA,NA
"13","2019-10-09 11:11:02-03","UFBA","ALCB","04287","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Costa, AL","s/n","1973","11","21","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Serra do Mucugê","-41","-13",NA,NA,NA,NA,NA,NA,"Locuille, B",NA,NA,NA,"-41","-13","2007","09",NA,NA,NA,NA,NA
"14","2019-10-09 11:11:02-03","UFBA","ALCB","04285","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Cordeiro, J","s/n","1973","08","11","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra do Pai Inácio","-41.316667","-12.65",NA,NA,NA,"Ca. de 3 - 4 cm.",NA,NA,"Locuille, B",NA,NA,NA,"-41.316667","-12.65","2007","09",NA,NA,NA,NA,NA
"15","2019-10-09 11:11:02-03","UFBA","ALCB","027933","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Almeida, MF","s/n","1995",NA,NA,"Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai Inácio","-41.472222","-12.45",NA,NA,NA,"Ca. de 2m de alt. Inflorescência em capítulo, flores de cor alva.; Substrato rochoso.",NA,NA,"Lecuille, B",NA,NA,NA,"-41.472222","-12.45","2007","09",NA,NA,NA,NA,NA
"16","2019-10-09 11:11:02-03","UFBA","ALCB","033311","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Orlandi, RP; Stradmann, MTS; Poveda, A","PCD657","1994","08","31","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.440278","-12.459722","930","930",NA,"2,00 m. Folhas simples, coriáceas, discolores, face abaxial pubescente. Capítulos com flores lilás.; Vegetação rupícola em terreno plano. Afloramento rochoso de arenito.",NA,NA,"Loeuille, B",NA,NA,NA,"-41.440278","-12.459722","2007","09",NA,NA,NA,NA,NA
"17","2019-10-09 11:11:02-03","UFBA","ALCB","033312","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Melo, E; Costa, J; Melo, E; Ferreira, MC","PCD1751","1995","04","24","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, Topo do Morro de Pai Inácio, próximo ao cruzeiro.","-41.471389","-12.458611","1180","1180",NA,"2,00 m. Folhas simples, discolores, coriáceas. Inflorescências alvas.; Vegetação herbáceo-arbustiva esparsa. Afloramentos rochosos de arenito.",NA,NA,"Loeuille, B",NA,NA,NA,"-41.471389","-12.458611","2007","09",NA,NA,NA,NA,NA
"18","2019-10-09 11:11:02-03","UFBA","ALCB","033351","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Orlandi, RP; Bautista, HP; Pereira, A","PCD274","1994","07","29","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.455556","-12.455556","880","880",NA,"2,00 m, tomentoso. Folhas simples, coriáceas, discolores. Capítulos globosos, densifloros, clores lilás.; Base da serra com gramíneas e arbustos. Afloramento rochoso de arenito.",NA,NA,"Loeuille, B",NA,NA,NA,"-41.455556","-12.455556","2007","09",NA,NA,NA,NA,NA
"19","2019-10-09 11:11:02-03","UFBA","ALCB","033569","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Roque, N; Harley, RM; Bautista, HP; Hind, DJN","PCD&nf;4450","1996","11","18","Southern America","Brasil","Bahia","Rio de Contas","Chapada Diamantina, Pé da Serra do Marcelino","-41.841111","-13.578889","1015","1015",NA,"3,50 m. Folhas jovens ferrugíneas, tornando-se verde-escuro na face adaxial, abaxial verde-acinzentado. Inflorescência verlhas são pendentes, flores passadas. Frequente.; Solo arenoso e pedregoso.",NA,NA,"Bautista, HP; Hind, DJN",NA,NA,NA,"-41.841111","-13.578889","2000","09",NA,NA,NA,NA,NA
"20","2019-10-09 11:11:02-03","UFBA","ALCB","033771","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Hind, DJN; Bautista, HP; Smith, S","PCD&nf;3550","1996","07","12","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Estrada Andaraí-Mucugê, ao lado da torre da Embratel","-41.320556","-12.957222","1250","1250",NA,"4,00 m, ramos castanhos tomentosos. Folhas discolores, face adaxial verde-glabra e abaxial verde-clara-acinzentada. Flores lilás-claro a alvas. Visitada por abelhas.; Substrato lilólico, às vezes areno-humoso.",NA,NA,"Loeuille, B",NA,NA,NA,"-41.320556","-12.957222","2007","09",NA,NA,NA,NA,NA
"21","2019-10-09 11:11:02-03","UFBA","ALCB","033824","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Hind, DJN; Bautista, HP; Queiroz, LP de; M.M. da Silva","PCD&nf;3964","1996","11","03","Southern America","Brasil","Bahia","Piatã","Chapada Diamantina","-41.766111","-13.149167",NA,NA,NA,"até 3 m alt., tronco de 10 cm diâmetro. Folhas jovens ferrugíneas na face superior, verdes quando adultas, face inferior verde-acinzentadas. Flores jovens lilás, raramente alvas, estilete lilás. Fruto aquênio imaturo. Visitada por abelhas e formigas.",NA,NA,"Bautista, HP; Hind, DJN",NA,NA,NA,"-41.766111","-13.149167","2000","09",NA,NA,NA,NA,NA
"22","2019-10-09 11:11:02-03","UFBA","ALCB","101874","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Guedes, ML; Gomes, FS; Guaré, F; Silveira, ER; et al.","18836","2011","04","23","Southern America","Brasil","Bahia","Rio de Contas","Chapada Diamantina, Caminho para o Campo do Queiroz","-41.871667","-13.545833",NA,NA,NA,"de ca 2,5 m de altura. Folhas discolores com indumento esbranquiçado. Inflorescência capítulo com flores liláses.",NA,NA,"Guedes, ML",NA,NA,NA,"-41.871667","-13.545833","2012","01",NA,NA,NA,NA,NA
"23","2019-10-09 11:11:02-03","UFBA","ALCB","101923","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Guedes, ML; Gomes, FS; Guaré, F; Silveira, ER; et al.","18885","2011","04","24","Southern America","Brasil","Bahia","Piatã","Chapada Diamantina, Antes de chegar em Piatã","-41.759167","-13.241944",NA,NA,NA,"Folhas coriáceas, discolores, face abaxial com indumento . Capítulos com flores liláses.",NA,NA,"Guedes, ML",NA,NA,NA,"-41.759167","-13.241944","2012","01",NA,NA,NA,NA,NA
"24","2019-10-09 11:11:02-03","UFBA","ALCB","10480","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Santana, W","s/n","1979","10","14","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Vale do Mucugezinho","-41.316667","-12.65",NA,NA,NA,NA,NA,NA,"Locuille, B",NA,NA,NA,"-41.316667","-12.65","2007","09",NA,NA,NA,NA,NA
"25","2019-10-09 11:11:02-03","UFBA","ALCB","21232","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Guedes, ML","1442","1987","10","10","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, 1 km do Norte","-41","-13",NA,NA,NA,"De mais ou menos 3,0 m de alt. Folhas coriáceas. Inflorescência com flores amarelo pálido.",NA,NA,"Guedes, ML; Louille, B",NA,NA,NA,"-41","-13","2007","09",NA,NA,NA,NA,NA
"26","2019-10-09 11:11:02-03","UFBA","ALCB","113942","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Guedes, ML; Medeiros, A; Alunos de Microbiologia de Adriana","21673","2014","05","02","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, Capão, caminho para Riachinho .","-41.514722","-12.571667","889","889",NA,"Folhas pecioladas, cartáceas, discolores, face abaxial esbranquiçada. Capítulos globosos com flores com papus cerdosos cremes e corola tubulosa lilás.",NA,NA,"Roque, N",NA,NA,NA,"-41.514722","-12.571667","2014","06",NA,NA,NA,NA,NA
"27","2019-10-09 11:11:02-03","UFBA","ALCB","124684","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Roque, N; Alunos de Sistemática Evolução de Espermatófitas","4768","2016","04","16","Southern America","Brasil","Bahia","Mucugê","trilha para a Cachoeira da Sibéria.","-41.348333","-12.989722","903","903",NA,"ca. 3,0m alt. Folhas discolores. Brácteas involucrais verdes, corola lilás.","ALCB012849","ALCB012849","Roque, N",NA,NA,NA,"-41.348333","-12.989722","2016","04",NA,NA,NA,NA,NA
"28","2019-10-09 11:11:02-03","UFBA","ALCB","129520","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Ferreira, PL; Ribeiro, CC; Groppo, M; Goldman, EF","10","2013","05","17","Southern America","Brasil","Bahia","Palmeiras","Morro do Pai Inácio, ao redor da trilha iniciada pela torre de transmissão.","-41.473056","-12.455833","1103","1103",NA,"Cerca de 2 m. Folhas glaucas na porção abaxial. Tricomas no caule e ramos. Corola roxa.; Campo rupestre.","ALCB047128","ALCB047128","Ferreira, PL",NA,NA,NA,"-41.473056","-12.455833","2013","09",NA,NA,NA,NA,NA
"29","2019-10-09 11:11:02-03","UFBA","ALCB","16294","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Lobo, CMB","s/n","1982","10","01","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina","-41.383333","-12.566667",NA,NA,NA,"Com mais de 3 m de alt. Folhas verde na face superior c/ manchas escuras e na face inferior esbranquiçadas.",NA,NA,"Locuille, B",NA,NA,NA,"-41.383333","-12.566667","2007","09",NA,NA,NA,NA,NA
"30","2019-10-09 11:11:02-03","UFBA","ALCB","17579","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Guedes, ML; Pinto, GCP","1989","1986","07","19","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Á 10 km de Lençois","-41.316667","-12.65",NA,NA,NA,"Ca. de mais ou menos 5,5 de alt. Folhas discolores, grossas na face adexial quando adultas e tomentosas ferrugineas quando jovens. Inflorescência com flores amareladas.",NA,NA,"Locuille, B",NA,NA,NA,"-41.316667","-12.65","2007","09",NA,NA,NA,NA,NA
"31","2019-10-09 11:11:02-03","UFBA","ALCB","19789","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Luciana; Louise; Santos, NS dos","620","1983","06","29","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Caminho da Serra Pai Inácio","-41.316667","-12.65",NA,NA,NA,"Ca. de mais ou menos 2,5 de alt. Folhas semicoriáceas, discolor. Inflorescência de flores liláses.",NA,NA,"Locuille, B",NA,NA,NA,"-41.316667","-12.65","2007","09",NA,NA,NA,NA,NA
"32","2019-10-09 11:11:02-03","UFBA","ALCB","64814","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Roque, N; Watanabe, MTC; Mota, AC da; Passos Júnior, LA; Passos Júnior, LA; Botelho, RB;","738","2003","12","03","Southern America","Brasil","Bahia","Andaraí","Chapada Diamantina, 3 km de Andaraí em direção a Mucugê","-41.325556","-12.83",NA,NA,NA,"Ca. 4 m de alt. Folhas discolores. Inflorescência passadas.",NA,NA,"Locuille, B",NA,NA,NA,"-41.325556","-12.83","2007","09",NA,NA,NA,NA,NA
"33","2019-10-09 11:11:02-03","UFBA","ALCB","73586","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Roque, N; Alunos de Botânica III","1408","2006","07","08","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Trilha para as Andorinhas","-41.341389","-12.992222",NA,NA,NA,"2,5 de alt. Folhas descolores. Brácteas verdes, corola rósea.",NA,NA,"Locuille, B",NA,NA,NA,"-41.341389","-12.992222","2007","09",NA,NA,NA,NA,NA
"34","2019-10-09 11:11:02-03","UFBA","ALCB","80481","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Melo, E; França, F; Gonçalves, JM; Moraes, AO; Rocha, D","4803","2007","06","29","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Fazenda Guariba; nascente do Rio Salitre","-41.193889","-11.438056","1056","1056",NA,"ca. 2-2,5 m alt.. Folhas coriáceas fortemente discolor, capítulos esverdeados. Flores brancas.",NA,NA,"Roque, N",NA,NA,NA,"-41.193889","-11.438056","2016","03",NA,NA,NA,NA,NA
"35","2019-10-09 11:11:02-03","UFBA","ALCB","82064","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Guedes, ML; Guaré, F","14231","2007","12","07","Southern America","Brasil","Bahia","Andaraí","Chapada Diamantina, Caminho para o Paty","-41.338611","-12.803333","438","438",NA,"Ca. 2,0 m de alt. Folhas cartáceas, com a face abaxial esbranquiçada. Inflorescência com capítulos passados.",NA,NA,"Guedes, ML; Prates, ARS",NA,NA,NA,"-41.338611","-12.803333","2008","01",NA,NA,NA,NA,NA
"36","2019-10-09 11:11:02-03","UFBA","ALCB","82064","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Guedes, ML; Guaré, F; et al.","14231","2007","12","07","Southern America","Brasil","Bahia","Andaraí","Chapada Diamantina, Caminho para o Paty","-41.338611","-12.803333","438","438",NA,"de ca 2,0 m de altura. Folhas cartáceas, com a face abaxial esbranquiçada. Inflorescência com capítulos passados.",NA,NA,"Guedes, ML; Prates, ARS",NA,NA,NA,"-41.338611","-12.803333","2008","01",NA,NA,NA,NA,NA
"37","2019-10-09 11:11:02-03","UFBA","ALCB","88914","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Roque, N; Alunos de Botânica III","2063","2009","05","23","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, trilha Cruzeiro dos Bêbados até Medonha","-41.366667","-13","1020","1020",NA,"até 3m alt., folhas discolores. Brácteas involucrais verdes, corola lilás.; ecótono entre campos rupestre e Mata Semidecídua.",NA,NA,NA,NA,NA,NA,"-41.366667","-13",NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:11:02-03","UFBA","ALCB","88998","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Roque, N; Accioly, M","2106","2009","07","04","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Ca. de 6 km do Cemitério em direção à Mucugê","-41.425833","-13.022222","1032","1032",NA,"Ca. 2m alt.; folhas discolores. Brácteas involucrais verdes, flores róseas passando a alvas.",NA,NA,"Roque, N",NA,NA,NA,"-41.425833","-13.022222","2009","07",NA,NA,NA,NA,NA
"39","2019-10-09 11:11:02-03","UFBA","ALCB","88998","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Roque, N; Acevedo-Rodríguez, P; Funk, V; Keeley, S","2106","2009","07","04","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, ca. 6km do Cemitério em direção à Mucugê","-41.425833","-13.022222","1032","1032",NA,"ca. 2m alt.; folhas discolores. Brácteas involucrais verdes, flores róseas passando a alvas.",NA,NA,"Roque, N",NA,NA,NA,"-41.425833","-13.022222","2009","07",NA,NA,NA,NA,NA
"40","2019-10-09 11:11:02-03","UFBA","ALCB","89023","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Roque, N; Acevedo-Rodríguez, P; Funk, V; Keeley, S","2131","2009","07","04","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, ca. 3km do Cemitério em direção à Mucugê","-41.385833","-13.000833","987","987",NA,"ca. 2m alt.; folhas discolores. Brácteas involucrais verdes, corola lilás.",NA,NA,"Roque, N; Liro, RM",NA,NA,NA,"-41.385833","-13.000833","2009","07",NA,NA,NA,NA,NA
"41","2019-10-09 11:11:02-03","UFBA","ALCB","89023","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Roque, N; Accioly, M","2131","2009","07","04","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Ca. 3 km do Cemitério em direção à Mucugê","-41.385833","-13.000833","987","987",NA,"Ca. 2 m alt.; folhas discolores. Brácteas involocrais verdes, corola lilás.",NA,NA,"Roque, N; Liro, RM",NA,NA,NA,"-41.385833","-13.000833","2009","07",NA,NA,NA,NA,NA
"42","2019-10-09 11:11:02-03","UFBA","ALCB","89054","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","harleyi","Paralychnophora harleyi","(H.Rob.) D.J.N.Hind","Roque, N; Acevedo-Rodríguez, P; Funk, V; Keeley, S","2162","2009","07","05","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Distrito de Guiné - subida do beco para o Pati","-41.47","-12.980278","1040","1040",NA,"1,5m alt., folhas discolores. Flores róseas passando a alvas.",NA,NA,"Roque, N; Rob., H; Rob., H",NA,NA,NA,"-41.47","-12.980278","2009","07",NA,NA,NA,NA,NA
