"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","locality","coordinatePrecision","geoFlag","phylum","order","individualCount","infraspecificEpithet","recordNumber","continentOcean","preparationType","class","minimumElevationInMeters","maximumElevationInMeters","fieldNumber"
"11","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4495","S","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia",NA,"Carlos Alberto Ferreira Júnior","2018","11","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4233","S","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia flamea",NA,"Carlos Alberto Ferreira Júnior","2017","11","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,NA,NA,NA,NA,NA,"1","flamea",NA,NA,NA,NA,NA,NA,NA
"13","2019-06-10 10:10:26-03","FZB-BH","CVJBFZB","4232","S","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia semi alba",NA,"Carlos Alberto Ferreira Júnior","2017","11","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,NA,NA,NA,NA,NA,"1","semi alba",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","414820","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia macrochila","Barb.Rodr.","F. C. Hoehne",NA,NA,NA,"A. Gehrt","1922","05","15","Brazil","São Paulo","Peruíbe","-46.99","-24.32",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240732' target='other'> <mi>dwc_moreinfo</mi></a>","NY00414820","NY00414820_01","Ilha Q. Grande [Ilha Queimada Grande]",NA,NA,"Magnoliophyta","Asparagales",NA,"macrochila","8146","South America","sheet",NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","414819","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Graham","C. Schweinfurth",NA,NA,NA,"J. E. Leite","1941","09","01","Brazil","Rio Grande do Sul","Sao Leopoldo","-51.143791","-29.75136",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=16879' target='other'> <mi>dwc_moreinfo</mi></a>","NY00414819","NY00414819_01","Vicinity of Sao Leopoldo",NA,NA,"Magnoliophyta","Asparagales",NA,NA,"431","South America","sheet",NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","414818","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Graham","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","1914","02","11","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=16878' target='other'> <mi>dwc_moreinfo</mi></a>","NY00414818","NY00414818_01","Santa Catarina",NA,NA,"Magnoliophyta","Asparagales",NA,NA,"15599","South America","sheet",NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","414820","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia macrochila","Barb.Rodr.","F. C. Hoehne",NA,NA,NA,"A. Gehrt","1922","05","15","Brazil","São Paulo","Peruíbe","-46.99","-24.32",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=240732' target='other'> <mi>dwc_moreinfo</mi></a>","NY00414820","NY00414820_01","Ilha Q. Grande [Ilha Queimada Grande]",NA,NA,"Magnoliophyta","Asparagales",NA,"macrochila","8146","South America","sheet",NA,NA,NA,NA
"18","2020-02-27 21:09:32-03","PUCPR","HUCP","21120","S","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","S.A.Graham","Lemos, JV",NA,NA,NA,"Lemos, JV","2008","09","07","Brasil","Paraná","Pontal do Paraná","-48.511100769043","-25.6735992431641",NA,NA,NA,"HUCP00002990","HUCP00002990","Rio Guaraguaçu","19508","auto","Monocotiledonea",NA,NA,NA,"079",NA,NA,NA,NA,NA,NA
"19","2020-11-04 12:17:29-03","ESALQ","ESA","11484","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","van den Berg, C.",NA,NA,NA,"Souza, V.C. ; Abbud, V.","1988","10","10","Brasil","São Paulo","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,NA,"ESA011484",NA,NA,"21922","auto","Magnoliophyta",NA,NA,NA,"220.0",NA,NA,NA,NA,NA,NA
"20","2020-11-04 12:17:29-03","ESALQ","ESA","11486","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","van den Berg, C.",NA,NA,NA,"Souza, V.C. ; Abbud, V.","1988","10","10","Brasil","São Paulo","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,NA,"ESA011486",NA,NA,"21922","auto","Magnoliophyta",NA,NA,NA,"261.0",NA,NA,NA,NA,NA,NA
"21","2020-11-04 12:17:29-03","ESALQ","ESA","41565","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia",NA,"van den Berg, C.",NA,NA,NA,"Farias, M. et al.","1986","10","03","Brasil","Rio Grande do Sul","Rio Grande","-52.0985984802246","-32.0349998474121",NA,NA,NA,"ESA041565",NA,NA,"82892","auto","Magnoliophyta",NA,NA,NA,"344.0",NA,NA,NA,NA,NA,NA
"22","2020-11-04 12:17:29-03","ESALQ","ESA","27761","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia",NA,NA,NA,NA,NA,"Gatti, L.L. ; Marques, R.C.","1995","11","08","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,"ESA027761",NA,NA,"44778","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-31 13:40:48-03","MN","R","35649","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Graham","Hoehne, F.C.",NA,NA,NA,"Hoehne, F.C.","1912","11","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-31 13:40:48-03","MN","R","35655","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Graham","Hoehne, F.C.",NA,NA,NA,"s.col.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-31 13:40:48-03","MN","R","35657","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Graham",NA,NA,NA,NA,"s.col.","1913","08","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-31 13:40:48-03","MN","R","35661","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Graham",NA,NA,NA,NA,"s.col.","1914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-31 13:40:48-03","MN","R","35664","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Graham",NA,NA,NA,NA,NA,"1913","08","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-31 13:40:48-03","MN","R","43778","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Graham",NA,NA,NA,NA,"Hans, D.","1946","11","06","Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139",NA,NA,NA,NA,NA,NA
"29","2021-03-31 13:40:48-03","MN","R","36500","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Graham",NA,NA,NA,NA,"Rosa, M.","1943","11",NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-31 13:40:48-03","MN","R","136029","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Graham",NA,NA,NA,NA,"Pabst, G.F.J.; Pereira, E. 6747; Fromm-Trinta, E. 854, Santos, E.A.A. 886 & Flaster, B. 844.","1961","11","03","Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6573",NA,NA,NA,NA,NA,NA
"31","2021-03-31 13:40:48-03","MN","R","187760","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Graham","Van den Berg, C.","1996","03","11","Costa, J.A.F.","1993","10","10","Brasil","Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-31 13:40:48-03","MN","R","219518","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Graham","Bouden, J.K.","1964","02",NA,"Segadas-Vianna, F.; Dau, L.; Ormond, W.T. & Machline, G.C.","1953","08","04","Brasil","Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,"Conselho Nacional de Pesquisas",NA,NA,NA,"25964","auto",NA,NA,NA,NA,"Restinga I - 669",NA,NA,NA,NA,NA,NA
"33","2021-03-31 13:40:48-03","MN","R","219519","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Graham","Bouden, J.K.","1964","02",NA,"Segadas-Vianna, F.; Dau, L.; Ormond, W.T. & Machline, G.C.","1953","08","02","Brasil","Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,"Conselho Nacional de Pesquisas",NA,NA,NA,"25964","auto",NA,NA,NA,NA,"Restinga I - 627",NA,NA,NA,NA,NA,NA
"34","2021-03-31 13:40:48-03","MN","R","219520","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Graham","Bouden, J.K.","1964","01","27","Segadas-Vianna, F.; Dau, L.; Ormond, W.T. & Machline, G.C.","1953","08","02","Brasil","Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,"Conselho Nacional de Pesquisas",NA,NA,NA,"25964","auto",NA,NA,NA,NA,"Restinga I - 626",NA,NA,NA,NA,NA,NA
"35","2021-01-28 09:14:57-03","MN","R","239722","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Graham",NA,NA,NA,NA,"Bernardo, J.P. 15; Alves, R.J.V.; Menezes, A.C.S. & Silva, N.G.","2019","10","12","Brasil","Rio de Janeiro","Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,NA,"R010067307","R010067307",NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-31 13:40:48-03","MN","R","161620","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Graham","Costa, J.A.F.","1986","09","03","Costa, J.A.F.","1986","09","03","Brasil","Rio Grande do Sul","Canoas","-51.1836013793945","-29.9178009033203",NA,NA,NA,NA,NA,NA,"8037","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:26:31-03","IAP","PACA-AGP","67259","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","V.F. Nunes",NA,NA,NA,"M.L.P., Z.S. & L.M.","1975","01","31","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"VULNERÁVEL&nf;HERB. ICN n. 1169&nf;Trans. 1.46 Habitat: Vegetação entre matações","PACA067259",NA,"Morro Itapão, Parq. Itapoã","41667","auto","Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"38","2019-08-27 13:26:31-03","IAP","PACA-AGP","114276","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","Singer, Rodrigo B.","2011","09","08","Dorneles, Maralise B.","2010","04","28","Brasil","RS","Caraá","-50.366889","-29.728361","50°22'00,8W","29°43'42,1S","Habitat: epifítico","PACA114276",NA,"Alto Vila Nova.",NA,NA,"Magnoliophyta","Orchidales",NA,NA,"21",NA,NA,"Liliatae",NA,NA,NA
"39","2019-08-27 13:26:31-03","IAP","PACA-AGP","115353","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","M.L. Paz, V. Graeff, M.F. Parode & V.R.P. da Silva","2014","09","30","M. L. Paz","2014","09","23","Brasil","RS","Palmares do Sul","-50.3447","-30.37045","50° 20.682'W","30° 22.227'S","Habitat: Epifitico","PACA115353",NA,"Fazenda Marcelina",NA,NA,"Magnoliophyta","Orchidales",NA,NA,"14",NA,NA,"Liliatae",NA,NA,NA
"40","2019-08-27 13:26:31-03","IAP","PACA-AGP","117986","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","Endres Jr., D.","2017","03","21","Endres Junior, D.","2017","03","21","Brasil","RS","São Lourenço do Sul","-51.960728","-31.353839","51º57'38.62''W","31º21'13.82''S","Hábito: epífita","PACA117986",NA,NA,NA,NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"41","2019-08-27 13:26:31-03","IAP","PACA-AGP","117987","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","Endres Jr., D.","2017","03","21","Endres Junior, D.","2017","03","21","Brasil","RS","Tapes","-51.395442","-30.689278","51º23'43.59''W","30º41'21.40''S","Hábito: epífita","PACA117987",NA,NA,NA,NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"42","2019-08-27 13:26:31-03","IAP","PACA-AGP","117988","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","Endres Jr., D.","2017","03","21","Endres Junior, D.","2017","03","21","Brasil","RS","Arambaré","-51.498047","-30.916581","51º29'52.97''W","30º54'59.69''S","Hábito: epífita","PACA117988",NA,NA,NA,NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"43","2019-08-27 13:26:31-03","IAP","PACA-AGP","117990","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","Endres Jr., D.","2018","01","18","Endres Junior, D.","2018","01","18","Brasil","RS","Palmares do Sul","-50.445861","-30.285778","50º26'45.10''W","30º17'8.80''S","Hábito: epífita","PACA117990",NA,NA,NA,NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"44","2019-08-27 13:26:31-03","IAP","PACA-AGP","117991","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","Endres Jr., D.","2018","01","18","Endres Junior, D.","2018","01","18","Brasil","RS","Viamão","-50.997203","-30.157731","50º59'49.93''W","30º9'27.83''S","Hábito: epífita","PACA117991",NA,NA,NA,NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"45","2019-08-27 13:26:31-03","IAP","PACA-AGP","117992","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","Endres Jr., D.","2018","02","17","Endres Junior, D.","2018","02","17","Brasil","RS","Santo Antônio da Patrulha","-50.642325","-29.696681","50º38'32.37''W","29º41'48.05''S","Hábito: epífita","PACA117992",NA,NA,NA,NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"46","2019-08-27 13:26:31-03","IAP","PACA-AGP","117993","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","Endres Jr., D.","2018","03","03","Endres Junior, D.","2018","03","03","Brasil","RS","Pelotas","-52.232906","-31.760956","52º13'58.46''W","31º45'39.44''S","Hábito: epífita","PACA117993",NA,NA,NA,NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"47","2019-08-27 13:26:31-03","IAP","PACA-AGP","117994","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","Endres Jr., D.","2018","03","03","Endres Junior, D.","2018","03","03","Brasil","RS","Rio Grande","-52.540192","-32.539175","52º32'24.69''W","32º32'21.03''S","Hábito: epífita","PACA117994",NA,"Estação Ecológica do Taim",NA,NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"48","2019-08-27 13:26:31-03","IAP","PACA-AGP","117995","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","Endres Jr., D.","2018","01","18","Endres Junior, D.","2018","01","18","Brasil","RS","Capivari do Sul","-50.509833","-30.146139","50º30'35.40''W","30º8'46.10''S","Hábito: epífita","PACA117995",NA,NA,NA,NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"49","2019-08-27 13:26:31-03","IAP","PACA-AGP","117996","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","Endres Jr., D.","2018","02","17","Endres Junior, D.","2018","02","17","Brasil","RS","Taquara","-50.675447","-29.656514","50º40'31.61''W","29º39'23.45''S","Hábito: epífita","PACA117996",NA,NA,NA,NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"50","2019-08-27 13:26:31-03","IAP","PACA-AGP","117989","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","Endres Jr., D.","2018","01","18","Endres Junior, D.","2018","01","18","Brasil","RS","Mostardas","-50.998094","-31.247011","50º59'53.14''W","31º14'49.24''S","Hábito: epífita","PACA117989",NA,"Parque Nacional da Lagoa do Peixe",NA,NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"51","2019-08-27 13:26:31-03","IAP","PACA-AGP","93549","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","G. De Marchi","2000","09","15","G. De Marchi","1994","12","25","Brasil","RS","Camaquã","-51.812198638916","-30.8511009216309",NA,NA,"HASU 10801. Habitat: Em figueira isolada. Fenofase: flor Hábito: epífita","PACA093549",NA,"Ilha de Santo Antônio.","49429","auto","Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"52","2019-08-27 13:26:31-03","IAP","PACA-AGP","26454","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","Emrich-Rambo-Pabst","1954","09","03","Henz, E.","1944",NA,NA,"Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,"VULNERÁVEL Habitat: In silvula ad rupes Fenofase: flor","PACA026454",NA,"Pareci","21601","auto","Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"53","2019-08-27 13:26:31-03","IAP","PACA-AGP","32713","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","Emrich-Rambo-Pabst","1954","09","03","Sehnem, A.","1945","10","10","Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,"VULNERÁVEL&nf;SEM MATERIAL Habitat: In dumetosis ad rupes Fenofase: flor","PACA032713",NA,"Pareci","21601","auto","Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"54","2019-08-27 13:26:31-03","IAP","PACA-AGP","56200","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","Emrich-Rambo","1955","04","09","Rambo, B.","1954","10","03","Brasil","RS","Osório","-50.2696990966797","-29.8866996765137",NA,NA,"VULNERÁVEL Habitat: In silvula arenosa Fenofase: flor Hábito: epífito","PACA056200",NA,"Faz. do Arroio","27350","auto","Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"55","2019-08-27 13:26:31-03","IAP","PACA-AGP","52645","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","Pabst","1954","09","03","M. Terra",NA,NA,NA,"Brasil","RS","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,"VULNERÁVEL Habitat: In silva paludosa Fenofase: flor","PACA052645",NA,NA,"51462","auto","Magnoliophyta","Orchidales",NA,NA,"131",NA,NA,"Liliatae",NA,NA,NA
"56","2019-08-27 13:26:31-03","IAP","PACA-AGP","34387","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","Emrich-Rambo-Pabst","1954","09","03","Rambo, B.","1944","10",NA,"Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"VULNERÁVEL Habitat: In silva campestri ad rupes Fenofase: flor","PACA034387",NA,"Vila Manresa","29946","auto","Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"57","2019-08-27 13:26:31-03","IAP","PACA-AGP","562","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","Emrich-Rambo-Pabst","1954","09","03","Rambo, B.","1931","10","10","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"VULNERÁVEL Habitat: In silvula ad rupes Fenofase: flor","PACA000562",NA,"Vila Manresa","29946","auto","Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
"58","2019-08-27 13:26:31-03","IAP","PACA-AGP","11781","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","intermedia","Cattleya intermedia","Grah.","Emrich-Rambo-Pabst","1954","09","03","Rambo, B.","1943","09",NA,"Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"VULNERÁVEL Habitat: In dumetosis ad rupes Fenofase: flor","PACA011781",NA,"In summo monte Sapucaia","10287","auto","Magnoliophyta","Orchidales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA
