"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","sex"
"35","2020-11-10 04:40:00-03","MO","MOBOT","100283536","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub","H. van der Werff & A. R. Smith","Pedro L. R. de Moraes|H. van der Werff","Moraes 2854","2009","8","21","South America","Brazil","Bahia","Palmeiras","Serra dos Brejões.","-41.5588989257812","-12.5289001464844",NA,NA,NA,NA,NA,NA,"20767","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"36","2015-08-13 05:50:00-03","MO","MOBOT","3324833","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub","B. Øllgaard","R.M. Harley","Harley 15433","1974","1","23","South America","Brazil","Bahia",NA,"Upper caldeira on slopes of the Pico das Almas. ca. 2km W.N.W. of the town of Rio de Contas. ''Carrasco'' vegetation among rocks.","-41.91666","-13.53333",NA,NA,NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2011-02-22 16:53:00-03","MO","MOBOT","3325446","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub","Mickel & Atehortua","Brian M. Boom|Scott A. Mori","Boom 1136","1981","6","12","South America","Brazil","Bahia",NA,"Municipality of Palmeiras, Pai-Inacio, BR242, W of Leonsois, at km 232. Campo Rupestre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2015-08-13 05:50:00-03","MO","MOBOT","3325228","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub","P. Edwards","R.M. Harley","Harley 19730","1977","3","19","South America","Brazil","Bahia",NA,"Middle & Upper slopes of the Pico das Almas, ca. 25km. WNW of the Villa do Rio de Contas. Sandstone conglomerate metamorphic & quartzite rock outcrops with associated scrubby vegetation woth damp flushes, grassland & marsh in some areas.","-41.95","-13.55",NA,NA,NA,NA,"1600.00000000","1850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-08-13 05:50:00-03","MO","MOBOT","3358447","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub","B. Øllgaard & P.G. Windisch","R.M. Harley","Harley 22600","1980","5","25","South America","Brazil","Bahia",NA,"Serras dos Lençois. Serra da Larguinha, ca. 2 km NE of Caeté-Açu (Capão Grande). West facing ridge with sandstone outcrops & summit plateau. Open scrub, low woodland & marsh.","-41.48333","-12.6",NA,NA,NA,NA,"1000.00000000","1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-09-04 16:38:11-03","FVD","FVD","79","MachineObservation","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B.Øllg.","A. Salino",NA,NA,"2007","02","21",NA,"Brasil","Bahia","Mucugê","Parque Nacional da Chapada Diamantina","-41.3708000183105","-13.0052995681763",NA,"Terrícola em campo rupestre; Domínio fitogeográfico: Cerrado; Vegetação: Campo rupestre","FVD00079","FVD00079_v1 FVD00079_v2",NA,NA,"52493","auto","2014",NA,NA,NA,"05",NA,NA,NA,NA,NA
"41","2020-09-12 05:00:02-03","US","US","2780263","PreservedSpecimen","Plantae",NA,"Lycopodiales","Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B. Øllg.",NA,"R. M. Harley, S. A. Renvoize, C. Erskine, C. Brighton & R. Pinheiro","15433","1974","1","23","South America - Neotropics","Brazil","Bahia",NA,"Serra do Rio de Contas, Upper caldeira on slopes of the Pico das Almas, ca. 25km. W.N.W. of the town of Rio de Contas","-41.92","-13.53",NA,NA,"US01382435","US01382435_01","1600",NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA
"42","2020-09-12 05:00:02-03","US","US","3376649","PreservedSpecimen","Plantae",NA,"Lycopodiales","Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B. Øllg.",NA,"R. M. Harley & J. Prado","27288","1988","12","17","South America - Neotropics","Brazil","Bahia",NA,"Mun.: Rio de Contas. Pico das Almas. Vertente leste. Campo do Queiroz","-41.95","-13.53",NA,NA,"US01382433","US01382433_01","1500",NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA
"43","2020-09-12 05:00:02-03","US","US","3003109","PreservedSpecimen","Plantae",NA,"Lycopodiales","Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B. Øllg.",NA,"B. M. Boom & S. A. Mori","1136","1981","6","12","South America - Neotropics","Brazil","Bahia",NA,"Municipality of Palmeiras, Pai Inaçio, BR242, W of Lençois at km 232 Campo Rupestre",NA,NA,NA,NA,"US01382434","US01382434_01",NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA
"44","2019-10-07 09:38:36-03","UEFS","HUEFS","39229","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub","F.R.Nonato","Giulietti, A.M.","1425","1998","08","15",NA,"Brasil","Bahia","Abaíra","Pico do Barbado.","-41.6636009216309","-13.2496995925903",NA,NA,"HUEFS0039229","HUEFS0039229","1800","2430","26531","auto","2004",NA,NA,"Lycopodiopsida","06",NA,NA,NA,NA,NA
