"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","minimumElevationInMeters","maximumElevationInMeters","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00862077","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"J. A. Ratter","R935","South America","Brazil","8 km NE of the Base Camp of the Expedition. (close to the Xavantina-São Felix road.)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938769' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862077","NY00862077_01",NA,"1968","04","09","Mato Grosso",NA,NA,NA,"-51.87","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00862081","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"G. G. Hatschbach","64930","South America","Brazil","Rio da Onça","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938804' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862081","NY00862081_01","M. G. López","1996","04","14","Minas Gerais",NA,NA,"Joaquim Felício","-44.1719","-17.7575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00862052","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"E. Onishi","998","South America","Brazil","Município de Xavantina. Acampamento da Expediçao Inglesa","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862052","NY00862052_01",NA,"1969","02","22","Mato Grosso",NA,NA,NA,"-51.87","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00862082","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"G. G. Hatschbach","58614","South America","Brazil","Rod. MS-295, Rio Panduí","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938810' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862082","NY00862082_01","F. O. Zuloaga","1993","02","07","Mato Grosso do Sul",NA,NA,"Iguatemi","-54.5608","-23.6806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00862054","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"G. Schaller","17","South America","Brazil","Fazenda Acurizal. Rio Paraguai; Pantanal.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862054","NY00862054_01",NA,"1977","06","08","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00862079","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"W. R. Anderson","10093","South America","Brazil","Serra Dourada, ca. 15 km (straight line) S of Goiás Velho","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938782' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862079","NY00862079_01","G. Davidse","1973","05","11","Goiás","1000","1000","Goiás","-50.1333","-16.06885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","650582","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"R. M. Harley","15303","South America","Brazil","10km. N. of town of Rio de Contas on road to Mato Grosso","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=497367' target='other'> <mi>dwc_moreinfo</mi></a>","NY00650582","NY00650582_01",NA,"1974","01","19","Bahia","1000","1000",NA,"-41.83","-13.47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","650584","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"W. R. Anderson","36588","South America","Brazil","Espigao Mestre. Banks of the Rio Grande, 10 km W of Barreiras","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=497363' target='other'> <mi>dwc_moreinfo</mi></a>","NY00650584","NY00650584_01","G. Davidse","1972","03","04","Bahia","525","525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00862053","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"W. R. Anderson","7133","South America","Brazil","2-4 km by road N of Funil and the Rio Paraná","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938773' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862053","NY00862053_01","G. Davidse","1973","03","14","Goiás","600","600","Silvânia","-48.4","-16.58959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","650586","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"W. D. Clayton","4635","South America","Brazil","Estaçao Florestal de Paraguaçu Paulista (6 km N of city)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=497369' target='other'> <mi>dwc_moreinfo</mi></a>","NY00650586","NY00650586_01",NA,"1965","02","10","São Paulo","500","500",NA,"-50.57","-22.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","884749","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"R. M. Harley","51601","South America","Brazil","Mendonça de Daniel Abreu. Beira do Riacho da Cruz.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=965979' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884749","NY00884749_01","S. A. Renvoize","1992","02","25","Bahia","940","940","Abaíra","-41.82","-13.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","650587","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"J. J. Strudwick","4029","South America","Brazil","Sete Varas airstrip on Rio Curua","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=497364' target='other'> <mi>dwc_moreinfo</mi></a>","NY00650587","NY00650587_01","G. Davidse","1981","08","04","Pará",NA,NA,NA,"-55.1657197","-0.2209974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00862049","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"H. S. Irwin","17925","South America","Brazil","Ca. 45 km. S. of Caiapônia, road to Jataí. Serra do Caiapó.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938741' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862049","NY00862049_01","G. Davidse","1966","06","28","Goiás","900","900","Caiapônia","-51.77","-17.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00862051","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"H. S. Irwin","24014","South America","Brazil","Chapada dos Veadeiros, ca. 8 km south of Cavalcante","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938744' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862051","NY00862051_01","G. Davidse","1969","03","07","Goiás","1000","1000","Cavalcante","-47.5","-13.87231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","650585","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"W. D. Clayton","4632","South America","Brazil","Estaçao Florestal de Paraguaçu Paulista (6 km N of city)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=497368' target='other'> <mi>dwc_moreinfo</mi></a>","NY00650585","NY00650585_01",NA,"1965","02","10","São Paulo","500","500",NA,"-50.57","-22.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00862055","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"W. R. Anderson","12445","South America","Brazil","ca 5 km N of Barra do Garças, at base of south face of mountain","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938786' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862055","NY00862055_01","G. Davidse","1982","02","24","Mato Grosso","500","500","Barra do Garças","-52.2567","-15.8903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00862078","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"W. R. Anderson","9845","South America","Brazil","Ca. 20 km (straight line) ENE of Barra do Garças","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938780' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862078","NY00862078_01","G. Davidse","1973","05","06","Mato Grosso","460","460",NA,"-52.07747","-15.81413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00862050","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"H. S. Irwin","23461","South America","Brazil","Serra do Espinhaço, ca. 18 km west of Grão Mogol","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938743' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862050","NY00862050_01","G. Davidse","1969","02","17","Minas Gerais","950","950","Cristália","-42.9909","-16.65775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-12-04 15:26:41-03","PUCPR","HUCP","25153","S","Plantae","Monocotiledonea",NA,"Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"Oliveira, GC","2436",NA,"Brasil","Fazenda Rio das Pedras",NA,"Vereda. Herbácea ca. 0,70m de altura. Localizada a 300m da BR 497, na altura do km 5 Uberlândia, MG.","HUCP00025153","HUCP00025153",NA,"2003","01","22","Minas Gerais",NA,NA,"Uberlândia","-48.2771987915039","-18.9186000823975","58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-04 15:26:41-03","PUCPR","HUCP","24946","S","Plantae","Monocotiledonea",NA,"Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"Oliveira, GC","2064",NA,"Brasil","Fazenda Rio das Pedras",NA,"Vereda. Herbácea ca. 0,60m de altura. Localizada a 300m da BR 497, na altura do km 5 Uberlândia, MG.","HUCP00024946","HUCP00024946",NA,"2002","12","26","Minas Gerais",NA,NA,"Uberlândia","-48.2771987915039","-18.9186000823975","58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-26 18:09:15-03","CPAN-UFMS","COR","16025","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"Guglieri, A.","1788",NA,"Brasil","Rodovia estadual MS-060, km 370; sentido Campo Grande - Sidrolândia",NA,"Erva Habito: Erva",NA,NA,"Guglieri, A.","2009","04","18","Mato Grosso do Sul",NA,NA,"Campo Grande","-54.74","-20.606389",NA,NA,"54º44'24''W","20º36'23''S",NA,NA,NA,NA,NA,NA,NA
"32","2020-11-26 18:09:15-03","CPAN-UFMS","COR","1313","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"Damasceno-jr,G.A.;Pott,V.J.;Ishii,I.H.;Assis,E.M.;Fernandes,G.A.;",NA,NA,"Brasil","Côrrego corixo Zé Dias. mata ciliar do côrrego Zé Dias; arenoso; plano.",NA,"Habito: erva cespitosa de 1,5 m",NA,NA,NA,"2001","05","05","Mato Grosso do Sul","100","100","Corumbá","-57.523889","-17.873889",NA,NA,"57º31'26''W","17º52'26''S",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-02 16:29:10-03","CPAN-UFMS","COR","16027","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"Colman, T.","1",NA,"Brasil","Distrito Piraputanga",NA,"Erva; principal componente de formações campestres; espécies medicinais Habito: Erva",NA,NA,"Guglieri, A.","2006","08","05","Mato Grosso do Sul",NA,NA,"Aquidauana","-55.564722","-20.339167",NA,NA,"55º33'53''W","20º20'21''S","2009","05","06",NA,NA,NA,NA
"34","2020-11-26 18:09:15-03","CPAN-UFMS","COR","8628","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"Damasceno Junior, G.A.; Pott, V.J.; Ishii, I.H.; Assis, E.M.","2333",NA,"Brasil","Córrego/Corixo Zé Dias. Mata ciliar do córrego Zé Dias; arenoso; Plano.",NA,NA,NA,NA,"A. Guglieri","2001","05","05","Mato Grosso do Sul","100","100","Corumbá","-57.6533012390137","-19.0091991424561","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-26 18:09:15-03","CPAN-UFMS","COR","16026","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"A. Guglieri","1874",NA,"Brasil","BR-163; km 304. Baixada úmida junto à rodovia; ;.",NA,"em frente à Fazenda Santa Luzia.",NA,NA,"A. Guglieri","2009","04","19","Mato Grosso do Sul",NA,NA,"Douradina","-54.6128005981445","-22.0403003692627","16703","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:28:59-03","UFBA","ALCB","047853","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Loudetia","flammida","Loudetia flammida",NA,NA,"Harley, RM; Miranda, E; Franca, F; Oliveira, RP de; Silva, TR","53828","Southern America","Brasil","Oeste, Rio de Janeiro, cachoeira do Acaba Vida",NA,"ereta, até 3,0 m. Inflorescência paleácea. Na margem do rio.; com rio e cachoeira.","ALCB019013","ALCB019013","Harley, RM","2000","04","01","Bahia",NA,NA,"Barreiras","-45.581111","-11.994167",NA,NA,"-45.581111","-11.994167","2000","06",NA,NA,NA,NA,NA
"37","2019-10-09 11:28:59-03","UFBA","ALCB","38953","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Loudetia","flammida","Loudetia flammida",NA,NA,"Atkins, S; Santos, TRM dos; Passos Júnior, LA; Saar, E; Guedes, ML; Stannard, B","PCD5639","Southern America","Brasil","Chapada Diamantina, Caminho para antiga estrada para Xique-Xique do Igatu",NA,"2,50 m. Inflorescência com espiguetas verdes. Frequente.","ALCB019014","ALCB019014","Oliveira, RP de","1997","02","14","Bahia","560","560","Andaraí","-41.3","-12.866667",NA,NA,"-41.3","-12.866667","2000","07",NA,NA,NA,NA,NA
"38","2020-08-11 00:16:50-03","UFBA","ALCB","38955","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Loudetia","flammida","Loudetia flammida",NA,NA,"Guedes, ML; Harley, RM; Stannard, B; Woodgyer, EM","PCD2918","Southern America","Brasil","Piemonte da Diamantina, Caminho para cachoeira Paiaió",NA,"em touceira. Inflorescência em espiguetas verde-amareladas. Ocasional.; Beira do rio. Solo arenoso entre rochas.","ALCB019015","ALCB019015","Oliveira, RP de","1996","04","07","Bahia","650","650","Saúde","-40.433333","-10.9",NA,NA,"-40.433333","-10.9","2000","07",NA,NA,NA,NA,NA
"39","2020-02-08 10:18:12-03","NBC","NL-BOTANY","U.1508106","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"Pedersen TM",NA,"Southern America","Brazil","About 42 km from Dourados, on road to Rio Brilhante. Mun. Dourados. Mato Grosso do Sul.",NA,"Rough grassland & open scrub.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1508106 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1508106","NL-U1508106","Rosengurtt B","1975","02","17","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0238884",NA,NA
"40","2020-02-08 10:18:12-03","NBC","NL-BOTANY","U.1508107","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"Harley RM; et al.",NA,"Southern America","Brazil","Estado de Bahia. Serra do Rio de Contas. 10km N. of town of Rio de Contas on road to Mato Grosso.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1508107 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1508107","NL-U1508107",NA,"1974","01","19",NA,NA,NA,NA,"-41.833333","-13.466667",NA,NA,"-41.833333","-13.466667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"41","2020-02-08 10:18:12-03","NBC","NL-BOTANY","U.1508108","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"Harley RM; et al.",NA,"Southern America","Brazil","BA: Mun. de Jussiape. Agua empoçada à margem do Rio de Contas, próximo da cidade. Cacho-eira da Fraga.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1508108 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1508108","NL-U1508108",NA,"1987","02","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"42","2020-02-08 10:18:12-03","NBC","NL-BOTANY","U.1508109","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"Harley RM; et al.",NA,"Southern America","Brazil","Estado da Bahia. Serra do Sincorá. South of Andaraí, along road to Mucugé near small town of Xique-Xique.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1508109 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1508109","NL-U1508109",NA,"1977","02","14",NA,NA,NA,NA,"-41.316667","-12.9",NA,NA,"-41.316667","-12.9",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"43","2020-02-08 10:18:12-03","NBC","NL-BOTANY","U.1508110","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Loudetia","flammida","Loudetia flammida","(Trin.) C.E.Hubb.",NA,"Harley RM; et al.",NA,"Southern America","Brazil","Estado da Bahia. Serra do Rio de Contas. Just North of Livramento do Brumado on the road to Vila do Rio de Contas. Below the Livramento waterfall on the Rio Brumado.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1508110 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1508110","NL-U1508110",NA,"1977","03","23",NA,NA,NA,NA,"-41.833333","-13.65",NA,NA,"-41.833333","-13.65",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
