"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","individualCount","class","typeStatus","relatedCatalogItem"
"11","2019-10-09 11:19:39-03","UFBA","ALCB","72892","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulb.","Guedes, ML","Guedes, ML; Valadão, RM; Santana, JS; Carvalho, G","12252","2006","04","30","Southern America","Brasil","Bahia","Catolés","Chapada Diamantina, Caminho para a serra do Barbado.","-41.833333","-13.283333",NA,"Viloso. Folhas membranáceas, discolores, calículo e cálice viloso, flores liláses.",NA,NA,NA,NA,"2006","06","-41.833333","-13.283333",NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:19:39-03","UFBA","ALCB","72892","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","Guedes, ML","Guedes, ML; Valadão, RM; Santos, JS; Carvalho, G; Alunos de Botânica III","12252","2006","04","30","Southern America","Brasil","Bahia","Catolés","Chapada Diamantina, Caminho para a Serra do Barbado","-41.833333","-13.283333",NA,"viloso. Folhas membranáceas, discolores, vilosas. Calículo e cálice viloso, flores liláses.",NA,NA,NA,NA,"2006","07","-41.833333","-13.283333",NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:12:57-03","ESALQ","ESA","24324","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Pavonia","almasana","Pavonia almasana",NA,"Esteves, G.L.","Sano, P.T.; Atkins, S.; Sakuragui, C.M.; Harley, R.M.; Souza, V.C.",NA,"1992","02","26",NA,"Brasil","Bahia","Abaíra",NA,"-41.6636009216309","-13.2496995925903",NA,NA,"ESA024324","ESA024324",NA,NA,NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA
"14","2020-11-04 11:12:57-03","ESALQ","ESA","37061","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Pavonia","almasana","Pavonia almasana",NA,"Esteves, G.L.","Stannard, B.; Ganev, W.; Queiroz, R.F.",NA,NA,NA,NA,NA,"Brasil","Bahia","Abaíra",NA,"-41.6636009216309","-13.2496995925903",NA,NA,"ESA037061","ESA037061",NA,NA,NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA
"15","2020-11-04 11:12:57-03","ESALQ","ESA","2336","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Pavonia","almasana","Pavonia almasana",NA,"Krapovickas, A.","Hatschbach, G.","46553.0","1983","05","17",NA,"Brasil","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,"ESA002336","ESA002336",NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA
"16","2021-03-21 19:36:47-03","UFC","EAC","41461","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","Guedes, M.L.","Guedes, M.L.; et al.","12252","2006","04","30","Southern America","Brasil","Bahia",NA,"Catolés, caminho para a serra do Barbado","-41.833333","-13.283333",NA,"Arbusto viloso; folha membranácea, discolor, vilosa; calículo e cálice vilosos, flor lilás.; Campo rupestre","EAC0041461","EAC0041461",NA,NA,"2006","06","-41.833333","-13.283333",NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:33:24-03","MBM","MBM","83673","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","Krapovickas, A.","Hatschbach, G.","46553",NA,NA,NA,"Southern America","Brazil","Bahia","Rio de Contas","Rio de Contas, arredores","-41.8114013671875","-13.5789003372192",NA,NA,"MBM083673","MBM083673",NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA
"18","2020-12-21 16:33:24-03","MBM","MBM","215154","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","Esteves, G.L.","Sano, P.T.; et al.; et al.","52371",NA,NA,NA,"Southern America","Brazil","Bahia","Abaíra","Campo do Cigano","-41.6636009216309","-13.2496995925903",NA,NA,"MBM215154","MBM215154",NA,NA,NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA
"19","2020-12-21 16:33:24-03","MBM","MBM","151405","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","Fryxell, P.","Harley, R.M.","26540",NA,NA,NA,"Southern America","Brazil","Bahia","Rio de Contas","Pico das Almas","-41.8114013671875","-13.5789003372192",NA,NA,"MBM151405","MBM151405",NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA
"20","2020-12-11 11:37:51-03","UFMG","BHCB","39823","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-07-13 07:42:00-03","MO","MOBOT","3243663","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","O. Blanchard Jr. (FLAS)","R.M. Harley","Harley 55518","2006","8","4","South America","Brazil","Bahia",NA,"Rio de Contas: Caminho da cidade, em direção da Serra de Marsalina; próximo da base da serra. Campo rupestre com solo arenoso, e elementos de cerrado.","-41.8425","-13.5788889",NA,NA,NA,NA,"1090.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"22","2021-01-26 13:56:00-03","IMA","MAC","7790","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","G.L.Esteves","G.L.Esteves; R.P.Lyra-Lemos","2547","1991","04","19",NA,"Brasil","Bahia","Rio de Contas","Cachoeira do Fraga.","-42.333333","-14",NA,"Arvoreta ca. de 3,5m de alt., viscosa. Cálice e epicálice secos, marrons.; Campo rupestre","MAC0007790","MAC0007790",NA,NA,"1991","04","-42.333333","-14",NA,NA,NA,NA,NA,NA
"23","2020-09-12 05:00:02-03","US","US","2857017","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.",NA,"S. A. Mori, R. M. King, T. S. Santos & J. L. Hage","12368","1979","7","21","South America - Neotropics","Brazil","Bahia","Rio de Contas","4 km ao n de rio de contas","-41.7667","-13.5333",NA,NA,NA,NA,"1000","1000",NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"24","2020-09-12 05:00:02-03","US","US","3012406","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.",NA,"G. Hatschbach","46553","1983","5","17","South America - Neotropics","Brazil","Bahia",NA,"Rio de Contas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"25","2019-11-13 11:24:54-03","USP","SPF","119988","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","Krapovickas, A","Ganev, W","3492","1994","07","10",NA,"Brasil","Bahia","Abaíra","Engenho de Baixo. Morro do Cuscuzeiro, caminho Casa Velha de Arthur para Boa Vista.","-41.816667","-13.316667",NA,NA,"SPF00119988",NA,"1150","1150","1998",NA,"-41.816667","-13.316667",NA,NA,NA,NA,NA,NA
"26","2019-11-13 11:24:54-03","USP","SPF","162018","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","Esteves, GL","Queiroz, LP","7136","2002","06","17",NA,"Brasil","Bahia","Rio de Contas","Cachoeira do Fraga, área de entorno da cachoeira.","-41.744722","-13.597778",NA,NA,"SPF00162018",NA,"981","981","2007",NA,"-41.744722","-13.597778",NA,NA,NA,NA,NA,NA
"27","2019-11-13 11:24:54-03","USP","SPF","162038","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","Esteves, GL","Silva-Castro, MM","679","2003","06","12",NA,"Brasil","Bahia","Rio de Contas","Margem da Cachoeira do Fraga.","-41.828333","-13.5975",NA,NA,"SPF00162038",NA,NA,NA,"2008",NA,"-41.828333","-13.5975",NA,NA,NA,NA,NA,NA
"28","2019-11-13 11:24:54-03","USP","SPF","91737","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","Krapovickas, A","Stannard, BL","H51179","1992","02","05",NA,"Brasil","Bahia","Abaíra","Campo do Cigano.","-41.916667","-13.25",NA,NA,"SPF00091737",NA,"1800","1800","1998",NA,"-41.916667","-13.25",NA,NA,NA,NA,NA,NA
"29","2019-11-13 11:24:54-03","USP","SPF","91454","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","Krapovickas, A","Sano, PT","H52371","1992","02","28",NA,"Brasil","Bahia","Abaíra","Campo do Cigano.","-41.916667","-13.25",NA,NA,"SPF00091454",NA,"1700","1800","1998",NA,"-41.916667","-13.25",NA,NA,NA,NA,NA,NA
"30","2019-11-13 11:24:54-03","USP","SPF","88311","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","Krapovickas, A","Ganev, W","172","1992","04","21",NA,"Brasil","Bahia","Abaíra","Distrito de Catolés. Serra do Porco Gordo - Sítio Palmeira.","-41.766667","-13.383333",NA,NA,"SPF00088311",NA,"1000","1000","1998",NA,"-41.766667","-13.383333",NA,NA,NA,NA,NA,NA
"31","2019-11-13 11:24:54-03","USP","SPF","79132","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","Fryxell, PA","Harley, RM","26540","1988","12","01",NA,"Brasil","Bahia","Água Quente","Pico das Almas, Vertente norte. Vale ao noroeste do Pico.","-41.983333","-13.5",NA,NA,"SPF00079132",NA,"1400","1400","1990",NA,"-41.983333","-13.5",NA,NA,NA,NA,NA,NA
"32","2019-11-13 11:24:54-03","USP","SPF","88400","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","Krapovickas, A","Ganev, W","381","1992","05","25",NA,"Brasil","Bahia","Abaíra","Caminho Catolés-Cristais.","-41.883333","-13.333333",NA,NA,"SPF00088400",NA,"1800","1800","1998",NA,"-41.883333","-13.333333",NA,NA,NA,NA,NA,NA
"33","2019-11-13 11:24:54-03","USP","SPF","82556","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","Krapovickas, A","Ganev, W","1899","1993","07","19",NA,"Brasil","Bahia","Rio de Contas","Flora de Catolés&nf;Guarda Mor, Capão de Quinca.","-42.333333","-13.866667",NA,NA,"SPF00082556",NA,"1300","1300","1998",NA,"-42.333333","-13.866667",NA,NA,NA,NA,NA,NA
"34","2019-11-13 11:24:54-03","USP","SPF","95453","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","Esteves, GL","Sano, PT","CFCR14580","1994","02","26",NA,"Brasil","Bahia","Abaíra","Município de Abaíra-Catolés. Serra do Barbado.&nf;&nf;Coordenadas entre 13º17'27S, 41º54'06W e 13º17'50S, 41º54'29W.","-41.901667","-13.290833",NA,NA,"SPF00095453",NA,"1750","2035","1996","10","-41.901667","-13.290833",NA,NA,NA,NA,NA,NA
"35","2019-11-13 11:24:54-03","USP","SPF","91717","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","Krapovickas, A","Stannard, BL","H51836","1992","03","10",NA,"Brasil","Bahia","Abaíra","Estrada Catolés-Inúbia, 13 km de Catolés.","-41.6636009216309","-13.2496995925903",NA,NA,"SPF00091717",NA,"1080","1080","1998",NA,NA,NA,"26531","auto",NA,NA,NA,NA
"36","2019-11-13 11:24:54-03","USP","SPF","32520","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","Krapovickas, A","Hatschbach, G","46553","1983","05","17",NA,"Brasil","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,"SPF00032520",NA,NA,NA,"1983",NA,NA,NA,"49773","auto",NA,NA,NA,NA
"37","2019-11-13 11:24:54-03","USP","SPF","76615","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","Esteves, GL","Esteves, GL","2547","1991","04","19",NA,"Brasil","Bahia","Rio de Contas","Cachoeira do Fraga.","-41.8114013671875","-13.5789003372192",NA,NA,"SPF00076615",NA,NA,NA,"1991","04",NA,NA,"49773","auto",NA,NA,NA,NA
"38","2019-11-13 11:24:54-03","USP","SPF","18549","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","Krapovickas, A","Furlan, A","CFCR1677","1981","07","22",NA,"Brasil","Bahia","Rio de Contas","Estrada para a Cachoeira do Fraga, no Rio Brumado, a 3 km do Município de Rio de Contas.","-41.8114013671875","-13.5789003372192",NA,NA,"SPF00018549",NA,NA,NA,"1987","01",NA,NA,"49773","auto",NA,NA,NA,NA
"39","2019-11-13 11:24:54-03","USP","SPF","36661","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","Krapovickas, A","Giulietti, AM","CFCR6861","1984","12","14",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas","-41.8114013671875","-13.5789003372192",NA,NA,"SPF00036661",NA,NA,NA,"1987","01",NA,NA,"49773","auto",NA,NA,NA,NA
"40","2019-10-07 09:33:23-03","UEFS","HUEFS","14486","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","A.Krapovickas","Ganev, W.","1899","1993","07","19",NA,"Brasil","Bahia","Rio de Contas","Guarda Mor, Capão de Quinca.","-42.333333","-13.866667",NA,"Campo rupestre, solo argiloso, entre rochas.","HUEFS0014486","HUEFS0014486","1300","1300","1997","01","42W20'","13S52'",NA,NA,NA,"Rosanae",NA,NA
"41","2019-12-19 09:42:22-03","UEFS","HUEFS","111561","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","almasana","Pavonia almasana",NA,NA,"Harley, R.M.","55518","2006","08","04",NA,"Brasil","Bahia","Rio de Contas","Caminho da cidade, em direção da Serra de Marsalina; próximo da base da serra.","-41.8425","-13.578889",NA,"Campo rupestre com solo arenoso, e elementos de cerrado.","HUEFS0111561","HUEFS0111561","1090","1090",NA,NA,"41W50'33''","13S34'44''",NA,NA,NA,"Rosanae",NA,NA
"42","2019-10-07 09:33:23-03","UEFS","HUEFS","39255","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","G.L.Esteves","Giulietti, A.M.","1452","1998","08","15",NA,"Brasil","Bahia","Abaíra","Pico do Barbado.","-41.6636009216309","-13.2496995925903",NA,NA,"HUEFS0039255","HUEFS0039255","1800","2430","2000","10",NA,NA,"26531","auto",NA,"Rosanae",NA,NA
"43","2019-10-07 09:33:23-03","UEFS","HUEFS","10615","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","A.Krapovickas","Ganev, W.","172","1992","04","21",NA,"Brasil","Bahia","Abaíra",NA,"-41.766667","-13.383333",NA,NA,"HUEFS0010615","HUEFS0010615","1000","1000","1997","01","41W46'","13S23'",NA,NA,NA,"Rosanae",NA,NA
"44","2019-10-07 09:33:23-03","UEFS","HUEFS","10824","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","M.O.S.Rodrigues","Ganev, W.","381","1992","05","25",NA,"Brasil","Bahia","Abaíra",NA,"-41.883333","-13.333333",NA,NA,"HUEFS0010824","HUEFS0010824","1800","1800","2001","04","41W53'","13S20'",NA,NA,NA,"Rosanae",NA,NA
"45","2019-10-07 09:33:23-03","UEFS","HUEFS","18237","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","A.Krapovickas","Ganev, W.","3492","1994","07","10",NA,"Brasil","Bahia","Abaíra",NA,"-41.816667","-13.316667",NA,NA,"HUEFS0018237","HUEFS0018237","1150","1150","1997","01","41W49'","13S19'",NA,NA,NA,"Rosanae",NA,NA
"46","2019-10-07 09:33:23-03","UEFS","HUEFS","193670","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.",NA,"Queiroz, L.P.de","15629","2012","06","12",NA,"Brasil","Bahia","Rio de Contas","Encosta até o topo do Pico das Almas.","-41.968056","-13.526944",NA,"Campo rupestre com afloramentos de quartzito","HUEFS0193670","HUEFS0193670","1500","1900",NA,NA,"41W58'5''","13S31'37''",NA,NA,NA,"Rosanae",NA,NA
"47","2019-10-07 09:33:23-03","UEFS","HUEFS","47726","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","M.O.S.Rodrigues","Harley, R.M.","54034","2000","06","23",NA,"Brasil","Bahia","Rio de Contas","Cachoeira do Fraga, na beira do estacionamento.","-41.75","-13.45",NA,"Campo rupestre, em solo arenoso entre pedras.","HUEFS0047726","HUEFS0047726",NA,NA,"2001","04","41W45'","13S27'",NA,NA,NA,"Rosanae",NA,NA
"48","2019-10-07 09:33:23-03","UEFS","HUEFS","60656","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","F.França","Queiroz, L.P.de","7136","2002","06","17",NA,"Brasil","Bahia","Rio de Contas","Cachoeira do Fraga, área de entorno da cachoeira.","-41.744722","-13.597778",NA,"Campo rupestre.","HUEFS0060656","HUEFS0060656","981","981","2002","12","41W44'41''","13S35'52''",NA,NA,NA,"Rosanae",NA,NA
"49","2019-10-07 09:33:23-03","UEFS","HUEFS","75598","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","G.L.Esteves","Silva-Castro, M.M.","677","2003","06","12",NA,"Brasil","Bahia","Rio de Contas","Margem da Cachoeira do Fraga.","-41.828333","-13.5975",NA,"Campo rupestre.","HUEFS0075598","HUEFS0075598",NA,NA,"2004","03","41W49'42''","13S35'51''",NA,NA,NA,"Rosanae",NA,NA
"50","2019-10-07 09:33:23-03","UEFS","HUEFS","75600","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","G.L.Esteves","Silva-Castro, M.M.","679","2003","06","12",NA,"Brasil","Bahia","Rio de Contas","Margem da Cachoeira do Fraga.","-41.828333","-13.5975",NA,"Campo rupestre.","HUEFS0075600","HUEFS0075600",NA,NA,"2009","06","41W49'42''","13S35'51''",NA,NA,NA,"Rosanae",NA,NA
"51","2019-10-07 09:33:23-03","UEFS","HUEFS","76227","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","G.L.Esteves","Santos, A.K.A.","142","2003","10","04",NA,"Brasil","Bahia","Rio de Contas","Subida para o campo do Queiroz.","-41.948333","-13.514444",NA,NA,"HUEFS0076227","HUEFS0076227","1523","1523","2009","06","41W56'54''","13S30'52''",NA,NA,NA,"Rosanae",NA,NA
"52","2019-10-07 09:33:23-03","UEFS","HUEFS","39613","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.","G.L.Esteves","Giulietti, A.M.","1506","1999","07","25",NA,"Brasil","Bahia","Rio de Contas","Estrada Real - Rio de Contas -Livramento.","-41.8114013671875","-13.5789003372192",NA,"Campo rupestre, substrato pedregoso.","HUEFS0039613","HUEFS0039613",NA,NA,"2000","10",NA,NA,"49773","auto",NA,"Rosanae",NA,NA
"53","2019-10-07 09:33:23-03","UEFS","HUEFS","251888","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","almasana","Pavonia almasana","Ulbr.",NA,"Harley, R.M.","58399","2019","06","12",NA,"Brasil","Bahia","Rio de Contas","Na subida do Pico das Almas, na trilha para o campo de Queiroz. Na margem de um capão com afloramentos rochosos.","-41.8114013671875","-13.5789003372192",NA,NA,"HUEFS0251888",NA,"1440","1440",NA,NA,NA,NA,"49773","auto",NA,"Rosanae",NA,NA
"54","2019-09-04 19:25:41-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","almasana","Pavonia almasana",NA,NA,"P. von Luetzelburg","100",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA
