"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","class","order","yearIdentified","monthIdentified","dayIdentified","typeStatus","occurrenceRemarks","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","continentOcean"
"11","2021-03-01 16:39:29-03","UNICAMP","UEC","180147","S","Plantae","Magnoliopsida","Rubiaceae","Galianthe","vaginata","Galianthe vaginata","E.L.Cabral & Bacigalupo","Carmo, JAM","Carmo, JAM; Simões, AO; Scatigna, AV","142","2013","12","18","Brazil","Minas Gerais","Camanducaia","-46.1446990966797","-22.7553005218506","22140","UEC033655","UEC033655","auto",NA,NA,"2013","12",NA,NA,"erva ereta, flores brevistilas, corola 4(3)-mera, branca.","Monte verde, trilha para Pedra Partida. msm",NA,NA,NA,NA,NA
"12","2021-03-01 16:39:29-03","UNICAMP","UEC","180145","S","Plantae","Magnoliopsida","Rubiaceae","Galianthe","vaginata","Galianthe vaginata","E.L.Cabral & Bacigalupo","Carmo, JAM","Carmo, JAM; Monge, M","72","2012","09","09","Brazil","Minas Gerais","Camanducaia","-46.1446990966797","-22.7553005218506","22140","UEC033653","UEC033653","auto",NA,NA,"2013","01",NA,NA,"Subarbusto decumbente, Flores brancas.; Afloramento rochoso, msm","Monte verde, trilha para Pedra redonda.",NA,NA,NA,NA,NA
"13","2021-03-01 16:39:29-03","UNICAMP","UEC","180148","S","Plantae","Magnoliopsida","Rubiaceae","Galianthe","vaginata","Galianthe vaginata","E.L.Cabral & Bacigalupo","Carmo, JAM","Carmo, JAM","24","2012","04","12","Brazil","Minas Gerais","Camanducaia","-46.1446990966797","-22.7553005218506","22140","UEC033658","UEC033658","auto",NA,NA,"2013","01","15",NA,"subarbusto; Floresta Montana.","Trilha para a Pedra do Selado- Monte Verde.",NA,NA,NA,NA,NA
"14","2021-03-01 16:39:29-03","UNICAMP","UEC","109630","S","Plantae","Magnoliopsida","Rubiaceae","Galianthe","vaginata","Galianthe vaginata","E.L.Cabral & Bacigalupo",NA,"Anderson, J; Amaral, MCE; Bittrich, V; Faria, AD","109","1999","10","12","Brazil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","UEC111701","UEC111701","auto",NA,NA,NA,NA,NA,NA,"Ramos alados, flores alvas.","Parque Estadual Campos do Jordão, Parque dos Lagos, São Bento do Sapucaí, subindo 9 Km na Trilha em direção ao chaco, área de mata alagada.",NA,NA,NA,NA,NA
"15","2021-03-01 16:39:29-03","UNICAMP","UEC","111635","S","Plantae","Magnoliopsida","Rubiaceae","Galianthe","vaginata","Galianthe vaginata","E.L.Cabral & Bacigalupo",NA,"Anderson, LO; Faria, AD; Amaral, MCE; Bittrich, V","34","2000","04","09","Brazil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","UEC111700","UEC111700","auto",NA,NA,NA,NA,NA,NA,"Alada, flores alvas.","Último brejo antes da platação de Eucaliptus (brejo das Formigas), dentro do Parque Estadual de Campos do Jordão.",NA,NA,NA,NA,NA
"16","2019-11-01 15:28:39-03","PUC-RIO","FCAB","2304","PreservedSpecimen","Plantae",NA,"Rubiaceae","Galianthe","vaginata","Galianthe vaginata","E.L.Cabral & Bacigalupo","E. Cabral","P.E. Leite S.J.","s.n.","1945","11",NA,"Brasil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","002304",NA,"auto",NA,"Angiospermae","1996","07",NA,NA,"Desde a floresta humana.",NA,NA,NA,NA,NA,NA
"17","2021-03-04 11:06:45-03","UFRB","HURB","1859","PreservedSpecimen","Plantae","Anthophyta","Rubiaceae","Galianthe","vaginata","Galianthe vaginata","E.L.Cabral & Bacigalupo",NA,"Anderson, L.O.; Amaral, M.C.E.;Bittrich, V.; et al.","109","1999","10","12","Brasil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","HURB000001859",NA,"auto",NA,NA,NA,NA,NA,NA,NA,"Pq Estadual Campos do Jordão, Parque dos Lagos; São Bento do Sapucaí,subindo 9km na trilha em",NA,NA,NA,NA,NA
"18","2017-11-24 14:12:20-02","UFLA","ESAL","26996","S","Plantae",NA,"Rubiaceae","Galianthe","vaginata","Galianthe vaginata","E.L.Cabral & Bacigalupo","Carmo, JAM","Batista, TA Moraes,; Boechat, C","265",NA,NA,NA,"Brasil","Minas Gerais","Itamonte","-44.8699989318848","-22.283899307251","26914",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"erva; ; flores brancas;","Hotel casa alpina",NA,NA,NA,NA,NA
"19","2015-03-17 13:27:31-03","F","FMNH-SEEDPLANTS","V0262119F","PreservedSpecimen","Plantae","Spermatophyta","Rubiaceae","Galianthe","vaginata","Galianthe vaginata",NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,"V0262119F","V0262119F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America"
"20","2021-02-08 12:45:08-03","UFRGS","ICN","128001","S","Plantae","Dicotyledon","Rubiaceae","Galianthe","vaginata","Galianthe vaginata","E.L. Cabral & Bacigalupo","Carmo, JAM","Longhi-Wagner, HM; Witten","2887a","1996","01","20","Brasil","MG","Camanducaia","-46.1446990966797","-22.7553005218506","22140",NA,NA,"auto",NA,NA,"2015","03","03",NA,"local sombreado","Monte Verde, Pedra Partida",NA,NA,"2080","2080","América do Sul"
"21","2019-11-21 10:17:57-03","IBt","SP","81414","S","Plantae",NA,"Rubiaceae","Galianthe","vaginata","Galianthe vaginata","E.L.Cabral & Bacigalupo","Cabral, EL","Kuhlmann, M","3378","1950","06","07","Brasil","Minas Gerais","Delfim Moreira","-45.2799987792969","-22.5091991424561","20219",NA,NA,"auto",NA,NA,"1996","07","28",NA,NA,"São Francisco dos Campos. Campo Alto do Morro",NA,NA,NA,NA,NA
"22","2019-11-21 10:17:57-03","IBt","SP","11378","S","Plantae",NA,"Rubiaceae","Galianthe","vaginata","Galianthe vaginata","E.L.Cabral & Bacigalupo","Cabral, EL","Luederwaldt, H","s.n.",NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459","19648",NA,NA,"auto",NA,NA,"1996","07","28",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 10:17:57-03","IBt","SP","347425","S","Plantae",NA,"Rubiaceae","Galianthe","vaginata","Galianthe vaginata","E.L.Cabral & Bacigalupo","Costa, CB","Costa, CB; et al.","413","2000","12","05","Brasil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048",NA,NA,"auto",NA,NA,"2001","04",NA,NA,NA,"Parque Estadual de Campos do Jordão, Trilha do Rio Sapucaí, Floresta Ombrófila Mista",NA,NA,NA,NA,NA
