"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","minimumElevationInMeters","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","typeStatus","infraspecificEpithet","sex"
"11","2020-12-21 16:24:40-03","MBM","MBM","187927","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll. Arg.","Allem, A.C.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","63387","1995","10","15","Southern America","Brazil","Mato Grosso do Sul","Rio Brilhante","Rodovia Rio Brilhante a Maracaju, km 320","-54.5463981628418","-21.8019008636475",NA,NA,"MBM187927",NA,NA,NA,NA,NA,NA,"65544","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:24:40-03","MBM","MBM","41065","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll. Arg.","Allem, A.C.","Hatschbach, G.","8858","1962","02","03","Southern America","Brazil","Paraná","Campo Mourão","Estrada do Aeroporto","-52.3830986022949","-24.0456008911133",NA,NA,"MBM041065","MBM041065",NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-01-14 19:04:33-02","MNHN","RECOLNAT_MNHN_P","P00712246","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.",NA,"Hassler, E.",NA,NA,NA,NA,NA,"Paraguay",NA,NA,"Iter ad 'Yerbales' montium 'Sierra de Maracayú' : In regione fluminis Capibary",NA,NA,"hb","Reçu le 27 février 1901 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00712246' target='other'> <mi>dwc_moreinfo</mi></a>","P00712246","P00712246_01",NA,NA,NA,NA,NA,NA,NA,"4441",NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-01-14 19:04:36-02","MNHN","RECOLNAT_MNHN_P","P00712247","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.",NA,"Hassler, E.",NA,NA,NA,NA,NA,"Paraguay",NA,NA,"Iter ad 'Yerbales' montium 'Sierra de Maracayú' : In regione fluminis Capibary",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00712247' target='other'> <mi>dwc_moreinfo</mi></a>","P00712247","P00712247_01",NA,NA,NA,NA,NA,NA,NA,"4441",NA,NA,NA,NA,NA,NA,NA,NA
"15","2015-09-05 07:06:51-03","MNHN","RECOLNAT_MNHN_P","P04835852","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.",NA,"Gaudichaud, C.",NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,"Brésil. Province de San-Paolo.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04835852' target='other'> <mi>dwc_moreinfo</mi></a>","P04835852","P04835852_01",NA,NA,NA,NA,NA,NA,NA,"987",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-11 17:18:53-03","UFPR","UPCB","3373","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.","Smith, L.B.","Hatschbach, G.","7529","1961","12","11",NA,"Brasil","Paraná","Campo Mourão",NA,"-52.3830986022949","-24.0456008911133",NA,"Planta rasteira. Do cerrado..",NA,NA,NA,"1961","01","01",NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2018-08-03 14:02:00-03","MO","MOBOT","2957449","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","elegans","Manihot elegans","Müll. Arg.","M.J. Mendoza (USZ)","Gert G. Hatschbach|R. Kummrow","Hatschbach 45630","1982","10","12","South America","Brazil","Minas Gerais","Perdizes","Rod. BR-262.","-47.2928009033203","-19.3528003692627",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45889","auto",NA,"1",NA,NA,NA,NA,NA,NA,NA
"18","2018-08-31 10:54:00-03","MO","MOBOT","101066041","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","elegans","Manihot elegans","Müll. Arg.","M. Mendoza (USZ)","Ludwig Riedel","Riedel 476",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"19","2008-05-27 22:02:00-03","MO","MOBOT","1411701","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll. Arg.","Mark Mayfield (KSC)","Elsa M. Zardini|S. Ramírez B.","Zardini 51494","1999","9","25","South America","Paraguay","Canindeyú",NA,"Mbaracayú, Natural Reserve administered by Fundación Moisés Bertoni: Ñandurokai. Cerrado scrub and cerrado forest on red sandy soil.","-55.47972","-23.99972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1180","5",NA,NA,NA,NA,NA,NA,NA
"20","2019-07-30 07:07:00-03","MO","MOBOT","1936313","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll. Arg.","M.J. Mendoza (USZ)","Elsa M. Zardini|Isabelino Chaparro","Zardini 60333","2003","10","30","South America","Paraguay","Canindeyú",NA,"Mbaracayú Biosphere Reserve. Aguará Ñu. Collecting area: around two hectares.","-55.2791667","-24.1861111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1286","2","200.00000000",NA,NA,NA,NA,NA,NA
"21","2009-08-07 05:41:00-03","MO","MOBOT","2492200","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll. Arg.",NA,"Émile Hassler","Hassler 9525",NA,NA,NA,"South America","Paraguay","Canindeyú",NA,"Sierra de Maracayú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2018-08-07 09:03:00-03","MO","MOBOT","2953674","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll. Arg.","M.J. Mendoza (USZ)","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 34324","1979","1","19","South America","Brazil","Mato Grosso do Sul",NA,"9 Km. W de Carrapo. En Campo . .","-54.9166667","-22.5833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"23","2018-08-07 09:02:00-03","MO","MOBOT","2957287","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll. Arg.","M.J. Mendoza (USZ)","F. Javier Fernández Casas|J. Molero","Fernández Casas 6381","1982","2",NA,"South America","Paraguay",NA,NA,"Cerca y al Norte de Yhú , en un cerrado sobre suelo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"24","2020-04-24 12:31:16-03","UFG","UFG","61572","S","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll. Arg.","Allem, A.C.","Allem, A.C.; Silva, V.S.","4739","1996","12","03",NA,"Brasil","Mato Grosso do Sul","Rio Brilhante",NA,"-54.933333","-21.633333",NA,"Erva pubescente, adpressa ao solo com ramos de 30 cm longos brotando de caule lenhoso curto. Bot]oes florais masculinos tubulares. Brácteas florais semifoliáceas, ciliadas. Fruto jovem, glabro, liso, cilíndrico. Planta quase impercept","UFG0061572","UFG0061572",NA,"1996","12","30",NA,NA,NA,NA,NA,"405","-54.933333","-21.633333","405",NA,NA,NA
"25","2019-12-19 11:18:46-03","UFG","UFG","62606","S","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll. Arg.","Allem, A.C.","Allem, A.C.; Silva, V.S.","4738","1996","12","03",NA,"Brasil","Mato Grosso do Sul","Brilhante",NA,"-54.933333","-21.633333",NA,"Hábito prostrado, flor amarelada e fruto verde. Erva pubescente, adpressa ao solo com ramos de 30 cm longos brotando de caule lenhoso curto. Botões florais masculinos tutulares. Brácteas florais semifoliáceas, ciliadas. Fruto jovem, g","UFG0062606",NA,NA,"1996","12","30",NA,NA,NA,NA,NA,"405","-54.933333","-21.633333","405",NA,NA,NA
"26","2019-12-19 11:18:46-03","UFG","UFG","62607","S","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll. Arg.","Allem, A.C.; Silva, V.S.","A.C. Allem; V.S. Silva","4740","1996","12","01",NA,"Brasil","Mato Grosso do Sul","Rio Brilhante",NA,"-54.933333","-21.633333",NA,"Erva pubescente, adpressa ao solo com ramos de 30 cm longos brotando de caule lenhoso curto. Botões florais masculinos tubulares. Brácteas florais semifoliáceas, ciliadas. Fruto jovem, glabro, liso, cilíndrico. Planta quase imperceptí","UFG0062607",NA,NA,"1996","12","30",NA,NA,NA,NA,NA,"405","-54.933333","-21.633333","405",NA,NA,NA
"27","2019-12-19 11:18:46-03","UFG","UFG","62608","S","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll. Arg.","Allem, A.C.","A.C. Allem; V.S. Silva","4337","1996","12","03",NA,"Brasil","Mato Grosso do Sul","Rio Brilhante",NA,"-54.933333","-21.633333",NA,"Erva pubescente, adpressa ao solo com ramos de 30 cm longos brotando de caule lenhoso curto. Botões florais masculinos tubulares. Brácteas florais semifoliáceas, ciliadas. Fruto jovem, glabro, liso, cilíndrico. Planta quase imperceptí","UFG0062608",NA,NA,"1996","12","03",NA,NA,NA,NA,NA,"405","-54.933333","-21.633333","405",NA,NA,NA
"28","2020-09-12 05:00:02-03","US","US","2026523","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Manihot","elegans","Manihot elegans","Müll. Arg.","Mendoza, M.","A. Macedo","3142","1951","10","2","South America - Neotropics","Brazil","Mato Grosso",NA,"Barreiro, Aroxa",NA,NA,NA,"Transcribed by digital volunteers","US01306126","US01306126_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"29","2020-09-12 05:00:02-03","US","US","2563916","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll. Arg.",NA,"G. Hatschbach","15926","1967","1","25","South America","Brazil","Paraná",NA,"Campo Mourao",NA,NA,NA,"Transcribed by digital volunteers","US01306124","US01306124_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"30","2020-09-12 05:00:02-03","US","US","2563920","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll. Arg.",NA,"G. Hatschbach","15926","1967","1","25","South America","Brazil","Paraná",NA,"Campo Mourao",NA,NA,NA,"Transcribed by digital volunteers","US01306120","US01306120_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"31","2020-09-12 05:00:02-03","US","US","616936","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll. Arg.",NA,"F. Sellow","s.n.",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,"[This is a collection event record attached to numerous Sellow specimens from Brazil without collection date or locality. Do not modify.]",NA,NA,NA,NA,"US00131217","US00131217_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"Syntype",NA,NA
"32","2020-09-12 05:00:02-03","US","US","2565352","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll. Arg.",NA,"G. Hatschbach","7529","1960","11","12","South America","Brazil","Paraná",NA,"Campo Mourão",NA,NA,NA,"Transcribed by digital volunteers","US01306125","US01306125_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1","625",NA,NA,NA,NA,NA,NA
"33","2020-09-12 05:00:02-03","US","US","2563915","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll. Arg.",NA,"G. Hatschbach","15926","1967","1","25","South America","Brazil","Paraná",NA,"Campo Mourao",NA,NA,NA,"Transcribed by digital volunteers","US01306121","US01306121_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"34","2020-09-12 05:00:02-03","US","US","2563914","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll. Arg.",NA,"G. Hatschbach","15926","1967","1","25","South America","Brazil","Paraná",NA,"Campo Mourao",NA,NA,NA,"Transcribed by digital volunteers","US01306122","US01306122_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","2532999","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll. Arg.",NA,"G. Hatschbach","8858","1962","3","2","South America","Brazil","Paraná",NA,"Campo Mourao",NA,NA,NA,"Transcribed by digital volunteers","US01306123","US01306123_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1","625",NA,NA,NA,NA,NA,NA
"36","2020-09-02 16:25:08-03","Cenargen","CEN","110613","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","elegans","Manihot elegans","Müll.Arg.","M. Mendoza","J. Moises Mendoza F.","4417","2014","11","28",NA,"Brasil","MG","SACRAMENTO","MG-341, ca. 6 km do trevo BR-464, sentido Parque Nacional Serra da Canastra.","-47.018055","-20.1025","Exsicatas","Subarbusto de ramas procumbentes. Folhas verde escuro com tom vinho (jovem) e pálido na face abaxial. Flores com o interior e com linhas escuras (vinho) no exterior e em botão (as pistiladas todo branco), disco amarelo, anteras creme e estigmas brancos, frutos com linhas brancas em lugar de costas. Área muito degradada, restos de cerrado nas margens das plantações de Pinus etc.","CEN00110613","CEN00110613",NA,"2014","11",NA,NA,NA,NA,NA,"12","1270","-47.018055","-20.1025","1270",NA,NA,NA
"37","2020-09-02 16:25:30-03","Cenargen","CEN","74183","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.","A. C. Allem","Antônio Costa Allem","4736","1996","12","03",NA,"Brasil","MS","RIO BRILHANTE","Exatos 33 km a NW de rio Brilhante, ao longo da rodovia BR - 267 rumo a Maracajú. Ocorre em frente à placa km 320, no barranco, junto às estacas da cerca.","-54.933333",NA,"Exsicatas","Erva pubescente, adpressa ao solo com ramos de 30 cm longos brotando de caule lenhoso curto. Botões florais masculinos tubulares. Brácteas florais semifoliáceas, ciliadas. Fruto jovem, glabro, liso, cilíndrico. Planta quase imperceptível. Folhas com sinais de ataque de insetos, apresentando Papilas infundibuliformes. Planta toda pubescente, exceto o fruto, que é glabro. Os raros campos limpos como este não mostram o Manihot na pastagem. Os indivíduos encontrados junto à cerca, com pragas (ervas daninhas) e algumas gramíneas ao redor, mostravam marcas de pastejo. Melhores materiais (3 botões, 3 brácteas, 3 frutos). Postos no vidro com álcool 70%.","CEN00074183","CEN00074183",NA,"1996","12",NA,NA,NA,NA,NA,"2","405","-54.933333","-2163333.0","405",NA,NA,NA
"38","2020-09-02 16:25:25-03","Cenargen","CEN","30834","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.","A. C. Allem","José Geraldo Alves Vieira","334","2001","01","01",NA,"Paraguai",NA,NA,"Estado: Canendiyu. Município: Pacoya. A cerca de 78 km de Ype Jhu; na estrada de limite internacional.",NA,NA,"Exsicatas","CIATnúmero 30","CEN00030834","CEN00030834",NA,"1992","09",NA,NA,NA,NA,NA,"14","90","-5550000.0","-2400000.0","90",NA,NA,NA
"39","2020-09-02 16:25:30-03","Cenargen","CEN","30836","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.","A. C. Allem","José Geraldo Alves Vieira","336","1984","04","04",NA,"Paraguai",NA,NA,"Estado: Canendiyu. Município: Nanduro - CAI - 2 km do povoado.",NA,NA,"Exsicatas","CIAT número 37","CEN00030836","CEN00030836",NA,"1992","09",NA,NA,NA,NA,NA,"6","90","-5550000.0","-2400000.0","90",NA,NA,NA
"40","2020-09-02 16:25:30-03","Cenargen","CEN","32338","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.","A. C. Allem","Antônio Costa Allem","4777","1998","11","11",NA,"Brasil","MS","RIO BRILHANTE","32,5 km a NW de rio Brilhante, ao longo da Rodovia BR-267 rumo a Maracaju.","-54.5463981628418","-21.8019008636475","Exsicatas","Erva pubescente, reptante, com xilopódio de 50 cm. Brácteas semifoliáceas. Botões lanceolados. Frutos jovens, glabros, lisos, cilíndricos. Gado pasta. Encontrada junto à cerca, exatamente em frente à placa km 320. Ramos até 40 cm longos. Brácteas ciliadas. Planta toda pubescente, exceto o fruto. O material florífero era pouco (brácteas; um único racemo; 2 frutos jovens) e o melhor deste foi colocado no álcool 70% para estudos.","CEN00032338",NA,NA,"1998","11",NA,NA,"65544","auto",NA,"2","350","-5493333.0","-2163333.0","350",NA,NA,NA
"41","2020-09-02 16:25:30-03","Cenargen","CEN","32340","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.","A. C. Allem","Antônio Costa Allem","4779","1998","11","11",NA,"Brasil","MS","RIO BRILHANTE","32,5 km a NW de Rio Brilhante ao longo da Rodovia BR-267 rumo a Maracaju.","-54.5463981628418","-21.8019008636475","Exsicatas","Erva pubescente, reptante, com xilopódio de 50 cm. Brácteas semifoliáceas. Botões lanceolados. Frutos jovens, glabros, lisos, cilíndricos. Gado pasta. Encontrada junto à cerca, exatamente em frente à placa km 320. Ramos até 40 cm longos. Brácteas ciliadas. Planta toda pubescente, exceto o fruto. O material florífero era pouco (brácteas; um único racemo; 2 frutos jovens) e o melhor deste foi colocado no álcool 70% para estudos.","CEN00032340","CEN00032340",NA,"1998","11",NA,NA,"65544","auto",NA,"2","350","-5493333.0","-2163333.0","350",NA,NA,NA
"42","2020-09-02 16:25:30-03","Cenargen","CEN","32342","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.","A. C. Allem","Antônio Costa Allem","4781","1998","11","11",NA,"Brasil","MS","RIO BRILHANTE","32,5 km a NW de Rio Brilhante ao longo da Rodovia BR-267 rumo a Maracaju.","-54.5463981628418","-21.8019008636475","Unicata","Erva pubescente, reptante, com xilopódio de 50 cm. Brácteas semifoliáceas. Botões lanceolados. Frutos jovens, glabros, lisos, cilíndricos. Gado pasta. Encontrada junto à cerca, exatamente em frente à placa km 320. Ramos até 40 cm longos. Brácteas ciliadas. Planta toda pubescente, exceto o fruto. O material florífero era pouco (brácteas; um único racemo; 2 frutos jovens) e o melhor deste foi colocado no álcool 70% para estudos.","CEN00032342","CEN00032342",NA,"1998","11",NA,NA,"65544","auto",NA,"1","350","-5493333.0","-2163333.0","350",NA,NA,NA
"43","2020-09-02 16:25:30-03","Cenargen","CEN","32339","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.","A. C. Allem","Antônio Costa Allem","4778","1998","11","11",NA,"Brasil","MS","RIO BRILHANTE","32,5 km a NW de Rio Brilhante ao longo da Rodovia BR-267 rumo a Maracaju.","-54.5463981628418","-21.8019008636475","Exsicatas","Erva pubescente, reptante, com xilopódio de 50 cm. Brácteas semifoliáceas. Botões lanceolados. Frutos jovens, glabros, lisos, cilíndricos. Gado pasta. Encontrada junto à cerca, exatamente em frente à placa km 320. Ramos até 40 cm longos. Brácteas ciliadas. Planta toda pubescente, exceto o fruto. O material florífero era pouco (brácteas; um único racemo; 2 frutos jovens) e o melhor deste foi colocado no álcool 70% para estudos.","CEN00032339","CEN00032339",NA,"1998","11",NA,NA,"65544","auto",NA,"2","350","-5493333.0","-2163333.0","350",NA,NA,NA
"44","2020-09-02 16:25:30-03","Cenargen","CEN","32341","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.","A. C. Allem","Antônio Costa Allem","4780","1998","11","11",NA,"Brasil","MS","RIO BRILHANTE","32,5 km a NW de Rio Brilhante ao longo da Rodovia BR-267 rumo a Maracaju.","-54.5463981628418","-21.8019008636475","Exsicatas","Erva pubescente, reptante, com xilopódio de 50 cm. Brácteas semifoliáceas. Botões lanceolados. Frutos jovens, glabros, lisos, cilíndricos. Gado pasta. Encontrada junto à cerca, exatamente em frente à placa km 320. Ramos até 40 cm longos. Brácteas ciliadas. Planta toda pubescente, exceto o fruto. O material florífero era pouco (brácteas; um único racemo; 2 frutos jovens) e o melhor deste foi colocado no álcool 70% para estudos.","CEN00032341","CEN00032341",NA,"1998","11",NA,NA,"65544","auto",NA,"2","350","-5493333.0","-2163333.0","350",NA,NA,NA
