"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","class","previousCatalogNumber","typeStatus","coordinatePrecision","geoFlag","relatedCatalogItem","individualCount","eventTime","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","00962108","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","L. B. Smith",NA,NA,NA,"R. M. Klein","4567","1963","11","02","Brazil","Santa Catarina","Lajes","Painel.","-50.3258","-27.8161",NA,NA,"950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062178' target='other'> <mi>dwc_moreinfo</mi></a>","NY00962108","NY00962108_01","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02064902","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","S. D. Knapp",NA,NA,NA,"L. L. Giacomin","1723","2012","02","13","Brazil","Santa Catarina","Urubici","Estrada de subida para o Morro da Igreja, Entrada de acesso secundario para chácaras.","-49.4883","-20.0564",NA,NA,"1171",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2241289' target='other'> <mi>dwc_moreinfo</mi></a>","NY02064902","NY02064902_01","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","14366","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","01","01","Wasum, R.","270","1999","11","14","Brazil","Rio Grande do Sul",NA,"Mun. São Francisco do Paula - RS 235","-50.550278","-29.364722","-50.550278","-29.364722","800","800","arvoreta; em beira da mata",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"14","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","14366","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","01","01","Wasum, R.","270","1999","11","14","Brazil","Rio Grande do Sul",NA,"Mun. São Francisco do Paula - RS 235","-50.550278","-29.364722","-50.550278","-29.364722","800","800","arvoreta; em beira da mata",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae","5608067",NA,NA,NA,NA,NA,NA,NA
"15","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","14366","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","01","01","Wasum, R.","270","1999","11","14","Brazil","Rio Grande do Sul",NA,"Mun. São Francisco do Paula - RS 235","-50.550278","-29.364722","-50.550278","-29.364722","800","800","arvoreta; em beira da mata","G00016956",NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"16","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","17334","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Sehnem, A.","2203","1946","10","15","Brazil","Rio Grande do Sul",NA,"São Salvador",NA,NA,NA,NA,NA,NA,"arbor in prato",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"17","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","17334","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Sehnem, A.","2203","1946","10","15","Brazil","Rio Grande do Sul",NA,"São Salvador",NA,NA,NA,NA,NA,NA,"arbor in prato",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"18","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","27453","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2009","10",NA,"Smith, L.B.; Reitz, P.R.","12909","1964","10","24","Brazil","Santa Catarina","Faxinal dos Guedes","gorge of Rio Irani, 12 km SE of Fachinal dos Guedes","-52.2","-26.95","-52.2","-26.95","500","600","shrub 2 m; river margin",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"19","2015-02-10 11:46:36-02","BM","SOLANACEAE_SOURCE_BR","9599","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Pabst, G.; Pereira, E.","6281","1961","10","24","Brazil","Rio Grande do Sul",NA,"Aparades da Serra",NA,NA,NA,NA,"1300","1300","arvoreta de 3 m; fl. brancas",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae","2436231",NA,NA,NA,NA,NA,NA,NA
"20","2015-02-10 11:46:36-02","BM","SOLANACEAE_SOURCE_BR","9603","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Hatschbach, G.","22707","1969","10","26","Brazil","Paraná",NA,"Clevelandia",NA,NA,NA,NA,NA,NA,"arvoreta 5 m; petalas alvas, anteras amarelas; capoeiras",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae","2034520",NA,NA,NA,NA,NA,NA,NA
"21","2015-02-10 11:46:36-02","BM","SOLANACEAE_SOURCE_BR","9604","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Hatschbach, G.","15030","1966","10","19","Brazil","Paraná",NA,"Palmas",NA,NA,NA,NA,NA,NA,"arvore 8 m; flor alva, antera amarela; capa~o semi-devastado",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae","2536668",NA,NA,NA,NA,NA,NA,NA
"22","2015-02-10 11:46:36-02","BM","SOLANACEAE_SOURCE_BR","9604","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Hatschbach, G.","15030","1966","10","19","Brazil","Paraná",NA,"Palmas",NA,NA,NA,NA,NA,NA,"arvore 8 m; flor alva, antera amarela; capa~o semi-devastado",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"23","2015-02-10 11:46:36-02","BM","SOLANACEAE_SOURCE_BR","9606","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Stehmann, J.R.; Dutilh, J.","1549","1994","11","04","Brazil","Santa Catarina",NA,"Bom Jardim da Serra, estrada B. Jardim-S. Joaquim, km 29",NA,NA,NA,NA,"1300","1300","arvore de pequeno porte ca. 4-5 m; flores brancas",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"24","2015-02-10 11:46:36-02","BM","SOLANACEAE_SOURCE_BR","9614","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Sehnem, A.","3934","1949","10","23","Brazil","Rio Grande do Sul",NA,"Sa~o Salvador, Montenegro",NA,NA,NA,NA,"600","600","arbor in pascuis",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"25","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","9619","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Pabst, G.; Pereira, E.","6123","1961","10","21","Brazil","Santa Catarina",NA,"BR-2, planalto Santarinense, perto Sta. Cecilia",NA,NA,NA,NA,"1100","1100","arvore de 3.5 m; fl. brancas",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae","82125",NA,NA,NA,NA,NA,NA,NA
"26","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","9620","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Pabst, G.; Pereira, E.","6200","1961","10","22","Brazil","Santa Catarina",NA,"margem do Rio Lavatudo, entre Lages e S. Joaquim",NA,NA,NA,NA,"1050","1050","arvore 5-10 m; flores alvas",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae","2423786","holotype",NA,NA,NA,NA,NA,NA
"27","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","98083","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2014","01","01","Giacomin, L.L.; Mota, N.F.O.; Rezende, V.L.","1723","2012","02","13","Brazil","Santa Catarina","Urubici","estrada de subida para o Morro da Igreja, entrada de acesso secundario para chácaras, proximo a contensão de encosta","-49.488333","-20.056389","-49.488333","-20.056389","1171","1171","arvoreta 3 m; frutos verdes; prensado em alcool; em margem de floresta ombrófila mista secundária","BM001034976",NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"28","2015-02-10 11:46:36-02","BM","SOLANACEAE_SOURCE_BR","9617","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Klein, R.M.","4567","1963","11","02","Brazil","Santa Catarina","Lajes","Painel, Lajes","-50.3261","-27.8161",NA,NA,"950","950","arvoreta 4 m; capoeira",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae","2458231",NA,"70701","auto",NA,NA,NA,NA
"29","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","9622","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2004","06",NA,"Hatschbach, G.; Cervi, A.C.; Barbosa, E.","72547","2001","03","29","Brazil","Santa Catarina","Urubici","cachoeira do Avencal","-49.5917","-28.015",NA,NA,NA,NA,"arvoreta 3 m; flor alva, antera amarelas; mara proximo ao rio",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae",NA,NA,"30102","auto",NA,NA,NA,NA
"30","2015-02-10 11:46:36-02","BM","SOLANACEAE_SOURCE_BR","9600","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Smith, L.B.; Klein, R.M.","13489","1964","12","03","Brazil","Santa Catarina","Água Doce","Campos de Palmas, 24 km SE of Horizonte (Paraná)","-51.416667","-26.75","-51.416667","-26.75","1000","1200",NA,NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae","1829219",NA,NA,NA,NA,NA,NA,NA
"31","2015-02-10 11:46:36-02","BM","SOLANACEAE_SOURCE_BR","9600","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Smith, L.B.; Klein, R.M.","13489","1964","12","03","Brazil","Santa Catarina","Água Doce","Campos de Palmas, 24 km SE of Horizonte (Paraná)","-51.416667","-26.75","-51.416667","-26.75","1000","1200",NA,NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"32","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","14366","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","01","01","Wasum, R.","270","1999","11","14","Brazil","Rio Grande do Sul",NA,"Mun. São Francisco do Paula - RS 235","-50.550278","-29.364722","-50.550278","-29.364722","800","800","arvoreta; em beira da mata",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae","3387598",NA,NA,NA,NA,NA,NA,NA
"33","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","17334","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Sehnem, A.","2203","1946","10","15","Brazil","Rio Grande do Sul",NA,"São Salvador",NA,NA,NA,NA,NA,NA,"arbor in prato",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae","3024776",NA,NA,NA,NA,NA,NA,NA
"34","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","27453","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2009","10",NA,"Smith, L.B.; Reitz, P.R.","12909","1964","10","24","Brazil","Santa Catarina","Faxinal dos Guedes","gorge of Rio Irani, 12 km SE of Fachinal dos Guedes","-52.2","-26.95","-52.2","-26.95","500","600","shrub 2 m; river margin",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-02-10 11:46:36-02","BM","SOLANACEAE_SOURCE_BR","9603","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Hatschbach, G.","22707","1969","10","26","Brazil","Paraná",NA,"Clevelandia",NA,NA,NA,NA,NA,NA,"arvoreta 5 m; petalas alvas, anteras amarelas; capoeiras",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae","1694988",NA,NA,NA,NA,NA,NA,NA
"36","2015-02-10 11:46:36-02","BM","SOLANACEAE_SOURCE_BR","9603","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Hatschbach, G.","22707","1969","10","26","Brazil","Paraná",NA,"Clevelandia",NA,NA,NA,NA,NA,NA,"arvoreta 5 m; petalas alvas, anteras amarelas; capoeiras",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"37","2015-02-10 11:46:36-02","BM","SOLANACEAE_SOURCE_BR","9600","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Smith, L.B.; Klein, R.M.","13489","1964","12","03","Brazil","Santa Catarina","Água Doce","Campos de Palmas, 24 km SE of Horizonte (Paraná)","-51.416667","-26.75","-51.416667","-26.75","1000","1200",NA,NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae","2492257",NA,NA,NA,NA,NA,NA,NA
"38","2015-02-10 11:46:36-02","BM","SOLANACEAE_SOURCE_BR","9604","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Hatschbach, G.","15030","1966","10","19","Brazil","Paraná",NA,"Palmas",NA,NA,NA,NA,NA,NA,"arvore 8 m; flor alva, antera amarela; capa~o semi-devastado",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae","1665964",NA,NA,NA,NA,NA,NA,NA
"39","2015-02-10 11:46:36-02","BM","SOLANACEAE_SOURCE_BR","9605","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Sobral, M.; Stehmann, J.R.; Tutie, J.","ICN111138","1995","11",NA,"Brazil","Rio Grande do Sul",NA,"Estrada B. Ouro-Riozinho",NA,NA,NA,NA,"600","600","arvoreta 3 m; em beira de mata; flores brancas; mata atlântica",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"40","2015-02-10 11:46:36-02","BM","SOLANACEAE_SOURCE_BR","9614","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Sehnem, A.","3934","1949","10","23","Brazil","Rio Grande do Sul",NA,"Sa~o Salvador, Montenegro",NA,NA,NA,NA,"600","600","arbor in pascuis",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae","3024775",NA,NA,NA,NA,NA,NA,NA
"41","2015-02-10 11:46:36-02","BM","SOLANACEAE_SOURCE_BR","9614","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Sehnem, A.","3934","1949","10","23","Brazil","Rio Grande do Sul",NA,"Sa~o Salvador, Montenegro",NA,NA,NA,NA,"600","600","arbor in pascuis",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae","2040799",NA,NA,NA,NA,NA,NA,NA
"42","2015-02-10 11:46:36-02","BM","SOLANACEAE_SOURCE_BR","9619","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Pabst, G.; Pereira, E.","6123","1961","10","21","Brazil","Santa Catarina",NA,"BR-2, planalto Santarinense, perto Sta. Cecilia",NA,NA,NA,NA,"1100","1100","arvore de 3.5 m; fl. brancas","K000196204",NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"43","2015-02-10 11:46:36-02","BM","SOLANACEAE_SOURCE_BR","9602","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Ribas, O.S.; Silva, J.M.","190","1989","11","30","Brazil","Paraná","Lapa","Segundo Faxinal, trevo para Monte Alegre","-49.7158","-25.7697",NA,NA,NA,NA,"arvore 5 m; petalas alvas; mata secundaria","BM000849127",NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae",NA,NA,"49965","auto",NA,NA,NA,NA
"44","2015-02-10 11:46:36-02","BM","SOLANACEAE_SOURCE_BR","9617","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Klein, R.M.","4567","1963","11","02","Brazil","Santa Catarina","Lajes","Painel, Lajes","-50.3261","-27.8161",NA,NA,"950","950","arvoreta 4 m; capoeira",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae",NA,NA,"70701","auto",NA,NA,NA,NA
"45","2015-02-10 11:46:37-02","BM","SOLANACEAE_SOURCE_BR","9621","O","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Knapp, S.","2005","06",NA,"Mentz, L.A.; Sobral, M.","188","1995","12","12","Brazil","Santa Catarina","Urubici","Vacas Gordas","-49.5917","-28.015",NA,NA,NA,NA,"mata aberta",NA,NA,"Magnoliophyta","Solanales","Southern America",NA,"Dicotyledoneae",NA,NA,"30102","auto",NA,NA,NA,NA
"46","2020-02-08 10:36:24-03","NBC","NL-BOTANY","L 0003627","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Nee MH",NA,NA,NA,"Reitz R; Klein RM",NA,"1958","12","13","Brazil","Santa Catarina",NA,"Santa CatarinaBrasilFazenda da Laranja, Bom Jardim, S. Joaqium.",NA,NA,NA,NA,NA,NA,"Pinhal<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200003627 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0003627","NL-L0003627",NA,"Solanales","Southern America",NA,"Magnoliopsidae",NA,"isotype",NA,NA,"137044",NA,NA,NA
"47","2020-02-08 10:36:24-03","NBC","NL-BOTANY","L 0403705","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Nee MH",NA,NA,NA,"Reitz R; Klein RM",NA,"1958","12","13","Brazil","Santa Catarina",NA,"Santa CatarinaBrasilFazenda da Laranja, Bom Jardim, S. Joaqium.",NA,NA,NA,NA,NA,NA,"Pinhal<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200403705 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0403705",NA,NA,"Solanales","Southern America",NA,"Magnoliopsidae",NA,"isotype",NA,NA,NA,NA,NA,NA
