"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","class","individualCount","sex"
"11","2020-06-29 09:31:15-03","UFRRJ","RBR","22583","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"H.R.P. Lima","394","2002","01","26",NA,"Brasil","Rio de Janeiro","Mangaratiba","'Ilha da Marambaia, beira da estrada da senzala.'","-44.040599822998","-22.9596996307373",NA,NA,"RBR00022583",NA,NA,NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA
"12","2020-06-29 09:31:15-03","UFRRJ","RBR","4781","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","A.L. Peixoto","H.R.P. Lima","384","2000","08","10",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Caminho da guita em direção á praia da encosta.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00004781",NA,NA,NA,NA,NA,"2000","08","10","17272","auto",NA,NA,NA,NA,NA
"13","2020-06-29 09:31:15-03","UFRRJ","RBR","10451","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"M.M.S. Conde","474","2000","04","15",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Caminho da Matriz.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00010451",NA,NA,NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA
"14","2020-06-29 09:31:15-03","UFRRJ","RBR","34309","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"R.S. Nunes","13","2006","08","19",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Cota 100 m, parcela 02, planta 12; Vertente Baía de Sepetiba, próximo à água","-44.040599822998","-22.9596996307373",NA,NA,"RBR00034309",NA,NA,NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA
"15","2020-06-29 09:31:15-03","UFRRJ","RBR","24211","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"A.C.C. Moreira","13","2006","06","10",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Estrada da Senzala.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00024211",NA,NA,NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA
"16","2020-06-29 09:31:15-03","UFRRJ","RBR","17986","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"G.M. Siqueira","s.n.","2002","08","17",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Floresta Atlântica de Encosta, estrada da Senzala.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00017986",NA,NA,NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA
"17","2020-06-29 09:31:15-03","UFRRJ","RBR","22582","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"H.R.P. Lima","392 e 393","2002","01","26",NA,"Brasil","Rio de Janeiro","Mangaratiba","'Ilha da Marambaia, linha 3'","-44.040599822998","-22.9596996307373",NA,NA,"RBR00022582",NA,NA,NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA
"18","2020-06-29 09:31:15-03","UFRRJ","RBR","7617","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"A.L. Peixoto; A. Gentry, E. Zardini, C. Proença, O. Peixoto","3478","1985","02","05",NA,"Brasil","Espírito Santo","Santa Tereza","Reserva Biológica de Nova Lombardi","-40.6002998352051","-19.9356002807617",NA,NA,"RBR00007617",NA,NA,NA,"700","700",NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA
"19","2020-06-29 09:31:15-03","UFRRJ","RBR","7618","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","A.L. Peixoto","O.T. Aguiar","225","1987","12","09",NA,"Brasil","São Paulo","Serra da Cantareira","Região do Pinheirinho, próximo a entrada.",NA,NA,NA,NA,"RBR00007618",NA,NA,NA,NA,NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 09:31:15-03","UFRRJ","RBR","5053","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"M.L.C.V. Spolidoro","289","2000","09","01",NA,"Brasil","Rio de Janeiro","Valença","Distrito de Barão de Juparanã, Fazenda Santa Mônica. 22º 21#?# S/ 43º 43#?# W,alto do Baeta.","-43.7002983093262","-22.2455997467041",NA,NA,"RBR00005053",NA,NA,NA,NA,NA,NA,NA,NA,"47830","auto",NA,NA,NA,NA,NA
"21","2020-06-29 09:31:15-03","UFRRJ","RBR","22531","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"F.C. Nettesheim","187","2006","04","15",NA,"Brasil","Rio de Janeiro","Mangaratiba","'Ilha da Marambaia, descida da trilha da senzala sentido bravo 10.'","-44.040599822998","-22.9596996307373",NA,NA,"RBR00022531",NA,NA,NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA
"22","2020-06-29 09:31:15-03","UFRRJ","RBR","10450","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"M.C. Souza","83","1999","03","07",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Estrada para a Praia da Armação.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00010450",NA,NA,NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA
"23","2020-06-29 09:31:15-03","UFRRJ","RBR","17987","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"G.M. Siqueira","s.n.","2002","08","10",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Praça Sebastion Paul.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00017987",NA,NA,NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA
"24","2020-06-29 09:31:15-03","UFRRJ","RBR","7616","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"A.L. Peixoto; A. Gentry, E. Zardini, C. Proença, O. Peixoto","3477","1985","02","05",NA,"Brasil","Espírito Santo","Santa Tereza","Reserva Biológica de Nova Lombardia","-40.6002998352051","-19.9356002807617",NA,NA,"RBR00007616",NA,NA,NA,"700","700",NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA
"25","2020-06-29 09:31:15-03","UFRRJ","RBR","8450","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","A.L. Peixoto","A.L. Peixoto; O.L. Peixoto","1951","1984","03","03",NA,"Brasil","São Paulo","Salesópolis","Reserva da Boracéia","-45.8400001525879","-23.5300006866455",NA,NA,"RBR00008450",NA,NA,NA,NA,NA,"1997","06",NA,"18032","auto",NA,NA,NA,NA,NA
"26","2020-03-11 14:57:09-03","UFSM","SMDB","19219","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha",NA,"Franco, GADC","Ivanauskas, NM; Toniato, MTZ; Polisel, RT; Souza, DCO da Sil; Fogaça. P.D.","6153","2006","08","29",NA,"Brasil","São Paulo","São miguel Arcanjo","PECB - Trilha do Turvinho 2(SAD69, Zona 23J, 20147","-47.9900016784668","-23.8700008392334",NA,"arvoreta, 4m altura, botões florais verdes; Barranco","SMDB019219",NA,NA,NA,NA,NA,"2006","10",NA,"27904","auto",NA,NA,NA,NA,NA
"27","2020-12-21 16:35:44-03","MBM","MBM","172303","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","Peixoto, A.L.","Andrade, P.M.; et al.; et al.","597",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,"MBM172303","MBM172303",NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA
"28","2020-12-21 16:35:44-03","MBM","MBM","115716","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","Peixoto, A.L.","Lima, H.C. de","3032",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano, Serra da Rifa","-42.0080986022949","-21.9552993774414",NA,NA,"MBM115716","MBM115716",NA,NA,NA,NA,NA,NA,NA,"30526","auto",NA,NA,NA,NA,NA
"29","2019-11-01 15:28:26-03","PUC-RIO","FCAB","5451","PreservedSpecimen","Plantae",NA,"Angiospermae","Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","A.L. Peixoto","R.R. Oliveira; D. Flores; C.A.L. Oliveiraa","s.n.","1995","08","08",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Trilha p/ o Pico do Papagaio, Ilha Grande","-44.3180999755859","-23.0067005157471",NA,"Arbusto com 3,5m de altura.","005451",NA,NA,NA,NA,NA,"1997",NA,NA,"32988","auto",NA,NA,NA,NA,NA
"30","2016-01-20 14:40:33-02","MNHN","RECOLNAT_MNHN_P","P00080214","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"Glaziou, A.",NA,"1891","2","19",NA,"Brésil",NA,NA,"(Rio Jan.) Alto Macahé",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080214' target='other'> <mi>dwc_moreinfo</mi></a>","P00080214","P00080214_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","18487",NA,NA,NA
"31","2016-01-20 14:40:33-02","MNHN","RECOLNAT_MNHN_P","P00080215","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"Glaziou, A.",NA,"1891","2","19",NA,"Brésil",NA,NA,"(Rio Jan.) Alto Macahé",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080215' target='other'> <mi>dwc_moreinfo</mi></a>","P00080215","P00080215_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","18487",NA,NA,NA
"32","2015-09-16 01:16:45-03","MNHN","RECOLNAT_MNHN_P","P00080216","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"Glaziou, A.",NA,"1891","2","19",NA,"Brésil",NA,NA,"(Rio Jan.) Alto Macahé",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080216' target='other'> <mi>dwc_moreinfo</mi></a>","P00080216","P00080216_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","18487",NA,NA,NA
"33","2016-01-20 14:41:17-02","MNHN","RECOLNAT_MNHN_P","P00080297","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","Lirio","Miers, J.",NA,"1838","2","22",NA,"Brésil",NA,NA,"Rio Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080297' target='other'> <mi>dwc_moreinfo</mi></a>","P00080297","P00080297_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4402",NA,NA,NA
"34","2020-12-11 11:38:51-03","UFMG","BHCB","134941","PreservedSpecimen","Plantae","Dicotyledon",NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"Souza, DT; Almeida, TE","556","2008","10","11","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, Chapada do Couto - Capões de mata de altitude na região sudoeste do PERP.","-43.331389","-18.236111",NA,"Árvore de 8 metros em interior de capão de mata de altitude. Frutos imaturos verdes.","BHCB010776",NA,"-43.331389","-18.236111","1550","1550","2013","11","10",NA,NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:38:51-03","UFMG","BHCB","137421","PreservedSpecimen","Plantae","Dicotyledon",NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"Santos, MF; Marques, JBC","418","2008","10","25","Southern America","Brasil","Minas Gerais","Itambé do Mato Dentro","APA do Parque Nacional da Serra do Cipó, Distrito de Santana do Rio Preto (Cabeça de Boi). Interior da mata do Cachoeirão","-43.432861","-19.431861",NA,"Árvore, 8m alt. Ramos esverdeados com manchas paleáceas. Inflorescência com ráquis esverdeadas. Botão floral esverdeado, sépalas amarelo-esverdeadas, estames amarelados","BHCB010774",NA,"-43.432861","-19.431861",NA,NA,"2013","11","10",NA,NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:38:51-03","UFMG","BHCB","163828","PreservedSpecimen","Plantae","Dicotyledon",NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"Perdiz, RO; Werff, H van der","502","2009","08","15","Southern America","Brasil","Bahia","Camacan","Trilha da Pousada","-39.565278","-15.391667",NA,"Arvoreta, 5m de altura. Folhas discolores. Frutos vináceos.; Floresta Ombrófila Densa Montana, em sub-bosque","BHCB006494",NA,"-39.565278","-15.391667","835","835","2013","11","10",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:38:51-03","UFMG","BHCB","97026","PreservedSpecimen","Plantae","Dicotyledon",NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"Ferreira, RM; França, GS","96","2005","04","16","Southern America","Brasil","Minas Gerais","Santa Bárbara","EPDA de Peti","-43.365333","-19.892556",NA,"Arvoreta, 1,5m, frutos verdes.; Área da Usina.","BHCB010777",NA,"-43.365333","-19.892556",NA,NA,"2013","11","10",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:38:51-03","UFMG","BHCB","51204","PreservedSpecimen","Plantae","Dicotyledon",NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"Oliveira, PP de","469","1999","10","14","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União","-41.9449996948242","-22.5268993377686",NA,"Mata atlântica, morro","BHCB010775",NA,NA,NA,NA,NA,"2013","11","10","17620","auto",NA,NA,NA,NA,NA
"39","2012-03-30 12:37:00-03","MO","MOBOT","3120700","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","J. Kallunki","Jacquelyn A. Kallunki|José R. Pirani|Rosângela P. de Lyra","Kallunki 377","1993","1","25","South America","Brazil","Alagoas",NA,"Mun. Muricí, Poco d'Anta, somewhere on dirt road to the right off of BR-104 at 17 km from BR-101, past Fazenda Bandaneiras. Remnant Atlantic forest among cane fields.","-35.93333","-9.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2009-07-27 09:32:00-03","MO","MOBOT","3120874","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"Auguste F.M. Glaziou","Glaziou 18487","1891","9","18","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","10279",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","E.J. Lirio/2016","W. P. Lopes; E. Bausen & W. Pizziolo","673","1999","05","12",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Árvore 6,5m. Dap 6cm. Fuste 5m. Frutos imaturos verdes.","MBML010279","MBML010279","40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","11722",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","E.J. Lirio/2016","V. Demuner; et al","270","1999","11","30",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica Caixa D'Água","-40.6075","-19.931389",NA,"Árvore 15m, DAP 20cm, fuste 10m, botões florais, flores de cor bege.","MBML011722","MBML011722","40W36'27","19S55'53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","13480",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","E.J. Lirio/2016","V. Demuner; et al","1378","2000","09","12",NA,"Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Pousada Passárgada","-40.597222","-19.978611",NA,"Arvoreta 6m, botões florais esverdeados. Interior de mata primária, terreno íngerime.","MBML013480","MBML013480","40W35'50","19S58'43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","21402",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","E.J. Lirio/2016","J. Rossini; et al","460","2003","08","19",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Arbusto 7,5m. Folha discolor. Frutos avermelhados.","MBML021402","MBML021402","40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","43829",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","E.J. Lírio/30-08-2012","E.J. de Lírio; V.L. Aledi","45","2011","09","28",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Floresta Ombrófila Densa. Arv. 6m. Flores amarelas maturas. Em Álcool","MBML043829","MBML043829","40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","44344",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","E.J. Lirio/2016","A. B. Jardim; J. Jardim, L.C. Gomes,W. Mateus, E. Andrade & L. Daneu","110","2008","10","12",NA,"Brasil","Bahia","Arataca","Serra do Novo Javi. RPPN do IESB. Rodovia Arataca/Una, entrada a 9,5km da cidade, mais 8,9km da entrada. Trilha da Serra, acesso ca 1,5km NE da sede","-39.335833","-15.178333",NA,"Árvore ca 6m alt., fruto imaturo verde","MBML044344","MBML044344","39W20'9","15S10'42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","44437",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","E.J. Lirio/2016","A. B. Jardim; J.Jardim, W. Mateus, E. Andrade, L. Daneu & L.C. Gomes","160","2008","12","20",NA,"Brasil","Bahia","Arataca","RPPN do IESB,Serra do Peito de Moça. Rodovia Arataca/Una, entrada a 9,5km da cidade, mais 8,9km da entrada. Trilha para o topo da serra.","-39.339444","-15.174167",NA,"Árvore 8-10m alt., folhas verde brilhantes com a face inferior opaca. Frutos imaturos verde claro","MBML044437","MBML044437","39W20'22","15S10'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","8156",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","E.J. Lirio/2016","L. Kollmann; E. Bausen & W. Pizziolo","808","1998","10","27",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica Caixa D'Água","-40.6075","-19.931389",NA,"Fundo de vale. Arvoreto 8m. DAP 10cm. Fuste 6m. Botões verdes","MBML008156","MBML008156","40W36'27","19S55'53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-04 11:05:49-03","UFRB","HURB","14570","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"Victor Jr., V.","562","2013","01","10",NA,"Brasil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi","-39.3736000061035","-14.1641998291016",NA,NA,"HURB000014570",NA,NA,NA,NA,NA,NA,NA,NA,"33549","auto",NA,NA,NA,NA,NA
