"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","dayIdentified","individualCount"
"29","2019-10-07 09:16:12-03","UEFS","HUEFS","166111","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","carvalhoi","Hyptis carvalhoi","Harley",NA,"Harley, R.M.","55846","2008","01","26",NA,"Brasil","Bahia","Mucuge","Gerais, entre Brejo da cima e Mucuge, 20,2 km em linha reta de Mucuge.","-41.5275","-13.104722","1166","1166",NA,NA,"HUEFS0166111",NA,NA,"Asteranae",NA,NA,NA,NA,"41W31'39''","13S6'17''",NA,NA,NA
"30","2019-10-07 09:16:25-03","UEFS","HUEFS","10160","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Medusantha","carvalhoi","Medusantha carvalhoi","(Harley) Harley & J.F.B.Pastore","R.M.Harley","Queiroz, L.P.de","2648","1992","02","15",NA,"Brasil","Bahia","Mucugê","Ca. 16 Km NW de Mucugê, na estrada para Boninal.","-41.466667","-12.966667","1040","1040",NA,"Campo.","HUEFS0010160","HUEFS0010160 HUEFS0010160_e1",NA,"Asteranae",NA,NA,"2018","10","41W28'","12S58'",NA,NA,NA
"31","2019-10-07 09:16:25-03","UEFS","HUEFS","166322","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Medusantha","carvalhoi","Medusantha carvalhoi","(Harley) Harley & J.F.B.Pastore","R.M.Harley","Harley, R.M.","55846","2008","01","26",NA,"Brasil","Bahia","Mucugê","Gerais, entre Brejo da cima e Mucuge, 20,2 km em linha reta de Mucuge.","-41.5275","-13.104722","1166","1166",NA,NA,"HUEFS0166322","HUEFS0166322 HUEFS0166322_e1",NA,"Asteranae",NA,NA,"2018","10","41W31'39''","13S6'17''",NA,NA,NA
"32","2019-10-07 09:16:25-03","UEFS","HUEFS","29208","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Medusantha","carvalhoi","Medusantha carvalhoi","(Harley) Harley & J.F.B.Pastore","R.M.Harley","Guedes, M.L.S.","PCD5513","1997","02","13",NA,"Brasil","Bahia","Mucugê","Caminho para Abaíra.","-41.374444","-13.006667","970","970",NA,"Campos gerais.","HUEFS0029208","HUEFS0029208 HUEFS0029208_e1",NA,"Asteranae",NA,NA,"2018","10","41W22'28''","13S0'24''",NA,NA,NA
"33","2019-10-07 09:16:25-03","UEFS","HUEFS","60509","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Medusantha","carvalhoi","Medusantha carvalhoi","(Harley) Harley & J.F.B.Pastore","R.M.Harley","Funch, L.S.","FCD145","2002","04","14",NA,"Brasil","Bahia","Mucugê","Fazenda São Luiz, ao sul do povoado.","-41.454444","-13.034722",NA,NA,NA,NA,"HUEFS0060509","HUEFS0060509 HUEFS0060509_e1",NA,"Asteranae",NA,NA,"2018","10","41W27'16''","13S2'5''",NA,NA,NA
"34","2019-10-07 09:16:25-03","UEFS","HUEFS","72929","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Medusantha","carvalhoi","Medusantha carvalhoi","(Harley) Harley & J.F.B.Pastore","R.M.Harley","Harley, R.M.","54639","2003","09","04",NA,"Brasil","Bahia","Mucugê","SW de Mucugê.","-41.460556","-13.040278","1057","1057",NA,"Campos gerais.","HUEFS0072929","HUEFS0072929 HUEFS0072929_e1",NA,"Asteranae",NA,NA,"2018","10","41W27'38''","13S2'25''",NA,NA,NA
"35","2019-10-07 09:16:25-03","UEFS","HUEFS","29165","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Medusantha","carvalhoi","Medusantha carvalhoi","(Harley) Harley & J.F.B.Pastore","R.M.Harley","Harley, R.M.","PCD4839","1997","02","01",NA,"Brasil","Bahia","Mucugê","15 km de Mucugê, estrada para cascável.","-41.819722","-13.595556","1000","1000",NA,NA,"HUEFS0029165","HUEFS0029165 HUEFS0029165_e1",NA,"Asteranae",NA,NA,"2018","10","41W49'11''","13S35'44''",NA,NA,NA
"36","2019-10-07 09:16:25-03","UEFS","HUEFS","127643","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Medusantha","carvalhoi","Medusantha carvalhoi","(Harley) Harley & J.F.B.Pastore","R.M.Harley","Pastore, J.F.B.","2181","2007","08","08",NA,"Brasil","Bahia","Palmeiras","Estrada de terra entre Capão e Guiné (para Mucugê).","-41.44","-13.019444","1029","1029",NA,"Campo. Latossolo.","HUEFS0127643","HUEFS0127643 HUEFS0127643_e1",NA,"Asteranae",NA,NA,"2018","10","41W26'24''","13S1'10''",NA,NA,NA
"37","2020-07-23 12:09:13-03","CEPLAC","CEPEC","32624","PreservedSpecimen","Plantae",NA,NA,"Labiatae","Hyptis","carvalhoi","Hyptis carvalhoi",NA,"R. M. Harley","B. C. Bastos","34","1986","03","30",NA,"Brasil","Bahia","IRECÊ","Faz. Guarani. Ca. 8Km de Gabriel. Margem da estrada.","-41.8558006286621","-11.3042001724243",NA,NA,NA,NA,NA,NA,NA,NA,"19644","auto",NA,NA,NA,NA,"18/10/1988",NA,NA
"38","2020-07-23 12:09:20-03","CEPLAC","CEPEC","25182","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","carvalhoi","Hyptis carvalhoi",NA,"R. M. Harley","R. M. Harley","20934","1983","08","29",NA,"Brasil","Bahia","IBICOARA","Serra do Sincorá. 4Km ao S de Cascavel, Rod. para Ibicoara.","-41.383333","-13.216667",NA,NA,NA,NA,NA,NA,"Holótipo",NA,NA,NA,NA,NA,"41W23'0","13S13'0","10/04/1983",NA,NA
"39","2020-07-23 12:09:20-03","CEPLAC","CEPEC","17867","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","carvalhoi","Hyptis carvalhoi",NA,"R. M. Harley","S. A. Mori","12545","1974","01","30",NA,"Brasil","Bahia","MUCUGÊ","A 21Km ao SW de Mucugê, na estrada para Jussiape.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,NA,"Paratipo",NA,"52493","auto",NA,NA,"0W0'0","0S0'0","18/10/1988",NA,NA
"40","2020-07-23 12:09:16-03","CEPLAC","CEPEC","74878","PreservedSpecimen","Plantae",NA,NA,"Labiatae","Medusantha","carvalhoi","Medusantha carvalhoi",NA,"A. S. Soares","R. M. Harley","4839","1997","02","01",NA,"Brasil","Bahia","RIO DE CONTAS","15Km de Mucugê, estrada p/ Cascavel.","-41.819722","-13.595556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W49'11","13S35'44","28/02/1997",NA,NA
"41","2020-07-23 12:09:16-03","CEPLAC","CEPEC","37400","PreservedSpecimen","Plantae",NA,NA,"Labiatae","Medusantha","carvalhoi","Medusantha carvalhoi",NA,"A. S. Soares","G. Hatschbach","47537","1988","11","30",NA,"Brasil","Bahia","IBICOARA","Arredores da cidade.","-41.2846984863281","-13.4105997085571",NA,NA,NA,NA,NA,NA,NA,NA,"34188","auto",NA,NA,"0W0'0","0S0'0","30/12/1985",NA,NA
