"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","dayIdentified","typeStatus","individualCount","class","fieldNumber","relatedCatalogItem"
"11","2021-02-11 17:19:01-03","UFPR","UPCB","47078","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","mendoncaei","Inga mendoncaei","Harms","Queiroz, L.P. de","Queiroz, L.P.de","4740","1997","02","09",NA,"Brasil","Bahia","Vera Cruz","Ilha de Itaparica, Praia da Coroa, ramal que liga a BA 001 à praia de Coroa","-38.6086006164551","-12.9603004455566",NA,NA,NA,"Árvore copada, ca. 8m, folhas com nectários verde-amarelados, frutos verde-amarelados..",NA,NA,"1997","08","27816","auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-01 11:46:00-03","MO","MOBOT","101059112","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","mendoncaei","Inga mendoncaei","Harms",NA,"Ernst Üle","Üle 4886","1900","2",NA,"South America","Brazil","Rio de Janeiro",NA,"Baum am Flussufer der Serra do Macahé bei Novo Friburgo.",NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lectotype","1",NA,NA,NA
"13","2008-05-27 22:02:00-03","MO","MOBOT","2905730","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","mendoncaei","Inga mendoncaei","Harms","D. Neill","Lima","Lima 3427","1988","9","26","South America","Brazil","Rio de Janeiro",NA,"Nova Friburgo, Reserve Ecológica Municipal de Macaé de Cima, Nascente do Rio das Flores.","-42.05","-22","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2008-05-27 22:02:00-03","MO","MOBOT","2905783","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","mendoncaei","Inga mendoncaei","Harms","D. Neill","PESSOA","PESSOA 262","1987","8","19","South America","Brazil","Rio de Janeiro",NA,"Nov Friburgo, Reserva Ecológica Municpal de Macaé de Cima, Sítio Sophronites.","-42.05","-22","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-01-01 13:13:00-02","MO","MOBOT","2905814","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","mendoncaei","Inga mendoncaei","Harms",NA,"Roberta C. de Mendonça","Mendonça 50","1984",NA,NA,"South America","Brazil",NA,NA,"Rio, Alto Macaté",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-07-10 09:47:00-03","MBML","MBML-HERBARIO","51915",NA,"Plantae",NA,NA,"Leguminosae Mimosoideae","Inga","mendoncaei","Inga mendoncaei","Harms","H.C. de Lima/XII-2016","G. Martinelli; R. Negrão, D. Maurenza & M. Moraes","19359","2016","08","10",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Área de Proteção Ambiental de Macaé de Cima. Macaé de Cima, nascente do rio das Flores, acima do Sítio Sophronitis. Mata atlântica de altitude","-42.521944","-22.436111","1000","1000",NA,"Árvore 12m, frequente na margem de rio, folhas verdes, discolores, flores com cálice verde, estames alvos. Botões florais de cor verde","MBML051915","MBML051915 MBML051915_1 MBML051915_2",NA,NA,NA,NA,"42W31'19","22S26'10",NA,NA,NA,NA,NA,NA
"17","2020-09-12 05:00:02-03","US","US","3711960","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Inga","mendoncaei","Inga mendoncaei","Harms",NA,"G. Martinelli, D. Maurenza, R. Negrão & M. Moraes","19359",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Nova Friburgo. Área de Proteção Ambiental de Macaé de Cima. Macaé de Cima, nascente do Rio das Flores.","-42.5219","-22.4361","1000",NA,NA,NA,"US03064937","US03064937_01",NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"18","2019-11-13 11:22:27-03","USP","SPF","212166","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Inga","mendoncaei","Inga mendoncaei","Harms","Garcia, FCP","Guedes, R","2535","1995","03","27",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.566667","-25.25","1200","1200",NA,NA,"SPF00212166",NA,"2002","05",NA,NA,"-44.566667","-25.25",NA,NA,NA,NA,NA,NA
"19","2020-05-08 11:10:29-03","UEFS","HUEFS","204300","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","mendoncaei","Inga mendoncaei","Harms",NA,"Neves, D.R.M.","1300","2013","05","31",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Estrada que leva à Macaé de Cima. Próximo à Pousada Amantes da Natureza.","-43.516111",NA,"963","963",NA,"Bordo de Floresta Ombrófila.","HUEFS0204300",NA,NA,NA,NA,NA,"43W30'58''","22S24'76''",NA,NA,NA,"Rosanae",NA,NA
"20","2020-05-08 11:10:29-03","UEFS","HUEFS","173616","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","mendoncaei","Inga mendoncaei","Harms",NA,"Guedes, R.","2535","1995","03","27",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Três picos, área pertubada.","-44.566667","-25.25","1200","1200",NA,NA,"HUEFS0173616","HUEFS0173616",NA,NA,NA,NA,"44W34'0''","25S15'0''",NA,NA,NA,"Rosanae",NA,NA
"21","2020-05-08 11:10:29-03","UEFS","HUEFS","231951","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","mendoncaei","Inga mendoncaei","Harms",NA,"Martinelli, G.","19359","2016","08","10",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Macaé de cima Área de proteção Ambiental de Macaé de cima. Nascente do Rio das flores, acima do sitio Sophronitis.","-42.521944","-22.436111","1000","1000",NA,"Mata Atlântica","HUEFS0231951",NA,NA,NA,NA,NA,"42W31'19''","22S26'10''",NA,NA,NA,"Rosanae",NA,NA
"22","2019-09-04 18:37:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Inga","mendoncaei","Inga mendoncaei",NA,NA,"R. C. de Mendonça","50","1884","5",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,"Dicotyledoneae",NA,NA
"23","2018-04-04 16:25:26-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Inga","mendoncaei","Inga mendoncaei",NA,"RRC ID Flag","G. Martinelli","2439",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","2439",NA
"24","2019-01-23 10:02:53-02","F","FMNH-SEEDPLANTS","V0360922F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Inga","mendoncaei","Inga mendoncaei",NA,NA,"R. C. de Mendonça","50","1884","5",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0360922F","V0360922F_01",NA,NA,NA,NA,NA,NA,NA,"Isosyntype",NA,"Dicotyledoneae",NA,NA
"25","2020-07-23 12:14:23-03","CEPLAC","CEPEC","132394","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","mendoncaei","Inga mendoncaei",NA,"F. C. P. Garcia","R. Guedes","2535","1995","03","27",NA,"Brasil","Rio de Janeiro","ITATIAIA","Parque Nacional do Itatiaia. Três Picos.","-44.75","-22.466667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W45'0","22S28'0",NA,NA,NA,NA,NA,"30/05/2007"
"26","2020-07-23 12:14:23-03","CEPLAC","CEPEC","61305","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","mendoncaei","Inga mendoncaei",NA,"M. M. M. Lopes","B. Kurtz","58","1989","07","05",NA,"Brasil","Rio de Janeiro","nova friburgo","Reserva Ecológica de Macaé de Cima. Nascente do Rio das Flores.","-42.05","-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42W3'0","22S0'0",NA,NA,NA,NA,NA,"30/07/2007"
"27","2021-02-23 13:22:28-03","MN","R-TIPOS","67365","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","mendoncaei","Inga mendoncaei","Harms",NA,"Ule, E.H.G.","s.n.","1899","08",NA,NA,"Brasil","Rio de Janeiro",NA,"Serra dos Órgãos",NA,NA,NA,NA,NA,NA,"R000067365","R000067365_001",NA,NA,NA,NA,NA,NA,NA,"Isosyntypus",NA,NA,NA,NA
"28","2014-10-09 13:58:23-03","UHH","HBG","520824","S","Plantae",NA,NA,"Leguminosae/Fabaceae","Inga","mendoncaei","Inga mendoncaei","Harms","HBG-formal name entry","Ule, E.","4822","1899","08",NA,"South America","Brazil",NA,NA,"Estado de Rio de Janeiro, Baum im Walde der Serra do Orgaos",NA,NA,NA,NA,NA,NA,"HBG520824",NA,"2013","05",NA,NA,NA,NA,"24","Syntype",NA,NA,NA,NA
"29","2014-10-09 13:58:23-03","UHH","HBG","520825","S","Plantae",NA,NA,"Leguminosae/Fabaceae","Inga","mendoncaei","Inga mendoncaei","Harms","HBG-formal name entry","Ule, E.","4886","1900","02",NA,"South America","Brazil",NA,NA,"Estado de Rio de Janeiro, Baum am Flussufer der Serra do Macahé bei Novo Friburgo",NA,NA,"900","900",NA,NA,"HBG520825",NA,"2013","05",NA,NA,NA,NA,"24","Syntype",NA,NA,NA,NA
