"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","relatedCatalogItem","individualCount","coordinatePrecision","geoFlag","dayIdentified"
"19","2020-09-12 05:00:02-03","US","US","3290062","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Hoehnephytum","almasense","Hoehnephytum almasense","D.J.N. Hind",NA,"R. M. Harley & B. L. Stannard","26161","1988","11","15","South America - Neotropics","Brazil","Bahia",NA,"Mun. Rio de Contas, Pico das Almas, vertente leste, Ao norte do Campo do Queiroz","-41.97","-13.52","1525",NA,NA,NA,"US01827158","US01827158_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"20","2020-09-12 05:00:02-03","US","US","3290052","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Hoehnephytum","almasense","Hoehnephytum almasense","D.J.N. Hind",NA,"R. M. Harley, A. M. Giulietti, B. L. Stannard & D. J. N. Hind","26338","1988","11","10","South America - Neotropics","Brazil","Bahia",NA,"Mun. Rio de Contas, Pico das Almas, vertente leste, Subida do pico do campo norte do Queiroz","-41.97","-13.53","1600",NA,NA,NA,"US01827159","US01827159_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"21","2019-10-07 09:11:32-03","UEFS","HUEFS","14453","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Hoehnephytum","almasense","Hoehnephytum almasense","D.J.N.Hind","H.P.Bautista","Ganev, W.","1866","1993","07","16",NA,"Brasil","Bahia","Abaíra","Rio de contas,Gerais do Porco-gordo","-42.416667","-13.75","1170","1170",NA,"Campo rupestre com solo arenoso","HUEFS0014453","HUEFS0014453","2001","05","42W25'","13S45'","Asteranae",NA,NA,NA,NA,NA,NA
"22","2019-10-07 09:11:32-03","UEFS","HUEFS","11123","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Hoehnephytum","almasense","Hoehnephytum almasense","D.J.N.Hind","D.J.N.Hind","Ganev, W.","680","1992","07","18",NA,"Brasil","Bahia","Abaíra",NA,"-41.75","-13.266667","950","950",NA,NA,"HUEFS0011123","HUEFS0011123","1996","11","41W45'","13S16'","Asteranae",NA,NA,NA,NA,NA,NA
"23","2019-10-07 09:11:32-03","UEFS","HUEFS","156589","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Hoehnephytum","almasense","Hoehnephytum almasense","D.J.N.Hind","D.J.N.Hind","Queiroz, L.P.de","14571","2009","05","04",NA,"Brasil","Bahia","Palmeiras","Volta da Serra na estrada de Palmeiras para Guiné.","-41.561944","-12.639444","1135","1135",NA,"Campo rupestre, solo arenoso com afloramento de arenito.","HUEFS0156589","HUEFS0156589","2013","10","41W33'43''","12S38'22''","Asteranae",NA,NA,NA,NA,NA,NA
"24","2019-10-07 09:11:32-03","UEFS","HUEFS","62150","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Hoehnephytum","almasense","Hoehnephytum almasense","D.J.N.Hind",NA,"Harley, R.M.","PCD4465","1996","11","18",NA,"Brasil","Bahia","Rio de Contas","Serra Marsalina (Serra da antena de TV).","-41.831944","-13.5925","1020","1020",NA,"Campo rupestre. Solo arenoso e latólico.","HUEFS0062150","HUEFS0062150",NA,NA,"41W49'55''","13S35'33''","Asteranae",NA,NA,NA,NA,NA,NA
"25","2019-10-07 09:11:32-03","UEFS","HUEFS","62164","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Hoehnephytum","almasense","Hoehnephytum almasense","D.J.N.Hind",NA,"Hind, D.J.N.","PCD4067","1996","11","05",NA,"Brasil","Bahia","Piatã","Pai Inácio. Três Morros.","-41.886389","-13.060556","1300","1300",NA,"Cerrado arbóreo aberto. Substrato gramíneo-lenhoso, com árvores espersas ou aglomerados arbóreos.","HUEFS0062164","HUEFS0062164",NA,NA,"41W53'11''","13S3'38''","Asteranae",NA,NA,NA,NA,NA,NA
"26","2019-10-07 09:11:32-03","UEFS","HUEFS","63533","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Hoehnephytum","almasense","Hoehnephytum almasense","D.J.N.Hind",NA,"Harley, R.M.","PCD4279","1996","11","15",NA,"Brasil","Bahia","Rio de Contas","Sopé do Pico do Itabira.","-41.888333","-13.3675","1540","1540",NA,"Campo rupestre.","HUEFS0063533","HUEFS0063533",NA,NA,"41W53'18''","13S22'3''","Asteranae",NA,NA,NA,NA,NA,NA
"27","2019-10-07 09:11:32-03","UEFS","HUEFS","66553","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Hoehnephytum","almasense","Hoehnephytum almasense","D.J.N.Hind",NA,"Harley, R.M.","26161","1988","11","15",NA,"Brasil","Bahia","Rio de Contas","Pico da Almas. Vertente leste, ao norte do Campo do Queiroz.","-41.966667","-13.516667","1525","1525",NA,NA,"HUEFS0066553",NA,NA,NA,"41W58'","13S31'","Asteranae","Parátipo",NA,NA,NA,NA,NA
"28","2019-10-07 09:11:32-03","UEFS","HUEFS","66554","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Hoehnephytum","almasense","Hoehnephytum almasense","D.J.N.Hind",NA,"Harley, R.M.","27297","1988","12","18",NA,"Brasil","Bahia","Rio de Contas","Pico da Almas. Vertente leste, escarpa a Oeste do Campo do Queiroz.","-41.966667","-13.533333","1500","1500",NA,NA,"HUEFS0066554",NA,NA,NA,"41W58'","13S32'","Asteranae","Isótipo",NA,NA,NA,NA,NA
"29","2019-10-07 09:11:32-03","UEFS","HUEFS","66555","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Hoehnephytum","almasense","Hoehnephytum almasense","D.J.N.Hind",NA,"Harley, R.M.","27297","1988","12","18",NA,"Brasil","Bahia","Rio de Contas","Pico da Almas. Vertente leste, escarpa a Oeste do Campo do Queiroz.","-41.966667","-13.533333","1500","1500",NA,NA,"HUEFS0066555",NA,NA,NA,"41W58'","13S32'","Asteranae","Isótipo",NA,NA,NA,NA,NA
"30","2019-10-07 09:11:32-03","UEFS","HUEFS","66556","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Hoehnephytum","almasense","Hoehnephytum almasense","D.J.N.Hind",NA,"Harley, R.M.","27297","1988","12","18",NA,"Brasil","Bahia","Rio de Contas","Pico da Almas. Vertente leste, escarpa a Oeste do Campo do Queiroz.","-41.966667","-13.533333","1500","1500",NA,NA,"HUEFS0066556",NA,NA,NA,"41W58'","13S32'","Asteranae","Isótipo",NA,NA,NA,NA,NA
"31","2019-10-07 09:11:32-03","UEFS","HUEFS","66557","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Hoehnephytum","almasense","Hoehnephytum almasense","D.J.N.Hind",NA,"Harley, R.M.","26338","1988","11","10",NA,"Brasil","Bahia","Rio de Contas","Pico da Almas. Vertente leste, subida do pico do campo norte do Queiroz.","-41.966667","-13.533333","1600","1600",NA,NA,"HUEFS0066557",NA,NA,NA,"41W58'","13S32'","Asteranae","Parátipo",NA,NA,NA,NA,NA
"32","2019-10-07 09:11:32-03","UEFS","HUEFS","71125","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Hoehnephytum","almasense","Hoehnephytum almasense","D.J.N.Hind",NA,"Harley, R.M.","27297","1988","12","18",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas. Vertente leste. Escarpa ao oeste do Campo do Qeiroz.","-41.966667","-13.533333","1500","1500",NA,NA,"HUEFS0071125","HUEFS0071125 HUEFS0071125_01",NA,NA,"41W58'0''","13S32'0''","Asteranae",NA,NA,NA,NA,NA,NA
"33","2019-10-07 09:11:32-03","UEFS","HUEFS","71126","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Hoehnephytum","almasense","Hoehnephytum almasense","D.J.N.Hind",NA,"Harley, R.M.","27297","1988","12","18",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas. Vertente leste. Escarpa ao oeste do Campo do Queiroz.","-41.966667","-13.533333","1500","1500",NA,NA,"HUEFS0071126",NA,NA,NA,"41W58'0''","13S32'0''","Asteranae",NA,NA,NA,NA,NA,NA
"34","2019-10-07 09:11:32-03","UEFS","HUEFS","71127","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Hoehnephytum","almasense","Hoehnephytum almasense","D.J.N.Hind",NA,"Harley, R.M.","26161","1988","11","15",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas. Vertente leste. Ao norte do Campo do Queiroz.","-41.966667","-13.516667","1525","1525",NA,"Campo rupestre em costa pedregosa, entre rochas.","HUEFS0071127","HUEFS0071127",NA,NA,"41W58'0''","13S31'0''","Asteranae",NA,NA,NA,NA,NA,NA
"35","2019-10-07 09:11:32-03","UEFS","HUEFS","11018","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Hoehnephytum","almasense","Hoehnephytum almasense","D.J.N.Hind","D.J.N.Hind","Ganev, W.","575","1992","06","25",NA,"Brasil","Bahia","Abaíra",NA,"-41.6636009216309","-13.2496995925903","1100","1100",NA,NA,"HUEFS0011018","HUEFS0011018","1996","11",NA,NA,"Asteranae",NA,NA,NA,"26531","auto",NA
"36","2020-07-23 11:59:06-03","CEPLAC","CEPEC","47796","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Hoehnephytum","almasense","Hoehnephytum almasense",NA,"D. J. N. Hind","R. M. Harley","26161","1992","02","19",NA,"Brasil","Bahia","RIO DE CONTAS","Pico das Almas. Vertente leste. Ao N do Campo do Queiroz.","-41.966667","-13.516667",NA,NA,NA,NA,NA,NA,NA,NA,"41W58'0","13S31'0",NA,"Paratipo","30/12/1993",NA,NA,NA,NA
"37","2020-07-23 11:59:06-03","CEPLAC","CEPEC","48868","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Hoehnephytum","almasense","Hoehnephytum almasense",NA,"D. J. N. Hind","R. M. Harley","26338","1988","11","10",NA,"Brasil","Bahia","RIO DE CONTAS","Pico das Almas. Vertente leste. Subida do pico do cmpo Norte do Campo do Queiroz.","-41.966667","-13.533333",NA,NA,NA,NA,NA,NA,NA,NA,"41W58'0","13S32'0",NA,"Paratipo","30/12/1993",NA,NA,NA,NA
"38","2020-07-23 11:59:06-03","CEPLAC","CEPEC","75629","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Hoehnephytum","almasense","Hoehnephytum almasense",NA,"D. J. N. Hind","R. M. Harley","4279","1996","11","15",NA,"Brasil","Bahia","RIO DE CONTAS","Sopé do Pico do Itobira.","-41.888333","-13.3675",NA,NA,NA,NA,NA,NA,NA,NA,"41W53'18","13S22'3",NA,NA,"30/11/1996",NA,NA,NA,NA
"39","2021-03-04 15:42:34-03","IF","SPSF","53521","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Hoehnephytum","almasense","Hoehnephytum almasense","D.J.N.Hind","A.Maruyama","A.Maruyama & L.Cicco","1106","2018","04","06","América do Sul","Brasil","SP","Cunha",NA,"-44.959444","-23.086389","1048","1048",NA,"COLETA: Subarbusto com aprox. 60 cm de altura. Capítulo na cor creme.; GEOGRAFIA: Floresta. Campo de Altitude (Cruzeiro). Borda da Rodovia SP171, Km 50.;",NA,NA,"2018","04",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"07"
