"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","typeStatus","class","fieldNumber","individualCount"
"17","2019-08-20 10:06:17-03","UNICAMP","UEC","137807","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Semir, J","Mansanares, ME; Verola, CF","328","2003","08","14",NA,"Brazil","Minas Gerais","Diamantina","Estr. para Conselheiro Mata, Afloramento a 2km do asfalto.","-43.709111","-18.200472",NA,NA,NA,"Roseta. Folhas prateadas. Flores brancas à magenta. Crescendo sobre solo arenoso.",NA,NA,NA,NA,"-43.709111","-18.200472","2003",NA,NA,NA,NA,NA,NA
"18","2019-08-20 10:06:17-03","UNICAMP","UEC","137836","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Semir, J","Mansanares, ME; Verola, CF","347","2003","08","15",NA,"Brazil","Minas Gerais","Diamantina","Estrada para Biribiri, Afloramneto a 10 km do asfalto.","-43.889444","-18.316861","1385","1385",NA,"Rosetas até 30-40 cm, inflorescencia em escapos de até 1m. Flores magenta. Cresce em campo pedregoso e arenoso.","UEC126384","UEC126384",NA,NA,"-43.889444","-18.316861","2003",NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:24:51-03","UNICAMP","UEC","196570","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Monge, M","Monge, M; Semir, J; Lopes, NP; Ernst, M; Pavarini, DP; Cota, M","1411","2013","02","19",NA,"Brazil","Minas Gerais","Diamantina","Estrada Diamantina - Conselheiro Mata, km 185, cerca de 50 m da estrada do lado esquerdo, sentido Conselheiro Mata","-43.569444","-17.458333",NA,NA,NA,"Subarbusto, 30 cm de altura. Flores velhas.; Campo rupestre","UEC170973","UEC170973",NA,NA,"-43.569444","-17.458333",NA,NA,NA,NA,NA,NA,NA
"20","2019-08-20 10:06:17-03","UNICAMP","UEC","150309","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Loeuille, BFP","Borba, EL; Felix, JM; Vaccarelli, VN","510","1997","12","14",NA,"Brazil","Minas Gerais","Diamantina","Clube da AABB, Campo rupestre. Afloramento em frente ao clube da AABB (outro lado da pista) cerca de 3 a 4 km. da cidade.","-43.634722","-18.246111",NA,NA,NA,"Presença de flores violetas e brancas.","UEC055381","UEC055381",NA,NA,"-43.634722","-18.246111","2011",NA,NA,"paratypus",NA,NA,NA
"21","2019-08-20 10:06:17-03","UNICAMP","UEC","169432","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Semir, J","Verola, CF; Costa, IR","752007","2001","05","18",NA,"Brazil","Minas Gerais","Diamantina","Estrada Diamantina - Araguaí, caminho dos escravos, 4560- msm.","-43.602944","-18.216694",NA,NA,NA,NA,"UEC063074","UEC063074",NA,NA,"-43.602944","-18.216694","2007",NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:24:51-03","UNICAMP","UEC","203451","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.",NA,"Scatigna, AV","293","2012","12","02",NA,"Brazil","Minas Gerais","Joaquim Felício","Parque Estadual da Serra do Cabral, próximo à Pedra Alta.","-44.189444","-17.708333",NA,NA,NA,"Erva bromelióide, inflorescência com ca. 50 cm alt. Frutos.; Campo Rupestre.","UEC199617","UEC199617",NA,NA,"-44.189444","-17.708333",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:24:51-03","UNICAMP","UEC","39954","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Monge, M","Tamashiro, JY; Martins, FR; Semir, J; Leitão Filho, HF","17367","1985","06","04",NA,"Brazil","Minas Gerais","Guinda","Estrada Guinda - Conselheiro da Mata, km 176.",NA,NA,NA,NA,NA,"Erva com flores lilás, com capítulos, escapo de até 70 cm.","UEC134047","UEC134047",NA,NA,NA,NA,"2017","04",NA,NA,NA,NA,NA
"24","2021-03-01 16:24:51-03","UNICAMP","UEC","40089","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Monge, M","Leitão Filho, HF; Martins, FR; Semir, J; Tamashiro, JY","17316","1985","06","04",NA,"Brazil","Minas Gerais","Conselheiro Mata","Estrada Conselheiro da Mata.",NA,NA,NA,NA,NA,"Erva com folhas azuladas, escapo até 60 cm, flores lilás.; Campo rupestre entre pedras.","UEC134050","UEC134050",NA,NA,NA,NA,"2017","04",NA,NA,NA,NA,NA
"25","2019-08-20 10:06:17-03","UNICAMP","UEC","96745","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Loeuille, BFP","Borba, EL; Felix, JM; Vaccarelli, VN","510","1997","12","14",NA,"Brazil","Minas Gerais","Diamantina","Clube da AABB, Campo rupestre. Afloramento em frente ao clube da AABB (outro lado da pista) cerca de 3 a 4 km. da cidade.","-43.634722","-18.246111",NA,NA,NA,"Presença de flores violetas e brancas.","UEC019817","UEC019817",NA,NA,"-43.634722","-18.246111","2011",NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:24:51-03","UNICAMP","UEC","51320","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Monge, M","Zickel, CS; Queiroz, LP; Meira, RMSA; Meira Neto, JAA; et al.","21683","1989","07","03",NA,"Brazil","Minas Gerais","Diamantina","17 km da entrada da rodovia para Conselheiro Mota.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Erva ca. de 1 m, capítulos lilás.; Em campo rupestre.","UEC134048","UEC134048","101169","auto",NA,NA,"2017","04",NA,NA,NA,NA,NA
"27","2021-03-01 16:24:51-03","UNICAMP","UEC","3232","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Monge, M","Gibbs, PE; Abbott, JR; Andrade, JB","8169","1977","05","17",NA,"Brazil","Minas Gerais","Diamantina","20 km S de Diamantina. Serra na estrada para Conselheiro da Mata.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Capítulos lilás.","UEC134053","UEC134053","101169","auto",NA,NA,"2017","04",NA,NA,NA,NA,NA
"28","2021-03-01 16:24:51-03","UNICAMP","UEC","51207","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Semir, J","Leitão Filho, HF; Nakajima, JN; Santin, DA; Vieira, MF; Gomes, MJIR; Araújo, GM","21804","1989","07","03",NA,"Brazil","Minas Gerais","Diamantina","A 17 km da entrada da rodovia para Conselheiro Mota.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arbusto ca. 0,7 m de altura, flores lilás.; Local alagado.","UEC134049","UEC134049","101169","auto",NA,NA,"2018",NA,NA,NA,NA,NA,NA
"29","2019-08-20 10:06:17-03","UNICAMP","UEC","137854","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Semir, J","Mansanares, ME; Belinello, R; Costa, JY; Forni-Martins, ER","385","2004","07","06",NA,"Brazil","Minas Gerais","Diamantina","Afloramento em frente à Trilha dos Escravos.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Rosetas com folhas prateadas, flores magenta. Crescendo em solo pedregoso.",NA,NA,"101169","auto",NA,NA,"2004",NA,NA,NA,NA,NA,NA
"30","2019-08-20 10:06:17-03","UNICAMP","UEC","137874","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Mansanares, ME","Mansanares, ME; Belinello, R; Forni-Martins, ER","401","2004","07","07",NA,"Brazil","Minas Gerais","Diamantina","Cruzeiro","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Roseta, folhas prateadas, escapos até 50cm. Flores magenta.",NA,NA,"101169","auto",NA,NA,"2004",NA,NA,NA,NA,NA,NA
"31","2019-08-20 10:06:17-03","UNICAMP","UEC","137868","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Semir, J","Mansanares, ME; Belinello, R; Forni-Martins, ER","395","2004","07","06",NA,"Brazil","Minas Gerais","Diamantina","Estrada para Biribiri, 10 km do começo do asfalto.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Rosetas até 50cm, flores magenta.",NA,NA,"101169","auto",NA,NA,"2004",NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:24:51-03","UNICAMP","UEC","120385","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Semir, J","Semir, J; Mansanares, ME; Belinello, R","01137","2001","06","21",NA,"Brazil","Minas Gerais","Diamantina","Estrada para Conselheiro Mata, 2Km do asfalto, 18°15'52.5S e 43°42'08.7W, alt.1458m.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Roseta, flores magenta.; Crescendo entre pedras.","UEC128493","UEC128493","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:24:51-03","UNICAMP","UEC","120384","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Semir, J","Semir, J; Mansanares, ME; Belinello, R","01144","2001","06","21",NA,"Brazil","Minas Gerais","Diamantina","Estrada para São João da Chapada, 11Km do asfalto, 18°11'56.9S e 43°41'11.3W, alt. 1306m.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Flores magenta.; Crescendo entre pedras.","UEC128492","UEC128492","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:06:17-03","UNICAMP","UEC","137882","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Semir, J","Mansanares, ME; Belinello, R; Forni-Martins, ER","409","2004","07","08",NA,"Brazil","Minas Gerais","Diamantina","Estr. para Conselheiro Mata, Afloramento em frente á Grande Inselberg.","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,"2004",NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:24:51-03","UNICAMP","UEC","28122","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Monge, M","Rossi, L; Amaral, MCE; Cordeiro, I; Pirani, JR; Furlan, A","CFCR1064","1981","04","14",NA,"Brazil","Minas Gerais","Joaquim Felício","Estrada pela Serra do Cabral.","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Erva com roseta, flores lilás e alvas, sistema sibterrâneo bem desenvolvido.; Solo arenoso.","UEC134051","UEC134051","37503","auto",NA,NA,"2017","04",NA,NA,NA,NA,NA
"36","2021-03-01 16:24:51-03","UNICAMP","UEC","3231","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Monge, M","Davis, PH; Gibbs, PE; Kinoshita, LS; Semir, J; Andrade, JB","2381","1976","07","28",NA,"Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral.","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Folhas pilosas, prateadas, flores lilás.","UEC134052","UEC134052","37503","auto",NA,NA,"2017","04",NA,NA,NA,NA,NA
"37","2021-03-01 16:24:51-03","UNICAMP","UEC","114532","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Semir, J","Vitta, FA; Belinello, R","620","1999","02","10",NA,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, Estrada Biri-Biri 4,3Km após início(trevo).","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Plantas no campo pedregoso. Flores lilases.","UEC126383","UEC126383","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2014-10-14 15:56:23-03","BS","M","M-0029384","S","Plantae","Magnoliophyta","Asterales","Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Prov. Minas Geraes.",NA,NA,NA,NA,NA,NA,"M0029384",NA,NA,NA,NA,NA,NA,NA,NA,"NOTATYPE","Magnoliopsida",NA,NA
"39","2020-12-21 16:16:44-03","MBM","MBM","227240","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H. Rob.","Robinson, H.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","68222","1998","02","25","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, próximo ao trevo para a cidade","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,"MBM227240","MBM227240","13347","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:16:44-03","MBM","MBM","18741","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H. Rob.","Dematteis, M.","Hatschbach, G.","27313","1971","09","06","Southern America","Brazil","Minas Gerais","Gouveia","Serra do Espinhaço","-43.7407989501953","-18.4543991088867",NA,NA,NA,NA,"MBM018741","MBM018741","37970","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:16:44-03","MBM","MBM","128658","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H. Rob.","Robinson, H.","Hatschbach, G.; Nicolack, V.; Nicolack, V.","53104","1989","05","23","Southern America","Brazil","Minas Gerais","Presidente Kubitschek","Rod. BR-259","-43.562198638916","-18.6144008636475",NA,NA,NA,NA,"MBM128658","MBM128658","13347","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:16:44-03","MBM","MBM","344439","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H. Rob.","Loeuille, B.","Loeuille, B.; et al.; et al.","97","2007","01","23","Southern America","Brazil","Minas Gerais","Diamantina","Km 685 da rodovia para Mendanha (BR 367) lado esquerdo da estrada, topo de elevação, altos da Trilha dos Escravos.","-43.6002998352051","-18.2493991851807","1300","1300",NA,"Erva com folhas em roseta. Folhas estreitas e prateadas. capítulos velhos. No cascalho. Afloramentos rochosos e brejo estacional","MBM344439","MBM344439","101169","auto",NA,NA,"2007","01",NA,NA,NA,NA,NA
"43","2020-12-21 16:16:44-03","MBM","MBM","279197","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H. Rob.","Hind, D.J.N.","Souza, V.C.; et al.; et al.","25075","2001","07","05","Southern America","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"MBM279197","MBM279197","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-03-17 12:22:27-03","MNHN","RECOLNAT_MNHN_P","P02511103","PreservedSpecimen",NA,NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Nakajima","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02511103' target='other'> <mi>dwc_moreinfo</mi></a>","P02511103","P02511103_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 2030",NA
"45","2015-09-04 05:33:15-03","MNHN","RECOLNAT_MNHN_P","P02717501","PreservedSpecimen",NA,NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Nakajima","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02717501' target='other'> <mi>dwc_moreinfo</mi></a>","P02717501","P02717501_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1954",NA
"46","2015-09-04 05:33:16-03","MNHN","RECOLNAT_MNHN_P","P02717503","PreservedSpecimen",NA,NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Nakajima","Glaziou, A.",NA,"1892","4","2",NA,"Brasil","Minas Gerais",NA,"Brésil. Biribiry à Diamantina.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02717503' target='other'> <mi>dwc_moreinfo</mi></a>","P02717503","P02717503_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19545",NA
"47","2015-09-04 05:33:16-03","MNHN","RECOLNAT_MNHN_P","P02717504","PreservedSpecimen",NA,NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Nakajima","Glaziou, A.",NA,"1892","4","2",NA,"Brasil","Minas Gerais",NA,"Brésil, Minas, Beribery à diamantina.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02717504' target='other'> <mi>dwc_moreinfo</mi></a>","P02717504","P02717504_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19545",NA
"48","2020-10-01 14:15:40-03","JBB","HEPH","36127","S","Plantae","Dicotyledon","Asterales","Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Faria, JEQ","Faria, JEQ; Otoni, TJO","9355","2019","06","22","Southern America","Brasil","Minas Gerais","Diamantina","Margem da estrada logo após o distrito de Sopa em direção ao distrito de São João da Chapada","-43.703056","-18.199167","1290","1290",NA,NA,NA,NA,NA,NA,"-43.703056","-18.199167","2019","06",NA,NA,NA,NA,NA
