"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","typeStatus","individualCount","class","relatedCatalogItem"
"11","2021-03-24 17:09:37-03","UFES","SAMES","4175","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Giaretta,A.","Menezes,L.F.T.; AraujoFilho,P.B.;Sá,C.F.C.;Dias,H.M.","1777","2007","11","09",NA,"Brasil","Bahia","Caravelas","Sítio do sr. Felipe Ambrósio (Cornioba). Rio Cricaré de cima. Restinga aberta.","-39.2658004760742","-17.7318992614746",NA,NA,NA,"Folhas cartáceas, bordo revoluto, frutificada.","SAMES04175",NA,"106553","auto",NA,NA,"-392913889.0","-178027778.0",NA,NA,NA,NA,NA
"12","2021-03-24 17:09:37-03","UFES","SAMES","4155","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Giaretta,A.","Giaretta,A.O.; Monteiro,M.M.","1126","2011","12","07",NA,"Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas. Mata seca de restinga sobre cordão arenoso, próximo de uma área de cordões dominados por Montrichordia, área atrás da fazenda Jequitaia.","-39.7322006225586","-18.5932998657227",NA,NA,NA,"Árvore de 12m, flores alvas passadas.","SAMES04155",NA,"41644","auto",NA,NA,"-397191667.0","-184205556.0",NA,NA,NA,NA,NA
"13","2021-03-24 17:09:37-03","UFES","SAMES","4173","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Giaretta,A.","Giaretta,A.O.; Souza,M.C.;Arantes,P.","1049","2011","09","09",NA,"Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas. Trilha das borboletas, vegetação de restinga aberta de moitas sob influência do lençol freático.","-39.7322006225586","-18.5932998657227",NA,NA,NA,"Frutos verdes. Habito: Arbusto","SAMES04173",NA,"41644","auto",NA,NA,"-397027778.0","-184000000.0",NA,NA,NA,NA,NA
"14","2021-03-24 17:09:37-03","UFES","SAMES","4172","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom",NA,"Giaretta,A.O.; Monteiro,M.M.;Cruz,T.S.;Fanticelle,B.S.","263","2008","06","14",NA,"Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Vegetação de restinga sobre cordão arenoso com estrato de 18m localizado atrás da Fazenda Jequitaia. Adjacente a estrada principal da vila.","-39.7322006225586","-18.5932998657227",NA,NA,NA,"Flores albo.","SAMES04172",NA,"41644","auto",NA,NA,"-397191667.0","-184205556.0",NA,NA,NA,NA,NA
"15","2021-03-24 17:09:37-03","UFES","SAMES","4174","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Giaretta,A.","Giaretta,A.O.; Souza,M.C.;Arantes,P.","1038","2011","09","07",NA,"Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas. Mata seca de restinga sobre cordão arenoso atrás da fazend Jequitaia.","-39.7322006225586","-18.5932998657227",NA,NA,NA,"Frutos verdes, tronco claro, ritidoma em placas. Habito: Árvore","SAMES04174",NA,"41644","auto",NA,NA,"-397397222.0","-184166667.0",NA,NA,NA,NA,NA
"16","2021-03-24 17:09:37-03","UFES","SAMES","8577","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Souza,M.C.","Zambom,O.; Assis,A.M.","338","1998","06","10",NA,"Brasil","Espírito Santo","Guarapari","Setiba. Restinga Plana. Parque Estadual Paulo César Vinha","-40.5110015869141","-20.6580009460449",NA,NA,NA,"Flores verdes amareladas.Sépalas e filetes marrons (secos). Anteras e gineceu branco.","SAMES08577",NA,"28401","auto","2006","06","-403863889.0","-205455555.0","06",NA,NA,NA,NA
"17","2019-11-27 13:51:04-03","UFS","ASE","22990","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Santos, LAS","Oliveira, DM","83","2011","05","30","Southern America","Brasil","Sergipe","Pirambu","Assentamento Sao Sebastião","-36.855833","-10.737778",NA,NA,NA,"Arbusto. Frutos negros.; Arbusto. Frutos negros.; Mata Atlântica.","ASE0028671","ASE0028671 ASE0028671_1",NA,NA,"2011","10","-36.855833","-10.737778",NA,NA,NA,NA,NA
"18","2019-11-27 13:51:04-03","UFS","ASE","33219","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Proença, C","Pereira, TC","92","2014","03","06","Southern America","Brasil","Sergipe","Pirambu",NA,"-36.855833","-10.737778",NA,NA,NA,"Árvore. Coordenadas UTM: E(749448m) N(8825120m). N° do conglomerado: 92, n° da subunidade: 3, n° da subparcela: 7, n° da árvore: 08(F6).","ASE0009219","ASE0009219",NA,NA,"2015","05","-36.855833","-10.737778","26",NA,NA,NA,NA
"19","2019-11-27 13:51:04-03","UFS","ASE","36863","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Proença, CEB","Proença, CEB; Carvalho, PS; Landim, MF; Miranda, SC","4620","2014","01","13","Southern America","Brasil","Bahia","Mata de São João","Praia do Forte. Parque Municipal Klaus Peters, Restinga arbórea de areia branca.","-38.006667","-12.570556","5","5",NA,"Arvoreta 1,8m. Frutos imaturos verde claros e maduros atro-purpúreos brilhantes, insípidos com leve sabor de óleo essencial no epicarpo.","ASE0037213","ASE0037213",NA,NA,"2014","01","-38.006667","-12.570556",NA,NA,NA,NA,NA
"20","2019-11-27 13:51:04-03","UFS","ASE","6164","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Proença, C","Landim, M","419","1995","06","23","Southern America","Brasil","Sergipe","Barra dos Coqueiros","área próxima ao Porto de SE","-37.038611","-10.908889",NA,NA,NA,"Árvore. 4. m. Flores e frutos imaturos.; Árvore. 4. m. Flores e frutos imaturos.; Restinga","ASE0016650","ASE0016650",NA,NA,"2009","06","-37.038611","-10.908889",NA,NA,NA,NA,NA
"21","2019-11-27 13:51:04-03","UFS","ASE","28097","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Proença, CEB; Bezerra, KMG","Proença, CEB; Landim, M","4047","2012","03","12","Southern America","Brasil","Sergipe","Estância","Praia do Abais, Na SE-218 sentido Praia do Abaís , logo após o entrocamento da Linha verde , ca. 5Km. antes da Praia do Abaís , do lado direito.","-37.270556","-11.266389",NA,NA,NA,"Árvore 5m x 15cm diâm. a altura do solo (DAS). Fuste curto, ramificada desde baixo (ca 50cm). Folhas verde-claro brilhantes.; Restinga arbórea. Solo de areia branca.","ASE0032209","ASE0032209",NA,NA,NA,NA,"-37.270556","-11.266389",NA,NA,NA,NA,NA
"22","2020-04-27 16:10:50-03","UFES","VIES","16002","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Giaretta, A.O.","Pereira, O.J.; Turma Florística 97/01","5982","1997","06","05",NA,"Brasil","Espírito Santo","Anchieta","Área da C.A.F.","-40.6455993652344","-20.8057994842529",NA,NA,NA,NA,"VIES016002","VIES016002","28755","auto","2012","06",NA,NA,NA,NA,NA,NA,NA
"23","2019-06-27 10:25:57-03","UFES","VIES","26919","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Giaretta, A.O.","Giaretta, A.O.; Souza, M.C. & Arantes, P.","1049","2011","09","09",NA,"Brasil","Espírito Santo","Conceição da Barra","Trilha das Borboletas.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES026919","VIES026919","41644","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-04-27 16:10:50-03","UFES","VIES","6416","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Souza, M.","Rosa, L.V.","268","1992","08","12",NA,"Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES006416","VIES006416","28401","auto","2010","05",NA,NA,"25",NA,NA,NA,NA
"25","2019-06-27 10:25:57-03","UFES","VIES","5657","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Sobral, M.","Rosa, L.V.; Pereira, O.J. & Gomes, J.M.L.","125","1991","07","17",NA,"Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES005657","VIES005657","28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-06-27 10:25:57-03","UFES","VIES","26867","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom",NA,"Stéfano","6","2011","08","25",NA,"Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES026867","VIES026867","28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-04-27 16:10:50-03","UFES","VIES","10985","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Souza, M.C.","Zambom, O.; Assis, A.M.","339","1998","06",NA,NA,"Brasil","Espírito Santo","Guarapari","Setiba. Parque Estadual Paulo Cesar Vinha.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES010985","VIES010985","28401","auto","2006","06",NA,NA,NA,"Paratipo",NA,NA,NA
"28","2020-04-27 16:10:50-03","UFES","VIES","9824","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Souza, M.C.","Gomes, J.M.L.","2192","1996","08","30",NA,"Brasil","Espírito Santo","Guarapari","Setiba. Parque Estadual Paulo Cesar Vinha.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES009824","VIES009824","28401","auto","2006","06",NA,NA,NA,"Paratipo",NA,NA,NA
"29","2020-04-27 16:10:50-03","UFES","VIES","10986","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Souza, M.C.","Zambom, O.; Assis, A.M.","338","1998","06",NA,NA,"Brasil","Espírito Santo","Guarapari","Setiba. Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES010986","VIES010986","28401","auto","2006","06",NA,NA,NA,"Holotipo",NA,NA,NA
"30","2020-04-27 16:10:50-03","UFES","VIES","10887","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Souza, M.C.","Assis, A.M.","723","1999","09","09",NA,"Brasil","Espírito Santo","Guarapari","Setiba. Parque Estadual Paulo Cesar Vinha. Bordo da mata (trilha)","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES010887","VIES010887","28401","auto","2006","06",NA,NA,NA,"Paratipo",NA,NA,NA
"31","2020-04-27 16:10:50-03","UFES","VIES","10835","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Souza, M.C.","Assis, A.M.","500","1998","06","09",NA,"Brasil","Espírito Santo","Guarapari","Setiba. Parque Estadual Paulo Cesar Vinha. Mata Arenoso. Transição - Mata Aberta de Clusia","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES010835","VIES010835","28401","auto","2006","06",NA,NA,NA,"Paratipo",NA,NA,NA
"32","2019-06-27 10:25:57-03","UFES","VIES","19670","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom",NA,"Guss, V.","19","2010","08","15",NA,"Brasil","Espírito Santo","Vila Velha","Parque Natural Municipal de Jacarenema.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,"VIES019670",NA,"27156","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-06-27 10:25:57-03","UFES","VIES","14109","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom",NA,"Fraga, C.N.","261",NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"VIES014109","VIES014109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-04-27 16:10:50-03","UFES","VIES","31409","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Souza, M.C.","Dias, H.M.; Santos, J.A.; Machado, U.N. & Jesus, J.B.G.","319","2007","10","22",NA,"Brasil","Bahia","Caravelas",NA,"-39.2658004760742","-17.7318992614746",NA,NA,NA,NA,"VIES031409","VIES031409","106553","auto","2011","07",NA,NA,"18",NA,NA,NA,NA
"35","2020-04-27 16:10:50-03","UFES","VIES","11188","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Gomes, J.M.L.","Gomes, J.M.L.","2478","1998","09","16",NA,"Brasil","Espírito Santo","Anchieta",NA,"-40.6455993652344","-20.8057994842529",NA,NA,NA,NA,"VIES011188",NA,"28755","auto","1998","09",NA,NA,"16",NA,NA,NA,NA
"36","2019-06-27 10:25:57-03","UFES","VIES","26920","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Giaretta, A.O.","Giaretta, A.O.; Souza, M.C. & Arantes, P.","1038","2011","09","07",NA,"Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES026920","VIES026920","41644","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-06-27 10:25:57-03","UFES","VIES","14112","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom",NA,"Simonelli, M.","155","1994","12","05",NA,"Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES014112","VIES014112","28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-06-27 10:25:57-03","UFES","VIES","14110","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom",NA,"Simonelli, M.","264","1995","05","27",NA,"Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES014110","VIES014110","28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-06-27 10:25:57-03","UFES","VIES","23344","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom",NA,"M.C. Souza; O.J. Pereira & L.F.T. Menezes","342","2006","06","04",NA,"Brasil","Espírito Santo","Vila Velha",NA,"-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,"VIES023344","VIES023344","27156","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-04-27 16:10:50-03","UFES","VIES","26276","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Giaretta, A.O.","Barros, P.H.D.; Ribeiro, K.S. & Silva, L.A.","189","2011","08","18",NA,"Brasil","Espírito Santo","Vila Velha","Parque Natural Municipal de Jacarenema.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,"VIES026276","VIES026276","27156","auto","2012","06",NA,NA,NA,NA,NA,NA,NA
"41","2020-04-27 16:10:50-03","UFES","VIES","19764","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Giaretta, A.O.","Dutra, R.L.S.","301","1997","10","29",NA,"Brasil","Espírito Santo","Vila Velha","Reserva Biológica de Jacaranema.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,"VIES019764","VIES019764","27156","auto","2012","06",NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:37:35-03","MBM","MBM","263027","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Zambon, O.","Zambom, O.; et al.; et al.","338","1998","06",NA,"Southern America","Brazil","Espírito Santo","Guarapari","Parque Estadual César Vinha","-40.5110015869141","-20.6580009460449",NA,NA,NA,"Flor verde-amarelado. Pl. c/ 3,0 metros de altura. Sépalas verdes, pétalas e filetes marrons (secos); anteras e gineceu branco. Restinga. Plano; Terrestre. Flor verde-amarelado, 3m de altura. Sépalas verdes; pétalas e filetes marrons","MBM263027","MBM263027","28401","auto","1988","07",NA,NA,"28","ISOTYPE",NA,NA,NA
"43","2020-12-22 12:08:14-03","JBB","HEPH","37302","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Faria, JEQ","Faria, JEQ; Zanatta, MRV; Caires, CS","8292","2017","10","16","Southern America","Brasil","Bahia","Porto Seguro","Trancoso, Praia dos Coqueiros, na pousada Bahia Bonita","-39.093889","-16.604444","18","18",NA,NA,NA,NA,NA,NA,"2017","10","-39.093889","-16.604444",NA,NA,NA,NA,NA
"44","2020-12-11 11:39:37-03","UFMG","BHCB","91232","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral",NA,"Fiaschi, P; Amorim, A; Paixão, JL; Martini, A; Evandro","2059","2004","03","18","Southern America","Brasil","Bahia","Uruçuca","Estrada de Serra Grande para Uruçuca, Área do inventário do plano de manejo. Mata da torre do celular.","-39.115","-14.499722","38","38",NA,"Árvore. Folhas discolores. Flores com cálice verde-claro, rompendo-se irregularmente, pétalas pequenas, alvas, estames alvos.","BHCB013930","BHCB013930",NA,NA,"2005",NA,"-39.115","-14.499722",NA,NA,NA,NA,NA
"45","2020-12-11 11:39:37-03","UFMG","BHCB","90885","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral",NA,"Gomes, JML","2192","1996","08","30","Southern America","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo Cesar Vinha","-40.5110015869141","-20.6580009460449",NA,NA,NA,"Planta com 4m de altura, caule desfolhante, fruto de cor amarela e vinosa na maturação; Restinga","BHCB050485",NA,"28401","auto","2019","04",NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:39:37-03","UFMG","BHCB","91273","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral",NA,"Amorim, AMA; Sant'Ana, SC de; Jardim, JG; Santos, EB dos","1429","1993","11","09","Southern America","Brasil","Bahia","Una","Reserva Biológica do Mico-Leão., Estrada no km 46 da rod. BA-001 Ilhéus-Uma. Região da Mata Higrófila Sul Baiana. Coletas efetuadas na estrada que leva à Sede da Reserva.","-39.0752983093262","-15.2932996749878",NA,NA,NA,"Árvore com ca. 10,0m de altura. Folhas verdes, a face superior escura e brilhante. Frutos imaturos verdes e maduros vináceos.","BHCB013929","BHCB013929","36070","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:39:37-03","UFMG","BHCB","106202","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral",NA,"Hatschbach, G; Hatschbach, M; Barbosa, E","78505","2004","11","25","Southern America","Brasil","Bahia","Tanque Novo","Rodobia BR-430, próximo ao trevo para Tanque Novo (Mun. Caetité).","-42.4914016723633","-13.5464000701904",NA,NA,NA,"Árvore, 4 m, fruto nigrescente.; Margem do córrego.","BHCB015620",NA,"25051","auto","2012","12",NA,NA,NA,NA,NA,NA,NA
