"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","year","month","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","individualCount","fieldNumber"
"44","2021-03-30 12:54:17-03","EAO","IAN","77464","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Black, GA","15556","Southern America","Brasil","Pará",NA,"Prostrada.","IAN077464",NA,"(Flüggé) Hitchc.","1952","07","08",NA,"Cacaual Grande; Limpo Grande; campo inundado.",NA,NA,NA,NA,"Rocha, AE","2001","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:54:17-03","EAO","IAN","85205","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Black, GA; Klein, RM","17407",NA,"Guiana Francesa",NA,NA,NA,"IAN085205",NA,"(Flüggé) Hitchc.","1954","10","30",NA,"Matiti, campo ligeiramente inundado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:54:17-03","EAO","IAN","85822","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Pires, JM; Silva, NT da","4853","Southern America","Brasil","Pará",NA,NA,"IAN085822",NA,"(Flüggé) Hitchc.","1955","04","10",NA,"Arredores de Bragança; campo alagável periódicamente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:54:17-03","EAO","IAN","89284","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Black, GA","18351","Southern America","Brasil","Ceará",NA,NA,"IAN089284",NA,"(Flüggé) Hitchc.","1955","06","18","Parangaba","Taperaóba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-30 12:54:17-03","EAO","IAN","95119","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","sc","s.n.",NA,"Guiana Francesa",NA,NA,NA,"IAN095119",NA,"(Flüggé) Hitchc.","1955","12","08",NA,"Route de Sinnamary, environs du 14km.",NA,NA,NA,NA,"Hoock, J","1957","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-30 12:54:17-03","EAO","IAN","183741","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Costa Neto, SV; Cardoso, J","2560","Southern America","Brasil","Amapá",NA,"ERva com cerca de 15 cm de altura. Inflorescência esverdeada.","IAN183741",NA,"(Flüggé) Hitchc.","2006","11","22","Amapá","Macarry.","-50.793098449707","2.0533299446106",NA,NA,"Costa Neto, SV",NA,NA,NA,NA,"134143","auto",NA,NA,NA,NA,NA
"50","2021-03-30 12:54:17-03","EAO","IAN","64354","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Fróes, RL; Black, GA","27342","Southern America","Brasil","Amapá",NA,NA,"IAN064354","IAN064354 IAN064354_e IAN064354_e1","(Flüggé) Hitchc.","1951","07","08","Macapá","Campos do Ambé; no afluente do Rio Pedreira.","-51.0663986206055","-0.366667002439499",NA,NA,"Rocha, AE","2001","07",NA,NA,"225229","auto",NA,NA,NA,NA,NA
"51","2021-03-30 12:54:17-03","EAO","IAN","64265","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Fróes, RL; Black, GA","27247","Southern America","Brasil","Amapá",NA,"Anual.","IAN064265","IAN064265 IAN064265_e","(Flüggé) Hitchc.","1951","07","05","Macapá","Rio Macacoarí. Em campo.","-51.0663986206055","-0.366667002439499",NA,NA,NA,NA,NA,NA,NA,"225229","auto",NA,NA,NA,NA,NA
"52","2021-03-30 12:54:17-03","EAO","IAN","62840","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Spruce, R","s.n.","Southern America","Brasil","Amazonas",NA,NA,"IAN062840","IAN062840 IAN062840_e","(Flüggé) Hitchc.","1951","03",NA,"Manaus","Rio Negro, vizinhanças de Manaus.","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA
"53","2021-03-30 12:54:17-03","EAO","IAN","12635","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Reimarochloa","acuta","Reimarochloa acuta","Baldwin Jr., JT","3527","Southern America","Brasil","Amazonas",NA,NA,"IAN012635","IAN012635 IAN012635_e","(Flüggé) Hitchc.","1944","02","23","São Gabriel da Cachoeira","Rio Negro.","-67.0892028808594","-0.130278006196022",NA,NA,"Chase",NA,NA,NA,NA,"377621","auto",NA,NA,NA,NA,NA
