"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","month","day","stateProvince","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","00863188","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","G. Schaller","294","1979","South America","Brazil","Pantanal. Miranda fazenda","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863188","NY00863188_01","04","05","Mato Grosso do Sul",NA,NA,NA,"G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-28 15:21:00-03","NY","NYBG","650048","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Leersia","hexandra","Leersia hexandra",NA,"S. Lægaard","70648","1988","South America","Ecuador","Along road San Juan - Vince","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150884' target='other'> <mi>dwc_moreinfo</mi></a>","NY00650048",NA,"03","07","Los Ríos",NA,"-79.67","-1.63","E. J. Judziewicz","30","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","650037","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","D. S. D. de Araújo","3126","1979","South America","Brazil","Lagoa Feia, próx. a Lagoa da Samambaia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150894' target='other'> <mi>dwc_moreinfo</mi></a>","NY00650037","NY00650037_01","06","07","Rio de Janeiro","Campos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-11-01 14:55:00-02","NY","NYBG","650035","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Leersia","hexandra","Leersia hexandra",NA,"M. A. Chase","7665","1924","South America","Brazil","Vicinity of Pernambuco (Recife), Pern. Tigipio","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150889' target='other'> <mi>dwc_moreinfo</mi></a>","NY00650035","NY00650035_01","11","02","Pernambuco",NA,"-34.956329","-8.089868","G. L. Pyrah","10","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","650039","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","R. M. Harley","17442","1974","South America","Brazil","Belmonte, on S.W. outskirts of town. Sea level","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150888' target='other'> <mi>dwc_moreinfo</mi></a>","NY00650039","NY00650039_01","03","26","Bahia",NA,"-38.88","-15.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","650040","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","W. D. Clayton","4643","1965","South America","Brazil","3 km N of city of Itapecerica da Serra","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150896' target='other'> <mi>dwc_moreinfo</mi></a>","NY00650040","NY00650040_01","02","13","São Paulo",NA,"-46.85","-23.7",NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00863162","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","M. A. Chase","8787","1925","South America","Brazil","Lavras","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950713' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863162","NY00863162_01","03","09","Minas Gerais",NA,NA,NA,"G. L. Pyrah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","650045","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","A. F. M. Glaziou","17902",NA,"South America","Brazil","Brasilia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150891' target='other'> <mi>dwc_moreinfo</mi></a>","NY00650045","NY00650045_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","650042","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","L. B. Smith","11313","1957","South America","Brazil","Rio Caveiras, Estrada da Rodagem Federal km 8 south of Lajes","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150882' target='other'> <mi>dwc_moreinfo</mi></a>","NY00650042","NY00650042_01","02","12","Santa Catarina","Lajes","-50.3258","-27.8161","J. R. Swallen","800","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00863187","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","L. M. M. Carreira","867","1983","South America","Brazil","Estrada para Fazenda Arrozal km 5 da estrada Vila Bela- Pontes e Lacerda.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950711' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863187","NY00863187_01","05","07","Mato Grosso","Vila Bela de Santíssima Trindade",NA,NA,"M. de N. do C. Bastos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","650041","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","W. D. Clayton","4565","1965","South America","Brazil","Estaçao Florestal de Paraguaçu Paulista (6 km N of city on road to Bora)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150897' target='other'> <mi>dwc_moreinfo</mi></a>","NY00650041","NY00650041_01","02","07","São Paulo","Paraguaçú Paulista","-50.57","-22.28",NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:53:34-03","EAO","IAN","95160","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","sc","s.n.","1955",NA,"Guiana Francesa","Cayenne, route de Cohassou.",NA,NA,"IAN095160",NA,"07","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:53:34-03","EAO","IAN","158357","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Dantas, M","889","1982","Southern America","Brasil","Rio Araguarí, margem esquerda. Várzea. Solo argiloso.",NA,"Capim. Fruto amarelo.","IAN158357",NA,"03","11","Amapá",NA,"-52.916667","-0.916667","Cordeiro, MR",NA,NA,"-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:53:34-03","EAO","IAN","101440","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Lanjouw, J; Lindeman, JC","3130","1949","Southern America","Suriname","Hab. Nickerie. Swamp between van Wouw Canal and N.S. dam, corner Clarapolder.",NA,"Ca. 60 cm tall, closed formation; spikelets yellowish-white, purplish-red tinged.","IAN101440",NA,"05","07",NA,NA,"-56.5","3.6",NA,NA,NA,"-56.5","3.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:53:34-03","EAO","IAN","109848","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Pires, JM; Westra, LYT","48889","1960","Southern America","Brasil","In wet savanna along river margin. Rio Urucauá.",NA,"To about 1 m tall. Frequent.","IAN109848",NA,"10","18","Amapá",NA,"-51.3","3.45","Soderstrom, TR",NA,NA,"-51.3","3.45","1962",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:53:34-03","EAO","IAN","115174","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Oliveira, E","2385","1963","Southern America","Brasil","Caminho da serra de Almeirim. Campo alagado.",NA,"Flor lilaz.","IAN115174",NA,"03","27","Pará",NA,NA,NA,"McDaniel, ST",NA,NA,NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:53:34-03","EAO","IAN","158630","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Rodrigues, IA; Cordeiro, MR","1104","1984","Southern America","Brasil","Igarape das fazendas, fazenda São Joaquim (Lago Grande). Campo de várzea. Área totalmente lagada.",NA,"Erva perene, com flor creme.","IAN158630",NA,"05","08","Pará","Óbidos","-55.766667","-2.183333","Cordeiro, MR",NA,NA,"-55.766667","-2.183333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:53:34-03","EAO","IAN","116463","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Pinto, GCP","678","1950","Southern America","Brasil","Wet ground around ponds. Itapicurú Valley.",NA,NA,"IAN116463",NA,NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:53:34-03","EAO","IAN","132958","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Serrão, A; Bulhosa, JA","17","1970","Southern America","Brasil","Fazenda Menino Jesus, Marajó. Planta coletada em campo de pastagem; terreno baixo.",NA,"Frutificação; sementes.","IAN132958",NA,"05","27","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:53:34-03","EAO","IAN","117951","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Pires, JM; Cavalcante, PB","52468","1962","Southern America","Brasil","Frequent in shallow water, Lago Cujubim.",NA,"Fruit purple.","IAN117951",NA,"08","10","Amapá",NA,"-50.966667","1.75","Bouças, PRP",NA,NA,"-50.966667","1.75","1978","04",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:53:34-03","EAO","IAN","133059","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Oliveira, E","4959","1969","Southern America","Brasil","Ilha do Marajó, Rio Paracauarí. Campo de pastagem da Fazenda Santa Maria; terra firme, argilosa.",NA,"Sementes.","IAN133059",NA,"09","20","Pará",NA,NA,NA,"Bouças, PRP",NA,NA,NA,NA,"1976","07",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:53:34-03","EAO","IAN","135841","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Pires, JM","12061","1969","Southern America","Brasil","Maicurú, a 50 km de Santarém. Campo de várzea.",NA,NA,"IAN135841",NA,"05","02","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:53:34-03","EAO","IAN","151402","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Silva, NT da","4222","1976","Southern America","Brasil","Campo alagado distante 6 km da margem do Mearim (Ubá).",NA,"Capim andrequicé.","IAN151402",NA,"01","17","Maranhão",NA,NA,NA,"Silva, NT da",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:53:34-03","EAO","IAN","154085","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Ribeiro, BGS; Pinheiro, GS","1718","1976","Southern America","Brasil","Estudo Ecológico dos Campos de Perizes.",NA,"Planta de 18 cm de altura; flor esbranquiçada.","IAN154085",NA,"02","12","Maranhão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:53:34-03","EAO","IAN","160765","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Marinho, LR; Camarão, A","1273 - 7","1986","Southern America","Brasil","Margem do Rio Amazonas.",NA,NA,"IAN160765",NA,"05","29","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:53:34-03","EAO","IAN","160610","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Rodrigues, IA; Cordeiro, MR","1143","1984","Southern America","Brasil","Igarapé Chuacazinho, campo do Chuaca, próximo ao lago. Campo de várzea.",NA,"Erva perene. Com fruto.","IAN160610",NA,"10","03","Pará","Faro","-56.483333","-2.266667","Cordeiro, MR",NA,NA,"-56.483333","-2.266667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:53:34-03","EAO","IAN","159256","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Dantas, M; Cordeiro, MR","1297","1982","Southern America","Brasil","Fazenda Paraiso, campo inundado. Campo de várzea.",NA,"Erva perene. Com fruto.","IAN159256",NA,"11","04","Amapá",NA,"-52.916667","-0.916667","Cordeiro, MR",NA,NA,"-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:53:34-03","EAO","IAN","53868","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Black, GA","8525","1949","Southern America","Brasil","Igarapé Taparabou, ca. 20 km ao E de Oiapoque.",NA,"Canarana dos vastos campos de São Sebastião de um lado só do igarapé.","IAN053868",NA,"10","11","Amapá",NA,"-52.916667","-0.916667",NA,NA,NA,"-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:53:34-03","EAO","IAN","160636","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Rodrigues, IA; Cordeiro, MR","1169","1984","Southern America","Brasil","Fazenda Santa Cruz, ao lado direito do rio Cachoeri. Campo de várzea.",NA,"Erva perene, com flor rosa.","IAN160636",NA,"10","04","Pará","Oriximiná","-55.366667","-1.75","Cordeiro, MR",NA,NA,"-55.366667","-1.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:53:34-03","EAO","IAN","29362","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Black, GA","868","1947","Southern America","Brasil","Rio Tapajós.",NA,"Planta flutuante, verde mais claro do que do paspalum repens, mas no mesmo lugar, algo isolado das outras plantas.","IAN029362","IAN029362 IAN029362_e","06","18","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:53:34-03","EAO","IAN","29407","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Black, GA","916","1947","Southern America","Brasil","Beira do Rio Ituqui.",NA,"Capim cortante, entre touceiras de outro.","IAN029407","IAN029407 IAN029407_e","06","20","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:53:34-03","EAO","IAN","37509","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Vasconcellos, D","315",NA,"Southern America","Brasil","Dois Irmãos.",NA,NA,"IAN037509","IAN037509 IAN037509_e",NA,NA,"Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:53:34-03","EAO","IAN","43817","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Hitchcock, AS","16547","1919",NA,"Guiana","Georgetown: In mud or shallow water of canal.",NA,NA,"IAN043817",NA,"10","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:53:34-03","EAO","IAN","43917","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Swallen, JR","6951","1944","Southern America","Brasil","In shallow water; Lago Arari, opposite Jenipapo. Ilha Marajó.",NA,NA,"IAN043917",NA,"06","02","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:53:34-03","EAO","IAN","43937","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Swallen, JR","6982","1944","Southern America","Brasil","Wet grassland, Fazenda São Pedro. Ilha do Marajó.",NA,NA,"IAN043937",NA,"06","04","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:53:34-03","EAO","IAN","51289","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Fróes, RL","25159","1949","Southern America","Brasil","Rio Urubú; lago de água estagnada.",NA,"Capim.","IAN051289",NA,"10","07","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:53:34-03","EAO","IAN","54308","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Black, GA; Engelhard, F","8967","1950","Southern America","Brasil","Ilha do Marajó; fazenda Menino Deus, Vitória.",NA,"Aquático.","IAN054308",NA,"02","19","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-30 12:53:34-03","EAO","IAN","54341","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Black, GA; Engelhard, F","9025","1950","Southern America","Brasil","Ilha do Marajó. Fazenda Menino Deus; contagem em campo alagado e campo médio.",NA,"Perene, reptante; folha glauca.","IAN054341",NA,"11","23","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-30 12:53:34-03","EAO","IAN","55473","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Black, GA; Lobato, LCB","9409","1950","Southern America","Brasil","São Joaquim, Rego Fundo. Campo inundado.",NA,"Colmo branco quando novo, e vermelho quando velho.","IAN055473",NA,"04","16","Amapá",NA,"-52.916667","-0.916667",NA,NA,NA,"-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-30 12:53:34-03","EAO","IAN","56405","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Standley, PC","76369","1940","Southern America","Guatemala","Dept. Jalapa: Vicinity of Jalapa. Creeping in ditch.",NA,NA,"IAN056405",NA,"11","07",NA,NA,NA,NA,NA,"1360","1360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-30 12:53:34-03","EAO","IAN","56429","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Standley, PC","74950","1940","Southern America","Guatemala","Edge of rivulate. Dept. Juiapa: Vicinity of Jutiapa.",NA,"Erect.","IAN056429",NA,"10","24",NA,NA,NA,NA,NA,"850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-30 12:53:34-03","EAO","IAN","69337","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Black, GA; Boelcke, O","11504","1951","Southern America","Argentina","Entre La Plata e São Vicente del Tuyu. Em lugar de água.",NA,"Perene.","IAN069337",NA,"03","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
