"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"11","2017-09-22 17:05:00-03","NY","NYBG","192009","PreservedSpecimen","Plantae","Rubiaceae","Borreria","remota","Borreria remota",NA,"P. Gómez Andrade","391","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=564469' target='other'> <mi>dwc_moreinfo</mi></a>","NY00192009","Magnoliophyta","Gentianales",NA,NA,"R. M. Salas","1988","08","25","Morona-Santiago","Centro Shuar Yukutais, 10km S Sucua, Rio Upano, house garden of Josefina Antich",NA,NA,"NY00192009_01",NA,"-78.15","-2.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1005895","PreservedSpecimen","Plantae","Rubiaceae","Borreria","remota","Borreria remota",NA,"G. Gardner","443","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100186' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005895","Magnoliophyta","Gentianales",NA,"(Lam.) Bacigalupo & E.L.Cabral","R. M. Salas","1836",NA,NA,NA,NA,NA,NA,"NY01005895_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2713347","PreservedSpecimen","Plantae","Rubiaceae","Borreria","remota","Borreria remota",NA,"W. H. Camp","E2896","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3132538' target='other'> <mi>dwc_moreinfo</mi></a>","NY02713347","Magnoliophyta","Gentianales",NA,"(Lam.) Bacigalupo & E.L.Cabral",NA,"1945","04","25","Cañar","N rim of the Río Cañar valley, between Suscal and Chontamarca",NA,NA,"NY02713347_01",NA,"-79","-2.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1005882","PreservedSpecimen","Plantae","Rubiaceae","Borreria","remota","Borreria remota",NA,"J. Jangoux","411","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100048' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005882","Magnoliophyta","Gentianales",NA,"(Lam.) Bacigalupo & E.L.Cabral","R. M. Salas","1978","12","12","Maranhão","Alzilândia, Rio Pindaré.",NA,"100","NY01005882_01","Santa Luzia","-46.08","-3.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2017-09-22 17:13:00-03","NY","NYBG","02840252","PreservedSpecimen","Plantae","Rubiaceae","Spermacoce","remota","Spermacoce remota",NA,"P. G. Delprete","6119","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3132652' target='other'> <mi>dwc_moreinfo</mi></a>","NY02840252","Magnoliophyta","Gentianales",NA,NA,NA,"1992","07","16","Pichincha","Canton Quito. Parr. Nanegal Bosque Protector Maquipucuma. Sendero Gregoire Trail.","1600","1800","NY02840252_01",NA,"-78.62","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2017-09-22 17:13:00-03","NY","NYBG","02840251","PreservedSpecimen","Plantae","Rubiaceae","Spermacoce","remota","Spermacoce remota",NA,"P. G. Delprete","6130A","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3132650' target='other'> <mi>dwc_moreinfo</mi></a>","NY02840251","Magnoliophyta","Gentianales",NA,NA,NA,"1992","08","05","Napo","1 km atras de la escuela Fisco-Misional.","100","200","NY02840251_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","802030","PreservedSpecimen","Plantae","Rubiaceae","Spermacoce","remota","Spermacoce remota",NA,"D. C. Daly","11355","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570731' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802030","Magnoliophyta","Gentianales",NA,"Lam.","P. G. Delprete","2002","03","15","Acre","Rio/Igarapé Santa Rosa, tributary of Rio Purus.",NA,NA,"NY00802030_01","Santa Rosa do Purus","-70.597","-9.481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-18 09:30:39-03","UNESP-IBB","BOTU","11430","PreservedSpecimen","Plantae","Rubiaceae","Spermacoce","remota","Spermacoce remota",NA,"Berti, L.M.","1239",NA,"Venezuela",NA,NA,NA,"BOTU011430",NA,NA,NA,"(Lam.) Bacigalupo & E.L","Steyermark, J.","1966","11","30","Sucre","Sufrútico de más o menos 80 cm de alto. Corola Planea.",NA,NA,NA,"Yoco",NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:47:37-03","EAO","IAN","44006","PreservedSpecimen","Plantae","Rubiaceae","Borreria","remota","Borreria remota",NA,"Fosberg, FR","22532","Southern America","Equador",NA,NA,"Spreading, fls. white.","IAN044006","Dicotiledônea",NA,NA,"(Lam.) Bacigalupo & E.L.Cabral","Salas, RM; Sobrado, SV; Miguel, LM","1945","01","15",NA,"Prov. de Pichincha. &nf;Cordillera Occidental.&nf;Valley of Rio Saloya below Chiriboga, Saboya Experimental Sta.&nf;Wed in cultivated ground, wet river benches, cleared land.","1800","1800",NA,NA,NA,NA,NA,NA,"2015","04","16",NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:47:37-03","EAO","IAN","75645","PreservedSpecimen","Plantae","Rubiaceae","Borreria","remota","Borreria remota",NA,"Black, GA; Cordeiro, E","14918",NA,"Bolívia",NA,NA,"Erva anual, flor branca.","IAN075645","Dicotiledônea",NA,NA,"(Lam.) Bacigalupo & E.L.Cabral","Salas, RM; Sobrado, SV; Miguel, LM","1952","06","12",NA,"Rio Guaporé, abaixo de Versalhes; vegetação típica da beira do rio.",NA,NA,NA,NA,NA,NA,NA,NA,"2015","04","16",NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:47:37-03","EAO","IAN","87299","PreservedSpecimen","Plantae","Rubiaceae","Borreria","remota","Borreria remota",NA,"Arnoldo, MFr","1881",NA,"Colômbia",NA,NA,"Plant 20-40 cm. high; Flowers white.","IAN087299","Dicotiledônea",NA,NA,"(Lam.) Bacigalupo & E.L.Cabral","Salas, RM; Sobrado, SV; Miguel, LM","1952","01","15",NA,"Curação.&nf;Occasional.&nf;Suikertuintje.",NA,NA,NA,NA,NA,NA,NA,NA,"2015","04","16",NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:47:37-03","EAO","IAN","87881","PreservedSpecimen","Plantae","Rubiaceae","Borreria","remota","Borreria remota",NA,"Fosberg, FR","20454",NA,"Colômbia",NA,NA,"Plant spreading to ascending. Flowers white.","IAN087881","Dicotiledônea",NA,NA,"(Lam.) Bacigalupo & E.L.Cabral","Salas, RM; Sobrado, SV; Miguel, LM","1943","04","04",NA,"Cordillera Central. Dept. de Nariño.&nf;2 km e of La Unión, on road to Pasto.&nf;Roadside.","2000","2000",NA,NA,"-78.333333","1.6","-78.333333","1.6","2015","04",NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:28:30-03","NBC","NL-BOTANY","U 0069172","PreservedSpecimen","Plantae","Rubiaceae","Spermacoce","remota","Spermacoce remota",NA,"Jansen-Jacobs MJ",NA,"Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200069172 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0069172",NA,"Gentianales",NA,"Lam.",NA,"1999","08","30","Upper Essequibo Region",NA,NA,NA,NA,NA,"-58.666667","3.166667","-58.666667","3.166667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"24","2020-02-08 09:28:30-03","NBC","NL-BOTANY","U 0238599","PreservedSpecimen","Plantae","Rubiaceae","Spermacoce","remota","Spermacoce remota",NA,"Maas PJM; Maas-van de Kamer H; Merckx V; Moonen J; Schols P",NA,"Southern America","French Guiana",NA,NA,"Forest on red sand.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200238599 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0238599",NA,"Gentianales",NA,"Lam.","Delprete PG","2005","08","07",NA,"Oiapoque River, Saut Maripa, Sentier Botanique.",NA,NA,NA,NA,"-51.886725","3.804653","-51.886725","3.804653",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"25","2020-02-08 09:28:30-03","NBC","NL-BOTANY","U 0005941","PreservedSpecimen","Plantae","Rubiaceae","Spermacoce","remota","Spermacoce remota","holotype","Focke HC",NA,"Southern America","Surinam",NA,NA,"in Savanne<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200005941 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0005941",NA,"Gentianales",NA,"Lam.",NA,"1844","09","01",NA,"Onoribo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","62340",NA,NA,NA,NA
"26","2020-02-08 09:28:30-03","NBC","NL-BOTANY","U 0005942","PreservedSpecimen","Plantae","Rubiaceae","Spermacoce","remota","Spermacoce remota","type","Rombouts HE",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200005942 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0005942",NA,"Gentianales",NA,"Lam.",NA,"1935","08","04",NA,"fluv Corantijn pr. Catar. Wonotobbo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","43916 A",NA,NA,NA,NA
"27","2020-02-08 09:28:30-03","NBC","NL-BOTANY","U 0157917","PreservedSpecimen","Plantae","Rubiaceae","Spermacoce","remota","Spermacoce remota",NA,"Clarke HD",NA,"Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200157917 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0157917",NA,"Gentianales",NA,"Lam.",NA,"1997","02","10","Upper Takutu-Upper Essequibo",NA,NA,NA,NA,NA,"-58.666667","3.166667","-58.666667","3.166667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-02-08 09:28:30-03","NBC","NL-BOTANY","U.1573732","PreservedSpecimen","Plantae","Rubiaceae","Spermacoce","remota","Spermacoce remota",NA,"Fonnegra Gomez R",NA,"Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1573732 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1573732",NA,"Gentianales",NA,"Lam.",NA,"1997","10","11","Antioquia","Municipio de Medellín, Via a Santafé de Antioquia, entre Boqueron y Palmitas.",NA,NA,"NL-U1573732",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0258858",NA,NA,NA,NA
"29","2020-02-08 09:28:30-03","NBC","NL-BOTANY","U 0158633","PreservedSpecimen","Plantae","Rubiaceae","Spermacoce","remota","Spermacoce remota",NA,"Jansen-Jacobs MJ; Welle BJH ter; James V; Andrew R",NA,"Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200158633 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0158633",NA,"Gentianales",NA,"Lam.",NA,"1995","08","30","Rupununi District",NA,NA,NA,NA,NA,"-59.116667","2.9","-59.116667","2.9",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-11-04 11:18:06-03","ESALQ","ESA","45951","PreservedSpecimen","Plantae","Rubiaceae","Borreria","assurgens","Borreria assurgens",NA,"Dário, F.R.; Nave, A.G.; Lopes, R.F.; Bertani, D.F.","1128.0",NA,"Brasil",NA,NA,"Herbácea. Altura de 0,40 m. e com inflorescência cor creme","ESA045951","Magnoliophyta",NA,NA,NA,NA,"1997","03","29","Mato Grosso","Estrada Gaúcha do Norte - Rio Coluene. Floresta Ombrófila Aberta/Mata Ciliar. Beira do rio Coluene",NA,NA,"ESA045951","Gaúcha do Norte","-530.204","-132.258","-530,204","-132,258",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:18:14-03","ESALQ","ESA","80203","PreservedSpecimen","Plantae","Rubiaceae","Borreria","remota","Borreria remota",NA,"Gomes, S.M.; Antunes, R.M.; Gomes, P.B.; Nakakura, H.C.C.; Melo, M.S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","465.0",NA,"Brasil",NA,NA,"Erva. Flor branca. Fruto marrom.","ESA080203","Magnoliophyta",NA,NA,"(Lam.) Bacigalupo & E.L.Cabral","Souza, V.C. & Freire, R.A.P.","2002","04","24","São Paulo","Parque Estadual de Carlos Botelho, Núcleo Sete Barras, Trilha do Rio Taquaral 2. Floresta Ombrófila Densa Montana/ Floresta Estacional Semidecidual.",NA,NA,"ESA080203","Sete Barras","-47.9199981689453","-24.3799991607666","-47,970,278","-29,062,222","2002","01","01",NA,NA,"34059","auto",NA,NA
"32","2020-11-04 11:18:14-03","ESALQ","ESA","80200","PreservedSpecimen","Plantae","Rubiaceae","Borreria","remota","Borreria remota",NA,"Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Arango, B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","311.0",NA,"Brasil",NA,NA,"Erva de 0,3m coletada no interior da mata. Flores alvas.","ESA080200","Magnoliophyta",NA,NA,"(Lam.) Bacigalupo & E.L.Cabral","Souza, V.C. & Freire, R.A.P.","2002","04","23","São Paulo","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/ Floresta Ombrófila Densa Montana. Trilha do Rio Taquaral.",NA,NA,"ESA080200","São Miguel Arcanjo",NA,"-240.575","-47,995,278","-240,575","2002","01","01",NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:18:14-03","ESALQ","ESA","80201","PreservedSpecimen","Plantae","Rubiaceae","Borreria","remota","Borreria remota",NA,"Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Arango, B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","320.0",NA,"Brasil",NA,NA,"Erva de 0,4m coletada no interior da mata. Flores brancas.","ESA080201","Magnoliophyta",NA,NA,"(Lam.) Bacigalupo & E.L.Cabral","Souza, V.C. & Freire, R.A.P.","2002","04","23","São Paulo","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/ Floresta Ombrófila Densa Montana. Trilha do Rio Taquaral.",NA,NA,"ESA080201","São Miguel Arcanjo",NA,"-240.575","-47,995,278","-240,575","2002","01","01",NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:18:14-03","ESALQ","ESA","80202","PreservedSpecimen","Plantae","Rubiaceae","Borreria","remota","Borreria remota",NA,"Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Arango, B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","335.0",NA,"Brasil",NA,NA,"Erva de 0,3 coletada na borda da mata. Flores com sépalas verdes e corola branca.","ESA080202","Magnoliophyta",NA,NA,"(Lam.) Bacigalupo & E.L.Cabral","Souza, V.C. & Freire, R.A.P.","2002","04","23","São Paulo","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/ Floresta Ombrófila Densa Montana. Trilha do Rio Taquaral.",NA,NA,"ESA080202","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334","-47,998,889","-24,066,111","2002","01","01",NA,NA,"27904","auto",NA,NA
"35","2020-11-04 11:18:14-03","ESALQ","ESA","85013","PreservedSpecimen","Plantae","Rubiaceae","Borreria","remota","Borreria remota",NA,"Viani, R.A.G.; Souza, S.C.P.M.; Gusson, E.; Cavallari Neto, M.; Melo, A.C.G.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","102.0",NA,"Brasil",NA,NA,"Erva reptante 0,3m.","ESA085013","Magnoliophyta",NA,NA,"(Lam.) Bacigalupo & E.L.Cabral","Souza, S.C.P.M.","2003","04","15","São Paulo","Parque Estadual Intervales, Trilha Auto-guiada, Capoeira, geomorfologia morros e morrotes cársticos do planalto de Guapiara.","810","810","ESA085013","Ribeirão Grande","-48.3600006103516","-24.0900001525879","-48,413,889","-24,267,778",NA,NA,NA,NA,NA,"25028","auto",NA,NA
"36","2021-03-01 16:39:04-03","UNICAMP","UEC","112004","S","Plantae","Rubiaceae","Borreria","remota","Borreria remota",NA,"Dário, FR; Nave, AG; Lopes, RF; Carneiro, PHM","1128",NA,"Brazil",NA,NA,"herbácea, 40cm de altura e inflorescência cor creme.; Floresta Ombrófila Aberta / Mata Ciliar.","UEC103044","Magnoliopsida",NA,NA,"(Lam.) Bacigalupo & E.L.Cabral","Salas, RM","1997","03","29","Mato Grosso","Estrada Gaúcha do Norte - Rio Coluene.","900","900","UEC103044","Gaúcha do Norte","-53.034444","-13.382778","-53.034444","-13.382778","2009","10",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:39:04-03","UNICAMP","UEC","128169","S","Plantae","Rubiaceae","Borreria","remota","Borreria remota",NA,"Gomes, SM; Antunes, RM; Gomes, PB; Nakakura, HCC; Melo, MS; et al.","465",NA,"Brazil",NA,NA,"Erva. Flor branca. Fruto marrom.; Floresta Ombrófila Densa Montana/Floresta Estacional Semidecidual.","UEC103043","Magnoliopsida",NA,NA,"(Lam.) Bacigalupo & E.L.Cabral","Souza, VC","2002","04","24","São Paulo","Parque Estadual de Carlos Botelho, Núcleo Sete Barras, Trilha do Rio Taquaral 2.",NA,NA,"UEC103043","Sete Barras","-47.970278","-29.062222","-47.970278","-29.062222","2002",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-04-22 16:23:43-03","UFPB","JPB","63914-1","PreservedSpecimen","Plantae","Rubiaceae","Borreria","remota","Borreria remota",NA,"Oliveira, JA; Forzza, RC; Pellegrini, MOO","378","Southern America","Brasil",NA,NA,"Erva decumbente, na borda da trilha em interior de mata sobre inselbergue. Folhas discolores, cálice verde, corola alva.; DESC: Erva decumbente, na borda da trilha em interior de mata sobre inselbergue. Folhas discolores, cálice verde, corola alva.",NA,"Angiosperma","Dicotyledon",NA,"(Lam.) Bacigalupo & E.L.Cabral","Oliveira, JA","2013","04","24","Espirito Santo","Serra de Baixo, Pedra do Elefante, mata sobre inselbergue com muitas bromélias terrestres.",NA,NA,NA,"Nova Venecia","-40.45","-18.771111","-40.45","-18.771111","2013","11",NA,NA,NA,NA,NA,NA,NA
"39","2020-04-22 16:24:38-03","UFPB","JPB","35128","PreservedSpecimen","Plantae","Rubiaceae","Spermacoce","assurgens","Spermacoce assurgens",NA,"Alex, Rodr; Ramírez, V; Soto, G; Acosta, L","5328","Southern America","Costa Rica",NA,NA,"; DESC: Hierba de 0,3-0,6m; abundante, a orilla de la calle. Flores blancas. Frutos verdes.",NA,"Angiosperma","Dicotyledon",NA,"Ruiz & Pav.","Rodríguez, A","1999","11","09","Limón","No Protegida.Cuenca del Sarapiquí.Guápiles, camino de lastre 1 km antes de llegar a la Finca del Bosque Lluvioso.","400","400",NA,"Pococí","-83.85","10.183333","-83.85","10.183333","2001","12","03",NA,NA,NA,NA,NA,NA
"40","2020-04-22 16:24:38-03","UFPB","JPB","35236","PreservedSpecimen","Plantae","Rubiaceae","Spermacoce","assurgens","Spermacoce assurgens",NA,"Costa, LA; Ramírez; Victor","2226","Southern America","Costa Rica",NA,NA,"; DESC: Abundante.Hierba de más o menos 30cm, em peredones. Flores blancas.",NA,"Angiosperma","Dicotyledon",NA,"Ruiz & Pav.","González, J","2000","07","26","Puntarenas","Z.P.Las Tablas.Cuenca Térraba-Sierpe.Colecta alredor de la estación","1600","1600",NA,"Coto Brus","-82.952692","9.024742","-82.952692","9.024742","2000","11","28",NA,NA,NA,NA,NA,NA
