"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"16","2016-09-30 19:06:00-03","NY","NYBG","02341901","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla",NA,NA,"J. M. Poole","1979","07","07","Brazil","Amazonas",NA,"Between Rio Marié and Morro Ximaio. Terra firme.","-66.833333","-0.75",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2530853' target='other'> <mi>dwc_moreinfo</mi></a>","NY02341901","NY02341901_01",NA,NA,NA,"1904","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","644296","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","P. J. M. Maas","R. M. Harley","1980","04","13","Brazil","Bahia",NA,"Serra Geral de Caitité. 9.5 km S of Caitité on road to Brejinhos das Ametistas. G5","-42.5","-14.12",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=155106' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644296","NY00644296_01",NA,NA,NA,"21309","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","644301","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.",NA,"F. R. Fosberg","1943","03","19","Colombia","Cauca",NA,"Finca El Salado, Río Machete near its confluence with Rio Piendamo, 25 km N of Popayán","-76.57","2.67",NA,NA,"1750","1800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=155108' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644301",NA,NA,NA,NA,"20312","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-30 19:06:00-03","NY","NYBG","02341824","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla",NA,NA,"J. F. Pruski","1987","10","01","Brazil","Amapá",NA,"W bank of Rio Falsino, approx. 10 km upstream from confluence with Rio Araguari and about 8 hours upstream by boat from Pôrto Grande.","-51.67","1",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2530891' target='other'> <mi>dwc_moreinfo</mi></a>","NY02341824","NY02341824_01",NA,NA,NA,"3338","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02341903","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.",NA,"G. T. Prance","1973","09","12","Brazil","Amazonas",NA,"Rio Brancinho","-60.3608","-2.2761",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2530859' target='other'> <mi>dwc_moreinfo</mi></a>","NY02341903","NY02341903_01 NY02341903_02",NA,NA,NA,"17792","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2109343","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.",NA,"D. G. Campbell","1974","06","07","Brazil","Pará",NA,"Basin of Rio Trombetas. 25Km up the Rio Mapueira.","-57.2778","-1.095",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2288985' target='other'> <mi>dwc_moreinfo</mi></a>","NY02109343","NY02109343_01",NA,NA,NA,"22562","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02341902","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.",NA,"G. T. Prance","1967","04","05","Brazil","Amazonas",NA,"Manaus - Itacoatiara Highway. Rio Urubu, right bank. North of road","-59.1708183","-2.8259448",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2530858' target='other'> <mi>dwc_moreinfo</mi></a>","NY02341902","NY02341902_01",NA,NA,NA,"4788","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","644295","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","P. J. M. Maas; H. Maas-van de Kamer","S. C. de Sant'Ana","1991","12","12","Brazil","Bahia","Porto Seguro","Ca. 6-7 km na estada que liga Trancoso ao Arraial D'Ajuda","-39.0916","-16.5555",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=155096' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644295","NY00644295_01",NA,NA,NA,"87","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","644299","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","P. J. M. Maas; H. Maas-van de Kamer","P. J. M. Maas","1993","10","24","Trinidad and Tobago",NA,NA,"Mt. St. Benedict",NA,NA,NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=155097' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644299",NA,NA,NA,NA,"8140","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-28 15:25:00-03","NY","NYBG","644294","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla",NA,"S. R. Hill","S. R. Hill","1983","06","22","Brazil","Amazonas","Borba","3 km E of Borba near the Rio Madeira","-59.58","-4.38",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=155100' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644294","NY00644294_01",NA,NA,NA,"12752","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","03754827","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","P. J. M. Maas; H. Maas-van de Kamer","J. C. Betancur","2011","07","25","Colombia","Antioquia","Frontino","Parque Nacional Natural Las Orquídeas, vereda Venados Abajo, despues de la finca Vista Hermosa, divisoria de aguas entre el río Venados y quebrada La Selva. Bosque al lado de potrero","-76.31508","6.55036",NA,NA,"1240","1280","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1661464' target='other'> <mi>dwc_moreinfo</mi></a>","NY03754827","NY03754827_01",NA,NA,NA,"15411","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2109347","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.",NA,"G. T. Prance","1969","02","05","Brazil","Roraima",NA,"Vicinity of Auaris","-64.37","4.05",NA,NA,"760","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2288989' target='other'> <mi>dwc_moreinfo</mi></a>","NY02109347","NY02109347_01",NA,NA,NA,"9611","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-30 19:06:00-03","NY","NYBG","02341927","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla",NA,NA,"J. M. Pires","1962","07","20","Brazil","Amapá",NA,"Igarape do Paia, road to Amapa, Km 110",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2530848' target='other'> <mi>dwc_moreinfo</mi></a>","NY02341927","NY02341927_01",NA,NA,NA,"52230","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","44222","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","P. J. M. Maas","A. J. Henderson","1989","02","03","Venezuela","Amazonas",NA,"Sierra de Unturan","-65.2","1.55",NA,NA,"1150","1150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=827504' target='other'> <mi>dwc_moreinfo</mi></a>","NY00044222",NA,NA,NA,NA,"931","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-30 14:36:00-03","NY","NYBG","2109345","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla",NA,NA,"A. S. Tavares","1984","02","18","Brazil","Amazonas","Barcelos","Platô da Serra Aracá, parte SE da Serra Norte.","-63.37","0.85",NA,NA,"1150","1250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2288987' target='other'> <mi>dwc_moreinfo</mi></a>","NY02109345","NY02109345_01 NY02109345_02",NA,NA,NA,"93","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01392684","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.",NA,"N. Castaño Arboleda","2016","03","11","Colombia","Caquetá","Belén de Los Andaquíes","Camino Andaquí, quebrada Finagá","-75.902833","1.674944",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3207696' target='other'> <mi>dwc_moreinfo</mi></a>","NY01392684","NY01392684_01",NA,NA,NA,"7622","Magnoliophyta","Gentianales","South America","Sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2109344","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.",NA,"G. T. Prance","1975","06","18","Brazil","Amazonas",NA,"Estrada Terra Preta Km 2, branch of Manaus - Manacapuru 5 Km from Cacau Pirêra.","-60.1158","-3.1794",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2288986' target='other'> <mi>dwc_moreinfo</mi></a>","NY02109344","NY02109344_01",NA,NA,NA,"23480","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-28 15:25:00-03","NY","NYBG","644297","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla",NA,"C. L. Kelloff","C. L. Kelloff","1994","06","11","Guyana","Potaro-Siparuni",NA,"Kaiteur National Park; on trail to Tukeit before ravine","-59.48","5.17",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=155107' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644297",NA,NA,NA,NA,"1032","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02109334","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.",NA,"G. T. Prance","1973","12","06","Brazil","Roraima",NA,"Auaris Mission, Rio Auaris","-64.5133","4.0411",NA,NA,"792","792","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2288960' target='other'> <mi>dwc_moreinfo</mi></a>","NY02109334","NY02109334_01",NA,NA,NA,"20032","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","2109337","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.",NA,"G. T. Prance","1974","07","23","Brazil","Roraima",NA,"Vicinity of Auaris","-64.42","4.1",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2288978' target='other'> <mi>dwc_moreinfo</mi></a>","NY02109337","NY02109337_01",NA,NA,NA,"21349","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","2109338","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.",NA,"G. T. Prance","1974","07","26","Brazil","Roraima",NA,"Vicinity of Auaris","-64.42","4.1",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2288979' target='other'> <mi>dwc_moreinfo</mi></a>","NY02109338","NY02109338_01",NA,NA,NA,"21408","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","02341825","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.",NA,"S. A. Mori","1989","06","04","Brazil","Amazonas",NA,"Lago de Jaradá, Rio Cuieiras, ca. 40 Km from the mouth at the Rio Negro. Terra firme forest.","-60.3529429","-2.6996631",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2530866' target='other'> <mi>dwc_moreinfo</mi></a>","NY02341825","NY02341825_01",NA,NA,NA,"20346","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","2109342","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.",NA,"G. T. Prance","1973","09","17","Brazil","Amazonas",NA,"Rio Cuieras near Jarada","-60.3529429","-2.6996631",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2288984' target='other'> <mi>dwc_moreinfo</mi></a>","NY02109342","NY02109342_01",NA,NA,NA,"18043","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","777211","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","P. J. M. Maas; H. Maas-van de Kamer","A. M. V. de Carvalho","2001","08","17","Brazil","Bahia","Macarani","Rod. para Vila das Graças 27.2 km E ca. 4.4 km de Vila das Graças","-40.4139","-15.7719",NA,NA,"560","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=155098' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777211","NY00777211_01",NA,NA,NA,"7012","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","638978","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","H. Maas-van de Kamer; P. J. M. Maas","J. G. Jardim","1999","08","14","Brazil","Bahia","Maraú","Peninsula de Maraú. Area de Preservaçao Ambiental (APA). Faz. Virgem Del Mar","-38.95","-14.0992",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=155099' target='other'> <mi>dwc_moreinfo</mi></a>","NY00638978","NY00638978_01",NA,NA,NA,"2194","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","2109349","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.",NA,"G. T. Prance","1975","04","14","Brazil","Amazonas",NA,"Reserva Campina, Manasus-Carcaraí Km 62.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2288991' target='other'> <mi>dwc_moreinfo</mi></a>","NY02109349","NY02109349_01",NA,NA,NA,"23373","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-30 19:06:00-03","NY","NYBG","02341928","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla",NA,NA,"R. M. Schuster","1979","07","04","Brazil","Amazonas",NA,"Along the Rio Negro between Manaus and São Gabriel, Ilha Acarabu, at mouth of the rio Marié","-66.416667","-0.416667",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2530847' target='other'> <mi>dwc_moreinfo</mi></a>","NY02341928","NY02341928_01",NA,NA,NA,"79-11-315A","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","644298","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","P. J. M. Maas","R. L. Liesner","1984","02","27","Venezuela","Amazonas","Mun. Río Negro","1 km south of Cerro de La Neblina Base Camp which is on Río Mawarinuma","-66.17","0.83",NA,NA,"140","140","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=155101' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644298",NA,NA,NA,NA,"16273","Magnoliophyta","Gentianales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
