"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","coordinatePrecision","geoFlag","individualCount","minimumElevationInMeters","fieldNumber"
"22","2015-08-13 11:14:00-03","MO","MOBOT","100850267","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán","Madriñán, S. R.","William A. Rodrigues|A. Loureiro","Rodrigues 5763","1964","4","15","South America","Brazil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke: Reserva Florestal Ducke, depois do igarapé ao lado direito da estrada.","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"138090","auto","1",NA,NA
"23","2014-04-05 06:07:00-03","MO","MOBOT","1703469","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán","H. van der Werff (MO)","J.R. Nascimento|C. Fernandes da Silva","Nascimento 715","1995","1","25","South America","Brazil","Amazonas",NA,"Reserva Florestal Ducke.","-59.96666","-2.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2015-08-13 11:07:00-03","MO","MOBOT","1703467","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán","H. van der Werff (MO)","William A. Rodrigues|Osmarino","Rodrigues 7390","1966","1","12","South America","Brazil","Amazonas",NA,"Reserva Florestal Ducke.","-59.96666","-2.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"25","2012-05-01 15:58:00-03","MO","MOBOT","1703466","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán","Henk van der Werff (MO)","Alberto Vicentini","Vicentini 1197","1996","11","21","South America","Brazil","Amazonas",NA,"Reserva Florestal Ducke, Manaus-Itacoatiara, km 26.","-59.9666667","-2.8833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"26","2021-01-10 20:48:35-03","INPA","INPA","14048","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán","Vicentini, A","Rodrigues, WA","5379","1963","07","17","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, bosque de palmeiras (.350)","-59.966667","-2.883333",NA,NA,"INPA0014048","INPA0014048 INPA0014048_1 INPA0014048_1e INPA0014048_2e INPA0014048_e",NA,NA,"1997",NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"27","2021-01-10 20:48:35-03","INPA","INPA","14048","Dupli","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán","Vicentini, A","Rodrigues, WA","5379","1963","07","17","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, bosque de palmeiras (.350)","-59.966667","-2.883333",NA,NA,"INPA0014048","INPA0014048 INPA0014048_1 INPA0014048_1e INPA0014048_2e INPA0014048_e",NA,NA,"1997",NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"28","2021-01-10 20:48:35-03","INPA","INPA","14104","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán",NA,"Rodrigues, WA","5435","1963","08","15","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, bosque de Palmeiras","-59.966667","-2.883333",NA,NA,"INPA0014104","INPA0014104 INPA0014104_e INPA0014104_e1","isotype",NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"29","2021-01-10 20:48:35-03","INPA","INPA","14429","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán","Madriñán, SR","Rodrigues, WA","5717","1964","02","20","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, Q.I, próximo a árvore no. 128","-59.966667","-2.883333",NA,NA,"INPA0014429","INPA0014429 INPA0014429_e",NA,NA,"1996",NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"30","2021-01-10 20:48:35-03","INPA","INPA","14475","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán","Werff, HH van der","Rodrigues, WA","5763","1964","04","15","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, depois do igarapé ao lado direito da estrada","-59.966667","-2.883333",NA,NA,"INPA0014475","INPA0014475 INPA0014475_e",NA,NA,"2015","05",NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"31","2021-01-10 20:48:35-03","INPA","INPA","16788","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán","Werff, HH van der","Rodrigues, WA","7390","1966","01","12","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, Q.7, ao lado da árvore no. 997","-59.966667","-2.883333",NA,NA,"INPA0016788","INPA0016788 INPA0016788_e",NA,NA,"2015","05",NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"32","2021-01-10 20:48:35-03","INPA","INPA","17715","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán","Vicentini, A","Prance, GT","2148","1966","09","01","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke km 25","-59.966667","-2.883333",NA,NA,"INPA0017715","INPA0017715 INPA0017715_e INPA0017715_e1",NA,NA,"1997","07",NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"33","2021-01-10 20:48:35-03","INPA","INPA","177541","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán","Vicentini, A","Nascimento, JR do","715","1995","01","25","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Por trilha secundária, da torre ao vale do Igarapé do Acará.","-59.966667","-2.883333",NA,NA,"INPA0177541","INPA0177541 INPA0177541_e",NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"34","2021-01-10 20:48:35-03","INPA","INPA","18560","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán","Werff, HH van der","Rodrigues, WA","8273","1966","12","03","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke","-59.966667","-2.883333",NA,NA,"INPA0018560","INPA0018560 INPA0018560_e",NA,NA,"2015","05",NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"35","2021-01-10 20:48:35-03","INPA","INPA","189748","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán","Vicentini, A","Souza, MAD de","281","1996","12","12","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Próximo plantio pau-rosa.","-59.966667","-2.883333",NA,NA,"INPA0189748","INPA0189748 INPA0189748_e",NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"36","2021-01-10 20:48:35-03","INPA","INPA","189875","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán","Vicentini, A","Vicentini, A","1197","1996","11","21","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Próximo a estação meteorológica.","-59.966667","-2.883333",NA,NA,"INPA0189875","INPA0189875 INPA0189875_e",NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"37","2021-01-10 20:48:35-03","INPA","INPA","191083","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán","Vicentini, A","Assunção, PACL","589","1997","08","05","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Por trilha secundária, da torre ao vale do Igarapé do Acará.","-59.966667","-2.883333",NA,NA,"INPA0191083","INPA0191083 INPA0191083_e",NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"38","2020-08-31 09:11:40-03","INPA","INPA","223441","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán","Barbosa, TDM","Carvalho, FA de","763","2006","11","23","Southern America","Brasil","Roraima","Caracaraí","Parque Nacional do Viruá, Trilha L1(900-1400) PPBio.","-61","1.28",NA,NA,"INPA0223441","INPA0223441 INPA0223441_e",NA,NA,"2011","11",NA,"-61","1.28",NA,NA,NA,NA,NA,NA
"39","2021-01-10 20:48:35-03","INPA","INPA","284344","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán","Dávila, NC","Cabral, FN","1588","2017","06","29","Southern America","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Trilha do Jardim Botânico - MUSA.","-59.940973","-3.005041",NA,NA,"INPA0284344",NA,NA,NA,"2019","02","13","-59.940973","-3.005041",NA,NA,NA,NA,NA,NA
"40","2021-01-10 20:48:35-03","INPA","INPA","73090","S","Plantae","Dicotyledon Magnoliids","Laurales","Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán","Vicentini, A","Mello, FC de","77-52","1977","08","25","Southern America","Brasil","Amazonas",NA,"Estrada Manaus-Caracaraí Km 39. Estrada Experimental de Silvicultura Tropical",NA,NA,NA,NA,"INPA0073090","INPA0073090 INPA0073090_e INPA0073090_e1",NA,NA,"1997","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2009-11-26 13:51:14-02","INPA","INPAW","1982","S","Plantae",NA,NA,"Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madri&#241;&#225;n",NA,"Rodrigues, W.A.","5379",NA,NA,NA,NA,"Brasil","Amazonas","Manaus",NA,"-60.025","-3.10194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"138090","auto",NA,NA,NA
"42","2020-04-30 16:07:07-03","UFMT","CNMT","789","S","Plantae","Angiosperma",NA,"Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán","Vicenti, A","Rodrigues,W.A.","5379","1963","07","17",NA,"Brasil","Amazonas","Manaus","Reserva Florestal Ducke, bosque de palmeiras.","-59.800556","-2.991389",NA,"Flor em botão verde.Doação - Herbário Institudo Nacional de Pesquisas da Amazônia, INPA 14048","CNMT000789",NA,NA,NA,"1970","07",NA,"59°48'02W","02°59'29S",NA,NA,NA,NA,NA,NA
"43","2019-11-21 10:07:38-03","IBt","SP","314923","S","Plantae",NA,NA,"Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán","Vicentini, A","Assunção, PACL","327","1996","06","02",NA,"Brasil","Amazonas","Manaus","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26, próximo a estação meteorológica","-59.966667","-2.883333",NA,NA,"SP055623","SP055623",NA,NA,"1997",NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"44","2019-11-21 10:07:38-03","IBt","SP","314980","S","Plantae",NA,NA,"Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán","Werff, H van der","Souza, MAD; et al.","281","1996","12","12",NA,"Brasil","Amazonas","Manaus","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26, próximo plantio pau-rosa","-59.966667","-2.883333",NA,NA,"SP055620","SP055620",NA,NA,"1997",NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"45","2020-08-07 17:11:16-03","IEPA","HAMAB","017357","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán",NA,"Loureiro, A.A.","35","1972","01","12",NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-08-07 17:11:16-03","IEPA","HAMAB","017067","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán",NA,"Rodrigues, WA","5379","1963","07","17",NA,"Brasil","Amazonas","Manaus",NA,"-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"138090","auto",NA,NA,NA
"47","2020-08-07 17:11:16-03","IEPA","HAMAB","017146","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Rhodostemonodaphne","parvifolia","Rhodostemonodaphne parvifolia","Madriñán",NA,"Rodrigues, WA","7390","1966","01","12",NA,"Brasil","Amazonas","Manaus",NA,"-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"138090","auto",NA,NA,NA
