"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount"
"18","2019-10-09 11:09:48-03","UFBA","ALCB","033758","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Hind, DJN; Bautista, HP","PCD&nf;4195","1996","11","11","Southern America","Brasil","Bahia","Piatã","Chapada Diamantina, Estrada Piatã/Imbuia, a 2 km da entrada para Imbuia","-41","-13.071944","1240","1240",NA,"0,80 m, caule e ramos avermelhados, xilopódio. Folhas cartáceas, margens reflexas. Filárias paleáceas, ápice verde. Flores do raio amarelas, do disco amarelo-alaranjadas; anteras escuras, ramos do estilete amarelos. Ocasional.; Solo arenoso, vermelho",NA,NA,"Roque, N","2003",NA,"-41","-13.071944",NA,NA,NA,NA,NA
"19","2019-10-09 11:09:48-03","UFBA","ALCB","60170","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Harley, RM; Lewis, GP; Mello-Silva, R de; Pirani, JR; Stannard, B; Furlan, A","s/n","1984","12","21","Southern America","Brasil","Bahia","Piatã","Chapada Diamantina, Próximo à Serra do Gentio ('Gerais', entre Piatã e Serra da Tromba)","-41","-13",NA,NA,NA,"Até 40 cm alt. Flores amarelas, anteras negras.",NA,NA,"Roque, N","2003",NA,"-41","-13",NA,NA,NA,NA,NA
"20","2019-10-09 11:09:48-03","UFBA","ALCB","60171","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Harley, RM; Pirani, JR; Stannard, B; Cordeiro, I; Kameyama, C","24419","1987","02","19","Southern America","Brasil","Bahia","Rio de Contas","Chapada Diamantina, Pico das Almas","-41.8114013671875","-13.5789003372192","1400","1400",NA,"Ereto, até 70 cm alt. Brácteas externas verde-claras com ápice acastanhado. Flores amarelas com anteras castanhas.",NA,NA,"Roque, N","2003",NA,NA,NA,"49773","auto",NA,NA,NA
"21","2020-02-08 08:47:38-03","NBC","NL-BOTANY","U 0001208","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind","isotype","Harley RM",NA,"1988","12","17","Southern America","Brazil","Bahia",NA,"Bahia. Mun.: Rio de Contas. Pico das Almas. Vertente leste. Campo do Queiroz.","-41.95","-13.533333",NA,NA,NA,"Area de pedregulho..<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200001208 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0001208","NL-U0001208","Hind DJN",NA,NA,"-41.95","-13.533333",NA,NA,"Magnoliopsidae","56302",NA
"22","2021-03-01 16:23:04-03","UNICAMP","UEC","66725","S","Plantae","Magnoliopsida",NA,"Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Cordeiro, I; et al.","s.n.","1987","11","03",NA,"Brazil","Minas Gerais","Grão Mogol","Montanha a equerda do riacho Ribeirão. Trilha da Tropa","-42.9","-16.55",NA,NA,NA,"Arbusto ca. 1m alt. Folhas concentradas nas terminações dos ramos. Brácteas involucrais creme com ápice verde-escuro. Flores liguladas amarelas, flores tubulosas amareo ouro, anteras negras, estilete amarelo claro","UEC102626","UEC102626",NA,NA,NA,"-42.9","-16.55",NA,NA,NA,NA,NA
"23","2020-12-11 11:32:16-03","UFMG","BHCB","60992","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Harley, RM; Stannard, BL; J.D.P. Oliveira; Kawasaki, ML","s.n.","1984","11","27","Southern America","Brasil","Minas Gerais","Grão Mogol","Ao norte.","-42.8897018432617","-16.5594005584717","900","1000",NA,"Pedras quartizíticas. Subarbusto 1m. Flores amarelas.",NA,NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA,NA
"24","2021-03-04 11:04:26-03","UFRB","HURB","25229","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Machado, A.F.P.","1929","2018","11","02",NA,"Brasil","Bahia","Vitoria da Conquista","Anel viário; Bairro Nova Cidade, imediações da Serra do Periperi","-40.8394012451172","-14.8661003112793",NA,NA,NA,"pequeno arbusto com capítulos amarelos","HURB000025229","HURB000025229",NA,NA,NA,NA,NA,"70493","auto",NA,NA,NA
"25","2021-02-08 13:25:21-03","UFBA-IMS","HVC","3441","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"A.F.P.Machado","1929","2018","11","02",NA,"Brasil","Bahia","Vitória da Conquista","Anel Viário, Bairro Nova Cidade, Imediações da Serra do Periperi.","-40.8394012451172","-14.8661003112793",NA,NA,NA,"Pequeno arbusto com capítulos amarelos.","HVC00003441",NA,NA,NA,NA,NA,NA,"70493","auto",NA,NA,NA
"26","2020-09-12 05:00:02-03","US","US","3290055","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N. Hind",NA,"R. M. Harley","27293","1988","12","18","South America - Neotropics","Brazil","Bahia",NA,"Rio de Contas, Pico das Almas, Vertente leste, Vale ao sul de pico (evidente na subida do Queiroz)","-41.97","-3.53","1550",NA,NA,NA,"US01765428","US01765428_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"27","2020-09-12 05:00:02-03","US","US","3363312","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N. Hind",NA,"R. M. Harley, B. L. Stannard, J. Oliveira & M. L. Kawasaki","SPF36084/CFCR6484",NA,NA,NA,"South America","Brazil",NA,NA,"MG- Ao norte de Grão Mogol; pedras quarzítcas",NA,NA,"900","1000",NA,NA,"US01765427","US01765427_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"28","2020-09-12 05:00:02-03","US","US","3278414","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N. Hind","Isotype","R. M. Harley & D. J. N. Hind","27287","1988","12","17","South America - Neotropics","Brazil","Bahia","Rio de Contas","Pico das Almas, Vertente Leste, Campo do Querioz.","-41.95","-13.5333",NA,NA,NA,NA,"US00432881","US00432881_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"29","2019-10-07 09:11:03-03","UEFS","HUEFS","12504","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Ganev, W.","1440","1992","09","14",NA,"Brasil","Bahia","Abaíra",NA,"-41.9","-13.25","1520","1520",NA,NA,"HUEFS0012504","HUEFS0012504","M.Alves","2015","03","41W54'","13S15'",NA,NA,"Asteranae",NA,NA
"30","2019-10-07 09:11:03-03","UEFS","HUEFS","14695","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Ganev, W.","2108","1993","08","25",NA,"Brasil","Bahia","Rio de Contas",NA,"-42.316667","-13.866667","1350","1350",NA,NA,"HUEFS0014695","HUEFS0014695","M.Alves","2015","03","42W19'","13S52'",NA,NA,"Asteranae",NA,NA
"31","2019-10-07 09:11:03-03","UEFS","HUEFS","115625","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Azevedo, C.","300","2006","10","13",NA,"Brasil","Bahia","Abaíra","Catoles, trilha para o Bicota (Garimpo do Bicota).","-41.85","-13.326389","1511","1511",NA,"Campo rupestre.","HUEFS0115625","HUEFS0115625","M.Alves","2015","03","41W51'0''","13S19'35''",NA,NA,"Asteranae",NA,NA
"32","2019-10-07 09:11:03-03","UEFS","HUEFS","12424","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Ganev, W.","1360","1992","10","26",NA,"Brasil","Bahia","Abaíra",NA,"-41.883333","-13.3","1300","1450",NA,NA,"HUEFS0012424","HUEFS0012424","M.Alves","2015","03","41W53'","13S18'",NA,NA,"Asteranae",NA,NA
"33","2019-10-07 09:11:03-03","UEFS","HUEFS","12558","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Ganev, W.","1494","1992","11","18",NA,"Brasil","Bahia","Abaíra",NA,"-41.85","-13.333333","1470","1470",NA,NA,"HUEFS0012558","HUEFS0012558","M.Alves","2015","03","41W51'","13S20'",NA,NA,"Asteranae",NA,NA
"34","2019-10-07 09:11:03-03","UEFS","HUEFS","16224","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Ganev, W.","2626","1993","10","25",NA,"Brasil","Bahia","Abaíra","Caminho Capão de Levi-Serrinha.","-41.85","-13.316667","1260","1340",NA,"Campo rupestre com solo arenoso.","HUEFS0016224","HUEFS0016224","M.Alves","2015","03","41W51'","13S19'",NA,NA,"Asteranae",NA,NA
"35","2019-10-07 09:11:03-03","UEFS","HUEFS","16365","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Ganev, W.","2767","1994","01","10",NA,"Brasil","Bahia","Abaíra","Água Limpa.","-41.866667","-13.283333","1180","1180",NA,"Com solo argilo-arenoso.","HUEFS0016365","HUEFS0016365","M.Alves","2015","03","41W52'","13S17'",NA,NA,"Asteranae",NA,NA
"36","2019-10-07 09:11:03-03","UEFS","HUEFS","16431","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Ganev, W.","2833","1994","01","20",NA,"Brasil","Bahia","Abaíra","Serra do Sumbaré-Guarda Mor.","-41.85","-13.3","1200","1300",NA,"Solo arenoso com rochas e cascalho de quartzo, fendas de rochas.","HUEFS0016431","HUEFS0016431","M.Alves","2015","03","41W51'","13S18'",NA,NA,"Asteranae",NA,NA
"37","2019-10-07 09:11:03-03","UEFS","HUEFS","166469","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Harley, R.M.","56068","2009","06","17",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas, campo proximo a primeira cancela.","-41.937778","-13.520278","1467","1467",NA,NA,"HUEFS0166469","HUEFS0166469","M.B.B.Alves","2011","11","41W56'16''","13S31'13''",NA,NA,"Asteranae",NA,NA
"38","2019-10-07 09:11:03-03","UEFS","HUEFS","17267","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Ganev, W.","3224","1994","05","08",NA,"Brasil","Bahia","Abaíra",NA,"-41.8","-13.383333","1000","1300",NA,NA,"HUEFS0017267","HUEFS0017267","M.Alves","2015","03","41W48'","13S23'",NA,NA,"Asteranae",NA,NA
"39","2019-10-07 09:11:03-03","UEFS","HUEFS","18131","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Ganev, W.","3386","1994","06","17",NA,"Brasil","Bahia","Abaíra",NA,"-41.85","-13.3","1100","1100",NA,NA,"HUEFS0018131","HUEFS0018131","M.Alves","2015","03","41W51'","13S18'",NA,NA,"Asteranae",NA,NA
"40","2019-10-07 09:11:03-03","UEFS","HUEFS","194983","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Santana, F.A.","90","2011","12","20",NA,"Brasil","Bahia","Licínio de Almeida","Serra Geral, Serra do Saco da Onça.","-42.573889","-14.740833","980","980",NA,"Cerrado.","HUEFS0194983","HUEFS0194983",NA,NA,NA,"42W34'26''","14S44'27''",NA,NA,"Asteranae",NA,NA
"41","2019-10-07 09:11:03-03","UEFS","HUEFS","200227","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Marinho, L.C.","521","2013","10","30",NA,"Brasil","Bahia","Vitória da Conquista","Serra do Periperi, Avenida do Contorno com acesso pela Avenida Luís Eduardo Magalhães.","-40.8","-14.833333","900","1000",NA,NA,"HUEFS0200227","HUEFS0200227","M.Alves","2015","03","40W48'0''","14S50'0''",NA,NA,"Asteranae",NA,NA
"42","2019-10-07 09:11:03-03","UEFS","HUEFS","28837","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Harley, R.M.","PCD4284","1996","11","15",NA,"Brasil","Bahia","Rio de Contas","Pico do Itabira.","-41.884167","-13.368611","1800","1800",NA,NA,"HUEFS0028837","HUEFS0028837",NA,NA,NA,"41W53'3''","13S22'7''",NA,NA,"Asteranae",NA,NA
"43","2019-10-07 09:11:03-03","UEFS","HUEFS","74447","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Conceição, A.S.","635","2003","07","22",NA,"Brasil","Bahia","Abaíra","Catolés, Lagoinhas","-41.256389","-13.314722","1320","1320",NA,"Campo rupestre. Solo argiloso, pedregoso.","HUEFS0074447","HUEFS0074447","M.Alves","2015","03","41W15'23''","13S18'53''",NA,NA,"Asteranae",NA,NA
"44","2019-10-07 09:11:03-03","UEFS","HUEFS","45250","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Miranda, E.B.","462","2000","05","14",NA,"Brasil","Bahia","Abaíra","Catolés Catolés: Encosta da Serra da Tromba.","-41.795","-13.289722","935","935",NA,"Gerais.","HUEFS0045250","HUEFS0045250","M.Alves","2015","03","41W47'42''","13S17'23''",NA,NA,"Asteranae",NA,NA
"45","2019-10-07 09:11:03-03","UEFS","HUEFS","58723","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Hind, D.J.N.","H50294","1991","12","23",NA,"Brasil","Bahia","Abaíra","Subida da Forquilha da Serra.","-41.883333","-13.283333","1400","1600",NA,NA,"HUEFS0058723","HUEFS0058723","M.Alves","2015","03","41W53'","13S17'",NA,NA,"Asteranae",NA,NA
"46","2019-10-07 09:11:03-03","UEFS","HUEFS","58740","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Harley, R.M.","H50388","1991","12","26",NA,"Brasil","Bahia","Piatã","Quebrada da Serra do Atalho.","-41.833333","-13.216667","1600","1700",NA,"Campo rupestre.","HUEFS0058740","HUEFS0058740","M.Alves","2015","03","41W50'","13S13'",NA,NA,"Asteranae",NA,NA
"47","2019-10-07 09:11:03-03","UEFS","HUEFS","58864","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Harley, R.M.","H50353","1991","12","25",NA,"Brasil","Bahia","Abaíra","Bem Querer.","-41.883333","-13.266667","1500","1650",NA,"Campo rupestre.","HUEFS0058864","HUEFS0058864","M.Alves","2015","03","41W53'","13S16'",NA,NA,"Asteranae",NA,NA
"48","2019-10-07 09:11:03-03","UEFS","HUEFS","58871","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Hind, D.J.N.","H50294","1991","12","23",NA,"Brasil","Bahia","Abaíra","Subida da Forquilha da Serra.","-41.883333","-13.283333","1400","1600",NA,NA,"HUEFS0058871","HUEFS0058871","M.Alves","2015","03","41W53'","13S17'",NA,NA,"Asteranae",NA,NA
