"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","individualCount","relatedCatalogItem"
"11","2020-12-21 16:19:25-03","MBM","MBM","107554","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","alvimii","Lymania alvimii","R.W. Read","Silva, L.A.M.; et al.; et al.","2040","1986","04","16","Southern America","Brazil","Bahia","Ilhéus","Rodovia Olivença - Maroím","-39.0494003295898","-14.7889003753662",NA,NA,"MBM107554","MBM107554",NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-07-10 09:44:30-03","MBML","MBML-HERBARIO","42174",NA,"Plantae",NA,NA,"Bromeliaceae","Lymania","alvimii","Lymania alvimii","(L.B.Sm. & Read) Read","F.M. Ferreira; R. Perdiz, L.C. Gomes, J. Jardim, J. Paixão & A.M. Amorim","1859","2007","11","17",NA,"Brasil","Bahia","Brejões","Fazenda Lagoa do Morro. Mata sem subosque. 2º mata","-39.901944","-13.099722",NA,"Erva terrestre, flores alvas","MBML042174","MBML042174",NA,NA,NA,NA,NA,NA,"39W54'7","13S5'59","882","882",NA,NA,NA,NA
"13","2020-09-12 05:00:02-03","US","US","2826022","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Araeococcus","alvimii","Araeococcus alvimii","L.B. Sm. & Read","R. W. Read, G. S. Daniels & T. S. Santos","3560","1975","1","20","South America - Neotropics","Brazil","Bahia",NA,"Road from Camaca to Rio Pardo Crossing.",NA,NA,NA,NA,"US00624018","US00624018_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","Holotype","1",NA
"14","2020-09-12 05:00:02-03","US","US","2847428","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Araeococcus","alvimii","Araeococcus alvimii","L.B. Sm. & Read","R. W. Read, G. S. Daniels & T. S. Santos","3560","1975","1","20","South America - Neotropics","Brazil","Bahia",NA,"Road from Camaca to Rio Pardo Crossing.",NA,NA,NA,NA,"US00512521","US00512521_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","Isotype","1",NA
"15","2020-09-12 05:00:02-03","US","US","3243096","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Lymania","alvimii","Lymania alvimii","(L.B. Sm. & Read) Read","L. A. Mattos Silva, S. Cardoso, C. Souza, A. Morais & S. Oliveira","2917","1993","2","11","South America - Neotropics","Brazil","Bahia","Ilhéus","Olivença; 3.5 Km a Oste da praia","-39.0494003295898","-14.7889003753662",NA,NA,"US01936626","US01936626_01",NA,NA,NA,NA,"61245","auto",NA,NA,"20",NA,"Monocotyledonae",NA,"1",NA
"16","2020-09-12 05:00:02-03","US","US","3269388","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Lymania","alvimii","Lymania alvimii","(L.B. Sm. & Read) Read","S.C.",NA,NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01936627","US01936627_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"1",NA
"17","2020-07-23 12:00:48-03","CEPLAC","CEPEC","13317","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Araeococcus","alvimii","Araeococcus alvimii",NA,"R. W. Read","3560","1995","04","24",NA,"Brasil","Bahia","CAMACAN","Ao longo da Rod. para Pau-brasil, cruzamento entre Camacan/Rio Pardo. Obs.: Foto do Holótipo.","-39.4958000183105","-15.4191999435425",NA,NA,NA,NA,"L. B. Smith",NA,NA,NA,"22686","auto",NA,NA,NA,NA,NA,"Fototipo",NA,"30/12/1977"
"18","2020-07-23 12:00:48-03","CEPLAC","CEPEC","23092","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Araeococcus","alvimii","Araeococcus alvimii",NA,"A. Rylands","118","1980","11","13",NA,"Brasil","Bahia","UNA","A W da Est. Exp. Lemos Maia. CEPLAC.","-39.0752983093262","-15.2932996749878",NA,"<ll>dwc_commonname:</ll> Gravata",NA,NA,"A. M. de Carvalho",NA,NA,NA,"36070","auto","0*0'0","0*0'0",NA,NA,NA,NA,NA,"01/05/1981"
"19","2020-07-23 12:00:56-03","CEPLAC","CEPEC","43718","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","alvimii","Lymania alvimii",NA,"E. B. dos Santos","127","1987","10","29",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão. Km 8 BA-001 Una/Ilheus.","-39.083333","-15.15",NA,NA,NA,NA,"E. M. C. Leme",NA,NA,NA,NA,NA,"39W5'0","15S9'0",NA,NA,NA,NA,NA,"30/04/1995"
"20","2020-07-23 12:00:56-03","CEPLAC","CEPEC","43809","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","alvimii","Lymania alvimii",NA,"E. B. dos Santos","135","1987","10","30",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão. Km 8 BA-001 Una/Ilheus.","-39.083333","-15.15",NA,NA,NA,NA,"I. M. Ramirez",NA,NA,NA,NA,NA,"39W5'0","15S9'0",NA,NA,NA,NA,NA,"30/12/1994"
"21","2020-07-23 12:00:56-03","CEPLAC","CEPEC","69021","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","alvimii","Lymania alvimii",NA,"W. W. Thomas","10871","1995","05","10",NA,"Brasil","Bahia","JUSSARÍ","Ca. 9Km ao N de Jussari, a E da Rod. para Palmira. Faz.Sr. A. Alciato de Carvalho.","-39.532778","-15.116111",NA,NA,NA,NA,"L. O. F. de Sousa",NA,NA,NA,NA,NA,"39W31'58","15S6'58",NA,NA,NA,NA,NA,"07/10/2002"
"22","2020-07-23 12:00:56-03","CEPLAC","CEPEC","28939","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Lymania","alvimii","Lymania alvimii",NA,"L. A. Mattos-Silva","1408","2011","01","06",NA,"Brasil","Bahia","ILHÉUS","Ramal entrada Km 10 Rod. Pontal/Olivença, a dir. 3Km a W. Faz. Barra do Manguinho.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"L. A. Mattos-Silva",NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,"20/05/1985"
"23","2019-11-01 15:13:16-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Bromeliaceae","Araeococcus","alvimii","Araeococcus alvimii","L.B.Sm. & Read","Belém, RP; Magalhães, M","6625","1965","05","19","Southern America","Brasil","Bahia","Una",NA,"-39.0752983093262","-15.2932996749878",NA,"Epífita. Frutos verdes; Mata litorânea","UB0002698","UB0002698","Smith, LB","1983","04",NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA
