"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","typeStatus","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2020-09-23 10:39:26-03","E","E","280406","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","sylvatica","Gloxinia sylvatica",NA,NA,NA,NA,NA,"Brummitt, R.K.; Wood, J.R.; Wasshausen, D.C.; Ritter, N.","1996","05","28","BO","Departamento Santa Cruz",NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00280406 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00280406",NA,NA,"19314","W. Tropical South America","herbarium specimen of unspecif","BGBASE:288538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:39:26-03","E","E","201595","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","sylvatica","Gloxinia sylvatica",NA,NA,NA,NA,NA,"Balls, Edward K.","1939","05","09","PE",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00201595 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00201595",NA,NA,"6804","W. Tropical South America","herbarium specimen of unspecif","BGBASE:210443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-23 10:39:26-03","E","E","201596","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","sylvatica","Gloxinia sylvatica",NA,NA,NA,NA,NA,"Steinbach, Jose","1925","05","30","BO",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00201596 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00201596",NA,NA,"7120","W. Tropical South America","herbarium specimen of unspecif","BGBASE:210442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:39:26-03","E","E","201590","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","sylvatica","Gloxinia sylvatica",NA,NA,NA,NA,NA,"Ferreyra, R.","1947","08","07","PE",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00201590 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00201590",NA,NA,"2233","W. Tropical South America","herbarium specimen of unspecif","BGBASE:210448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","622144","PreservedSpecimen","Plantae","Gesneriaceae","Achimenes","albescens","Achimenes albescens","Rusby",NA,NA,NA,NA,"M. Bang","1891",NA,NA,"Bolivia",NA,NA,"Vic. Cochabamba",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412695' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622144",NA,"type","1211","South America","sheet",NA,"Magnoliophyta","Lamiales","NY00622144_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-29 12:36:00-03","NY","NYBG","312496","PreservedSpecimen","Plantae","Gesneriaceae","Achimenes","albescens","Achimenes albescens",NA,NA,NA,NA,NA,"M. Bang","1891",NA,NA,"Bolivia",NA,NA,"Vic. Cochabamba [Espiritu Santo]","-65.633377","-17.084783",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412696' target='other'> <mi>dwc_moreinfo</mi></a>","NY00312496",NA,"holotype","1211","South America","sheet",NA,"Magnoliophyta","Lamiales","NY00312496_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","622151","PreservedSpecimen","Plantae","Gesneriaceae","Fritschiantha","sylvatica","Fritschiantha sylvatica coccinea","Kuntze",NA,NA,NA,NA,"C. E. O. Kuntze","1892","04",NA,"Bolivia",NA,NA,"[Santa Rosa]",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=603738' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622151",NA,"syntype","s.n.","South America","sheet",NA,"Magnoliophyta","Lamiales","NY00622151_01","coccinea","2000","2000",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","622150","PreservedSpecimen","Plantae","Gesneriaceae","Fritschiantha","sylvatica","Fritschiantha sylvatica coccinea","Kuntze",NA,NA,NA,NA,"C. E. O. Kuntze","1892","05",NA,"Bolivia",NA,NA,"Sierra de Santa Cruz",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=603737' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622150",NA,"syntype","s.n.","South America","sheet",NA,"Magnoliophyta","Lamiales","NY00622150_01","coccinea","1800","1800",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","622147","PreservedSpecimen","Plantae","Gesneriaceae","Fritschiantha","sylvatica","Fritschiantha sylvatica coccinea","Kuntze",NA,NA,NA,NA,"C. E. O. Kuntze","1892","05",NA,"Bolivia",NA,NA,"Yapacani",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=603734' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622147",NA,"syntype","s.n.","South America","sheet",NA,"Magnoliophyta","Lamiales","NY00622147_01","coccinea","400","400",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","622145","PreservedSpecimen","Plantae","Gesneriaceae","Fritschiantha","sylvatica","Fritschiantha sylvatica aurea","Kuntze",NA,NA,NA,NA,"C. E. O. Kuntze","1892","04","13","Bolivia","Cochabamba",NA,"Río Juntas",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313017' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622145",NA,"syntype","s.n.","South America","sheet",NA,"Magnoliophyta","Lamiales","NY00622145_01","aurea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","622146","PreservedSpecimen","Plantae","Gesneriaceae","Fritschiantha","sylvatica","Fritschiantha sylvatica aurea","Kuntze",NA,NA,NA,NA,"C. E. O. Kuntze","1892","04","01","Bolivia","Cochabamba",NA,"Río Juntas",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313016' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622146",NA,"syntype","s.n.","South America","sheet",NA,"Magnoliophyta","Lamiales","NY00622146_01","aurea","2000","2000",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","622149","PreservedSpecimen","Plantae","Gesneriaceae","Fritschiantha","sylvatica","Fritschiantha sylvatica coccinea","Kuntze",NA,NA,NA,NA,"C. E. O. Kuntze","1892","05",NA,"Bolivia",NA,NA,"Santa Cruz",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=603736' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622149",NA,"syntype","s.n.","South America","sheet",NA,"Magnoliophyta","Lamiales","NY00622149_01","coccinea","1800","1800",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","622148","PreservedSpecimen","Plantae","Gesneriaceae","Fritschiantha","sylvatica","Fritschiantha sylvatica coccinea","Kuntze",NA,NA,NA,NA,"C. E. O. Kuntze","1892","05",NA,"Bolivia",NA,NA,"Yapacani, Sierra de Santa Cruz",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=603735' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622148",NA,"syntype","s.n.","South America","sheet",NA,"Magnoliophyta","Lamiales","NY00622148_01","coccinea","400","400",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","622145","PreservedSpecimen","Plantae","Gesneriaceae","Fritschiantha","sylvatica","Fritschiantha sylvatica aurea","Kuntze",NA,NA,NA,NA,"C. E. O. Kuntze","1892","04","13","Bolivia","Cochabamba",NA,"Río Juntas",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313017' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622145",NA,"syntype","s.n.","South America","sheet",NA,"Magnoliophyta","Lamiales","NY00622145_01","aurea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","622146","PreservedSpecimen","Plantae","Gesneriaceae","Fritschiantha","sylvatica","Fritschiantha sylvatica aurea","Kuntze",NA,NA,NA,NA,"C. E. O. Kuntze","1892","04","01","Bolivia","Cochabamba",NA,"Río Juntas",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313016' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622146",NA,"syntype","s.n.","South America","sheet",NA,"Magnoliophyta","Lamiales","NY00622146_01","aurea","2000","2000",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","622151","PreservedSpecimen","Plantae","Gesneriaceae","Fritschiantha","sylvatica","Fritschiantha sylvatica coccinea","Kuntze",NA,NA,NA,NA,"C. E. O. Kuntze","1892","04",NA,"Bolivia",NA,NA,"[Santa Rosa]",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=603738' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622151",NA,"syntype","s.n.","South America","sheet",NA,"Magnoliophyta","Lamiales","NY00622151_01","coccinea","2000","2000",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","622150","PreservedSpecimen","Plantae","Gesneriaceae","Fritschiantha","sylvatica","Fritschiantha sylvatica coccinea","Kuntze",NA,NA,NA,NA,"C. E. O. Kuntze","1892","05",NA,"Bolivia",NA,NA,"Sierra de Santa Cruz",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=603737' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622150",NA,"syntype","s.n.","South America","sheet",NA,"Magnoliophyta","Lamiales","NY00622150_01","coccinea","1800","1800",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","622147","PreservedSpecimen","Plantae","Gesneriaceae","Fritschiantha","sylvatica","Fritschiantha sylvatica coccinea","Kuntze",NA,NA,NA,NA,"C. E. O. Kuntze","1892","05",NA,"Bolivia",NA,NA,"Yapacani",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=603734' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622147",NA,"syntype","s.n.","South America","sheet",NA,"Magnoliophyta","Lamiales","NY00622147_01","coccinea","400","400",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","622149","PreservedSpecimen","Plantae","Gesneriaceae","Fritschiantha","sylvatica","Fritschiantha sylvatica coccinea","Kuntze",NA,NA,NA,NA,"C. E. O. Kuntze","1892","05",NA,"Bolivia",NA,NA,"Santa Cruz",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=603736' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622149",NA,"syntype","s.n.","South America","sheet",NA,"Magnoliophyta","Lamiales","NY00622149_01","coccinea","1800","1800",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","622148","PreservedSpecimen","Plantae","Gesneriaceae","Fritschiantha","sylvatica","Fritschiantha sylvatica coccinea","Kuntze",NA,NA,NA,NA,"C. E. O. Kuntze","1892","05",NA,"Bolivia",NA,NA,"Yapacani, Sierra de Santa Cruz",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=603735' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622148",NA,"syntype","s.n.","South America","sheet",NA,"Magnoliophyta","Lamiales","NY00622148_01","coccinea","400","400",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","309417","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","sylvatica","Gloxinia sylvatica","(Kunth) Wiehler","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","05","30","Bolivia","Santa Cruz","Ichilo","Parque Nacional Amboró, vic. Campamento Mataracú.","-63.87","-17.55",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=370378' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309417",NA,NA,"49490","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,"375","375",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","929874","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","sylvatica","Gloxinia sylvatica","(Kunth) Wiehler","L. E. Skog",NA,NA,NA,"G. G. Hatschbach","1970","08","12","Brazil","Mato Grosso do Sul","Aquidauana","Col. Paxixi","-55.7869","-20.4711",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929874",NA,NA,"24588","South America","sheet",NA,"Magnoliophyta","Lamiales","NY00929874_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","309530","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","sylvatica","Gloxinia sylvatica","(Kunth) Wiehler","M. H. Nee",NA,NA,NA,"M. H. Nee","1998","04","27","Bolivia","Santa Cruz","Florida","Along road to Bella Vista, 7.5 km SSE from Santa Cruz-Samaipata highway turnoff vic. Cuevas. Slopes along road through bottom of valley of upper Quebrada de la Coca.","-63.68","-18.22",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=370379' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309530",NA,NA,"49167","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,"1305","1305",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","929873","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","sylvatica","Gloxinia sylvatica","(Kunth) Wiehler","H. J. Wiehler",NA,NA,NA,"A. Macedo","1943","10","16","Brazil","Minas Gerais","Ituiutaba","L. Vicente","-49.465","-18.9692",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998969' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929873",NA,NA,"84","South America","sheet",NA,"Magnoliophyta","Lamiales","NY00929873_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","929875","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","sylvatica","Gloxinia sylvatica","(Kunth) Wiehler","H. J. Wiehler",NA,NA,NA,"H. S. Irwin","1964","10","23","Brazil","Goiás","Jataí","Serra do Caiapó, ca. 48 km. S. of Caiapônia on rd. to Jataí.","-51.77","-17.3",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998993' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929875",NA,NA,"7260","South America","sheet",NA,"Magnoliophyta","Lamiales","NY00929875_01",NA,"800","1000",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","3107369","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","sylvatica","Gloxinia sylvatica","(Kunth) Wiehler",NA,NA,NA,NA,"J. L. Clark","2010","05","30","Peru","Cusco","Paucartambo","San Pedro. Forest along river near the ecolodge (Empressa Paititi)","-71.5481","-13.0544",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2899803' target='other'> <mi>dwc_moreinfo</mi></a>","NY03107369",NA,NA,"11725","South America","sheet",NA,"Magnoliophyta","Lamiales","NY03107369_01",NA,"1382",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","782198","PreservedSpecimen","Plantae","Gesneriaceae","Gloxinia","sylvatica","Gloxinia sylvatica","(Kunth) Wiehler","L. E. Skog",NA,NA,NA,"M. H. Nee","1998","07","02","Bolivia","Cochabamba","Chapare","Along highway from Cochabamba to Villa Tunari.","-65.78","-17.17",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=43328' target='other'> <mi>dwc_moreinfo</mi></a>","NY00782198",NA,NA,"49941","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,"1700","1700",NA,NA,NA,NA,NA,NA,NA
"38","2016-09-28 15:13:00-03","NY","NYBG","313015","PreservedSpecimen","Plantae","Gesneriaceae","Seemannia","cuneata","Seemannia cuneata",NA,NA,NA,NA,NA,"M. Bang","1891",NA,NA,"Bolivia",NA,NA,"Espirito Santo","-65.633377","-17.084783",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=144447' target='other'> <mi>dwc_moreinfo</mi></a>","NY00313015",NA,"holotype","1212","South America","sheet",NA,"Magnoliophyta","Lamiales","NY00313015_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","313016","PreservedSpecimen","Plantae","Gesneriaceae","Seemannia","cuneata","Seemannia cuneata","Rusby",NA,NA,NA,NA,"M. Bang","1891",NA,NA,"Bolivia",NA,NA,"Vic. Cochabamba",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=144448' target='other'> <mi>dwc_moreinfo</mi></a>","NY00313016",NA,"isotype","1212","South America","sheet",NA,"Magnoliophyta","Lamiales","NY00313016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-11-08 12:50:00-02","NY","NYBG","02681041","PreservedSpecimen","Plantae","Gesneriaceae","Seemannia","sylvatica","Seemannia sylvatica",NA,NA,NA,NA,NA,"J. L. Clark","2010","05","17","Peru","Cusco","Quispicanchis","Distrito: Camanti, mature forest along Rio Cadena, SE of Quincemil, KM 229-225 on main highway Quincemil-Cusco (highway Interoceánica - Transamazónica), Farm property of Brownislaw Kalinowski","-70.8636","-13.36",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2899304' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681041",NA,NA,"11473","South America","sheet",NA,"Magnoliophyta","Lamiales","NY02681041_01",NA,"900","1000",NA,NA,NA,NA,NA,NA,NA
"41","2020-02-27 20:28:30-03","PUCPR","HUCP","11819","S","Plantae","Gesneriaceae","Gloxinia","sylvatica","Gloxinia sylvatica","(Kunth) Wiehler.","Stelmach, CS",NA,NA,NA,"Kloeppel, D","1996","05","09","Brasil","Paraná","Curitiba","Campina Do Siqueira","-49.2731018066406","-25.4277992248535","25180",NA,"HUCP00012068","auto",NA,"014",NA,NA,NA,"Eudicotiledonea",NA,"HUCP00012068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-12-04 15:25:16-03","PUCPR","HUCP","21871","S","Plantae","Gesneriaceae","Gloxinia","sylvatica","Gloxinia sylvatica","(Kunth) Wiehler.","Acra, LA",NA,NA,NA,"Elder, RP","2008","03","19","Brasil","Paraná","Curitiba","Santa Cândida","-49.2731018066406","-25.4277992248535","25180",NA,"HUCP00012078","auto",NA,"007",NA,NA,NA,"Eudicotiledonea",NA,"HUCP00012078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-12-04 15:25:16-03","PUCPR","HUCP","11833","S","Plantae","Gesneriaceae","Gloxinia","sylvatica","Gloxinia sylvatica","(Kunth) Wiehler.","Jaszczerski, JC",NA,NA,NA,"Losso, MM","1997","03","17","Brasil","Paraná","Curitiba","Seminário","-49.2731018066406","-25.4277992248535","25180",NA,"HUCP00012024","auto",NA,"001",NA,NA,NA,"Eudicotiledonea",NA,"HUCP00012024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-12-04 15:25:16-03","PUCPR","HUCP","24811","S","Plantae","Gesneriaceae","Gloxinia","sylvatica","Gloxinia sylvatica","(Kunth) Wiehler.",NA,NA,NA,NA,"Maia, G; Wiele, G; Schoch, A","2013","03","15","Brasil","Paraná","Curitiba","Umbará","-49.2731018066406","-25.4277992248535","25180",NA,"HUCP00024811","auto",NA,"s.n.",NA,NA,NA,"Eudicotiledonea",NA,"HUCP00024811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-12-04 15:25:16-03","PUCPR","HUCP","19042-B","S","Plantae","Gesneriaceae","Gloxinia","sylvatica","Gloxinia sylvatica","(Kunth) Wiehler.","Selusniaki, M",NA,NA,NA,"Kasai, M","2004","08","14","Brasil","Paraná","Curitiba","Vila Hauer","-49.2731018066406","-25.4277992248535","25180",NA,NA,"auto",NA,"001",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-12-04 15:25:16-03","PUCPR","HUCP","11430","S","Plantae","Gesneriaceae","Gloxinia","sylvatica","Gloxinia sylvatica","(Kunth) Wiehler.","Stelmach, CS",NA,NA,NA,"Stelmach, CS","1998","04","04","Brasil","Paraná","Curitiba","Xaxim","-49.2731018066406","-25.4277992248535","25180",NA,"HUCP00012098","auto",NA,"008",NA,NA,NA,"Eudicotiledonea",NA,"HUCP00012098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
