"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","locality","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","stateProvince","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","relatedCatalogItem","recordNumber","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","individualCount","phylum"
"11","2020-02-08 09:56:43-03","NBC","NL-BOTANY","L.1857977","PreservedSpecimen","Plantae","Magnoliopsidae","Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Lindman CAM","1893","02","15","Southern America","Brazil","Colonia Santo Angelo, Arroio da Porta.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1857977 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1857977","NL-L1857977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:56:43-03","NBC","NL-BOTANY","L.1857978","PreservedSpecimen","Plantae","Magnoliopsidae","Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Ehrhart W","1912","10","01","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1857978 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1857978","NL-L1857978","Philbrick CT","2004","01","01","Santa Catarina","-53.733333","-26.533333","-53.733333","-26.533333","L 0442911",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:56:43-03","NBC","NL-BOTANY","L.1857979","PreservedSpecimen","Plantae","Magnoliopsidae","Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Ehrhart W","1912","10","03","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1857979 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1857979","NL-L1857979","Philbrick CT","2004","01","01",NA,NA,NA,NA,NA,"L 0442939",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:56:43-03","NBC","NL-BOTANY","U 0022023","PreservedSpecimen","Plantae","Magnoliopsidae","Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Lindeman JC; Haas JH de","1967","01","24","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200022023 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0022023",NA,"A; Philbrick CT; Novelo R","2003","07","01","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:56:43-03","NBC","NL-BOTANY","U 0084225","PreservedSpecimen","Plantae","Magnoliopsidae","Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Lindeman JC; Haas JH de","1966","12","01","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200084225 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0084225",NA,"A; Philbrick CT; Novelo R","2003","07","01","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:56:43-03","NBC","NL-BOTANY","U 0084436","PreservedSpecimen","Plantae","Magnoliopsidae","Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Lindeman JC; Haas JH de","1967","01","24","Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200084436 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0084436",NA,"A; Philbrick CT; Novelo R","2003","07","01","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:56:43-03","NBC","NL-BOTANY","U.1518114","PreservedSpecimen","Plantae","Magnoliopsidae","Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Herter WGF","1930","11","01","Southern America","Uruguay",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1518114 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1518114","NL-U1518114","Philbrick CT","2003","07","01","Salto",NA,NA,NA,NA,"U 0142445",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-01-14 15:33:12-03","MN","R","213067","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","1999","01","15",NA,"Brasil",NA,"Plants of Brazil Santa Catarina",NA,NA,NA,NA,NA,NA,"Santa Catarina",NA,"-26.964806","49°22123,2W","26°57'53,3S",NA,"5513","Ascurra","60","60",NA,NA,NA,NA,NA
"19","2021-01-14 15:33:12-03","MN","R","213071","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Philbrick, C.T. ; Novelo, A.R. & Gastal, C.V.S.","1999","01","07",NA,"Brasil",NA,"Plants of Brazil Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"Rio Grande do Sul","-53.066667","-27.813389","53°03'60,0W","27°48'48,2S",NA,"5299","Barreirinho","274","274",NA,NA,NA,NA,NA
"20","2021-01-14 15:33:12-03","MN","R","213073","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Philbrick, C.T. ; Novelo, A.R. & Gastal, C.V.S.","1999","01","09",NA,"Brasil",NA,"Plants of Brazil Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"Rio Grande do Sul","-52.1905",NA,"52°11'25,8W","27°50'87,1S",NA,"5351","Getúlio Vargas","774","774",NA,NA,NA,NA,NA
"21","2021-01-14 15:33:12-03","MN","R","213068","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Philbrick, C.T. ; Novelo, A.R. & Gastal, C.V.S.","1999","01","08",NA,"Brasil",NA,"Plants of Brazil Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"Rio Grande do Sul","-51.954194",NA,"51°57'15,1W","27°25'60,6S",NA,"5311","Marcelino Ramos","475","475",NA,NA,NA,NA,NA
"22","2021-01-14 15:33:12-03","MN","R","213065","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","1999","01","05",NA,"Brasil",NA,"Plants of Brazil Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"Rio Grande do Sul","-53.884472","-27.148639","53°53'04,1W","27°08'55,1S",NA,"5224",NA,"201","201",NA,NA,NA,NA,NA
"23","2021-01-14 15:33:12-03","MN","R","213069","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","1999","01","11",NA,"Brasil",NA,"Plants of Brazil Santa Catarina",NA,NA,NA,NA,NA,NA,"Santa Catarina","-52.408889","-27.124167","52°24'32,0W","27°07'27,0S",NA,"5406","Seara","344","344",NA,NA,NA,NA,NA
"24","2021-01-14 15:33:12-03","MN","R","213072","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","1999","01","11",NA,"Brasil",NA,"Plants of Brazil Santa Catarina",NA,NA,NA,NA,NA,NA,"Santa Catarina","-52.169444","-27.198722","52°10'10,0W","27°11'55,4S",NA,"5395","Concordia","350","350",NA,NA,NA,NA,NA
"25","2021-01-14 15:33:12-03","MN","R","213066","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","1999","01","15",NA,"Brasil",NA,"Plants of Brazil Santa Catarina",NA,NA,NA,NA,NA,NA,"Santa Catarina","-49.46625",NA,"49°27'58,5W","27°05'67,4S",NA,"5523",NA,"170","170",NA,NA,NA,NA,NA
"26","2021-01-14 15:33:12-03","MN","R","213070","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","1998","01","24",NA,"Brasil",NA,"Plants of Brazil Santa Catarina",NA,NA,NA,NA,NA,NA,"Santa Catarina",NA,"-26.8785","49°13'83,0W","26°52'42,6S",NA,"5177",NA,"68","68",NA,NA,NA,NA,NA
"27","2021-01-14 15:33:12-03","MN","R","176467","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Smith, L.B.; Reitz, R. & Pereira, D.","1956","12","31",NA,"Brasil",NA,NA,NA,NA,"Philbrick, C.T.","2005","03","07","Santa Catarina","-53.6397018432617","-26.2549991607666",NA,NA,NA,"9675","Dionísio Cerqueira","800","800","28536","auto",NA,NA,NA
"28","2021-01-14 15:33:12-03","MN","R","176466","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Smith, L.B.; Klein, R.M. & Gevieski, A.","1956","11","13",NA,"Brasil",NA,NA,NA,NA,"Philbrick, C.T.","2005","03","07","Santa Catarina","-49.5177993774414","-27.0569000244141",NA,NA,NA,"7589","Ibirama","100","100","18533","auto",NA,NA,NA
"29","2020-12-21 16:41:11-03","MBM","MBM","6432","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warning","Hatschbach, G.; Haas, H.; Haas, H.","1967","01","24","Southern America","Brazil","Sete Quedas","Agarradas as pedras dos saltos","MBM006432",NA,"Mello, A.S.","2009","10","28","Paraná","-54.2557983398438","-24.0799999237061",NA,NA,NA,"15868","Guaíra","200","200","33984","auto",NA,NA,NA
"30","2020-12-21 16:41:11-03","MBM","MBM","70942","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warning","Schinini, A.","1979","01","23","Southern America","Argentina","Dep. Iguazú. Loc. Parque Nacional Iguazú, Cataratas del Iguazú","Entre rocas, en curso rápido de agua","MBM070942",NA,NA,NA,NA,NA,"Misiones",NA,NA,NA,NA,NA,"16249",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:41:11-03","MBM","MBM","305605","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warning","Labiak, P.; Ribas, O.S.; Petean, M.P.; Ribas, O.S.; Petean, M.P.","2004","04","07","Southern America","Brazil","Margem direita do Rio Iguaçu, Foz do Rio Cotegipe","Aquática submersa. Lâmina da água, 20 cm.","MBM305605",NA,"Mello, A.S.","2009","10","28","Paraná","-53.614200592041","-25.4792003631592",NA,NA,NA,"3219","Capitão Leônidas Marques","450","450","14258","auto",NA,NA,NA
"32","2020-12-21 16:41:11-03","MBM","MBM","306828","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warning","Labiak, P.; Ribas, O.S.; Petean, M.P.; Ribas, O.S.; Petean, M.P.","2004","04","07","Southern America","Brazil","Margem direita do Rio Iguaçu, Foz do Rio Cotegipe","Aquática submersa; lâmina da água 20 cm. Floresta Estacional Semidecidual","MBM306828",NA,"Mello, A.S.","2009","10","28","Paraná","-53.614200592041","-25.4792003631592",NA,NA,NA,"3219","Capitão Leônidas Marques","450","450","14258","auto",NA,NA,NA
"33","2021-02-11 17:21:21-03","UFPR","UPCB","51062","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Labiak, P.H.","2004","04","07",NA,"Brasil","Margem direita do Rio Iguaçu","Aquática submersa, lâmina d'água 20cm. Floresta estacional semidecidual. Alt.: 450m s.n.m..",NA,NA,"Mello, A.S.","2005","10","12","Paraná","-53.614200592041","-25.4792003631592",NA,NA,NA,"3219","Capitão Leônidas Marques",NA,NA,"14258","auto",NA,NA,NA
"34","2009-12-07 20:47:00-02","MO","MOBOT","2252970","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Nuncia M. Tur|Rosa Guaglianone","1992","2","22","South America","Argentina","Parque Nacional Iguazú, Ruta 101, Arroyo Yacuy Grande",NA,NA,NA,"Tur, N. M.",NA,NA,NA,"Misiones","-54.16666","-25.7",NA,NA,NA,"Tur 2043","Iguazú",NA,NA,NA,NA,NA,NA,NA
"35","2009-11-09 18:57:00-02","MO","MOBOT","2252991","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Angel L. Cabrera|et al.","1977","10","14","South America","Argentina","Salto del Tabay",NA,NA,NA,"Tur, N. M.",NA,NA,NA,"Misiones","-55.2","-26.98333",NA,NA,NA,"Cabrera 28796","San Ignacio",NA,NA,NA,NA,NA,NA,NA
"36","2009-12-07 20:45:00-02","MO","MOBOT","2441449","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Rosa Guaglianone|et al.","1983","1","26","South America","Argentina","Arroyo Uruguay",NA,NA,NA,NA,NA,NA,NA,"Misiones",NA,NA,NA,NA,NA,"Guaglianone 997","Iguazú",NA,NA,NA,NA,NA,NA,NA
"37","2009-12-07 20:45:00-02","MO","MOBOT","2441467","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Rosa Guaglianone|et al.","1983","1","26","South America","Argentina","Arroyo Uruguay",NA,NA,NA,"Tur, N. M.",NA,NA,NA,"Misiones",NA,NA,NA,NA,NA,"Guaglianone 999","Iguazú",NA,NA,NA,NA,NA,NA,NA
"38","2011-04-25 17:20:00-03","MO","MOBOT","2233085","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Nuncia M. Tur","1970","2","20","South America","Argentina","Arroyo Uruguay",NA,NA,NA,"Tur, N. M.",NA,NA,NA,"Misiones",NA,NA,NA,NA,NA,"Tur 1307","Iguazú",NA,NA,NA,NA,NA,NA,NA
"39","2011-04-25 17:20:00-03","MO","MOBOT","2233097","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Nuncia M. Tur","1970","2","20","South America","Argentina","Arroyo Aguaray Guazú",NA,NA,NA,"Tur, N. M.",NA,NA,NA,"Misiones",NA,NA,NA,NA,NA,"Tur 1314","Iguazú",NA,NA,NA,NA,NA,NA,NA
"40","2011-04-25 17:20:00-03","MO","MOBOT","2233108","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Nuncia M. Tur","1970","2","20","South America","Argentina","Arroyo Aguaray Miní",NA,NA,NA,"Tur, N. M.",NA,NA,NA,"Misiones",NA,NA,NA,NA,NA,"Tur 1311","Iguazú",NA,NA,NA,NA,NA,NA,NA
"41","2010-05-16 08:12:00-03","MO","MOBOT","2233121","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Aurelio Schinini","1979","1","23","South America","Argentina","Cataratas del Iguazú, entre rocas en un curso rápido de agua",NA,NA,NA,"Tur, N. M.",NA,NA,NA,"Misiones","-54.45","-25.68333",NA,NA,NA,"Schinini Cacace 16249","Iguazú",NA,NA,NA,NA,NA,NA,NA
"42","2013-01-28 05:13:00-02","MO","MOBOT","2252897","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Rosa Guaglianone|Nélida M. Bacigalupo|M. Rodríguez|René Guillén V.","1995","11","15","South America","Argentina","Arroyo Paraíso, cruce con Ruta Provincial 2",NA,NA,NA,NA,NA,NA,NA,"Misiones",NA,NA,NA,NA,NA,"Guaglianone 2881","Guaraní",NA,NA,NA,NA,NA,NA,NA
"43","2009-12-07 20:47:00-02","MO","MOBOT","2252931","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Nuncia M. Tur|Rosa Guaglianone","1992","2","21","South America","Argentina","Parque Nacional Iguazú, Salto Dos Hermanas",NA,NA,NA,"Tur, N. M.",NA,NA,NA,"Misiones","-54.44583","-25.68611",NA,NA,NA,"Tur 2025","Iguazú",NA,NA,NA,NA,NA,NA,NA
"44","2009-12-07 20:47:00-02","MO","MOBOT","2252950","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Nuncia M. Tur|Rosa Guaglianone","1992","2","21","South America","Argentina","Parque Nacional Iguazú, Río Iguazú, al S de Puerto Canoas",NA,NA,NA,"Tur, N. M.",NA,NA,NA,"Misiones","-54.41666","-25.70555",NA,NA,NA,"Tur 2029","Iguazú",NA,NA,NA,NA,NA,NA,NA
"45","2011-04-25 17:20:00-03","MO","MOBOT","2454795","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Nuncia M. Tur","1968","9","19","South America","Argentina","Arroyo Paranay Guazú",NA,NA,NA,"Tur, N. M.",NA,NA,NA,"Misiones",NA,NA,NA,NA,NA,"Tur s.n.1","Libertador General San Martín",NA,NA,NA,NA,NA,NA,NA
"46","2011-04-25 17:20:00-03","MO","MOBOT","2454812","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Nuncia M. Tur","1968","9","18","South America","Argentina","Salto del Tabay",NA,NA,NA,"Tur, N. M.",NA,NA,NA,"Misiones","-55.2","-26.98333",NA,NA,NA,"Tur s.n.2","San Ignacio",NA,NA,NA,NA,NA,NA,NA
"47","2011-04-25 17:20:00-03","MO","MOBOT","2454829","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Nuncia M. Tur","1970","2","19","South America","Argentina","Salto del Tabay",NA,NA,NA,"Tur, N. M.",NA,NA,NA,"Misiones","-55.2","-26.98333",NA,NA,NA,"Tur s.n.3","San Ignacio",NA,NA,NA,NA,NA,NA,NA
"48","2012-05-17 05:02:00-03","MO","MOBOT","2481303","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Carl Schwacke",NA,NA,NA,"South America","Brazil","rio Itajahy",NA,NA,NA,NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,"Schwacke 5053",NA,NA,NA,NA,NA,NA,NA,NA
"49","2010-07-23 16:42:00-03","MO","MOBOT","2481325","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","J.H.R. Schenck","1886","9","20","South America","Brazil","Itajahy, Blumenau",NA,NA,NA,NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,"Schenck 328",NA,NA,NA,NA,NA,NA,NA,NA
"50","2008-05-27 22:02:00-03","MO","MOBOT","2515371","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","ROSSI","1994",NA,NA,"South America","Paraguay","Cap. Meza, Ayo. Yaguarazapa",NA,NA,NA,NA,NA,NA,NA,"Itapúa","-55.21666","-26.93333",NA,NA,NA,"ROSSI s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"51","2011-03-02 10:40:00-03","MO","MOBOT","3149828","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","C. Thomas Philbrick|Alejandro Novelo R.|Bruno E. Irgang|Claudio V. de Senna Gastal, Jr.","1998","1","17","South America","Brazil","Abundant, dense growth. 44 km N of Santiago on road to Bocaruca Tupantuba, Santiago (County). Rio Taquarembo, Nos. 5041-5048 collected from the sema location. Collected ca. 75 m. upstream of No. 5041. Podostemum rutifolium (Nos. 5041-5044) and Podostemum comatum (5045-5048) collected from the same location.",NA,NA,NA,NA,NA,NA,NA,"Rio Grande do Sul","-54.93333","-28.88333",NA,NA,NA,"Philbrick 5042",NA,NA,NA,NA,NA,NA,NA,NA
"52","2011-03-02 10:40:00-03","MO","MOBOT","3151737","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","C. Thomas Philbrick|Alejandro Novelo R.|Bruno E. Irgang|Claudio V. de Senna Gastal, Jr.","1998","1","23","South America","Brazil","Abundant, leaves much branched and narrow. In spray zone away from directly falling water, either on the side or behind falling water. Could not get to top of waterfall to collect. About 120 km W. of city of Blumenau, off of BR-470, 4 km from the main road (BR-470) on dirt road. (Nos. 5160-5176 collected in same area: Nos. 5160-5172 from beneath waterfall, and Nos. 5173-5176 from downstream of the waterfall).",NA,NA,NA,NA,NA,NA,NA,"Santa Catarina","-50.05","-27.3",NA,NA,NA,"Philbrick 5161",NA,"463.29600000",NA,NA,NA,NA,NA,NA
