"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","barcode","imagecode","class","previousCatalogNumber","typeStatus","fieldNumber","relatedCatalogItem"
"11","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","76405","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","paralum","Solanum paralum","Bohs","Agra, M.F.","2008","08","10","Agra, M.F.; Bohs, L.; Stern, S.; Silva, K.; Basilio, I.; Gois, G.","7002","2008","08","10","Brazil","Paraiba","Santa Rita","West of Joao Pessoa, near Santa Rita, Tabuleiros de Santa Rita","-35.03475","-7.168944","-35.03475","-7.168944",NA,"85","85",NA,"Rhizomatous shrub 1.5-2 m, calyx green, very hairy, corolla white to greenish white, anthers yellow. Immature fruits green glabrous, covered by accrescent calyx. Andromonoecious.; Restinga forest in sandy soil",NA,"Southern America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"12","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","76405","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","paralum","Solanum paralum","Bohs","Agra, M.F.","2008","08","10","Agra, M.F.; Bohs, L.; Stern, S.; Silva, K.; Basilio, I.; Gois, G.","7002","2008","08","10","Brazil","Paraiba","Santa Rita","West of Joao Pessoa, near Santa Rita, Tabuleiros de Santa Rita","-35.03475","-7.168944","-35.03475","-7.168944",NA,"85","85",NA,"Rhizomatous shrub 1.5-2 m, calyx green, very hairy, corolla white to greenish white, anthers yellow. Immature fruits green glabrous, covered by accrescent calyx. Andromonoecious.; Restinga forest in sandy soil",NA,"Southern America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"13","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","73045","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","paralum","Solanum paralum","Bohs","Bohs, L.","2013","11",NA,"Thomas, W.W.; Amorim, A.M.; Sant'Ana, S.; Paixão, J.L.; Querino, R.N.","13322","2003","03","15","Brazil","Bahia","Jussari","Serra do Teimoso, Reserva Serra do Teimoso, near top of mountain, in area near source of Riberao da Bica","-39.5425","-15.095556","-39.5425","-15.095556",NA,"750","850",NA,"small tree 3 m; leaves dull deep green; fruits pale green; southern Bahian wet forest",NA,"Southern America",NA,NA,NA,"Dicotyledoneae","98406",NA,NA,NA
"14","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","73047","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","paralum","Solanum paralum","Bohs","Bohs, L.","2013","11",NA,"Sant'Ana, S.; Carvalho, A.M.; Penalva, G.C.; etudante de UFBA","1020","2001","01","31","Brazil","Bahia","Jussari","Serra do Teimoso, Rod. Jussari/Palmira, entrada a 7.5 km de Jussari, Fazenda Teimoso, RPPN Serra do Teimoso","-39.528611","-15.158056","-39.528611","-15.158056",NA,"700","700",NA,"arbusto ca. 2.5 ml fohlas verdes, levement discoloras; frutos inmaturos verdes [coleta feita nos mesmos individuos do no. SS 1002]; em solo umido, na trilha par o topo da serra; mata higrofila sul Bahiana",NA,"Southern America",NA,NA,NA,"Dicotyledoneae","86945",NA,NA,NA
"15","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","73186","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","paralum","Solanum paralum","Bohs",NA,NA,NA,NA,"Giacomin, L.L.; Bohs, L.; Knapp, S.","1981","2013","11","03","Brazil","Bahia","Jussari","RPPN Reserva Natural da Serra do Teimoso","-39.539139","-15.158778","-39.539139","-15.158778",NA,"678","678",NA,"Arbusto, 1 m, rizomatoso. Vegetativo; trilha que leva ao alto da serra, ca. 2 km da sede. Subosque de Floresta Ombrófila Densa com afloramentos graníticos",NA,"Southern America",NA,NA,NA,"Dicotyledoneae","166934",NA,NA,NA
"16","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","73187","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","paralum","Solanum paralum","Bohs",NA,NA,NA,NA,"Giacomin, L.L.; Bohs, L.; Knapp, S.","1982","2013","11","03","Brazil","Bahia","Jussari","RPPN Reserva Natural da Serra do Teimoso","-39.539361","-15.158806","-39.539361","-15.158806",NA,"692","692",NA,"Arvoreta, 5 m, tombado, ca. 5 cm de diâmetro. Flores com pétalas verdes externamente, roxas na face interna, com papilas e aroma. Anteras e conectivos roxos, estigma verde. Fruto amarelo; trilha que leva ao alto da serra, ca. 3 km da",NA,"Southern America",NA,"BM001035295",NA,"Dicotyledoneae",NA,NA,NA,NA
"17","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","73187","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","paralum","Solanum paralum","Bohs",NA,NA,NA,NA,"Giacomin, L.L.; Bohs, L.; Knapp, S.","1982","2013","11","03","Brazil","Bahia","Jussari","RPPN Reserva Natural da Serra do Teimoso","-39.539361","-15.158806","-39.539361","-15.158806",NA,"692","692",NA,"Arvoreta, 5 m, tombado, ca. 5 cm de diâmetro. Flores com pétalas verdes externamente, roxas na face interna, com papilas e aroma. Anteras e conectivos roxos, estigma verde. Fruto amarelo; trilha que leva ao alto da serra, ca. 3 km da sede. Subosque d",NA,"Southern America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"18","2015-02-10 11:46:38-02","BM","SOLANACEAE_SOURCE_BR","73187","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","paralum","Solanum paralum","Bohs",NA,NA,NA,NA,"Giacomin, L.L.; Bohs, L.; Knapp, S.","1982","2013","11","03","Brazil","Bahia","Jussari","RPPN Reserva Natural da Serra do Teimoso","-39.539361","-15.158806","-39.539361","-15.158806",NA,"692","692",NA,"Arvoreta, 5 m, tombado, ca. 5 cm de diâmetro. Flores com pétalas verdes externamente, roxas na face interna, com papilas e aroma. Anteras e conectivos roxos, estigma verde. Fruto amarelo; trilha que leva ao alto da serra, ca. 3 km da sede. Subosque d",NA,"Southern America",NA,NA,NA,"Dicotyledoneae","166935",NA,NA,NA
"19","2016-02-02 14:39:13-02","BGBM","B","B 10 0248784","S","Plantae",NA,NA,"Solanaceae","Cyphomandra","heterophylla","Cyphomandra heterophylla","Taub.",NA,NA,NA,NA,"A. F. M. Glaziou","12097",NA,NA,NA,"Brazil",NA,NA,"Province de Rio-Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,"Herb. Mus. Paris.; cult? <a href=http://herbarium.bgbm.org/object/B100248784 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,"Middle and South America",NA,"B100248784","B100248784",NA,NA,"isolectotype",NA,NA
"20","2020-06-15 12:32:24-03","UFPB","JPB","64888","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Solanaceae","Solanum","paralum","Solanum paralum","Bohs","Agra, MF","2004","07",NA,"Sant'Ana, SC; Fernandes, I; Carvalho, HD","1002","2000","11","11","Brasil","Bahia","Jussari","Fazenda Teimoso, RPPN Serra do Teimoso, Rod. Jussari/Palmira, entra ca. 7,5 km de Jussari","-39.528611","-16.558333","-39.528611","-16.558333",NA,NA,NA,NA,"; HABITAT: Mata Higrófila Sul Baiana; DESC: Arbusto com ca. 2,5 m de alt. Folhas verdes levemente discolores. Flores com pétalas roxas. Planta vegetando em solo úmido a 700 m.s.m., na trilha para topo da serra",NA,"Southern America",NA,"JPB0064888",NA,NA,NA,NA,NA,NA
"21","2020-06-12 10:10:05-03","UFPB","JPB","64889","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Solanaceae","Solanum","paralum","Solanum paralum","Bohs","Agra, MF","2004","07",NA,"Sant'Ana, SC; Carvalho, AM; Penalva, GC; Estudantes UFBA","1020","2001","01","13","Brasil","Bahia","Jussari","Fazenda Teimoso, RPPN Serra do Teimoso, Estrada Jussari/Palmira","-39.528611","-15.158056","-39.528611","-15.158056",NA,NA,NA,NA,"; HABITAT: Mata Higrófila; DESC: Arbusto com ca. 2,50 m alt. Folhas verdes, levemente discolores. Frutos imaturos verdes. Planta vegetando em solo úmido e 700 m.s.m., na trilha poara o topo da serra. Coleta feita nos mesmos indivíduos",NA,"Southern America",NA,"JPB0064889",NA,NA,NA,NA,NA,NA
"22","2015-09-20 01:20:15-03","MNHN","RECOLNAT_MNHN_P","P00386316","PreservedSpecimen",NA,NA,NA,"Solanaceae","Cyphomandra","heterophylla","Cyphomandra heterophylla","Taub.","Bohs",NA,NA,NA,"Glaziou, A.",NA,"1880","9","12","Brésil",NA,NA,"Prov. Rio de Janeiro, Engenho Velho et S. Cristovao",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00386316' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00386316","P00386316_01 P00386316_02",NA,NA,"isolectotype","12097",NA
"23","2015-09-04 12:00:10-03","MNHN","RECOLNAT_MNHN_P","P00386317","PreservedSpecimen",NA,NA,NA,"Solanaceae","Cyphomandra","heterophylla","Cyphomandra heterophylla","Taub.","Bohs",NA,NA,NA,"Glaziou, A.",NA,"1880","9","12","Brésil",NA,NA,"Prov. Rio de Janeiro, Engenho Velho et S. Cristovao",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00386317' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00386317","P00386317_01",NA,NA,"isolectotype","12097",NA
"24","2015-09-15 16:24:01-03","MNHN","RECOLNAT_MNHN_P","P00386318","PreservedSpecimen",NA,NA,NA,"Solanaceae","Cyphomandra","heterophylla","Cyphomandra heterophylla","Taub.","Bohs",NA,NA,NA,"Glaziou, A.",NA,"1880","9","27","Brésil",NA,NA,"Sao Christovao",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00386318' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00386318","P00386318_01",NA,NA,NA,NA,NA
"25","2020-12-11 11:42:19-03","UFMG","BHCB","166934","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","paralum","Solanum paralum","Bohs",NA,NA,NA,NA,"Giacomin, LL; Bohs, LA; Knapp, S","1981","2013","11","03","Brasil","Bahia","Jussari","RPPN Reserva Natural da Serra do Teimoso, trilha que leva ao alto da serra, ca. 2 km da sede. Subosque de Floresta Ombrófila Densa com afloramentos graníticos","-39.539139","-15.158778","-39.539139","-15.158778",NA,"678","678",NA,"Arbusto, 1 m, rizomatoso. Vegetativo",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:42:19-03","UFMG","BHCB","166935","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","paralum","Solanum paralum","Bohs",NA,NA,NA,NA,"Giacomin, LL; Bohs, LA; Knapp, S","1982","2013","11","03","Brasil","Bahia","Jussari","RPPN Reserva Natural da Serra do Teimoso, trilha que leva ao alto da serra, ca. 3 km da sede. Subosque de Floresta Ombrófila Densa próximo ao primeiro cume","-39.539361","-15.158806","-39.539361","-15.158806",NA,"692","692",NA,"Arvoreta, 5 m, tombado, ca. 5 cm de diâmetro. Flores com pétalas verdes externamente, roxas na face interna, com papilas e aroma. Anteras e conectivos roxos, estigma verde. Fruto amarelo",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"27","2008-05-27 22:02:00-03","MO","MOBOT","470512","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cyphomandra","heterophylla","Cyphomandra heterophylla","Taub.",NA,NA,NA,NA,"Auguste F.M. Glaziou","Glaziou s.n.","1861",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","2984710","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","paralum","Solanum paralum","Bohs","M. Nee",NA,NA,NA,"Sant'Ana","Sant'Ana 1020","2001","1","13","Brazil","Bahia",NA,"Jussarí: Rod. Jussarí/Palmira. Faz. Teimoso. RPPN Serra do Teimoso. Mata Higrófila. Planta vegetando em solo úmido, na trilha poara o topo da serra. Coleta feita nos mesmos individuos do no. SS 1002.","-39.52861","-15.15805",NA,NA,NA,"700.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","3401219","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","paralum","Solanum paralum","Bohs","L. Bohs",NA,NA,NA,"Thomas","Thomas 13322","2003","3","15","Brazil","Bahia",NA,"Fazenda Serra do Teimoso, Reserva Serra do Teimoso. Near top of Mountain, in area near source of the Riberao de Bica. Southern Bahian wet forest","-39.5425","-15.09555",NA,NA,NA,"750.00000000","850.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"30","2008-05-27 22:02:00-03","MO","MOBOT","2984493","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","paralum","Solanum paralum","Bohs","M. Nee",NA,NA,NA,"Sant'Ana","Sant'Ana 1002","2000","11","11","Brazil","Bahia",NA,"Jussarí: Rod. Jussari/Palmira. Entrada a 7,5 km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso. Mata Higrófila Sul Baiana. Planta vegetando em solo úmido, na trilha para o topo da serra.","-39.52861","-15.15805",NA,NA,NA,"700.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-07-10 09:49:32-03","MBML","MBML-HERBARIO","31994",NA,"Plantae",NA,NA,"Solanaceae","Solanum","paralum","Solanum paralum","Bohs","L.L. Giacomin & L.Bohs/VI-2012",NA,NA,NA,"V. Demuner; T. A. Cruz e R. R. Vervloet.","4474","2007","11","06","Brasil","Espírito Santo","Rio Bananal","Alto Bananal, propr.: Jonas Grassi","-40.416389","-19.248889","40W24'59","19S14'56",NA,"280","280",NA,"Arbusto 4m, botões florais, flores com pétalas internamente vinho, externas e cálice verde. Interior de mata secundária.",NA,NA,NA,"MBML031994",NA,NA,NA,NA,NA,NA
"32","2020-09-12 05:00:02-03","US","US","1616745","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Cyphomandra","heterophylla","Cyphomandra heterophylla","Donn. Sm.",NA,NA,NA,NA,"A. Gehrt","s.n.","1920","11","3","Brazil","São Paulo","Itanhaém","Ilha Queimada Grande","-46.7799987792969","-24.1800003051758",NA,NA,"26998",NA,NA,"1",NA,"auto","South America - Neotropics",NA,"US01935971","US01935971_01 US01935971_02","Dicotyledonae",NA,NA,NA,NA
"33","2020-09-12 05:00:02-03","US","US","2830358","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Cyphomandra","heterophylla","Cyphomandra heterophylla","Donn. Sm.",NA,NA,NA,NA,"T. S. Santos","1432","1971","1","27","Brazil","Bahia","Camacan","Camacã, estrada a Rio Branco","-39.4958000183105","-15.4191999435425",NA,NA,"22686",NA,NA,"1",NA,"auto","South America - Neotropics",NA,"US01935970","US01935970_01 US01935970_02","Dicotyledonae",NA,NA,NA,NA
"34","2019-11-13 11:32:16-03","USP","SPF","170365","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","paralum","Solanum paralum","Bohs","Nee, M","2004",NA,NA,"Sant'Ana, SC","1002","2000","11","11","Brasil","Bahia","Jussari","RPPN Serra do Teimoso","-39.528611","-15.158056","-39.528611","-15.158056",NA,NA,NA,NA,NA,NA,NA,NA,"SPF00170365","SPF00170365",NA,NA,NA,NA,NA
"35","2019-10-07 09:18:18-03","UEFS","HUEFS","204291","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","paralum","Solanum paralum","Bohs",NA,NA,NA,NA,"Giacomin, L.L.","1982","2013","11","03","Brasil","Bahia","Jussari","RPPN Reserva Natural da Serra do Teimoso, trilha que leva ao alto da serra, ca. 3 Km da sede. Subosque de Floresta Ombrófila Densa próximo ao primeiro cume.","-39.539444","-15.158889","39W32'22''","15S9'32''",NA,"692","692",NA,NA,NA,NA,NA,"HUEFS0204291","HUEFS0204291","Asteranae",NA,NA,NA,NA
"36","2019-10-07 09:18:18-03","UEFS","HUEFS","66803","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Solanum","paralum","Solanum paralum","Bohs",NA,"2004","09",NA,"Jardim, J.G.","4050","2002","11","02","Brasil","Bahia","Jussari","Reserva Particular do Patrimônio Natural Serra do Teimoso, ca. 7,5km de Jussari na rod. para Palmeira.","-39.536111","-15.160278","39W32'10''","15S9'37''",NA,NA,NA,NA,"Floresta Higrófila.",NA,NA,NA,"HUEFS0066803","HUEFS0066803","Asteranae",NA,NA,NA,NA
"37","2019-09-04 19:21:34-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Cyphomandra","heterophylla","Cyphomandra heterophylla",NA,NA,NA,NA,NA,"A. Glaziou","12097","1880","9","12","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,"Lectotype",NA,NA
"38","2020-07-23 12:23:18-03","CEPLAC","CEPEC","106810","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","paralum","Solanum paralum",NA,"Sem Informação",NA,NA,NA,"Amorim, A. M.","4300","2004","10","08","Brasil","Bahia","POÇÕES","Acesso a Faz. Boa Esperança com entrada ao S de Morinhos, 6,1 km E de Poções na rodovia a Ilhéus. Fragmento no limite Sul da Área. MATA MESÒFILA.","-40.336944","-14.611111","40W20'13","14S36'40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-07-23 12:23:18-03","CEPLAC","CEPEC","119291","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","paralum","Solanum paralum",NA,"L. A. Bohs",NA,NA,NA,"W. W. Thomas","13322","2003","03","15","Brasil","Bahia","JUSSARÍ","Fzenda Serra do Teimoso. RPPN Serra do Teimoso. Perto do topo da montanha e perto na nascente do Ribeirão da Bica.","-39.5425","-15.095556","39W32'33","15S5'44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2005"
"40","2020-07-23 12:23:18-03","CEPLAC","CEPEC","86920","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","paralum","Solanum paralum",NA,"L. Bohs",NA,NA,NA,"S. C. de Sant'Ana","1002","2000","11","11","Brasil","Bahia","JUSSARÍ","Rod. Jussarí/Palmira. Entrada a 7,5Km de Jussari. Faz. Teimoso. RPN Serra do Teimoso.","-39.528611","-15.158056","39W31'43","15S9'29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/10/2013"
"41","2020-07-23 12:23:18-03","CEPLAC","CEPEC","86945","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","paralum","Solanum paralum",NA,"L. Bohs",NA,NA,NA,"S. C. de Sant'Ana","1020","2001","01","13","Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Faz. Teimoso. RPPN Serra do Teimoso. Na trilha para o topo da serra.","-39.528611","-15.158056","39W31'43","15S9'29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/10/2013"
"42","2020-07-23 12:23:18-03","CEPLAC","CEPEC","93647","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","paralum","Solanum paralum",NA,"L. Bohs",NA,NA,NA,"J. G. Jardim","4050","2002","12","02","Brasil","Bahia","JUSSARÍ","RPPN Serra do Teimoso, ca. 7,5Km de Jussari na Rod. para Palmira.","-39.536111","-15.160278","39W32'10","15S9'37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/01/2009"
