"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","infraspecificEpithet","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount"
"11","2021-04-08 17:41:19-03","EAO","IAN","145697a","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense","Ribeiro, BGS","15283","1975","02","10","Southern America","Brasil",NA,NA,"Árvore de 25m e 80cm de diâmetro. Frutos espinhosos.","IAN145697a","Dicotiledônea",NA,"Tul.","Lima, HC de","Roraima","Margem da Estrada Perimetral Norte, próximo o Rio Catrimani.",NA,NA,NA,NA,NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-08 17:41:19-03","EAO","IAN","23037","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense","Schomburgk, R","314",NA,NA,NA,NA,"Guiana",NA,NA,NA,"IAN023037","Dicotiledônea",NA,"Tul.",NA,NA,NA,NA,NA,"IAN023037_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-08 17:41:19-03","EAO","IAN","36384","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense","Fróes, RL","23055","1948","03","10","Southern America","Brasil",NA,NA,"Tree, 12 mts, 30cm large spiny ionieged fruit, rather hard red salmon wood high land high forest.","IAN036384","Dicotiledônea",NA,"Tul.","Lima, HC de","Acre","Ter. Rio Branco, Road Boa Vista, caracarahy, rio Mucajahy.",NA,NA,"IAN036384 IAN036384_e IAN036384_e1",NA,NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-08 17:41:19-03","EAO","IAN","5271X","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense","sc","s.n.","1990","05","18","Southern America","Brasil",NA,NA,NA,"IAN05271X","Dicotiledônea",NA,"Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-08 17:41:19-03","EAO","IAN","5271X","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense","sc","s.n.","1990","05","18","Southern America","Brasil",NA,NA,NA,"IAN05271X","Dicotiledônea",NA,"Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-08 17:41:19-03","EAO","IAN","X145697","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense","Ribeiro, BGS","15283","1975","02","10","Southern America","Brasil",NA,NA,NA,"IANX145697","Dicotiledônea",NA,"Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-08 17:41:19-03","EAO","IAN","73816","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense","Black, GA; Magalhães, D","12893","1951","08","25","Southern America","Brasil",NA,NA,"Árvore pequena.","IAN073816","Dicotiledônea",NA,"Tul.","Lima, HC de","Acre","Rio Mucajaí; pedras perto da Colonia Fernando Costa. Mata virgem.","-67.8099975585938","-9.9747200012207",NA,NA,NA,"Rio Branco","1984","178770","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-02-20 13:42:03-03","INPA","INPA-CARPOTECA","152144","Carpo","Plantae","Leguminosae-Pap","Centrolobium","paraense","Centrolobium paraense","Hopkins, MJG","521","1986","06","06","Southern America","Brasil",NA,NA,NA,"INPA0152144","Dicotyledon Rosids","Fabales","Tul.",NA,"Roraima","Ilha de Maracá. SEMA Estação., Forest trails close to Estação. Primary forest of sandy soil, canopy between 20 & 30 m, heavily dissected.","-61","3.366667","INPA0152144 INPA0152144_e",NA,NA,"Alto Alegre",NA,NA,NA,"-61","3.366667",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1241856","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense","Ducke A",NA,"1937","06","30","Southern America","Brazil",NA,NA,"Silva sub montis radicibus.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1241856 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1241856",NA,"Fabales","Tul.","Ducke A","Amazonas","Serra Grande, Rio Branco (civ. Amazonas).",NA,NA,"NL-U1241856",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0183601",NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1241857","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense","Kuhlmann JG",NA,"1913","07","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1241857 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1241857",NA,"Fabales","Tul.","Ducke A","Roraima","Boa Vista, Rio Branco super., civit Amazonas.",NA,NA,"NL-U1241857",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0183753",NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:11:49-03","NBC","NL-BOTANY","WAG.1007059","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense","Irwin HS; Grear JW; Souza R; Reis dos Santos R",NA,"1966","03","17","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1007059 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1007059",NA,"Fabales","Tul.",NA,NA,"Distrito Federal. Côrrego Landim, ca. 20 km N.E. of Brasília, D.F.",NA,NA,"NL-WAG1007059",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 09:11:49-03","NBC","NL-BOTANY","WAG.1007060","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense","Irwin HS; Grear JW; Souza R; Reis dos Santos R",NA,"1966","03","17","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1007060 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1007060",NA,"Fabales","Tul.",NA,NA,"Distrito Federal. Côrrego Landim, ca. 20 km N.E. of Brasília, D.F.",NA,NA,"NL-WAG1007060",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:11:49-03","NBC","NL-BOTANY","WAG.1007061","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense","Irwin HS; Grear JW; Souza R; Reis dos Santos R",NA,"1966","03","17","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1007061 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1007061",NA,"Fabales","Tul.",NA,NA,"Distrito Federal. Côrrego Landim, ca. 20 km N.E. of Brasília, D.F.",NA,NA,"NL-WAG1007061",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U 0272027","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense","Forest Department British Guiana",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200272027 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0272027",NA,"Fabales","Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw1020",NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:11:49-03","NBC","NL-BOTANY","L 0573789","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense","Forest Department (Guyana)",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200573789 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0573789",NA,"Fabales","Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:11:49-03","NBC","NL-BOTANY","L.1061632","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense","Forest Department British Guiana",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1061632 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1061632",NA,"Fabales","Tul.",NA,NA,NA,NA,NA,"NL-L1061632",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0054792 | Uw 1020",NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U 0054793","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense","Forest Department British Guiana",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200054793 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0054793",NA,"Fabales","Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 1020",NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1241871","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense orinocense","Steyermark JA; Fernández JE",NA,"1967","08","21","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1241871 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1241871",NA,"Fabales","Benth.","Rudd VE","Zulia","Estado Zulia: Hacienda Santa Rosa, a lo largo de carretera hacia Villa de Rosario, 60 km. oeste-suroeste de Maracaibo.",NA,NA,"NL-U1241871",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0183758","orinocense",NA,NA,NA,NA,NA
"29","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U 0183600","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense paraense","Wilson-Browne G",NA,"1948","09","01","Southern America","Guyana",NA,NA,"Seasonal forest of the foot-hills.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200183600 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0183600",NA,"Fabales",NA,"Rudd VE","Upper Takutu-Upper Essequibo","British Guiana: Sand Ck. Rupununi R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"paraense",NA,NA,NA,NA,NA
"30","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1241858","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense paraense","Wilson-Browne G",NA,"1948","09","01","Southern America","Guyana",NA,NA,"Seasonal forest of the foot-hills.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1241858 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1241858",NA,"Fabales",NA,"Rudd VE","Upper Takutu-Upper Essequibo","British Guiana: Sand Ck. Rupununi R.",NA,NA,"NL-U1241858",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0183599","paraense",NA,NA,NA,NA,NA
"31","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1241864","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense paraense","Lemos Fróes R de",NA,"1948","03","10","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1241864 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1241864",NA,"Fabales",NA,"Rudd VE","Roraima","Territ. Rio Branco. Road Boa Vista to Caracarahy.",NA,NA,"NL-U1241864",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0183605","paraense",NA,NA,NA,NA,NA
"32","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1241872","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense paraense","Aristeguieta L",NA,"1961","08","18","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1241872 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1241872",NA,"Fabales",NA,NA,"Anzoátegui","Entre Barcelona y Cumaná. Edo. Anzoategui.",NA,NA,"NL-U1241872",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0183762","paraense",NA,NA,NA,NA,NA
"33","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1241873","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense paraense","Liesner RL; González AC",NA,"1978","07","27","Southern America","Venezuela",NA,NA,"Patches of forest surrounded by savannah.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1241873 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1241873",NA,"Fabales",NA,"Liesner RL","Bolívar","Estado Bolivar: San Pedro de las Dos Bocas to 7 km north.","-62.9","7","NL-U1241873",NA,NA,NA,NA,NA,NA,"-62.9","7.0","Magnoliopsidae","U 0183759","paraense",NA,NA,NA,NA,NA
"34","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U 0271406","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense paraense","Jansen-Jacobs MJ; Welle BJH ter; Gustafsson C; James V; Andrew R",NA,"1995","06","09","Southern America","Guyana",NA,NA,"Bushisland.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200271406 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0271406",NA,"Fabales",NA,NA,"Rupununi District","Rupununi Distr., Dadanawa.","-59.516667","2.816667",NA,NA,NA,NA,NA,NA,NA,"-59.516667","2.816667","Magnoliopsidae","Uw35677","paraense",NA,NA,NA,NA,NA
"35","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1241860","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense paraense","Jansen-Jacobs MJ; Welle BJH ter; Gustafsson C; James V; Andrew R",NA,"1995","06","09","Southern America","Guyana",NA,NA,"Bushisland.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1241860 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1241860",NA,"Fabales",NA,NA,"Rupununi District","Rupununi Distr., Dadanawa.","-59.516667","2.816667","NL-U1241860",NA,NA,NA,NA,NA,NA,"-59.516667","2.816667","Magnoliopsidae","U 0183606","paraense",NA,NA,NA,NA,NA
"36","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1241861","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense paraense","Jansen-Jacobs MJ; Welle BJH ter; Gustafsson C; James V; Andrew R",NA,"1995","06","09","Southern America","Guyana",NA,NA,"Bushisland.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1241861 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1241861",NA,"Fabales",NA,NA,"Rupununi District","Rupununi Distr., Dadanawa.","-59.516667","2.816667","NL-U1241861",NA,NA,NA,NA,NA,NA,"-59.516667","2.816667","Magnoliopsidae","U 0183607","paraense",NA,NA,NA,NA,NA
"37","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1241863","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense paraense","Jansen-Jacobs MJ; Welle BJH ter; Gustafsson C; James V; Andrew R",NA,"1995","06","19","Southern America","Guyana",NA,NA,"Forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1241863 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1241863",NA,"Fabales",NA,"Jansen-Jacobs MJ","Rupununi District","Rupununi Distr., foot of Mount Shiriri.","-59.716667","2.883333","NL-U1241863",NA,NA,NA,NA,NA,NA,"-59.716667","2.883333","Magnoliopsidae","U 0183604","paraense",NA,NA,NA,NA,NA
"38","2020-02-08 09:11:49-03","NBC","NL-BOTANY","U.1241862","PreservedSpecimen","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense paraense","Jansen-Jacobs MJ; Welle BJH ter; Gustafsson C; James V; Andrew R",NA,"1995","06","19","Southern America","Guyana",NA,NA,"Forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1241862 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1241862",NA,"Fabales",NA,"Jansen-Jacobs MJ","Rupununi District","Rupununi Distr., foot of Mount Shiriri.","-59.716667","2.883333","NL-U1241862",NA,NA,NA,NA,NA,NA,"-59.716667","2.883333","Magnoliopsidae","U 0183603","paraense",NA,NA,NA,NA,NA
"39","2020-11-04 10:55:32-03","ESALQ","ESA","142527","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Monteiro, R. S.","182.0","1991","08","04",NA,"Brasil",NA,NA,NA,"ESA142527",NA,NA,NA,"Monteiro, R. S.","Maranhão",NA,"-46.0050010681152","-4.88582992553711",NA,NA,NA,"Arame","1991","65440","auto",NA,NA,NA,NA,NA,"10","28",NA,NA,NA
"40","2014-10-02 12:40:49-03","FEMACT","MIRR","2956","S","Plantae","Leguminosae-Pap","Centrolobium","paraense","Centrolobium paraense","Lewis, G. .P.","1697","1987","03","30",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Tul.",NA,"Roraima","Ilha de Maracá, SEMA Estação., Seasonal ervergreen forest by base camp. 10m along estrada to Santa Rosa.","-61.333333","3.366667",NA,NA,NA,"Alto Alegre",NA,NA,NA,"-61.333333","3.366667",NA,NA,NA,NA,NA,NA,NA,NA
"41","2014-12-19 11:45:27-02","FEMACT","MIRR","10967","S","Plantae","Leguminosae-Pap","Centrolobium","paraense","Centrolobium paraense","Perdiz, R.O.; Batista, W.S.","1379","2012","05","20",NA,"Brasil",NA,NA,"Amostra de DNA.; Árvore ca. 25m de altura. Látex vermelho. Folíolos verdes discolores. Corola amarela. Árvore marcada do projeto MARACÁ, n° 11. ; DE",NA,NA,NA,"Tul.","Perdiz, R.O.","Roraima","Estação Ecológica de Maracá., Trilha de acesso à grade do PPBio.","-61.438667","3.367639",NA,"117","117","Alto Alegre",NA,NA,NA,"-61.438667","3.367639",NA,NA,NA,NA,NA,NA,NA,NA
"42","2014-10-02 12:40:49-03","FEMACT","MIRR","44","S","Plantae","Leguminosae-Pap","Centrolobium","paraense","Centrolobium paraense","Hopkins, M.J.G.; Perreira de Lima, R.; Guedes de Oliveira, J.; Lowy, B.","521","1986","06","06",NA,"Brasil",NA,NA,"[BARCODE = *MIRR 00044*]Forest trails close to Estação.&nf;Primary Forest of sandy soil, canopy between 20 & 30m, heavily dissected.&nf;&nf;Tree to 10mx25cm dbh. Winged fruit. Parchily distributed. Flowers yellow.; Primary Forest of sandy soil, canopy between",NA,NA,NA,"Tul.",NA,"Roraima","Ilha de Maracá, SEMA Estação., Forest trails close to Estação.","-61.333333","3.366667",NA,NA,NA,"Alto Alegre",NA,NA,NA,"-61.333333","3.366667",NA,NA,NA,NA,NA,NA,NA,NA
"43","2014-10-02 12:40:49-03","FEMACT","MIRR","984","S","Plantae","Leguminosae-Pap","Centrolobium","paraense","Centrolobium paraense","Lewis, G. .P.","1420","1987","03","08",NA,"Brasil",NA,NA,"[BARCODE = *MIRR 00984*]Estrada from base camp to Santa Rosa.&nf;Seasonal evergreen forest.&nf;Large tree to 30m. Leaves glandular.&nf;Flowers yellowsh-tangerine, standard with a central reddush blotch.&nf;Leaflets, flowers and fruits collected from ground. Frui",NA,NA,NA,"Tul.",NA,"Roraima","Ilha de Maracá, SEMA Estação., Estrada from base camp to Santa Rosa.","-61.833333","3.583333",NA,NA,NA,"Alto Alegre",NA,NA,NA,"-61.833333","3.583333",NA,NA,NA,NA,NA,NA,NA,NA
"44","2014-10-02 12:40:49-03","FEMACT","MIRR","3636","S","Plantae","Leguminosae-Pap","Centrolobium","paraense","Centrolobium paraense","Silva, E.S. da; Silva, J.A. da; Prance, G.T.; Huber, O.; Pires, J.M.; et al.","2167","1991","11","13",NA,"Brasil",NA,NA,"Árvore, odor forte. Fruto separado.&nf;NV. Pau Rainha.",NA,NA,NA,"Tul.",NA,"Roraima","fazenda São José. floresta estacional semidecidual, de relêvo aplainado, contacto savana-floresta. Solo argiloso.","-60.6733","2.81972",NA,NA,NA,"Boa Vista",NA,"90031","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
