"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber","typeStatus","sex"
"16","2021-03-15 16:37:00-03","NY","NYBG","3863036","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"J. V. Crisci","1968","04","17","Argentina","Jujuy","Ledesma","confluencia Río Piedras y Arroyo Pantanoso",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139459' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863036","NY03863036_01","7286","South America","sheet",NA,"500",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","807216","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"O. L. Orozco","2000","04","18","Peru","Cajamarca","Cajamarca","Jesús District. 300m on trail to Chuco.","-78.3761111","-7.2475",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796979' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807216","NY00807216_01","118","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3862950","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"M. R. McCarthy","2011","07","27","Ecuador","Morona-Santiago",NA,"Macas. Roadside 14 km south of Macas at Sucua sign.","-78.16375","-2.399889",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139373' target='other'> <mi>dwc_moreinfo</mi></a>","NY03862950",NA,"D184","South America","sheet",NA,"875",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3863034","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"R. H. Fortunato","1999","02","25","Argentina","Formosa","Pilcomayo","Pilcomayo: 7 km al W de El Paraiso en direcc. al P.N. Laguna Blanca.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139457' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863034",NA,"6249","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3863032","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"M. H. Nee","1987","08","21","Bolivia","Santa Cruz",NA,"Santiesteban. 1 km. E of Puente Eisenhower over Rio Pirai along highway, 7 km. NW of Montero, 9 km. NE of Portachuelo.","-63.3","-17.32",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139455' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863032",NA,"35716","South America","sheet",NA,"300",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","807213","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.","A. Sehnem",NA,NA,NA,"R. Reitz","1952","02","28","Brazil","Santa Catarina","Jaguaruna",NA,"-49.0256","-28.615",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796970' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807213","NY00807213_01","4464","South America","sheet",NA,"10","10","Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","3862962","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"J. L. Jaramillo","1990","10","12","Ecuador","Sucumbíos",NA,"Colecciones en un área plana y pantanosa, entre Galindo y Río Malo.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139385' target='other'> <mi>dwc_moreinfo</mi></a>","NY03862962",NA,"13254","South America","sheet",NA,"1300",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","3862993","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"P. J. Barbour","1978","06","05","Peru","Piura",NA,"Hills of Chiarnique. c. 20 km E.N.E. of Naupe",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139416' target='other'> <mi>dwc_moreinfo</mi></a>","NY03862993","NY03862993_01","2160","South America","sheet",NA,"500",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3863008","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"M. H. Nee","1990","10","20","Bolivia","Santa Cruz","Ichilo","Parque Nacional Amboro, 5 km. SSW of Buena Vista, W side of Rio Surutu. Tropical forest along a curiche (swamp) and floodplain","-63.675","-17.4917",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139431' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863008",NA,"39364","South America","sheet",NA,"320",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","3863068","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"E. M. Zardini","1996","06","14","Paraguay","Amambay",NA,"Arroyo Aceite (buffer zone of Parque Nacional Cerro Corá)","-56.0253","-22.6719",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139491' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863068","NY03863068_01","45195","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","807212","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.","R. M. Silva",NA,NA,NA,"R. M. Silva","1992","09","12","Brazil","São Paulo","Jaci","Região S. J. Rio Preto, Estrada de Terra de acesso ao Povoado de Sto Antônio das Perobas, divisa entre José Bonifácio-Jaci, Fazenda Remanso.","-49.5697","-20.88",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796963' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807212","NY00807212_01","368","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1016971","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.","J. P. Condack",NA,NA,NA,"A. P. Duarte","1961","07","11","Brazil","Rio de Janeiro",NA,"Restinga de Jacarepaguá. Próximo a ponte da Barra da Tijuca.","-43.397161","-23.010952",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1195221' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016971","NY01016971_01","5898","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3863074","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"C. E. O. Kuntze","1892","02",NA,"Chile","Maule",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139497' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863074","NY03863074_01","s.n.","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3862998","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"M. H. Nee","1988","01","30","Bolivia","Santa Cruz","Ichilo","2.5 km W of San Carlos","-63.75","-17.4",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139421' target='other'> <mi>dwc_moreinfo</mi></a>","NY03862998",NA,"36105","South America","sheet",NA,"300",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","883798","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"E. P. Heringer","1979","06","04","Brazil","Distrito Federal","Brasília","Jardim Zoológico","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983477' target='other'> <mi>dwc_moreinfo</mi></a>","NY00883798","NY00883798_01","17261","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","883795","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.","A. R. Smith",NA,NA,NA,"G. G. Hatschbach","1983","08","08","Brazil","Minas Gerais","Espera Feliz",NA,"-41.9069","-20.6506",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983474' target='other'> <mi>dwc_moreinfo</mi></a>","NY00883795","NY00883795_01","46810","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","3863052","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"H. H. Bartlett","1943","08","09","Argentina","San Juan",NA,"Depto. Pocito. Near Sanchez de Loria",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139475' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863052","NY03863052_01","20663","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","3863009","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"M. H. Nee","1987","08","04","Bolivia","Santa Cruz","Andrés Ibáñez","12 km E of center of Santa Cruz, on road to Cotoca.","-63.07","-17.77",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139432' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863009",NA,"35508","South America","sheet",NA,"375",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","3863028","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"M. H. Nee","1995","12","20","Bolivia","Santa Cruz","Sara","roadside through flat land cleared for fields and mostly for pasture, with Scheelea princeps left from original evergreen forest, 5.5 km. S of abandoned railroad line, 8 km. N of Portachuelo on road to Loma Alta.","-63.38","-17.28",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139451' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863028",NA,"46400","South America","sheet",NA,"270",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","3862985","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"G. Looser","1940","10","15","Chile","Coquimbo",NA,"entre Vicuña y La Serena",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139408' target='other'> <mi>dwc_moreinfo</mi></a>","NY03862985","NY03862985_01","4660","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","3862996","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"M. H. Nee","1988","12","31","Bolivia","Santa Cruz","Vallegrande","5.5 km S of Vallegrande, vic. Santa Rosita, Quebrada Huasa Canada.","-64.1","-18.53",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139419' target='other'> <mi>dwc_moreinfo</mi></a>","NY03862996",NA,"37491","South America","sheet",NA,"2050",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","3863022","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"M. H. Nee","1994","02","14","Bolivia","Santa Cruz","Ichilo","4 km. WSW of El Hondo, Potrerillo. Tropical semi-evergreen forest along Quebrada La Concha, sandy stream.","-63.47","-17.6722",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139445' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863022",NA,"44949","South America","sheet",NA,"400",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","3862949","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"M. R. McCarthy","2011","07","27","Ecuador","Morona-Santiago",NA,"Macas. Roadside 14 km south of Macas at Sucua sign.","-78.16375","-2.399889",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139372' target='other'> <mi>dwc_moreinfo</mi></a>","NY03862949",NA,"D184","South America","sheet",NA,"875",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","3863035","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"T. M. Pedersen","1981","12","22","Argentina","Buenos Aires",NA,"Pdo. Médanos. Salina Chica",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139458' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863035","NY03863035_01","13192","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","807214","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.","A. Sehnem",NA,NA,NA,"A. Castellanos","1960","09","10","Brazil","Rio de Janeiro",NA,"Praia de Sernambetiba.","-43.475747","-23.031229",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796975' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807214","NY00807214_01","23051","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","3863069","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"E. M. Zardini","1999","09","24","Paraguay","Canindeyú",NA,"Mbaracayú Natural Reserve: Aguará-Ñu-Horqueta Mi.","-55.285","-24.1597",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139492' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863069","NY03863069_01","51388","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","3862964","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"F. Prieto","1945","04","16","Ecuador","Azuay",NA,"Vicinity of Cuenca. Along río Matadero 1-4 km. west and southwest of Cuenca.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139387' target='other'> <mi>dwc_moreinfo</mi></a>","NY03862964",NA,"E2711","South America","sheet",NA,"2499","2713","Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","02058091","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.","M. A. Sundue",NA,NA,NA,"M. A. Sundue","2012","09","09","Colombia","Antioquia","Frontino","Corregimiento Carauta, Parque Nacional Natural Las Orquídeas, sector Tres Bocas, alrededores de la casa de la finca La Pradera","-76.20836","6.63908",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1950746' target='other'> <mi>dwc_moreinfo</mi></a>","NY02058091","NY02058091_01","3284","South America","sheet",NA,"1700","1750","Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","3863054","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"H. H. Bartlett","1943","08","09","Argentina","San Juan",NA,"Depto. Pocito. Near Sanchez de Loria",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139477' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863054","NY03863054_01","20663","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
