"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","typeStatus","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00858350","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B.Gates","B. Gates","H. S. Irwin","22678","1969","01","26","South America","Brazil","Minas Gerais","Serra do Espinhaço, ca. 18 km N.E. of Diamantina, on road to Mendanha","-43.54235","-18.1833","1300","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955483' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858350","NY00858350_01","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00858347","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B.Gates","B. Gates","Y. E. J. Mexia","5732","1931","04","30","South America","Brazil","Minas Gerais","Diamantina. Chacará das Bicas.","-43.571739","-17.888053","1270","1270","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955475' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858347","NY00858347_01","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00858341","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B.Gates","M. C. H. Mamede","J. Semir","CFSC4934","1974","02","09","South America","Brazil","Minas Gerais","ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro, Diamantina.","-43.7447","-19.5136",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955465' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858341","NY00858341_01","Jaboticatubas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","686545","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B.Gates","B. Gates","L. Riedel","1257","1824","12",NA,"South America","Brazil","Minas Gerais","In siccis montosis Tijuca",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834880' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686545","NY00686545_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:54:40-03","NBC","NL-BOTANY","U 0003788","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B.Gates","Gates BE","Anderson WR",NA,"1973","04","09","Southern America","Brazil","Minas Gerais","Estado de Minas GeraisSerra do Espinhaço10 km by road NE of Diamantina on road to Rio Jequití",NA,NA,NA,NA,NA,"cerrado among blocky quartzite.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200003788 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0003788","NL-U0003788",NA,"isotype","Magnoliopsidae","450281 B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:54:40-03","NBC","NL-BOTANY","U.1370893","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B.Gates",NA,"Anderson WR; Hatschbach GG; Barneby RC; Gates B",NA,"1975","02","25","Southern America","Brazil",NA,"Plants of Brazil, Minas Gerais. Mun. Diamantina: Steep-sided valley of Biribiri.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1370893 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1370893","NL-U1370893",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:54:40-03","NBC","NL-BOTANY","U.1370894","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B.Gates","Mamede MCH","Joly AB; et al.",NA,"1972","03","05","Southern America","Brazil","Minas Gerais","Brasil, Minas Gerais, Jaboticatubas, ao longo da rodovia Lagoa Santa - Conceiþao do Mato Dentro. Diamantina. Km 2 da estrada da Usina.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1370894 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1370894","NL-U1370894",NA,NA,"Magnoliopsidae","U 0180156","1982","07","01",NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:54:40-03","NBC","NL-BOTANY","U.1370895","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B.Gates",NA,"Irwin HS; Reis dos Santos R; Souza R; Fonseca SF da",NA,"1969","01","14","Southern America","Brazil",NA,"Plants of the Planalto do Brasil, Estado de Minas Gerais, Serra do Espinhaço, ca. 29km S. W. of Diamantina on road to Gouveia.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1370895 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1370895","NL-U1370895",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-10 17:53:35-03","UNICAMP","UEC","122446","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B.Gates","Mamede, MCH","Tozzi, AMGA; Alencar, ME","504","2001","11","13",NA,"Brazil","Minas Gerais",NA,"-43.340722","-17.015889",NA,NA,NA,"Campo rupestre, frutos castanho-rosados maduros","UEC165155","UEC165155","Itacambira",NA,NA,NA,"2005",NA,NA,"-43.340722","-17.015889",NA,NA,NA,NA,NA
"20","2021-03-01 16:33:21-03","UNICAMP","UEC","51477","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B.Gates","Mamede, MCH","Leitão Filho, HF; Bernacci, LC; Nakajima, JN; Vieira, MF; Gomes, M; Carvalho-Okano, RM; Araújo, G","21849","1989","07","04",NA,"Brazil","Minas Gerais","15 km ao N da cidade.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"fruto, Arbusto ca. 20 m de altura. Ramos e frutos ocres, flores róseas. Cerrado.; Arbustoca.20 metros de altura,ramos e frutos ocre, flores rósea.","UEC023211","UEC023211","Diamantina",NA,NA,NA,"1995",NA,NA,NA,NA,"101169","auto",NA,NA,NA
"21","2021-03-01 16:33:21-03","UNICAMP","UEC","105564","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B.Gates","Mamede, MCH","Feres, FR; Belinello, R; Crespo, S","99/21","1999","03","02",NA,"Brazil","Minas Gerais","Biribiri. Cachoeira da Sentinela,","-43.6002998352051","-18.2493991851807",NA,NA,NA,"flor, Arbusto ca. 1,70 m alt. Corola rosa-claro, estames amarelo-ouro. Afloramento rochoso, solo arenoso e encharcado.; Arbusto ca. 1.70m alt., corola rosa-claro, estames amarelo-ouro.","UEC023214","UEC023214","Diamantina",NA,NA,NA,"2001",NA,NA,NA,NA,"101169","auto",NA,NA,NA
"22","2020-12-21 16:32:28-03","MBM","MBM","24410","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B. Gates","Gates, B.","Hatschbach, G.; Ahumada, L.Z.; Ahumada, L.Z.","31631",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Serra do Espinhaço","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM024410","MBM024410","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA
"23","2020-12-21 16:32:28-03","MBM","MBM","58787","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B. Gates","Anderson, W.R.","Giulietti, A.M.","4923",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Km 117 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"MBM058787","MBM058787","Jaboticatubas",NA,NA,NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA
"24","2020-12-21 16:32:28-03","MBM","MBM","81526","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B. Gates","Gates, B.E.","Anderson, W.R.; Fryxell, P.A.; Hill, S.R.; Reis dos Santos, R.; Souza, R.; Fryxell, P.A.; Hill, S.R.; Reis dos Santos, R.; Souza, R.","8383","1973","04","09","Southern America","Brazil","Minas Gerais","10 km by road NE of Diamantina on road to Rio Jequití",NA,NA,"1300","1300",NA,"Shrub 1.5m tall, the stems erect & nontwing; clyx glands dark red; petals white with pink center; anther glands yellow; fuit wing red. Cerrado among blocky quartzite; Shrub 1.5m tall, the stems erect & non-twining; calyx glands dard","MBM081526","MBM081526",NA,"ISOTYPE",NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:32:28-03","MBM","MBM","65872","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B. Gates","Gates, B.","Anderson, W.R.","8500",NA,NA,NA,"Southern America","Brazil","Minas Gerais","18km by road SW of Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM065872","MBM065872","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA
"26","2020-12-21 16:32:28-03","MBM","MBM","65871","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B. Gates","Gates, B.","Irwin, H.S.; et al.; et al.","32916",NA,NA,NA,"Southern America","Brazil","Minas Gerais","29km SW of Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM065871","MBM065871","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA
"27","2020-12-21 16:32:28-03","MBM","MBM","58144","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B. Gates","Gates, B.","Hatschbach, G.","40844",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Biri-Biri","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM058144","MBM058144","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA
"28","2020-12-21 16:32:28-03","MBM","MBM","35457","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B. Gates","Gates, B.","Anderson, W.R.","11594",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Biri-Biri","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM035457","MBM035457","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA
"29","2009-06-25 13:32:00-03","MO","MOBOT","1843163","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B. Gates","B. Gates","William R. Anderson","Anderson 8383","1973","4","9","South America","Brazil","Minas Gerais","Serra do Espinhaco. 10 km. by road NE of Diamantina on road to Rio Jequití. Cerrado among blocky quartzite.",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,"Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2009-12-05 06:02:00-02","MO","MOBOT","2839391","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B. Gates","B. Gates","Gert G. Hatschbach|Luisa Z. Ahumada","Hatschbach 31631","1973","2","16","South America","Brazil",NA,"Serra do Espinhaco(Num Diamantina) Minas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","2839459","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B. Gates",NA,"Gustavo Martinelli","Martinelli 6269","1979","12","15","South America","Brazil","Minas Gerais","Diamantina, estrada Diamantina -Couto de Magalhaés, (Mg-2) próximo 20 Jequitinhonha, campos rupestres.",NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2014-08-23 05:35:00-03","MO","MOBOT","2839489","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B. Gates","B. Gates","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 21916","1969","1","14","South America","Brazil","Minas Gerais","Serra do Espinhaco. Rocky slopes ca. 29 km. S. W. Of Diamantina on road to Gouveia.",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2009-06-25 13:32:00-03","MO","MOBOT","2839532","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B. Gates","B. Gates","William R. Anderson","Anderson 11594","1975","2",NA,"South America","Brazil","Minas Gerais","Mun. Diamantina; Steep-sided valley of Biribiri, with sandstone outcrops; .",NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","2839553","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B. Gates",NA,"Gert G. Hatschbach","Hatschbach 40844","1978","1","23","South America","Brazil","Minas Gerais","Biri-Biri ( Mun. Diamantina) Minas Gerais.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-08-31 09:03:29-03","INPA","INPA","108065","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B.Gates","Gates, B","Anderson, WR","8383","1973","04","09","Southern America","Brasil","Minas Gerais","Serra do Espinhaço, 10 km by road NE of Diamantina on road to rio Jequití.",NA,NA,"1300","1300",NA,NA,"INPA0108065","INPA0108065 INPA0108065_e",NA,"isotype",NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-08-31 09:03:29-03","INPA","INPA","94497","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B.Gates","Gates, B","Irwin, HS","22678","1969","01","26","Southern America","Brasil","Minas Gerais","Serra do Espinhaço. Cerrado and campo on steep hillside, ca. 18 Km NE of Diamantina, on road to Mendanha",NA,NA,"1300","1300",NA,NA,"INPA0094497","INPA0094497 INPA0094497_e",NA,NA,NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-08-31 09:03:29-03","INPA","INPA","94538","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B.Gates","Gates, B","Anderson, WR","35203","1972","02","03","Southern America","Brasil","Minas Gerais","Serra do Espinhaço. Ca. 10 Km SW of Diamantina, valley with very steep, rocky sandstone sides sloping down to gallery forest, with edge meadow (brejo) just the forest in places",NA,NA,"1250","1250",NA,NA,"INPA0094538","INPA0094538 INPA0094538_e",NA,NA,NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-06-10 10:11:00-03","FZB-BH","BHZB","8593","S","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii",NA,"Maria Candida Mamede","Andrade, I.R. et al.","418","2012","05","17",NA,"Brasil","MG","RPPN Brumas do Espinhaço e Ermo dos Gerais,","-43.700556","-19.03","1257","1257",NA,"Ponto 87 636764 7895353 1257m, com duplicata,encaminhada duplicata para Instituto de Botânica",NA,NA,"Santana do Riacho",NA,NA,NA,"2013","06","10","43W 42' 02","19S 01' 48",NA,NA,NA,NA,NA
"39","2019-06-10 10:11:00-03","FZB-BH","BHZB","8972","S","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii",NA,"Maria Candida Mamede","Ordones, J. et al.","1838","2012","04","17",NA,"Brasil","MG","RPPN Brumas do Espinhaço e Ermo dos Gerais","-43.700556","-19.03","1257","1257",NA,"Ponto 87 , 636764 7895353 1257m encaminhada 1 duplicata para Instituto de Botânica Duplicata doada para Herbário HUEFS em fev 2014.red list",NA,NA,"Santana do Riacho",NA,NA,NA,"2013","06","10","43W 42' 02","19S 01' 48",NA,NA,NA,NA,NA
"40","2020-09-12 05:00:02-03","US","US","1572357","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B. Gates",NA,"Y. Mexia","5732","1931","4","30","South America - Neotropics","Brazil","Diamantina","Chacará das Bicas",NA,NA,"1270",NA,NA,NA,"US01870323","US01870323_01 US01870323_02",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"41","2020-09-12 05:00:02-03","US","US","3008793","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B. Gates",NA,"W. R. Anderson","8383","1973","4","9","South America - Neotropics","Brazil","Minas Gerais","Serra do Espinhaco, 10 km NE Diamantina on road to Rio Jequit.",NA,NA,"1300","1300",NA,NA,"US00108542","US00108542_01",NA,"Isotype","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"42","2020-09-12 05:00:02-03","US","US","2901266","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B. Gates",NA,"H. S. Irwin, R. R. Santos, R. Souza & R. Souza","21916","1969","1","14","South America - Neotropics","Brazil",NA,"Ca. 29 km SW of Diamantina on road to Gouveia",NA,NA,"1300",NA,NA,NA,"US01870322","US01870322_01 US01870322_02",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"43","2020-09-12 05:00:02-03","US","US","2901267","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B. Gates",NA,"W. Anderson, P. A. Fryxell, S. R. Hill, S. R. Hill & R. Souza","8500","1973","4","10","South America - Neotropics","Brazil",NA,"Serra do Espinhaço. Ca. 18 km by road SW of Diamantina on road to Curvelo",NA,NA,"1400",NA,NA,NA,"US01870321","US01870321_01 US01870321_02",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"44","2021-03-15 18:28:08-03","USP","SPF","117566","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B.Gates","Carvalho, PD","Pietrobom da Silva, MR","3326","1996","07","06",NA,"Brasil","Goiás","Rod. BR 364 Mineiros-Santa Rita do Araguaia, Serra da Urtiga, próximo do Posto Urtigão. Cerrado, encosta arenítica e baixada com buritizal.","-52.65","-17.366667",NA,NA,NA,"Arbustiva ca. 2 m alt., flor rosa, encosta próximo da Rod.","SPF00117566","SPF00117566","Portelândia",NA,NA,NA,"2009","10",NA,"-52.65","-17.366667",NA,NA,NA,NA,NA
"45","2021-03-15 18:28:08-03","USP","SPF","78168","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","andersonii","Banisteriopsis andersonii","B.Gates","Mamede, MCH","Arbo, MM","5072","1991","02","14",NA,"Brasil","Minas Gerais","Camino a Biribiri, ca. del Rio das Pedras. Campo rupestre, suelo arenoso. Entre piedras.","-43.6","-18.15","1100","1100",NA,"Arbusto 50 cm, flores rosadas.","SPF00078168","SPF00078168","Diamantina",NA,NA,NA,"1994",NA,NA,"-43.6","-18.15",NA,NA,NA,NA,NA
