"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","locality","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"11","2021-04-05 14:25:54-03","UNESC","CRI","995","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.",NA,NA,NA,NA,"Edna Benincá","1992","05","26","Brasil","Santa Catarina","Criciúma","-49.373333","-28.6725","49º22'24''W","28º40'21''S",NA,NA,NA,"CRI007269","CRI007269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:25:54-03","UNESC","CRI","70","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.",NA,NA,NA,NA,"V. C. Zanette; A. Bortot & A. Cândido","1981","05","04","Brasil","Santa Catarina","Siderópolis","-49.425278","-28.598889","49º25'31''W","28º35'56''S",NA,NA,NA,"CRI007276","CRI007276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:25:54-03","UNESC","CRI","13606","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Renato Colares","2018","05","29","Renato Colares; Thuany Machado","2018","03",NA,"Brasil","Santa Catarina","Treviso","-49.453889","-28.535556","49º27'14''W","28º32'8''S","139","139","Habitat: Terrestre Habito: Herbácea","CRI012213",NA,"Campo Morozini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:25:54-03","UNESC","CRI","776","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.",NA,NA,NA,NA,"Vanilde C. Zanette; C. M. Martinello","1991","07","02","Brasil","Santa Catarina","Criciúma","-49.370278","-28.678333","49º22'13''W","28º40'42''S",NA,NA,NA,"CRI007286","CRI007286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:25:54-03","UNESC","CRI","14028","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Sônia M. F. Pavei",NA,NA,NA,"Sônia Pavei & Alcino Pavei",NA,NA,NA,"Brasil","Santa Catarina","Criciúma","-49.370278","-28.678333","49º22'13''W","28º40'42''S",NA,NA,"Flores branco-rosadas, folhas secas de coloração vermelha Habitat: Aquática Habito: Herbácea","CRI012678",NA,"Linha batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:34:00-03","UNESC","CRI","4159","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","V. C. Zanette",NA,NA,NA,"Valdemar Boff","1995","11","29","Brasil","Santa Catarina","Jacinto Machado","-49.761111","-29.000278","49º45'40''W","29º0'1''S","42","42",NA,"CRI007270","CRI007270","Pinheirinho.","343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-09-23 10:42:34-03","E","E","399439","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides",NA,NA,NA,NA,NA,"Buchtien, Otto","1904","03","26","CL","Región X [Los Lagos]","Provincia de Valdivia",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00399439 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00399439",NA,"Valdivia",NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:426553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-09-23 10:42:34-03","E","E","392056","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides",NA,NA,NA,NA,NA,"Bridges, Thomas Charles",NA,NA,NA,"CL","Región V [Valparaíso]","Provincia de Quillota",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00392056 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00392056",NA,"Quillota","356","Temperate South America","herbarium specimen of unspecif","BGBASE:429018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-09-23 10:42:34-03","E","E","392055","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides",NA,NA,NA,NA,NA,"Gillies, John",NA,NA,NA,"AR","Provincia de Mendoza",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00392055 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00392055",NA,"Mendoza",NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:429017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-09-23 10:42:34-03","E","E","392057","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides",NA,NA,NA,NA,NA,"King, Thomas",NA,NA,NA,"CL",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00392057 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00392057",NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:429019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","40845","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","A. Tupayachi H.",NA,NA,NA,"F. Chávez","1992","06","26","Peru","Cusco","Cusco","-71.12","-13.53",NA,NA,"3506","3506","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530259' target='other'> <mi>dwc_moreinfo</mi></a>","NY00040845",NA,"Dist Cusco. Sacsayhuaman hills around the city","773","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","687048","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","E. de Melo",NA,NA,NA,"F. C. Hoehne","1936","08","02","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=852433' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687048","NY00687048_01","Ilha Seca. Fazenda Guanabara.","s.n.","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01405454","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","O. Kosovsky",NA,NA,NA,"J. D. Boeke","1977","06","29","Peru","Amazonas","Chachapoyas",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2973041' target='other'> <mi>dwc_moreinfo</mi></a>","NY01405454","NY01405454_01","Leímebamba - Lajasbamba trail.","2063","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","687050","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","E. de Melo",NA,NA,NA,"C. F. S. Muniz","1982","03","18","Brazil","Paraná","Guairá","-54.2556","-24.08",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=852438' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687050","NY00687050_01","Parque Nacional de Sete Quedas","400","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","484759","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","R. L. Liesner",NA,NA,NA,"G. Davidse","1976","03","08","Brazil","São Paulo","Juquitiba","-47.06","-23.9303",NA,NA,"660","660","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530271' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484759","NY00484759_01","1 km NE of Juquitiba along Highway 116 to Curitiba","10922","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","484763","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","J. H. Kirkbride Jr.",NA,NA,NA,"G. Eiten","1965","01","28","Brazil","São Paulo","Sao Paulo","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530266' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484763","NY00484763_01","10 km due south of center of city. Along Av. Miguel Estefano just north of Parque do Estado","5793","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00863996","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.",NA,NA,NA,NA,"B. D. Sucre","1965","11","22","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954560' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863996","NY00863996_01","Área alagada do Zoobotânico.","882","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02200184","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.",NA,NA,NA,NA,"G. T. Prance","1969","02","09","Brazil","Roraima",NA,"-64.37","4.05",NA,NA,"760","760","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2333721' target='other'> <mi>dwc_moreinfo</mi></a>","NY02200184","NY02200184_01","Vicinity of Auaris, Rio Auaris, near Auaris","9745","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02316343","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","P. Pedraza-Peñalosa",NA,NA,NA,"P. Pedraza-Peñalosa","2012","09","11","Colombia","Antioquia","Frontino","-76.20836","6.63908",NA,NA,"1700","1750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1950222' target='other'> <mi>dwc_moreinfo</mi></a>","NY02316343","NY02316343_01","Corregimiento Carauta, Parque Nacional Natural Las Orquídeas, sector Tres Bocas, camino hacia la mina San Francisco, margen izquierda del río San Francisco","2779","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00863999","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","L. B. Smith",NA,NA,NA,"H. S. Irwin","1958","12","19","Brazil","Minas Gerais","Viçosa","-42.868031","-20.7613428",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954580' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863999","NY00863999_01","State Agricultural School, Viçosa","2288","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","687049","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","E. de Melo",NA,NA,NA,"M. R. F. Melo","1982","03","20","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"Collector listed on label as M. F. R. Melo, but should be M. R. F. Melo. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=852434' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687049","NY00687049_01","Sete Quedas","365","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2017-02-01 14:08:00-02","NY","NYBG","485049","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides",NA,NA,NA,NA,NA,"A. P. Rodrigo","1936","11",NA,"Argentina","Corrientes","Mercedes",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530269' target='other'> <mi>dwc_moreinfo</mi></a>","NY00485049",NA,"Camino al Iberá. Bañados del Ayuí","452","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","484772","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","E. de Melo",NA,NA,NA,"E. de Melo","1989","11","01","Brazil","Paraná","Castro","-50.0117","-24.7911",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530249' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484772","NY00484772_01","Rio Iapó","146","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","687192","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","S. A. Nicolau",NA,NA,NA,"S. A. Nicolau","1998","02","20","Brazil","São Paulo","Luís Antônio","-47.7","-21.55",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859424' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687192","NY00687192_01","Várzea do Jenipapo, área da Votorantim Papel e Celulose S. A.","2416","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00863998","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","R. A. Howard",NA,NA,NA,"H. S. Irwin","1971","02","01","Brazil","Minas Gerais","Ouro Preto","-43.5058333","-20.3874",NA,NA,"1650","1650","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954572' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863998","NY00863998_01","Serra do Espinhaço, lower slopes of Pico de Itacolomi, ca. 3 km S. of Ouro Preto",NA,"South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","484771","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","L. B. Smith; S. F. Smith",NA,NA,NA,"B. V. Skvortzov","1964","01","08","Brazil","São Paulo","Sao Paulo","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530251' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484771","NY00484771_01","Ca. 10 km due south of center of SAO PAULO. Parque do Estado, grounds of the Instituto de Botânica","214","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","484766","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","J. H. Kirkbride Jr.",NA,NA,NA,"G. Eiten","1965","10","28","Brazil","São Paulo","Santo André","-46.5297","-23.66",NA,NA,"760","760","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530260' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484766","NY00484766_01","1/2 km west of Campo Grande RR station on Santos-Jundiaí railroad line. Several km west of village of PARANAPIACABA","6380","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","484768","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","L. B. Smith",NA,NA,NA,"R. M. Klein","1953","10","20","Brazil","Santa Catarina","Ibirama","-49.5178","-27.0569",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530262' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484768","NY00484768_01",NA,"626","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","484760","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","R. A. Howard",NA,NA,NA,"A. M. Amorim","1994","05","10","Brazil","Bahia","Una","-39.08","-15.15",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484760","NY00484760_01","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Coletas efetuadas na Picada da Bandeira","1646","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02200183","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.",NA,NA,NA,NA,"J. U. M. dos Santos","1978","03","22","Brazil","Rondônia",NA,"-63.7693262","-10.9794376",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2333719' target='other'> <mi>dwc_moreinfo</mi></a>","NY02200183","NY02200183_01","Margem esquerda do rio Pacáas Novos, entre a 1a e 2a Cachoeira","236","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","484762","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","L. B. Smith; S. F. Smith",NA,NA,NA,"B. V. Skvortzov","1964","01","08","Brazil","São Paulo",NA,"-46.63","-23.6",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530250' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484762","NY00484762_01","Parque do Estado, ca. 10 km due south of center of SAO PAULO (Praça da Sé). Grounds of Inst. de Botânica","213","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00864000","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","R. A. Howard",NA,NA,NA,"R. M. Harley","1988","10","19","Brazil","Minas Gerais","Pedra Azul","-41.18","-16.12",NA,NA,"725","725","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954585' target='other'> <mi>dwc_moreinfo</mi></a>","NY00864000","NY00864000_01","12 km. ao leste da cidade na Rodovia BR 251 a Almenara, estrada para Faz. Bom Jardim.","25215","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2017-02-01 13:25:00-02","NY","NYBG","484814","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides setaceum","(Baldwin ex Elliott) Gleason","A. M. Cialdella",NA,NA,NA,"E. M. Zardini","1990","11","30","Paraguay","Central",NA,"-57.5","-25.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=514095' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484814",NA,"Tavarory, 1 km E of Río Paraguay","24484","South America","sheet",NA,"Magnoliophyta","Caryophyllales","setaceum",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","484813","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides setaceum","(Baldwin ex Elliott) Gleason",NA,NA,NA,NA,"G. Gardner","1837",NA,NA,"Brazil","Rio de Janeiro",NA,"-43.073169","-22.496706",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=514096' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484813","NY00484813_01","Serra dos Orgaos","II599","South America","sheet",NA,"Magnoliophyta","Caryophyllales","setaceum",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","484769","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","L. B. Smith",NA,NA,NA,"R. Reitz","1962","04","20","Brazil","Santa Catarina","Santa Cecília","-50.4267","-26.9608",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530263' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484769","NY00484769_01","Campo do Areao","12608","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA
