"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","individualCount","maximumElevationInMeters"
"11","2020-09-02 16:36:18-03","Cenargen","CEN","107139","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone, Zuloaga, Davidse & Filg.","J. F. M. Valls","G. O. Romão","2322","2007","10","03",NA,"Brasil",NA,NA,"Brasil - MG - São josé do Barreiro. Parque Nacional da Serra da Canastra, trilha para a parte baixa da Cachoeira Casca D'anta, acesso pela portaria 2.","-43.523055","-20.308611",NA,"Exsicatas","Frutículos creme. Próximo da cachoeira. Floresta Estacional. Doação Universidade de São Paulo Herbário ESA 127051.","CEN00107139","CEN00107139","2020","01",NA,NA,NA,"-43.523055","-20.308611","1",NA
"12","2020-09-02 16:36:18-03","Cenargen","CEN","107140","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone, Zuloaga, Davidse & Filg.","J. F. M. Valls","G. O. Romão","2323","2007","10","03",NA,"Brasil",NA,NA,"Brasil - MG - São josé do Barreiro. Parque Nacional da Serra da Canastra, trilha para a parte baixa da Cachoeira Casca D'anta, acesso pela portaria 2.","-43.523055","-20.308611",NA,"Exsicatas","Espigueta creme. Mata Ciliar e Floresta Estacional. Doação Universidade de São Paulo Herbário ESA 127052.","CEN00107140","CEN00107140","2020","01",NA,NA,NA,"-43.523055","-20.308611","1",NA
"13","2020-09-02 16:36:18-03","Cenargen","CEN","41352","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone, Zuloaga, Davidse & Filg.","T. S. Filgueiras","Tarcisio de Souza Filgueiras","3588","1999","09","11",NA,"Brasil","MG","SAO ROQUE DE MINAS","Parque Nacional da Serra da Canastra. Nascente do rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,"Exsicatas","Planta crescendo em ambas as margens. Inflorescência roxa. Doação da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE. Herbário da Reserva Ecológica do IBGE.","CEN00041352","CEN00041352","2001",NA,NA,"57119","auto",NA,NA,"1",NA
"14","2019-11-13 11:28:42-03","USP","SPF","204623","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone, Zuloaga, Davidse & Filg.","Rodrigues, RS","Pirani, JR","6400","2011","07","26",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,"SPF00204623","SPF00204623","2015","05",NA,"57119","auto",NA,NA,NA,NA
"15","2020-11-12 17:02:32-03","UEL","FUEL","29225","PreservedSpecimen","Plantae","Tracheophyta","Poales","Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone","Longhi-Wagner, HM","Lombardi, JA","1895","1997","07","14",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"2008",NA,NA,"57119","auto",NA,NA,NA,NA
"16","2019-11-01 15:16:01-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone, Zuloaga, Davidse & Filg.",NA,"Nakajima, JN; et al.","3780","2003","11","29","Southern America","Brasil","Minas Gerais","Delfinópolis","Estrada para Escada de pedras - Vão na Faz. do José Onório, Parque Nacional da Serra da Canastra","-46.633333","-20.434444","841",NA,"Planta 0,5m. Espiguetas ferrugíneas; Mata de galeria","UB0017162","UB0017162",NA,NA,NA,NA,NA,"-46.633333","-20.434444",NA,"841"
"17","2019-11-01 15:16:01-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone, Zuloaga, Davidse & Filg.","Filgueiras, TS","Filgueiras, TS; Rodrigues-Silva, R","3588","1999","09","11","Southern America","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.438056","-20.233333",NA,NA,"Erva ereta 1,2m. Inflorescência roxa; Solo: quartzito","UB0017159","UB0017159","2001",NA,NA,NA,NA,"-46.438056","-20.233333",NA,NA
"18","2020-08-04 12:48:57-03","UFU","HUFU","45180","S","Plantae",NA,NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone et al.","Melo, K.B.S.","Romero, R.; Arantes, A.A.A.; Bernardes, P.H.N.; Silva, M.A.O.; Caixeta, F.; et al.","7789","2006","07","12",NA,"Brasil","Minas Gerais","Capitólio","Região da represa de Furnas, Estrada atrás do Paraíso Perdido; ca. de 5 km da rodovia MG 050.","-46.0499992370605","-20.6152992248535",NA,NA,"Planta, ca. 1 m. Espiguetas vináceas.; Campo sujo.","HUFU00035827",NA,"2006","10","18","29474","auto",NA,NA,NA,NA
"19","2019-05-06 12:01:37-03","UFU","HUFU","49321","S","Plantae",NA,NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone et al.","Ferreira, F.M.","Bernardes, P.H.N.; Romero, R.; Melo, K.B.S. & Soares, P.N.","317","2007","11","07",NA,"Brasil","Minas Gerais","Capitólio","Região de Furnas, Paraíso Perdido, estrada após Paraíso Perdido, ca. de 4 km a frente.","-46.0499992370605","-20.6152992248535",NA,NA,"Planta ca. de 0,5 m. Espiguetas ferrugíneas.; Cerrado. Beira de rio.","HUFU00031439","HUFU00031439","2013","09","11","29474","auto",NA,NA,NA,NA
"20","2019-05-06 12:01:37-03","UFU","HUFU","28797","S","Plantae",NA,NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone et al.","Pacheco, R.A.","Romero, R.; Pacheco, R.A.; Nakajima, J.N. & Volpi, R.L.","6478","2002","10","11",NA,"Brasil","Minas Gerais","Delfinópolis","Fazenda José Antunes, Trilha da Escada de Pedras.","-46.8539009094238","-20.343900680542",NA,NA,"Planta, ca. 1 m. Brácteas e estigma creme.; Campo rupestre.","HUFU00035826",NA,"2004","04","23","41380","auto",NA,NA,NA,NA
"21","2019-05-06 12:01:37-03","UFU","HUFU","12756","S","Plantae",NA,NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone et al.","Ferreira, F.M.","Nakajima, J.N.; Ressel, K. & Guimarães, F.A.G.","1991","1996","07","11",NA,"Brasil","Minas Gerais","São Roque de Minas","Garagem de Pedras.","-46.3657989501953","-20.2453002929688",NA,NA,"Planta, ca. 0,8m. Espiguetas esverdeadas. Estigmas vinho.; Campo rupestre, vertente de córrego.","HUFU00031438","HUFU00031438","2013","09","11","57119","auto",NA,NA,NA,NA
"22","2020-08-04 12:48:57-03","UFU","HUFU","42947","S","Plantae",NA,NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone et al.","Bernardes, P.H.N.","Nakajima, J.N.; Romero, R.; Arantes, A.A.A.; Rezende, T.M. & Hattori, E.K.O.","3991","2005","09","30",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas, Estrada para Trilha do Sol.",NA,NA,NA,NA,"Planta ca. de 1,5 m. Espiguetas castanhas.; Fenda de rocha em vertente de córrego.","HUFU00035832",NA,"2006","09","11",NA,NA,NA,NA,NA,NA
"23","2020-08-04 12:48:57-03","UFU","HUFU","45179","S","Plantae",NA,NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone et al.","Melo, K.B.S.","Romero, R.; Arantes, A.A.A.; Bernardes, P.H.N.; Silva, M.A.O.; Caixeta, F.; et al.","7788","2006","07","12",NA,"Brasil","Minas Gerais","Capitólio","Região da represa de Furnas, Estrada atrás do Paraíso Perdido; ca. de 5 km da rodovia MG 050.","-46.0499992370605","-20.6152992248535",NA,NA,"Planta, ca. 0,8 m.; Campo sujo.","HUFU00035828",NA,"2006","10","18","29474","auto",NA,NA,NA,NA
"24","2020-08-04 12:48:57-03","UFU","HUFU","45442","S","Plantae",NA,NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone et al.","Melo, K.B.S.","Romero, R.; Arantes, A.A.A.; Bernardes, P.H.N.; Silva, M.A.O.; Caixeta, F.; et al.","7851","2006","07","13",NA,"Brasil","Minas Gerais","Capitólio","Região da represa de Furnas, Estrada para Cachoeira Feico da Serra.","-46.0499992370605","-20.6152992248535",NA,NA,"Planta, ca. 0,5 m. Espiguetas vináceas.; Beira da cachoeira.","HUFU00035833",NA,"2006","10","18","29474","auto",NA,NA,NA,NA
"25","2019-05-06 12:01:37-03","UFU","HUFU","48271","S","Plantae",NA,NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone et al.","Melo, K.B.S.","Bernardes, P.H.N.; Nakajima, J.N.; Melo, K.B.S.; Castro, W.S. & Oliveira, A.L.F.","192","2007","05","22",NA,"Brasil","Minas Gerais","Capitólio","Região de Furnas, Estrada para Gabi Exploração I.","-46.0499992370605","-20.6152992248535",NA,NA,"Erva, ca. 0,6 m. Inflorescência alva.; Campo rupestre.","HUFU00035834",NA,"2007","09","11","29474","auto",NA,NA,NA,NA
"26","2019-05-06 12:01:37-03","UFU","HUFU","48437","S","Plantae",NA,NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone et al.","Melo, K.B.S.","Bernardes, P.H.N.; Nakajima, J.N.; Melo, K.B.S.; Castro, W.S. & Oliveira, A.L.F.","141","2007","05","21",NA,"Brasil","Minas Gerais","Capitólio","Região de Furnas., Morro atrás da pousada do Rio Turvo.","-46.0499992370605","-20.6152992248535",NA,NA,"Erva, ca. 0,7 m. Inflorescência marrom arroxeada.; Cerrado rupestre.","HUFU00035835",NA,"2007","09","11","29474","auto",NA,NA,NA,NA
"27","2019-05-06 12:01:37-03","UFU","HUFU","38029","S","Plantae",NA,NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone et al.","Rocha, F.A.","Nakajima, J.N.; Romero, R.; Andrade, T.; Cesarotti, S.N.; Machado, A.B. & Rocha, F.A.","3857","2004","09","15",NA,"Brasil","Minas Gerais","Delfinópolis","Mata da Cachoeira do Alpinista","-46.8539009094238","-20.343900680542",NA,NA,"Gramínea, ca. 1 m. Espiguetas alvas.; Mata ciliar.","HUFU00035829",NA,"2004","10","27","41380","auto",NA,NA,NA,NA
"28","2019-05-06 12:01:37-03","UFU","HUFU","38103","S","Plantae",NA,NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone et al.","Ferreira, A.F.","Faria, C.A.; Silva, M.C.; Ferreira, A.F.; Santos, C.P. & Lima, M.O.","71","2004","09","15",NA,"Brasil","Minas Gerais","Delfinópolis","Mata da Cachoeira do Alpinista","-46.8539009094238","-20.343900680542",NA,NA,"Planta, ca. 1 m. Espiguetas creme.; Mata ciliar.","HUFU00035830",NA,"2004","10","27","41380","auto",NA,NA,NA,NA
"29","2019-05-06 12:01:37-03","UFU","HUFU","38204","S","Plantae",NA,NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone et al.","Faria, C.A.","Hattori, E.K.O.; Faria, C.A. & Magalhães, C.C.","438","2004","09","15",NA,"Brasil","Minas Gerais","Delfinópolis","Mata da Cachoeira do Alpinista","-46.8539009094238","-20.343900680542",NA,NA,"Planta, ca. 0,5 m. Espiguetas verde-claros.; Mata ciliar.","HUFU00035831",NA,"2004","10","13","41380","auto",NA,NA,NA,NA
"30","2019-05-06 12:01:37-03","UFU","HUFU","35771","S","Plantae",NA,NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone et al.","Ferreira, F.M.","Nakajima, J.N.; Romero, R.; Hattori, E.K.O.; Santos, A.P.M.; Volpi, R.L. & Pacheco, R.A.","3780","2003","11","29",NA,"Brasil","Minas Gerais","Delfinópolis","Parque Nacional da Serra da Canastra, Estrada para Escada de Pedras, vão na fazenda do José Onório.","-46.8539009094238","-20.343900680542",NA,NA,"Planta 0,5 m. Espiguetas ferrugíneas.; Mata de galeria.","HUFU00031440","HUFU00031440","2013","09","11","41380","auto",NA,NA,NA,NA
"31","2021-02-08 12:52:49-03","UFRGS","ICN","153753","S","Plantae","Monocotyledon",NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone, Zuloaga, Davidse & Filg.","Trevisan, R","Silva, AR","356","2007","12","14","América do Sul","Brasil","MG","Boa Esperança",NA,"-45.5657997131348","-21.0900001525879",NA,NA,"Doação do herbário HCF; Erva heliófita, ca. 0,30m de altura, entouceirada, rupícula. Sementes roxas.; Próxima à cachoeira.",NA,NA,"2008","05","20","37175","auto",NA,NA,NA,NA
"32","2021-02-08 12:52:49-03","UFRGS","ICN","143600","S","Plantae","Monocotyledon",NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone, Zuloaga, Davidse & Filg.","Filgueiras","Filgueiras, TS; da Silva, RR","3588","1999","09","11","América do Sul","Brasil","MG","São Roque de Minas","Parque Nacional da Serra da Canastra 20°14'60 S 46°26'17 W","-46.438056","-20.25",NA,NA,"Doação Herbário IBGE.; Erva ereta ca. 1,20m de altura; inflorescência roxa.; Solo quartzito. Nascente do Rio São Francisco. Planta crescendo em ambas as margens.",NA,NA,NA,NA,NA,NA,NA,"-46.438056","-20.25",NA,NA
"33","2021-02-08 12:52:49-03","UFRGS","ICN","187028","S","Plantae","Monocotyledon",NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone, Zuloaga, Davidse & Filg.","Filgueiras, TS","Filgueiras, TS; Silva, RR","3590","1999","09","11","América do Sul","Brasil","MG","São Roque de Minas","Parque Nacinal da Serra da Canastra 20°10'S 46°33'W","-46.55","-20.166667","900",NA,"Doação Herbário IBGE 66089; erva ereta, inflorescência roxa; crescendo sobre pedras, solo quartzito",NA,NA,NA,NA,NA,NA,NA,"-46.55","-20.166667",NA,"900"
"34","2019-11-21 10:15:02-03","IBt","SP","490795","S","Plantae",NA,NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone, Zuloaga, Davidse & Filg.","Filgueiras, TS","Romão, GO; Feliciano, CD","2322","2007","10","03",NA,"Brasil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Canastra, Trilha para a parte baixa da Cachoeira Casca d'Anta","-46.522778","-20.308611",NA,NA,NA,"SP041944","SP041944","2016","02","25",NA,NA,"-46.522778","-20.308611",NA,NA
"35","2019-11-21 10:15:00-03","IBt","SP","354971","S","Plantae",NA,NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone, Zuloaga, Davidse & Filg.","Filgueiras, TS","Filgueiras, TS; Silva, RR","3588","1999","09","11",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Nascente do Rio São Francisco","-46.438056","-20.25",NA,NA,NA,"SP041941","SP041941","2001",NA,NA,NA,NA,"-46.438056","-20.25",NA,NA
"36","2019-11-21 10:15:02-03","IBt","SP","411697","S","Plantae",NA,NA,"Poaceae","Canastra","lanceolata","Canastra lanceolata","(Filg.) Morrone, Zuloaga, Davidse & Filg.","Filgueiras, TS","Filgueiras, TS; Silva, RR","3589","1999","09","11",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Casca D' Anta","-46.516667","-20.283333","900",NA,NA,"SP041943","SP041943",NA,NA,NA,NA,NA,"-46.516667","-20.283333",NA,"900"
