"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","county","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"12","2021-03-15 16:37:00-03","NY","NYBG","00862720","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase","G. Davidse","N. A. Rosa","3136","1979","05","14","South America","Brazil","Maranhão","Km 427, margem da Rod. BR-316.","-44.1242","-4.1303",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946312' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862720","Coroatá","NY00862720_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1147052","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase","J. R. Swallen","W. A. Rodrigues","3876","1961","12","14","South America","Brazil","Amazonas","Rua Duque de Caxias. Terra firme, solo arenoso.","-60.025","-3.10194",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401403' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147052","Manaus","NY01147052_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1147065","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase",NA,"F. E. Drouet","2028",NA,NA,NA,"South America","Brazil","Pará",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400871' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147065",NA,"NY01147065_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","640665","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase",NA,"M. A. Chase","7725","1924","11","18","South America","Brazil","Pernambuco","Dois Irmaos. Vicinity of Pernambuco (Recife)","-34.950715","-8.007784",NA,"6","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=207728' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640665",NA,"NY00640665_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1147060","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase",NA,"B. V. Rabelo","3181",NA,NA,NA,"South America","Brazil","Amapá",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399786' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147060",NA,"NY01147060_01 NY01147060_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","865690","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase","E. C. Tenório","G. T. Prance","11960","1971","04","15","South America","Brazil","Acre","Estrada Alemanha","-72.58","-7.62",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=572395' target='other'> <mi>dwc_moreinfo</mi></a>","NY00865690","Cruzeiro do Sul","NY00865690_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1147061","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase","M. H. Nee","M. H. Nee","42378","1992","01","29","South America","Brazil","Amazonas","Distrito Agropecuário da SUFRAMA, Rodovia BR 174, Km 64, then 23 Km east on ZF3, Fazenda Esteio. Secondary growth and abandoned pastures between camp Colosso and camp Florestal. Common in places in pasture and along road.","-59.8885828","-2.4292245",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401408' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147061","Manaus","NY01147061_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1147047","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase",NA,"G. Davidse","17591","1980","03","29","South America","Brazil","Pará","36 Km southeast of Vigia, along highway PA-140 to Belém.","-48.1166669","-1.05","50","50","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400787' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147047","Vigía","NY01147047_01 NY01147047_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1147046","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase","E. C. Tenório","G. T. Prance","14113","1971","07","11","South America","Brazil","Amazonas","Rio Ituxi, lake west of Boca do Curuquetê; capoeira; creeping base.","-65.6946373","-8.3287049",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401400' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147046",NA,"NY01147046_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","640669","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase","C. D. Adams","C. D. Adams","14307","1977","02","08","South America","Trinidad and Tobago",NA,"Trinidad. New Road to Oropuche R., north of Valencia to Melajo Road",NA,NA,NA,NA,"sheet","2.8.77 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=207724' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1147066","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase",NA,"R. Spruce","s.n.","1949","11",NA,"South America","Brazil","Pará","In vicinibus Santarem","-54.740486","-2.449614",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400853' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147066",NA,"NY01147066_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00862746","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase",NA,"M. A. Chase","12072","1930","04","18","South America","Brazil","Goiás","Margin of Rio Doce, west of Rio Verde","-51","-17.67","300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946318' target='other'> <mi>dwc_moreinfo</mi></a>","NY00862746","Rio Verde","NY00862746_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1147053","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase","M. F. da Silva","W. A. Rodrigues","3883","1961","12","14","South America","Brazil","Amazonas","Km 8 da BR 17. Terra firme, solo argiloso, descampado.","-60.025","-3.10194",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401404' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147053","Manaus","NY01147053_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1147048","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase",NA,"D. G. Campbell","P22057","1974","04","21","South America","Brazil","Amazonas","Across river from Maués, farm of Francisco Merheri","-57.7541775","-3.4058142",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399858' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1147049","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase",NA,"S. R. Hill","12799","1983","06","23","South America","Brazil","Amazonas","15 Km E of Borba; region of the rio Madeira. Common repent grass at roadside and near habitations, clay soil, terra firme forest.","-59.583333","-4.383333",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401401' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147049","Borba","NY01147049_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1147057","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase","G. Davidse","S. R. Hill","12998","1983","07","08","South America","Brazil","Amazonas","Dominant grass triling on levee along river in guaraná plantation; E bank of Rio Abacaxis; black water; across from Axinim, Fazenda of Francisco Ceará.","-58.683333","-4.166667",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401406' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147057",NA,"NY01147057_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","640667","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase","G. Davidse","F. R. Fosberg","28887","1947","10","30","South America","Peru","Ucayali","[Loreto] Environs of Pucalipa, on Rio Ucayali","-74.6","-8.43","180","180","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=207720' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640667","Coronel Portillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1147058","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase","W. A. Rodrigues","W. A. Rodrigues","8556","1968","09","15","South America","Brazil","Amazonas","Estrada Manaus-Caracaraí, Km 3; abundante num caminho de roça de solo arenoso.","-60.033347","-2.9538868",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401407' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147058","Manaus","NY01147058_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1147064","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase",NA,"Y. E. J. Mexia","5905","1931","01","29","South America","Brazil","Para","Castanhal. Fazenda Setenta-dois.","-48.5043983459473","-1.4558299779892","70",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400838' target='other'> <mi>dwc_moreinfo</mi></a>","NY01147064","Belém","NY01147064_01","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-08 11:09:51-03","UNESP-IBB","BOTU","16423","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase",NA,"Janssen, A.","41","1979","12","23",NA,"Brasil","Amazonas",NA,"-63.166667","-7.516667",NA,NA,NA,"Ruderal.","BOTU016423","Humaitá",NA,NA,NA,"63°10'w","7°31's",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:53:26-03","EAO","IAN","111873","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase",NA,"Solis, MA","19606","1950","09","21","Southern America","Equador",NA,"Loc.: Quinindé, Prov. Esmeraldas, Reg. Occidental.",NA,NA,"130","130",NA,"Gramíneas, estolónica, espigas, granulosas, hojas cintiformes.","IAN111873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:53:26-03","EAO","IAN","116725","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase",NA,"Anderson, EL","1103","1950","02","19","Southern America","Peru",NA,"State or Dept. San Martin. Sandy clay-acid. Roadside feney non.",NA,NA,NA,NA,NA,"Dense small colonies, tralling erect. 10 - 30 cm.","IAN116725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:53:26-03","EAO","IAN","12579","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase","Chase, A","Baldwin Jr., JT","3365","1944","02","06","Southern America","Brasil","Amazonas","Moura, Rio Negro.",NA,NA,NA,NA,NA,NA,"IAN012579",NA,"IAN012579 IAN012579_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:53:26-03","EAO","IAN","150294","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase","Bouças, PRP","Cordeiro, MR","630","1975","08","25","Southern America","Brasil","Rondônia","Margem da Estrada.",NA,NA,NA,NA,NA,"Planta rasteira.","IAN150294",NA,NA,NA,NA,NA,NA,"1976","05",NA,NA,NA,NA,NA
"36","2021-03-30 12:53:26-03","EAO","IAN","154248","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase",NA,"Bouças, PRP; Pinheiro, GS","235","1977","07",NA,"Southern America","Brasil","Pará","Levantamento de Ervas invasoras na várzea do Rio Guamá. Irrigação.",NA,NA,NA,NA,NA,NA,"IAN154248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:53:26-03","EAO","IAN","154438","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase",NA,"Steyermark, JA; Bunting, GS","102706","1968","04","12","Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"IAN154438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:53:26-03","EAO","IAN","156490","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase","Coradin, L","Coradin, L; Cordeiro, MR","1066","1977","11","09","Southern America","Brasil","Roraima","Along BR-174 road. Between Caracaraí and Rio Branco (Raft.) Common alongside of secondary forest. Moist, sandy soil.","-59.254167","0.737222",NA,NA,NA,"Perennial grass with long leafy runners. Rooting at the nodes, more or less decumbent flowering forest. Specimen was preserved with 1.5% Pentachlorphenol in alcohol.","IAN156490",NA,NA,NA,NA,"-59.254167","0.737222","1977","12",NA,NA,NA,NA,NA
"39","2021-03-30 12:53:26-03","EAO","IAN","157724","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase","Davidse, G","Nee, MH","7143","1973","09","25",NA,"Panamá",NA,"Sand and gravel bars along Rio Guanche, 0,5 - 1 km upstream from Puerto Pilon - Portobelo road. 6 km S of Portobelo.",NA,NA,"30","30",NA,"Forming a solid low stand with extensively creeping stems.","IAN157724",NA,NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:53:26-03","EAO","IAN","158486","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase",NA,"Equipe do Proj. Rondon","s.n.","1983","01","04","Southern America","Brasil","Amapá","Serra do Navio. Margem da estrada.","-52.916667","-0.916667",NA,NA,NA,"Erva estolonífera de inflorescência esverdeada.","IAN158486",NA,NA,NA,NA,"-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:53:26-03","EAO","IAN","176148","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase",NA,"Almeida, SS de; Cordeiro, MR","816","1991","11","05","Southern America","Brasil","Roraima","Serra do Surucucu. Margem de igarapé da barragem da FUNAI. Sobre rocha.","-59.254167","0.737222",NA,NA,NA,"Capim de 35 cm. Inflorescência esverdeada.","IAN176148",NA,NA,NA,NA,"-59.254167","0.737222",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:53:26-03","EAO","IAN","184318","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase","Silva, CAS da","Gurgel, ESC; Lobato, LCB","648","2008","05","18","Southern America","Brasil","Amazonas","Base de Operações Geólogo Pedro de Moura, rotatória Vitória - Régia, pólo acesso, atrás do RUC 20, borda da clareira artificial.","-65.315556","-4.889444",NA,NA,NA,"Erva. Frutos secos, imaturos verdes.","IAN184318","Coari",NA,NA,NA,"-65.315556","-4.889444","2009","01",NA,NA,NA,NA,NA
"43","2021-03-30 12:53:26-03","EAO","IAN","65908","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase",NA,"Luetzelberg, P von","21460","1927","08",NA,"Southern America","Brasil",NA,"Rio Branco, Cujubim.",NA,NA,NA,NA,NA,NA,"IAN065908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:53:26-03","EAO","IAN","71806","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase",NA,"Black, GA","13440","1951","09","11","Southern America","Brasil","Roraima","Boa Vista-Caracaraí; campo de aviação. Vizinhança de Mucajaí.","-59.254167","0.737222",NA,NA,NA,"Capim raro.","IAN071806",NA,NA,NA,NA,"-59.254167","0.737222",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:53:26-03","EAO","IAN","75254","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase",NA,"Fróes, RL","28472","1952","04","03","Southern America","Brasil","Amazonas","Rio Içana, Santa Ana.",NA,NA,NA,NA,NA,"Capim em terreno cultivado.","IAN075254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:53:26-03","EAO","IAN","78000","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase",NA,"Silva, JF da","327","1952","08","10","Southern America","Brasil","Rondônia","Rio Yata; campo.",NA,NA,NA,NA,NA,"Capim.","IAN078000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:53:26-03","EAO","IAN","84896","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase",NA,"Ledoux, PVD","221","1952","10","17","Southern America","Brasil","Pará","S;itio Tucunduba. Capoeira em direção a um igarapé.",NA,NA,NA,NA,NA,"Antese e frutos.","IAN084896","João Coelho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-30 12:53:26-03","EAO","IAN","85412","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase",NA,"Black, GA; Vincent","17483","1954","10","31",NA,"Guiana Francesa",NA,"Estrada Cayenne-Kourou, km 20. À beira da estrada.",NA,NA,NA,NA,NA,NA,"IAN085412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-30 12:53:26-03","EAO","IAN","89098","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Homolepis","aturensis","Homolepis aturensis","(Kunth) Chase",NA,"Black, GA","18155","1954","11","17",NA,"Guiana Francesa",NA,"Rochambeau; campo de aviação.",NA,NA,NA,NA,NA,"Perene, com estolhos.","IAN089098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
