"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"11","2019-11-21 14:37:20-03","UFJF","CESJ","65163","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Besleria","grandifolia","Besleria grandifolia","Schott","G.E. Ferreira","L.L. Justino; A. Cabral; M.C.A. Mota; V.D. Paiva","88","América do Sul","Brasil","RPPN Mato Limpo, Mata da Cachoeira Mato Limpo.",NA,"Erva aproximadamente 50 cm, no interior da floresta nebular. Solo úmido. Flores amarelas.","CESJ065163",NA,"2014","08","29","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,"20815","auto","2015","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-11-21 14:37:20-03","UFJF","CESJ","9562","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Besleria","grandifolia","Besleria grandifolia","Schott","A. Chautems","L. Krieger; Eliana","CESJ9562","América do Sul","Brasil","Vale do Bonsucesso, Estrada do contorno",NA,"Na mata, lugar úmido, arbusto de 1 m, cálice amarelo, corola branca.","CESJ009562",NA,"1980","11","01","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,"36524","auto","2018","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-08-20 10:15:39-03","UNICAMP","UEC","26135","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.",NA,"Davis, PH; Kinoshita, LS; Semir, J; Shepherd, GJ; Cruz, ND; Felippe, GM","2929",NA,"Brazil","Entre Monteiro Lobato e Campos do Jordão",NA,"flor, Subarbusto até 50 cm. Sépalas amarelas mais escuras, pétalas amarelo-claro. Beira de estrada.","UEC134778","UEC134778","1976","09","28","São Paulo","Monteiro Lobato","-45.8400001525879","-22.9500007629395","850","850","18755","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:31:42-03","UNICAMP","UEC","186153","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Torres, RB","Yamaki, HO; et al.","017",NA,"Brazil","Brasil, São Paulo, Município de Pindamonhangaba; Votorantim; Ambiente úmido. (-22.45431 N; -45.2753L).",NA,"Arbusto 1m alt., Flores amarelas.","UEC111458","UEC111458","2006","10","11","São Paulo","Pindamonhangaba","-45.4599990844727","-22.9200000762939","765","765","24176","auto","2007","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2014-10-14 15:56:38-03","BS","M","M-0185537","S","Plantae","Magnoliophyta","Lamiales","Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.",NA,"Martius, C.F.P. von",NA,NA,"Brasil","Habitat in sylv. umbrosis ad Mandiocea. Provinciae R. d. J.",NA,NA,"M0185537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","TYPE",NA,NA,NA,NA
"16","2014-10-14 15:56:38-03","BS","M","M-0185538","S","Plantae","Magnoliophyta","Lamiales","Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.",NA,"Martius, C.F.P. von",NA,NA,"Brasil","Prov. R. de Janeiro.",NA,NA,"M0185538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","TYPE",NA,NA,NA,NA
"17","2014-10-14 15:56:38-03","BS","M","M-0185539","S","Plantae","Magnoliophyta","Lamiales","Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.",NA,"Martius, C.F.P. von",NA,NA,"Brasil","Brasiliae. In sylvis udis ad scaturigines et rivos in Serra de Estrella, prov. Rio de Janeiro.",NA,NA,"M0185539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","TYPE",NA,NA,NA,NA
"18","2020-06-29 09:30:33-03","UFRRJ","RBR","7697","S","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","T. Lopes","M.M.S. Conde","452",NA,"Brasil","REBIO do Tinguá, Estrada Barrelão-Reunião, beira da Estrada. Reserva Biológica do Tinguá",NA,NA,"RBR00007697","RBR00007697","1996","05","14","Rio de Janeiro","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,"25743","auto","2004","08",NA,NA,"20",NA,NA,NA,NA,NA,NA
"19","2020-06-29 09:30:33-03","UFRRJ","RBR","7694","S","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","A. Chautens","I.M. Silva","352",NA,"Brasil","REBIO do Tinguá, Estrada entre a Represa do Barrelão e Reunião. Reserva Biológica do Tinguá",NA,NA,"RBR00007694","RBR00007694","1995","04","17","Rio de Janeiro","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,"25743","auto","1998","12",NA,NA,"17",NA,NA,NA,NA,NA,NA
"20","2020-06-29 09:30:33-03","UFRRJ","RBR","7695","S","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","A. Chautens","M.V.L. Pereira-Moura","639",NA,"Brasil","REBIO do Tinguá Reserva Biológica do Tinguá",NA,NA,"RBR00007695","RBR00007695","1993","08","23","Rio de Janeiro","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,"25743","auto","1998","12",NA,NA,"17",NA,NA,NA,NA,NA,NA
"21","2020-06-29 09:30:33-03","UFRRJ","RBR","7692","S","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","A. Chautens","A.L. Peixoto","1934B",NA,"Brasil","REBIO do Tinguá Reserva Biológica do Tinguá",NA,NA,"RBR00007692","RBR00007692","1983","11","26","Rio de Janeiro","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,"25743","auto","1998","12",NA,NA,"17",NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:29:01-03","MBM","MBM","414381","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Besleria","grandifolia","Besleria grandifolia","Schott","Lopes, T.","Krieger, L.; Eliana; Eliana","CESJ9562","Southern America","Brazil","Vale do Bonsucesso, Estrada do contorno",NA,"Na mata, em lugar úmido.","MBM414381",NA,"1980","11","01","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,"36524","auto","2004","07",NA,NA,"12",NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:29:03-03","MBM","MBM","92801","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Chautems, A.","Martinelli, G.; et al.; et al.","9604","Southern America","Brazil","IBDF",NA,NA,"MBM092801","MBM092801","1983","10","06","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:29:03-03","MBM","MBM","22127","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Flaster, B.","Pabst, G.","5400","Southern America","Brazil","Estrada Rio de Janeiro, Rio Tinguá",NA,NA,"MBM022127","MBM022127",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:29:03-03","MBM","MBM","410091","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Chautems, A.","Silva Neto, S.J.; Silva, W. da; Silva, W. da","307","Southern America","Brazil","Margem da estrada para a Represa de Itacolomi.",NA,"Arbusto ciófilo, cerca de 3 m de altura, folhas discolores membranáceas, frutos imaturos verdes com cálice persistente verde-amarelado.","MBM410091","MBM410091","1993","10","06","Rio de Janeiro","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,"25743","auto","2003","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-01 15:33:06-03","PUC-RIO","FCAB","7559","PreservedSpecimen","Plantae",NA,"Angiospermae","Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Haroldo C. de Lima","Haroldo C. de Lima; J.M.A. Braga; L.J.T. Cardoso; C. de Carvalho; W. da Silva","8375",NA,"Brasil","Reserva Biológica do Tinguá. Tinguá, Estrada do Comércio, a 3,4 km após o entrocamento para a Sede da Rebio, Três Voltas",NA,"Subarbusto com 0,5 m alt. Botões esverdeados; flores com cálice verde e corola amarela; frutos jovens esverdeados. Frequente nos locais úmidos.; Mata de encosta.","FCAB007559",NA,"2016","11","02","Rio de Janeiro","Nova Iguaçu","-43.462222","-22.576389","590","590",NA,NA,"2016","11","-43.462222","-22.576389",NA,NA,NA,NA,NA,NA,NA
"27","2019-11-01 15:33:06-03","PUC-RIO","FCAB","7561","PreservedSpecimen","Plantae",NA,"Angiospermae","Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Haroldo C. de Lima","Haroldo C. de Lima; J.M.A. Braga; L.J.T. Cardoso; C. de Carvalho; W. da Silva","8368",NA,"Brasil","Reserva Biológica do Tinguá. Tinguá, Estrada do Comércio, a 3,2 km após o entrocamento para a Sede da Rebio, próximo ao bananal do Manoel Ramos",NA,"Subarbusto com 0,5-0,7 m alt. Flores amarelas. Muito comum nas áreas úmidas.; Mata de encosta.","FCAB007561",NA,"2016","11","02","Rio de Janeiro","Nova Iguaçu","-43.461389","-22.592778","522","522",NA,NA,"2016","11","-43.461389","-22.592778",NA,NA,NA,NA,NA,NA,NA
"28","2019-11-01 15:28:19-03","PUC-RIO","FCAB","1323","PreservedSpecimen","Plantae",NA,"Angiospermae","Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Dr. Kulhmann","P. Capell S.J.","s.n.",NA,"Brasil",NA,NA,"Floresta da serra.","001323",NA,"1953","08","14","Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2015-09-04 11:57:05-03","MNHN","RECOLNAT_MNHN_P","P03509693","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Besleria","grandifolia","Besleria grandifolia","Schott",NA,"Glaziou, A.",NA,NA,"Brésil","Rio de Janeiro (env.) : Serra de Coelho, près de Rezende","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03509693' target='other'> <mi>dwc_moreinfo</mi></a>","P03509693","P03509693_01","1876","11","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8818",NA,NA,NA
"30","2016-07-29 12:53:22-03","MNHN","RECOLNAT_MNHN_P","P03528716","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Besleria","grandifolia","Besleria grandifolia","Schott","Ferreira","Weddell, H.A.",NA,NA,"Brésil","Serra d'Estrella","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03528716' target='other'> <mi>dwc_moreinfo</mi></a>","P03528716","P03528716_01","1844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"779",NA,NA,NA
"31","2015-09-04 11:51:24-03","MNHN","RECOLNAT_MNHN_P","P03528717","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Besleria","grandifolia","Besleria grandifolia","Schott","Ferreira","Weddell, H.A.",NA,NA,"Brésil","Serra d'Estrella","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03528717' target='other'> <mi>dwc_moreinfo</mi></a>","P03528717","P03528717_01","1844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"779",NA,NA,NA
"32","2015-09-04 11:51:24-03","MNHN","RECOLNAT_MNHN_P","P03528720","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Besleria","grandifolia","Besleria grandifolia","Schott","Ferreira","Glaziou, A.",NA,NA,"Brésil","Rio de Janeiro (env.) : Serra de Coelho, près de Rezende","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03528720' target='other'> <mi>dwc_moreinfo</mi></a>","P03528720","P03528720_01","1876","11","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8818",NA,NA,NA
"33","2015-09-04 11:51:24-03","MNHN","RECOLNAT_MNHN_P","P03528713","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.",NA,"Glaziou, A.",NA,NA,"Brésil","Rio de Janeiro (env.) : Serra de Jose Vaz, près de Rezembe","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03528713' target='other'> <mi>dwc_moreinfo</mi></a>","P03528713","P03528713_01","1874","7","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7797",NA,NA,NA
"34","2015-09-04 11:51:24-03","MNHN","RECOLNAT_MNHN_P","P03528714","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.",NA,"Glaziou, A.",NA,NA,"Brésil","Rio de Janeiro (env.) : Serra de Jose Vaz, près de Rezembe","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03528714' target='other'> <mi>dwc_moreinfo</mi></a>","P03528714","P03528714_01","1874","7","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7797",NA,NA,NA
"35","2016-07-29 12:52:22-03","MNHN","RECOLNAT_MNHN_P","P03528715","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.",NA,"Vauthier, A.-C.",NA,NA,"Brésil","Prov. Rio de Janeiro : Serra dos Orgaos, dans les bois","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03528715' target='other'> <mi>dwc_moreinfo</mi></a>","P03528715","P03528715_01 P03528715_02","1833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"555",NA,NA,NA
"36","2015-09-04 11:51:24-03","MNHN","RECOLNAT_MNHN_P","P03528718","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.",NA,"Vauthier, A.-C.",NA,NA,"Brésil","Prov. Rio de Janeiro : Serra dos Orgaos, dans les bois","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03528718' target='other'> <mi>dwc_moreinfo</mi></a>","P03528718","P03528718_01 P03528718_02","1833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"555",NA,NA,NA
"37","2016-07-29 12:43:10-03","MNHN","RECOLNAT_MNHN_P","P03528719","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.",NA,"Glaziou, A.",NA,NA,"Brésil","Rio de Janeiro (env.) : Serra da Estrella","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03528719' target='other'> <mi>dwc_moreinfo</mi></a>","P03528719","P03528719_01","1882","8","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14042",NA,NA,NA
"38","2020-12-11 11:36:40-03","UFMG","BHCB","57040","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.",NA,"Salino, A; Melo, LCN","5918","Southern America","Brasil","Usina Hidrelétrica de Paes Leme.",NA,"Erva com até 1m de altura, cálice amarelado e frutos imaturos verdes, borda de mata.",NA,NA,"2000","11","14","Minas Gerais","Passa-Vinte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:36:40-03","UFMG","BHCB","54032","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.",NA,"Tameirão Neto, E","2803","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro","Resende","-44.4467010498047","-22.468900680542",NA,NA,"36089","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-08-31 08:59:01-03","INPA","INPA","262029","S","Plantae","Dicotyledon Asterids","Lamiales","Gesneriaceae","Besleria","grandifolia","Besleria grandifolia","Schott","Chautems, A","Vaz, AMSF de F.","827","Southern America","Brasil","Distrito de Terra Fria, estrada para a fazenda do Ribeirão vermelho, picada aberta na mata.",NA,NA,"INPA0262029",NA,"1990","10","20","Rio de Janeiro","Santa Maria Madalena","-42.0080986022949","-21.9552993774414","600","900","30526","auto","1997","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-08-31 08:59:01-03","INPA","INPA","281859","S","Plantae","Dicotyledon Asterids","Lamiales","Gesneriaceae","Besleria","grandifolia","Besleria grandifolia","Schott",NA,"Ferreira, GE","279","Southern America","Brasil","BR-040, Estrada vicinal no km 87",NA,NA,"INPA0281859",NA,"2014","10","03","Rio de Janeiro","Petrópolis","-43.390556","-23.955",NA,NA,NA,NA,NA,NA,"-43.390556","-23.955",NA,NA,NA,NA,NA,NA,NA
"42","2021-01-10 20:44:32-03","INPA","INPA","262048","S","Plantae","Dicotyledon Asterids","Lamiales","Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Chautems, A","Gonzaga, LAP","RB250968","Southern America","Brasil","Serra do Tinguá, próximo a Xerém.",NA,NA,"INPA0262048",NA,"1986","09","13","Rio de Janeiro","Duque de Caxias","-43.3116989135742","-22.7856006622314","100","100","34388","auto","2003","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-08-31 08:59:01-03","INPA","INPA","262045","S","Plantae","Dicotyledon Asterids","Lamiales","Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Chautems, A","Gomes-Klein, VL","568","Southern America","Brasil","Ipiabas, na margem da mata próximo ao Rancho Santo Antônio.",NA,NA,"INPA0262045",NA,"1988","10","25","Rio de Janeiro","Barra do Piraí","-43.8255996704102","-22.4699993133545",NA,NA,"27638","auto","1997","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-08-31 08:59:01-03","INPA","INPA","262047","S","Plantae","Dicotyledon Asterids","Lamiales","Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Chautems, A","Silva Neto, SJ da","307","Southern America","Brasil","Margem da estrada para a Represa de Itacolomi.",NA,NA,"INPA0262047",NA,"1993","10","06","Rio de Janeiro","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,"25743","auto","2003","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-08-31 08:59:01-03","INPA","INPA","262044","S","Plantae","Dicotyledon Asterids","Lamiales","Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Chautems, A","Brade, AC","18624","Southern America","Brasil","Tinguá.",NA,NA,"INPA0262044",NA,"1946","10","01","Rio de Janeiro","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,"25743","auto","2003","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-01-10 20:44:32-03","INPA","INPA","262042","S","Plantae","Dicotyledon Asterids","Lamiales","Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Leitman, M","Martinelli, G","9604","Southern America","Brasil","Floresta de preservação Permanete - IBDF, Rocio, mata do facão, 8 Km da BR-040.",NA,NA,"INPA0262042",NA,"1983","10","06","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666","1050","1150","36524","auto","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-08-31 08:59:01-03","INPA","INPA","262043","S","Plantae","Dicotyledon Asterids","Lamiales","Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Lopes, T","Lobão, AQ","455a","Southern America","Brasil","Vale das Flores, na beira do rio das Flores.",NA,NA,"INPA0262043",NA,"1999","09","07","Rio de Janeiro","Resende","-44.4467010498047","-22.468900680542",NA,NA,"36089","auto","2004","02",NA,NA,"02",NA,NA,NA,NA,NA,NA
"48","2020-08-31 08:59:01-03","INPA","INPA","262046","S","Plantae","Dicotyledon Asterids","Lamiales","Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Leitman, M","Carauta, JPP","2801","Southern America","Brasil","Serra do Rifa.",NA,NA,"INPA0262046",NA,"1977","11","25","Rio de Janeiro","Santa Maria Madalena","-42.0080986022949","-21.9552993774414",NA,NA,"30526","auto","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-09-12 05:00:02-03","US","US","1484154","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Besleria","grandifolia","Besleria grandifolia","Schott","Ferreira, G. E.","L. Riedel","s.n.","South America - Neotropics","Brazil",NA,NA,NA,"US00079804","US00079804_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
