"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","fieldNumber","individualCount","infraspecificEpithet"
"11","2016-11-01 11:22:00-02","NY","NYBG","00861479","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","J. A. Ratter","R999","1968","04","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933461' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861479","Magnoliophyta","Poales",NA,NA,"Mato Grosso",NA,"8 km NE of the Base Camp of the Expedition. (close to the Xavantina-São Felix road.)","-51.87","-12.9",NA,NA,"NY00861479_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-11-01 11:22:00-02","NY","NYBG","00861481","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","M. A. Chase","8888","1925","03","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933466' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861481","Magnoliophyta","Poales",NA,NA,"Minas Gerais",NA,"Antonio Justiniano, 17 km. South of Oliveira",NA,NA,"875","875","NY00861481_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00861786","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","G. Eiten","4382","1962","04","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936591' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861786","Magnoliophyta","Poales","(Lag.) Chase",NA,"Maranhão","Loreto","Ilha de Balsas region, between the Rios Balsas and Parnaíba. Ca. 2/3 km S of main house of Fazenda Morros, about 35 km south of Lorêto.","-45.07","-7.38","300","300","NY00861786_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00861760","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","R. R. Brooks","BRASPEX #127","1988","04","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936460' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861760","Magnoliophyta","Poales","(Lag.) Chase",NA,"Goiás","Santa Rita do Novo Destino","Fazenda Buracão, approx. 35 km (by road) N. of Goianésia","-49.05","-15.07",NA,NA,"NY00861760_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","629854","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","A. S. Hitchcock","559","1912","12","23","South America","Trinidad and Tobago","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=15699' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629854","Magnoliophyta","Poales","(Lag.) Chase",NA,NA,NA,"Trinidad. Northeast of St. Joseph",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00861425","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","E. P. Heringer","18340","1982","05","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933442' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861425","Magnoliophyta","Poales","(Lag.) Chase","T. de S. Filgueiras","Goiás","Luziânia","15 km ao sul da cidade, margem do Rio Vermelho","-47.9503","-16.2528",NA,NA,"NY00861425_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","628886","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","P. K. H. Dusén","16838","1915","03","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=533372' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628886","Magnoliophyta","Poales","(Lag.) Chase","M. A. Chase","Paraná","Lapa","Capao Bonito","-49.7156","-25.7697","790","790","NY00628886_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-11-01 11:22:00-02","NY","NYBG","00861477","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","J. A. Ratter","R821","1968","04","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933449' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861477","Magnoliophyta","Poales",NA,NA,"Mato Grosso",NA,"7 km. SW of Xavantina","-52.33","-14.73","500","500","NY00861477_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00861447","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","W. R. Anderson","9342","1973","04","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933372' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861447","Magnoliophyta","Poales","(Lag.) Chase","G. Davidse","Minas Gerais",NA,"Rio Pandeiros, ca. 52 km by road W of Janúaria near road to Serra das Araras","-44.83","-15.45","520","520","NY00861447_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00861482","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","G. Eiten","4177","1962","04","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933472' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861482","Magnoliophyta","Poales","(Lag.) Chase","J. R. Swallen","Maranhão","Loreto","Ilha de Balsas region between the Rios Balsas and Parnaíba. About 20 km south of Loreto. On trail from Fazenda Santa Rita to Faz. Trabalhosa","-45.12","-7.22","200","300","NY00861482_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","629816","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","J. C. de Moraes Vasconcelos","5865","1945","10","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=15700' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629816","Magnoliophyta","Poales","(Lag.) Chase",NA,"Paraíba",NA,"(Areia)","-35.712202","-6.95148",NA,NA,"NY00629816_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00861451","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","E. P. Heringer","6761","1981","04","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933443' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861451","Magnoliophyta","Poales","(Lag.) Chase","T. de S. Filgueiras","Distrito Federal","Brasília","Bacia do Rio Sao Bartolomeu, adjacências do córrego Cachoeirinha","-47.9294","-15.7797",NA,NA,"NY00861451_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-11-01 11:22:00-02","NY","NYBG","00861455","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","G. Davidse","12259","1976","04","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933463' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861455","Magnoliophyta","Poales",NA,NA,"Goiás","Hidrolândia","26-31 km S of Goiânia along Highway BR-153","-49.2281","-16.9622","810","860","NY00861455_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00861476","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","M. C. Garcia Kirkbride","1495","1981","02","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933446' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861476","Magnoliophyta","Poales","(Lag.) Chase","T. de S. Filgueiras","Distrito Federal","Brasília","Fazenda Agua Limpa. Campo Experimental da UnB","-47.9","-15.95","1100","1100","NY00861476_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00861422","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","W. R. Anderson","9111","1973","04","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933374' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861422","Magnoliophyta","Poales","(Lag.) Chase","G. Davidse","Minas Gerais",NA,"About 1 km E of Rio Pandeiros, near road to Januária","-44.73","-15.52","520","520","NY00861422_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-11-01 11:22:00-02","NY","NYBG","00861453","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","J. A. Ratter","R83","1967","07","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861453","Magnoliophyta","Poales",NA,NA,"Mato Grosso","Barra do Garças","50 km S. of Xavantina on Xavantina-Aragarças road","-52.2567","-15.8903",NA,NA,"NY00861453_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","629855","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","H. F. Pittier","2741","1920",NA,NA,"South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=15701' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629855","Magnoliophyta","Poales","(Lag.) Chase",NA,"Carabobo",NA,"Vicinity of Valencia. Hills of Prebo",NA,NA,"400","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-11-01 11:22:00-02","NY","NYBG","00861448","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","P. W. Richards","6431","1968","07","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933375' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861448","Magnoliophyta","Poales",NA,NA,"Mato Grosso",NA,"Plot 3, P/C transect, Xavantina","-52.23","-14.63",NA,NA,"NY00861448_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-11-01 11:22:00-02","NY","NYBG","00861478","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","J. A. Ratter","R2087","1968","07","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933459' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861478","Magnoliophyta","Poales",NA,NA,"Mato Grosso",NA,"Close to base Camp of the Expedition. (C. 270 km. N. of Xavantina on the Xavantina - Sâo Felix road)","-51.87","-12.9",NA,NA,"NY00861478_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","629838","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","T. J. Killeen","2113","1986","07","19","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=533373' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629838","Magnoliophyta","Poales","(Lag.) Chase","T. J. Killeen","Santa Cruz","Ignacio Warnes","Pampa Viru Viru, 1 km E of airport","-63.17","-17.67","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-11-01 11:22:00-02","NY","NYBG","00861458","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","D. R. Hunt","5803","1966","06","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933473' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861458","Magnoliophyta","Poales",NA,NA,"Mato Grosso","Água Boa","Xavantina - Cachimbo road, 80 km. from Xavantina","-52.1583","-14.0503","600","1000","NY00861458_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-11-01 11:17:00-02","NY","NYBG","00861785","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","J. G. Kuhlmann","1720I","1918","03",NA,"South America","Brazil","sheet",NA,"Exp. Rondon Cuiabá-S. Miguel <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936582' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861785","Magnoliophyta","Poales",NA,NA,"Mato Grosso",NA,"Estrada do Diamantino",NA,NA,NA,NA,"NY00861785_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-11-01 11:22:00-02","NY","NYBG","00861456","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","M. A. Chase","10795","1930","02","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933467' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861456","Magnoliophyta","Poales",NA,NA,"Mato Grosso do Sul","Campo Grande","Campo Grande","-54.6464","-20.4431","540","550","NY00861456_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00861480","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","T. C. Plowman","8168","1980","01","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933465' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861480","Magnoliophyta","Poales","(Lag.) Chase","G. Davidse","Tocantins","Presidente Kennedy","Road from highway BR-153 to Itapora, 12 km. west of village of Presidente Kennedy. Fazenda Primavera along Ribeirao Feínho.","-48.6008","-8.5006","400","500","NY00861480_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-11-01 11:22:00-02","NY","NYBG","00861457","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","G. M. Magalhaes","19056","1963","05","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933469' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861457","Magnoliophyta","Poales",NA,"T. R. Soderstrom","Minas Gerais",NA,"Ituiutaba, Serra dos Patos",NA,NA,NA,NA,"NY00861457_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00861449","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","R. R. Brooks","BRASPEX #71","1988","04","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933380' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861449","Magnoliophyta","Poales","(Lag.) Chase","T. de S. Filgueiras","Goiás","Cromínia","Crominia-Mairipotaba, Site 1.","-49.42","-17.32","775","775","NY00861449_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00861761","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","G. Eiten","4359","1962","04","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936588' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861761","Magnoliophyta","Poales","(Lag.) Chase",NA,"Maranhão","Lorêto","Ilha das Balsas region, between the Rios Balsas and Parnaíba. Ca. 2/3 km S of main house of Fazenda Morros, about 35 km south of Lorêto. Chapada de Tucunzinho","-45.07","-7.38","300","300","NY00861761_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-11-01 12:02:00-02","NY","NYBG","628885","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Martii Herbar. Florae Brasil.","549","1839",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=533376' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628885","Magnoliophyta","Poales",NA,NA,NA,NA,"Cruz de Casma, prov. Bahiens",NA,NA,NA,NA,"NY00628885_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00861421","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","H. S. Irwin","15034","1966","04","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=933371' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861421","Magnoliophyta","Poales","(Lag.) Chase","T. R. Soderstrom","Goiás","Formosa","Serra do Morcêgo, Côrrego Estrema, 35 km N.E. of Formosa","-47.10261","-15.30964","800","800","NY00861421_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-11-01 12:02:00-02","NY","NYBG","628887","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","W. R. Anderson","37125","1972","03","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=533375' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628887","Magnoliophyta","Poales",NA,NA,"Bahia","Cocos","Ca. 5 km W of Cocos","-44.5344009399414","-14.1838998794556","530","530","NY00628887_01","199742","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:53:00-03","EAO","IAN","37502","PreservedSpecimen","Plantae","Poaceae","Axonopus","appendiculatus","Axonopus appendiculatus","Vasconcelos, J; Sobrinho","600","1937","09",NA,"Southern America","Brasil",NA,NA,NA,"IAN037502","Monocotiledônea",NA,"(J.Presl) Hitchc. & Chase",NA,"Pernambuco",NA,"Itambé Taboleiro silicoso.",NA,NA,NA,NA,"IAN037502 IAN037502_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:53:00-03","EAO","IAN","58810","PreservedSpecimen","Plantae","Poaceae","Axonopus","appendiculatus","Axonopus appendiculatus","Pires, JM; Black, GA","2385","1950","05","28","Southern America","Brasil",NA,NA,NA,"IAN058810","Monocotiledônea",NA,"(J.Presl) Hitchc. & Chase",NA,"Goiás",NA,"Varedão do Relâmpago, duas léguas de Carolina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:53:00-03","EAO","IAN","65337","PreservedSpecimen","Plantae","Poaceae","Axonopus","appendiculatus","Axonopus appendiculatus","sc","s.n.",NA,NA,NA,NA,"Guiana Francesa",NA,NA,NA,"IAN065337","Monocotiledônea",NA,"(J.Presl) Hitchc. & Chase","Black, GA",NA,NA,"Herb. Museu Paris 119. Herbario Saldanha 160.",NA,NA,NA,NA,NA,NA,NA,"1952",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:53:00-03","EAO","IAN","65726","PreservedSpecimen","Plantae","Poaceae","Axonopus","appendiculatus","Axonopus appendiculatus","Mexia, Y","5623","1931","04","15","Southern America","Brasil",NA,NA,NA,"IAN065726","Monocotiledônea",NA,"(J.Presl) Hitchc. & Chase","Chase","Minas Gerais",NA,"Fazenda Diamante, S. Angico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:53:00-03","EAO","IAN","66354","PreservedSpecimen","Plantae","Poaceae","Axonopus","appendiculatus","Axonopus appendiculatus","sc","s.n.",NA,NA,NA,NA,"Guiana Francesa",NA,NA,NA,"IAN066354","Monocotiledônea",NA,"(J.Presl) Hitchc. & Chase","Black, GA",NA,NA,"Herb. Museu Paris 64. Herbario Saldanha 182.",NA,NA,NA,NA,NA,NA,NA,"1952",NA,NA,NA,NA,NA,NA,NA,NA
