"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","imagecode","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"11","2021-03-21 19:40:15-03","UFC","EAC","41426","PreservedSpecimen","Plantae","Eriocaulaceae","Comanthera","harleyi","Comanthera harleyi",NA,"Roque, N.; Alunos de Botânica III","1345","2006","01","22","Southern America","Brasil","Chapada Diamantina, Parque estadual de morro do chapéu BAS 052 para Irecê. Alguns Km da estrada de morro do chapéu. Trilha das lajes.","-41.331667","-11.489722","-41.331667","-11.489722","899","899",NA,NA,"Erva, nas dunas, capítulos alvos.; Campo rupestre","EAC0041426","Monocotyledon",NA,"(Moldenke) L. R. Parra & Giul.","Giulietti, A.M.","Bahia","Morro do Chapéu","EAC0041426",NA,"2010","12","07",NA,NA,NA,NA,NA
"12","2020-12-21 16:23:44-03","MBM","MBM","272868","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","harleyi","Syngonanthus harleyi",NA,"Queiróz, L.P. de; et al.; et al.","5356","1990","04","11","Southern America","Brazil","Serra do Crral Feio","-41.3264007568359","-10.7327995300293",NA,NA,NA,NA,NA,NA,NA,"MBM272868",NA,NA,"Moldenke","Miranda-Silva, E.","Bahia","Umburanas","MBM272868",NA,NA,NA,NA,NA,"54853","auto",NA,NA
"13","2020-12-21 16:23:44-03","MBM","MBM","236772","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","harleyi","Syngonanthus harleyi",NA,"França, F.; et al.; et al.","2859","1999","05","02","Southern America","Brazil","Morro das Pedras Duas Irmãs","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,NA,NA,NA,"MBM236772",NA,NA,"Moldenke","Giulietti, A.M.","Bahia","Morro do Chapéu","MBM236772",NA,NA,NA,NA,NA,"98143","auto",NA,NA
"14","2015-09-04 18:53:12-03","MNHN","RECOLNAT_MNHN_P","P00162060","PreservedSpecimen",NA,"Eriocaulaceae","Syngonanthus","harleyi","Syngonanthus harleyi","isotype","Harley, R.M.|Renvoize, A.A.|Erskine, C.M.|Brighton, C.A.|Pinheiro, R.",NA,"1974","3","4",NA,"Brésil","Estado de Bahia: Serra do Curral Feio, 16km. North West of Lagoinha (5.5km. S.W. of Delfino) on side road to Minas do Mimoso)",NA,NA,NA,NA,"950","1000","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00162060' target='other'> <mi>dwc_moreinfo</mi></a>","P00162060",NA,NA,"Moldenke","Moldenke",NA,NA,"P00162060_01",NA,NA,NA,NA,NA,NA,NA,"16662",NA
"15","2019-10-30 04:39:00-03","MO","MOBOT","1787059","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","harleyii","Syngonanthus harleyii","Type","R.M. Harley|S.A. Renvoize|C.M. Erskine|C.A. Brighton|R.S. Pinheiro","Harley 16662","1974","3","4","South America","Brazil","Serra do Curral Feio. 16 km. Northwest of Lagoinha (5.5 km. S.W. of Delfino) on side road to Minas do Mimoso. Small stream with marsh on white sand and surrounding cerrado on sandstone rock exposures.","-41.33333","-10.36666",NA,NA,"950.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,"Moldenke","H.N. Moldenke","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-15 15:30:19-03","UNESP-RC","HRCB","47248","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","harleyi","Syngonanthus harleyi",NA,"Giulietti, A.M.","2124","2002","06","30",NA,"Brasil","Caminho para o Morro das Duas Irmãs","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moldenke","Giulietti, A.M.","Bahia","Morro do Chapéu",NA,NA,"2002","06",NA,NA,"98143","auto",NA,NA
"17","2020-09-12 05:00:02-03","US","US","3582743","PreservedSpecimen","Plantae","Eriocaulaceae","Comanthera","harleyi","Comanthera harleyi",NA,"R. M. Harley, A. M. Giulietti, E. Nic Lughadha & P. Gasson","6141","1997","3","9","South America - Neotropics","Brazil","Piemonte da Diamantina, Senhor do Bonfim. Estrada Velha Delfino-Mimoso deinas, 22 km de Delfino","-41.3","-10.4",NA,NA,"922",NA,NA,NA,NA,"US01934812",NA,"Eriocaulales","(Moldenke) L.R. Parra & Giul.",NA,"Bahia","Umburanas","US01934812_01","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"18","2020-09-12 05:00:02-03","US","US","2771327","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","harleyi","Syngonanthus harleyi","Isotype","R. M. Harley","16662","1974","3","4","South America - Neotropics","Brazil","Serro do Curral, NW of Lagoinha on road to Minas do Mimoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00088475",NA,"Eriocaulales","Moldenke",NA,"Bahia",NA,"US00088475_01","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"19","2019-11-13 11:19:25-03","USP","SPF","205435","PreservedSpecimen","Plantae","Eriocaulaceae","Comanthera","harleyi","Comanthera harleyi",NA,"Cardoso, D","2988","2010","05","28",NA,"Brasil",NA,"-41.311667","-10.403611","-41.311667","-10.403611","908","908",NA,NA,NA,"SPF00205435",NA,NA,"(Moldenke) L.R.Parra & Giul.","Sauthier, LJ","Bahia","Umburanas",NA,NA,"2019","07",NA,NA,NA,NA,NA,NA
"20","2019-10-07 09:21:08-03","UEFS","HUEFS","36880","PreservedSpecimen","Plantae","Eriocaulaceae","Comanthera","harleyi","Comanthera harleyi",NA,"Queiroz, L.P.de","5311","1999","04","11",NA,"Brasil","Delfino Serra do Curral Feio (localmente referida como Serra da Empreitada): Cachoeirinha, à beira do rio Tabuleiro, ca. 10 km NW de Delfino na estrada que sai pelo depósito de lixo.","-41.216667","-10.35","41W13'","10S21'","1000","1200",NA,NA,"Cerrado sobre solo de areia branca.","HUEFS0036880","Angiospermae","Poales","(Moldenke) L.R.Parra & Giul.","A.M.Giulietti","Bahia","Umburanas","HUEFS0036880","Lilianae","2012","01",NA,NA,NA,NA,NA,NA
"21","2021-03-04 11:16:02-03","UEFS","HUEFS","159512","PreservedSpecimen","Plantae","Eriocaulaceae","Comanthera","harleyi","Comanthera harleyi",NA,"Moraes, P.L.R.de","3036","2010","03","14",NA,"Brasil","estrada para Boa Vista","-41.196667","-10.364722","41W11'48''","10S21'53''",NA,NA,NA,NA,NA,"HUEFS0159512","Angiospermae","Poales","(Moldenke) L.R.Parra & Giul.","L.Echternacht","Bahia","Umburanas","HUEFS0159512 HUEFS0159512_e1","Lilianae",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-10-07 09:21:08-03","UEFS","HUEFS","63155","PreservedSpecimen","Plantae","Eriocaulaceae","Comanthera","harleyi","Comanthera harleyi",NA,"Harley, R.M.","PCD6142","1997","03","09",NA,"Brasil","Estrada Velha Delfino-Mimoso de Minas, 22 km de Delfino.","-41.311944","-10.401944","41W18'43''","10S24'7''","922","922",NA,NA,"Caatinga.","HUEFS0063155","Angiospermae","Poales","(Moldenke) L.R.Parra & Giul.","A.M.Giulietti","Bahia","Delfino","HUEFS0063155","Lilianae","2010","11",NA,NA,NA,NA,NA,NA
"23","2019-10-07 09:21:08-03","UEFS","HUEFS","119849","PreservedSpecimen","Plantae","Eriocaulaceae","Comanthera","harleyi","Comanthera harleyi",NA,"Pastore, J.F.B.","2087","2007","05","20",NA,"Brasil","Fazenda Guariba.","-41.194167","-11.44","41W11'39''","11S26'24''","1071","1071",NA,NA,"Solo úmido com matéria orgânico.","HUEFS0119849","Angiospermae","Poales","(Moldenke) L.R.Parra & Giul.","A.M.Giulietti","Bahia","Morro do Chapéu","HUEFS0119849","Lilianae","2012","01",NA,NA,NA,NA,NA,NA
"24","2019-10-07 09:21:08-03","UEFS","HUEFS","160824","PreservedSpecimen","Plantae","Eriocaulaceae","Comanthera","harleyi","Comanthera harleyi",NA,"Cardoso, D.","2988","2010","05","28",NA,"Brasil","Distrito de Delfino. Fazenda Licuri, na estrada depois do rio da Empretada em direção à Serra do Curral Frio (mapeado como Curral Feio).","-41.311667","-10.403611","41W18'42''","10S24'13''","908","908",NA,NA,"Campo rupestre com solo arenoso e muitas rochas.","HUEFS0160824","Angiospermae","Poales","(Moldenke) L.R.Parra & Giul.","M.J.G.Andrade","Bahia","Umburanas","HUEFS0160824","Lilianae","2011","07",NA,NA,NA,NA,NA,NA
"25","2019-10-07 09:21:08-03","UEFS","HUEFS","161889","PreservedSpecimen","Plantae","Eriocaulaceae","Comanthera","harleyi","Comanthera harleyi",NA,"Queiroz, L.P.de","14835","2010","05","28",NA,"Brasil","Serra do Curral Frio (mapeado como Curral Feio), Fazenda Licuri, estrada depois do rio da Empreitada em direção ao Garimpo.","-41.311667","-10.403611","41W18'42''","10S24'13''","908","908",NA,NA,"Campo rupestre sobre solo arenoso com muitas rochas.","HUEFS0161889","Angiospermae","Poales","(Moldenke) L.R.Parra & Giul.","A.M.Giulietti","Bahia","Umburanas","HUEFS0161889","Lilianae","2012",NA,NA,NA,NA,NA,NA,NA
"26","2019-10-07 09:21:08-03","UEFS","HUEFS","210840","PreservedSpecimen","Plantae","Eriocaulaceae","Comanthera","harleyi","Comanthera harleyi",NA,"Fontana, A.P.","6715","2010","05","15",NA,"Brasil","Serra da Imbaúba, campo rupestre.","-41.431389","-10.333611","41W25'53''","10S20'1''","1249","1249",NA,NA,"Savana.","HUEFS0210840","Angiospermae","Poales","(Moldenke) L.R.Parra & Giul.",NA,"Bahia","Sento Sé","HUEFS0210840","Lilianae",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-10-07 09:21:08-03","UEFS","HUEFS","37517","PreservedSpecimen","Plantae","Eriocaulaceae","Comanthera","harleyi","Comanthera harleyi",NA,"França, F.","2859","1999","05","02",NA,"Brasil","Morro das Pedras Duas Irmãs.","-41.297222","-11.556944","41W17'50''","11S33'25''","1155","1185",NA,NA,"Vegetação arbustivo-arbórea em solo arenoso.","HUEFS0037517","Angiospermae","Poales","(Moldenke) L.R.Parra & Giul.","A.M.Giulietti","Bahia","Morro do Chapéu","HUEFS0037517","Lilianae","2012","01",NA,NA,NA,NA,NA,NA
"28","2019-10-07 09:21:08-03","UEFS","HUEFS","53485","PreservedSpecimen","Plantae","Eriocaulaceae","Comanthera","harleyi","Comanthera harleyi",NA,"Melo, E.","3423","2001","04","21",NA,"Brasil","Ca. 20km W de Morro do Chapéu, na estrada para Irecê.","-41.332778","-11.498056","41W19'58''","11S29'53''","930","930",NA,NA,"Vegetação arbustiva em duna.","HUEFS0053485","Angiospermae","Poales","(Moldenke) L.R.Parra & Giul.","A.M.Giulietti","Bahia","Morro do Chapéu","HUEFS0053485","Lilianae","2012","01",NA,NA,NA,NA,NA,NA
"29","2019-10-07 09:21:08-03","UEFS","HUEFS","64980","PreservedSpecimen","Plantae","Eriocaulaceae","Comanthera","harleyi","Comanthera harleyi",NA,"Giulietti, A.M.","2124","2002","06","30",NA,"Brasil","Caminho para o Morro das Duas Irmãs. Fazenda Lagoa dos Dourados.","-41.298056","-11.561389","41W17'53''","11S33'41''",NA,NA,NA,NA,"Campo rupestre.","HUEFS0064980","Angiospermae","Poales","(Moldenke) L.R.Parra & Giul.","A.M.Giulietti","Bahia","Morro do Chapéu","HUEFS0064980 HUEFS0064980_01","Lilianae","2012","01",NA,NA,NA,NA,NA,NA
"30","2019-10-07 09:21:08-03","UEFS","HUEFS","65025","PreservedSpecimen","Plantae","Eriocaulaceae","Comanthera","harleyi","Comanthera harleyi",NA,"Giulietti, A.M.","2169","2002","06","29",NA,"Brasil","5 km na estrada para Utinga.","-41.162222","-11.6025","41W9'44''","11S36'9''","981","981",NA,NA,NA,"HUEFS0065025","Angiospermae","Poales","(Moldenke) L.R.Parra & Giul.","A.M.Giulietti","Bahia","Morro do Chapéu","HUEFS0065025","Lilianae","2012","01",NA,NA,NA,NA,NA,NA
"31","2019-10-07 09:21:08-03","UEFS","HUEFS","65026","PreservedSpecimen","Plantae","Eriocaulaceae","Comanthera","harleyi","Comanthera harleyi",NA,"Giulietti, A.M.","2170","2002","06","29",NA,"Brasil","5 km na estrada para Utinga.","-41.162222","-11.6025","41W9'44''","11S36'9''","981","981",NA,NA,NA,"HUEFS0065026","Angiospermae","Poales","(Moldenke) L.R.Parra & Giul.","A.M.Giulietti","Bahia","Morro do Chapéu","HUEFS0065026","Lilianae","2012","01",NA,NA,NA,NA,NA,NA
"32","2019-10-07 09:21:08-03","UEFS","HUEFS","68986","PreservedSpecimen","Plantae","Eriocaulaceae","Comanthera","harleyi","Comanthera harleyi",NA,"França, F.","4086","2003","01","30",NA,"Brasil","Lages, c. 23km de Morro do Chapéu na Estrada do Feijão (BA 052) sentido Irecê.","-41.331111","-11.497778","41W19'52''","11S29'52''","910","956",NA,NA,"Vegetação arbustivo-herbácea em Solo arenoso (Duna).","HUEFS0068986","Angiospermae","Poales","(Moldenke) L.R.Parra & Giul.","A.M.Giulietti","Bahia","Morro do Chapéu","HUEFS0068986","Lilianae","2012","01",NA,NA,NA,NA,NA,NA
"33","2019-10-07 09:21:08-03","UEFS","HUEFS","71271","PreservedSpecimen","Plantae","Eriocaulaceae","Comanthera","harleyi","Comanthera harleyi",NA,"Queiroz, L.P.de","7793","2003","05","11",NA,"Brasil",NA,"-41.1275","-11.328611","41W7'39''","11S19'43''","1016","1016",NA,NA,"Campo arenoso.","HUEFS0071271","Angiospermae","Poales","(Moldenke) L.R.Parra & Giul.","A.M.Giulietti","Bahia","Morro do Chapéu","HUEFS0071271","Lilianae","2012","01",NA,NA,NA,NA,NA,NA
"34","2019-10-07 09:21:28-03","UEFS","HUEFS","63307","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","harleyi","Syngonanthus harleyi",NA,"Harley, R.M.","PCD6142","1997","03","09",NA,"Brasil","Estrada velha Delfino-Mimoso de Mians, 22Km de Caatinga","-41.311944","-10.401944","41W18'43''","10S24'7''","922","922",NA,NA,"Caatinga. Solo arenoso.","HUEFS0063307","Angiospermae","Poales","Moldenke","A.M.Giulietti & A.C.Pereira","Bahia","Delfino","HUEFS0063307","Lilianae","2005","05",NA,NA,NA,NA,NA,NA
"35","2019-10-07 09:21:28-03","UEFS","HUEFS","28550","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","harleyi","Syngonanthus harleyi",NA,"Harley, R.M.","PCD6141","1997","03","09",NA,"Brasil","Estrada Velha Delfino-Mimoso de Minas, 22 km de Delfino.","-41.311944","-10.401944","41W18'43''","10S24'7''","922","922",NA,NA,"Solo arenoso branco.","HUEFS0028550","Angiospermae","Poales","Moldenke","A.M.Giulietti","Bahia","Delfino","HUEFS0028550","Lilianae","2000","07",NA,NA,NA,NA,NA,NA
"36","2019-10-07 09:21:28-03","UEFS","HUEFS","36925","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","harleyi","Syngonanthus harleyi",NA,"Queiroz, L.P.de","5356","1999","04","11",NA,"Brasil","Delfino Serra do Curral Feio (localmente referida como Serra da Empreitada): Cachoeirinha, à beira do rio Tabuleiro, ca. 10 km NW de Delfino na estrada que sai pelo depósito de lixo.","-41.216667","-10.35","41W13'","10S21'","1000","1200",NA,NA,"Campo rupestre com afloramentos de quartzito e solo de areia branca.","HUEFS0036925","Angiospermae","Poales","Moldenke","E.B.Miranda","Bahia","Umburanas","HUEFS0036925","Lilianae","2000","02",NA,NA,NA,NA,NA,NA
"37","2019-10-07 09:21:28-03","UEFS","HUEFS","107448","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","harleyi","Syngonanthus harleyi",NA,"Machado, M.","254","2004","06","28",NA,"Brasil","Delfino, estrada para Campo Formoso, após 1km dobrar à esquerda na estrada para Lages dos Negros, depois de 4,6km chega-se no povoado de Lagoa da Barra - dobrar à esquerda antes do campo de futebol, pegando a estrada para Boa Vista, depois de 8,7km chega-","-41.195556","-10.363611","41W11'44''","10S21'49''","925","925",NA,NA,NA,"HUEFS0107448","Angiospermae","Poales","Moldenke","A.M.Giulietti","Bahia","Umburanas","HUEFS0107448","Lilianae","2007","05",NA,NA,NA,NA,NA,NA
"38","2019-10-07 09:21:28-03","UEFS","HUEFS","36692","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","harleyi","Syngonanthus harleyi",NA,"Queiroz, L.P.de","5121","1999","04","09",NA,"Brasil","Delfino Serra do Curral Feio (localmente referida como Serra da Empreitada), entrando para W a cerca de 20 km S de Delfino na estrada para Umburanas.","-41.316667","-10.366667","41W19'","10S22'","1000","1200",NA,NA,"Carrasco em solo arenoso.","HUEFS0036692","Angiospermae","Poales","Moldenke","E.B.Miranda","Bahia","Umburanas","HUEFS0036692","Lilianae","2000","02",NA,NA,NA,NA,NA,NA
"39","2019-10-07 09:21:28-03","UEFS","HUEFS","64969","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","harleyi","Syngonanthus harleyi",NA,"Giulietti, A.M.","2113","2002","06","29",NA,"Brasil","5 km na estrada para Utinga.","-41.176944","-11.568333","41W10'37''","11S34'6''",NA,NA,NA,NA,"Cerrado de altitude. Solo arenoso úmido.","HUEFS0064969","Angiospermae","Poales","Moldenke",NA,"Bahia","Morro do Chapéu",NA,"Lilianae",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-10-07 09:21:28-03","UEFS","HUEFS","97753","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","harleyi","Syngonanthus harleyi",NA,"Pereira, A.C.","166","2004","09","26",NA,"Brasil","Cidade das Pedras na estrada de Irecê, área das Dunas.","-41.331111","-11.498611","41W19'52''","11S29'55''","941","941",NA,NA,NA,"HUEFS0097753","Angiospermae","Poales","Moldenke",NA,"Bahia","Morro do Chapéu",NA,"Lilianae",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-10-07 09:21:28-03","UEFS","HUEFS","97751","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","harleyi","Syngonanthus harleyi",NA,"Pereira, A.C.","122","2004","09","25",NA,"Brasil","Caminho para Boa Vista, ca. 8 km após Lajes dos Negros, atravessa um riacho e o acompanha à margem esquerda até um Tabuleiro.","-41.198333","-10.366389","41W11'54''","10S21'59''",NA,NA,NA,NA,NA,"HUEFS0097751","Angiospermae","Poales","Moldenke","A.M.Giulietti & A.C.Pereira","Bahia","Boa Vista","HUEFS0097751","Lilianae","2007",NA,NA,NA,NA,NA,NA,NA
"42","2020-07-23 12:05:16-03","CEPLAC","CEPEC","106125","PreservedSpecimen","Plantae","Eriocaulaceae","Comanthera","harleyi","Comanthera harleyi",NA,"P. Fiaschi","2576","2004","07","16",NA,"Brasil","Estrada Umburanas/Delfino, ca. 31,3Km. Ramal a esq. Acesso a Serra da Empreitada. Construção abandonada no fim da estrada, a ca. 14Km do início do ramal.","-41.316667","-10.4","41W19'","10S24'",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A. M. Giulietti","Bahia","umburanas",NA,NA,NA,NA,NA,"16/10/2012",NA,NA,NA,NA
"43","2020-07-23 12:05:16-03","CEPLAC","CEPEC","118912","PreservedSpecimen","Plantae","Eriocaulaceae","Comanthera","harleyi","Comanthera harleyi",NA,"A. C. Pereira","74","2001","05","02",NA,"Brasil","Tabuleiro das Guaribas.","-41.197222","-11.355833","41W11'50","11S21'21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R. Ramos","Bahia","MORRO DO CHAPÉU",NA,NA,NA,NA,NA,"30/12/2004",NA,NA,NA,NA
"44","2020-07-23 12:05:16-03","CEPLAC","CEPEC","119121","PreservedSpecimen","Plantae","Eriocaulaceae","Comanthera","harleyi","Comanthera harleyi",NA,"M. J. G. Andrade","593","2005","07","20",NA,"Brasil","Chapada Diamantina. Tabuleiro dos Tigres.","-41.162222","-1.6025","41W9'44","1S36'9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R. Ramos","Bahia","MORRO DO CHAPÉU",NA,NA,NA,NA,NA,"30/12/2005",NA,NA,NA,NA
