"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","barcode","imagecode","preparationType","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","502211","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.","C. M. Taylor","A. M. V. de Carvalho","4546","1994","04","26","South America","Brazil","Bahia","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Caminho paralelo ao Rio Maruim","-39.08","-15.15","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=177709' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502211","NY00502211_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2017-02-27 13:16:00-03","NY","NYBG","01108579","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa",NA,"C. M. Taylor","M. J. G. Hopkins","516","1986","06","06","South America","Brazil","Roraima","Alto Alegre","Ilha de Maracá. SEMA Estação.-Forest trails close to Estação. Primary forest of sandy soil, canopy between 20 & 30 m, heavily dissected.","-61.33","3.366667","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271283' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108579","NY01108579_01 NY01108579_02","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1005389","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.",NA,"W. L. Balée","3326","1987","06","16","South America","Brazil","Maranhão","Monção","P.I. Guajá, Rio Turiaçu. Guajá Indians. Babaçu grove.","-46.08","-3.12","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084806' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005389","NY01005389_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1033876","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.","P. G. Delprete","H. S. Irwin","25143","1970","01","22","South America","Brazil","Goiás","Catalão","Contraforte Central, ca. 22 km N.E. of Catalão","-47.80297","-18.02615","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1227911' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033876","NY01033876_01","sheet","875","875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","885469","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.","C. M. Taylor","P. Fiaschi","1607","2003","09","18","South America","Brazil","Bahia","Almadina","Estrada para Ibitupã. Ramal à esq. ca. km da saída da cidade. Acesso à Serra do Sete-Paus, ca. 7.5 km.","-39.6961","-14.7683","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995208' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885469","NY00885469_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01108524","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.",NA,"M. L. Alencar","315","1979","07","02","South America","Brazil","Amazonas",NA,"Slopes of Serra de Jacumim","-65.53","-0.42","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271225' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108524","NY01108524_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01108512","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.",NA,"C. H. L. Sastre","108",NA,NA,NA,"South America","Brazil","Pará",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271222' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108512","NY01108512_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01108510","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.",NA,"W. A. Archer","8108",NA,NA,NA,"South America","Brazil","Pará",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271221' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108510","NY01108510_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01108528","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.",NA,"J. F. Pruski","3368",NA,NA,NA,"South America","Brazil","Roraima",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271229' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108528","NY01108528_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","298237","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.","C. M. Taylor","W. W. Thomas","9949","1993","10","17","South America","Brazil","Bahia","Uruçuca","7.3 km north of Serra Grande on road to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz","-39.0617","-14.4231","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=177708' target='other'> <mi>dwc_moreinfo</mi></a>","NY00298237","NY00298237_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01108535","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.",NA,"H. S. Irwin","47497",NA,NA,NA,"South America","Brazil","Amapá",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271233' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108535","NY01108535_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01108543","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.",NA,"S. da M. Souza","902",NA,NA,NA,"South America","Brazil","Pará",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271238' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108543","NY01108543_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01108541","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.",NA,"B. A. Krukoff","4928",NA,NA,NA,"South America","Brazil","Amazonas",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271236' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108541","NY01108541_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","663285","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.","P. G. Delprete","A. M. V. de Carvalho","7176","2002","04","04","South America","Brazil","Bahia","Uruçuca","Escola Media de Agropecuaria Regional da CEPLAC (EMARC). Reserva Gregório Bondar","-39.2842","-14.6033","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=177723' target='other'> <mi>dwc_moreinfo</mi></a>","NY00663285","NY00663285_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","502214","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.","C. M. Taylor","A. M. V. de Carvalho","3670","1991","09","07","South America","Brazil","Bahia","Uruçuca","Distrito de Serra Grande. 7.3 km na estrada Serra Grande/Itacaré, Fazenda Lagoa do Conjunto Fazenda Santa Cruz","-39.0617","-14.4231","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=177706' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502214","NY00502214_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","502210","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.","C. M. Taylor","J. G. Jardim","626","1995","03","29","South America","Brazil","Bahia","Ilhéus","Mata da Esperança. Entrada a 2 km a partir da antiga ponte do Rio Fundao","-39.06916667","-14.7819444","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=177713' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502210","NY00502210_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","502206","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.","B. M. Boom","R. Callejas Posada","1642","1983","11","04","South America","Brazil","Bahia","Porto Seguro","Km 14 da estrada Porto Seguro-Eunápolis (BR 367)","-39.08","-16.5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=177700' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502206","NY00502206_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01310654","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.","B. M. Boom","S. A. Mori","18867","1988","06","11","South America","French Guiana",NA,NA,"Saül. La Fumée Mountain. La Fumée Ouest.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=177733' target='other'> <mi>dwc_moreinfo</mi></a>","NY01310654",NA,"sheet","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01108516","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.",NA,"J. M. Pires","50626",NA,NA,NA,"South America","Brazil","Amapá",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271250' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108516","NY01108516_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01108529","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.","J. A. Steyermark","G. T. Prance","7978","1968","10","28","South America","Brazil","Amazonas","Lábrea","2-3 km SW of Lábrea. Forest on terra firme.","-64.8142187","-7.2810813","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268419' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108529","NY01108529_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01108554","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.",NA,"H. S. Irwin","48188",NA,NA,NA,"South America","Brazil","Amapá",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271256' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108554","NY01108554_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","866550","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.","C. M. Taylor","D. C. Daly","11919","2003","05","19","South America","Brazil","Acre","Brasiléia","Bom Futuro, Associaçao Chico Mendes, km 52 of Brasiléia-Assis Brasil road, 18 km on Ramal (side road) Tocandeira.","-69.0486","-10.7531","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=411286' target='other'> <mi>dwc_moreinfo</mi></a>","NY00866550","NY00866550_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01108547","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.",NA,"N. A. Rosa","2433",NA,NA,NA,"South America","Brazil","Pará",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271240' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108547","NY01108547_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1033868","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.","P. G. Delprete","J. A. Rizzo","3555","1969","01","30","South America","Brazil","Goiás","Goiânia","A direita da GOM-9, p/ Nerópolis, 15 km de Goiânia.","-49.2539","-16.6786","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1227899' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033868","NY01033868_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01108584","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.",NA,"J. Jangoux","1630","1981","07",NA,"South America","Brazil","Pará",NA,"Rio Curuá, Pacoval","-55.08","-1.83","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271286' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108584","NY01108584_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01063740","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.","C. M. Taylor","M. J. G. Hopkins","516","1986","06","06","South America","Brazil","Roraima","Alto Alegre","Ilha de Maracá. SEMA Estação.-Forest trails close to Estação. Primary forest of sandy soil, canopy between 20 & 30 m, heavily dissected.","-61.33","3.366667","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1270292' target='other'> <mi>dwc_moreinfo</mi></a>","NY01063740","NY01063740_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1005383","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.","C. M. Taylor","J. A. Ratter","R.979","1968","04","11","South America","Brazil","Mato Grosso",NA,"8 km NE of the Base Camp of the Expedition. (close to the Xavantina-São Felix road.)","-51.87","-12.9","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084794' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005383","NY01005383_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1033875","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.","P. G. Delprete","H. S. Irwin","11859","1966","01","20","South America","Brazil","Goiás","Mossâmedes","Serra Dourada, lower slopes of Serra Dourada, ca. 30 km S. of Goiás Velho","-49.85311","-15.9333","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1227910' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033875","NY01033875_01","sheet","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01108542","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.",NA,"A. S. L. da Silva","5450",NA,NA,NA,"South America","Brazil","Pará",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271237' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108542","NY01108542_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01108569","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.",NA,"G. T. Prance","19945",NA,NA,NA,"South America","Brazil","Roraima",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271248' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108569","NY01108569_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1005386","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.","P. C. Standley","R. de Lemos Fróes","1752A","1932","07","06","South America","Brazil","Maranhão","Cândido Mendes","Capoeira Ussu.","-45.7167","-1.4469","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084800' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005386","NY01005386_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01108538","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.","J. H. Kirkbride Jr.","G. T. Prance","15170","1971","10","13","South America","Brazil","Amazonas",NA,"Rio Negro between Rio Quinini & Moreira. Black water flooded river bank.","-63.192283","-0.672589","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268424' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108538","NY01108538_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","869822","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.","J. H. Kirkbride Jr.","C. A. Cid Ferreira","2778","1980","10","05","South America","Brazil","Acre","Sena Madureira","4Km from right bank of Rio Iaco","-68.888515","-9.852192","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=165502' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869822","NY00869822_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01108589","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","Rich.",NA,"J. J. Strudwick","3801","1981","07","30","South America","Brazil","Pará",NA,"West bank of Rio Maicuru, ca. 23 km. upstream from Lageira airstrip. At intersection of Rio Maicuru and Mutum stream.","-54.43","-0.92","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271268' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108589","NY01108589_01","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
