"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","typeStatus","individualCount","relatedCatalogItem"
"11","2020-09-12 05:00:02-03","US","US","3278421","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stenophalium","almasense","Stenophalium almasense","D.J.N. Hind",NA,"R. M. Harley, B. L. Stannard, M. C. Assis, F. S. Pires & J. Fothergill","26173","1988","11","16","South America - Neotropics","Brazil","Bahia","Rio de Contas","Pico das Almas, vertente leste, subida do Pico do Campo do Queiroz.","-41.9667","-13.5333","1850","1850",NA,NA,"US00432888","US00432888_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"Isotype","1",NA
"12","2020-09-12 05:00:02-03","US","US","3290048","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stenophalium","almasense","Stenophalium almasense","D.J.N. Hind",NA,"R. M. Harley, B. L. Stannard, R. Mello-Silva, D. J. N. Hind & et al.","26276","1988","11","24","South America - Neotropics","Brazil","Bahia",NA,"Mun: Rio de Co ntas. Pico das Almas. Cume.","-41.97","-13.53","1850",NA,NA,NA,"US01742058","US01742058_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"13","2020-09-12 05:00:02-03","US","US","3288773","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stenophalium","almasense","Stenophalium almasense","D.J.N. Hind",NA,"R. M. Harley, E. Nic Lughadha, V. C. Souza, C. M. Sakuragui & et al.","H 50430","1992","12","26","South America - Neotropics","Brazil","Bahia",NA,"Mun. Piata: Quebrada da Serra do Atalha","-41.83","13.22","1600","1700",NA,NA,"US01742060","US01742060_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"14","2020-09-12 05:00:02-03","US","US","3713149","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stenophalium","almasense","Stenophalium almasense","D.J.N. Hind","Robinson, H. E., (US)","N. Roque, P. Acevedo-Rodriguez, V. A. Funk & S. Keeley","2118","2009","7","4","South America - Neotropics","Brazil","Bahia",NA,"Chapada Diamantina, Mucuge, ca 3 km do Cemiterio em direcao a Mucuge.","-41.3858","-13.0008","987",NA,NA,NA,"US01927555","US01927555_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"15","2020-09-12 05:00:02-03","US","US","3263278","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stenophalium","almasense","Stenophalium almasense","D.J.N. Hind",NA,"W. Ganev","716","1992","7","25","South America - Neotropics","Brazil","Bahia",NA,"Catoles. Municipio de Abaira: Campos da Serra do Bicota","-41.85","-13.32","1600",NA,NA,NA,"US01742061","US01742061_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"16","2019-10-07 09:11:59-03","UEFS","HUEFS","28838","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stenophalium","almasense","Stenophalium almasense","D.J.N.Hind",NA,"Harley, R.M.","PCD4285","1996","11","15",NA,"Brasil","Bahia","Rio de Contas","Pico do Itabira.","-41.884167","-13.368611","1800","1800",NA,NA,"HUEFS0028838",NA,NA,NA,"41W53'3''","13S22'7''","Asteranae",NA,NA,NA,NA,NA
"17","2019-10-07 09:11:59-03","UEFS","HUEFS","58718","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stenophalium","almasense","Stenophalium almasense","D.J.N.Hind",NA,"Harley, R.M.","H50430","1992","12","26",NA,"Brasil","Bahia","Piatã","Quebrada da Serra do Atalho.","-41.833333","-13.216667","1600","1700",NA,"Campo rupestre.","HUEFS0058718","HUEFS0058718",NA,NA,"41W50'","13S13'","Asteranae",NA,NA,NA,NA,NA
"18","2019-10-07 09:11:59-03","UEFS","HUEFS","91666","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stenophalium","almasense","Stenophalium almasense","D.J.N.Hind","E.C.Oliveira","Nascimento, J.G.A.do","295","2005","01","21",NA,"Brasil","Bahia","Mucugê","Serra do Gobira.","-41.379444","-13.073333","1471","1568",NA,NA,"HUEFS0091666","HUEFS0091666","2006","07","41W22'46''","13S4'24''","Asteranae",NA,NA,NA,NA,NA
"19","2019-10-07 09:11:59-03","UEFS","HUEFS","92583","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stenophalium","almasense","Stenophalium almasense","D.J.N.Hind","E.C.Oliveira","Conceição, A.A.","1184","2005","02","24",NA,"Brasil","Bahia","Mucugê","Serra do Esbarrancado.","-41.5","-12.733333","1590","1590",NA,NA,"HUEFS0092583","HUEFS0092583","2006","07","41W30'","12S44'","Asteranae",NA,NA,NA,NA,NA
"20","2019-10-07 09:11:59-03","UEFS","HUEFS","97361","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stenophalium","almasense","Stenophalium almasense","D.J.N.Hind",NA,"Harley, R.M.","26276","1988","11","24",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas. Cume.","-41.966667","-13.533333","1850","1850",NA,NA,"HUEFS0097361","HUEFS0097361",NA,NA,"41W58'","13S32'","Asteranae",NA,NA,NA,NA,NA
"21","2019-10-07 09:11:59-03","UEFS","HUEFS","66666","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stenophalium","eriodes","Stenophalium eriodes","(Mattf.) Anderb.",NA,"Harley, R.M.","26276","1988","11","24",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas. Cume.","-41.966667","-13.533333","1850","1850",NA,"Campo rupestre","HUEFS0066666","HUEFS0066666",NA,NA,"41W58'","13S32'","Asteranae",NA,NA,"Parátipo",NA,NA
"22","2019-10-07 09:11:59-03","UEFS","HUEFS","66667","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stenophalium","eriodes","Stenophalium eriodes","(Mattf.) Anderb.",NA,"Harley, R.M.","26276","1988","11","24",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas. Cume.","-41.966667","-13.533333","1850","1850",NA,"Campo rupestre","HUEFS0066667","HUEFS0066667",NA,NA,"41W58'","13S32'","Asteranae",NA,NA,"Parátipo",NA,NA
"23","2019-10-07 09:11:59-03","UEFS","HUEFS","66668","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stenophalium","eriodes","Stenophalium eriodes","(Mattf.) Anderb.",NA,"Harley, R.M.","26276","1988","11","24",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas. Cume.","-41.966667","-13.533333","1850","1850",NA,"Campo rupestre","HUEFS0066668","HUEFS0066668",NA,NA,"41W58'","13S32'","Asteranae",NA,NA,"Parátipo",NA,NA
"24","2019-10-07 09:11:59-03","UEFS","HUEFS","66669","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stenophalium","eriodes","Stenophalium eriodes","(Mattf.) Anderb.",NA,"Harley, R.M.","26173","1988","11","16",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas. Vertente leste. Subida do pico do Campo do Queiroz.","-41.966667","-13.533333","1850","1850",NA,"Campo rupestre","HUEFS0066669","HUEFS0066669",NA,NA,"41W58'","13S32'","Asteranae",NA,NA,"Isótipo",NA,NA
"25","2019-10-07 09:11:59-03","UEFS","HUEFS","245059","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stenophalium","eriodes","Stenophalium eriodes","(Mattf.) Anderb.",NA,"Bautista, H.P.","2229","1997","09","03",NA,"Brasil","Bahia","Mucugê","Campo da Bacia. Este campo de sempre-viva, fica no alto da serra a Leste do rio Paraguaçu.","-41.3708000183105","-13.0052995681763",NA,NA,NA,"Campo rupestre.","HUEFS0245059","HUEFS0245059",NA,NA,NA,NA,"Asteranae","52493","auto",NA,NA,NA
"26","2020-07-23 11:59:29-03","CEPLAC","CEPEC","96855","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stenophalium","eriodes","Stenophalium eriodes",NA,"SpeciesLink/lacunas","R. M. Harley",NA,"1992","12","26",NA,"Brasil","Bahia","PIATÃ","Quebrada da Serra do Atalho.","-41.833333","13.216667",NA,NA,NA,NA,NA,NA,NA,NA,"41W50'","13N13'",NA,NA,NA,NA,NA,"30/12/1992"
"27","2020-07-23 11:59:29-03","CEPLAC","CEPEC","47794","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stenophalium","eriodes","Stenophalium eriodes",NA,"SpeciesLink/lacunas","R. M. Harley","26276","1988","02","29",NA,"Brasil","Bahia","RIO DE CONTAS","Pico das Almas. Cume.","-41.966667","-13.533333",NA,NA,NA,NA,NA,NA,NA,NA,"41W58'0","13S32'0",NA,NA,NA,"Paratipo",NA,"30/12/1993"
"28","2020-07-23 11:59:29-03","CEPLAC","CEPEC","47795","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stenophalium","eriodes","Stenophalium eriodes",NA,"SpeciesLink/lacunas","R. M. Harley","26173","1996","04","20",NA,"Brasil","Bahia","RIO DE CONTAS","Pico das Almas. Vertente leste, subida do pico do Campo do Queiroz.","-41.966667","-13.533333",NA,NA,NA,NA,NA,NA,NA,NA,"41W58'0","13S32'0",NA,NA,NA,"Holótipo",NA,"30/12/1993"
"29","2020-07-23 11:59:29-03","CEPLAC","CEPEC","76191","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stenophalium","eriodes","Stenophalium eriodes",NA,"SpeciesLink/lacunas","R. M. Harley","4285","1996","11","15",NA,"Brasil","Bahia","RIO DE CONTAS","Pico do Itobira.","-41.884167","-13.368611",NA,NA,NA,NA,NA,NA,NA,NA,"41W53'3","13S22'7",NA,NA,NA,NA,NA,"30/11/1996"
