"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","201141","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","bifida","Siparuna bifida","H. T. Beck","2325","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529264' target='other'> <mi>dwc_moreinfo</mi></a>","NY00201141","Magnoliophyta","Laurales","(Poepp. & Endl.) A.DC.","M. Montesdeoca; A. Ortiz","1994","07","22","Esmeraldas",NA,"Awá Reserve. Community of La Union.","-78.55","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","196181","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","bifida","Siparuna bifida","M. N. Alexiades","1305","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529274' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196181","Magnoliophyta","Laurales","(Poepp. & Endl.) A.DC.","M. N. Alexiades","1997","01","01","Madre de Dios","Tambopata","Rio Heath, ca. 10km upriver from mouth. Capelleti, Comunidad Nativa Sonene","-68.63","-12.5",NA,"180","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1188856","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","bifida","Siparuna bifida","M. Alves","2614","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=917160' target='other'> <mi>dwc_moreinfo</mi></a>","NY01188856","Magnoliophyta","Laurales","(Poepp. & Endl.) A.DC.","S. S. Renner","2002","02","01","Acre","Porto Acre","Reserva Ecológica de Humaitá, Universidade Federal do Acre.","-67.67061111","-9.75722222","NY01188856_01","180","240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","196183","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","bifida","Siparuna bifida","V. Pesha Baca","25","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529268' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196183","Magnoliophyta","Laurales","(Poepp. & Endl.) A.DC.","C. R. Reynel; O. Phillips","1990","10","17","Madre de Dios","Tambopata","Rio Tambopata. C.N. Infierno. Hermosa Chica. Zona Centro 'Ñape', Transect 1","-69.28","-12.83",NA,"260","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","196184","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","bifida","Siparuna bifida","V. Pesha Baca","110","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529271' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196184","Magnoliophyta","Laurales","(Poepp. & Endl.) A.DC.","S. S. Renner","1991","02","21","Madre de Dios","Tambopata","Rio Tambopata. Comunidad Nativa de Infierno","-69.28","-12.83",NA,"260","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02200386","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","bifida","Siparuna bifida","D. C. Daly","8066","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2336443' target='other'> <mi>dwc_moreinfo</mi></a>","NY02200386","Magnoliophyta","Laurales","(Poepp. & Endl.) A.DC.",NA,"1994","03","29","Acre","Sena Madureira","Basin of Rio Purus, Rio Macaua. Colocação Apuí. River descending, 3m below high water mark","-69.18","-9.8","NY02200386_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02200390","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","bifida","Siparuna bifida","W. R. Anderson","10133","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2336454' target='other'> <mi>dwc_moreinfo</mi></a>","NY02200390","Magnoliophyta","Laurales","(Poepp. & Endl.) A.DC.",NA,"1973","05","12","Goiás","Goiás","Serra Dourada, ca. 17 km (straight line) S of Goiás Velho, ca. 6 km NE of Mossâmedes, in and along margin of forest on lower eastern slope of serra","-50.1333","-15.9333","NY02200390_01","700","780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1488155","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","bifida","Siparuna bifida","P. Acevedo-Rodríguez","13599","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=523320' target='other'> <mi>dwc_moreinfo</mi></a>","NY01488155","Magnoliophyta","Laurales","(Poepp. & Endl.) A.DC.","S. S. Renner","2003","10","01","Acre","Capixaba","Basin of Rio Acre, Projeto de Assentamento Extrativista São Luiz do Remanso, Colocação Estrangeiro, 30 km W of Capixaba, then 15-21 km N on new unpaved access road.","-67.90325","-10.49367","NY01488155_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1487391","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","bifida","Siparuna bifida","I. Brasil","493","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1415057' target='other'> <mi>dwc_moreinfo</mi></a>","NY01487391","Magnoliophyta","Laurales","(Poepp. & Endl.) A.DC.","S. S. Renner","2010","02","11","Acre","Feijó","Rio jurupari, igarapé macipira","-70.0247","-7.88894","NY01487391_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","196182","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","bifida","Siparuna bifida","M. N. Alexiades","1325","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196182","Magnoliophyta","Laurales","(Poepp. & Endl.) A.DC.","M. N. Alexiades","1997","01","07","Madre de Dios","Tambopata","Rio Heath, ca. 10km upriver from mouth. Capelleti, Comunidad Nativa Sonene","-68.63","-12.5",NA,"180","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:32:37-03","UFRJ","RFA","24046","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","glossostyla","Siparuna glossostyla","F. M. de B. Pereira; G. de Souza, J. A. F. Nogueira, M. R. Gomes, L. M. Gonçalves.","77",NA,"Brasil",NA,NA,"árvore, 5 m de altura, 4 m de diâmetro DAP 0,22 cm, heliófila, mata secundária, comum no local.","RFA41753",NA,NA,"Perkins","Alexandre Quinet","2000","02","06","Rio de Janeiro","Guapimirim","Fazenda Sendas de Propriedade das Organizações Sendas","-43.066389","-22.659444",NA,NA,NA,"43º3'59''W","22º39'34''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-24 17:10:22-03","UTFPR","DVPR","4493","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Silva, AR; Siqueira, EL","467",NA,"Brasil",NA,NA,"arvoreta ca. 5m, com frutos imaturos verdes.","DVPR004493",NA,NA,"(Poepp. & Endl.) A.DC.","Caxambu, MG","2007","10","11","Minas Gerais","Boa Esperança","Fazenda Caxambu (Estrada Boa Esperança - Coqueiral, km 15).","-45.28192","-21.06335",NA,"851","851","-45.28192","-21.06335","2011","11","20",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:49:48-03","EAO","IAN","153803","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Schunke-Vigo, J","4622","Southern America","Peru",NA,NA,"Arbol mediano de 7-8m. Frutos pardo amarillento, carnosos. Las hojas son brillosas de color verde intenso. Toda la plnata es fragante.","IAN153803","Dicotiledônea",NA,"(Poepp. & Endl.) A.DC.","Jangoux, IJ","1971","01","06",NA,NA,"En bosque alto. Puerto Pizana (margen derecha del rio Huallaga).",NA,NA,NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:49:48-03","EAO","IAN","154648","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","sc","s.n.","Southern America","Brasil",NA,NA,NA,"IAN154648","Dicotiledônea",NA,"(Poepp. & Endl.) A.DC.","Jangoux, IJ",NA,NA,NA,"Pará",NA,"Museu Paraense Emílio Goeldi.",NA,NA,NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:49:48-03","EAO","IAN","48698","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Costa, M da","282","Southern America","Brasil",NA,NA,NA,"IAN048698","Dicotiledônea",NA,"(Poepp. & Endl.) A.DC.",NA,"1932","01",NA,"Pará","Tapajós",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:49:48-03","EAO","IAN","200328","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Paula, FR de","1","Southern America","Brasil",NA,NA,"Árvore de 4m de altura, flores esverdeadas.","IAN200328","Dicotiledônea",NA,"(Poepp. & Endl.) A.DC.",NA,"2014","07","25","Pará","Paragominas","CIKEL.","-47.3527984619141","-2.99583005905151",NA,NA,NA,NA,NA,NA,NA,NA,"186685","auto",NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:49:48-03","EAO","IAN","172354","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Grogan, J","531","Southern America","Brasil",NA,NA,"Habit: Treelet < 10m Obs: mostra w/frt Fruits: like maces, pink Leaves: opp simple, mid.","IAN172354","Dicotiledônea",NA,"(Poepp. & Endl.) A.DC.",NA,"1997","09","24","Pará","Pau D'arco","Marajoara","-50.0443992614746","-7.83305978775024",NA,NA,NA,NA,NA,NA,NA,NA,"50942","auto",NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:49:48-03","EAO","IAN","172123","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Grogan, J","298","Southern America","Brasil",NA,NA,"Habit: Treelet < 10m Fruits: like maces, pink Leaves: opp simple, mid.","IAN172123","Dicotiledônea",NA,"(Poepp. & Endl.) A.DC.",NA,"1997","09","24","Pará","Pau D'arco","Marajoara","-50.0443992614746","-7.83305978775024",NA,NA,NA,NA,NA,NA,NA,NA,"50942","auto",NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:49:48-03","EAO","IAN","186962","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","glossostyla","Siparuna glossostyla","Pavão, OC","26589","Southern America","Brasil",NA,NA,"Árvore; 5m; frutos maduros vermelhos.","IAN186962","Dicotiledônea",NA,"G. Perkins","Pereira-Moura, MVL","2000","03","21","Paraná","Rancho Alegre","Fazenda Congonhas. Trilha da mata.","-50.9131011962891","-23.0699996948242",NA,NA,NA,NA,NA,"2000",NA,NA,"11419","auto",NA,NA,NA,NA,NA,NA
"30","2020-02-08 09:37:06-03","NBC","NL-BOTANY","L.1786274","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","bifida","Siparuna bifida","Croat TB",NA,"Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1786274 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1786274",NA,"Laurales","(Poepp. & Endl.) A.DC.",NA,"1972","09","29",NA,NA,"Department of Loreto. Rio Nanay near mouth.",NA,NA,"NL-L1786274",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-02-08 09:37:06-03","NBC","NL-BOTANY","L.3909745","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","bifida","Siparuna bifida","Hees I van",NA,"Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3909745 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3909745",NA,"Laurales","(Poepp. & Endl.) A.DC.",NA,"1992","06","01",NA,NA,"Avaracuara, bosque secundario.",NA,NA,"NL-L3909745",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-02-08 09:37:06-03","NBC","NL-BOTANY","U.1745022","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","bifida","Siparuna bifida","Prance GT; Pennington TD; Leppard M; Monteiro OP; Ramos JF",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1745022 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1745022",NA,"Laurales","(Poepp. & Endl.) A.DC.","Pignal MM","1974","10","11","Amazonas",NA,NA,NA,NA,"NL-U1745022",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0072060",NA,NA,NA,NA
"33","2020-02-08 09:37:06-03","NBC","NL-BOTANY","U.1745023","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","bifida","Siparuna bifida","Prance GT; Ramos JF; Farias LG",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1745023 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1745023",NA,"Laurales","(Poepp. & Endl.) A.DC.","Pignal MM","1968","09","24","Acre",NA,NA,NA,NA,"NL-U1745023",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0071862",NA,NA,NA,NA
"34","2020-02-08 09:37:06-03","NBC","NL-BOTANY","U.1745024","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","bifida","Siparuna bifida","Prance GT; Ramos JF; Farias LG",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1745024 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1745024",NA,"Laurales","(Poepp. & Endl.) A.DC.","Pignal MM","1968","11","05","Amazonas",NA,NA,NA,NA,"NL-U1745024",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0071861",NA,NA,NA,NA
"35","2020-02-08 09:37:06-03","NBC","NL-BOTANY","U.1745028","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","bifida","Siparuna bifida","Prance GT; Ramos JF; Farias LG",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1745028 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1745028",NA,"Laurales","(Poepp. & Endl.) A.DC.","Pignal MM","1968","09","24","Acre",NA,NA,NA,NA,"NL-U1745028",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0072023",NA,NA,NA,NA
"36","2020-02-08 09:37:06-03","NBC","NL-BOTANY","U.1745228","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","bifida","Siparuna bifida","Maas PJM; Maas-van de Kamer H; Vargas Caballero IG; Specht CD; Quispe F",NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1745228 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1745228",NA,"Laurales","(Poepp. & Endl.) A.DC.","Renner SS","1999","01","29","Cochabamba",NA,NA,"-65.5","-17.05","NL-U1745228",NA,NA,"-65.5","-17.05",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0156662",NA,NA,NA,NA
"37","2020-02-08 09:37:06-03","NBC","NL-BOTANY","U.1745229","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","bifida","Siparuna bifida","Schunke Vigo J",NA,"Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1745229 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1745229",NA,"Laurales","(Poepp. & Endl.) A.DC.",NA,"1973","04","16",NA,NA,"Department of San Martin. Lamas. Alonso de Alvarado. San Juan. al este del Puente.",NA,NA,"NL-U1745229",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 09:37:06-03","NBC","NL-BOTANY","U.1745230","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","bifida","Siparuna bifida","Prance GT; et al.",NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1745230 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1745230",NA,"Laurales","(Poepp. & Endl.) A.DC.",NA,"1968","07","18",NA,NA,"Bloivian Amazonia. State of Pando. S. bank of rio Abuna, between Cachoeira tres S. and Fortaleza, 3-16 km above mouth.",NA,NA,"NL-U1745230",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"39","2020-02-08 09:37:06-03","NBC","NL-BOTANY","U.1745231","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","bifida","Siparuna bifida","Nee MH; Saldías-Paz M",NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1745231 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1745231",NA,"Laurales","(Poepp. & Endl.) A.DC.",NA,"1988","11","19",NA,NA,"Dpto. Santa Cruz. Prov. Ichilo, ca. 3-4 km S of San Rafael and 0.5 km N of San Salvador, 11 km (by air) Sw of VIlla German Busch.","-63.933333","-17.483333","NL-U1745231",NA,NA,"-63.933333","-17.483333",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"40","2020-02-08 09:37:06-03","NBC","NL-BOTANY","U.1745232","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","bifida","Siparuna bifida","Smith SF; Khan B; Shuhler AM",NA,"Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1745232 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1745232",NA,"Laurales","(Poepp. & Endl.) A.DC.",NA,"1985","10","05",NA,NA,"swamp trail Hectare Plot, 300-400m down the samp trail, Explorer's Inn near the confluence of Rio Tambopata and Rio LA torre, 39 km Sw. of Puerto Moldonado.","-69.333333","-12.833333","NL-U1745232",NA,NA,"-69.333333","-12.833333",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"41","2020-02-08 09:37:06-03","NBC","NL-BOTANY","U.1745233","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","bifida","Siparuna bifida","Foster RB",NA,"Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1745233 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1745233",NA,"Laurales","(Poepp. & Endl.) A.DC.",NA,"1980","08","13",NA,NA,"Dpto Loreto. Prov. Maynas: Rio Nanay. Caseria Mishana 30km SW of Iquitos. Callicebus Biological Res. 4 km S. of Mishana.",NA,NA,"NL-U1745233",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-02-08 09:37:06-03","NBC","NL-BOTANY","U.1745234","PreservedSpecimen","Plantae","Monimiaceae","Siparuna","bifida","Siparuna bifida","Schunke Vigo J",NA,"Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1745234 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1745234",NA,"Laurales","(Poepp. & Endl.) A.DC.",NA,"1978","03","15",NA,NA,"San Martin. Prov.Mariscal Caceres. Distrtio: TOcache Nuevo.",NA,NA,"NL-U1745234",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
