"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","scientificNameAuthorship","recordNumber","identifiedBy","imagecode","class","yearIdentified","monthIdentified","dayIdentified","individualCount","fieldNumber","order","coordinatePrecision","geoFlag"
"11","2021-03-15 16:37:00-03","NY","NYBG","03912224","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"M. Weigend","2000","10","18","South America","Peru","La Libertad","Bolívar","Bolívar, path to Laguna Shopol","-78.0472","-10.2992",NA,NA,"3280","3600","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4370015' target='other'> <mi>dwc_moreinfo</mi></a>","NY03912224","Bryophyta","(Müll.Hal.) Kindb.","2000/852","W. R. Buck","NY03912224_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","2048647","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"S. P. Churchill","2001","06","29","South America","Bolivia","Santa Cruz","Manuel María Caballero","Canton Comarapa.","-64.73","-17.82",NA,NA,"3050",NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2207702' target='other'> <mi>dwc_moreinfo</mi></a>","NY02048647","Bryophyta","(Müll.Hal.) Kindb.","20641","S. P. Churchill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2048651","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"S. P. Churchill","1999","11","16","South America","Bolivia","Cochabamba","Chapare","Entre carretera km 66-67 Cochabamba por Villa Tunari.","-65.88","-17.2",NA,NA,"3300",NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2207706' target='other'> <mi>dwc_moreinfo</mi></a>","NY02048651","Bryophyta","(Müll.Hal.) Kindb.","19889","S. P. Churchill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2048640","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"S. P. Churchill","1990","04","12","South America","Colombia","Caldas","Villamaria","Carretera Manizales-Bogota, sobre la carretera que conduce al Nevado del Ruiz (km 213).","-75.35","4.92",NA,NA,"3920",NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2207695' target='other'> <mi>dwc_moreinfo</mi></a>","NY02048640","Bryophyta","(Müll.Hal.) Kindb.","16328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02514986","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"J. Muñoz","1998","07","26","South America","Colombia","Nariño","Cumbal","subida al volcán Cumbal","-77.83","0.95",NA,NA,"3500",NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2746454' target='other'> <mi>dwc_moreinfo</mi></a>","NY02514986","Bryophyta","(Müll.Hal.) Kindb.","98-246","F. Priego",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2048638","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"S. P. Churchill","1990","04","12","South America","Colombia","Caldas","Villamaria","Carretera Manizales-Bogota, sobre la carretera que conduce al Nevado del Ruiz (km 213).","-75.35","4.92",NA,NA,"3920",NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2207693' target='other'> <mi>dwc_moreinfo</mi></a>","NY02048638","Bryophyta","(Müll.Hal.) Kindb.","16327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","2048650","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"S. P. Churchill","2002","09","09","South America","Bolivia","Santa Cruz","Manuel María Caballero","15 km este de Siberia por Comarapa.","-64.67","-17.82",NA,NA,"2500",NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2207705' target='other'> <mi>dwc_moreinfo</mi></a>","NY02048650","Bryophyta","(Müll.Hal.) Kindb.","21962","S. P. Churchill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2048646","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"S. P. Churchill","1990","04","12","South America","Colombia","Caldas","Villamaria","Carretera Manizales-Bogota, sobre la carretera que conduce al Nevado del Ruiz (km 213).","-75.35","4.92",NA,NA,"3920",NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2207701' target='other'> <mi>dwc_moreinfo</mi></a>","NY02048646","Bryophyta","(Müll.Hal.) Kindb.","16324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2048648","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"S. P. Churchill","2001","06","29","South America","Bolivia","Santa Cruz","Manuel María Caballero","Canton Comarapa.","-64.73","-17.82",NA,NA,"3050",NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2207703' target='other'> <mi>dwc_moreinfo</mi></a>","NY02048648","Bryophyta","(Müll.Hal.) Kindb.","20645","S. P. Churchill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01475467","PreservedSpecimen","Plantae","Pottiaceae","Trichostomum","wallisii","Trichostomum wallisii","type fragment","G. Wallis","1872",NA,NA,"South America","Colombia","Antioquia",NA,"Paramo de Ruiz",NA,NA,NA,NA,"3962",NA,"packeted",NA,"Data from NY specimen barcode # 1475466. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1729383' target='other'> <mi>dwc_moreinfo</mi></a>","NY01475467","Bryophyta","Müll.Hal.","s.n.",NA,"NY01475467_01 NY01475467_02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01475466","PreservedSpecimen","Plantae","Pottiaceae","Trichostomum","wallisii","Trichostomum wallisii","type","G. Wallis","1872",NA,NA,"South America","Colombia","Antioquia",NA,"Paramo de Ruiz",NA,NA,NA,NA,"3962",NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1729381' target='other'> <mi>dwc_moreinfo</mi></a>","NY01475466","Bryophyta","Müll.Hal.","s.n.",NA,"NY01475466_01 NY01475466_02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:40:48-03","NBC","NL-BOTANY","L 0472801","PreservedSpecimen","Plantae","Musci-Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Churchill SP; et al.","2003","09","19","Southern America","Bolivia","La Paz",NA,"Mina San Luis, carretera de Nor Yungas.","-67.933333","-16.3","-67.933333","-16.3",NA,NA,NA,NA,"Musgos sobre humus, entre arbustos.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200472801 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0472801",NA,"(Müll.Hal.) Kindb.",NA,"Churchill SP",NA,"Musci","2003","09","01",NA,NA,NA,NA,NA
"23","2020-02-08 10:40:48-03","NBC","NL-BOTANY","L 0472802","PreservedSpecimen","Plantae","Musci-Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Churchill SP","2003","04","12","Southern America","Bolivia","Santa Cruz",NA,"Serraniá de Siberia. Ca. 15 km este de Siberia, carretera a Comarapa.","-64.666667","-17.816667","-64.666667","-17.816667",NA,NA,NA,NA,"Bosque montano nublado. Musgo sobre tronco de árbol.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200472802 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0472802",NA,"(Müll.Hal.) Kindb.",NA,"Churchill SP",NA,"Musci","2003","05","01",NA,NA,NA,NA,NA
"24","2019-05-02 10:55:21-03","IBt","SP-BRYOPHYTA","122053","S","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Griffin III, D.G.","1972","08",NA,"Southern America","Venezuela",NA,"Distrito Rangel","Sierra de Santo Domingo",NA,NA,NA,NA,"3200","3200",NA,NA,"Epiphytic on shurubby melastome (Chaetolepis)","SP065661",NA,"(Müll. Hal.) Kindberg","17459","Zander, R.H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-11 21:53:00-03","MO","MOBOT","100928481","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Gustav Wallis","1872",NA,NA,"South America","Colombia","Caldas",NA,"Paramo de Ruiz.","-75.3","4.9",NA,NA,"3960.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Wallis s.n.","R.H. Zander",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"26","2014-03-06 21:02:00-03","MO","MOBOT","90194624","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Antoine M. Cleef|Roberto Jaramillo M.","1971","12","14","South America","Colombia","Cundinamarca",NA,"Paramo Sumapaz, Media Naranja, entre la Hoya del Río Taquecito y la Hoya de La Laguna Larga.","-74.41666","3.75",NA,NA,"3840.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Cleef 249","R.H. Zander",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"27","2009-06-25 13:51:00-03","MO","MOBOT","90127768","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Antoine M. Cleef","1972","8","23","South America","Colombia","Distrito Capital",NA,"Santa Fe De Bogota, La Calera, Paramo de Palacio, filo S Laguna Siecha","-73.91666","4.75",NA,NA,"3800.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Cleef 5252","Zander",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"28","2009-06-25 13:51:00-03","MO","MOBOT","90127484","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Antoine M. Cleef","1972","3","23","South America","Colombia","Distrito Capital",NA,"Santa Fe De Bogota, La Calera, Paramo de Palacio, filo S Laguna Siecha","-73.91666","4.75",NA,NA,"3800.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Cleef 5251","Zander",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"29","2014-03-06 21:04:00-03","MO","MOBOT","90127664","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Antoine M. Cleef|Thomas van der Hammen","1972","7","22","South America","Colombia","Distrito Capital",NA,"Santa Fe De Bogota, La Calera, Paramo de Palacio, Laguna Buitrago","-73.91666","4.75",NA,NA,"3600.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Cleef 4972","Zander",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"30","2009-06-25 13:51:00-03","MO","MOBOT","90127493","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Antoine M. Cleef","1972","4","27","South America","Colombia","Distrito Capital",NA,"Ubaque, Alto de Cruz Verde, orilla NW de Laguna El Verjon","-74.03333","4.56666",NA,NA,"3455.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Cleef 3203","Zander",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"31","2011-10-05 04:59:00-03","MO","MOBOT","90071055","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Dana G. Griffin, III","1985","2","20","South America","Venezuela","Mérida",NA,"Páramo de Los Granates, finca de Los Granates, alo largo del río de Los Granates.","-70.68333","8.78333",NA,NA,"3000.00000000","3100.00000000",NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Griffin III PV-941","DG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2009-09-15 17:23:00-03","MO","MOBOT","90127297","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Benjamin Øllgaard|et al.","1980","7","8","South America","Ecuador","Napo",NA,"Laguna San Marcos, NE of Volcán Cayambe","-77.96666","0.11666",NA,NA,"3370.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Øllgaard 34031","W.C. Steere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2009-09-15 17:23:00-03","MO","MOBOT","90127307","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Benjamin Øllgaard|et al.","1980","7","9","South America","Ecuador","Napo",NA,"Road Olmedo - Laguna San Marcos, E of the pass.","-77.98333","0.11666",NA,NA,"3640.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Øllgaard 34147","W.C. Steere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2009-09-15 17:23:00-03","MO","MOBOT","90127289","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Benjamin Øllgaard|et al.","1980","7","11","South America","Ecuador","Napo",NA,"Road Olmedo - Laguna San Marcos, E of the pass.","-77.98333","0.11666",NA,NA,"3800.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Øllgaard 34478","W.C. Steere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2009-06-25 13:51:00-03","MO","MOBOT","90127779","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Antoine M. Cleef","1972","2","29","South America","Colombia","Boyacá","Belen","Belen, Paramo de Guantiva, Cabecera Quebrada Minas, 600 m NE Laguna Alcohol","-72.83333","6.2",NA,NA,"3850.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Cleef 2051","Zander",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"36","2009-06-25 13:51:00-03","MO","MOBOT","90127652","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Antoine M. Cleef","1972","3","2","South America","Colombia","Boyacá","Belen","Belen, Paramo de Guantiva, Cabecera Quebrada Minas, Hoya Laguna Alcohol, Tutusa","-72.83333","6.2",NA,NA,"3850.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Cleef 2147",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"37","2008-05-27 22:02:00-03","MO","MOBOT","90141165","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"S. P. Churchill","2001","6","29","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","Canton Comarapa. Bosque nublado montano alto de Siberia (oeste de Siberia). <20639-20668>","-64.73333","-17.81666",NA,NA,"3050.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Churchill 20641","S. Churchill",NA,NA,NA,NA,NA,"12","01-29",NA,NA,NA
"38","2010-07-12 21:19:00-03","MO","MOBOT","90153924","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Alba L. Arbeláez|et al.","2001","6","29","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","Cantón Comarapa. Oeste de Siberia. Bosque montano alto de Serranias de Siberia.","-64.73333","-17.81666",NA,NA,"3050.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Arbeláez Álvarez 878","S. Churchill",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA
"39","2008-05-27 22:02:00-03","MO","MOBOT","90162736","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"S. P. Churchill","2003","4","12","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","Serranía de Siberia. Ca. 15 km este de Siberia, carretera a Comarapa. Bosque montano nublado. <22475-22496>","-64.67888","-17.82138",NA,NA,"2460.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Churchill 22480","S. Churchill, May",NA,NA,NA,NA,NA,"5","03-17",NA,NA,NA
"40","2008-05-27 22:02:00-03","MO","MOBOT","90154210","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"S. P. Churchill","2002","9","10","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","Serranía de Siberia. Laguna poco este de Siberia ( 37 km este de Comarapa). Bosque montano nublado, muy húmedo, mucho viento. <22007-22047>","-64.75","-17.83333",NA,NA,"2880.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Churchill 22007-A","S. Churchill",NA,NA,NA,NA,NA,"2","02-38",NA,NA,NA
"41","2015-02-10 05:56:00-02","MO","MOBOT","90162560","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"S. P. Churchill|R.N. Ledezma|M. Muñoz","2003","4","10","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","Serranía de Siberia. Lagunas cerca de camino, 4 km este de Siberia. Bosque montano nublado, muy húmedo. <22367-22397>","-64.75","-17.83333",NA,NA,"2900.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Churchill 22368","S. Churchill, Abr",NA,NA,NA,NA,NA,"4","03-11",NA,NA,NA
"42","2013-01-06 05:04:00-02","MO","MOBOT","90127700","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"G.B. van Reenen","1980","1","20","South America","Colombia","Risaralda","Santa Rosa de Cabal","Santa Rosa De Cabal, Volcan de Santa Rosa, Parque de Los Nevados","-76.25","4.83333",NA,NA,"4330.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Reenen 716","Reenen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2009-06-25 13:51:00-03","MO","MOBOT","90145891","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Antoine M. Cleef","1972","4","23","South America","Colombia","Cundinamarca","Ubaque","Ubaque, Alto de Cruz Verde, camino Real entre la Laguna El Verjon y La Viga","-74.03333","4.56666",NA,NA,"3500.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Cleef 3149","R.H. Zander",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"44","2011-02-17 12:19:00-02","MO","MOBOT","90127412","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Robert M. King|et al.","1965","7","15","South America","Colombia","Caldas","Villamaria","Villamaria, PNN de Los Nevados, Ruiz","-75.3","4.9",NA,NA,"4030.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","King 895c","Zander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2018-07-10 21:18:00-03","MO","MOBOT","101054380","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Marko Lewis","1978","11",NA,"South America","Ecuador","Cañar",NA,"Cerro Buerán, SE of Cañar.","-78.8666667","-2.65",NA,NA,"3670.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Lewis 78-2376B","W.C. Steere",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"46","2018-07-07 11:16:00-03","MO","MOBOT","101054381","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"William C. Steere","1943","8",NA,"South America","Ecuador","Carchi",NA,"Cordillera Occidental, páramo above Tufiño, SE slope Volcán Chiles.","-77.9","0.8",NA,NA,"3505.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Steere 8743","W.C. Steere",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
