"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","maximumElevationInMeters","typeStatus","individualCount","fieldNumber","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","coordinatePrecision","geoFlag"
"11","2021-03-30 12:34:21-03","EAO","IAN","23114","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Spruce, R","4550",NA,NA,NA,"Southern America","Peru",NA,NA,NA,NA,NA,NA,NA,"IAN023114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2008-05-27 22:02:00-03","MO","MOBOT","1944410","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Guillermo Klug","Klug 2107","1931","3",NA,"South America","Peru","Loreto","Florída, Río Putumayo, at mouth of Río Zubineta. Forest.","-73.91666","-1.13333","200.00000000",NA,NA,NA,NA,NA,NA,NA,"Type",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2008-05-27 22:02:00-03","MO","MOBOT","1125182","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Bruce MacBryde|John D. Dwyer","MacBryde 1421","1972","4","1","South America","Ecuador","Napo","3.5-4.8 km E of Río Conejo on road to Lago Agrio. (7.8-9.1 km W of Lago Agrio).","-77","0.08333","340.00000000",NA,NA,NA,NA,"D. Frodin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2018-06-13 16:08:00-03","MO","MOBOT","1427037","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","David A. Neill|Edwin Narváez|Juan Carlos Valenzuela","Neill 12425","2000","2","5","South America","Ecuador","Orellana","Cantón Loreto. Tiyuyacu community, floodplain of Río Pucuno, 6 km south of Comuna 24 de Mayo. Agricultural fields and forest remnants.","-77.4333333","-0.7833333","400.00000000",NA,NA,NA,NA,"Marcela Mora","La Joya de los Sachas",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-01-01 19:09:00-03","MO","MOBOT","341317","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Edgar Gudiño","Gudiño Jara 300","1990","5","1","South America","Ecuador","Pastaza","Pozo petrolero Masaramu de UNOCAL. 40 km al nor-nororiente de Montalvo. Bosque húmedo Tropical, primario. Arboles cortados por las obras petroleras. Suelo sojo, colinas.","-76.8666667","-0.7333333","400.00000000",NA,NA,NA,NA,"Marcela Mora","Pastaza",NA,NA,"3","90-3",NA,NA,NA,NA,NA,NA,NA
"16","2018-08-03 09:40:00-03","MO","MOBOT","3490012","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Rodolfo Vásquez|Christopher Davidson|Sharon R. Christoph|Jim Farfán|Efraín Suclli|Antonio Peña","Vásquez Martínez 32947","2007","10","29","South America","Peru","Cusco","Distrito Kosñipata. Quebrada Piñi Piñi. Bosque secundario en una trocha de extracción de madera.","-71.4088889","-12.8763889","682.00000000",NA,NA,NA,NA,"Marcela Mora","Paucartambo",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA
"17","2008-05-27 22:02:00-03","MO","MOBOT","343833","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Percy Núñez V.|C. Muñoz","Núñez Vargas 5260","1986","6","23","South America","Peru","Puno","Between Río Azata-Colorado, downstream.","-70","-13","1100.00000000",NA,NA,NA,NA,"D. Frodin (PH)","Sandia",NA,NA,"4","86-6",NA,NA,NA,NA,NA,NA,NA
"18","2018-07-27 11:28:00-03","MO","MOBOT","100244147","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","José Schunke V.","Schunke Vigo 12571","1981","3","7","South America","Peru","San Martín","Camino a Shunté, cerca a Yacu Sisa. Dtto. Tocache Nuevo.",NA,NA,"550.00000000",NA,NA,NA,NA,"Marcela Mora","Mariscal Cáceres","600.00000000",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-01-25 04:36:00-02","MO","MOBOT","100316299","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Luis Valenzuela G.|Antonio Peña|J.L. Mateo|R. Rivera","Valenzuela Gamarra 12039","2008","9","9","South America","Peru","Pasco","Dist. Palcazú. Ataz camino al convento.","-75.3261111","-10.1583333","375.00000000",NA,NA,NA,NA,"I. Villalba (HOXA)","Oxapampa","635.00000000",NA,"6",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-01-25 04:36:00-02","MO","MOBOT","100318009","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Luis Valenzuela G.|César Rojas|Din Heredia|J. Domingo","Valenzuela Gamarra 12296","2008","10","17","South America","Peru","Pasco","Dist. Palcazú. Comunidad Nativa Loma Linda.","-75.065","-10.3291667","378.00000000",NA,NA,NA,NA,"I. Villalba (HOXA)","Oxapampa","487.00000000",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-01-25 04:36:00-02","MO","MOBOT","100394688","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Rodolfo Vásquez|Luis Valenzuela G.|J.L. Mateo|Antonio Peña","Vásquez Martínez 35614","2009","3","15","South America","Peru","Pasco","Distrito Palcazú. Parque Nacional Yanachaga-Chemillén. Estación Biológica Paujil, camino hacia el Chiflon.","-75.2622222","-10.3127778","365.00000000",NA,NA,NA,NA,"Marcela Mora","Oxapampa",NA,NA,"4","614",NA,NA,NA,NA,NA,NA,NA
"22","2013-02-14 05:40:00-02","MO","MOBOT","100449573","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Pedro Fiaschi|H. M. Oliveira|J. E. S. L. Cucker|M. R. S. Melo|E. F. Silva","Fiaschi 3281","2008","8","21","South America","Brazil","Acre","PARNA Serra do Divisor. Trilha para a Cachoeira Formosa.","-73.6575","-7.4463889","225.00000000",NA,NA,NA,NA,"P. Fiaschi","Mâncio Lima",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"23","2013-02-14 05:40:00-02","MO","MOBOT","100449580","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Pedro Fiaschi|H. M. Oliveira|J. E. S. L. Cucker|M. R. S. Melo|E. F. Silva","Fiaschi 3298","2008","8","22","South America","Brazil","Acre","PARNA Serra do Divisor. Trilha para a Cachoeira Formosa.","-73.6575","-7.4463889","225.00000000",NA,NA,NA,NA,"P. Fiaschi","Mâncio Lima",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"24","2014-05-12 17:35:00-03","MO","MOBOT","100460305","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Rodolfo Vásquez|M. Villalba|Carlos Mateo","Vásquez Martínez 37246","2011","3","12","South America","Peru","Pasco","Dist. Palcazu. Parque Nacional Yanachaga-Chemillen. Estación Biologica Paujil - camino al Río Venado y cavernas.","-75.2619444","-10.3513889","415.00000000",NA,NA,NA,NA,"I. Villalba (HOXA)","Oxapampa",NA,NA,"3","674",NA,NA,NA,NA,NA,NA,NA
"25","2020-01-17 04:33:00-03","MO","MOBOT","100557563","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","H. van der Werff|Luis Valenzuela G.|Gerry Shareva M.|Augusto Reyes Barrantes","van der Werff 24769","2012","10","31","South America","Peru","Amazonas","Aramango, above Nueva Esperanza.","-78.3725","-5.3558333","1300.00000000",NA,NA,NA,NA,"Marcela Mora",NA,NA,NA,"5","588",NA,NA,NA,NA,NA,NA,NA
"26","2018-05-24 15:15:00-03","MO","MOBOT","100702382","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Abel Wisum","Wisum 899","2007","1","10","South America","Ecuador","Morona-Santiago","Cordillera de Cutucú. Parroquia Yaupi. Centro Shuar Tumpaim, en la Cordillera Kaja Naint, al sur de la comunidad. Bosque maduro en crestas de colinas.","-77.9225","-2.7372222","1100.00000000",NA,NA,NA,NA,"Marcela Mora","Logroño",NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-01-17 04:33:00-03","MO","MOBOT","100763985","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Rodolfo Vásquez|Carlos Mogollón|Gerry Shareva M.|Jaime Flores|Eduardo Cruz Ortíz","Vásquez Martínez 38240","2013","3","18","South America","Peru","Pasco","Distrito Palcazú. Parque Nacional Yanachaga Chemillén - Estación Biológica Paujil.","-75.2638889","-10.3236111","379.00000000",NA,NA,NA,NA,"Marcela Mora","Oxapampa",NA,NA,"2","722",NA,NA,NA,NA,NA,NA,NA
"28","2020-01-17 04:33:00-03","MO","MOBOT","100785102","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Luis Valenzuela G.|Gerry Shareva M.|Eduardo Cruz Ortíz|Eliazar Sebastian","Valenzuela Gamarra 26163","2013","10","18","South America","Peru","Pasco","Distrito Palcazú. Iscozacin. Comunidad Nativa Alto Lagarto.","-75.4177778","-10.1838889","1020.00000000",NA,NA,NA,NA,"Marcela Mora","Oxapampa",NA,NA,"2","96",NA,NA,NA,NA,NA,NA,NA
"29","2020-02-01 04:34:00-03","MO","MOBOT","100803147","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Rocío Rojas|Gregorio Ortiz","Rojas Gonzáles 9645","2013","12","30","South America","Peru","Pasco","Distrito Oxapampa. Comunidad Nativa Alto Lagarto-Convento (Reserva Comunal Yanesha).","-75.3683334","-10.1344444","500.00000000",NA,NA,NA,NA,"P. Lowry (MO) & G. M. Plunkett (NY)","Oxapampa",NA,NA,"4","60",NA,NA,NA,NA,NA,NA,NA
"30","2018-04-26 11:03:00-03","MO","MOBOT","100820775","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Veronica Zuñiga","Zuñiga 28","2015","3","16","South America","Peru","Pasco","Distrito Palcazú. Centro Poblado de Iscozacín. Parque Nacional Yanachaga-Chemillén. Sector Paujil, orillas de la quebrada El Venado.","-75.2525","-10.3461111","1274.00000000",NA,NA,NA,NA,"Marcela Mora","Oxapampa",NA,NA,"1","8",NA,NA,NA,NA,NA,NA,NA
"31","2017-03-21 11:51:00-03","MO","MOBOT","100959970","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Diego Reyes|Miguel Kachay","Reyes 1284","2007","4","24","South America","Ecuador","Pastaza","Comunidad Shiwiar Kurintza.","-76.7925","-2.0638889","296.00000000",NA,NA,NA,NA,NA,"Pastaza",NA,NA,"4","16",NA,NA,NA,NA,NA,NA,NA
"32","2018-08-22 17:59:00-03","MO","MOBOT","100965079","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","P. Núñez|L. Acurio|R. de La Colina|William Nauray","Núñez 24134","1998","10","11","South America","Peru","Cusco","Dpto. Cuzco, Prov. La Convención, Distr. Echarati, Armihuari-Río Camisea.","-72.777472","-11.931972","535.00000000",NA,NA,NA,NA,"Marcela Mora","La Convención",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2018-06-05 11:53:00-03","MO","MOBOT","100965084","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Hamilton Beltrán|Robin B. Foster","Beltrán 547","1993","6","10","South America","Peru","Loreto","Dpto. Loreto. RIO TIGRE: SAN JACINTO. Campamento de Occidental Petroleum. ~30 km arriba de Bartra, ~20 km arriba de Marsella, y ~27 debajo de la frontera con Ecuador. 0.5 km al este del campamento.","-75.783333","-2.466667","175.00000000",NA,NA,NA,NA,"Marcela Mora",NA,"205.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2018-08-22 17:57:00-03","MO","MOBOT","100965085","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Hamilton Beltrán|Irayda Salinas","Beltrán 6281","2007","4","29","South America","Peru","Cusco","Dpto. Cusco. Prov. La Convención. Distrito de Echarati. Comunidad de Timpia Kp del gaseoducto 28.","-72.984261","-12.045311",NA,NA,NA,NA,NA,"Marcela Mora","La Convención",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2018-08-24 04:36:00-03","MO","MOBOT","100965088","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Robin B. Foster|M. Severo Baldeón","Foster 12858","1988","12","28","South America","Peru","Madre de Dios","Dpto. Madre de Dios. Prov. Manu; Río Alto Madre de Dios; casa Erika, a few km downriver from Atalaya; trail from camp to ridgecrest.","-71.2","-12.916667","600.00000000",NA,NA,NA,NA,"Marcela Mora","Manu","1000.00000000",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"36","2018-08-29 15:52:00-03","MO","MOBOT","100965089","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Robin B. Foster|M. Severo Baldeón","Foster 12858",NA,NA,NA,"South America","Peru","Madre de Dios","Dpto. Madre de Dios. Prov. Manu; Río Alto Madre de Dios; casa Erika, a few km downriver from Atalaya; trail from camp to ridgecrest.",NA,NA,NA,NA,NA,NA,NA,"Marcela Mora","Manu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2018-06-05 12:16:00-03","MO","MOBOT","100965090","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Robin B. Foster|B. d'Achille","Foster 9963",NA,NA,NA,"South America","Peru","Pasco","Dpto. Pasco. Prov. Oxapampa. Palcazu; Rio Alto Iscozacin; Ozuz.",NA,NA,NA,NA,NA,NA,NA,"Marcela Mora","Oxapampa",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"38","2018-06-05 12:34:00-03","MO","MOBOT","100965094","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Robin B. Foster|Cristofolini, Giovanni|Elena Vivar","Foster 10733","1985","12","12","South America","Peru","Madre de Dios","Dpto. Madre de Dios. Prov. Manu: Cerro de Pantiacolla. Rio Palotoa 10-15 km NNW of Shintuya, transect to ridgetop.","-71.3","-12.583333","650.00000000",NA,NA,NA,NA,"Marcela Mora","Manu","700.00000000",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"39","2018-06-05 12:33:00-03","MO","MOBOT","100965095","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Robin B. Foster|Cristofolini, Giovanni|Elena Vivar","Foster 10613","1985","12","5","South America","Peru","Cusco",NA,NA,NA,NA,NA,NA,NA,NA,"Marcela Mora","Paucartambo",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-09-03 04:36:00-03","MO","MOBOT","1066176","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Homero Vargas|P. Grefa","Vargas López 855","1996","3","27","South America","Ecuador","Napo","Riberas del río Alpayacu. Bloque 19, línea sísmica 22. Helipuerto 6. Compañía Triton. Bosque muy húmedo Tropical. Bosque primario. Suelo arcilloso aluvial.","-77.4","-0.86666","480.00000000",NA,NA,NA,NA,"Marcela Mora","Archidona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-01-01 04:34:00-02","MO","MOBOT","1124449","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Jorge Giraldo G.|Luis O. Agredo","Giraldo Gensini 564","1994","12","5","South America","Colombia","Valle del Cauca","Finca Zíngara, km 18 de la carretera Cali-Buenaventura, km 4, vía a Dapa. Corregimiento de La Elvira, cordillera occidental. Bosque de Niebla.","-76.56666","3.5","1900.00000000",NA,NA,NA,NA,"J. Giraldo (CUVC)","Cali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-01-01 19:09:00-03","MO","MOBOT","1125180","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Carlos E. Cerón","Cerón Martínez 306","1986","5","6","South America","Ecuador","Sucumbíos","Cantón Lago Agrio, Dureno. Comunidad indegena Cofán.","-76.7","-0.0333333","350.00000000",NA,NA,NA,NA,"C.E. Ceron",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","1125184","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Bruce MacBryde|John D. Dwyer","MacBryde 1400","1972","3","31","South America","Ecuador","Sucumbíos","1.1 km E of Río Conejo on rd. to Lago Agrio, Finca Don Eduardo (11.4 km W of Lago Agrio).","-77","0.08333","340.00000000",NA,NA,NA,NA,"D. Frodin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","1209384","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","José Schunke V.","Schunke Vigo 8056","1974","8","4","South America","Peru","San Martín","Distrito Tocache Nuevo. Quebrada de Huaquisha, márgen derecha del río Huallaga.",NA,NA,"400.00000000",NA,NA,NA,NA,NA,"Mariscal Cáceres","500.00000000",NA,NA,"85",NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","1215944","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Paul E. Berry|et al.","Berry 6721","1998","2","22","South America","Venezuela","Amazonas","Tall caatinga forest on white-sand spodosols, 9.3 km from Yavita along Yavita-Maroa Road (bearing 230º), and 1.5 km due south of intersection with old road to Pimichin. GPS unit used. Field work supported by World Wildlife Fund.","-67.49","2.86111","120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"3","255",NA,NA,NA,NA,NA,NA,NA
"46","2018-09-28 17:33:00-03","MO","MOBOT","1232812","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","David A. Neill","Neill 11044","1997","12","15","South America","Ecuador","Pastaza","Site of ARCO Central Processing facility, 33 km east of Puyo. Colonia Bolívar. Premontane wet forest. Primary forest remnants.","-77.75","-1.38333","1000.00000000",NA,NA,NA,NA,"Marcela Mora","Pastaza",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","1234068","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","F. Cornejo|A. Balarezo","Cornejo Valverde 2768","1996","11","20","South America","Peru","Puno","Cabeceras del Río Candamo. Ligeramente colinoso.","-69.81666","-13.46666","400.00000000",NA,NA,NA,NA,"Fernando Cornejo","Carabaya",NA,NA,"2","15",NA,NA,NA,NA,NA,NA,NA
"48","2008-11-05 03:33:00-02","MO","MOBOT","1238602","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Evaristo Chávez","Chávez 34","1997","9","19","South America","Peru","Amazonas","Dtto. Imaza, Tuyankuwas, Comunidad de Yanat. Borde de quebrada.","-78.5","-4.75","750.00000000",NA,NA,NA,NA,"R. Vasquez (MO)","Bagua","1000.00000000",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA
