"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","dayIdentified","typeStatus","eventTime","fieldNumber","individualCount","relatedCatalogItem"
"11","2020-02-08 08:50:19-03","NBC","NL-BOTANY","U.1136765","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Lychnophora","bahiensis","Lychnophora bahiensis","Mattf.",NA,"Harley RM; et al.",NA,"1974","02","02","Southern America","Brazil",NA,NA,"Estado de Bahia, Serra do Sincorá. Ca. 10km, N. of Barra da Estiva, on Ibicoara road, by the Rio Preto. Grassland with low shrubs over white sand and crystalline quertz, intersected by valley with small river.","-41.3","-13.583333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1136765 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1136765","NL-U1136765",NA,NA,NA,NA,"-41.3","-13.583333",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:50:19-03","NBC","NL-BOTANY","U.1136766","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.",NA,"Harley RM; et al.",NA,"1974","01","16","Southern America","Brazil",NA,NA,"Estado de Bahia, Serra do Rio de Contas. Ca. 6km North of the town of Rio de Contas on road to Abaira. Dry hillside.","-41.783333","-13.55",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1136766 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1136766","NL-U1136766",NA,NA,NA,NA,"-41.783333","-13.55",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:01:55-03","ESALQ","ESA","72487","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Barroso, G.M.","Krieger, L. ; Pedro Ivo","10167.0","1971","02","19",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,"ESA072487","ESA072487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:01:55-03","ESALQ","ESA","73438","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Loeuille, B.","Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.","25187.0","2001","07","05",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó. Atalho entre a Pensão Chapéu de Sol e o início da Estrada da Usina. Campo rupestre.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto, ca. 80 cm alt.; flores roxas.","ESA073438","ESA073438",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2015-07-02 14:42:11-03","JBP","HPL","1237","S","Plantae",NA,NA,"Asteraceae","Lychnophora","bahiensis","Lychnophora bahiensis","Mattf","E.R. Salviani & H. Lorenzi","E.R. Salviani & H. Lorenzi","1087","2000","01","26",NA,"Brasil","BA","Rio de Contas",NA,"-41.8114","-13.5789",NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,"2000","01",NA,"26",NA,NA,NA,NA,NA
"16","2016-02-02 14:37:55-02","BGBM","B","B 10 0094258","S","Plantae",NA,NA,"Compositae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.",NA,"?",NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100094258 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100094258","B100094258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-02-02 14:37:55-02","BGBM","B","B 10 0094257","S","Plantae",NA,NA,"Compositae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.",NA,"F. Sellow",NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,"Brasilia in aquinoctialis.",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100094257 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100094257","B100094257 B100094257_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA,NA,NA,NA
"18","2019-02-15 11:34:19-02","IPA","IPA","89158","S","Plantae","Plantae",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.",NA,"Semir, J.; et al.; et al.","6741","1975","04","10","Southern America","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,"Arbusto até 2m; capítulos lilás.; Campo rupestre.","IPA0089158","IPA0089158",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-08-27 13:27:40-03","IAP","PACA-AGP","87320","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","M. Dematteis","Hatschbach, G.","73540","2002","08","18",NA,"Brasil","MG","Joaquim Felício","Serra do Cabral entre os rios Embalassaia e Preto","-44.1721992492676","-17.7574996948242",NA,"arbsuto 2,5m capítulos lilás Habitat: campo cerrado solo rochoso","PACA087320",NA,NA,NA,"37503","auto",NA,NA,"2003",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"20","2019-11-21 14:31:58-03","UFJF","CESJ","10167","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","G.M.Barroso","L. Krieger","CESJ10167","1971","02","19","América do Sul","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,"Arbusto baixo 1 m folhagem densa, flores passadas.","CESJ010167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-07 11:41:29-03","UFMS","CGMS","45021","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","M. Dematteis","G. Hatschbach; M. Hatschbach; J.M. Silva","73540","2002","08","18",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, entre os rios Embalassaia e Preto.","-44.1721992492676","-17.7574996948242",NA,"Capítulo lilás. Fruto ausente. Habitat: Campo Cerrado. Solo rochoso. Habito: Arbusto. 2.5m de altura.","CGMS1074989",NA,NA,NA,"37503","auto",NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:24:37-03","UNICAMP","UEC","121850","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Semir, J","Romero, R; Almeda, F; Martins, AB; Belinello, R","5836","1999","05","18",NA,"Brazil","Bahia","Abaíra","Estrada Abaíra-Piatã.","-41.7605","-13.202611",NA,"Arvoreta, ca. 1,5 m. Brácteas verdes; corola e ramos do estilete purpúreos.","UEC121173","UEC121173","1120","1120",NA,NA,"-41.7605","-13.202611","2005",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-08-20 10:06:01-03","UNICAMP","UEC","169409","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Semir, J","Verola, CF; Costa, IR","422007","2007","04","20",NA,"Brazil","Bahia","Abaíra","Estrada Abaíra-Cascavel, ca.15 km de Abaíra.","-41.391889","-13.003917",NA,NA,"UEC121172","UEC121172","1184","1184",NA,NA,"-41.391889","-13.003917","2007",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-08-20 10:06:01-03","UNICAMP","UEC","109080","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Semir, J","Mansanares, ME; Aona, LYS","05","1998","05","05",NA,"Brazil","Minas Gerais","Cardeal Mota","Serra do Cipó, subida para o Hotel Chapéu do Sol.",NA,NA,NA,NA,"UEC121168","UEC121168",NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-08-20 10:06:01-03","UNICAMP","UEC","196785","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Monge, M","Monge, M; Semir, J; et al.","1481","2013","02","19",NA,"Brazil","Minas Gerais","Diamantina","próximo à Sopa","-43.707222","-18.212222",NA,NA,"UEC159325","UEC159325",NA,NA,NA,NA,"-43.707222","-18.212222","2013","02",NA,"19",NA,NA,NA,NA,NA
"26","2021-03-01 16:24:37-03","UNICAMP","UEC","105152","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Semir, J","Feres, FR; Faria, AD; Aona, LYS; Mansanares, ME; Mendonça, TG; Belinello, R","9847","1998","12","16",NA,"Brazil","Minas Gerais","Cardeal Mota","Serra do Espinhaço, Serra do Cipó, estrada para a Usina.",NA,NA,NA,"Arbusto, ca. 60 cm alt.","UEC121165","UEC121165",NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-18 09:33:04-03","UNICAMP","UEC","105153","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Semir, J","Feres, FR; Faria, AD; Aona, LYS; Mansanares, ME; Mendonça, TG; Belinello, R","9848","1998","12","16",NA,"Brazil","Minas Gerais","Cardeal Mota","Serra do Espinhaço, Serra do Cipó, estrada para a Usina.",NA,NA,NA,NA,"UEC121179","UEC121179",NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-08-20 10:06:01-03","UNICAMP","UEC","109077","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Semir, J","Mansanares, ME; Aona, LYS","02","1998","05","05",NA,"Brazil","Minas Gerais","Cardeal Mota","Serra do Cipó, estrada da Usina.",NA,NA,NA,NA,"UEC121203","UEC121203",NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-20 10:06:01-03","UNICAMP","UEC","109087","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Semir, J","Mansanares, ME; Vitta, FA; Belinello, R","17","1998","07","15",NA,"Brazil","Minas Gerais","Cardeal Mota","Serra do Cipó, estrada da Usina.",NA,NA,NA,NA,"UEC121169","UEC121169",NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-18 09:33:04-03","UNICAMP","UEC","109095","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Semir, J","Feres, FR; Faria, AD; Aona, LYS; Mansanares, ME; Mendonça, TG; Belinello, R","9859","1998","12","17",NA,"Brazil","Minas Gerais","Milho Verde","Ca. 2 km de milho verde.",NA,NA,NA,NA,"UEC121200","UEC121200",NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:24:37-03","UNICAMP","UEC","112447","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Semir, J","Souza, VC; Souza, JP; Elias, SI; Forster, W; Oliveira, ACP","22691","1999","05","18",NA,"Brazil","Bahia","Barra da Estiva","Estrada Barra da Estiva - Ituaçu. Morro da antena de televisão.","-41.268083","-13.691611",NA,"Arbusto, ca. 1,7 m alt.; flores lilás.; Campo rupestre.","UEC121171","UEC121171","1020","1020",NA,NA,"-41.268083","-13.691611","2005",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-20 10:06:01-03","UNICAMP","UEC","169423","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Semir, J","Verola, CF; Costa, IR","302007","2007","04","16",NA,"Brazil","Mato Grosso",NA,"Rio de Contas, estrada para o povoado de Mato Grosso, ca. 12 km de Rio de Contas.","-41.86875","-13.529944",NA,NA,"UEC121183","UEC121183","3877","3877",NA,NA,"-41.86875","-13.529944","2007",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-20 10:06:01-03","UNICAMP","UEC","117188","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Semir, J","Mansanares, ME; Vitta, FA; Belinello, R","0050","2000","12","01",NA,"Brazil","Minas Gerais","Cardeal Mota","Serra do Cipó, estrada da Usina, lado E em direção à Conceição do Mato Dentro, antes do Chapéu do Sol (ponto F. Vittaposte).",NA,NA,NA,NA,"UEC121199","UEC121199",NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:06:01-03","UNICAMP","UEC","117568","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Semir, J","Mansanares, ME; Vitta, FA; Belinello, R","0036","2000","11","30",NA,"Brazil","Minas Gerais","Diamantina","Estrada Diamantina - São Gonçalo do Rio das Pedras, km 13, lado E em direção à S.G.R. Pedras.","-43.547778","-18.336389",NA,NA,"UEC121198","UEC121198","1200","1200",NA,NA,"-43.547778","-18.336389","2005",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:24:37-03","UNICAMP","UEC","117569","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Semir, J","Mansanares, ME; Vitta, FA; Belinello, R","0029","2000","11","29",NA,"Brazil","Minas Gerais","Diamantina","Estrada para Cnselheiro Mata, 17,2 km do asfalto, afloramento do lado direito.","-43.813333","-18.3",NA,"Arbusto, flores lilás.","UEC121167","UEC121167","1330","1330",NA,NA,"-43.813333","-18.3","2005",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-08-20 10:06:01-03","UNICAMP","UEC","120727","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Semir, J","Duarte, M","1352","1970","09","12",NA,"Brazil","Minas Gerais","Serra do Cipó","km 114, acima do Chapéu de Sol.",NA,NA,NA,NA,"UEC132011","UEC132011",NA,NA,NA,NA,NA,NA,"1992","11",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:24:37-03","UNICAMP","UEC","124541","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Semir, J","Mansanares, ME; Meireles, LD; Verola, CF; Azevedo, MT","222","2002","03","02",NA,"Brazil","Minas Gerais","Diamantina","Estrada para São João da Chapada.","-43.737306","-18.140444",NA,"Arbustos até 1,5 m, frutos maduros.","UEC121166","UEC121166",NA,NA,NA,NA,"-43.737306","-18.140444","2005",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:24:37-03","UNICAMP","UEC","126502","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Semir, J","Mansanares, ME; Verola, CF; Azevedo, MT; Meireles, LD","283","2002","07","26",NA,"Brazil","Minas Gerais","Botumirim","Estrada de terra para Botumirim, 34 km do asfalto. Beira da estrada.","-43.086944","-16.746389",NA,"Arbustos até 2,0 m, flores lilás.","UEC121202","UEC121202","920","920",NA,NA,"-43.086944","-16.746389","2005",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-20 10:06:01-03","UNICAMP","UEC","117185","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Semir, J","Mansanares, ME; Vitta, FA; Belinello, R","0039","2000","11","30",NA,"Brazil","Minas Gerais","Serro","Estrada São Gonçalo do Rio das Pedras, km 29.","-43.8475","-18.403611",NA,NA,"UEC121181","UEC121181","890","890",NA,NA,"-43.8475","-18.403611","2005",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:24:37-03","UNICAMP","UEC","135557","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Semir, J","Nakajima, JN; Romero, R","3091","2001","03","30",NA,"Brazil","Minas Gerais","Diamantina","Estrada Diamantina - Gouveia, ca. 12 km SW de Diamantina.","-43.683889","-18.293889",NA,"Arvoreta, ca. 1,6 m. Brácteas involucrais esverdeadas, corola e ramos do estilete lilás, anteras arroxeadas.; Campo rupestre.","UEC121204","UEC121204",NA,NA,NA,NA,"-43.683889","-18.293889","2005",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-08-20 10:06:01-03","UNICAMP","UEC","169433","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Semir, J","Verola, CF; Costa, IR","372007","2007","04","18",NA,"Brazil","Bahia","Capão Da Volta","Estrada Jussiapé - Capão da Volta. Próximo a Capão.","-41.48425","-13.473719",NA,NA,"UEC121182","UEC121182","1329","1329",NA,NA,"-41.48425","-13.473719","2007",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:24:37-03","UNICAMP","UEC","173431","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Semir, J; Monge, M","Queiroz, LP; Conceição, AS; Carvalho-Sobrinho, JG; Machado, R","14970",NA,NA,NA,NA,"Brazil","Minas Gerais","Monte Azul","Ca. 20 km SE de Monte Azul.","-42.811944","-15.223889",NA,"Arbusto ca. 1,5 m alt., muito ramificado, copa globosa. Folhas coriáceas. Flores roxas.; Campo rupestre, solo arenosos com afloramentos de arenito/quartzito. Vegetação predominantemente herbácia.","UEC121201","UEC121201","1355","1355",NA,NA,"-42.811944","-15.223889","2013","03",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:24:37-03","UNICAMP","UEC","178923","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Semir, J","Monge, M","1458","2013","02","19",NA,"Brazil","Minas Gerais","Diamantina","Estrada para São João da Chapada.","-43.737222","-18.140278",NA,"Arbusto, 1m. Frutos.; Campo rupestre","UEC132012","UEC132012",NA,NA,NA,NA,"-43.737222","-18.140278","2017","03",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:24:37-03","UNICAMP","UEC","195183","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Monge, M","Monge, M; Shimizu, GH; Brito, VLG; Carmo, JAM","2242","2013","11","18",NA,"Brazil","Minas Gerais","Cardeal Mota","Serra do Cipó, Parna Serra do Cipó. Estrada subindo a serra, planta presnsada em Álcool.","-43.605556","-19.308611",NA,"Arbusto, 1,5 m de altura, flores lilazes.; Campo rupestrre","UEC159329","UEC159329",NA,NA,NA,NA,"-43.605556","-19.308611",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:24:37-03","UNICAMP","UEC","193665","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.",NA,"Vichnewski, W","375","1996","03","31",NA,"Brazil","Bahia","Andaraí","Estrada Mucugê. 7km de Mucugê. Descida da Serra, próximo ao povoado do Prédio de cima.","-41.306944","-12.870833",NA,"Arbusto, capítulos com frutos jovens.","UEC133524","UEC133524",NA,NA,NA,NA,"-41.306944","-12.870833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-08-20 10:06:01-03","UNICAMP","UEC","196784","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","rosmarinifolia","Lychnophora rosmarinifolia","Mart.","Monge, M","Semir, J; et al.","1482","2013","02","19",NA,"Brazil","Minas Gerais","Diamantina","próximo a Guinda","-43.707222","-18.212222",NA,NA,"UEC159326","UEC159326",NA,NA,NA,NA,"-43.707222","-18.212222","2013","02",NA,"19",NA,NA,NA,NA,NA
