"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","individualCount","dayIdentified","class","relatedCatalogItem"
"11","2009-06-27 16:40:00-03","MO","MOBOT","2664842","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R. Gray","Renvoize, S. (K)","Simon Lægaard","Lægaard 55806","1985","12","14","South America","Ecuador","Napo",NA,"Napo. Archidona. Roadside and swamp.","-77.83333","-0.93333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA
"12","2009-06-27 16:40:00-03","MO","MOBOT","2664990","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R. Gray","Renvoize, S. (K)","Simon Lægaard","Lægaard 55877","1986","1","6","South America","Ecuador","Pastaza",NA,"Around 10.de Augusto E of Puyo.","-77.91666","-1.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA
"13","2009-06-27 16:40:00-03","MO","MOBOT","2665855","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R. Gray","Laegaard, S. (AAU)","Simon Lægaard","Lægaard 18954","1998","7","15","South America","Ecuador","Loja",NA,"Sozoranga - Cariamanga km 4. Roadbanks","-79.7833333","-4.3833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1400.00000000",NA,NA,"1",NA,NA,NA
"14","2011-11-02 04:55:00-02","MO","MOBOT","2957692","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R. Gray","G. Davidse","Victor M. Patiño","Patino s.n.","1951","10","9","South America","Colombia","Antioquia","Medellín","Caña Antigua. Its metal field label was as follows: Cultivated localidad Jauquincito, Río May Buenaventura Valle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.00000000",NA,NA,NA,NA,NA,NA
"15","2010-05-15 05:57:00-03","MO","MOBOT","2991431","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R. Gray","G. Davidse","Timothy C. Plowman","Plowman 11011","1981","11","25","South America","Peru","Lima",NA,"Jesús María, Museo de Historia Natural.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA
"16","2010-05-15 05:57:00-03","MO","MOBOT","2992060","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R. Gray","G. Davidse","Timothy C. Plowman","Plowman 11011","1981","11","25","South America","Peru","Lima",NA,"Lima and environs. Jesús María: Museo de Historia Natural.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA
"17","2008-05-27 22:02:00-03","MO","MOBOT","2992440","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R. Gray","Gerrit Davidse","Georges Cremers","Cremers 11176","1990","1","28","South America","French Guiana",NA,NA,"Trou Caímans-Région littorale. RN 1 au PK 126. Végétation ripicole forestiére.","-53.13333","5.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA
"18","2009-10-23 16:26:00-02","MO","MOBOT","2992950","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R. Gray","J.M.J. de Wet, June 13","Timothy C. Plowman|José Schunke V.|Phillip M. Rury","Plowman 11365","1981","12","13","South America","Peru","San Martín","Mariscal Cáceres","Trail to Shunté, about 10 km. west of Tocache Nuevo, east of Río Tocache.","-76.56666","-8.23333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA
"19","2008-05-27 22:02:00-03","MO","MOBOT","2993503","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R. Gray","Gerrit Davidse","MORI","MORI 18423","1986","6","7","South America","French Guiana",NA,NA,"Saül. Secondary vegetation in vicinity of the village.","-53.2","3.61666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"200.00000000","300.00000000",NA,NA,NA,NA,NA
"20","2009-10-23 16:26:00-02","MO","MOBOT","2993630","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R. Gray","J.M.J. de Wet","Timothy C. Plowman|José Schunke V.|Phillip M. Rury","Plowman 11365","1981","12","13","South America","Peru","San Martín","Mariscal Cáceres","Trail to Shunté, about 10 km. west of Tocache Nuevo, east of Río Tocache.","-76.56666","-8.23333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA
"21","2010-02-03 20:52:00-02","MO","MOBOT","2993760","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R. Gray",NA,"Timothy C. Plowman|Paul E. Berry","Plowman 13361","1984","3","24","South America","Venezuela","Distrito Federal",NA,"El Avila, northfacing slopes. Road from Macuto to Galipan.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1410.00000000",NA,NA,NA,NA,NA,NA
"22","2010-02-03 20:52:00-02","MO","MOBOT","2993992","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R. Gray","Gerrit Davidse","Timothy C. Plowman|Paul E. Berry","Plowman 13361","1984","3","24","South America","Venezuela","Distrito Federal",NA,"El Avila, northfacing slopes. Road from Macuto to Galipan.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1410.00000000",NA,NA,NA,NA,NA,NA
"23","2010-02-03 20:52:00-02","MO","MOBOT","2994066","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R. Gray","Gerrit Davidse","Timothy C. Plowman|Paul E. Berry","Plowman 13361","1984","3","24","South America","Venezuela","Distrito Federal",NA,"El Avila, northfacing slopes. Road from Macuto to Galipan.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1410.00000000",NA,NA,NA,NA,NA,NA
"24","2009-08-07 05:32:00-03","MO","MOBOT","2994424","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R. Gray","J.M.J. de Wet","Rubén A. Montes","Montes 480-a","1981","6","15","South America","Venezuela","Miranda",NA,"Via Pozo Rosa a Granja Agua Amarilla. Jarillo. Los Teques",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2011-11-01 09:08:00-02","MO","MOBOT","2994458","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R. Gray",NA,"Edgar Anderson|Victor M. Patiño","Anderson s.n.","1957","9","13","South America","Colombia",NA,NA,"Granja Tulio Ospina, Medellin, Colombia. Cana Antigua. Cultivada Localidad Jauquincito Rio Maya, Buenaventura Valle.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2015-01-23 23:28:00-02","MO","MOBOT","2997646","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R. Gray","Gerrit Davidse","L.A.M. Silva|Talmon S. dos Santos|A.J. Ribeiro","Silva 440","1979","6","13","South America","Brazil","Bahia",NA,"Município de Maraú. Rodovia BR 030, trecho Maráu/Porto de Campinhos, a 7 km de Maraú, ca. de 2 km a L do entroncamento. Mata litorânea.","-38.95","-14.06666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2015-05-20 10:36:50-03","UFERSA","MOSS","1826","S","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R. Gray","Oliveira, R.C.","Oliveira, O.F. de","863","1981","06","02","América do Sul","Brasil","Rio Grande do Norte","Mossoró","Campus da ESAM","-37.344444","-5.191944",NA,"herbácea; coletada em canteiro; solo humífero; interesse econ. forrageira; ocasional; fruto purpurescente.",NA,NA,"2007",NA,NA,"37W20'40","5S11'31","10","10","08",NA,"22",NA,NA
"28","2021-03-04 11:06:10-03","UFRB","HURB","4827","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R.Gray","C. da Silva","Aona, L.Y.S.; Costa, G; Fonseca, W.; Jardim, J.G.; et al","1891","2013","01","06",NA,"Brasil","Bahia","Boa Nova","P.N. de Boa Nova; Fazenda Liberdade, Setor Sul","-40.120833","-14.41",NA,NA,"HURB000004827",NA,"2015",NA,NA,"40°07'15 W","14°24'36 S","956","956","06",NA,"17",NA,NA
"29","2021-03-01 11:50:55-03","UFPE","UFP","11236","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R.Gray","Luceño, M","Guerra, M; Luceño, M; André","UFP11236","1995","05","06",NA,"Brasil","Pernambuco","Ipojuca",NA,"-35.0638999938965","-8.39888954162598",NA,NA,"UFP011236",NA,NA,"22847","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-09-12 05:00:02-03","US","US","3159032","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R. Gray","Judziewicz, E. J.","J. Hoock","1100",NA,NA,NA,"South America - Neotropics","French Guiana",NA,NA,"Mabury, Saint Antoine","-53.88","5.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Monocotyledonae",NA
"31","2020-09-12 05:00:02-03","US","US","3214396","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R. Gray","Judziewicz, E. J.","G. Cremers","11176","1990","1","28","South America - Neotropics","French Guiana",NA,NA,"Trou Caïmans, région littorale. RN 1-PK 126","-53.18","5.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Monocotyledonae",NA
"32","2020-09-12 05:00:02-03","US","US","3412652","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R. Gray",NA,"J. Hoock","s.n.","1955","11","27","South America - Neotropics","French Guiana",NA,NA,"Route de Rochambeau, km 17","-52.38","4.81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Monocotyledonae",NA
"33","2020-09-02 16:37:59-03","Cenargen","CEN","4920","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R.Gray","S. A. Renvoize","L. A. Mattos Silva","440","1979","06","13",NA,"Brasil","BA","MARAU","Rodovia BR 030, trecho Maraú/Porto de Campinhos, a 7 km de Maraú, ca. de 2 km a L do entrocamento.","-38.95","-14.066666","Exsicatas","Doação do Herbário Centro de Pesquisas do Cacau - CEPEC. Plantas da Região Cacaueira da Bahia.","CEN00004920","CEN00004920 CEN00004920_1","1984",NA,NA,"-38.95","-14.066666",NA,NA,NA,"1",NA,NA,NA
"34","2019-10-07 09:22:37-03","UEFS","HUEFS","182080","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R.Gray",NA,"Ferreira, F.M.","2151","2009","06","19",NA,"Brasil","Bahia","Itacaré","Reserva Alto da Boa Esperança.","-38.9967002868652","-14.2775001525879",NA,"Floresta Ombrófila Densa.","HUEFS0182080","HUEFS0182080 HUEFS0182080_01",NA,"41230","auto",NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA
"35","2019-10-07 09:22:37-03","UEFS","HUEFS","13671","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R.Gray",NA,"Queiroz, L.P.de","3307","1993","07","02",NA,"Brasil","Bahia","Maracás",NA,"-40.4308013916016","-13.4411001205444",NA,NA,"HUEFS0013671","HUEFS0013671",NA,"50558","auto",NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA
"36","2020-07-23 12:19:04-03","CEPLAC","CEPEC","16663","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii",NA,"S. A. Renvoize","L. A. Mattos-Silva","440","1979","06","13",NA,"Brasil","Bahia","MARAÚ","BR-030, 7Km trecho Marau/Porto Campinhos, 2Km a E do entroncamento.","-38.95","-14.066667",NA,NA,NA,NA,NA,NA,NA,"38W57'0","14S4'0",NA,NA,NA,NA,NA,NA,"30/01/1985"
"37","2019-11-01 15:17:19-03","UnB","UB","174266","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R. Gray","Filgueiras, TS","Silva, MA; Sabbag, MRL","6162","2007","08","08","Southern America","Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE. Chácara 4. Próximo à bica d'água","-47.883889","-15.935278",NA,"Erva 2 m de altura semelhante a uma moita de cana, mas com o fuste ôco. Cariópsis verde-vináceos. Folhas glabras, discolores verdes; Floresta de galeria alterada em recuperação","UB0027333","UB0027333","2007",NA,NA,"-47.883889","-15.935278",NA,NA,"08",NA,"29",NA,NA
"38","2019-11-21 10:17:08-03","IBt","SP","415821","S","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R.Gray","Filgueiras, TS","Aparecida da Silva, M; Sabbag, MRL","6162","2007","08","08",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE, Chácara 4. Próximo à bica d'água.","-47.883889","-15.935278",NA,NA,"SP039574","SP039574","2007",NA,NA,"-47.883889","-15.935278",NA,NA,"08",NA,"29",NA,NA
"39","2019-11-21 10:17:08-03","IBt","SP","120790","S","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii","J.R.Gray","Filgueiras, TS","Silva, TS","105","1973","06","12",NA,"Brasil","Mato Grosso do Sul","Miranda","Serra da Bodoquena, À 6 km da fazenda Bodoquena, no E-SE.","-56.3782997131348","-20.2406005859375",NA,NA,"SP039575","SP039575","2008","92112","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-08-07 17:11:55-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae",NA,NA,"Poaceae","Tripsacum","andersonii","Tripsacum andersonii",NA,NA,"Cremers, G","1117",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
