"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"14","2021-03-15 16:37:00-03","NY","NYBG","00919118","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.",NA,"A. P. Duarte","5687","1961","09","01","South America","Brazil","Minas Gerais",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995768' target='other'> <mi>dwc_moreinfo</mi></a>","NY00919118","NY00919118_01","Paracatu","-46.8744","-17.2222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","622669","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus minor","(Boeckeler) Kük.","E. R. Guaglianone","G. Davidse","12009","1976","04","05","South America","Brazil","Bahia","Ca. 4-5 km N of Xique-Xique on the west side of the Rio Sao Francisco","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=16959' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622669","NY00622669_01",NA,NA,NA,"25","25","minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","622671","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","G. C. Tucker","D. S. D. de Araújo","3457","1979","11","28","South America","Brazil","Rio de Janeiro","Lagoa Feia, próx. ao Rio Ururaí.","sheet","FEEMA Departamento de Conservaçao Ambiental Tijuca Rio de Janeiro <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166256' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622671","NY00622671_01","Campos","-41.398524","-21.949999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","622670","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","G. C. Tucker","D. S. D. de Araújo","3266","1979","10","09","South America","Brazil","Rio de Janeiro","Lagoa Feia, ao lado do Canal Ururaí, em ilha artificial recentemente formanda pela draga.","sheet","FEEMA Departamento de Conservaçao Ambiental Tijuca Rio de Janeiro <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166255' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622670","NY00622670_01","Campos","-41.3508","-21.9613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01174589","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","G. C. Tucker","G. T. Prance","6591","1968","07","30","South America","Brazil","Rondônia","Basin of Rio Madeira. Vicinity of Cachoeira Madeira, Rio Madeira.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396126' target='other'> <mi>dwc_moreinfo</mi></a>","NY01174589","NY01174589_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01175453","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","T. M. Koyama","G. T. Prance","8691","1968","11","20","South America","Brazil","Rondônia","Basin of Rio Madeira. E bank of Rio Madeira between Penha Colorado and Cachoeira Araras","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396143' target='other'> <mi>dwc_moreinfo</mi></a>","NY01175453","NY01175453_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01175456","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","G. C. Tucker","M. F. Silva","45",NA,NA,NA,"South America","Brazil","Amazonas",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396148' target='other'> <mi>dwc_moreinfo</mi></a>","NY01175456","NY01175456_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01174594","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","G. C. Tucker","G. T. Prance","8691","1968","11","20","South America","Brazil","Rondônia","Basin of Rio Madeira. E bank of Rio Madeira between Penha Colorado and Cachoeira Araras","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396136' target='other'> <mi>dwc_moreinfo</mi></a>","NY01174594","NY01174594_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00919119","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","T. M. Koyama","D. C. Daly","D334","1980","09","28","South America","Brazil","Maranhão","Near Km 150-165 of Br 135. Approx. 15-30 km N of São Mateus.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995772' target='other'> <mi>dwc_moreinfo</mi></a>","NY00919119","NY00919119_01","São Mateus do Maranhão","-44.53","-3.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","622669","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus minor","(Boeckeler) Kük.","E. R. Guaglianone","G. Davidse","12009","1976","04","05","South America","Brazil","Bahia","Ca. 4-5 km N of Xique-Xique on the west side of the Rio Sao Francisco","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=16959' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622669","NY00622669_01",NA,NA,NA,"25","25","minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:51:56-03","EAO","IAN","62186","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","Eiten, LT","Black, GA; Ledoux, PVD","10897","1950","11","24","Southern America","Brasil","Pará","Praia; lugar arenoso entrecortado de pequenos córregos; várzea.",NA,"Anual; inflorescência crassa e irregular, verde.","IAN062186","IAN062186 IAN062186_e","Monte Alegre","-54.0691986083984","-2.00778007507324",NA,NA,NA,"1962","279177","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-02 16:28:45-03","CPAN-UFMS","COR","5223","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","Silva, L. P.","Damasceno-Júnior, G. A.; Sanches, A. & Cavalheiro, A. G.","447","1994","12","22",NA,"Brasil","Mato Grosso do Sul","Fazenda Rabicho; mata ciliar do rio Paraguai",NA,"Erva com 1,5 m de altura, na sombra da mata Habito: Erva",NA,NA,"Corumbá","-57.450278","-19.021111","80","80",NA,"2018",NA,NA,"11","23","57º27'1''W","19º1'16''S",NA,NA,NA,NA,NA,NA
"26","2021-03-02 16:28:45-03","CPAN-UFMS","COR","11290","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","Silva, L. P.","Gaeta, D. F.; Carvalho-Júnior, J. C.; Coelho, A. G.; Ferreira, F. C.; Almeida, F. L.; Sá, W. A. & Pereira-Júnior, R.","3","2005","11","02",NA,"Brasil","Mato Grosso do Sul","Margem esquerda do rio Taquari",NA,"Erva aquática cespitosa, 30 cm de altura; flor verde Habito: Erva",NA,NA,"Corumbá","-57.222778","-19.240833","88","88",NA,"2018",NA,NA,"11","23","57º13'22''W","19º14'27''S",NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:27:49-03","UFBA","ALCB","029551","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","Araújo, AC","Guedes, ML; Accioly, M","4802","1996","10","26","Southern America","Brasil","Bahia","Morro de São Paulo",NA,"Erva: ca. 2,0 m. Espiguetas esverdeadas. Ocasional.; Mata de restinga","ALCB017582","ALCB017582","Cairu","-38.914722","-13.410556",NA,NA,NA,"1998",NA,NA,"11",NA,"-38.914722","-13.410556",NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:27:49-03","UFBA","ALCB","60215","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","Guedes, ML","Guedes, ML; Alunos de Botânica III; et al.","s/n","2003","01","20","Southern America","Brasil","Bahia","Guarajuba",NA,"perene , cespitosa, com 20-120 cm de altura. Caule trigono. Folhas de comprimento equivalente ao do caule, com 4-8 mm de largura, margens escabrosas, coloração verde-pálida. Inflorescência com antela desenvolvida, com 3-6 raios primá","ALCB017420","ALCB017420","Camaçari","-38.316667","-12.683333",NA,NA,NA,"2003",NA,NA,"03",NA,"-38.316667","-12.683333",NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:27:49-03","UFBA","ALCB","60215","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","Guedes, ML","Guedes, ML; Alunos de Botânica III; et al.","s/n","2003","01","20","Southern America","Brasil","Bahia","Guarajuba",NA,"perene , cespitosa, com 20-120 cm de altura. Caule trigono. Folhas de comprimento equivalente ao do caule, com 4-8 mm de largura, margens escabrosas, coloração verde-pálida. Inflorescência com antela desenvolvida, com 3-6 raios primários de comprime",NA,NA,"Camaçari","-38.316667","-12.683333",NA,NA,NA,"2003",NA,NA,"03",NA,"-38.316667","-12.683333",NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:27:49-03","UFBA","ALCB","97598","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","Barreto, VCM","Silva, FO da","s/n","2010","01","22","Southern America","Brasil","Bahia","Região Metropolitana Salvador, Parque das Dunas",NA,"perene.; áreas abertas, solo arenoso.","ALCB017419","ALCB017419","Salvador","-38.5","-12.966667",NA,NA,NA,"2010",NA,NA,"12",NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:13:19-03","NBC","NL-BOTANY","L.1380646","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.",NA,"Pedersen TM",NA,"1979","04","12","Southern America","Argentina",NA,"RA-12, low floodable ground by the Arroyo Barranca. Dep. Sauce. Prov. Corrientes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1380646 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1380646","NL-L1380646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-02-08 10:13:19-03","NBC","NL-BOTANY","L.1380647","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.",NA,"Pedersen TM",NA,"1971","11","25","Southern America","Argentina",NA,"Wet ground by the river. Estancia 'La Pastoril'. Dep. Lavalle. Prov. Corrientes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1380647 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1380647","NL-L1380647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-02-08 10:13:19-03","NBC","NL-BOTANY","L.1380648","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.",NA,"Pedersen TM",NA,"1967","03","31","Southern America","Argentina",NA,"Estancia 'La Selmira', (Isla Cupalén). Dep. Uruguay. Prov. Entre Ríos.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1380648 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1380648","NL-L1380648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-02-08 10:13:19-03","NBC","NL-BOTANY","L.1380649","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.",NA,"Pedersen TM",NA,"1969","04","11","Southern America","Argentina",NA,"Isla Sato. Pdo San Fernando. Prov. Chaco.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1380649 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1380649","NL-L1380649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-02-08 10:13:19-03","NBC","NL-BOTANY","L.1380650","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.",NA,"Ule EHG",NA,"1900","11","01","Southern America","Brazil",NA,"Am Sandstrande bei Bern Fin. Rio Juruá.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1380650 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1380650","NL-L1380650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"36","2020-02-08 10:13:19-03","NBC","NL-BOTANY","L.3759267","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.",NA,"Davidse G; Gonzáles AC",NA,"1977","04","27","Southern America","Venezuela",NA,"Apure: Distrito Pedro Camejo, banks of the Río Orinoco on Isla Poyatón opposite the Serranía de Baraguán on the Apure side of Estrecho de Baraguán of the Río Orinoco.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3759267 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3759267","NL-L3759267",NA,"-67.083333","7.033333",NA,NA,NA,NA,NA,NA,NA,NA,"-67.083333","7.033333","Magnoliopsidae",NA,NA,NA,NA,NA
"37","2020-02-08 10:13:19-03","NBC","NL-BOTANY","L.3760082","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.",NA,"Cuatrecasas J; Schultes RE; Cowan RS",NA,"1969","01","30","Southern America","Colombia",NA,"Amazonas: Leticia, a unos cinco km arriba de la población, orilla izquierda del río Amazonas.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3760082 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3760082","NL-L3760082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 10:13:19-03","NBC","NL-BOTANY","L.3760083","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.",NA,"Cuatrecasas J; Schultes RE; Cowan RS",NA,"1969","01","30","Southern America","Colombia",NA,"Amazonas: Leticia, a unos cinco km arriba de la población, orilla izquierda del río Amazonas.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3760083 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3760083","NL-L3760083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"39","2020-02-08 10:13:19-03","NBC","NL-BOTANY","U.1238090","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","Tucker GC","Jenman GS",NA,"1896","03","01","Southern America","Guyana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238090 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238090","NL-U1238090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0070486",NA,NA,NA,NA
"40","2020-02-08 10:13:19-03","NBC","NL-BOTANY","U.1238096","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.",NA,"Prance GT; et al.",NA,"1968","07","12","Southern America","Brazil",NA,"Brazilian Amazonia, Territory of rondonia, Basin of Rio Madeira, E.bank of Rio Madeira at Abuna. Muddy river bank.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238096 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238096","NL-U1238096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"41","2020-02-08 10:13:19-03","NBC","NL-BOTANY","U.1238097","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.",NA,"Prance GT; Rodrigues WA; Ramos JF; Farias LG",NA,"1968","11","20","Southern America","Brazil",NA,"Brazilian Amazonia, Territory of Rondonia, Basin of Rio madeira, E.bank of Rio maedeira between penha colorado and Cachoeira araras. Seepage at bottom of cliff. Growing in small clumps.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238097 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238097","NL-U1238097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-02-08 10:13:19-03","NBC","NL-BOTANY","U.1238098","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.",NA,"Prance GT; et al.",NA,"1968","07","30","Southern America","Brazil",NA,"Brazilian Amazonia, territory of Rondonia, Basin of Rio Madeira, vicinity of Cachoeira Madeira, Rio Madeira, muddy river bank.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238098 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238098","NL-U1238098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
