"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","01177375","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa","villosa","Sabicea villosa villosa","Willd. ex Schult.",NA,"A. S. L. da Silva","619","1980","South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1414009' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177375","NY01177375_01","C. Meyer; P. Oberpaul","07","13","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00501860","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa",NA,"Sabicea villosa","Willd. ex Schult.",NA,"J. G. Jardim","2003","1999","South America","Brazil","Rod. para o Distrito de Casttelo Novo ca. 13 km E da BA-262","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319817' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501860","NY00501860_01","P. G. Delprete","02","20","Bahia","Ilhéus","-39.2","-14.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01269550","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa",NA,"Sabicea villosa","Willd. ex Schult.",NA,"P. Kunkumas","182","1985","South America","Ecuador","Los alrededores del Centro Tuutin Entsa; cerca Taisha.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319820' target='other'> <mi>dwc_moreinfo</mi></a>","NY01269550",NA,NA,"08","25","Morona-Santiago",NA,NA,NA,"330","330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00501880","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa",NA,"Sabicea villosa","Willd. ex Schult.",NA,"S. C. de Sant'Ana","657","1998","South America","Brazil","Rodovia para Itacaré, entrada ca. 1 km E da BR 101. Ramal que leva a fazendas de cacau, margeando o Rio de Contas, ca. 8 km da entrada","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319818' target='other'> <mi>dwc_moreinfo</mi></a>","NY00501880","NY00501880_01","P. G. Delprete","08","07","Bahia","Itacaré","-39.2728","-14.3097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00802089","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa","adpressa","Sabicea villosa adpressa","(Wernham) Standl.",NA,"P. G. Delprete","7987","2001","South America","Brazil","Basin of Rio Juruá, Igarapé Ouro Preto, 100-2000 m upstream from mouth with Rio Juruá","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319821' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802089","NY00802089_01","S. A. Khan","11","20","Acre","Porto Walter","-72.78","-8.38","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1109341","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa",NA,"Sabicea villosa","Willd. ex Schult.",NA,"M. J. P. Pires-O'Brien","775",NA,"South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1363291' target='other'> <mi>dwc_moreinfo</mi></a>","NY01109341","NY01109341_01",NA,NA,NA,"Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00799430","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa","sellowii","Sabicea villosa sellowii","(Wernham) Standl.",NA,"R. M. Klein","1310","1955","South America","Brazil","Cunhas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795121' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799430","NY00799430_01","S. A. Khan","04","14","Santa Catarina","Itajaí","-48.6617","-26.9081","15","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1181864","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa","villosa","Sabicea villosa villosa","Willd. ex Schult.",NA,"Kuhlmann","s.n.","1941","South America","Brazil","Nas margens do Rio Assingui.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387648' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181864","NY01181864_01","C. Meyer","06","25","São Paulo","Juquiá","-47.63","-24.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1109340","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa",NA,"Sabicea villosa","Willd. ex Schult.",NA,"M. J. P. Pires-O'Brien","775",NA,"South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1363280' target='other'> <mi>dwc_moreinfo</mi></a>","NY01109340","NY01109340_01",NA,NA,NA,"Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01177361","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa","adpressa","Sabicea villosa adpressa","(Wernham) Standl.",NA,"G. T. Prance","5641","1968","South America","Brazil","Road to Cassiterite Mines, in Serra dos Tres Irmãos, north bank of Rio Madeira, 8 Km above Mutumparaná","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1413889' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177361","NY01177361_01","S. A. Khan","07","05","Rondônia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","754495","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa",NA,"Sabicea villosa","Willd. ex Schult.",NA,"M. Silveira","585","1993","South America","Brazil","Bacia do Rio Purus, Fazenda Nova Olinda, Carreador da Aliança, ca. se 1 km da pista","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=476448' target='other'> <mi>dwc_moreinfo</mi></a>","NY00754495","NY00754495_01","C. M. Taylor","10","21","Acre","Sena Madureira","-69.22","-10.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","502801","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa","villosa","Sabicea villosa villosa","Willd. ex Schult.",NA,"M. Rimachi Y.","936","1974","South America","Peru","Dtto. Iquitos. Prolongación Yavari, Versalles (Paina), Iquitos","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319816' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502801",NA,"S. A. Khan","03","25","Loreto","Maynas",NA,NA,"110","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01177374","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa","adpressa","Sabicea villosa adpressa","(Wernham) Standl.",NA,"J. J. Strudwick","3041","1981","South America","Brazil","Lageira, airstrip on Rio Maicuru. Near airstrip","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1414007' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177374","NY01177374_01","S. A. Khan","07","17","Pará",NA,"-54.43","-0.92","244","244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1552526","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa","adpressa","Sabicea villosa adpressa","(Wernham) Standl.",NA,"J. Jangoux","797","1979","South America","Brazil","Colônia Betel, na margem direita do Rio Alto Turiaçu.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1948293' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552526","NY01552526_01","S. A. Khan","05","22","Maranhão","Pinheiro","-45.92","-3",NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","867717","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa",NA,"Sabicea villosa","Willd. ex Schult.",NA,"M. Alves","2737","2002","South America","Brazil","BR-364, entre Km 245-246, Fazenda Liberdade, próximo a igarapé.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=917305' target='other'> <mi>dwc_moreinfo</mi></a>","NY00867717","NY00867717_01","C. M. Taylor","02","06","Acre","Sena Madureira","-68.5053889","-9.2453889","140","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1109343","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa",NA,"Sabicea villosa","Willd. ex Schult.",NA,"G. K. Gottsberger","17-15186",NA,"South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1363312' target='other'> <mi>dwc_moreinfo</mi></a>","NY01109343","NY01109343_01",NA,NA,NA,"Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","85186","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa",NA,"Sabicea villosa","Willd. ex Schult.",NA,"P. Gómez Andrade","498","1988","South America","Ecuador","Centro Shuar Yukutais, 10km S Sucua, Rio Upano, near Pedro Kunkumas' house","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319815' target='other'> <mi>dwc_moreinfo</mi></a>","NY00085186",NA,"B. M. Boom","09","28","Morona-Santiago",NA,"-78.15","-2.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02636550","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa",NA,"Sabicea villosa","Willd. ex Schult.",NA,"P. Fiaschi","2304","2004","South America","Brazil","Estrada de Valença/Guaibim, ca. 2Km. Ramal a esquerda. Ramal vicinal a esquerda, ca. 1Km. RPPN Água Branca.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2475300' target='other'> <mi>dwc_moreinfo</mi></a>","NY02636550","NY02636550_01","C. B. Costa","06","25","Bahia","Valença","-39.0903","-13.3289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01067597","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa",NA,"Sabicea villosa","Willd. ex Schult.",NA,"M. Japiassú","8","1998","South America","Brazil","Alto da Colina. Aprox. 300 mts. da ponte sobre o Rio Tocantins. Area A","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1212285' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067597","NY01067597_01","P. G. Delprete","09","26","Tocantins","Porto Nacional","-48.4169","-10.7083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1017569","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa",NA,"Sabicea villosa","Willd. ex Schult.",NA,"P. P. de Oliveira","8","1997","South America","Brazil","Reserva Biológica União.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1216454' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017569","NY01017569_01","P. G. Delprete","11","21","Rio de Janeiro","Rio das Ostras","-41.9447","-22.5269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","04112195","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa",NA,"Sabicea villosa","Willd. ex Roem. & Schult.",NA,"R. de O. Perdiz","2385","2014","South America","Brazil","Parque Estadual Chandless.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2659452' target='other'> <mi>dwc_moreinfo</mi></a>","NY04112195",NA,"C. M. Taylor","01","21","Acre","Manoel Urbano","-69.2596969604492","-8.83889007568359",NA,NA,"223192","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1182960","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa",NA,"Sabicea villosa","Willd. ex Schult.",NA,"P. G. Delprete","9264","2005","South America","Brazil","Rod. Couto Magalhaes-Colinas de Tocantins, 5 km de Couto Magalhaes.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1411341' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182960","NY01182960_01","P. G. Delprete","11","04","Tocantins","Couto de Magalhães","-49.1569","-8.3247","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01177371","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa","adpressa","Sabicea villosa adpressa","(Wernham) Standl.",NA,"G. T. Prance","15060","1971","South America","Brazil","Rio Negro between Ilha Jacaré and Airão","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1413996' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177371","NY01177371_01","C. Meyer; P. Oberpaul","10","11","Amazonas",NA,"-61.09","-2.3564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00802035","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa","adpressa","Sabicea villosa adpressa","(Wernham) Standl.",NA,"D. C. Daly","11500","2002","South America","Brazil","Rio Chandless (tributary of Rio Purus), right bank, Ananaí.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319819' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802035","NY00802035_01","S. A. Khan","03","20","Acre","Manoel Urbano","-69.2597","-8.83889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00813320","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa","adpressa","Sabicea villosa adpressa","(Wernham) Standl.",NA,"P. G. Delprete","8250","2002","South America","Brazil","Basin of Rio Muru, Cajazeira, ca. 50-60 km upstream from Tarauacá","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319823' target='other'> <mi>dwc_moreinfo</mi></a>","NY00813320","NY00813320_01","S. A. Khan","04","11","Acre","Tarauacá","-70.88","-8.52","230","230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01177373","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa","adpressa","Sabicea villosa adpressa","(Wernham) Standl.",NA,"J. U. M. dos Santos","306","1978","South America","Brazil","Seringal São Luis","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1414005' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177373","NY01177373_01","S. A. Khan","03","31","Rondônia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01177372","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa","adpressa","Sabicea villosa adpressa","(Wernham) Standl.",NA,"L. O. A. Teixeira","421","1982","South America","Brazil","Mineração Mibrasa, Setor Alto Candeias, km 128, Sudoeste de Ariquemes.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1413997' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177372","NY01177372_01","C. Meyer; P. Oberpaul","05","13","Rondônia","Ariquemes","-63.58","-10.583333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01177383","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa","sellowii","Sabicea villosa sellowii","(Wernham) Standl.",NA,"G. T. Prance","10872","1971","South America","Brazil","Indian trail from Surucucu to Uaicá. Vicinity of Uaicá airstrip, Rio Uraricoeira","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1414040' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177383","NY01177383_01","C. Meyer; P. Oberpaul","03","07","Roraima",NA,"-63.18","3.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00777307","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa","villosa","Sabicea villosa villosa","Willd. ex Schult.",NA,"A. C. Cervi","6923","1999","South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=111455' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777307","NY00777307_01","S. A. Khan","11","26","Paraná","Guaraqueçaba","-48.32","-25.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","502800","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa","villosa","Sabicea villosa villosa","Willd. ex Schult.",NA,"J. J. Pipoly","18440","1995","South America","Colombia","Vereda Venados, Parque Nacional Natural Las Orquídeas. Sitio La Gurrucha","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319824' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502800","NY00502800_01","S. A. Khan","02","05","Antioquia","Frontino","-76.32","6.53","700","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01177362","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa","adpressa","Sabicea villosa adpressa","(Wernham) Standl.",NA,"E. Forero","6318","1968","South America","Brazil","Quixadá. Road Abuña to Rio Branco, km 242-246, vicinity of campinas","sheet","Projeto Flora Amazonica collections Forero 6300-6431 collected under G. T. Prance collection number series <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=510369' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177362","NY01177362_01","S. A. Khan","07","17","Acre",NA,"-67.4365202","-10.0994597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01177370","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Sabicea","villosa","adpressa","Sabicea villosa adpressa","(Wernham) Standl.",NA,"J. H. Kirkbride Jr.","2763","1977","South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1413977' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177370","NY01177370_01","C. Meyer; P. Oberpaul","02","14","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
