"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","coordinatePrecision","geoFlag","fieldNumber","dayIdentified","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00926155","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","J. J. Wurdack","M. Aparecida da Silva","2323","1994","09","09","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros. 9 km de Alto Paraíso/São Jorge. Cachoeira do São Bento.","-47.5097","-14.1325",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000371' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926155","NY00926155_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00926153","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","J. J. Wurdack","H. S. Irwin","32949","1971","03","22","South America","Brazil","Goiás","Cavalcante","Chapada dos Veadeiros, ca. 22 km N of Alto Paraíso","-47.5167","-13.91786","1250","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000366' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926153","NY00926153_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00926152","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","J. J. Wurdack","H. S. Irwin","32863","1971","03","21","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 18 km N of Alto Paraíso","-47.5167","-13.95401","1250","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000359' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926152","NY00926152_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00926154","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","J. J. Wurdack","H. S. Irwin","33026","1971","03","23","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 25 km N of Alto Paraíso","-47.5167","-13.89074","1250","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000368' target='other'> <mi>dwc_moreinfo</mi></a>","NY00926154","NY00926154_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:44:42-03","EAO","IAN","131213","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","Wurdack, JJ","Irwin, HS; Santos, RR dos","24481","1969","03","16","Southern America","Brasil","Goiás",NA,"Gallery woods and campo with outcrops, ca. 30km north of Veadeiros.",NA,NA,NA,NA,NA,NA,"IAN131213",NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:44:42-03","EAO","IAN","131256","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","Wurdack, JJ","Irwin, HS; Santos, RR dos","24861","1969","03","21","Southern America","Brasil","Goiás",NA,"Gallery woods and adjacent campo (partly brejo), ca. 10km south of Alto do Paraíso (formely Veadeiros).",NA,NA,"1000","1000",NA,NA,"IAN131256",NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:44:42-03","EAO","IAN","138973","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","Wurdack, JJ","Irwin, HS; Harley, RM","32863","1971","03","21","Southern America","Brasil","Goiás",NA,"Gallery forest bordering riacho, with adjacent campo and cerrado, ca. 18km N.of Alto do Paraíso.",NA,NA,"1250","1250",NA,NA,"IAN138973",NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:44:42-03","EAO","IAN","138991","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","Wurdack, JJ","Irwin, HS; Harley, RM","33026","1971","03","23","Southern America","Brasil","Goiás",NA,"Campo, cerrado on outcrops with surrounding wet campos (brejos) and adjacent gallery forest, ca. 25km N. of Altodo paraíso.",NA,NA,"1250","1250",NA,NA,"IAN138991",NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:20:37-03","UFBA","ALCB","028931","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","Wurdack, JJ","Pirani, JR; Harley, RM; Stannard, B; Furlan, A; Kameyama, C","CFCR1671","1987","02","06","Southern America","Brasil","Goiás","Alto Paraíso","Parque Nacionalda chapada dos veadeiros. Cachoeira do Rio Preto, perto do povoado São Jorge.","-47.5","-14.116667",NA,NA,NA,"ca de 20cm altura. Pétalas rosa com base creme, estilete alvo. Anteras e filetes amarelos.; de chapada, um solo pedregoso, e mata cíliar. No campo limpo em solo eschacado.",NA,NA,NA,"1970","-47.5","-14.116667",NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:04:35-03","NBC","NL-BOTANY","WAG.1094689","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack",NA,"Irwin HS; Harley RM; Smith GL",NA,"1971","03","21","Southern America","Brazil",NA,NA,"Estado de Goiás, Chapada dos Veadeiros, Gallery forest bordering riacho, with adjacent campo and cerrado, ca. 18km N. of Alto do Paraíso.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1094689 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1094689","NL-WAG1094689",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"21","2021-02-26 11:32:26-03","UNICAMP","UEC","93090","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","Munhoz, C","Munhoz, C; Walter, BMT; Proença, C","95","1994","05","21",NA,"Brazil","Goiás","Teresina De Goiás","A 48 km de Alto Paraíso para Teresina de Goiás.","-47.450181","-14.310403",NA,NA,NA,"flor, Flores de cor roxo-clara. Hipanto verde-creme com lacíneos do cálice vináceo, estames dimórficos amarelos com anteras prolongadas. Freqüente. Área alterada. Beira de rodovia. Solo arenoso. Caixa de empréstimo.",NA,NA,NA,"1994","-47.450181","-14.310403",NA,NA,NA,NA,NA,NA,NA
"22","2019-08-20 10:19:44-03","UNICAMP","UEC","10880","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","Romero, R","Semir, J","4255","1976","03","18",NA,"Brazil","Goiás",NA,"Chapada dos Veadeiros, km 37, Depois de Alto Paraíso em direção a Monte Alegre de Goiás.",NA,NA,NA,NA,NA,"flor, Subarbusto de até 25 cm, flores púrpuras. Campo rupestre, em brejo.",NA,NA,NA,"1996",NA,NA,NA,"10",NA,NA,NA,NA,NA
"23","2019-08-20 10:19:44-03","UNICAMP","UEC","10883","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","Romero, R","Semir, J","4253","1976","03","18",NA,"Brazil","Goiás",NA,"Chapada dos Veadeiros, km 15, Depois de Alto Paraíso em direção a Monte Alegre de Goiás.",NA,NA,NA,NA,NA,"flor, Subarbusto de até 20 cm, flores púrpuras. Campo rupestre.",NA,NA,NA,"1996",NA,NA,NA,"10",NA,NA,NA,NA,NA
"24","2021-03-01 16:34:56-03","UNICAMP","UEC","187634","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","Versiane, AFA","Meyer, FS","1198","2012","03","22",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros.","-47.82445","-14.164583",NA,NA,NA,"Arbusto 30 cm alt., coletado em campo rupestre úmido.","UEC114919","UEC114919",NA,"2016","-47.82445","-14.164583",NA,"03",NA,NA,NA,NA,NA
"25","2021-03-01 16:34:56-03","UNICAMP","UEC","188211","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","Versiane, AFA","Meyer, FS","1167","2012","03","20",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros.","-47.790153","-14.162375",NA,NA,NA,"Subarbusto 20-30 cm, flores com pétalas róseas, ocorrendo preferencialmente em locais úmidos.","UEC114718","UEC114718",NA,"2016","-47.790153","-14.162375",NA,"03",NA,NA,NA,NA,NA
"26","2019-08-20 10:19:44-03","UNICAMP","UEC","56002","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","Romero, R","Alvarenga, D; Walter, BMT; Oliveira, FCA; Pereira, BAS","767","1991","02","23",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Fazenda São Bento, Margem direita da Rodovia Alto Paraíso-Colinas de Goiás.","-47.5099983215332","-14.1324996948242",NA,NA,NA,"flor e fruto, Erva de cerca de 10 cm de altura. Flores vermelhas. campo cerrado em encosta suave na margem direita do córrego.",NA,NA,NA,"1996",NA,NA,NA,"10","44724","auto",NA,NA,NA
"27","2020-02-18 09:35:13-03","UNICAMP","UEC","104362","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","Versiane, AFA","Toledo, CB; Romaniuc; Sajo, MG","102","1986","05","14",NA,"Brazil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros, Arredores da Sede do IBDF, próximo ao Rio José Jacó.","-47.5099983215332","-14.1324996948242",NA,NA,NA,"flor, Herbácea. Flores liláses arroxeadas. Estames amarelos. Botões roxos. Solo arenoso pedregoso úmido.","UEC121995",NA,NA,"2016",NA,NA,NA,"03","44724","auto",NA,NA,NA
"28","2020-12-21 16:34:57-03","MBM","MBM","133792","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","psamophila","Microlicia psamophila","Wurdack","Wurdack, J.J.","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","53887",NA,NA,NA,"Southern America","Brazil","Goiás","Alto Paraíso","Rod. GO-327, 15-20km O de Alto Paraíso",NA,NA,NA,NA,NA,NA,"MBM133792","MBM133792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:34:57-03","MBM","MBM","151591","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","psamophila","Microlicia psamophila","Wurdack","Wurdack, J.J.","Pirani, J.R.; et al.; et al.","1671",NA,NA,NA,"Southern America","Brazil","Goiás","Alto Paraíso","Parque Nacional Chapada dos Veadeiros",NA,NA,NA,NA,NA,NA,"MBM151591","MBM151591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:34:57-03","MBM","MBM","49415","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","psamophila","Microlicia psamophila","Wurdack","Wurdack, J.J.","Semeir, J.","4253",NA,NA,NA,"Southern America","Brazil","Goiás",NA,"Chapada dos Veadeiros",NA,NA,NA,NA,NA,NA,"MBM049415","MBM049415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:34:57-03","MBM","MBM","34401","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","psamophila","Microlicia psamophila","Wurdack","Wurdack, J.J.","Hatschbach, G.","36896",NA,NA,NA,"Southern America","Brazil","Goiás","Cavalcante","Rod. GO-12, Descida da Chapada dos Veadeiros","-47.4583015441895","-13.7974996566772",NA,NA,NA,NA,"MBM034401","MBM034401",NA,NA,NA,NA,NA,NA,"92497","auto",NA,NA,NA
"32","2020-12-21 16:34:57-03","MBM","MBM","309919","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","psamophila","Microlicia psamophila","Wurdack","Proença, C.","Proença, C.; et al.; et al.","2571","2002","03","17","Southern America","Brazil","Goiás","Alto Paraíso de Goiás","Fazenda Portal da Chapada, Chapada dos Veadeiros","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,"MBM309919","MBM309919",NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA
"33","2015-09-04 20:14:24-03","MNHN","RECOLNAT_MNHN_P","P05316194","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack",NA,"Irwin, H.S.|Harley, R.M.|Smith, G.L.",NA,"1971","3","23",NA,"Brasil","Goiás",NA,"Chapada dos Veadeiros. Ca 25km N of Alto do Paraíso. Goiás, Centro-oeste, Brasil, América do Sul",NA,NA,"1250",NA,"hb",". . Field work conducted with the collaboration of the Universidade de Brasília and the Instituto de Pesquisas e Experimentação Agrícola do Norte, supported in part by funds from the National Science Foundation <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316194' target='other'> <mi>dwc_moreinfo</mi></a>","P05316194","P05316194_01",NA,NA,NA,NA,NA,NA,NA,NA,"33026",NA,NA
"34","2015-09-04 20:14:24-03","MNHN","RECOLNAT_MNHN_P","P05316195","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack",NA,"Glaziou, A.",NA,"1895","1","5",NA,"Brasil","Goiás",NA,"Brésil (Goyaz), Cachoeira de Vargem Grande Das le Serra da Baliza. Goiás, Centro-oeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". . Herbier de A. Glaziou. Donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316195' target='other'> <mi>dwc_moreinfo</mi></a>","P05316195","P05316195_01",NA,NA,NA,NA,NA,NA,NA,NA,"21229",NA,NA
"35","2015-09-04 20:14:24-03","MNHN","RECOLNAT_MNHN_P","P05316196","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack",NA,"Glaziou, A.",NA,"1895","1","5",NA,"Brasil","Goiás",NA,"Brésil. Goyaz. Cachoeira de Vargem Grande, dans le Serra da Baliza. Goiás, Centro-oeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". . donné par Mme Simard, sa fille, em 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316196' target='other'> <mi>dwc_moreinfo</mi></a>","P05316196","P05316196_01",NA,NA,NA,NA,NA,NA,NA,NA,"21229",NA,NA
"36","2015-09-07 11:13:36-03","MNHN","RECOLNAT_MNHN_P","P05316197","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack",NA,"Irwin, H.S.|Santos, R.R.|Souza, R.|Fonseca, S.F.",NA,NA,NA,NA,NA,"Brasil","Goiás",NA,"Chapada dos Veadeiros, ca. 30km north of Veadeiros. Goiás, Centro-oeste, Brasil, América do Sul",NA,NA,"1000",NA,"hb","Plants of the Planalto do Brasil. Estado de Goiás, Chapada dos Veadeiros. . Field work conducted with the collaboration of the Universidade de Brasilia and the Instituto de Pesquisa e Experimentação do Norte, supported in part by funds from the National Science Foundation <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05316197' target='other'> <mi>dwc_moreinfo</mi></a>","P05316197","P05316197_01",NA,NA,NA,NA,NA,NA,NA,NA,"24481",NA,NA
"37","2020-10-01 14:23:48-03","JBB","HEPH","14034","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","Diniz-Neres, DO","Oliveira, RC; Munhoz, CBR; Cunha, MMR","1059","1998","05","01","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Fazenda Água Fria","-47.509167","-14.0725",NA,NA,NA,NA,NA,NA,NA,"2017","-47.509167","-14.0725",NA,"08",NA,NA,NA,"18",NA
"38","2020-10-01 14:23:48-03","JBB","HEPH","33210","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","Chacon, RG","Chacon, RG; Oliveira, JAS; Mercadante, M","1670","2017","09","28","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros, Estrada de volta para a sede, cerca de 1km","-47.825772","-14.168264","977","977",NA,NA,NA,NA,NA,"2018","-47.825772","-14.168264",NA,"04",NA,NA,NA,"13",NA
"39","2020-10-01 14:23:48-03","JBB","HEPH","23262","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","Diniz-Neres, DO","Chacon, RG; Oliveira, RC","119","2007","01","20","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","São Jorge, Trilha do Córrego da Preguiça","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,NA,NA,NA,"2017",NA,NA,NA,"05","44724","auto",NA,"18",NA
"40","2020-10-01 14:23:48-03","JBB","HEPH","26474","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","Diniz-Neres, DO","Martins, RC; Oliveira, MS","1079","2010","02","28","Southern America","Brasil","Goiás","Cavalcante","Engenho II, Estrada para Brocotó","-47.4583015441895","-13.7974996566772",NA,NA,NA,NA,NA,NA,NA,"2017",NA,NA,NA,"08","92497","auto",NA,"18",NA
"41","2021-02-11 17:20:13-03","UFPR","UPCB","88316","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","Versiane, A.F.A","Meyer, F.S.","1198","2012","03","22",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-47.492802","-14.095225",NA,NA,NA,"Arbusto 30 cm alt., coletado em campo rupestre úmido..","UPCB0032051","UPCB0032051",NA,"2016","-47.492802","-14.095225",NA,"05",NA,NA,NA,"09",NA
"42","2021-02-11 17:20:13-03","UFPR","UPCB","88328","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","Versiane, A.F.A","Meyer, F.S.","1167","2012","03","20",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-47.472455","-14.094455",NA,NA,NA,"Subarbusto 20-30 cm, flores com pétalas róseas, ocorrendo preferencialmente em locais úmidos..","UPCB0029252","UPCB0029252",NA,"2016","-47.472455","-14.094455",NA,"05",NA,NA,NA,"09",NA
"43","2013-10-07 13:37:00-03","MO","MOBOT","100636542","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","J. Wurdack","William R. Anderson","Anderson 7211","1973","3","16","South America","Brazil","Goiás",NA,"24 km by road S of Terezina; region with cerrado giving way on lower slope to grassy campo traversed by stream.",NA,NA,"1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"44","2014-08-23 05:36:00-03","MO","MOBOT","3253541","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","J.J. Wurdack","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 24861","1969","3","21","South America","Brazil","Goiás",NA,"Gallery woods and adjacent campo (partly brejo), ca. 10km south of Alto do Paraíso (formerly Veadeiros).",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","3400674","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Microlicia","psammophila","Microlicia psammophila","Wurdack","C. Munhoz","C. Munhoz","Munhoz 1094","2000",NA,NA,"South America","Brazil","Goiás",NA,"Fazenda Agua Fria, Alto Paraiso de Goias, cerca de 10km em direção a Teresina de Goias. Campo limpo umido, borda de cerrado rupestre e mata de galeria.","-47.50916","-14.0725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
