"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","584135","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii","D. C. Daly","6854","1991","06","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=236590' target='other'> <mi>dwc_moreinfo</mi></a>","NY00584135","Magnoliophyta","Picramniales",NA,"Planch.","W. W. Thomas","Acre","Rio Branco","Univ. Federal do Acre, Parque Zoobotânico","-67.8","-9.97","160","160","NY00584135_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02282093","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii sellowii","L. A. de Lima","600","1994","04","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2453834' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282093","Magnoliophyta","Picramniales","sellowii","Planch.",NA,"Acre","Sena Madureira","Rio MacauÔ, Reserva Extrativista do MacauÔ, Colônia Barro Alto","-68.73","-9.2",NA,NA,"NY02282093_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","569286","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii","A. Schinini","33293","1997","01","01","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=236587' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569286","Magnoliophyta","Picramniales",NA,"Planch.","A. Schinini","Canindeyú",NA,"Reserva Natural del Bosque Mbaracayú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","452655","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii spruceana","D. C. Daly","9509","1997","03","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171336' target='other'> <mi>dwc_moreinfo</mi></a>","NY00452655","Magnoliophyta","Picramniales","spruceana","(Engl.) Pirani","W. W. Thomas","Acre","Bujari","Basin of Rio Purus, Rio Antimari, Floresta Estadual do Antimari, upstream from FUNTAC station","-68.1239","-9.4111",NA,NA,"NY00452655_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","569282","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii sellowii","R. Guillén","1366","1994","05","18","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=92606' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569282","Magnoliophyta","Picramniales","sellowii","Planch.","W. W. Thomas","Santa Cruz","José Miguel de Velasco","Campanmento El Refugio a 2500 m al norte de la casa yendo hacia la bahia Las Petas","-61.0481","-14.7622","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","929354","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii sellowii","E. L. M. Catharino","1879","1992","11","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1040988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929354","Magnoliophyta","Picramniales","sellowii","Planch.","J. R. Pirani","Mato Grosso do Sul","Anaurilândia","Estrada de terra entre Primavera e Anaurilândia passando pelo canteiro de obras da represa de Porto Primavera.","-52.7178","-22.1878",NA,NA,"NY00929354_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","569285","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii","O. Marulanda","1684","1990","01","24","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=236600' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569285","Magnoliophyta","Picramniales",NA,"Planch.",NA,"Guaviare","San José del Guaviare","Bosque de llanura aluvial cerca a la carpa","-72.93","2.53","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","403142","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii spruceana","D. C. Daly","9417","1997","03","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171334' target='other'> <mi>dwc_moreinfo</mi></a>","NY00403142","Magnoliophyta","Picramniales","spruceana","(Engl.) Pirani","W. W. Thomas","Acre","Bujari","Basin of Rio Purus, Rio Antimari, Floresta Estadual do Antimari, left bank, inland from river.","-68.1239","-9.4111",NA,NA,"NY00403142_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01462589","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii","B. M. Torke","570","2009","05","29","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320264' target='other'> <mi>dwc_moreinfo</mi></a>","NY01462589","Magnoliophyta","Picramniales",NA,"Planch.","W. W. Thomas","La Paz","Abel Iturralde","Pampas del Madidi area of the middle reaches of the Rio Madidi basin: Campamento Malanoche on the N shore of the Rio Enatahua (Rio Inambari according to one guide), ca. 3.5 linear km NE of the confluence of the Enatahua with the Rio Madidi, forest around camp and ca. 1.5 km inland","-67.79","-12.93106","165","165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","694693","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii spruceana","P. G. Delprete","8445","2002","04","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=722436' target='other'> <mi>dwc_moreinfo</mi></a>","NY00694693","Magnoliophyta","Picramniales","spruceana","(Engl.) Pirani","W. W. Thomas","Acre","Feijó","Basin of Rio Muru, Colocaçao Niterois. Abandoned seringal","-71.1742","-8.7881","200","200","NY00694693_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02450255","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii spruceana","M. F. Simon","1686","2012","10","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2629329' target='other'> <mi>dwc_moreinfo</mi></a>","NY02450255","Magnoliophyta","Picramniales","spruceana","(Engl.) Pirani",NA,"Rondônia","Porto Velho","Ao longo da BR-364, 11 km W do povoado Embaúba. Várzea do Rio Madeira.","-64.8172","-9.5272","93",NA,"NY02450255_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","196234","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii spruceana","M. N. Alexiades","836","1989","07","15","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171327' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196234","Magnoliophyta","Picramniales","spruceana","(Engl.) Pirani","W. W. Thomas","Madre de Dios","Tambopata","Comunidad Nativa de Infierno. Hermosa Chica. Trail from Centro Ñape to Cocococha","-69.28","-12.83","260","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","802162","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii sellowii","P. G. Delprete","8283","2002","04","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=88814' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802162","Magnoliophyta","Picramniales","sellowii","Planch.","W. W. Thomas","Acre","Feijó","Basin of Rio Muru, Porto Marque, village of Paraiso, East side of Rio Muru","-71.23","-8.85","220","220","NY00802162_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","869727","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii spruceana","C. A. Sothers","93","1992","02","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1070511' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869727","Magnoliophyta","Picramniales","spruceana","(Engl.) Pirani","W. W. Thomas","Acre",NA,"RBO-AC, F.E.A., Rio Antimari, Entre a Col. Mapinguari e Boa Vista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","569287","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii","M. H. Nee","38688","1990","09","09","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=236591' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569287","Magnoliophyta","Picramniales",NA,"Planch.","W. W. Thomas","Santa Cruz","Guarayos","4 km N of Perseverancia","-62.8","-14.68","275","275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","472215","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii spruceana","D. C. Daly","9942","1999","03","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00472215","Magnoliophyta","Picramniales","spruceana","(Engl.) Pirani","W. W. Thomas","Acre","Santa Rosa do Purus","Rio Purus, left bank, Volta Grande.","-70.4202778","-9.33527778",NA,NA,"NY00472215_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","676523","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii spruceana","C. Figueiredo","1125","1996","04","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=722419' target='other'> <mi>dwc_moreinfo</mi></a>","NY00676523","Magnoliophyta","Picramniales","spruceana","(Engl.) Pirani","W. W. Thomas","Acre","Bujari","Riozinho do Andirá. Descida da margen direita.","-72.7","-9.12",NA,NA,"NY00676523_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02282091","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii spruceana","C. A. Cid Ferreira","4666","1984","06","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2453832' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282091","Magnoliophyta","Picramniales","spruceana","Engl.",NA,"Rondônia","Espigão do Oeste","Espigão do Oeste, BR 364, rodovia Cuiabá-Porto Velho, estrada da FUNAI, km 05","-61.02","-11.2",NA,NA,"NY02282091_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","569276","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii","I. Y. A. Ludewigs","66","1988","12","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=236597' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569276","Magnoliophyta","Picramniales",NA,"Planch.","L. Rossi","São Paulo","Moji-Guaçu","Moji-Guaçu, Martinho Prado, Fazenda Campininha",NA,NA,NA,NA,"NY00569276_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","822910","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii","J. C. Lindeman","4911","1967","03","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=929834' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822910","Magnoliophyta","Picramniales",NA,"Planch.","J. C. Lindeman","Paraná",NA,"Planalto near the Iguaçú.",NA,NA,NA,NA,"NY00822910_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","569277","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii","E. H. A. Rodrigues","322","1995","06","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=236596' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569277","Magnoliophyta","Picramniales",NA,"Planch.","E. H. A. Rodrigues","São Paulo","Jaboticabal","Fazenda Santa Izabel, margem esquerda do Rio Moji-Guaçu","-48.3197","-21.25",NA,NA,"NY00569277_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","569284","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii","A. Freire Fierro","2678","1993","12","14","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=236592' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569284","Magnoliophyta","Picramniales",NA,"Planch.","W. W. Thomas","Napo",NA,"Colecciones cerca de Baeza","-77.88","-0.47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","583309","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii","A. R. S. de Oliveira","758","1996","04","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=236594' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583309","Magnoliophyta","Picramniales",NA,"Planch.","W. W. Thomas","Acre","Sena Madureira","Riozinho do Andirá, Colocaçao Tira Teima, margem direita.","-68.0107999","-9.6413745",NA,NA,"NY00583309_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02282092","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii sellowii","L. A. de Lima","616","1994","04","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2453833' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282092","Magnoliophyta","Picramniales","sellowii","Planch.",NA,"Acre","Sena Madureira","Rio Caeté, Colônia Santo Antônio","-68.83","-9.08",NA,NA,"NY02282092_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1415399","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii sellowii","N. C. Bigio","779","2013","04","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2717709' target='other'> <mi>dwc_moreinfo</mi></a>","NY01415399","Magnoliophyta","Picramniales","sellowii","Planch.","W. W. Thomas","Rondônia","Pimenteiras do Oeste","Rio Guaporé, ponto corredeira.","-61.0545","-13.2956","181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","569275","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii sellowii","O. Handro","378","1953","11","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=92604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569275","Magnoliophyta","Picramniales","sellowii","Planch.","W. W. Thomas","São Paulo","Moji-Guaçu","Mojí-Guassú, Reserva Florestal, perto de Pádua Sales. Da margem do Rio Mojí-Guassú",NA,NA,NA,NA,"NY00569275_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","569281","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii sellowii","A. Rudas","1532","1991","03","11","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=92605' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569281","Magnoliophyta","Picramniales","sellowii","Planch.","W. W. Thomas","Amazonas","Leticia","Parque Nacional Natural Amacayacu; Centro Administrativo mata-matá (Inderena); a orillas de la quebrada Mata-matá","-70.25","-3.78","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","569280","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii sellowii","P. Núñez","14194","1991","08","30","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=92607' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569280","Magnoliophyta","Picramniales","sellowii","Planch.","W. W. Thomas","Cusco","Urubamba","South Mackhupichu; Río Aobamba remnant forests","-72.52","-13.15","2200","2200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","929353","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii sellowii","J. R. Pirani","4267","1998","05","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1040984' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929353","Magnoliophyta","Picramniales","sellowii","Planch.","J. R. Pirani","Minas Gerais","Mato Verde","Estrada para São João do Bonito. Riacho das Gramas.","-42.7986","-15.3094","700","700","NY00929353_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","196235","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii spruceana","M. N. Alexiades","944","1989","08","23","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171328' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196235","Magnoliophyta","Picramniales","spruceana","(Engl.) Pirani","W. W. Thomas","Madre de Dios","Tambopata","Zona Reservada de Tambopata. Confluence of rivers Tambopata and La Torre","-69.28","-12.83","260","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","02450254","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii spruceana","D. C. Daly","7945","1993","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2629319' target='other'> <mi>dwc_moreinfo</mi></a>","NY02450254","Magnoliophyta","Picramniales","spruceana","(Engl.) Pirani",NA,"Acre","Sena Madureira","Basin of Rio Purus, Rio Iaco, right bank, Nova Olinda, between Igarapé Santo Antõnio and Ig. Boa Esperança","-69.22","-10.12",NA,NA,"NY02450254_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","02450253","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","sellowii","Picramnia sellowii spruceana","D. C. Daly","4370","1986","11","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2629312' target='other'> <mi>dwc_moreinfo</mi></a>","NY02450253","Magnoliophyta","Picramniales","spruceana","(Engl.) Pirani",NA,"Amazonas","Tonantins","Rio Tonantins, 15min by motorboat, upstream from confluence with Rio Solimões, above Vila Velha. Terra firme forest on hilly terrain.","-67.7767262","-2.8677597",NA,NA,"NY02450253_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
