"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"14","2021-03-15 16:37:00-03","NY","NYBG","622621","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Cyperus","iria","Cyperus iria","L.","Collector unspecified","s.n.","1964","09","14","South America","Brazil","São Paulo","Santo Antônio do Pinhal",NA,"-45.6597","-22.82",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622621","NY00622621_01","L. T. Eiten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","622622","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Cyperus","iria","Cyperus iria","L.","S. M. de Campos","187","1960","03","15","South America","Brazil","São Paulo","Itapetininga","Fazenda Santa Luzia do Campo Largo, SSE da cidade de Itapetininga.","-48.0497","-23.5903",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598998' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622622","NY00622622_01","L. B. Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-10-19 09:35:00-02","NY","NYBG","668468","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Cyperus","iria","Cyperus iria",NA,"L. B. Holm-Nielsen","2498","1973","03","23","South America","Ecuador","Santa Elena",NA,"Marshy area near Palmar, 20 km S of Manglaralto.","-80.72","-2.02",NA,"2","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=599000' target='other'> <mi>dwc_moreinfo</mi></a>","NY00668468",NA,"G. C. Tucker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-08 11:08:00-03","UNESP-IBB","BOTU","29964","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","(L.) Sweet","Galhego, A.A.","F 7","1994","06","28",NA,"Brasil","São Paulo","Botucatu",NA,"-48.434167","-22.872222",NA,NA,NA,"Erva; Coleção: Jardim Botânico UNESP Botucatu","BOTU029964",NA,NA,"48°26'3w","22°52'20s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-01-06 11:42:08-03","UFPI-MRV","HDELTA","3113","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Neves, M. J. C.","02","2012","01","11",NA,"Brasil","Piauí","Buriti dos Lopes","Lagoa Grande","-41.8669013977051","-3.17499995231628",NA,NA,NA,NA,"HDELTA003113",NA,NA,NA,NA,"21335","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:30:00-03","UFRJ","RFA","22048","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","A. A. M. de Barros; H. R. L. Pugialli","279","1988","03","26",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas. Trilha Portuense, T-16","-42.3917007446289","-22.6508007049561",NA,NA,NA,"Erva, inflorescência verde","RFA51648",NA,"Condorcet Aranha",NA,NA,"29995","auto","1992","07","15",NA,NA,NA,NA,NA
"20","2019-11-19 15:45:20-03","UNEB","HUNEB","12879","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Cyperaceae","Cyperus","iria","Cyperus iria","L.","Carvalho, I.M.O.","16","2009","11","04",NA,"Brasil","Bahia","Aramari","Represa do Rio Ararmari","-38.4991989135742","-12.0817003250122",NA,NA,NA,NA,"HUNEB0012879",NA,NA,NA,NA,"17170","auto",NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA
"21","2019-11-19 15:45:20-03","UNEB","HUNEB","13004","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Cyperaceae","Cyperus","iria","Cyperus iria","L.","Carvalho, I.M.O.","113","2010","07","05",NA,"Brasil","Bahia","Aramari","Represa do Rio Aramari","-38.4991989135742","-12.0817003250122",NA,NA,NA,NA,"HUNEB0013004",NA,NA,NA,NA,"17170","auto",NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA
"22","2021-03-30 12:51:56-03","EAO","IAN","184819","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Gurgel, ESC; Félix-da-Silva, MM; Sousa, JS; Maciel, S","808","2009","12","09","Southern America","Brasil","Pará","Belém","Campus da sede da Embrapa Amazônia Oriental , próximo a garagem.","-48.446389","-1.440833",NA,NA,NA,"Erva com 30cm de altura, flores verdes.","IAN184819",NA,"Rodrigues, LKM","-48.446389","-1.440833",NA,NA,"2010","02",NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:51:56-03","EAO","IAN","96810","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Moraes, JC de","1253","1955","02","02","Southern America","Brasil","Pernambuco","Nazaré da Mata","Terrenos pantanosos.","-35.2277984619141","-7.74167013168335",NA,NA,NA,"Erva.","IAN096810",NA,"Alves, MV de",NA,NA,"9456","auto","1999","11",NA,NA,NA,NA,NA,NA
"24","2020-01-20 14:40:23-03","UPM","MACK","209","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","F. U. Matos","4","2008","02","23",NA,"Brasil","SP",NA,"Refúgio Cheiro de Mato",NA,NA,NA,NA,NA,NA,NA,NA,"A. V. G. Sousa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-01-20 14:40:23-03","UPM","MACK","208","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","F. U. Matos","4","2008","02","23",NA,"Brasil","SP",NA,"Refúgio Cheiro de Mato",NA,NA,NA,NA,NA,NA,NA,NA,"A. V. G. Sousa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-02 16:28:45-03","CPAN-UFMS","COR","15864","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Urquiza,M.V.S.; Santos, A.C.A.; Pereira Jr.,J.E.","118","2009","03","17",NA,"Brasil","Mato Grosso do Sul","Ladário","Fazenda Band#?#alta. Aquático; ;.","-57.6016998291016","-19.0046997070312",NA,NA,NA,"Habito: Erva - porte de 40 cm de alt.",NA,NA,"Pereira - Silva, L.",NA,NA,"23141","auto","2018","11","23",NA,NA,NA,NA,NA
"27","2019-10-09 11:27:49-03","UFBA","ALCB","017829","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Hage, JL","1912","1986","02","18","Southern America","Brasil","Bahia","Ilhéus","Litoral Sul,  rea do CEPEC, Km 22 da rodovia Ilhéus-Itabuna (BR 415).Quadra B'em frente a  rea de pisicultura","-39.166667","-14.8","50","50",NA,"30 cm. Inflorescência esverdeada. Muito frequente.","ALCB017418","ALCB017418",NA,"-39.166667","-14.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:13:19-03","NBC","NL-BOTANY","L.1380335","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","iria","Cyperus iria","L.","Pedersen TM",NA,"1978","02","06","Southern America","Brazil",NA,NA,"Mato Grosso: Diamantino.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1380335 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1380335","NL-L1380335",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 10:13:19-03","NBC","NL-BOTANY","L.1380337","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","iria","Cyperus iria","L.","Pedersen TM",NA,"1978","02","06","Southern America","Brazil",NA,NA,"Mato Grosso: Diamantino.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1380337 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1380337","NL-L1380337",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 10:13:19-03","NBC","NL-BOTANY","L.3759273","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","iria","Cyperus iria","L.","Pedersen TM",NA,"1984","02","08","Southern America","Argentina",NA,NA,"Estancia Las Tres Marias, dep. Emperado, prov. Corrientes.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3759273 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3759273","NL-L3759273",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-02-08 10:13:19-03","NBC","NL-BOTANY","U.1299480","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","iria","Cyperus iria","L.","Schinini A",NA,"1998","03","21","Southern America","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1299480 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1299480","NL-U1299480","Schinini A",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0148832",NA,NA,NA
"32","2020-02-08 10:13:19-03","NBC","NL-BOTANY","U.1299481","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","iria","Cyperus iria","L.","Schinini A",NA,"1993","01","18","Southern America","Argentina",NA,NA,"Chaco, dep. Bermejo. Isla del Cerrito, confluencia de los rios Paraguay y Parana.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1299481 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1299481","NL-U1299481",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 10:13:19-03","NBC","NL-BOTANY","U.1299507","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","iria","Cyperus iria","L.","Wingfield RC",NA,"1978","06","25","Southern America","Venezuela",NA,NA,"Estado Falcon, Venezuela, F2. 6km O de Mene de Maurca, cerca del Rio cocuisa, a lo largo de la carretera, en y cerca de aguas someras.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1299507 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1299507","NL-U1299507",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 10:13:19-03","NBC","NL-BOTANY","WAG.1749695","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","iria","Cyperus iria","L.","Pedersen TM",NA,"1984","02","08","Southern America","Argentina",NA,NA,"Estancia Las Tres Marias, dep. Emperado, prov. Corrientes.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1749695 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1749695","NL-WAG1749695",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-11-04 10:55:24-03","ESALQ","ESA","140960","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","cf iria","Cyperus cf iria","L.","Cornia, M. G. K.; Silva, R. F; Nahssen, M. H. C; Fernandes, N. L; Alves, D. M; Souza, V. C; Rodrigues, R. R; Koch, I. Colletta, G. D.","354.0",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Ilha do Governador. Base de Fusileiros Navais. Trilha da Base. Floresta Ombrófila Densa","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Altura de 20 a 30 cm.","ESA140960",NA,"Rodrigues, R. S.","-43,163,297","-22,781,786","57442","auto","2017","06","02",NA,NA,NA,NA,NA
"36","2020-11-04 10:55:24-03","ESALQ","ESA","139490","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","cf iria","Cyperus cf iria","L.","Cornia, M. G. K., Silva, R. F; Nahssen, M. H. C; Fernandes, N. L; Alves, D. M; Souza, V. C; Rodrigues, R. R; Koch, I. Colletta, G.","354.0",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Ilha do Governador. Base de Fusileiros Navais. Trilha da Base. Floresta Ombrófila Densa","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Altura de 20 a 30 cm.","ESA139490",NA,"Rodrigues, R. S.","-43,163,297","-22,781,786","57442","auto","2017","06","02",NA,NA,NA,NA,NA
"37","2020-11-04 11:05:42-03","ESALQ","ESA","37902","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14463.0","1997","03","18",NA,"Brasil","Mato Grosso","São Félix do Araguaia","Estrada para Alto da Boa Vista, ca. 9 km de São Félix do Araguaia. Fazenda Engenho Velho. Savana Parque. Área florestada, alagada (buritizal).","-504.634","-113.758","180","180",NA,"Erva; espiguetas verdes.","ESA037902","ESA037902","Muniz, C.F.S.","-504,634","-113,758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:05:42-03","ESALQ","ESA","37852","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14461.0","1997","03","18",NA,"Brasil","Mato Grosso","São Félix do Araguaia","Estrada para Alto da Boa Vista, ca. 9 km de São Félix do Araguaia. Fazenda Engenho Velho. Savana Parque. Área florestada, alagada (buritizal).","-504.634","-113.758","180","180",NA,"Erva; espiguetas castanhas.","ESA037852","ESA037852","Muniz, C.F.S.","-504,634","-113,758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:05:42-03","ESALQ","ESA","126272","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Cyperus","iria","Cyperus iria",NA,"Sobral, M.","15353.0","1905","07","05",NA,"Brasil","Minas Gerais","Ritápolis",NA,"-44.3180999755859","-21.021900177002",NA,NA,NA,NA,"ESA126272","ESA126272","Sobral, M.",NA,NA,"18703","auto","1905","07","05",NA,NA,NA,NA,NA
"40","2020-11-19 10:23:18-03","CPAP","CPAP","11901","PreserverdSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Schessl, M.","2608A","1992","08","23",NA,"Brasil","MT","Barão de Melgaço","Distrito de Boa Esperança","-56.033333","-16.466667","130","130",NA,NA,NA,NA,"K. Camelbeke","56°02' W","16°28' S",NA,NA,"1994","09",NA,NA,NA,NA,NA,NA
"41","2020-11-19 10:23:18-03","CPAP","CPAP","25168","PreserverdSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Pott, V. J.","5509","2002","05","25",NA,"Brasil","MS","Campo Grande","Lagoa Itatiaia","-54.576667","-20.48","500","500",NA,"Erva cespitosa, planta invasora . Frequente.. Borda de lagoa, área não inundável,. Solo: areno-argiloso.,. Relevo: plano deprimido.",NA,NA,"S. M. Hefler","54°34'36'' W","20°28'48'' S",NA,NA,"2005","11","07",NA,NA,NA,NA,NA
"42","2020-11-19 10:23:18-03","CPAP","CPAP","14839","PreserverdSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Pott, V. J.","2904","1995","11","19",NA,"Brasil","MS","Aquidauana","MS-170, fazenda Alegrete; próximo a sede; Sub-região de Aquidauana; Pantanal","-55.7872009277344","-20.4710998535156","106","106",NA,"Erva cespitosa. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Piuval, área alagável por chuva, próximo a porteira. SUBSTRATO: solo silte-arenoso. RELEVO: .",NA,NA,"V. J. Pott",NA,NA,"212961","auto","1995","11",NA,NA,NA,NA,NA,NA
"43","2020-11-19 10:23:18-03","CPAP","CPAP","6065","PreserverdSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Pott, A.","4750","1989","05","01",NA,"Brasil","MS","Corumbá","Estrada inacabada a Forte Coimbra, a 2.5 km da BR-262, lagoa do Jacadigo, Pantanal - Beira da lagoa do Jacadigo, com espécies do chaco oriental","-57.6533012390137","-19.0091991424561","90","90",NA,"Erva cespitosa ereta. FLOR: esverdeada. FRUTO: castanho. INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Carandazal (carandazal = savana de Copernicia australis) ralo, alagável 5-30 cm (pico da cheia). SUBSTRATO: solo argiloso, arenoso na superfí",NA,NA,"T.M.Pedersen",NA,NA,"295160","auto","1991","03","15",NA,NA,NA,NA,NA
"44","2015-07-02 14:01:35-03","JBP","HPL","2617","S","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","Linn","H. Lorenzi","1412","1994","03","20",NA,"Brasil","MG","Monte Carmelo","Estrada para Uberlândia, em lavoura de soja.","-47.4986","-18.7247",NA,NA,NA,NA,NA,NA,"H. Lorenzi",NA,NA,"36771","auto","1994","03","20",NA,NA,NA,NA,NA
"45","2015-07-02 14:01:35-03","JBP","HPL","2618","S","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","Linn","E. R. Salviani","1015","2000","04","15",NA,"Brasil","BA","Ilhéus","Coletada no CEPIAC.","-39.0494","-14.7889",NA,NA,NA,NA,NA,NA,"E. R. Salviani",NA,NA,"61245","auto","2000","04","15",NA,NA,NA,NA,NA
"46","2014-09-01 10:19:39-03","FEMACT","MIRR","5576","S","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria",NA,"Mendes, A.P.","449","1997","10","22",NA,"Brasil","Roraima","Cantá","Igarapé situado na entrada norte da cidade.","-60.602946","2.610934",NA,NA,NA,NA,NA,NA,NA,"-60.602946","2.610934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2014-08-04 11:35:50-03","FEMACT","MIRR","5212","S","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria",NA,"Mendes, A.P.","216","1996","08","20",NA,"Brasil","Roraima","Boa Vista","Mata do 7º BIS","-60.6733","2.81972",NA,NA,NA,NA,NA,NA,NA,NA,NA,"90031","auto",NA,NA,NA,NA,NA,NA,NA,NA
