"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","county","coordinatePrecision","geoFlag","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","relationshipType","infraspecificEpithet","sex"
"19","2021-03-15 16:37:00-03","NY","NYBG","02026563","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","K. A. Kainer","121","1989","10","South America","Brazil","Acre","Ser. Cachoeira, Col Altamira, Sucam 77.","-68.5044","-10.6517","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2165407' target='other'> <mi>dwc_moreinfo</mi></a>","NY02026563","NY02026563_01","28","Xapuri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1014420","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","W. R. Anderson","7008","1973","03","South America","Brazil","Goiás","Serra da Atalaia, ca. 25 km by road SW of Monte Alegre de Goiás. Northern spur of Serra Atalaia.","-47.23","-13.47","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113356' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014420","NY01014420_01","13","Monte Alegre de Goiás",NA,NA,NA,"600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2026566","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","N. A. Rosa","1829","1977","04","South America","Brazil","Amapá","Ter. F. de Amapá, Munguba a 2 km da Perimetral Norte, sabrecada de fogo há muitos anos",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2165438' target='other'> <mi>dwc_moreinfo</mi></a>","NY02026566","NY02026566_01","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1014418","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","H. S. Irwin","21754","1968","03","South America","Brazil","Goiás","Ca. 24 km S. of Paraíso","-47.95027778","-16.2525","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113355' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014418","NY01014418_01","24","Luziânia",NA,NA,NA,"600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1014416","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","R. de Lemos Fróes","1764","1932","07","South America","Brazil","Maranhão","Maracassumé River Region.","-45.8917809","-1.8926301","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113352' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014416","NY01014416_01","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","495198","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","G. Klug","4335","1936","05","South America","Peru","San Martín","Juan Jui, Alto Río Huallaga.","-76.730683","-7.179499","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=66126' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495198",NA,"01",NA,NA,NA,NA,"400","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1014421","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","M. F. F. da Silva","1081","1983","04","South America","Brazil","Maranhão","BR 010; Transamazônica, margem esquerda da rodovia, lugar Pedra Caida.","-47.4692","-7.3331","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113357' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014421","NY01014421_01","13","Carolina",NA,NA,"D. F. Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1416344","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","D. C. Daly","11591","2003","05","South America","Brazil","Acre","Fazenda 3 de Novembro: km 22 of BR-364, then 8 km on road to Mâncio Lima and left on Ramal Tiririca.","-72.8922","-7.6686","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339253' target='other'> <mi>dwc_moreinfo</mi></a>","NY01416344","NY01416344_01","07","Mâncio Lima",NA,NA,"D. F. Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2026564","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","J. M. Pires","52294","1962","07","South America","Brazil","Amapá","Coastal Region. Road to Amapá, Km 134, Agua Azul.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2165436' target='other'> <mi>dwc_moreinfo</mi></a>","NY02026564","NY02026564_01","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-06 11:42:06-03","UFPI-MRV","HDELTA","4845","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Operculina","alata","Operculina alata","Urb.","Aguiar, D.S.; Lemos, J.R.","20","2015","05",NA,"Brasil","Piauí","Carpina","-41.7766990661621","-2.90472006797791",NA,NA,"HDELTA004845",NA,"08","Parnaíba","25571","auto","Aguiar, D.S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-01-06 11:42:06-03","UFPI-MRV","HDELTA","931","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","Castro, K. N. C.","63","2013","02",NA,"Brasil","Piauí","Brejinho","-41.6875","-3.218694",NA,"Trepadeira cipó <ll>dwc_commonname:</ll> Batata do tiú","HDELTA000931",NA,"21","Bom Princípio do Piauí",NA,NA,NA,NA,NA,"41°41'15,00''W","03°13'07,30''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-01-06 11:42:06-03","UFPI-MRV","HDELTA","1802","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","Carvalho, Y.S.; Silva, M.S.S.","60","2015","05",NA,"Brasil","Piauí","Fazenda Trapiá","-41.773889","-3.365389",NA,"<ll>dwc_commonname:</ll> Batata de purga","HDELTA001802",NA,"25","Caxingó",NA,NA,"Carvalho, Y. S.; Silva, M. S. S.",NA,NA,"41°46'26,00''W","03°21'55,40''S","2016","04","12",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-01-06 11:42:06-03","UFPI-MRV","HDELTA","928","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","Castro, K. N. C.; Lima, A. A.","64","2013","02",NA,"Brasil","Piauí","Embrapa","-41.7766990661621","-2.90472006797791",NA,"Rasteira <ll>dwc_commonname:</ll> Batata de purga","HDELTA000928",NA,"26","Parnaíba","25571","auto","Nascimento, M.G.P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-06 11:42:06-03","UFPI-MRV","HDELTA","368","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","Castro, K. N. C.","110","2013","03",NA,"Brasil","Piauí","Embrapa","-41.631","-3.199306",NA,"<ll>dwc_commonname:</ll> Tiu-fino","HDELTA000368",NA,"13","Bom Princípio do Piauí",NA,NA,"Vieira, I.R.",NA,NA,"41°37'51,60''W","03°11'57,50''S","2017","09","11",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 11:29:56-03","UFRJ","RFA","33135","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Operculina","alata","Operculina alata","Urb.","L.P. Félix","7758","1997","05",NA,"Brasil","Piauí","Bom Jesus do Gurguéia. Margem da estrada","-44.3586006164551","-9.07444000244141",NA,"Escandente; flores amarelas ornamentais","RFA21668",NA,"18","Bom Jesus","107707","auto","R. Simão Bianchini",NA,NA,NA,NA,"2010","10","29",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:37:36-03","EAO","IAN","117806","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Pires, JM; Cavalcante, PB","52294","1962","07","Southern America","Brasil","Amapá","Frequent in savanna, road to Amapá, km 134, Água Azul.","-52.916667","-0.916667",NA,NA,"IAN117806",NA,"26",NA,NA,NA,"Austin, DF",NA,NA,"-52.916667","-0.916667","1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:37:36-03","EAO","IAN","116317","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Oliveira, E","3358","1965","06","Southern America","Brasil","Pará","Entroncamento, estrada de ferro de Bragança, terreno firme baixo.",NA,NA,NA,NA,"IAN116317",NA,"13",NA,NA,NA,"Austin, DF",NA,NA,NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:37:36-03","EAO","IAN","143029","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Pinheiro, GS; Carvalho, JFV","505","1974","04","Southern America","Brasil","Pará","Estreito-Marabá, km 2.",NA,NA,NA,NA,"IAN143029",NA,"08",NA,NA,NA,"Austin, DF",NA,NA,NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:37:36-03","EAO","IAN","143173","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Pinheiro, GS; Carvalho, JFV","649","1974","04","Southern America","Brasil","Pará","Estreito-Marabá, km 2.",NA,NA,NA,NA,"IAN143173",NA,"09",NA,NA,NA,"Austin, DF",NA,NA,NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:37:36-03","EAO","IAN","58777","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Pires, JM; Black, GA","2352","1950","05","Southern America","Brasil","Maranhão","Serra da Malícia, duas léguas de Carolina, Rio Tocantins.",NA,NA,NA,NA,"IAN058777",NA,"27",NA,NA,NA,"Austin, DF",NA,NA,NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:37:36-03","EAO","IAN","63973","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Fróes, RL","26939","1951","04","Southern America","Brasil","Pará","Rio Vermelho; região do Tocantins, terra firme, alta.",NA,NA,NA,NA,"IAN063973","IAN063973 IAN063973_e","20",NA,NA,NA,"Austin, DF",NA,NA,NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:37:36-03","EAO","IAN","122507","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Ducke, A","2611","1966",NA,"Southern America","Brasil","Ceará","Messejana, capoeira na base do Serrota de Aneuri.","-38.543098449707","-3.71722006797791",NA,NA,"IAN122507",NA,NA,"Fortaleza","19924","auto","Austin, DF",NA,NA,NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:37:36-03","EAO","IAN","89333","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Black, GA","18401","1955","06","Southern America","Brasil","Ceará","Fazenda Normal.","-39.0153007507324","-4.97138977050781",NA,NA,"IAN089333",NA,"29","Quixadá","41968","auto","Austin, DF",NA,NA,NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:37:36-03","EAO","IAN","186170","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Santos, SM","15","2010","07","Southern America","Brasil","Maranhão","Estação Ecológica do Rangedor.","-44.3027992248535","-2.52972006797791",NA,"Flores com coloração amarela, corola pentâmera, altura de 1, 60cm aproximando-se a um arbusto, possui folha simples, mebranácea","IAN186170",NA,"16","São Luis","33693","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:37:36-03","EAO","IAN","63953","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Fróes, RL; Barkley, FA","26906","1951","04","Southern America","Brasil","Pará","Arredores do IAN; capoeira baixa.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN063953","IAN063953 IAN063953_e","03","Belém","48462","auto","Austin, DF",NA,NA,NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:37:36-03","EAO","IAN","165391","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Nitta, A","17399","1996","11","Southern America","Brasil","Pará","Campo da EMBRAPA-CPATU.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN165391",NA,"22","Belém","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:37:36-03","EAO","IAN","17159","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Pires, JM; Black, GA","195","1945","11","Southern America","Brasil","Pará","Capoeira baixa do IAN.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN017159","IAN017159 IAN017159_e","17","Belém","48462","auto","Austin, DF",NA,NA,NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:37:36-03","EAO","IAN","140151","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Pires, JM","13167",NA,NA,"Southern America","Brasil","Pará","IPEAN.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN140151",NA,NA,"Belém","48462","auto","Austin, DF",NA,NA,NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
