"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","relatedCatalogItem","typeStatus","coordinatePrecision","individualCount","geoFlag"
"11","2015-06-17 10:32:00-03","MO","MOBOT","3353067","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.","Walter Holmes (BAYLU)","Gert G. Hatschbach","Hatschbach 36833","1975","5","25","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros (Mun. Alto Paraíso).","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44724","1","auto"
"12","2012-10-17 05:07:00-03","MO","MOBOT","2698605","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.","R.D. Noyes","Robert M. King|Scott A. Mori|Talmon S. dos Santos|José L. Hage","King 8126","1979","7","24","South America","Brazil","Bahia",NA,"Município de Rio de Contas. Base de Pico das Almas, a 18 km. as NW de Rio de Contas.",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA
"13","2015-08-13 05:50:00-03","MO","MOBOT","3350325","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.","D. J. N. Hind","R.M. Harley|David J.N. Hind|Simon J. Mayo","Harley 273215","1988",NA,NA,"South America","Brazil","Bahia",NA,"Mun. Agua Quente. Pico das Almas. Vertente nore. Vale ao noroeste do Pico.","-41.98333","-13.5","1550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2009-08-28 05:32:00-03","MO","MOBOT","3354469","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.",NA,"Robert M. King|Luther E. Bishop","King 8822","1981","2","7","South America","Brazil","Goiás",NA,"West of road to Monte Alegre de Goias, 12-20 km. N. of Alto Paraiso de Goias.",NA,NA,"1219.20000000","1341.12000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2018-05-11 05:21:00-03","MO","MOBOT","3354912","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.","D. J. N. Hind","José R. Pirani|M.T.V.A. Campos|E. M. Nic Lughadha|K.S .Edwards|J.V.C. Nunes|L.R. Parra","Pirani 50970","1992",NA,NA,"South America","Brazil","Bahia",NA,"Mun. Abaíra: Riacho da Taquara. Brejo.","-41.91666","-13.25","1650.00000000","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2012-12-29 19:17:00-02","MO","MOBOT","3355692","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.","H. Robinson","Robert Kral|M.G.L. Wanderly|Taciana B. Cavalcanti|V.S. Pereira","Kral 75846","1988","12","2","South America","Brazil","Goiás",NA,"22 km N Alto Paraiso.",NA,NA,"1100.00000000","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2018-05-11 05:21:00-03","MO","MOBOT","3353441","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.","Hind","R.M. Harley|Ana M. Giulietti|E. M. Nic Lughadha|Alina Freire","Harley 50729","1992",NA,NA,"South America","Brazil","Bahia",NA,"Abaíra: Campo de Ouro Fino (baizo). Campo pedregoso, terreno brejoso.","-41.9","-13.25","1600.00000000","1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-10-24 04:40:00-03","MO","MOBOT","3354127","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.","D. J. N. Hind","R.M. Harley|David J.N. Hind|E. M. Nic Lughadha|L. P. de Queiroz|Wilson Ganev","Harley 50592","1991",NA,NA,"South America","Brazil","Bahia",NA,"Mun. Abaíra: Campo de Ouro Fino.","-41.9","-13.25","1600.00000000","1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-09-12 05:00:02-03","US","US","2776942","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.",NA,"R. M. Harley, S. A. Renvoize, C. Erskine, C. Brighton & R. Pinheiro","15478","1974","1","24","South America - Neotropics","Brazil","Bahia",NA,"Estado de bahia. Serra do Rio de Contas. Lower slopes of the Pice das Almas, ca. 25km. W.N.W. of the town of Rio de Contas","-41.92","-13.53","1500",NA,NA,NA,"US01672968","US01672968_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"20","2020-09-12 05:00:02-03","US","US","2922620","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.",NA,"R. M. King & L. E. Bishop","8822","1981","2","7","South America - Neotropics","Brazil","Goiás",NA,"Goias: West of road to Monte Alegre de Goias, 12-20 Km. N. of Alto Paraiso de Goias",NA,NA,"1219","1341",NA,NA,"US01672975","US01672975_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"21","2020-09-12 05:00:02-03","US","US","2851658","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.",NA,"R. M. Harley, S. Mayo, R. M. Storr, T. S. Santos & R. S. Pinheiro","19563",NA,NA,NA,"South America - Neotropics","Brazil","Bahia",NA,"Estado da Bahia. Serra das Almas. Lower N.E. slopes of the Pico das Almas, ca. 25 km. W.N.W. of the Vila do Rio de Contas","-41.95","-13.55","1500",NA,NA,NA,"US01672979","US01672979_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"22","2020-09-12 05:00:02-03","US","US","3516592","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.",NA,"R. M. Harley, A. M. Giulietti, E. Nic Lughadha & A. Freire-Fierro","H 50729","1992","1","10","South America - Neotropics","Brazil","Bahia",NA,"Bahia. Mun. Abaíra: Campo de Ouro Fino (baixo)","-41.9","13.25","1600","1700",NA,NA,"US01672980","US01672980_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"23","2020-09-12 05:00:02-03","US","US","3431260","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.",NA,"R. M. Harley, D. J. N. Hind, E. Nic Lughadha, R. Queiroz & W. Ganev","H 50592","1991","12","31","South America - Neotropics","Brazil","Bahia",NA,"Bahia. Mun. Abaíra: Campo de Ouro Fino","-41.9","13.25","1600","1700",NA,NA,"US01672973","US01672973_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"24","2020-09-12 05:00:02-03","US","US","3288759","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.",NA,"J. R. Pirani, M. T. Campos, E. Nic Lughadha, K. S. Edwards & et al.","H 50970","1992","1","29","South America - Neotropics","Brazil","Bahia",NA,"Bahia. Mun. Abaíra: Riacho da Taquara","-41.92","13.25","1650","1800",NA,NA,"US01672976","US01672976_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"25","2020-09-12 05:00:02-03","US","US","3141498","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.",NA,"R. Kral, M. G. L. Wanderley, T. B. Cavalcanti & V. Pereira","75846","1988","12","2","South America - Neotropics","Brazil","Goiás",NA,"22 kms N Alto Paraiso",NA,NA,"1100","1200",NA,NA,"US01672972","US01672972_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"26","2020-09-12 05:00:02-03","US","US","2901142","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.",NA,"R. M. Harley, S. A. Renvoize, C. Erskine, C. Brighton & R. Pinheiro","15478","1974","1","24","South America - Neotropics","Brazil","Bahia",NA,"Estado de Bahia. Serra do Rio de Contas. Lower slopes of the Pico das Almas, ca. 25km. W.N.W. of the town of Rio de Contas","-41.92","-13.53","1500",NA,NA,NA,"US01672969","US01672969_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"27","2020-09-12 05:00:02-03","US","US","2855858","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.",NA,"R. M. King","8126","1979","7","24","South America - Neotropics","Brazil","Bahia","Rio de Contas","Base of Pico das Almas, NW of Rio de Contas.","-41.8114013671875","-13.5789003372192","1300","1300",NA,NA,"US00146418","US00146418_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"Isotype","49773","1","auto"
"28","2020-09-12 05:00:02-03","US","US","3347681","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.",NA,"M. A. Silva & A. J. V. dos Santos","3270","1996","11","13","South America - Neotropics","Brazil","Goiás",NA,"Chapada dos Veadeiros. 23 km de Alto Paraíso em direção a Teresina de Goiás. Parque Nacional da Chapada dos Veadeiros. Cruzeiro","-47.4939","-13.9442","1410",NA,NA,NA,"US01672982","US01672982_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"29","2020-09-12 05:00:02-03","US","US","3516601","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.",NA,"R. M. Harley, D. J. N. Hind, E. Nic Lughadha, R. Queiroz & W. Ganev","H 50592","1991","12","31","South America - Neotropics","Brazil","Bahia",NA,"Bahia. Mun. Abaíra: Campo de Ouro Fino","-41.9","13.25","1600","1700",NA,NA,"US01672981","US01672981_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"30","2020-09-12 05:00:02-03","US","US","3320254","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.",NA,"W. Ganev","2792",NA,NA,NA,"South America - Neotropics","Brazil","Bahia",NA,"Brasil, Bahia, Município de Abaíra: Serra do Rei","-41.9","-13.28","1600",NA,NA,NA,"US01672971","US01672971_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"31","2020-09-12 05:00:02-03","US","US","2901158","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.",NA,"R. M. Harley, S. A. Renvoize, C. Erskine, C. Brighton & R. Pinheiro","15478","1974","1","24","South America - Neotropics","Brazil","Bahia",NA,"Estado de Bahia. Serra do Rio de Contas. Lower slopes of the Pico das Almas, ca. 25km. W.N.W. of the town of Rio de Contas","-41.92","-13.53","1500",NA,NA,NA,"US01672970","US01672970_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"32","2020-09-12 05:00:02-03","US","US","3256927","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.",NA,"W. Ganev","272","1992","5","14","South America - Neotropics","Brazil","Bahia",NA,"Brasil, estado da Bahia, município de Abaíra, distrito de Catolés, Mata do bem querer. Tanque do Garimpo","-41.88","-13.27","1500",NA,NA,NA,"US01672978","US01672978_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"33","2020-09-12 05:00:02-03","US","US","3255423","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.",NA,"R. M. Harley, D. J. N. Hind & S. Mayo","27315","1988","12","20","South America - Neotropics","Brazil","Bahia",NA,"Bahia. Mun.: Agua Quente. Pico das Almas. Vertente norte. Vale ao noroeste do Pico","-41.98","-13.5","1550",NA,NA,NA,"US01672977","US01672977_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"34","2020-09-12 05:00:02-03","US","US","3256651","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M. King & H. Rob.",NA,"W. Ganev","1682","1992","12","18","South America - Neotropics","Brazil","Bahia",NA,"Brasil, estado da bahia, município de Abaíra: Serra da Tromba, nascente do Rio de Contas. (Caba saco)","-41.78","-13.27","1500",NA,NA,NA,"US01672974","US01672974_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"35","2019-10-07 09:11:42-03","UEFS","HUEFS","58916","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M.King & H.Rob.",NA,"Pirani, J.R.","H50970","1992","01","29",NA,"Brasil","Bahia","Abaíra","Riacho da Taquara.","-41.916667","-13.25","1650","1800",NA,"Brejo.","HUEFS0058916","HUEFS0058916",NA,NA,"41W55'","13S15'","Asteranae",NA,NA,NA,NA,NA,NA
"36","2019-10-07 09:11:42-03","UEFS","HUEFS","58877","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M.King & H.Rob.",NA,"Harley, R.M.","H50592","1991","12","31",NA,"Brasil","Bahia","Abaíra","Campo de Ouro Fino.","-41.9","-13.25","1600","1700",NA,NA,"HUEFS0058877","HUEFS0058877",NA,NA,"41W54'","13S15'","Asteranae",NA,NA,NA,NA,NA,NA
"37","2019-10-07 09:11:42-03","UEFS","HUEFS","58801","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M.King & H.Rob.",NA,"Harley, R.M.","H50729","1992","01","10",NA,"Brasil","Bahia","Abaíra","Campo de Ouro Fino (baixo).","-41.9","-13.25","1600","1700",NA,"Campo pedregoso, terreno brejoso.","HUEFS0058801","HUEFS0058801",NA,NA,"41W54'","13S15'","Asteranae",NA,NA,NA,NA,NA,NA
"38","2019-10-07 09:11:42-03","UEFS","HUEFS","58748","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M.King & H.Rob.",NA,"Harley, R.M.","H50729","1992","01","10",NA,"Brasil","Bahia","Abaíra","Campo de Ouro Fino (baixo).","-41.9","-13.25","1600","1700",NA,"Campo pedregoso, terreno brejoso.","HUEFS0058748","HUEFS0058748",NA,NA,"41W54'","13S15'","Asteranae",NA,NA,NA,NA,NA,NA
"39","2019-10-07 09:11:42-03","UEFS","HUEFS","10715","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M.King & H.Rob.","R.M.Lima","Ganev, W.","272","1992","05","14",NA,"Brasil","Bahia","Abaíra",NA,"-41.883333","-13.266667","1500","1500",NA,NA,"HUEFS0010715","HUEFS0010715","2009","04","41W53'","13S16'","Asteranae",NA,NA,NA,NA,NA,NA
"40","2019-10-07 09:11:42-03","UEFS","HUEFS","12947","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M.King & H.Rob.","D.J.N.Hind","Ganev, W.","1682","1992","12","18",NA,"Brasil","Bahia","Abaíra",NA,"-41.783333","-13.266667","1500","1500",NA,NA,"HUEFS0012947","HUEFS0012947","1996","11","41W47'","13S16'","Asteranae",NA,NA,NA,NA,NA,NA
"41","2019-10-07 09:11:42-03","UEFS","HUEFS","16390","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M.King & H.Rob.","R.M.Lima","Ganev, W.","2792","1994","01","12",NA,"Brasil","Bahia","Abaíra","Serra do Rei.","-41.9","-13.283333","1600","1600",NA,"Com solo arenoso, com rochas.","HUEFS0016390","HUEFS0016390","2009","04","41W54'","13S17'","Asteranae",NA,NA,NA,NA,NA,NA
"42","2019-10-07 09:11:42-03","UEFS","HUEFS","71136","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M.King & H.Rob.",NA,"Harley, R.M.","27315","1988","12","20",NA,"Brasil","Bahia","Água Quente","Pico das Almas.Vertente norte.Vale ao noroeste do Pico","-41.983333","-13.5","1550","1550",NA,NA,"HUEFS0071136","HUEFS0071136",NA,NA,"41W59'0''","13S30'0''","Asteranae",NA,NA,NA,NA,NA,NA
"43","2019-10-07 09:11:42-03","UEFS","HUEFS","66585","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","alvimii","Mikania alvimii","R.M.King & H.Rob.",NA,"King, R.M.","8126","1979","07","24",NA,"Brasil","Bahia","Rio de Contas","Base do Pico das Almas, a 18 km as NW de Rio de Contas.","-41.8114013671875","-13.5789003372192","1300","1300",NA,NA,"HUEFS0066585","HUEFS0066585",NA,NA,NA,NA,"Asteranae",NA,NA,"Isótipo","49773",NA,"auto"
"44","2020-07-23 11:59:17-03","CEPLAC","CEPEC","11833","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","alvimii","Mikania alvimii",NA,"R. M. King","R. M. Harley","15478","1997","01","28",NA,"Brasil","Bahia","RIO DE CONTAS","Rampa baixa do Pico das Almas. Ca. 25Km ao WNW da cidade.","-41.916667","-13.533333",NA,NA,NA,NA,NA,NA,NA,NA,"41W55'0","13S32'0",NA,NA,"30/12/1980","Paratipo",NA,NA,NA
"45","2020-07-23 11:59:17-03","CEPLAC","CEPEC","18015","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","alvimii","Mikania alvimii",NA,"R. M. King","R. M. Harley","19563","1978","09","20",NA,"Brasil","Bahia","RIO DE CONTAS","A NE da rampa baixa Pico das Almas. Ca. 25Km ao WNW da Vila Rio de Contas.","-41.95","-13.55",NA,NA,NA,NA,NA,NA,NA,NA,"41W57'0","13S33'0",NA,NA,"30/12/1980","Paratipo",NA,NA,NA
"46","2020-07-23 11:59:17-03","CEPLAC","CEPEC","47351","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","alvimii","Mikania alvimii",NA,"D. J. N. Hind","R. M. Harley","27315","1988","12","20",NA,"Brasil","Bahia","RIO DE CONTAS","Pico das Almas. Vertente norte. Vale ao NW do Pico.","-41.983333","-13.5",NA,NA,NA,NA,NA,NA,NA,NA,"41W59'","13S30'",NA,NA,"30/05/1989",NA,NA,NA,NA
"47","2020-07-23 11:59:17-03","CEPLAC","CEPEC","87703","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","alvimii","Mikania alvimii",NA,"D. J. N. Hind","R. M. Harley",NA,"1991","12","31",NA,"Brasil","Bahia","ABAÍRA","Campo de Ouro Fino.","-41.9","13.25",NA,NA,NA,NA,NA,NA,NA,NA,"41W54'","13N15'",NA,NA,"30/12/1991",NA,NA,NA,NA
"48","2020-07-23 11:59:17-03","CEPLAC","CEPEC","95862","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","alvimii","Mikania alvimii",NA,"D. J. N. Hind","R. M. Harley",NA,"1992","01","10",NA,"Brasil","Bahia","ABAÍRA","Campo de Ouro Fino (baixo).","-41.9","13.25",NA,NA,NA,NA,NA,NA,NA,NA,"41W54'","13N15'",NA,NA,"30/12/1992",NA,NA,NA,NA
"49","2020-07-23 11:59:17-03","CEPLAC","CEPEC","87539","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","alvimii","Mikania alvimii",NA,"D. J. N. Hind","J. R. Pirani",NA,"1992","01","29",NA,"Brasil","Bahia","ABAÍRA","Riacho da Taquara.","-41.916667","13.25",NA,NA,NA,NA,NA,NA,NA,NA,"41W55'","13N15'",NA,NA,"30/12/1992",NA,NA,NA,NA
"50","2020-07-23 11:59:17-03","CEPLAC","CEPEC","18740","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","alvimii","Mikania alvimii",NA,"R. M. King","R. M. King","8126","1988","11","28",NA,"Brasil","Bahia","RIO DE CONTAS","Pico das Almas, a18Km ao NW da cidade.","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,NA,"30/12/1980","Isótipo","49773",NA,"auto"
