"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","locality","phylum","order","scientificNameAuthorship","decimalLongitude","decimalLatitude","imagecode","identifiedBy","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","county","typeStatus","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","2398846","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","G. T. Prance","14853","1971","09","25","South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2622989' target='other'> <mi>dwc_moreinfo</mi></a>","NY02398846","Rio Cuieras just below mouth of Rio Brancinho","Magnoliophyta","Malpighiales","Aubl.","-60.5089","-2.8275","NY02398846_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","2447723","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera floribunda","W. R. Anderson","10795","1974","02","11","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2623159' target='other'> <mi>dwc_moreinfo</mi></a>","NY02447723","Region of village of Pratatí, 6-8 km S of village","Magnoliophyta","Malpighiales","(Mart.) Cuatrec.","-57.08","-8","NY02447723_01",NA,"floribunda","300","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01023041","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera minarum","W. R. Anderson","35449","1972","02","05","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184125' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023041","Serra do Espinhaço, ca. 5 km SW of Diamantina, km 305 on MG 259","Magnoliophyta","Malpighiales","Cuatrec.","-43.6007","-18.24015","NY01023041_01","J. Cuatrecasas","minarum","1300","1300","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","445895","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","R. P. Belém","2484","1966","07","06","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=622001' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445895",NA,"Magnoliophyta","Malpighiales","Aubl.","-38.88","-15.86","NY00445895_01",NA,NA,NA,NA,"Belmonte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01067120","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","J. A. Ratter","R1139","1968","04","25","South America","Brazil","Mato Grosso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205715' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067120","4 km N of the Base Camp of the Expedition. (Base Camp close to the Xavantina-São Felix road.)","Magnoliophyta","Malpighiales","Aubl.","-51.87","-12.9","NY01067120_01","J. A. Ratter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","445919","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera parvifolia","B. D. Sucre","7937","1971","11","23","South America","Brazil","Rio de Janeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=224419' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445919","Restinga da Tijuca","Magnoliophyta","Malpighiales","(A.Juss.) Cuatrec.","-43.36594","-23.011012","NY00445919_01","L. C. d. S. Giordano","parvifolia",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02398859","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera floribunda","R. de Lemos Fróes","21346","1945","11","05","South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2623999' target='other'> <mi>dwc_moreinfo</mi></a>","NY02398859","Arary-Pirá, Rio Aiary, região Rio Negro.","Magnoliophyta","Malpighiales","(Mart.) Cuatrec.",NA,NA,"NY02398859_01",NA,"floribunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01023034","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera floribunda","N. A. Rosa","1972","1977","05","22","South America","Brazil","Mato Grosso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1181380' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023034","R. Juruena, margem direita. SC 21 VB PT 3.","Magnoliophyta","Malpighiales","(Mart.) Cuatrec.","-58.3804411","-11.0249185","NY01023034_01","J. Cuatrecasas","floribunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01023052","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera parvifolia","M. L. Kawasaki","CFCR -9106","1983","03","19","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184412' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023052","Km. 108 da rodovia Belo Horizonte - Conceiçao do Mato Dentro. Estrada da Usina, km. 10.","Magnoliophyta","Malpighiales","(A.Juss.) Cuatrec.","-43.7142","-19.1692","NY01023052_01","H. O. Sleumer","parvifolia",NA,NA,"Santana do Riacho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1281583","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera floribunda","W. A. Rodrigues","10228","1980","08","19","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1721581' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281583","Estrada Tucuruí-Goianésia, à margem direita do rio Tocantins.","Magnoliophyta","Malpighiales","(Mart.) Cuatrec.","-49.3715662","-3.7710406","NY01281583_01","C. E. Zartman","floribunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2398849","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","C. A. Cid Ferreira","264","1979","08","13","South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2622993' target='other'> <mi>dwc_moreinfo</mi></a>","NY02398849","Rio Uatuma, margem esquerda, campina arenosa atras da cachoeira dos Padres.","Magnoliophyta","Malpighiales","Aubl.","-58.7269878","-2.3065914","NY02398849_01",NA,NA,NA,NA,"Itapiranga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","2270448","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","M. G. da Silva","5223","1980","05","28","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2443689' target='other'> <mi>dwc_moreinfo</mi></a>","NY02270448","Margem direita do rio Tocantins.","Magnoliophyta","Malpighiales","Aubl.","-49.6725","-3.76611","NY02270448_01",NA,NA,NA,NA,"Tucuruí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","388387","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera imbaimadaiensis","B. Maguire","32158","1951","10","21","South America","Guyana",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=597170' target='other'> <mi>dwc_moreinfo</mi></a>","NY00388387","Imbaimadi.","Magnoliophyta","Malpighiales","Cuatrec.",NA,NA,"NY00388387_01",NA,"imbaimadaiensis","550","550",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01023045","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera parvifolia","H. S. Irwin","22719","1969","01","27","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184230' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023045","Ca. 12 km NE of Diamantina, road to Mendanha. Serra do Espinhaço.","Magnoliophyta","Malpighiales","(A.Juss.) Cuatrec.","-43.55","-18.18","NY01023045_01","J. Cuatrecasas","parvifolia","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1552857","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","J. A. Silva","224","1985","07","02","South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105385' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552857","Rio Jauari, abaixo do entroncamento com igarapé Pretinho","Magnoliophyta","Malpighiales","Aubl.","-63.366667","0.7","NY01552857_01","M. L. Kawasaki",NA,NA,NA,"Barcelos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02447701","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera balsamifera","A. C. Weber","s.n.",NA,NA,NA,"South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2623119' target='other'> <mi>dwc_moreinfo</mi></a>","NY02447701","Upper Rio Negro basin, Morro dos Seis lagos","Magnoliophyta","Malpighiales",NA,"-66.7","0.3","NY02447701_01",NA,"balsamifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2398867","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera floribunda","J. M. Pires","4192","1952","06","06","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2624012' target='other'> <mi>dwc_moreinfo</mi></a>","NY02398867","Rio Arapiuns.","Magnoliophyta","Malpighiales","(Mart.) Cuatrec.",NA,NA,"NY02398867_01",NA,"floribunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","2447719","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera floribunda","K. Kubitzki","84-344","1984","09","26","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2623155' target='other'> <mi>dwc_moreinfo</mi></a>","NY02447719","Rio Arapiuns, gegenüber Vila São Pedro.","Magnoliophyta","Malpighiales","(Mart.) Cuatrec.",NA,NA,"NY02447719_01",NA,"floribunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2447711","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera balsamifera","C. Farney","2109","1987","12","05","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2623135' target='other'> <mi>dwc_moreinfo</mi></a>","NY02447711","Campos do Ariramba, campina próxima ao Rio Jaramacarú.","Magnoliophyta","Malpighiales",NA,"-55.7591289","-1.1645993","NY02447711_01",NA,"balsamifera",NA,NA,"Óbidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1281569","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera balsamifera","N. T. da Silva","4692","1978","05","31","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1721008' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281569","Rio Trombetas, estrada entre porto Trombetas e Aeroporto, km 10.","Magnoliophyta","Malpighiales",NA,NA,NA,"NY01281569_01","C. E. Zartman","balsamifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","2398906","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera floribunda","D. R. Hunt","5753","1966","06","03","South America","Brazil","Mato Grosso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2624387' target='other'> <mi>dwc_moreinfo</mi></a>","NY02398906","Xavantina-Cachimbo road, 85 km. from Xavantina.","Magnoliophyta","Malpighiales","(Mart.) Cuatrec.","-52.1583","-14.0503","NY02398906_01",NA,"floribunda","600","1000","Água Boa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2447706","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera balsamifera","C. E. Calderón","2529","1979","06","17","South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2623130' target='other'> <mi>dwc_moreinfo</mi></a>","NY02447706","Transamazon Highway, 9 km W of Rio dos Pombos, ca. 1.5 km E of Igarapé dos Pombos, and ca. 64 km E of the Aripuanã","Magnoliophyta","Malpighiales",NA,NA,NA,"NY02447706_01",NA,"balsamifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","2270427","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","B. V. Rabelo","588","1980","07","20","South America","Brazil","Amapá","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2443667' target='other'> <mi>dwc_moreinfo</mi></a>","NY02270427","Vai-Quem-Quer/Pacui-Macapá","Magnoliophyta","Malpighiales","Aubl.",NA,NA,"NY02270427_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","2447726","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera floribunda","J. M. Pires","4624","1953","07",NA,"South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2623163' target='other'> <mi>dwc_moreinfo</mi></a>","NY02447726","Rio Guamá, acima de Ourém, perto do Posto Indígena Tembé.","Magnoliophyta","Malpighiales","(Mart.) Cuatrec.","-47.1137738","-1.5520179","NY02447726_01",NA,"floribunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","2398861","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera floribunda","W. A. Ducke","541","1937","07","28","South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2624006' target='other'> <mi>dwc_moreinfo</mi></a>","NY02398861","Ca. Cachoeira do Mindu.","Magnoliophyta","Malpighiales","(Mart.) Cuatrec.","-60.0039715","-3.0828613","NY02398861_01",NA,"floribunda",NA,NA,"Manaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-10-01 02:01:00-03","NY","NYBG","01405081","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera guianensis","M. Colella","1870","1991","02","06","South America","Venezuela","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2865402' target='other'> <mi>dwc_moreinfo</mi></a>","NY01405081","Río Casiquiare, dos vueltas abajo de Capihuara.","Magnoliophyta","Malpighiales","(Benth.) Cuatrec.",NA,NA,"NY01405081_01",NA,"guianensis",NA,NA,"Casiquiare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","2270403","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","M. J. P. Pires-O'Brien","1767","1987","09","03","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2443636' target='other'> <mi>dwc_moreinfo</mi></a>","NY02270403","MT. Dourado. Estrada 500m antes GL: Ang.","Magnoliophyta","Malpighiales","Aubl.","-52.5817","-1.5233","NY02270403_01",NA,NA,NA,NA,"Almeirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","2270466","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera attenuata","C. E. Calderón","2529","1979","06","17","South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2443772' target='other'> <mi>dwc_moreinfo</mi></a>","NY02270466","Transamazon Highway, 9 km W of Rio dos Pombos, ca. 1.5 km E of Igarapé dos Pombos, and ca. 64 km E of the Aripuanã","Magnoliophyta","Malpighiales","Cuatrec.",NA,NA,"NY02270466_01",NA,"attenuata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","2270411","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","C. A. Cid Ferreira","9768","1987","12","04","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2443644' target='other'> <mi>dwc_moreinfo</mi></a>","NY02270411","91 km de Oriximiná nos Campos de Ariramba, entre o rio Jaramacaru e Igarapé Mutum","Magnoliophyta","Malpighiales","Aubl.","-55.583333","-1.166667","NY02270411_01",NA,NA,NA,NA,"Óbidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02817751","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","V. de F. Mansano","723","2011","05","09","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3165775' target='other'> <mi>dwc_moreinfo</mi></a>","NY02817751","Itatuama, beira do Rio Tapajós.","Magnoliophyta","Malpighiales","Aubl.","-55.216389","-3.3625","NY02817751_01",NA,NA,NA,NA,"Belterra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","2270409","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","J. F. Ramos","1148","1983","11","18","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2443642' target='other'> <mi>dwc_moreinfo</mi></a>","NY02270409","Campina de Santa Rosa, ramal da BR 422.","Magnoliophyta","Malpighiales","Aubl.","-49.6725","-3.76611","NY02270409_01",NA,NA,NA,NA,"Tucuruí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","2398831","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","W. A. Rodrigues","2954","1961","07","06","South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2622974' target='other'> <mi>dwc_moreinfo</mi></a>","NY02398831","Manaus. Estrada da Cachoeira Alta do Tarumã.","Magnoliophyta","Malpighiales","Aubl.","-60.0962609","-2.8743255","NY02398831_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
